"Step","final_TIMIT_ewt_dual_NoC4_b01_50% - explicitness_score_test all phoneme speaker_frame","final_TIMIT_ewt_dual_NoC4_b01_50% - explicitness_score_test all phoneme speaker_frame__MIN","final_TIMIT_ewt_dual_NoC4_b01_50% - explicitness_score_test all phoneme speaker_frame__MAX","final_TIMIT_ewt_dual_NoC4_b0_50% - explicitness_score_test all phoneme speaker_frame","final_TIMIT_ewt_dual_NoC4_b0_50% - explicitness_score_test all phoneme speaker_frame__MIN","final_TIMIT_ewt_dual_NoC4_b0_50% - explicitness_score_test all phoneme speaker_frame__MAX","final_TIMIT_filter_dual_NoC4_b1_50%_classif - explicitness_score_test all phoneme speaker_frame","final_TIMIT_filter_dual_NoC4_b1_50%_classif - explicitness_score_test all phoneme speaker_frame__MIN","final_TIMIT_filter_dual_NoC4_b1_50%_classif - explicitness_score_test all phoneme speaker_frame__MAX","final_TIMIT_ewt_dual_NoC4_b1_50% - explicitness_score_test all phoneme speaker_frame","final_TIMIT_ewt_dual_NoC4_b1_50% - explicitness_score_test all phoneme speaker_frame__MIN","final_TIMIT_ewt_dual_NoC4_b1_50% - explicitness_score_test all phoneme speaker_frame__MAX","final_TIMIT_filter_dual_NoC4_b01_50% - explicitness_score_test all phoneme speaker_frame","final_TIMIT_filter_dual_NoC4_b01_50% - explicitness_score_test all phoneme speaker_frame__MIN","final_TIMIT_filter_dual_NoC4_b01_50% - explicitness_score_test all phoneme speaker_frame__MAX","final_TIMIT_filter_dual_NoC4_b0_50%_PART2 - explicitness_score_test all phoneme speaker_frame","final_TIMIT_filter_dual_NoC4_b0_50%_PART2 - explicitness_score_test all phoneme speaker_frame__MIN","final_TIMIT_filter_dual_NoC4_b0_50%_PART2 - explicitness_score_test all phoneme speaker_frame__MAX"
"12","0.5038474307502717","0.5038474307502717","0.5038474307502717","0.4753051223446542","0.4753051223446542","0.4753051223446542","0.666062652941871","0.666062652941871","0.666062652941871","0.6733376948480612","0.6733376948480612","0.6733376948480612","0.46671665651474614","0.46671665651474614","0.46671665651474614","","",""
"21","","","","","","","","","","","","","","","","0.47188107697511994","0.47188107697511994","0.47188107697511994"
