"Step","final_TIMIT_vae1D_FC_mel_b40_bs8 - informativeness_test z phoneme speaker_frame","final_TIMIT_vae1D_FC_mel_b40_bs8 - informativeness_test z phoneme speaker_frame__MIN","final_TIMIT_vae1D_FC_mel_b40_bs8 - informativeness_test z phoneme speaker_frame__MAX","final_TIMIT_vae1D_FC_mel_b20_bs8 - informativeness_test z phoneme speaker_frame","final_TIMIT_vae1D_FC_mel_b20_bs8 - informativeness_test z phoneme speaker_frame__MIN","final_TIMIT_vae1D_FC_mel_b20_bs8 - informativeness_test z phoneme speaker_frame__MAX","final_TIMIT_vae1D_FC_mel_b10_bs8 - informativeness_test z phoneme speaker_frame","final_TIMIT_vae1D_FC_mel_b10_bs8 - informativeness_test z phoneme speaker_frame__MIN","final_TIMIT_vae1D_FC_mel_b10_bs8 - informativeness_test z phoneme speaker_frame__MAX","final_TIMIT_vae1D_FC_mel_b5_bs8 - informativeness_test z phoneme speaker_frame","final_TIMIT_vae1D_FC_mel_b5_bs8 - informativeness_test z phoneme speaker_frame__MIN","final_TIMIT_vae1D_FC_mel_b5_bs8 - informativeness_test z phoneme speaker_frame__MAX","final_TIMIT_vae1D_FC_mel_b1_bs8_z64 - informativeness_test z phoneme speaker_frame","final_TIMIT_vae1D_FC_mel_b1_bs8_z64 - informativeness_test z phoneme speaker_frame__MIN","final_TIMIT_vae1D_FC_mel_b1_bs8_z64 - informativeness_test z phoneme speaker_frame__MAX","final_TIMIT_vae1D_FC_mel_b01_bs8 - informativeness_test z phoneme speaker_frame","final_TIMIT_vae1D_FC_mel_b01_bs8 - informativeness_test z phoneme speaker_frame__MIN","final_TIMIT_vae1D_FC_mel_b01_bs8 - informativeness_test z phoneme speaker_frame__MAX","final_TIMIT_vae1D_FC_mel_b0_bs8 - informativeness_test z phoneme speaker_frame","final_TIMIT_vae1D_FC_mel_b0_bs8 - informativeness_test z phoneme speaker_frame__MIN","final_TIMIT_vae1D_FC_mel_b0_bs8 - informativeness_test z phoneme speaker_frame__MAX"
"7","0.1471813227308033","0.1471813227308033","0.1471813227308033","0.1713579694934467","0.1713579694934467","0.1713579694934467","0.17636269745089878","0.17636269745089878","0.17636269745089878","0.1819192119012767","0.1819192119012767","0.1819192119012767","0.18826060702958528","0.18826060702958528","0.18826060702958528","0.18384646788927989","0.18384646788927989","0.18384646788927989","0.19079411083078285","0.19079411083078285","0.19079411083078285"
