"Step","final_TIMIT_vae1D_FC_mel_b40_bs8 - completeness z phoneme speaker_frame","final_TIMIT_vae1D_FC_mel_b40_bs8 - completeness z phoneme speaker_frame__MIN","final_TIMIT_vae1D_FC_mel_b40_bs8 - completeness z phoneme speaker_frame__MAX","final_TIMIT_vae1D_FC_mel_b20_bs8 - completeness z phoneme speaker_frame","final_TIMIT_vae1D_FC_mel_b20_bs8 - completeness z phoneme speaker_frame__MIN","final_TIMIT_vae1D_FC_mel_b20_bs8 - completeness z phoneme speaker_frame__MAX","final_TIMIT_vae1D_FC_mel_b10_bs8 - completeness z phoneme speaker_frame","final_TIMIT_vae1D_FC_mel_b10_bs8 - completeness z phoneme speaker_frame__MIN","final_TIMIT_vae1D_FC_mel_b10_bs8 - completeness z phoneme speaker_frame__MAX","final_TIMIT_vae1D_FC_mel_b5_bs8 - completeness z phoneme speaker_frame","final_TIMIT_vae1D_FC_mel_b5_bs8 - completeness z phoneme speaker_frame__MIN","final_TIMIT_vae1D_FC_mel_b5_bs8 - completeness z phoneme speaker_frame__MAX","final_TIMIT_vae1D_FC_mel_b1_bs8_z64 - completeness z phoneme speaker_frame","final_TIMIT_vae1D_FC_mel_b1_bs8_z64 - completeness z phoneme speaker_frame__MIN","final_TIMIT_vae1D_FC_mel_b1_bs8_z64 - completeness z phoneme speaker_frame__MAX","final_TIMIT_vae1D_FC_mel_b01_bs8 - completeness z phoneme speaker_frame","final_TIMIT_vae1D_FC_mel_b01_bs8 - completeness z phoneme speaker_frame__MIN","final_TIMIT_vae1D_FC_mel_b01_bs8 - completeness z phoneme speaker_frame__MAX","final_TIMIT_vae1D_FC_mel_b0_bs8 - completeness z phoneme speaker_frame","final_TIMIT_vae1D_FC_mel_b0_bs8 - completeness z phoneme speaker_frame__MIN","final_TIMIT_vae1D_FC_mel_b0_bs8 - completeness z phoneme speaker_frame__MAX"
"13","0.056762416905332846","0.056762416905332846","0.056762416905332846","0.07100289704358057","0.07100289704358057","0.07100289704358057","0.07035796252543243","0.07035796252543243","0.07035796252543243","0.07634661101037671","0.07634661101037671","0.07634661101037671","0.11677003772016943","0.11677003772016943","0.11677003772016943","0.16403318807671075","0.16403318807671075","0.16403318807671075","0.06291333385576585","0.06291333385576585","0.06291333385576585"
