"Step","final_TIMIT_vae1D_FC_mel_b40_bs8 - IRS z phoneme speaker_frame","final_TIMIT_vae1D_FC_mel_b40_bs8 - IRS z phoneme speaker_frame__MIN","final_TIMIT_vae1D_FC_mel_b40_bs8 - IRS z phoneme speaker_frame__MAX","final_TIMIT_vae1D_FC_mel_b20_bs8 - IRS z phoneme speaker_frame","final_TIMIT_vae1D_FC_mel_b20_bs8 - IRS z phoneme speaker_frame__MIN","final_TIMIT_vae1D_FC_mel_b20_bs8 - IRS z phoneme speaker_frame__MAX","final_TIMIT_vae1D_FC_mel_b10_bs8 - IRS z phoneme speaker_frame","final_TIMIT_vae1D_FC_mel_b10_bs8 - IRS z phoneme speaker_frame__MIN","final_TIMIT_vae1D_FC_mel_b10_bs8 - IRS z phoneme speaker_frame__MAX","final_TIMIT_vae1D_FC_mel_b5_bs8 - IRS z phoneme speaker_frame","final_TIMIT_vae1D_FC_mel_b5_bs8 - IRS z phoneme speaker_frame__MIN","final_TIMIT_vae1D_FC_mel_b5_bs8 - IRS z phoneme speaker_frame__MAX","final_TIMIT_vae1D_FC_mel_b1_bs8_z64 - IRS z phoneme speaker_frame","final_TIMIT_vae1D_FC_mel_b1_bs8_z64 - IRS z phoneme speaker_frame__MIN","final_TIMIT_vae1D_FC_mel_b1_bs8_z64 - IRS z phoneme speaker_frame__MAX","final_TIMIT_vae1D_FC_mel_b01_bs8 - IRS z phoneme speaker_frame","final_TIMIT_vae1D_FC_mel_b01_bs8 - IRS z phoneme speaker_frame__MIN","final_TIMIT_vae1D_FC_mel_b01_bs8 - IRS z phoneme speaker_frame__MAX","final_TIMIT_vae1D_FC_mel_b0_bs8 - IRS z phoneme speaker_frame","final_TIMIT_vae1D_FC_mel_b0_bs8 - IRS z phoneme speaker_frame__MIN","final_TIMIT_vae1D_FC_mel_b0_bs8 - IRS z phoneme speaker_frame__MAX"
"17","0.7558920638419546","0.7558920638419546","0.7558920638419546","0.5419202349187833","0.5419202349187833","0.5419202349187833","0.6062330017560719","0.6062330017560719","0.6062330017560719","0.6612362632484227","0.6612362632484227","0.6612362632484227","0.6830835162032932","0.6830835162032932","0.6830835162032932","0.6688621908501696","0.6688621908501696","0.6688621908501696","0.543900119611146","0.543900119611146","0.543900119611146"
