"Step","final_TIMIT_vae1D_FC_mel_b40_bs8 - disentanglement z phoneme speaker_frame","final_TIMIT_vae1D_FC_mel_b40_bs8 - disentanglement z phoneme speaker_frame__MIN","final_TIMIT_vae1D_FC_mel_b40_bs8 - disentanglement z phoneme speaker_frame__MAX","final_TIMIT_vae1D_FC_mel_b20_bs8 - disentanglement z phoneme speaker_frame","final_TIMIT_vae1D_FC_mel_b20_bs8 - disentanglement z phoneme speaker_frame__MIN","final_TIMIT_vae1D_FC_mel_b20_bs8 - disentanglement z phoneme speaker_frame__MAX","final_TIMIT_vae1D_FC_mel_b10_bs8 - disentanglement z phoneme speaker_frame","final_TIMIT_vae1D_FC_mel_b10_bs8 - disentanglement z phoneme speaker_frame__MIN","final_TIMIT_vae1D_FC_mel_b10_bs8 - disentanglement z phoneme speaker_frame__MAX","final_TIMIT_vae1D_FC_mel_b5_bs8 - disentanglement z phoneme speaker_frame","final_TIMIT_vae1D_FC_mel_b5_bs8 - disentanglement z phoneme speaker_frame__MIN","final_TIMIT_vae1D_FC_mel_b5_bs8 - disentanglement z phoneme speaker_frame__MAX","final_TIMIT_vae1D_FC_mel_b1_bs8_z64 - disentanglement z phoneme speaker_frame","final_TIMIT_vae1D_FC_mel_b1_bs8_z64 - disentanglement z phoneme speaker_frame__MIN","final_TIMIT_vae1D_FC_mel_b1_bs8_z64 - disentanglement z phoneme speaker_frame__MAX","final_TIMIT_vae1D_FC_mel_b01_bs8 - disentanglement z phoneme speaker_frame","final_TIMIT_vae1D_FC_mel_b01_bs8 - disentanglement z phoneme speaker_frame__MIN","final_TIMIT_vae1D_FC_mel_b01_bs8 - disentanglement z phoneme speaker_frame__MAX","final_TIMIT_vae1D_FC_mel_b0_bs8 - disentanglement z phoneme speaker_frame","final_TIMIT_vae1D_FC_mel_b0_bs8 - disentanglement z phoneme speaker_frame__MIN","final_TIMIT_vae1D_FC_mel_b0_bs8 - disentanglement z phoneme speaker_frame__MAX"
"10","0.13042795714141775","0.13042795714141775","0.13042795714141775","0.1632819569724627","0.1632819569724627","0.1632819569724627","0.15689796510016815","0.15689796510016815","0.15689796510016815","0.1634819355689765","0.1634819355689765","0.1634819355689765","0.1909605984219525","0.1909605984219525","0.1909605984219525","0.20172209210886968","0.20172209210886968","0.20172209210886968","0.1531009914347965","0.1531009914347965","0.1531009914347965"
