"Step","final_TIMIT_ewt_dual_NoC4_b01_50% - mutual_info_score all phoneme speaker_frame","final_TIMIT_ewt_dual_NoC4_b01_50% - mutual_info_score all phoneme speaker_frame__MIN","final_TIMIT_ewt_dual_NoC4_b01_50% - mutual_info_score all phoneme speaker_frame__MAX","final_TIMIT_ewt_dual_NoC4_b0_50% - mutual_info_score all phoneme speaker_frame","final_TIMIT_ewt_dual_NoC4_b0_50% - mutual_info_score all phoneme speaker_frame__MIN","final_TIMIT_ewt_dual_NoC4_b0_50% - mutual_info_score all phoneme speaker_frame__MAX","final_TIMIT_filter_dual_NoC4_b1_50%_classif - mutual_info_score all phoneme speaker_frame","final_TIMIT_filter_dual_NoC4_b1_50%_classif - mutual_info_score all phoneme speaker_frame__MIN","final_TIMIT_filter_dual_NoC4_b1_50%_classif - mutual_info_score all phoneme speaker_frame__MAX","final_TIMIT_ewt_dual_NoC4_b1_50% - mutual_info_score all phoneme speaker_frame","final_TIMIT_ewt_dual_NoC4_b1_50% - mutual_info_score all phoneme speaker_frame__MIN","final_TIMIT_ewt_dual_NoC4_b1_50% - mutual_info_score all phoneme speaker_frame__MAX","final_TIMIT_filter_dual_NoC4_b01_50% - mutual_info_score all phoneme speaker_frame","final_TIMIT_filter_dual_NoC4_b01_50% - mutual_info_score all phoneme speaker_frame__MIN","final_TIMIT_filter_dual_NoC4_b01_50% - mutual_info_score all phoneme speaker_frame__MAX","final_TIMIT_filter_dual_NoC4_b0_50%_PART2 - mutual_info_score all phoneme speaker_frame","final_TIMIT_filter_dual_NoC4_b0_50%_PART2 - mutual_info_score all phoneme speaker_frame__MIN","final_TIMIT_filter_dual_NoC4_b0_50%_PART2 - mutual_info_score all phoneme speaker_frame__MAX"
"15","0.05124204787136918","0.05124204787136918","0.05124204787136918","0.03349978273476378","0.03349978273476378","0.03349978273476378","0.0607164371968669","0.0607164371968669","0.0607164371968669","0.06544911665935715","0.06544911665935715","0.06544911665935715","0.051969172991362604","0.051969172991362604","0.051969172991362604","","",""
"29","","","","","","","","","","","","","","","","0.035628258530658125","0.035628258530658125","0.035628258530658125"
