"Step","final_TIMIT_vae1D_FC_mel_b40_bs8 - gaussian_total_correlation_norm z phoneme speaker_frame","final_TIMIT_vae1D_FC_mel_b40_bs8 - gaussian_total_correlation_norm z phoneme speaker_frame__MIN","final_TIMIT_vae1D_FC_mel_b40_bs8 - gaussian_total_correlation_norm z phoneme speaker_frame__MAX","final_TIMIT_vae1D_FC_mel_b20_bs8 - gaussian_total_correlation_norm z phoneme speaker_frame","final_TIMIT_vae1D_FC_mel_b20_bs8 - gaussian_total_correlation_norm z phoneme speaker_frame__MIN","final_TIMIT_vae1D_FC_mel_b20_bs8 - gaussian_total_correlation_norm z phoneme speaker_frame__MAX","final_TIMIT_vae1D_FC_mel_b10_bs8 - gaussian_total_correlation_norm z phoneme speaker_frame","final_TIMIT_vae1D_FC_mel_b10_bs8 - gaussian_total_correlation_norm z phoneme speaker_frame__MIN","final_TIMIT_vae1D_FC_mel_b10_bs8 - gaussian_total_correlation_norm z phoneme speaker_frame__MAX","final_TIMIT_vae1D_FC_mel_b5_bs8 - gaussian_total_correlation_norm z phoneme speaker_frame","final_TIMIT_vae1D_FC_mel_b5_bs8 - gaussian_total_correlation_norm z phoneme speaker_frame__MIN","final_TIMIT_vae1D_FC_mel_b5_bs8 - gaussian_total_correlation_norm z phoneme speaker_frame__MAX","final_TIMIT_vae1D_FC_mel_b1_bs8_z64 - gaussian_total_correlation_norm z phoneme speaker_frame","final_TIMIT_vae1D_FC_mel_b1_bs8_z64 - gaussian_total_correlation_norm z phoneme speaker_frame__MIN","final_TIMIT_vae1D_FC_mel_b1_bs8_z64 - gaussian_total_correlation_norm z phoneme speaker_frame__MAX","final_TIMIT_vae1D_FC_mel_b01_bs8 - gaussian_total_correlation_norm z phoneme speaker_frame","final_TIMIT_vae1D_FC_mel_b01_bs8 - gaussian_total_correlation_norm z phoneme speaker_frame__MIN","final_TIMIT_vae1D_FC_mel_b01_bs8 - gaussian_total_correlation_norm z phoneme speaker_frame__MAX","final_TIMIT_vae1D_FC_mel_b0_bs8 - gaussian_total_correlation_norm z phoneme speaker_frame","final_TIMIT_vae1D_FC_mel_b0_bs8 - gaussian_total_correlation_norm z phoneme speaker_frame__MIN","final_TIMIT_vae1D_FC_mel_b0_bs8 - gaussian_total_correlation_norm z phoneme speaker_frame__MAX"
"30","0.41747520947844463","0.41747520947844463","0.41747520947844463","0.2917453204297964","0.2917453204297964","0.2917453204297964","0.25049587250385025","0.25049587250385025","0.25049587250385025","0.16752061951009897","0.16752061951009897","0.16752061951009897","0.08447460604849512","0.08447460604849512","0.08447460604849512","0.0740064600486471","0.0740064600486471","0.0740064600486471","2.3779278579089023","2.3779278579089023","2.3779278579089023"
