"Step","final_TIMIT_vae1D_FC_mel_b40_bs8 - explicitness_score_test z phoneme speaker_frame","final_TIMIT_vae1D_FC_mel_b40_bs8 - explicitness_score_test z phoneme speaker_frame__MIN","final_TIMIT_vae1D_FC_mel_b40_bs8 - explicitness_score_test z phoneme speaker_frame__MAX","final_TIMIT_vae1D_FC_mel_b20_bs8 - explicitness_score_test z phoneme speaker_frame","final_TIMIT_vae1D_FC_mel_b20_bs8 - explicitness_score_test z phoneme speaker_frame__MIN","final_TIMIT_vae1D_FC_mel_b20_bs8 - explicitness_score_test z phoneme speaker_frame__MAX","final_TIMIT_vae1D_FC_mel_b10_bs8 - explicitness_score_test z phoneme speaker_frame","final_TIMIT_vae1D_FC_mel_b10_bs8 - explicitness_score_test z phoneme speaker_frame__MIN","final_TIMIT_vae1D_FC_mel_b10_bs8 - explicitness_score_test z phoneme speaker_frame__MAX","final_TIMIT_vae1D_FC_mel_b5_bs8 - explicitness_score_test z phoneme speaker_frame","final_TIMIT_vae1D_FC_mel_b5_bs8 - explicitness_score_test z phoneme speaker_frame__MIN","final_TIMIT_vae1D_FC_mel_b5_bs8 - explicitness_score_test z phoneme speaker_frame__MAX","final_TIMIT_vae1D_FC_mel_b1_bs8_z64 - explicitness_score_test z phoneme speaker_frame","final_TIMIT_vae1D_FC_mel_b1_bs8_z64 - explicitness_score_test z phoneme speaker_frame__MIN","final_TIMIT_vae1D_FC_mel_b1_bs8_z64 - explicitness_score_test z phoneme speaker_frame__MAX","final_TIMIT_vae1D_FC_mel_b01_bs8 - explicitness_score_test z phoneme speaker_frame","final_TIMIT_vae1D_FC_mel_b01_bs8 - explicitness_score_test z phoneme speaker_frame__MIN","final_TIMIT_vae1D_FC_mel_b01_bs8 - explicitness_score_test z phoneme speaker_frame__MAX","final_TIMIT_vae1D_FC_mel_b0_bs8 - explicitness_score_test z phoneme speaker_frame","final_TIMIT_vae1D_FC_mel_b0_bs8 - explicitness_score_test z phoneme speaker_frame__MIN","final_TIMIT_vae1D_FC_mel_b0_bs8 - explicitness_score_test z phoneme speaker_frame__MAX"
"23","0.20782553144435142","0.20782553144435142","0.20782553144435142","0.4708111008118512","0.4708111008118512","0.4708111008118512","0.4898605067157141","0.4898605067157141","0.4898605067157141","0.49542789332608606","0.49542789332608606","0.49542789332608606","0.4918031761688749","0.4918031761688749","0.4918031761688749","0.4859872205440235","0.4859872205440235","0.4859872205440235","0.5794270410615641","0.5794270410615641","0.5794270410615641"
