"Step","final_TIMIT_vae1D_FC_mel_b40_bs8 - modularity_score z phoneme speaker_frame","final_TIMIT_vae1D_FC_mel_b40_bs8 - modularity_score z phoneme speaker_frame__MIN","final_TIMIT_vae1D_FC_mel_b40_bs8 - modularity_score z phoneme speaker_frame__MAX","final_TIMIT_vae1D_FC_mel_b20_bs8 - modularity_score z phoneme speaker_frame","final_TIMIT_vae1D_FC_mel_b20_bs8 - modularity_score z phoneme speaker_frame__MIN","final_TIMIT_vae1D_FC_mel_b20_bs8 - modularity_score z phoneme speaker_frame__MAX","final_TIMIT_vae1D_FC_mel_b10_bs8 - modularity_score z phoneme speaker_frame","final_TIMIT_vae1D_FC_mel_b10_bs8 - modularity_score z phoneme speaker_frame__MIN","final_TIMIT_vae1D_FC_mel_b10_bs8 - modularity_score z phoneme speaker_frame__MAX","final_TIMIT_vae1D_FC_mel_b5_bs8 - modularity_score z phoneme speaker_frame","final_TIMIT_vae1D_FC_mel_b5_bs8 - modularity_score z phoneme speaker_frame__MIN","final_TIMIT_vae1D_FC_mel_b5_bs8 - modularity_score z phoneme speaker_frame__MAX","final_TIMIT_vae1D_FC_mel_b1_bs8_z64 - modularity_score z phoneme speaker_frame","final_TIMIT_vae1D_FC_mel_b1_bs8_z64 - modularity_score z phoneme speaker_frame__MIN","final_TIMIT_vae1D_FC_mel_b1_bs8_z64 - modularity_score z phoneme speaker_frame__MAX","final_TIMIT_vae1D_FC_mel_b01_bs8 - modularity_score z phoneme speaker_frame","final_TIMIT_vae1D_FC_mel_b01_bs8 - modularity_score z phoneme speaker_frame__MIN","final_TIMIT_vae1D_FC_mel_b01_bs8 - modularity_score z phoneme speaker_frame__MAX","final_TIMIT_vae1D_FC_mel_b0_bs8 - modularity_score z phoneme speaker_frame","final_TIMIT_vae1D_FC_mel_b0_bs8 - modularity_score z phoneme speaker_frame__MIN","final_TIMIT_vae1D_FC_mel_b0_bs8 - modularity_score z phoneme speaker_frame__MAX"
"18","0.9970386343972574","0.9970386343972574","0.9970386343972574","0.993711169072822","0.993711169072822","0.993711169072822","0.9915515738904004","0.9915515738904004","0.9915515738904004","0.9901251134812951","0.9901251134812951","0.9901251134812951","0.9801376028851045","0.9801376028851045","0.9801376028851045","0.933088279718389","0.933088279718389","0.933088279718389","0.9574194389910495","0.9574194389910495","0.9574194389910495"
