"Step","final_TIMIT_ewt_dual_NoC4_b01_50% - IRS all phoneme speaker_frame","final_TIMIT_ewt_dual_NoC4_b01_50% - IRS all phoneme speaker_frame__MIN","final_TIMIT_ewt_dual_NoC4_b01_50% - IRS all phoneme speaker_frame__MAX","final_TIMIT_ewt_dual_NoC4_b0_50% - IRS all phoneme speaker_frame","final_TIMIT_ewt_dual_NoC4_b0_50% - IRS all phoneme speaker_frame__MIN","final_TIMIT_ewt_dual_NoC4_b0_50% - IRS all phoneme speaker_frame__MAX","final_TIMIT_filter_dual_NoC4_b1_50%_classif - IRS all phoneme speaker_frame","final_TIMIT_filter_dual_NoC4_b1_50%_classif - IRS all phoneme speaker_frame__MIN","final_TIMIT_filter_dual_NoC4_b1_50%_classif - IRS all phoneme speaker_frame__MAX","final_TIMIT_ewt_dual_NoC4_b1_50% - IRS all phoneme speaker_frame","final_TIMIT_ewt_dual_NoC4_b1_50% - IRS all phoneme speaker_frame__MIN","final_TIMIT_ewt_dual_NoC4_b1_50% - IRS all phoneme speaker_frame__MAX","final_TIMIT_filter_dual_NoC4_b01_50% - IRS all phoneme speaker_frame","final_TIMIT_filter_dual_NoC4_b01_50% - IRS all phoneme speaker_frame__MIN","final_TIMIT_filter_dual_NoC4_b01_50% - IRS all phoneme speaker_frame__MAX","final_TIMIT_filter_dual_NoC4_b0_50%_PART2 - IRS all phoneme speaker_frame","final_TIMIT_filter_dual_NoC4_b0_50%_PART2 - IRS all phoneme speaker_frame__MIN","final_TIMIT_filter_dual_NoC4_b0_50%_PART2 - IRS all phoneme speaker_frame__MAX"
"9","0.8749863004299836","0.8749863004299836","0.8749863004299836","0.6754659313878204","0.6754659313878204","0.6754659313878204","0.7717279886696685","0.7717279886696685","0.7717279886696685","0.703665876004422","0.703665876004422","0.703665876004422","0.8720946974312308","0.8720946974312308","0.8720946974312308","","",""
"15","","","","","","","","","","","","","","","","0.6250569014446874","0.6250569014446874","0.6250569014446874"
