"Step","final_TIMIT_vae1D_FC_mel_b40_bs8 - mutual_info_score z phoneme speaker_frame","final_TIMIT_vae1D_FC_mel_b40_bs8 - mutual_info_score z phoneme speaker_frame__MIN","final_TIMIT_vae1D_FC_mel_b40_bs8 - mutual_info_score z phoneme speaker_frame__MAX","final_TIMIT_vae1D_FC_mel_b20_bs8 - mutual_info_score z phoneme speaker_frame","final_TIMIT_vae1D_FC_mel_b20_bs8 - mutual_info_score z phoneme speaker_frame__MIN","final_TIMIT_vae1D_FC_mel_b20_bs8 - mutual_info_score z phoneme speaker_frame__MAX","final_TIMIT_vae1D_FC_mel_b10_bs8 - mutual_info_score z phoneme speaker_frame","final_TIMIT_vae1D_FC_mel_b10_bs8 - mutual_info_score z phoneme speaker_frame__MIN","final_TIMIT_vae1D_FC_mel_b10_bs8 - mutual_info_score z phoneme speaker_frame__MAX","final_TIMIT_vae1D_FC_mel_b5_bs8 - mutual_info_score z phoneme speaker_frame","final_TIMIT_vae1D_FC_mel_b5_bs8 - mutual_info_score z phoneme speaker_frame__MIN","final_TIMIT_vae1D_FC_mel_b5_bs8 - mutual_info_score z phoneme speaker_frame__MAX","final_TIMIT_vae1D_FC_mel_b1_bs8_z64 - mutual_info_score z phoneme speaker_frame","final_TIMIT_vae1D_FC_mel_b1_bs8_z64 - mutual_info_score z phoneme speaker_frame__MIN","final_TIMIT_vae1D_FC_mel_b1_bs8_z64 - mutual_info_score z phoneme speaker_frame__MAX","final_TIMIT_vae1D_FC_mel_b01_bs8 - mutual_info_score z phoneme speaker_frame","final_TIMIT_vae1D_FC_mel_b01_bs8 - mutual_info_score z phoneme speaker_frame__MIN","final_TIMIT_vae1D_FC_mel_b01_bs8 - mutual_info_score z phoneme speaker_frame__MAX","final_TIMIT_vae1D_FC_mel_b0_bs8 - mutual_info_score z phoneme speaker_frame","final_TIMIT_vae1D_FC_mel_b0_bs8 - mutual_info_score z phoneme speaker_frame__MIN","final_TIMIT_vae1D_FC_mel_b0_bs8 - mutual_info_score z phoneme speaker_frame__MAX"
"31","0.7342904397161963","0.7342904397161963","0.7342904397161963","0.2978278561203057","0.2978278561203057","0.2978278561203057","0.2282385854171099","0.2282385854171099","0.2282385854171099","0.13719517049081908","0.13719517049081908","0.13719517049081908","0.041274272233207815","0.041274272233207815","0.041274272233207815","0.0219169705659524","0.0219169705659524","0.0219169705659524","0.09387798071729185","0.09387798071729185","0.09387798071729185"
