"Step","final_TIMIT_ewt_dual_NoC4_b01_50% - completeness all phoneme speaker_frame","final_TIMIT_ewt_dual_NoC4_b01_50% - completeness all phoneme speaker_frame__MIN","final_TIMIT_ewt_dual_NoC4_b01_50% - completeness all phoneme speaker_frame__MAX","final_TIMIT_ewt_dual_NoC4_b0_50% - completeness all phoneme speaker_frame","final_TIMIT_ewt_dual_NoC4_b0_50% - completeness all phoneme speaker_frame__MIN","final_TIMIT_ewt_dual_NoC4_b0_50% - completeness all phoneme speaker_frame__MAX","final_TIMIT_filter_dual_NoC4_b1_50%_classif - completeness all phoneme speaker_frame","final_TIMIT_filter_dual_NoC4_b1_50%_classif - completeness all phoneme speaker_frame__MIN","final_TIMIT_filter_dual_NoC4_b1_50%_classif - completeness all phoneme speaker_frame__MAX","final_TIMIT_ewt_dual_NoC4_b1_50% - completeness all phoneme speaker_frame","final_TIMIT_ewt_dual_NoC4_b1_50% - completeness all phoneme speaker_frame__MIN","final_TIMIT_ewt_dual_NoC4_b1_50% - completeness all phoneme speaker_frame__MAX","final_TIMIT_filter_dual_NoC4_b01_50% - completeness all phoneme speaker_frame","final_TIMIT_filter_dual_NoC4_b01_50% - completeness all phoneme speaker_frame__MIN","final_TIMIT_filter_dual_NoC4_b01_50% - completeness all phoneme speaker_frame__MAX","final_TIMIT_filter_dual_NoC4_b0_50%_PART2 - completeness all phoneme speaker_frame","final_TIMIT_filter_dual_NoC4_b0_50%_PART2 - completeness all phoneme speaker_frame__MIN","final_TIMIT_filter_dual_NoC4_b0_50%_PART2 - completeness all phoneme speaker_frame__MAX"
"8","0.08714329095048443","0.08714329095048443","0.08714329095048443","0.08577492765781375","0.08577492765781375","0.08577492765781375","0.0650525387290075","0.0650525387290075","0.0650525387290075","0.07238200522922154","0.07238200522922154","0.07238200522922154","0.0666104508108711","0.0666104508108711","0.0666104508108711","","",""
"11","","","","","","","","","","","","","","","","0.07113153299822741","0.07113153299822741","0.07113153299822741"
