"Step","VOWELS_FILTER_b1_Z_bs16 - loss","VOWELS_FILTER_b1_Z_bs16 - loss__MIN","VOWELS_FILTER_b1_Z_bs16 - loss__MAX","VOWELS_FILTER_b1_S_bs16 - loss","VOWELS_FILTER_b1_S_bs16 - loss__MIN","VOWELS_FILTER_b1_S_bs16 - loss__MAX","VOWELS_FILTER_b0.1_Z_bs16 - loss","VOWELS_FILTER_b0.1_Z_bs16 - loss__MIN","VOWELS_FILTER_b0.1_Z_bs16 - loss__MAX","VOWELS_FILTER_b0_Z_bs16 - loss","VOWELS_FILTER_b0_Z_bs16 - loss__MIN","VOWELS_FILTER_b0_Z_bs16 - loss__MAX"
"38","1.0074329376220703","1.0074329376220703","1.0074329376220703","6.122790336608887","6.122790336608887","6.122790336608887","0.7377604246139526","0.7377604246139526","0.7377604246139526","0.6134883165359497","0.6134883165359497","0.6134883165359497"
"40","0.9935105443000793","0.9935105443000793","0.9935105443000793","5.258793830871582","5.258793830871582","5.258793830871582","0.7904188632965088","0.7904188632965088","0.7904188632965088","0.5902407169342041","0.5902407169342041","0.5902407169342041"
"42","1.0545541048049927","1.0545541048049927","1.0545541048049927","4.638519287109375","4.638519287109375","4.638519287109375","0.7422142624855042","0.7422142624855042","0.7422142624855042","0.6047223806381226","0.6047223806381226","0.6047223806381226"
"44","1.0073004961013794","1.0073004961013794","1.0073004961013794","4.456488609313965","4.456488609313965","4.456488609313965","0.6375557780265808","0.6375557780265808","0.6375557780265808","0.5355455875396729","0.5355455875396729","0.5355455875396729"
"46","1.3227289915084839","1.3227289915084839","1.3227289915084839","4.44197416305542","4.44197416305542","4.44197416305542","0.6626460552215576","0.6626460552215576","0.6626460552215576","0.5887387990951538","0.5887387990951538","0.5887387990951538"
"48","0.9966665506362915","0.9966665506362915","0.9966665506362915","3.9240150451660156","3.9240150451660156","3.9240150451660156","0.6965258717536926","0.6965258717536926","0.6965258717536926","0.5983317494392395","0.5983317494392395","0.5983317494392395"
"50","1.0466245412826538","1.0466245412826538","1.0466245412826538","3.9033031463623047","3.9033031463623047","3.9033031463623047","0.620914876461029","0.620914876461029","0.620914876461029","0.5600731372833252","0.5600731372833252","0.5600731372833252"
"52","1.0258253812789917","1.0258253812789917","1.0258253812789917","3.477499485015869","3.477499485015869","3.477499485015869","0.681788980960846","0.681788980960846","0.681788980960846","0.5454732179641724","0.5454732179641724","0.5454732179641724"
"54","1.551329493522644","1.551329493522644","1.551329493522644","3.747178554534912","3.747178554534912","3.747178554534912","0.7826485633850098","0.7826485633850098","0.7826485633850098","0.6221910119056702","0.6221910119056702","0.6221910119056702"
"56","0.9880911707878113","0.9880911707878113","0.9880911707878113","2.806713819503784","2.806713819503784","2.806713819503784","0.6387680172920227","0.6387680172920227","0.6387680172920227","0.571503221988678","0.571503221988678","0.571503221988678"
"58","0.9730661511421204","0.9730661511421204","0.9730661511421204","2.914132833480835","2.914132833480835","2.914132833480835","0.6261633634567261","0.6261633634567261","0.6261633634567261","0.5225875377655029","0.5225875377655029","0.5225875377655029"
"60","0.9789502620697021","0.9789502620697021","0.9789502620697021","3.138277053833008","3.138277053833008","3.138277053833008","0.6186037659645081","0.6186037659645081","0.6186037659645081","0.5603785514831543","0.5603785514831543","0.5603785514831543"
"62","1.966185450553894","1.966185450553894","1.966185450553894","2.8933420181274414","2.8933420181274414","2.8933420181274414","0.6256811618804932","0.6256811618804932","0.6256811618804932","0.5216624140739441","0.5216624140739441","0.5216624140739441"
"64","1.2944823503494263","1.2944823503494263","1.2944823503494263","2.72678542137146","2.72678542137146","2.72678542137146","0.6673036813735962","0.6673036813735962","0.6673036813735962","0.600832462310791","0.600832462310791","0.600832462310791"
"66","0.9821964502334595","0.9821964502334595","0.9821964502334595","3.066274404525757","3.066274404525757","3.066274404525757","0.6328043341636658","0.6328043341636658","0.6328043341636658","0.53339684009552","0.53339684009552","0.53339684009552"
"68","0.950538694858551","0.950538694858551","0.950538694858551","2.3305158615112305","2.3305158615112305","2.3305158615112305","0.5690363645553589","0.5690363645553589","0.5690363645553589","0.5216761231422424","0.5216761231422424","0.5216761231422424"
"70","0.934535026550293","0.934535026550293","0.934535026550293","2.497835159301758","2.497835159301758","2.497835159301758","0.5508239269256592","0.5508239269256592","0.5508239269256592","0.522287905216217","0.522287905216217","0.522287905216217"
"72","0.9535312056541443","0.9535312056541443","0.9535312056541443","2.18864107131958","2.18864107131958","2.18864107131958","0.5971367955207825","0.5971367955207825","0.5971367955207825","0.5244982242584229","0.5244982242584229","0.5244982242584229"
"74","0.9360206127166748","0.9360206127166748","0.9360206127166748","2.109503984451294","2.109503984451294","2.109503984451294","0.6242361068725586","0.6242361068725586","0.6242361068725586","0.5439623594284058","0.5439623594284058","0.5439623594284058"
"76","0.9319860935211182","0.9319860935211182","0.9319860935211182","1.843605875968933","1.843605875968933","1.843605875968933","0.5821846127510071","0.5821846127510071","0.5821846127510071","0.5302894115447998","0.5302894115447998","0.5302894115447998"
"78","0.944141685962677","0.944141685962677","0.944141685962677","2.3923494815826416","2.3923494815826416","2.3923494815826416","0.6383881568908691","0.6383881568908691","0.6383881568908691","0.5358244180679321","0.5358244180679321","0.5358244180679321"
"80","1.0675642490386963","1.0675642490386963","1.0675642490386963","1.9583159685134888","1.9583159685134888","1.9583159685134888","0.6770642995834351","0.6770642995834351","0.6770642995834351","0.5618671178817749","0.5618671178817749","0.5618671178817749"
"82","1.054513931274414","1.054513931274414","1.054513931274414","2.04660701751709","2.04660701751709","2.04660701751709","0.5976184010505676","0.5976184010505676","0.5976184010505676","0.5534766912460327","0.5534766912460327","0.5534766912460327"
"84","0.8613414764404297","0.8613414764404297","0.8613414764404297","1.4542280435562134","1.4542280435562134","1.4542280435562134","0.6338992118835449","0.6338992118835449","0.6338992118835449","0.5767968893051147","0.5767968893051147","0.5767968893051147"
"86","0.8637909889221191","0.8637909889221191","0.8637909889221191","2.0908846855163574","2.0908846855163574","2.0908846855163574","0.6019874811172485","0.6019874811172485","0.6019874811172485","0.5313030481338501","0.5313030481338501","0.5313030481338501"
"88","0.9117965698242188","0.9117965698242188","0.9117965698242188","1.9185242652893066","1.9185242652893066","1.9185242652893066","0.5481998920440674","0.5481998920440674","0.5481998920440674","0.5249809622764587","0.5249809622764587","0.5249809622764587"
"90","0.8689835667610168","0.8689835667610168","0.8689835667610168","1.5836622714996338","1.5836622714996338","1.5836622714996338","0.5635412931442261","0.5635412931442261","0.5635412931442261","0.5275319814682007","0.5275319814682007","0.5275319814682007"
"92","1.2206692695617676","1.2206692695617676","1.2206692695617676","1.7849576473236084","1.7849576473236084","1.7849576473236084","0.7067936062812805","0.7067936062812805","0.7067936062812805","0.5910609364509583","0.5910609364509583","0.5910609364509583"
"94","0.9253953695297241","0.9253953695297241","0.9253953695297241","1.1188082695007324","1.1188082695007324","1.1188082695007324","0.7332848906517029","0.7332848906517029","0.7332848906517029","0.6197935342788696","0.6197935342788696","0.6197935342788696"
"96","0.939572811126709","0.939572811126709","0.939572811126709","0.9526441693305969","0.9526441693305969","0.9526441693305969","0.5812820792198181","0.5812820792198181","0.5812820792198181","0.5194656848907471","0.5194656848907471","0.5194656848907471"
"98","0.9401217699050903","0.9401217699050903","0.9401217699050903","1.3591532707214355","1.3591532707214355","1.3591532707214355","0.5868167877197266","0.5868167877197266","0.5868167877197266","0.5328112840652466","0.5328112840652466","0.5328112840652466"
"100","0.9185100197792053","0.9185100197792053","0.9185100197792053","1.6779814958572388","1.6779814958572388","1.6779814958572388","0.6425510048866272","0.6425510048866272","0.6425510048866272","0.5551263093948364","0.5551263093948364","0.5551263093948364"
"102","0.8338568210601807","0.8338568210601807","0.8338568210601807","1.3418011665344238","1.3418011665344238","1.3418011665344238","0.5798887610435486","0.5798887610435486","0.5798887610435486","0.5388549566268921","0.5388549566268921","0.5388549566268921"
"104","0.8655309677124023","0.8655309677124023","0.8655309677124023","1.3592588901519775","1.3592588901519775","1.3592588901519775","0.6053501963615417","0.6053501963615417","0.6053501963615417","0.564031720161438","0.564031720161438","0.564031720161438"
"106","0.8578134775161743","0.8578134775161743","0.8578134775161743","0.9740983247756958","0.9740983247756958","0.9740983247756958","0.5878138542175293","0.5878138542175293","0.5878138542175293","0.5086486339569092","0.5086486339569092","0.5086486339569092"
"108","0.8719365000724792","0.8719365000724792","0.8719365000724792","1.031346321105957","1.031346321105957","1.031346321105957","0.6325547099113464","0.6325547099113464","0.6325547099113464","0.5128767490386963","0.5128767490386963","0.5128767490386963"
"110","0.9136308431625366","0.9136308431625366","0.9136308431625366","1.0835096836090088","1.0835096836090088","1.0835096836090088","0.654058575630188","0.654058575630188","0.654058575630188","0.5790250897407532","0.5790250897407532","0.5790250897407532"
"112","0.8328686356544495","0.8328686356544495","0.8328686356544495","1.347542405128479","1.347542405128479","1.347542405128479","0.6033217906951904","0.6033217906951904","0.6033217906951904","0.5295131802558899","0.5295131802558899","0.5295131802558899"
"114","0.928040623664856","0.928040623664856","0.928040623664856","1.1764055490493774","1.1764055490493774","1.1764055490493774","0.5863178968429565","0.5863178968429565","0.5863178968429565","0.5152864456176758","0.5152864456176758","0.5152864456176758"
"116","0.81191086769104","0.81191086769104","0.81191086769104","1.320669412612915","1.320669412612915","1.320669412612915","0.686908483505249","0.686908483505249","0.686908483505249","0.5212469100952148","0.5212469100952148","0.5212469100952148"
"118","0.851926863193512","0.851926863193512","0.851926863193512","1.126781940460205","1.126781940460205","1.126781940460205","0.5772090554237366","0.5772090554237366","0.5772090554237366","0.5540923476219177","0.5540923476219177","0.5540923476219177"
"120","0.8085319399833679","0.8085319399833679","0.8085319399833679","1.0245733261108398","1.0245733261108398","1.0245733261108398","0.5825546383857727","0.5825546383857727","0.5825546383857727","0.5334891080856323","0.5334891080856323","0.5334891080856323"
"122","0.833943784236908","0.833943784236908","0.833943784236908","0.973979115486145","0.973979115486145","0.973979115486145","0.6262732744216919","0.6262732744216919","0.6262732744216919","0.5717867016792297","0.5717867016792297","0.5717867016792297"
"124","0.8084053993225098","0.8084053993225098","0.8084053993225098","1.1392889022827148","1.1392889022827148","1.1392889022827148","0.6835100054740906","0.6835100054740906","0.6835100054740906","0.5319697856903076","0.5319697856903076","0.5319697856903076"
"126","0.794500470161438","0.794500470161438","0.794500470161438","1.055006742477417","1.055006742477417","1.055006742477417","0.6283653974533081","0.6283653974533081","0.6283653974533081","0.54261314868927","0.54261314868927","0.54261314868927"
"128","0.7531447410583496","0.7531447410583496","0.7531447410583496","1.108283519744873","1.108283519744873","1.108283519744873","0.5771637558937073","0.5771637558937073","0.5771637558937073","0.5363272428512573","0.5363272428512573","0.5363272428512573"
"130","0.840985894203186","0.840985894203186","0.840985894203186","0.9134652614593506","0.9134652614593506","0.9134652614593506","0.6296818256378174","0.6296818256378174","0.6296818256378174","0.5310989618301392","0.5310989618301392","0.5310989618301392"
"132","0.7787214517593384","0.7787214517593384","0.7787214517593384","0.8922752737998962","0.8922752737998962","0.8922752737998962","0.5769690275192261","0.5769690275192261","0.5769690275192261","0.5288634896278381","0.5288634896278381","0.5288634896278381"
"134","0.7849836349487305","0.7849836349487305","0.7849836349487305","1.0722153186798096","1.0722153186798096","1.0722153186798096","0.6838294863700867","0.6838294863700867","0.6838294863700867","0.6051863431930542","0.6051863431930542","0.6051863431930542"
"136","0.8164572715759277","0.8164572715759277","0.8164572715759277","1.0265960693359375","1.0265960693359375","1.0265960693359375","0.5878084897994995","0.5878084897994995","0.5878084897994995","0.5331493616104126","0.5331493616104126","0.5331493616104126"
"138","0.8156737089157104","0.8156737089157104","0.8156737089157104","1.244351863861084","1.244351863861084","1.244351863861084","0.7747097015380859","0.7747097015380859","0.7747097015380859","0.5438913702964783","0.5438913702964783","0.5438913702964783"
"140","0.7537264823913574","0.7537264823913574","0.7537264823913574","1.164362907409668","1.164362907409668","1.164362907409668","0.5763995051383972","0.5763995051383972","0.5763995051383972","0.505126953125","0.505126953125","0.505126953125"
"142","0.8444398641586304","0.8444398641586304","0.8444398641586304","1.1153907775878906","1.1153907775878906","1.1153907775878906","0.6124699711799622","0.6124699711799622","0.6124699711799622","0.5656399726867676","0.5656399726867676","0.5656399726867676"
"144","0.7741003632545471","0.7741003632545471","0.7741003632545471","1.133144736289978","1.133144736289978","1.133144736289978","0.555586040019989","0.555586040019989","0.555586040019989","0.5375648140907288","0.5375648140907288","0.5375648140907288"
"146","2.400020122528076","2.400020122528076","2.400020122528076","1.0847420692443848","1.0847420692443848","1.0847420692443848","0.6160955429077148","0.6160955429077148","0.6160955429077148","0.5401039123535156","0.5401039123535156","0.5401039123535156"
"148","1.0598225593566895","1.0598225593566895","1.0598225593566895","1.1740117073059082","1.1740117073059082","1.1740117073059082","0.609145998954773","0.609145998954773","0.609145998954773","0.5648775100708008","0.5648775100708008","0.5648775100708008"
"150","0.8864761590957642","0.8864761590957642","0.8864761590957642","0.9327370524406433","0.9327370524406433","0.9327370524406433","0.5605550408363342","0.5605550408363342","0.5605550408363342","0.5496112108230591","0.5496112108230591","0.5496112108230591"
"152","0.8316065073013306","0.8316065073013306","0.8316065073013306","0.8974176049232483","0.8974176049232483","0.8974176049232483","0.618538498878479","0.618538498878479","0.618538498878479","0.5956243276596069","0.5956243276596069","0.5956243276596069"
"154","0.7997165322303772","0.7997165322303772","0.7997165322303772","0.8285863399505615","0.8285863399505615","0.8285863399505615","0.5469347238540649","0.5469347238540649","0.5469347238540649","0.53368079662323","0.53368079662323","0.53368079662323"
"156","0.9788485765457153","0.9788485765457153","0.9788485765457153","0.9061389565467834","0.9061389565467834","0.9061389565467834","0.585167646408081","0.585167646408081","0.585167646408081","0.5334522128105164","0.5334522128105164","0.5334522128105164"
"158","0.8489477038383484","0.8489477038383484","0.8489477038383484","0.9829860925674438","0.9829860925674438","0.9829860925674438","0.5461364388465881","0.5461364388465881","0.5461364388465881","0.505704402923584","0.505704402923584","0.505704402923584"
"160","0.8305290341377258","0.8305290341377258","0.8305290341377258","0.8605403900146484","0.8605403900146484","0.8605403900146484","0.6454914808273315","0.6454914808273315","0.6454914808273315","0.5948264598846436","0.5948264598846436","0.5948264598846436"
"162","0.8208749294281006","0.8208749294281006","0.8208749294281006","0.8902708888053894","0.8902708888053894","0.8902708888053894","0.586128830909729","0.586128830909729","0.586128830909729","0.5447200536727905","0.5447200536727905","0.5447200536727905"
"164","0.8610942363739014","0.8610942363739014","0.8610942363739014","0.8012879490852356","0.8012879490852356","0.8012879490852356","0.5879497528076172","0.5879497528076172","0.5879497528076172","0.5896104574203491","0.5896104574203491","0.5896104574203491"
"166","0.8070892095565796","0.8070892095565796","0.8070892095565796","0.8634610772132874","0.8634610772132874","0.8634610772132874","0.5780274868011475","0.5780274868011475","0.5780274868011475","0.5695750117301941","0.5695750117301941","0.5695750117301941"
"168","0.850597620010376","0.850597620010376","0.850597620010376","0.8080732822418213","0.8080732822418213","0.8080732822418213","0.6225860714912415","0.6225860714912415","0.6225860714912415","0.5367149114608765","0.5367149114608765","0.5367149114608765"
"170","0.8272452354431152","0.8272452354431152","0.8272452354431152","0.8460174202919006","0.8460174202919006","0.8460174202919006","0.5389410853385925","0.5389410853385925","0.5389410853385925","0.5034595131874084","0.5034595131874084","0.5034595131874084"
"172","0.8272980451583862","0.8272980451583862","0.8272980451583862","0.832234263420105","0.832234263420105","0.832234263420105","0.6366195678710938","0.6366195678710938","0.6366195678710938","0.5356066226959229","0.5356066226959229","0.5356066226959229"
"174","0.8088942170143127","0.8088942170143127","0.8088942170143127","0.8336449265480042","0.8336449265480042","0.8336449265480042","0.5738270282745361","0.5738270282745361","0.5738270282745361","0.529373049736023","0.529373049736023","0.529373049736023"
"176","0.8548203110694885","0.8548203110694885","0.8548203110694885","0.8283136487007141","0.8283136487007141","0.8283136487007141","0.5990118980407715","0.5990118980407715","0.5990118980407715","0.5425913333892822","0.5425913333892822","0.5425913333892822"
"178","0.8541774153709412","0.8541774153709412","0.8541774153709412","0.8074750304222107","0.8074750304222107","0.8074750304222107","0.5846032500267029","0.5846032500267029","0.5846032500267029","0.532329797744751","0.532329797744751","0.532329797744751"
"180","0.9313893914222717","0.9313893914222717","0.9313893914222717","0.794184148311615","0.794184148311615","0.794184148311615","0.6554422378540039","0.6554422378540039","0.6554422378540039","0.5451040267944336","0.5451040267944336","0.5451040267944336"
"182","0.8289746046066284","0.8289746046066284","0.8289746046066284","0.783799409866333","0.783799409866333","0.783799409866333","0.6670171618461609","0.6670171618461609","0.6670171618461609","0.5355110764503479","0.5355110764503479","0.5355110764503479"
"184","0.8533904552459717","0.8533904552459717","0.8533904552459717","0.7875024080276489","0.7875024080276489","0.7875024080276489","0.6483899354934692","0.6483899354934692","0.6483899354934692","0.6352523565292358","0.6352523565292358","0.6352523565292358"
"186","0.7817397117614746","0.7817397117614746","0.7817397117614746","0.8410611748695374","0.8410611748695374","0.8410611748695374","0.5809062123298645","0.5809062123298645","0.5809062123298645","0.5384959578514099","0.5384959578514099","0.5384959578514099"
"188","0.7954086065292358","0.7954086065292358","0.7954086065292358","0.8055741786956787","0.8055741786956787","0.8055741786956787","0.6207718849182129","0.6207718849182129","0.6207718849182129","0.5282552242279053","0.5282552242279053","0.5282552242279053"
"190","0.7595473527908325","0.7595473527908325","0.7595473527908325","0.7767344117164612","0.7767344117164612","0.7767344117164612","0.5614474415779114","0.5614474415779114","0.5614474415779114","0.5325257182121277","0.5325257182121277","0.5325257182121277"
"192","0.7543056607246399","0.7543056607246399","0.7543056607246399","0.9078901410102844","0.9078901410102844","0.9078901410102844","0.6008486151695251","0.6008486151695251","0.6008486151695251","0.5216844081878662","0.5216844081878662","0.5216844081878662"
"194","0.8003623485565186","0.8003623485565186","0.8003623485565186","0.8385041952133179","0.8385041952133179","0.8385041952133179","0.550379753112793","0.550379753112793","0.550379753112793","0.5574087500572205","0.5574087500572205","0.5574087500572205"
"196","0.791638970375061","0.791638970375061","0.791638970375061","0.7815016508102417","0.7815016508102417","0.7815016508102417","0.5844182968139648","0.5844182968139648","0.5844182968139648","0.542922854423523","0.542922854423523","0.542922854423523"
"198","0.7712684869766235","0.7712684869766235","0.7712684869766235","0.7795879244804382","0.7795879244804382","0.7795879244804382","0.6376315355300903","0.6376315355300903","0.6376315355300903","0.5483592748641968","0.5483592748641968","0.5483592748641968"
