"Step","vae_1d_fc_b40_mel - best test accuracy vowel z","vae_1d_fc_b40_mel - best test accuracy vowel z__MIN","vae_1d_fc_b40_mel - best test accuracy vowel z__MAX","vae_1d_fc_b20_mel - best test accuracy vowel z","vae_1d_fc_b20_mel - best test accuracy vowel z__MIN","vae_1d_fc_b20_mel - best test accuracy vowel z__MAX","vae_1d_fc_b10_mel - best test accuracy vowel z","vae_1d_fc_b10_mel - best test accuracy vowel z__MIN","vae_1d_fc_b10_mel - best test accuracy vowel z__MAX","vae_1d_fc_b5_mel - best test accuracy vowel z","vae_1d_fc_b5_mel - best test accuracy vowel z__MIN","vae_1d_fc_b5_mel - best test accuracy vowel z__MAX","vae_1d_fc_b1_mel - best test accuracy vowel z","vae_1d_fc_b1_mel - best test accuracy vowel z__MIN","vae_1d_fc_b1_mel - best test accuracy vowel z__MAX","vae_1d_fc_b0.1_mel - best test accuracy vowel z","vae_1d_fc_b0.1_mel - best test accuracy vowel z__MIN","vae_1d_fc_b0.1_mel - best test accuracy vowel z__MAX","vae_1d_fc_b0_mel - best test accuracy vowel z","vae_1d_fc_b0_mel - best test accuracy vowel z__MIN","vae_1d_fc_b0_mel - best test accuracy vowel z__MAX"
"2","0.7434742938749603","0.7434742938749603","0.7434742938749603","0.7922088225960012","0.7922088225960012","0.7922088225960012","0.82094969850841","0.82094969850841","0.82094969850841","0.9299825452237385","0.9299825452237385","0.9299825452237385","0.9348024436686766","0.9348024436686766","0.9348024436686766","0.9625912408759124","0.9625912408759124","0.9625912408759124","0.975741827991114","0.975741827991114","0.975741827991114"
