"Step","vae_1d_fc_b40_mel - completeness z vowel speaker_frame","vae_1d_fc_b40_mel - completeness z vowel speaker_frame__MIN","vae_1d_fc_b40_mel - completeness z vowel speaker_frame__MAX","vae_1d_fc_b20_mel - completeness z vowel speaker_frame","vae_1d_fc_b20_mel - completeness z vowel speaker_frame__MIN","vae_1d_fc_b20_mel - completeness z vowel speaker_frame__MAX","vae_1d_fc_b10_mel - completeness z vowel speaker_frame","vae_1d_fc_b10_mel - completeness z vowel speaker_frame__MIN","vae_1d_fc_b10_mel - completeness z vowel speaker_frame__MAX","vae_1d_fc_b5_mel - completeness z vowel speaker_frame","vae_1d_fc_b5_mel - completeness z vowel speaker_frame__MIN","vae_1d_fc_b5_mel - completeness z vowel speaker_frame__MAX","vae_1d_fc_b1_mel - completeness z vowel speaker_frame","vae_1d_fc_b1_mel - completeness z vowel speaker_frame__MIN","vae_1d_fc_b1_mel - completeness z vowel speaker_frame__MAX","vae_1d_fc_b0.1_mel - completeness z vowel speaker_frame","vae_1d_fc_b0.1_mel - completeness z vowel speaker_frame__MIN","vae_1d_fc_b0.1_mel - completeness z vowel speaker_frame__MAX","vae_1d_fc_b0_mel - completeness z vowel speaker_frame","vae_1d_fc_b0_mel - completeness z vowel speaker_frame__MIN","vae_1d_fc_b0_mel - completeness z vowel speaker_frame__MAX"
"9","0.163385692895078","0.163385692895078","0.163385692895078","0.16491034483123998","0.16491034483123998","0.16491034483123998","0.1391039508425676","0.1391039508425676","0.1391039508425676","0.34928367556852813","0.34928367556852813","0.34928367556852813","0.5811006638824693","0.5811006638824693","0.5811006638824693","0.6234135366187563","0.6234135366187563","0.6234135366187563","0.14533113128042674","0.14533113128042674","0.14533113128042674"
