"Step","vae_1d_fc_b40_mel - explicitness_score_test z vowel speaker_frame","vae_1d_fc_b40_mel - explicitness_score_test z vowel speaker_frame__MIN","vae_1d_fc_b40_mel - explicitness_score_test z vowel speaker_frame__MAX","vae_1d_fc_b20_mel - explicitness_score_test z vowel speaker_frame","vae_1d_fc_b20_mel - explicitness_score_test z vowel speaker_frame__MIN","vae_1d_fc_b20_mel - explicitness_score_test z vowel speaker_frame__MAX","vae_1d_fc_b10_mel - explicitness_score_test z vowel speaker_frame","vae_1d_fc_b10_mel - explicitness_score_test z vowel speaker_frame__MIN","vae_1d_fc_b10_mel - explicitness_score_test z vowel speaker_frame__MAX","vae_1d_fc_b5_mel - explicitness_score_test z vowel speaker_frame","vae_1d_fc_b5_mel - explicitness_score_test z vowel speaker_frame__MIN","vae_1d_fc_b5_mel - explicitness_score_test z vowel speaker_frame__MAX","vae_1d_fc_b1_mel - explicitness_score_test z vowel speaker_frame","vae_1d_fc_b1_mel - explicitness_score_test z vowel speaker_frame__MIN","vae_1d_fc_b1_mel - explicitness_score_test z vowel speaker_frame__MAX","vae_1d_fc_b0.1_mel - explicitness_score_test z vowel speaker_frame","vae_1d_fc_b0.1_mel - explicitness_score_test z vowel speaker_frame__MIN","vae_1d_fc_b0.1_mel - explicitness_score_test z vowel speaker_frame__MAX","vae_1d_fc_b0_mel - explicitness_score_test z vowel speaker_frame","vae_1d_fc_b0_mel - explicitness_score_test z vowel speaker_frame__MIN","vae_1d_fc_b0_mel - explicitness_score_test z vowel speaker_frame__MAX"
"13","0.5480688337341006","0.5480688337341006","0.5480688337341006","0.5950169577841522","0.5950169577841522","0.5950169577841522","0.654253521751142","0.654253521751142","0.654253521751142","0.707143037190693","0.707143037190693","0.707143037190693","0.7667211794162276","0.7667211794162276","0.7667211794162276","0.7641109993306858","0.7641109993306858","0.7641109993306858","0.902196872618013","0.902196872618013","0.902196872618013"
