"Step","vae_1d_fc_b40_mel - informativeness_test z vowel speaker_frame","vae_1d_fc_b40_mel - informativeness_test z vowel speaker_frame__MIN","vae_1d_fc_b40_mel - informativeness_test z vowel speaker_frame__MAX","vae_1d_fc_b20_mel - informativeness_test z vowel speaker_frame","vae_1d_fc_b20_mel - informativeness_test z vowel speaker_frame__MIN","vae_1d_fc_b20_mel - informativeness_test z vowel speaker_frame__MAX","vae_1d_fc_b10_mel - informativeness_test z vowel speaker_frame","vae_1d_fc_b10_mel - informativeness_test z vowel speaker_frame__MIN","vae_1d_fc_b10_mel - informativeness_test z vowel speaker_frame__MAX","vae_1d_fc_b5_mel - informativeness_test z vowel speaker_frame","vae_1d_fc_b5_mel - informativeness_test z vowel speaker_frame__MIN","vae_1d_fc_b5_mel - informativeness_test z vowel speaker_frame__MAX","vae_1d_fc_b1_mel - informativeness_test z vowel speaker_frame","vae_1d_fc_b1_mel - informativeness_test z vowel speaker_frame__MIN","vae_1d_fc_b1_mel - informativeness_test z vowel speaker_frame__MAX","vae_1d_fc_b0.1_mel - informativeness_test z vowel speaker_frame","vae_1d_fc_b0.1_mel - informativeness_test z vowel speaker_frame__MIN","vae_1d_fc_b0.1_mel - informativeness_test z vowel speaker_frame__MAX","vae_1d_fc_b0_mel - informativeness_test z vowel speaker_frame","vae_1d_fc_b0_mel - informativeness_test z vowel speaker_frame__MIN","vae_1d_fc_b0_mel - informativeness_test z vowel speaker_frame__MAX"
"7","0.3306661704503163","0.3306661704503163","0.3306661704503163","0.3902493487160402","0.3902493487160402","0.3902493487160402","0.48533680684778563","0.48533680684778563","0.48533680684778563","0.6171566803126163","0.6171566803126163","0.6171566803126163","0.7777446966877559","0.7777446966877559","0.7777446966877559","0.809415705247488","0.809415705247488","0.809415705247488","0.7938034983252699","0.7938034983252699","0.7938034983252699"
