"Step","vae_1d_fc_b40_mel - disentanglement z vowel speaker_frame","vae_1d_fc_b40_mel - disentanglement z vowel speaker_frame__MIN","vae_1d_fc_b40_mel - disentanglement z vowel speaker_frame__MAX","vae_1d_fc_b20_mel - disentanglement z vowel speaker_frame","vae_1d_fc_b20_mel - disentanglement z vowel speaker_frame__MIN","vae_1d_fc_b20_mel - disentanglement z vowel speaker_frame__MAX","vae_1d_fc_b10_mel - disentanglement z vowel speaker_frame","vae_1d_fc_b10_mel - disentanglement z vowel speaker_frame__MIN","vae_1d_fc_b10_mel - disentanglement z vowel speaker_frame__MAX","vae_1d_fc_b5_mel - disentanglement z vowel speaker_frame","vae_1d_fc_b5_mel - disentanglement z vowel speaker_frame__MIN","vae_1d_fc_b5_mel - disentanglement z vowel speaker_frame__MAX","vae_1d_fc_b1_mel - disentanglement z vowel speaker_frame","vae_1d_fc_b1_mel - disentanglement z vowel speaker_frame__MIN","vae_1d_fc_b1_mel - disentanglement z vowel speaker_frame__MAX","vae_1d_fc_b0.1_mel - disentanglement z vowel speaker_frame","vae_1d_fc_b0.1_mel - disentanglement z vowel speaker_frame__MIN","vae_1d_fc_b0.1_mel - disentanglement z vowel speaker_frame__MAX","vae_1d_fc_b0_mel - disentanglement z vowel speaker_frame","vae_1d_fc_b0_mel - disentanglement z vowel speaker_frame__MIN","vae_1d_fc_b0_mel - disentanglement z vowel speaker_frame__MAX"
"8","0.2862969235984392","0.2862969235984392","0.2862969235984392","0.2833306172180794","0.2833306172180794","0.2833306172180794","0.24866116283319184","0.24866116283319184","0.24866116283319184","0.056298823032567794","0.056298823032567794","0.056298823032567794","0.028459186775086145","0.028459186775086145","0.028459186775086145","0.0596994740739582","0.0596994740739582","0.0596994740739582","0.3255559187829201","0.3255559187829201","0.3255559187829201"
