"Step","vowels_vmd_bz1_bs1_dual_new_metrics(ep) - gaussian_total_correlation_norm all vowel speaker_frame","vowels_vmd_bz1_bs1_dual_new_metrics(ep) - gaussian_total_correlation_norm all vowel speaker_frame__MIN","vowels_vmd_bz1_bs1_dual_new_metrics(ep) - gaussian_total_correlation_norm all vowel speaker_frame__MAX","vowels_vmd_bz0.1_bs0.1_dual_new_metrics(ep) - gaussian_total_correlation_norm all vowel speaker_frame","vowels_vmd_bz0.1_bs0.1_dual_new_metrics(ep) - gaussian_total_correlation_norm all vowel speaker_frame__MIN","vowels_vmd_bz0.1_bs0.1_dual_new_metrics(ep) - gaussian_total_correlation_norm all vowel speaker_frame__MAX","vowels_vmd_bz0_bs0_dual_new_metrics(ep) - gaussian_total_correlation_norm all vowel speaker_frame","vowels_vmd_bz0_bs0_dual_new_metrics(ep) - gaussian_total_correlation_norm all vowel speaker_frame__MIN","vowels_vmd_bz0_bs0_dual_new_metrics(ep) - gaussian_total_correlation_norm all vowel speaker_frame__MAX","vowels_emd_bz1_bs1_dual_new_metrics(ep) - gaussian_total_correlation_norm all vowel speaker_frame","vowels_emd_bz1_bs1_dual_new_metrics(ep) - gaussian_total_correlation_norm all vowel speaker_frame__MIN","vowels_emd_bz1_bs1_dual_new_metrics(ep) - gaussian_total_correlation_norm all vowel speaker_frame__MAX","vowels_emd_bz0.1_bs0.1_dual_new_metrics(ep) - gaussian_total_correlation_norm all vowel speaker_frame","vowels_emd_bz0.1_bs0.1_dual_new_metrics(ep) - gaussian_total_correlation_norm all vowel speaker_frame__MIN","vowels_emd_bz0.1_bs0.1_dual_new_metrics(ep) - gaussian_total_correlation_norm all vowel speaker_frame__MAX","vowels_emd_bz0_bs0_dual_new_metrics(ep) - gaussian_total_correlation_norm all vowel speaker_frame","vowels_emd_bz0_bs0_dual_new_metrics(ep) - gaussian_total_correlation_norm all vowel speaker_frame__MIN","vowels_emd_bz0_bs0_dual_new_metrics(ep) - gaussian_total_correlation_norm all vowel speaker_frame__MAX","vowels_ewt_bz1_bs1_NoC3_dual_new_metrics(ep110) - gaussian_total_correlation_norm all vowel speaker_frame","vowels_ewt_bz1_bs1_NoC3_dual_new_metrics(ep110) - gaussian_total_correlation_norm all vowel speaker_frame__MIN","vowels_ewt_bz1_bs1_NoC3_dual_new_metrics(ep110) - gaussian_total_correlation_norm all vowel speaker_frame__MAX","vowels_ewt_bz0.1_bs0.1_NoC3_dual_new_metrics(ep109) - gaussian_total_correlation_norm all vowel speaker_frame","vowels_ewt_bz0.1_bs0.1_NoC3_dual_new_metrics(ep109) - gaussian_total_correlation_norm all vowel speaker_frame__MIN","vowels_ewt_bz0.1_bs0.1_NoC3_dual_new_metrics(ep109) - gaussian_total_correlation_norm all vowel speaker_frame__MAX","vowels_ewt_bz0_bs0_NoC3_dual_new_metrics(ep112) - gaussian_total_correlation_norm all vowel speaker_frame","vowels_ewt_bz0_bs0_NoC3_dual_new_metrics(ep112) - gaussian_total_correlation_norm all vowel speaker_frame__MIN","vowels_ewt_bz0_bs0_NoC3_dual_new_metrics(ep112) - gaussian_total_correlation_norm all vowel speaker_frame__MAX","vowels_filter_bz0_bs0_NoC3_dual_new_metrics(ep111) - gaussian_total_correlation_norm all vowel speaker_frame","vowels_filter_bz0_bs0_NoC3_dual_new_metrics(ep111) - gaussian_total_correlation_norm all vowel speaker_frame__MIN","vowels_filter_bz0_bs0_NoC3_dual_new_metrics(ep111) - gaussian_total_correlation_norm all vowel speaker_frame__MAX","vowels_filter_bz0.1_bs0.1_NoC3_dual_new_metrics(ep109) - gaussian_total_correlation_norm all vowel speaker_frame","vowels_filter_bz0.1_bs0.1_NoC3_dual_new_metrics(ep109) - gaussian_total_correlation_norm all vowel speaker_frame__MIN","vowels_filter_bz0.1_bs0.1_NoC3_dual_new_metrics(ep109) - gaussian_total_correlation_norm all vowel speaker_frame__MAX","vowels_filter_bz1_bs1_NoC3_dual_new_metrics(ep109) - gaussian_total_correlation_norm all vowel speaker_frame","vowels_filter_bz1_bs1_NoC3_dual_new_metrics(ep109) - gaussian_total_correlation_norm all vowel speaker_frame__MIN","vowels_filter_bz1_bs1_NoC3_dual_new_metrics(ep109) - gaussian_total_correlation_norm all vowel speaker_frame__MAX"
"7","0.12202109358019926","0.12202109358019926","0.12202109358019926","0.14661880364687427","0.14661880364687427","0.14661880364687427","0.7169414276313552","0.7169414276313552","0.7169414276313552","0.11576931191952898","0.11576931191952898","0.11576931191952898","0.1848912058563965","0.1848912058563965","0.1848912058563965","0.6745563295548037","0.6745563295548037","0.6745563295548037","0.1143928429803492","0.1143928429803492","0.1143928429803492","0.14680175820667746","0.14680175820667746","0.14680175820667746","0.5652555630759546","0.5652555630759546","0.5652555630759546","0.4588584230289208","0.4588584230289208","0.4588584230289208","0.17285983383809023","0.17285983383809023","0.17285983383809023","0.10172105592325206","0.10172105592325206","0.10172105592325206"
