"Step","vae_1d_fc_b40_mel - modularity_score z vowel speaker_frame","vae_1d_fc_b40_mel - modularity_score z vowel speaker_frame__MIN","vae_1d_fc_b40_mel - modularity_score z vowel speaker_frame__MAX","vae_1d_fc_b20_mel - modularity_score z vowel speaker_frame","vae_1d_fc_b20_mel - modularity_score z vowel speaker_frame__MIN","vae_1d_fc_b20_mel - modularity_score z vowel speaker_frame__MAX","vae_1d_fc_b10_mel - modularity_score z vowel speaker_frame","vae_1d_fc_b10_mel - modularity_score z vowel speaker_frame__MIN","vae_1d_fc_b10_mel - modularity_score z vowel speaker_frame__MAX","vae_1d_fc_b5_mel - modularity_score z vowel speaker_frame","vae_1d_fc_b5_mel - modularity_score z vowel speaker_frame__MIN","vae_1d_fc_b5_mel - modularity_score z vowel speaker_frame__MAX","vae_1d_fc_b1_mel - modularity_score z vowel speaker_frame","vae_1d_fc_b1_mel - modularity_score z vowel speaker_frame__MIN","vae_1d_fc_b1_mel - modularity_score z vowel speaker_frame__MAX","vae_1d_fc_b0.1_mel - modularity_score z vowel speaker_frame","vae_1d_fc_b0.1_mel - modularity_score z vowel speaker_frame__MIN","vae_1d_fc_b0.1_mel - modularity_score z vowel speaker_frame__MAX","vae_1d_fc_b0_mel - modularity_score z vowel speaker_frame","vae_1d_fc_b0_mel - modularity_score z vowel speaker_frame__MIN","vae_1d_fc_b0_mel - modularity_score z vowel speaker_frame__MAX"
"11","0.9434471839394257","0.9434471839394257","0.9434471839394257","0.907346396152505","0.907346396152505","0.907346396152505","0.9157255829573933","0.9157255829573933","0.9157255829573933","0.5639464108516848","0.5639464108516848","0.5639464108516848","0.39236893578463466","0.39236893578463466","0.39236893578463466","0.5505116969718293","0.5505116969718293","0.5505116969718293","0.7694951100534726","0.7694951100534726","0.7694951100534726"
