"Step","vae_1d_fc_b40_mel - best test accuracy speaker_frame z","vae_1d_fc_b40_mel - best test accuracy speaker_frame z__MIN","vae_1d_fc_b40_mel - best test accuracy speaker_frame z__MAX","vae_1d_fc_b20_mel - best test accuracy speaker_frame z","vae_1d_fc_b20_mel - best test accuracy speaker_frame z__MIN","vae_1d_fc_b20_mel - best test accuracy speaker_frame z__MAX","vae_1d_fc_b10_mel - best test accuracy speaker_frame z","vae_1d_fc_b10_mel - best test accuracy speaker_frame z__MIN","vae_1d_fc_b10_mel - best test accuracy speaker_frame z__MAX","vae_1d_fc_b5_mel - best test accuracy speaker_frame z","vae_1d_fc_b5_mel - best test accuracy speaker_frame z__MIN","vae_1d_fc_b5_mel - best test accuracy speaker_frame z__MAX","vae_1d_fc_b1_mel - best test accuracy speaker_frame z","vae_1d_fc_b1_mel - best test accuracy speaker_frame z__MIN","vae_1d_fc_b1_mel - best test accuracy speaker_frame z__MAX","vae_1d_fc_b0.1_mel - best test accuracy speaker_frame z","vae_1d_fc_b0.1_mel - best test accuracy speaker_frame z__MIN","vae_1d_fc_b0.1_mel - best test accuracy speaker_frame z__MAX","vae_1d_fc_b0_mel - best test accuracy speaker_frame z","vae_1d_fc_b0_mel - best test accuracy speaker_frame z__MIN","vae_1d_fc_b0_mel - best test accuracy speaker_frame z__MAX"
"5","0.40116863299713423","0.40116863299713423","0.40116863299713423","0.42301537087349733","0.42301537087349733","0.42301537087349733","0.44702073020953514","0.44702073020953514","0.44702073020953514","0.5835349287282742","0.5835349287282742","0.5835349287282742","0.7343034724031412","0.7343034724031412","0.7343034724031412","0.7296140533700547","0.7296140533700547","0.7296140533700547","0.7447244035877777","0.7447244035877777","0.7447244035877777"
