"Step","vae_1d_fc_b40_mel - mutual_info_score z vowel speaker_frame","vae_1d_fc_b40_mel - mutual_info_score z vowel speaker_frame__MIN","vae_1d_fc_b40_mel - mutual_info_score z vowel speaker_frame__MAX","vae_1d_fc_b20_mel - mutual_info_score z vowel speaker_frame","vae_1d_fc_b20_mel - mutual_info_score z vowel speaker_frame__MIN","vae_1d_fc_b20_mel - mutual_info_score z vowel speaker_frame__MAX","vae_1d_fc_b10_mel - mutual_info_score z vowel speaker_frame","vae_1d_fc_b10_mel - mutual_info_score z vowel speaker_frame__MIN","vae_1d_fc_b10_mel - mutual_info_score z vowel speaker_frame__MAX","vae_1d_fc_b5_mel - mutual_info_score z vowel speaker_frame","vae_1d_fc_b5_mel - mutual_info_score z vowel speaker_frame__MIN","vae_1d_fc_b5_mel - mutual_info_score z vowel speaker_frame__MAX","vae_1d_fc_b1_mel - mutual_info_score z vowel speaker_frame","vae_1d_fc_b1_mel - mutual_info_score z vowel speaker_frame__MIN","vae_1d_fc_b1_mel - mutual_info_score z vowel speaker_frame__MAX","vae_1d_fc_b0.1_mel - mutual_info_score z vowel speaker_frame","vae_1d_fc_b0.1_mel - mutual_info_score z vowel speaker_frame__MIN","vae_1d_fc_b0.1_mel - mutual_info_score z vowel speaker_frame__MAX","vae_1d_fc_b0_mel - mutual_info_score z vowel speaker_frame","vae_1d_fc_b0_mel - mutual_info_score z vowel speaker_frame__MIN","vae_1d_fc_b0_mel - mutual_info_score z vowel speaker_frame__MAX"
"17","0.43853566998471394","0.43853566998471394","0.43853566998471394","0.28898891228820855","0.28898891228820855","0.28898891228820855","0.2755332052826343","0.2755332052826343","0.2755332052826343","0.022867752699604248","0.022867752699604248","0.022867752699604248","0.01032126653562769","0.01032126653562769","0.01032126653562769","0.007528397499418855","0.007528397499418855","0.007528397499418855","0.044162884626915956","0.044162884626915956","0.044162884626915956"
