"Step","vae_1d_fc_b40_mel - IRS z vowel speaker_frame","vae_1d_fc_b40_mel - IRS z vowel speaker_frame__MIN","vae_1d_fc_b40_mel - IRS z vowel speaker_frame__MAX","vae_1d_fc_b20_mel - IRS z vowel speaker_frame","vae_1d_fc_b20_mel - IRS z vowel speaker_frame__MIN","vae_1d_fc_b20_mel - IRS z vowel speaker_frame__MAX","vae_1d_fc_b10_mel - IRS z vowel speaker_frame","vae_1d_fc_b10_mel - IRS z vowel speaker_frame__MIN","vae_1d_fc_b10_mel - IRS z vowel speaker_frame__MAX","vae_1d_fc_b5_mel - IRS z vowel speaker_frame","vae_1d_fc_b5_mel - IRS z vowel speaker_frame__MIN","vae_1d_fc_b5_mel - IRS z vowel speaker_frame__MAX","vae_1d_fc_b1_mel - IRS z vowel speaker_frame","vae_1d_fc_b1_mel - IRS z vowel speaker_frame__MIN","vae_1d_fc_b1_mel - IRS z vowel speaker_frame__MAX","vae_1d_fc_b0.1_mel - IRS z vowel speaker_frame","vae_1d_fc_b0.1_mel - IRS z vowel speaker_frame__MIN","vae_1d_fc_b0.1_mel - IRS z vowel speaker_frame__MAX","vae_1d_fc_b0_mel - IRS z vowel speaker_frame","vae_1d_fc_b0_mel - IRS z vowel speaker_frame__MIN","vae_1d_fc_b0_mel - IRS z vowel speaker_frame__MAX"
"10","0.8648632526630822","0.8648632526630822","0.8648632526630822","0.8520587044669724","0.8520587044669724","0.8520587044669724","0.8273186268446396","0.8273186268446396","0.8273186268446396","0.5994042354833724","0.5994042354833724","0.5994042354833724","0.5173255517478453","0.5173255517478453","0.5173255517478453","0.5523888168631981","0.5523888168631981","0.5523888168631981","0.5703722338673343","0.5703722338673343","0.5703722338673343"
