"Step","final_TIMIT_filter_dual_NoC4_b0_40% - completeness all speaker_seq","final_TIMIT_filter_dual_NoC4_b0_40% - completeness all speaker_seq__MIN","final_TIMIT_filter_dual_NoC4_b0_40% - completeness all speaker_seq__MAX","final_TIMIT_filter_dual_NoC4_b0_30% - completeness all speaker_seq","final_TIMIT_filter_dual_NoC4_b0_30% - completeness all speaker_seq__MIN","final_TIMIT_filter_dual_NoC4_b0_30% - completeness all speaker_seq__MAX","final_TIMIT_filter_dual_NoC4_b0_10% - completeness all speaker_seq","final_TIMIT_filter_dual_NoC4_b0_10% - completeness all speaker_seq__MIN","final_TIMIT_filter_dual_NoC4_b0_10% - completeness all speaker_seq__MAX","final_TIMIT_filter_dual_NoC4_b0_20% - completeness all speaker_seq","final_TIMIT_filter_dual_NoC4_b0_20% - completeness all speaker_seq__MIN","final_TIMIT_filter_dual_NoC4_b0_20% - completeness all speaker_seq__MAX","final_TIMIT_filter_dual_NoC4_b0_60% - completeness all speaker_seq","final_TIMIT_filter_dual_NoC4_b0_60% - completeness all speaker_seq__MIN","final_TIMIT_filter_dual_NoC4_b0_60% - completeness all speaker_seq__MAX","final_TIMIT_filter_dual_NoC4_b0_80% - completeness all speaker_seq","final_TIMIT_filter_dual_NoC4_b0_80% - completeness all speaker_seq__MIN","final_TIMIT_filter_dual_NoC4_b0_80% - completeness all speaker_seq__MAX","final_TIMIT_filter_dual_NoC4_b0_90%_PART2 - completeness all speaker_seq","final_TIMIT_filter_dual_NoC4_b0_90%_PART2 - completeness all speaker_seq__MIN","final_TIMIT_filter_dual_NoC4_b0_90%_PART2 - completeness all speaker_seq__MAX","final_TIMIT_filter_dual_NoC4_b0_50%_PART2 - completeness all speaker_seq","final_TIMIT_filter_dual_NoC4_b0_50%_PART2 - completeness all speaker_seq__MIN","final_TIMIT_filter_dual_NoC4_b0_50%_PART2 - completeness all speaker_seq__MAX","final_TIMIT_filter_dual_NoC4_b0_70%_PART2 - completeness all speaker_seq","final_TIMIT_filter_dual_NoC4_b0_70%_PART2 - completeness all speaker_seq__MIN","final_TIMIT_filter_dual_NoC4_b0_70%_PART2 - completeness all speaker_seq__MAX"
"19","0.02473979555675776","0.02473979555675776","0.02473979555675776","0.02370714187595966","0.02370714187595966","0.02370714187595966","0.02362506625882106","0.02362506625882106","0.02362506625882106","0.021884557880049928","0.021884557880049928","0.021884557880049928","0.02683562146369558","0.02683562146369558","0.02683562146369558","0.025169575082842188","0.025169575082842188","0.025169575082842188","","","","","","","","",""
"58","","","","","","","","","","","","","","","","","","","0.02599714265101183","0.02599714265101183","0.02599714265101183","0.02507366998708436","0.02507366998708436","0.02507366998708436","0.024115797406938255","0.024115797406938255","0.024115797406938255"
