"Step","final_TIMIT_filter_dual_NoC4_b0_40% - informativeness_test all speaker_seq","final_TIMIT_filter_dual_NoC4_b0_40% - informativeness_test all speaker_seq__MIN","final_TIMIT_filter_dual_NoC4_b0_40% - informativeness_test all speaker_seq__MAX","final_TIMIT_filter_dual_NoC4_b0_30% - informativeness_test all speaker_seq","final_TIMIT_filter_dual_NoC4_b0_30% - informativeness_test all speaker_seq__MIN","final_TIMIT_filter_dual_NoC4_b0_30% - informativeness_test all speaker_seq__MAX","final_TIMIT_filter_dual_NoC4_b0_10% - informativeness_test all speaker_seq","final_TIMIT_filter_dual_NoC4_b0_10% - informativeness_test all speaker_seq__MIN","final_TIMIT_filter_dual_NoC4_b0_10% - informativeness_test all speaker_seq__MAX","final_TIMIT_filter_dual_NoC4_b0_20% - informativeness_test all speaker_seq","final_TIMIT_filter_dual_NoC4_b0_20% - informativeness_test all speaker_seq__MIN","final_TIMIT_filter_dual_NoC4_b0_20% - informativeness_test all speaker_seq__MAX","final_TIMIT_filter_dual_NoC4_b0_60% - informativeness_test all speaker_seq","final_TIMIT_filter_dual_NoC4_b0_60% - informativeness_test all speaker_seq__MIN","final_TIMIT_filter_dual_NoC4_b0_60% - informativeness_test all speaker_seq__MAX","final_TIMIT_filter_dual_NoC4_b0_80% - informativeness_test all speaker_seq","final_TIMIT_filter_dual_NoC4_b0_80% - informativeness_test all speaker_seq__MIN","final_TIMIT_filter_dual_NoC4_b0_80% - informativeness_test all speaker_seq__MAX","final_TIMIT_filter_dual_NoC4_b0_90%_PART2 - informativeness_test all speaker_seq","final_TIMIT_filter_dual_NoC4_b0_90%_PART2 - informativeness_test all speaker_seq__MIN","final_TIMIT_filter_dual_NoC4_b0_90%_PART2 - informativeness_test all speaker_seq__MAX","final_TIMIT_filter_dual_NoC4_b0_50%_PART2 - informativeness_test all speaker_seq","final_TIMIT_filter_dual_NoC4_b0_50%_PART2 - informativeness_test all speaker_seq__MIN","final_TIMIT_filter_dual_NoC4_b0_50%_PART2 - informativeness_test all speaker_seq__MAX","final_TIMIT_filter_dual_NoC4_b0_70%_PART2 - informativeness_test all speaker_seq","final_TIMIT_filter_dual_NoC4_b0_70%_PART2 - informativeness_test all speaker_seq__MIN","final_TIMIT_filter_dual_NoC4_b0_70%_PART2 - informativeness_test all speaker_seq__MAX"
"17","0.03211793191853013","0.03211793191853013","0.03211793191853013","0.025338270901580973","0.025338270901580973","0.025338270901580973","0.02536675687224042","0.02536675687224042","0.02536675687224042","0.02365759863267341","0.02365759863267341","0.02365759863267341","0.01860133884062099","0.01860133884062099","0.01860133884062099","0.018572852869961545","0.018572852869961545","0.018572852869961545","","","","","","","","",""
"52","","","","","","","","","","","","","","","","","","","0.02368608460333286","0.02368608460333286","0.02368608460333286","0.025295541945591797","0.025295541945591797","0.025295541945591797","0.045591796040450085","0.045591796040450085","0.045591796040450085"
