"Step","final_TIMIT_filter_dual_NoC4_b0_40% - mutual_info_score all speaker_seq","final_TIMIT_filter_dual_NoC4_b0_40% - mutual_info_score all speaker_seq__MIN","final_TIMIT_filter_dual_NoC4_b0_40% - mutual_info_score all speaker_seq__MAX","final_TIMIT_filter_dual_NoC4_b0_30% - mutual_info_score all speaker_seq","final_TIMIT_filter_dual_NoC4_b0_30% - mutual_info_score all speaker_seq__MIN","final_TIMIT_filter_dual_NoC4_b0_30% - mutual_info_score all speaker_seq__MAX","final_TIMIT_filter_dual_NoC4_b0_10% - mutual_info_score all speaker_seq","final_TIMIT_filter_dual_NoC4_b0_10% - mutual_info_score all speaker_seq__MIN","final_TIMIT_filter_dual_NoC4_b0_10% - mutual_info_score all speaker_seq__MAX","final_TIMIT_filter_dual_NoC4_b0_20% - mutual_info_score all speaker_seq","final_TIMIT_filter_dual_NoC4_b0_20% - mutual_info_score all speaker_seq__MIN","final_TIMIT_filter_dual_NoC4_b0_20% - mutual_info_score all speaker_seq__MAX","final_TIMIT_filter_dual_NoC4_b0_60% - mutual_info_score all speaker_seq","final_TIMIT_filter_dual_NoC4_b0_60% - mutual_info_score all speaker_seq__MIN","final_TIMIT_filter_dual_NoC4_b0_60% - mutual_info_score all speaker_seq__MAX","final_TIMIT_filter_dual_NoC4_b0_80% - mutual_info_score all speaker_seq","final_TIMIT_filter_dual_NoC4_b0_80% - mutual_info_score all speaker_seq__MIN","final_TIMIT_filter_dual_NoC4_b0_80% - mutual_info_score all speaker_seq__MAX","final_TIMIT_filter_dual_NoC4_b0_90%_PART2 - mutual_info_score all speaker_seq","final_TIMIT_filter_dual_NoC4_b0_90%_PART2 - mutual_info_score all speaker_seq__MIN","final_TIMIT_filter_dual_NoC4_b0_90%_PART2 - mutual_info_score all speaker_seq__MAX","final_TIMIT_filter_dual_NoC4_b0_50%_PART2 - mutual_info_score all speaker_seq","final_TIMIT_filter_dual_NoC4_b0_50%_PART2 - mutual_info_score all speaker_seq__MIN","final_TIMIT_filter_dual_NoC4_b0_50%_PART2 - mutual_info_score all speaker_seq__MAX","final_TIMIT_filter_dual_NoC4_b0_70%_PART2 - mutual_info_score all speaker_seq","final_TIMIT_filter_dual_NoC4_b0_70%_PART2 - mutual_info_score all speaker_seq__MIN","final_TIMIT_filter_dual_NoC4_b0_70%_PART2 - mutual_info_score all speaker_seq__MAX"
"23","0.04175610044666894","0.04175610044666894","0.04175610044666894","0.04084343054045296","0.04084343054045296","0.04084343054045296","0.036103007320305726","0.036103007320305726","0.036103007320305726","0.03742886857107383","0.03742886857107383","0.03742886857107383","0.04186798606818314","0.04186798606818314","0.04186798606818314","0.04222416846442496","0.04222416846442496","0.04222416846442496","","","","","","","","",""
"67","","","","","","","","","","","","","","","","","","","0.04253360940862826","0.04253360940862826","0.04253360940862826","0.042036083043937","0.042036083043937","0.042036083043937","0.040900447228826055","0.040900447228826055","0.040900447228826055"
