"Step","final_TIMIT_filter_dual_NoC5_b1_50% - completeness all speaker_seq","final_TIMIT_filter_dual_NoC5_b1_50% - completeness all speaker_seq__MIN","final_TIMIT_filter_dual_NoC5_b1_50% - completeness all speaker_seq__MAX","final_TIMIT_ewt_dual_NoC3_b1_50% - completeness all speaker_seq","final_TIMIT_ewt_dual_NoC3_b1_50% - completeness all speaker_seq__MIN","final_TIMIT_ewt_dual_NoC3_b1_50% - completeness all speaker_seq__MAX","final_TIMIT_filter_dual_NoC3_b1_50% - completeness all speaker_seq","final_TIMIT_filter_dual_NoC3_b1_50% - completeness all speaker_seq__MIN","final_TIMIT_filter_dual_NoC3_b1_50% - completeness all speaker_seq__MAX","final_TIMIT_filter_dual_NoC4_b1_50%_disent - completeness all speaker_seq","final_TIMIT_filter_dual_NoC4_b1_50%_disent - completeness all speaker_seq__MIN","final_TIMIT_filter_dual_NoC4_b1_50%_disent - completeness all speaker_seq__MAX","final_TIMIT_ewt_dual_NoC5_b1_50%_disent - completeness all speaker_seq","final_TIMIT_ewt_dual_NoC5_b1_50%_disent - completeness all speaker_seq__MIN","final_TIMIT_ewt_dual_NoC5_b1_50%_disent - completeness all speaker_seq__MAX","final_TIMIT_ewt_dual_NoC4_b1_50% - completeness all speaker_seq","final_TIMIT_ewt_dual_NoC4_b1_50% - completeness all speaker_seq__MIN","final_TIMIT_ewt_dual_NoC4_b1_50% - completeness all speaker_seq__MAX"
"14","","","","","","","","","","0.02704530000138925","0.02704530000138925","0.02704530000138925","0.027968989801033906","0.027968989801033906","0.027968989801033906","","",""
"19","0.029756117957189687","0.029756117957189687","0.029756117957189687","0.025654676290144285","0.025654676290144285","0.025654676290144285","0.025853135732134193","0.025853135732134193","0.025853135732134193","","","","","","","0.03424213172391677","0.03424213172391677","0.03424213172391677"
