"Step","VOWELS_FILTER_b40_DUAL_bs16 - div_0_3_s","VOWELS_FILTER_b40_DUAL_bs16 - div_0_3_s__MIN","VOWELS_FILTER_b40_DUAL_bs16 - div_0_3_s__MAX","VOWELS_FILTER_b20_DUAL_bs16 - div_0_3_s","VOWELS_FILTER_b20_DUAL_bs16 - div_0_3_s__MIN","VOWELS_FILTER_b20_DUAL_bs16 - div_0_3_s__MAX","VOWELS_FILTER_b10_DUAL_bs16 - div_0_3_s","VOWELS_FILTER_b10_DUAL_bs16 - div_0_3_s__MIN","VOWELS_FILTER_b10_DUAL_bs16 - div_0_3_s__MAX","VOWELS_FILTER_b0_DUAL_bs16 - div_0_3_s","VOWELS_FILTER_b0_DUAL_bs16 - div_0_3_s__MIN","VOWELS_FILTER_b0_DUAL_bs16 - div_0_3_s__MAX","VOWELS_FILTER_b0.1_DUAL_bs16 - div_0_3_s","VOWELS_FILTER_b0.1_DUAL_bs16 - div_0_3_s__MIN","VOWELS_FILTER_b0.1_DUAL_bs16 - div_0_3_s__MAX","VOWELS_FILTER_b1_DUAL_bs16 - div_0_3_s","VOWELS_FILTER_b1_DUAL_bs16 - div_0_3_s__MIN","VOWELS_FILTER_b1_DUAL_bs16 - div_0_3_s__MAX","VOWELS_FILTER_B5_DEFAULTS_DUAL_bs16 - div_0_3_s","VOWELS_FILTER_B5_DEFAULTS_DUAL_bs16 - div_0_3_s__MIN","VOWELS_FILTER_B5_DEFAULTS_DUAL_bs16 - div_0_3_s__MAX"
"0","0.002948974259197712","0.002948974259197712","0.002948974259197712","0.0029508480802178383","0.0029508480802178383","0.0029508480802178383","0.00295427069067955","0.00295427069067955","0.00295427069067955","0.07230903208255768","0.07230903208255768","0.07230903208255768","0.005816579330712557","0.005816579330712557","0.005816579330712557","0.003452648874372244","0.003452648874372244","0.003452648874372244","0.0029610288329422474","0.0029610288329422474","0.0029610288329422474"
"2","0.0009014519746415317","0.0009014519746415317","0.0009014519746415317","0.0009048637002706528","0.0009048637002706528","0.0009048637002706528","0.0009110783576034009","0.0009110783576034009","0.0009110783576034009","0.2137354016304016","0.2137354016304016","0.2137354016304016","0.0039610243402421474","0.0039610243402421474","0.0039610243402421474","0.0013880155747756362","0.0013880155747756362","0.0013880155747756362","0.000923784333281219","0.000923784333281219","0.000923784333281219"
"4","0.0003628126287367195","0.0003628126287367195","0.0003628126287367195","0.0003658354689832777","0.0003658354689832777","0.0003658354689832777","0.0003721567045431584","0.0003721567045431584","0.0003721567045431584","0.24208660423755646","0.24208660423755646","0.24208660423755646","0.003058444242924452","0.003058444242924452","0.003058444242924452","0.0006562243215739727","0.0006562243215739727","0.0006562243215739727","0.0003847238258458674","0.0003847238258458674","0.0003847238258458674"
"6","0.0002329492272110656","0.0002329492272110656","0.0002329492272110656","0.0002340098435524851","0.0002340098435524851","0.0002340098435524851","0.00024302404199261218","0.00024302404199261218","0.00024302404199261218","0.3554312586784363","0.3554312586784363","0.3554312586784363","0.014612455852329731","0.014612455852329731","0.014612455852329731","0.0005421938840299845","0.0005421938840299845","0.0005421938840299845","0.00025888619711622596","0.00025888619711622596","0.00025888619711622596"
"8","0.00012009600322926417","0.00012009600322926417","0.00012009600322926417","0.0001229379267897457","0.0001229379267897457","0.0001229379267897457","0.00012861193681601435","0.00012861193681601435","0.00012861193681601435","0.25241920351982117","0.25241920351982117","0.25241920351982117","0.037884172052145004","0.037884172052145004","0.037884172052145004","0.0005430151359178126","0.0005430151359178126","0.0005430151359178126","0.0001455668534617871","0.0001455668534617871","0.0001455668534617871"
"10","0.0000824044254841283","0.0000824044254841283","0.0000824044254841283","0.00008521921699866652","0.00008521921699866652","0.00008521921699866652","0.00009232835145667195","0.00009232835145667195","0.00009232835145667195","0.2815394699573517","0.2815394699573517","0.2815394699573517","0.08816744387149811","0.08816744387149811","0.08816744387149811","0.0013218328822404146","0.0013218328822404146","0.0013218328822404146","0.00011544348672032356","0.00011544348672032356","0.00011544348672032356"
"12","0.00004951254231855273","0.00004951254231855273","0.00004951254231855273","0.000052381627028808","0.000052381627028808","0.000052381627028808","0.000059983765822835267","0.000059983765822835267","0.000059983765822835267","0.36505573987960815","0.36505573987960815","0.36505573987960815","0.11183824390172958","0.11183824390172958","0.11183824390172958","0.0033344691619277","0.0033344691619277","0.0033344691619277","0.00008812879968900234","0.00008812879968900234","0.00008812879968900234"
"14","0.000030675986636197194","0.000030675986636197194","0.000030675986636197194","0.000034312080970266834","0.000034312080970266834","0.000034312080970266834","0.00004469282430363819","0.00004469282430363819","0.00004469282430363819","0.37968212366104126","0.37968212366104126","0.37968212366104126","0.15289679169654846","0.15289679169654846","0.15289679169654846","0.008277606219053268","0.008277606219053268","0.008277606219053268","0.00009202759247273207","0.00009202759247273207","0.00009202759247273207"
"16","0.00002025846333708614","0.00002025846333708614","0.00002025846333708614","0.000024705932446522638","0.000024705932446522638","0.000024705932446522638","0.000042399889935040846","0.000042399889935040846","0.000042399889935040846","0.2815278470516205","0.2815278470516205","0.2815278470516205","0.2104983627796173","0.2104983627796173","0.2104983627796173","0.020636986941099167","0.020636986941099167","0.020636986941099167","0.00014786631800234318","0.00014786631800234318","0.00014786631800234318"
"18","0.000014726138033438474","0.000014726138033438474","0.000014726138033438474","0.000019224549760110676","0.000019224549760110676","0.000019224549760110676","0.00004158353112870827","0.00004158353112870827","0.00004158353112870827","0.3738385736942291","0.3738385736942291","0.3738385736942291","0.21566280722618103","0.21566280722618103","0.21566280722618103","0.03485933691263199","0.03485933691263199","0.03485933691263199","0.00019844630151055753","0.00019844630151055753","0.00019844630151055753"
