"Step","VOWELS_FILTER_b40_DUAL_bs16 - div_0_3_z","VOWELS_FILTER_b40_DUAL_bs16 - div_0_3_z__MIN","VOWELS_FILTER_b40_DUAL_bs16 - div_0_3_z__MAX","VOWELS_FILTER_b20_DUAL_bs16 - div_0_3_z","VOWELS_FILTER_b20_DUAL_bs16 - div_0_3_z__MIN","VOWELS_FILTER_b20_DUAL_bs16 - div_0_3_z__MAX","VOWELS_FILTER_b10_DUAL_bs16 - div_0_3_z","VOWELS_FILTER_b10_DUAL_bs16 - div_0_3_z__MIN","VOWELS_FILTER_b10_DUAL_bs16 - div_0_3_z__MAX","VOWELS_FILTER_b0_DUAL_bs16 - div_0_3_z","VOWELS_FILTER_b0_DUAL_bs16 - div_0_3_z__MIN","VOWELS_FILTER_b0_DUAL_bs16 - div_0_3_z__MAX","VOWELS_FILTER_b0.1_DUAL_bs16 - div_0_3_z","VOWELS_FILTER_b0.1_DUAL_bs16 - div_0_3_z__MIN","VOWELS_FILTER_b0.1_DUAL_bs16 - div_0_3_z__MAX","VOWELS_FILTER_b1_DUAL_bs16 - div_0_3_z","VOWELS_FILTER_b1_DUAL_bs16 - div_0_3_z__MIN","VOWELS_FILTER_b1_DUAL_bs16 - div_0_3_z__MAX","VOWELS_FILTER_B5_DEFAULTS_DUAL_bs16 - div_0_3_z","VOWELS_FILTER_B5_DEFAULTS_DUAL_bs16 - div_0_3_z__MIN","VOWELS_FILTER_B5_DEFAULTS_DUAL_bs16 - div_0_3_z__MAX"
"0","0.04370080679655075","0.04370080679655075","0.04370080679655075","0.04370409622788429","0.04370409622788429","0.04370409622788429","0.04371139407157898","0.04371139407157898","0.04371139407157898","0.059424735605716705","0.059424735605716705","0.059424735605716705","0.05000879243016243","0.05000879243016243","0.05000879243016243","0.04489794746041298","0.04489794746041298","0.04489794746041298","0.04372522979974747","0.04372522979974747","0.04372522979974747"
"2","0.029859919100999832","0.029859919100999832","0.029859919100999832","0.029883485287427902","0.029883485287427902","0.029883485287427902","0.029927933588624","0.029927933588624","0.029927933588624","0.11256662011146545","0.11256662011146545","0.11256662011146545","0.04463264346122742","0.04463264346122742","0.04463264346122742","0.034217797219753265","0.034217797219753265","0.034217797219753265","0.030021246522665024","0.030021246522665024","0.030021246522665024"
"4","0.02010846883058548","0.02010846883058548","0.02010846883058548","0.02018841728568077","0.02018841728568077","0.02018841728568077","0.020325247198343277","0.020325247198343277","0.020325247198343277","0.3154095709323883","0.3154095709323883","0.3154095709323883","0.0430527962744236","0.0430527962744236","0.0430527962744236","0.025788113474845886","0.025788113474845886","0.025788113474845886","0.0206048134714365","0.0206048134714365","0.0206048134714365"
"6","0.015290584415197372","0.015290584415197372","0.015290584415197372","0.015447348356246948","0.015447348356246948","0.015447348356246948","0.01583009958267212","0.01583009958267212","0.01583009958267212","0.22248141467571259","0.22248141467571259","0.22248141467571259","0.26985499262809753","0.26985499262809753","0.26985499262809753","0.024874195456504822","0.024874195456504822","0.024874195456504822","0.016728857532143593","0.016728857532143593","0.016728857532143593"
"8","0.01215145830065012","0.01215145830065012","0.01215145830065012","0.012622002512216568","0.012622002512216568","0.012622002512216568","0.013882937841117382","0.013882937841117382","0.013882937841117382","0.3802572786808014","0.3802572786808014","0.3802572786808014","0.3575793504714966","0.3575793504714966","0.3575793504714966","0.05668576806783676","0.05668576806783676","0.05668576806783676","0.018234696239233017","0.018234696239233017","0.018234696239233017"
"10","0.010754778049886227","0.010754778049886227","0.010754778049886227","0.012240198440849781","0.012240198440849781","0.012240198440849781","0.017760340124368668","0.017760340124368668","0.017760340124368668","0.3721390962600708","0.3721390962600708","0.3721390962600708","0.39963605999946594","0.39963605999946594","0.39963605999946594","0.2614385783672333","0.2614385783672333","0.2614385783672333","0.03474916145205498","0.03474916145205498","0.03474916145205498"
"12","0.010218915529549122","0.010218915529549122","0.010218915529549122","0.015130740590393543","0.015130740590393543","0.015130740590393543","0.02872888371348381","0.02872888371348381","0.02872888371348381","0.42367875576019287","0.42367875576019287","0.42367875576019287","0.4098947048187256","0.4098947048187256","0.4098947048187256","0.37124165892601013","0.37124165892601013","0.37124165892601013","0.0580003522336483","0.0580003522336483","0.0580003522336483"
"14","0.012554650194942951","0.012554650194942951","0.012554650194942951","0.022782914340496063","0.022782914340496063","0.022782914340496063","0.04300256818532944","0.04300256818532944","0.04300256818532944","0.4279455542564392","0.4279455542564392","0.4279455542564392","0.4124201536178589","0.4124201536178589","0.4124201536178589","0.3607028126716614","0.3607028126716614","0.3607028126716614","0.09032575786113739","0.09032575786113739","0.09032575786113739"
"16","0.015410243533551693","0.015410243533551693","0.015410243533551693","0.027764469385147095","0.027764469385147095","0.027764469385147095","0.05275978893041611","0.05275978893041611","0.05275978893041611","0.40475374460220337","0.40475374460220337","0.40475374460220337","0.3909042477607727","0.3909042477607727","0.3909042477607727","0.3714585304260254","0.3714585304260254","0.3714585304260254","0.11871005594730377","0.11871005594730377","0.11871005594730377"
"18","0.019192352890968323","0.019192352890968323","0.019192352890968323","0.03609537333250046","0.03609537333250046","0.03609537333250046","0.07098079472780228","0.07098079472780228","0.07098079472780228","0.4537898898124695","0.4537898898124695","0.4537898898124695","0.45874035358428955","0.45874035358428955","0.45874035358428955","0.43543916940689087","0.43543916940689087","0.43543916940689087","0.1714191734790802","0.1714191734790802","0.1714191734790802"
