"Step","VOWELS_FILTER_b40_DUAL_bs16 - divergence_negative_s","VOWELS_FILTER_b40_DUAL_bs16 - divergence_negative_s__MIN","VOWELS_FILTER_b40_DUAL_bs16 - divergence_negative_s__MAX","VOWELS_FILTER_b20_DUAL_bs16 - divergence_negative_s","VOWELS_FILTER_b20_DUAL_bs16 - divergence_negative_s__MIN","VOWELS_FILTER_b20_DUAL_bs16 - divergence_negative_s__MAX","VOWELS_FILTER_b10_DUAL_bs16 - divergence_negative_s","VOWELS_FILTER_b10_DUAL_bs16 - divergence_negative_s__MIN","VOWELS_FILTER_b10_DUAL_bs16 - divergence_negative_s__MAX","VOWELS_FILTER_b0_DUAL_bs16 - divergence_negative_s","VOWELS_FILTER_b0_DUAL_bs16 - divergence_negative_s__MIN","VOWELS_FILTER_b0_DUAL_bs16 - divergence_negative_s__MAX","VOWELS_FILTER_b0.1_DUAL_bs16 - divergence_negative_s","VOWELS_FILTER_b0.1_DUAL_bs16 - divergence_negative_s__MIN","VOWELS_FILTER_b0.1_DUAL_bs16 - divergence_negative_s__MAX","VOWELS_FILTER_b1_DUAL_bs16 - divergence_negative_s","VOWELS_FILTER_b1_DUAL_bs16 - divergence_negative_s__MIN","VOWELS_FILTER_b1_DUAL_bs16 - divergence_negative_s__MAX","VOWELS_FILTER_B5_DEFAULTS_DUAL_bs16 - divergence_negative_s","VOWELS_FILTER_B5_DEFAULTS_DUAL_bs16 - divergence_negative_s__MIN","VOWELS_FILTER_B5_DEFAULTS_DUAL_bs16 - divergence_negative_s__MAX"
"126","0.07555481046438217","0.07555481046438217","0.07555481046438217","0.21952109038829803","0.21952109038829803","0.21952109038829803","0.2952183485031128","0.2952183485031128","0.2952183485031128","0.679217517375946","0.679217517375946","0.679217517375946","0.6557778120040894","0.6557778120040894","0.6557778120040894","0.5727711915969849","0.5727711915969849","0.5727711915969849","0.3269813656806946","0.3269813656806946","0.3269813656806946"
"128","0.09487676620483398","0.09487676620483398","0.09487676620483398","0.2459023892879486","0.2459023892879486","0.2459023892879486","0.3130316436290741","0.3130316436290741","0.3130316436290741","0.6868013143539429","0.6868013143539429","0.6868013143539429","0.6761107444763184","0.6761107444763184","0.6761107444763184","0.588448166847229","0.588448166847229","0.588448166847229","0.35694441199302673","0.35694441199302673","0.35694441199302673"
"130","0.09825488179922104","0.09825488179922104","0.09825488179922104","0.24704663455486298","0.24704663455486298","0.24704663455486298","0.31396687030792236","0.31396687030792236","0.31396687030792236","0.6893439292907715","0.6893439292907715","0.6893439292907715","0.6715244054794312","0.6715244054794312","0.6715244054794312","0.5953056216239929","0.5953056216239929","0.5953056216239929","0.3571876883506775","0.3571876883506775","0.3571876883506775"
"132","0.09808187186717987","0.09808187186717987","0.09808187186717987","0.24001553654670715","0.24001553654670715","0.24001553654670715","0.3009553551673889","0.3009553551673889","0.3009553551673889","0.6714884638786316","0.6714884638786316","0.6714884638786316","0.657770574092865","0.657770574092865","0.657770574092865","0.5744046568870544","0.5744046568870544","0.5744046568870544","0.3394843339920044","0.3394843339920044","0.3394843339920044"
"134","0.11203642189502716","0.11203642189502716","0.11203642189502716","0.261565625667572","0.261565625667572","0.261565625667572","0.312896192073822","0.312896192073822","0.312896192073822","0.6907628774642944","0.6907628774642944","0.6907628774642944","0.680682897567749","0.680682897567749","0.680682897567749","0.600361704826355","0.600361704826355","0.600361704826355","0.35836824774742126","0.35836824774742126","0.35836824774742126"
"136","0.12016502022743225","0.12016502022743225","0.12016502022743225","0.2732628583908081","0.2732628583908081","0.2732628583908081","0.3298896551132202","0.3298896551132202","0.3298896551132202","0.6903078556060791","0.6903078556060791","0.6903078556060791","0.6757673621177673","0.6757673621177673","0.6757673621177673","0.5993970632553101","0.5993970632553101","0.5993970632553101","0.3739815354347229","0.3739815354347229","0.3739815354347229"
"138","0.11941608786582947","0.11941608786582947","0.11941608786582947","0.2619648873806","0.2619648873806","0.2619648873806","0.3251960277557373","0.3251960277557373","0.3251960277557373","0.6895458102226257","0.6895458102226257","0.6895458102226257","0.677682101726532","0.677682101726532","0.677682101726532","0.6026049256324768","0.6026049256324768","0.6026049256324768","0.366264283657074","0.366264283657074","0.366264283657074"
"140","0.1343790590763092","0.1343790590763092","0.1343790590763092","0.2770063877105713","0.2770063877105713","0.2770063877105713","0.3342403769493103","0.3342403769493103","0.3342403769493103","0.6870826482772827","0.6870826482772827","0.6870826482772827","0.6810480952262878","0.6810480952262878","0.6810480952262878","0.6002520322799683","0.6002520322799683","0.6002520322799683","0.3741576075553894","0.3741576075553894","0.3741576075553894"
"142","0.12573426961898804","0.12573426961898804","0.12573426961898804","0.2714645564556122","0.2714645564556122","0.2714645564556122","0.32774901390075684","0.32774901390075684","0.32774901390075684","0.6842416524887085","0.6842416524887085","0.6842416524887085","0.6705693602561951","0.6705693602561951","0.6705693602561951","0.597380518913269","0.597380518913269","0.597380518913269","0.3620677888393402","0.3620677888393402","0.3620677888393402"
"144","0.13694289326667786","0.13694289326667786","0.13694289326667786","0.26157301664352417","0.26157301664352417","0.26157301664352417","0.33384788036346436","0.33384788036346436","0.33384788036346436","0.6889204978942871","0.6889204978942871","0.6889204978942871","0.6737912893295288","0.6737912893295288","0.6737912893295288","0.6193209886550903","0.6193209886550903","0.6193209886550903","0.36061549186706543","0.36061549186706543","0.36061549186706543"
"146","0.14027360081672668","0.14027360081672668","0.14027360081672668","0.2822878360748291","0.2822878360748291","0.2822878360748291","0.33144411444664","0.33144411444664","0.33144411444664","0.6870512962341309","0.6870512962341309","0.6870512962341309","0.682502269744873","0.682502269744873","0.682502269744873","0.6225928068161011","0.6225928068161011","0.6225928068161011","0.36465129256248474","0.36465129256248474","0.36465129256248474"
"148","0.1302575170993805","0.1302575170993805","0.1302575170993805","0.25383079051971436","0.25383079051971436","0.25383079051971436","0.3204787075519562","0.3204787075519562","0.3204787075519562","0.6801344752311707","0.6801344752311707","0.6801344752311707","0.6671346426010132","0.6671346426010132","0.6671346426010132","0.5997797846794128","0.5997797846794128","0.5997797846794128","0.3494254946708679","0.3494254946708679","0.3494254946708679"
"150","0.1495063155889511","0.1495063155889511","0.1495063155889511","0.26534003019332886","0.26534003019332886","0.26534003019332886","0.31231093406677246","0.31231093406677246","0.31231093406677246","0.6858983039855957","0.6858983039855957","0.6858983039855957","0.6773449778556824","0.6773449778556824","0.6773449778556824","0.6233011484146118","0.6233011484146118","0.6233011484146118","0.3555557131767273","0.3555557131767273","0.3555557131767273"
"152","0.16268812119960785","0.16268812119960785","0.16268812119960785","0.2832963168621063","0.2832963168621063","0.2832963168621063","0.3447219133377075","0.3447219133377075","0.3447219133377075","0.6836945414543152","0.6836945414543152","0.6836945414543152","0.6806403994560242","0.6806403994560242","0.6806403994560242","0.6305491924285889","0.6305491924285889","0.6305491924285889","0.37005746364593506","0.37005746364593506","0.37005746364593506"
"154","0.1598713994026184","0.1598713994026184","0.1598713994026184","0.2831594944000244","0.2831594944000244","0.2831594944000244","0.33387768268585205","0.33387768268585205","0.33387768268585205","0.6858815550804138","0.6858815550804138","0.6858815550804138","0.6711533069610596","0.6711533069610596","0.6711533069610596","0.5987040400505066","0.5987040400505066","0.5987040400505066","0.2777765691280365","0.2777765691280365","0.2777765691280365"
"156","0.17865440249443054","0.17865440249443054","0.17865440249443054","0.29002147912979126","0.29002147912979126","0.29002147912979126","0.33008021116256714","0.33008021116256714","0.33008021116256714","0.6856979131698608","0.6856979131698608","0.6856979131698608","0.664219081401825","0.664219081401825","0.664219081401825","0.5985937118530273","0.5985937118530273","0.5985937118530273","0.371182918548584","0.371182918548584","0.371182918548584"
"158","0.17285999655723572","0.17285999655723572","0.17285999655723572","0.2825770974159241","0.2825770974159241","0.2825770974159241","0.32658106088638306","0.32658106088638306","0.32658106088638306","0.6790558695793152","0.6790558695793152","0.6790558695793152","0.6611853241920471","0.6611853241920471","0.6611853241920471","0.6000276803970337","0.6000276803970337","0.6000276803970337","0.36102819442749023","0.36102819442749023","0.36102819442749023"
"160","0.1921463906764984","0.1921463906764984","0.1921463906764984","0.2989959716796875","0.2989959716796875","0.2989959716796875","0.3422677516937256","0.3422677516937256","0.3422677516937256","0.6894197463989258","0.6894197463989258","0.6894197463989258","0.6828060150146484","0.6828060150146484","0.6828060150146484","0.6281678676605225","0.6281678676605225","0.6281678676605225","0.3761814534664154","0.3761814534664154","0.3761814534664154"
"162","0.19168494641780853","0.19168494641780853","0.19168494641780853","0.29448315501213074","0.29448315501213074","0.29448315501213074","0.34800827503204346","0.34800827503204346","0.34800827503204346","0.6870644092559814","0.6870644092559814","0.6870644092559814","0.6828832030296326","0.6828832030296326","0.6828832030296326","0.6343817114830017","0.6343817114830017","0.6343817114830017","0.37760087847709656","0.37760087847709656","0.37760087847709656"
"164","0.2148292064666748","0.2148292064666748","0.2148292064666748","0.3114861249923706","0.3114861249923706","0.3114861249923706","0.34942007064819336","0.34942007064819336","0.34942007064819336","0.6887749433517456","0.6887749433517456","0.6887749433517456","0.6792661547660828","0.6792661547660828","0.6792661547660828","0.6219273805618286","0.6219273805618286","0.6219273805618286","0.388111412525177","0.388111412525177","0.388111412525177"
"166","0.2111864984035492","0.2111864984035492","0.2111864984035492","0.3134255111217499","0.3134255111217499","0.3134255111217499","0.3564305305480957","0.3564305305480957","0.3564305305480957","0.6896549463272095","0.6896549463272095","0.6896549463272095","0.681842029094696","0.681842029094696","0.681842029094696","0.6299201250076294","0.6299201250076294","0.6299201250076294","0.40112370252609253","0.40112370252609253","0.40112370252609253"
"168","0.20694313943386078","0.20694313943386078","0.20694313943386078","0.29901131987571716","0.29901131987571716","0.29901131987571716","0.3497319221496582","0.3497319221496582","0.3497319221496582","0.6876732707023621","0.6876732707023621","0.6876732707023621","0.6864161491394043","0.6864161491394043","0.6864161491394043","0.6423593163490295","0.6423593163490295","0.6423593163490295","0.3832870423793793","0.3832870423793793","0.3832870423793793"
"170","0.23357443511486053","0.23357443511486053","0.23357443511486053","0.317030131816864","0.317030131816864","0.317030131816864","0.3574194610118866","0.3574194610118866","0.3574194610118866","0.6900651454925537","0.6900651454925537","0.6900651454925537","0.6879017353057861","0.6879017353057861","0.6879017353057861","0.6450499296188354","0.6450499296188354","0.6450499296188354","0.3998672366142273","0.3998672366142273","0.3998672366142273"
"172","0.2292313426733017","0.2292313426733017","0.2292313426733017","0.3192927837371826","0.3192927837371826","0.3192927837371826","0.36040565371513367","0.36040565371513367","0.36040565371513367","0.6891239881515503","0.6891239881515503","0.6891239881515503","0.6777738928794861","0.6777738928794861","0.6777738928794861","0.6317876577377319","0.6317876577377319","0.6317876577377319","0.4085983633995056","0.4085983633995056","0.4085983633995056"
"174","0.2418428361415863","0.2418428361415863","0.2418428361415863","0.32470792531967163","0.32470792531967163","0.32470792531967163","0.3604907691478729","0.3604907691478729","0.3604907691478729","0.6902875900268555","0.6902875900268555","0.6902875900268555","0.6848143339157104","0.6848143339157104","0.6848143339157104","0.6397173404693604","0.6397173404693604","0.6397173404693604","0.40362024307250977","0.40362024307250977","0.40362024307250977"
"176","0.2165001481771469","0.2165001481771469","0.2165001481771469","0.30338162183761597","0.30338162183761597","0.30338162183761597","0.3506898880004883","0.3506898880004883","0.3506898880004883","0.6851602792739868","0.6851602792739868","0.6851602792739868","0.6675512194633484","0.6675512194633484","0.6675512194633484","0.6079109311103821","0.6079109311103821","0.6079109311103821","0.4009076952934265","0.4009076952934265","0.4009076952934265"
"178","0.24353449046611786","0.24353449046611786","0.24353449046611786","0.3178962171077728","0.3178962171077728","0.3178962171077728","0.36797064542770386","0.36797064542770386","0.36797064542770386","0.6861768960952759","0.6861768960952759","0.6861768960952759","0.6799182891845703","0.6799182891845703","0.6799182891845703","0.6206871271133423","0.6206871271133423","0.6206871271133423","0.3990018367767334","0.3990018367767334","0.3990018367767334"
"180","0.253824919462204","0.253824919462204","0.253824919462204","0.32880041003227234","0.32880041003227234","0.32880041003227234","0.3641303777694702","0.3641303777694702","0.3641303777694702","0.6887442469596863","0.6887442469596863","0.6887442469596863","0.6777949333190918","0.6777949333190918","0.6777949333190918","0.6295738220214844","0.6295738220214844","0.6295738220214844","0.40919995307922363","0.40919995307922363","0.40919995307922363"
"182","0.2465701550245285","0.2465701550245285","0.2465701550245285","0.3183836340904236","0.3183836340904236","0.3183836340904236","0.3490090072154999","0.3490090072154999","0.3490090072154999","0.6868427991867065","0.6868427991867065","0.6868427991867065","0.6810359954833984","0.6810359954833984","0.6810359954833984","0.6398172378540039","0.6398172378540039","0.6398172378540039","0.395608127117157","0.395608127117157","0.395608127117157"
"184","0.2579646706581116","0.2579646706581116","0.2579646706581116","0.3256458342075348","0.3256458342075348","0.3256458342075348","0.35500368475914","0.35500368475914","0.35500368475914","0.6779178977012634","0.6779178977012634","0.6779178977012634","0.658514678478241","0.658514678478241","0.658514678478241","0.6041659116744995","0.6041659116744995","0.6041659116744995","0.40491533279418945","0.40491533279418945","0.40491533279418945"
"186","0.262614905834198","0.262614905834198","0.262614905834198","0.32711049914360046","0.32711049914360046","0.32711049914360046","0.3610817790031433","0.3610817790031433","0.3610817790031433","0.6865816116333008","0.6865816116333008","0.6865816116333008","0.6708828806877136","0.6708828806877136","0.6708828806877136","0.621345579624176","0.621345579624176","0.621345579624176","0.41523799300193787","0.41523799300193787","0.41523799300193787"
"188","0.27396291494369507","0.27396291494369507","0.27396291494369507","0.3355832099914551","0.3355832099914551","0.3355832099914551","0.36352643370628357","0.36352643370628357","0.36352643370628357","0.6904878616333008","0.6904878616333008","0.6904878616333008","0.6822408437728882","0.6822408437728882","0.6822408437728882","0.6390251517295837","0.6390251517295837","0.6390251517295837","0.42834243178367615","0.42834243178367615","0.42834243178367615"
"190","0.27200451493263245","0.27200451493263245","0.27200451493263245","0.339230477809906","0.339230477809906","0.339230477809906","0.37206947803497314","0.37206947803497314","0.37206947803497314","0.6847068071365356","0.6847068071365356","0.6847068071365356","0.6729177236557007","0.6729177236557007","0.6729177236557007","0.6211673617362976","0.6211673617362976","0.6211673617362976","0.42884862422943115","0.42884862422943115","0.42884862422943115"
"192","0.26684316992759705","0.26684316992759705","0.26684316992759705","0.3205365538597107","0.3205365538597107","0.3205365538597107","0.3564804792404175","0.3564804792404175","0.3564804792404175","0.6833216547966003","0.6833216547966003","0.6833216547966003","0.6695711016654968","0.6695711016654968","0.6695711016654968","0.5972594618797302","0.5972594618797302","0.5972594618797302","0.40397584438323975","0.40397584438323975","0.40397584438323975"
"194","0.290624737739563","0.290624737739563","0.290624737739563","0.34565481543540955","0.34565481543540955","0.34565481543540955","0.37422245740890503","0.37422245740890503","0.37422245740890503","0.6910644769668579","0.6910644769668579","0.6910644769668579","0.6879419088363647","0.6879419088363647","0.6879419088363647","0.644631564617157","0.644631564617157","0.644631564617157","0.43648332357406616","0.43648332357406616","0.43648332357406616"
"196","0.2720299959182739","0.2720299959182739","0.2720299959182739","0.32759714126586914","0.32759714126586914","0.32759714126586914","0.3524237871170044","0.3524237871170044","0.3524237871170044","0.6780206561088562","0.6780206561088562","0.6780206561088562","0.6608368754386902","0.6608368754386902","0.6608368754386902","0.6034812927246094","0.6034812927246094","0.6034812927246094","0.41489338874816895","0.41489338874816895","0.41489338874816895"
"198","0.2663874328136444","0.2663874328136444","0.2663874328136444","0.3075452744960785","0.3075452744960785","0.3075452744960785","0.36613425612449646","0.36613425612449646","0.36613425612449646","0.6778694987297058","0.6778694987297058","0.6778694987297058","0.6598639488220215","0.6598639488220215","0.6598639488220215","0.5743482112884521","0.5743482112884521","0.5743482112884521","0.38354915380477905","0.38354915380477905","0.38354915380477905"
"200","0.3064025044441223","0.3064025044441223","0.3064025044441223","0.3579905927181244","0.3579905927181244","0.3579905927181244","0.38684770464897156","0.38684770464897156","0.38684770464897156","0.6827131509780884","0.6827131509780884","0.6827131509780884","0.6759763956069946","0.6759763956069946","0.6759763956069946","0.6376774311065674","0.6376774311065674","0.6376774311065674","0.45843327045440674","0.45843327045440674","0.45843327045440674"
"202","0.31504741311073303","0.31504741311073303","0.31504741311073303","0.35750576853752136","0.35750576853752136","0.35750576853752136","0.3842430114746094","0.3842430114746094","0.3842430114746094","0.6904539465904236","0.6904539465904236","0.6904539465904236","0.6894952058792114","0.6894952058792114","0.6894952058792114","0.6502088904380798","0.6502088904380798","0.6502088904380798","0.464160293340683","0.464160293340683","0.464160293340683"
"204","0.30018672347068787","0.30018672347068787","0.30018672347068787","0.3474807143211365","0.3474807143211365","0.3474807143211365","0.3753458857536316","0.3753458857536316","0.3753458857536316","0.6851770281791687","0.6851770281791687","0.6851770281791687","0.6797856092453003","0.6797856092453003","0.6797856092453003","0.6287176609039307","0.6287176609039307","0.6287176609039307","0.44773563742637634","0.44773563742637634","0.44773563742637634"
"206","0.3008498251438141","0.3008498251438141","0.3008498251438141","0.33823809027671814","0.33823809027671814","0.33823809027671814","0.3731261193752289","0.3731261193752289","0.3731261193752289","0.6882595419883728","0.6882595419883728","0.6882595419883728","0.6849275827407837","0.6849275827407837","0.6849275827407837","0.638558030128479","0.638558030128479","0.638558030128479","0.4355778694152832","0.4355778694152832","0.4355778694152832"
"208","0.2974523901939392","0.2974523901939392","0.2974523901939392","0.3338097929954529","0.3338097929954529","0.3338097929954529","0.34982356429100037","0.34982356429100037","0.34982356429100037","0.6848001480102539","0.6848001480102539","0.6848001480102539","0.6771213412284851","0.6771213412284851","0.6771213412284851","0.6488610506057739","0.6488610506057739","0.6488610506057739","0.43224281072616577","0.43224281072616577","0.43224281072616577"
"210","0.31622737646102905","0.31622737646102905","0.31622737646102905","0.35261332988739014","0.35261332988739014","0.35261332988739014","0.3746283948421478","0.3746283948421478","0.3746283948421478","0.6870543360710144","0.6870543360710144","0.6870543360710144","0.6859983801841736","0.6859983801841736","0.6859983801841736","0.6615065336227417","0.6615065336227417","0.6615065336227417","0.4701100289821625","0.4701100289821625","0.4701100289821625"
"212","0.3259755074977875","0.3259755074977875","0.3259755074977875","0.36565956473350525","0.36565956473350525","0.36565956473350525","0.38975900411605835","0.38975900411605835","0.38975900411605835","0.6782717704772949","0.6782717704772949","0.6782717704772949","0.6631467938423157","0.6631467938423157","0.6631467938423157","0.625645101070404","0.625645101070404","0.625645101070404","0.47567081451416016","0.47567081451416016","0.47567081451416016"
"214","0.31944239139556885","0.31944239139556885","0.31944239139556885","0.3545762002468109","0.3545762002468109","0.3545762002468109","0.37539780139923096","0.37539780139923096","0.37539780139923096","0.6909179091453552","0.6909179091453552","0.6909179091453552","0.6853665113449097","0.6853665113449097","0.6853665113449097","0.6476972103118896","0.6476972103118896","0.6476972103118896","0.47889822721481323","0.47889822721481323","0.47889822721481323"
"216","0.3006153404712677","0.3006153404712677","0.3006153404712677","0.3306249976158142","0.3306249976158142","0.3306249976158142","0.38115596771240234","0.38115596771240234","0.38115596771240234","0.6837848424911499","0.6837848424911499","0.6837848424911499","0.680269718170166","0.680269718170166","0.680269718170166","0.6153830289840698","0.6153830289840698","0.6153830289840698","0.4473213851451874","0.4473213851451874","0.4473213851451874"
"218","0.3324393928050995","0.3324393928050995","0.3324393928050995","0.36913391947746277","0.36913391947746277","0.36913391947746277","0.3949669301509857","0.3949669301509857","0.3949669301509857","0.6870726346969604","0.6870726346969604","0.6870726346969604","0.6786874532699585","0.6786874532699585","0.6786874532699585","0.6445156931877136","0.6445156931877136","0.6445156931877136","0.4994075298309326","0.4994075298309326","0.4994075298309326"
"220","0.33719131350517273","0.33719131350517273","0.33719131350517273","0.3699217736721039","0.3699217736721039","0.3699217736721039","0.3941928744316101","0.3941928744316101","0.3941928744316101","0.6906375885009766","0.6906375885009766","0.6906375885009766","0.6895556449890137","0.6895556449890137","0.6895556449890137","0.6625075340270996","0.6625075340270996","0.6625075340270996","0.5028479695320129","0.5028479695320129","0.5028479695320129"
"222","0.3208599090576172","0.3208599090576172","0.3208599090576172","0.34215980768203735","0.34215980768203735","0.34215980768203735","0.37482261657714844","0.37482261657714844","0.37482261657714844","0.6818298697471619","0.6818298697471619","0.6818298697471619","0.6714348196983337","0.6714348196983337","0.6714348196983337","0.6225376129150391","0.6225376129150391","0.6225376129150391","0.47347062826156616","0.47347062826156616","0.47347062826156616"
"224","0.34279319643974304","0.34279319643974304","0.34279319643974304","0.3664158284664154","0.3664158284664154","0.3664158284664154","0.3929034471511841","0.3929034471511841","0.3929034471511841","0.6891311407089233","0.6891311407089233","0.6891311407089233","0.6875764727592468","0.6875764727592468","0.6875764727592468","0.6604990363121033","0.6604990363121033","0.6604990363121033","0.5057945847511292","0.5057945847511292","0.5057945847511292"
"226","0.3314659595489502","0.3314659595489502","0.3314659595489502","0.3613382577896118","0.3613382577896118","0.3613382577896118","0.3826894760131836","0.3826894760131836","0.3826894760131836","0.6844584345817566","0.6844584345817566","0.6844584345817566","0.6729700565338135","0.6729700565338135","0.6729700565338135","0.6442567110061646","0.6442567110061646","0.6442567110061646","0.4984856843948364","0.4984856843948364","0.4984856843948364"
"228","0.33336353302001953","0.33336353302001953","0.33336353302001953","0.36121925711631775","0.36121925711631775","0.36121925711631775","0.3878287672996521","0.3878287672996521","0.3878287672996521","0.6848030090332031","0.6848030090332031","0.6848030090332031","0.6730296015739441","0.6730296015739441","0.6730296015739441","0.6445193290710449","0.6445193290710449","0.6445193290710449","0.49671170115470886","0.49671170115470886","0.49671170115470886"
"230","0.3533500134944916","0.3533500134944916","0.3533500134944916","0.3690234124660492","0.3690234124660492","0.3690234124660492","0.4036838412284851","0.4036838412284851","0.4036838412284851","0.6860160231590271","0.6860160231590271","0.6860160231590271","0.6803178787231445","0.6803178787231445","0.6803178787231445","0.6288564801216125","0.6288564801216125","0.6288564801216125","0.5024874806404114","0.5024874806404114","0.5024874806404114"
