"Step","VOWELS_FILTER_b40_DUAL_bs16 - div_0_1_z","VOWELS_FILTER_b40_DUAL_bs16 - div_0_1_z__MIN","VOWELS_FILTER_b40_DUAL_bs16 - div_0_1_z__MAX","VOWELS_FILTER_b20_DUAL_bs16 - div_0_1_z","VOWELS_FILTER_b20_DUAL_bs16 - div_0_1_z__MIN","VOWELS_FILTER_b20_DUAL_bs16 - div_0_1_z__MAX","VOWELS_FILTER_b10_DUAL_bs16 - div_0_1_z","VOWELS_FILTER_b10_DUAL_bs16 - div_0_1_z__MIN","VOWELS_FILTER_b10_DUAL_bs16 - div_0_1_z__MAX","VOWELS_FILTER_b0_DUAL_bs16 - div_0_1_z","VOWELS_FILTER_b0_DUAL_bs16 - div_0_1_z__MIN","VOWELS_FILTER_b0_DUAL_bs16 - div_0_1_z__MAX","VOWELS_FILTER_b0.1_DUAL_bs16 - div_0_1_z","VOWELS_FILTER_b0.1_DUAL_bs16 - div_0_1_z__MIN","VOWELS_FILTER_b0.1_DUAL_bs16 - div_0_1_z__MAX","VOWELS_FILTER_b1_DUAL_bs16 - div_0_1_z","VOWELS_FILTER_b1_DUAL_bs16 - div_0_1_z__MIN","VOWELS_FILTER_b1_DUAL_bs16 - div_0_1_z__MAX","VOWELS_FILTER_B5_DEFAULTS_DUAL_bs16 - div_0_1_z","VOWELS_FILTER_B5_DEFAULTS_DUAL_bs16 - div_0_1_z__MIN","VOWELS_FILTER_B5_DEFAULTS_DUAL_bs16 - div_0_1_z__MAX"
"0","0.04297088831663132","0.04297088831663132","0.04297088831663132","0.04297421872615814","0.04297421872615814","0.04297421872615814","0.042981673032045364","0.042981673032045364","0.042981673032045364","0.05733988806605339","0.05733988806605339","0.05733988806605339","0.04917016625404358","0.04917016625404358","0.04917016625404358","0.04425475001335144","0.04425475001335144","0.04425475001335144","0.042996034026145935","0.042996034026145935","0.042996034026145935"
"2","0.029386082664132118","0.029386082664132118","0.029386082664132118","0.02940966561436653","0.02940966561436653","0.02940966561436653","0.02945338375866413","0.02945338375866413","0.02945338375866413","0.098887138068676","0.098887138068676","0.098887138068676","0.044036030769348145","0.044036030769348145","0.044036030769348145","0.03377147763967514","0.03377147763967514","0.03377147763967514","0.029546592384576797","0.029546592384576797","0.029546592384576797"
"4","0.020302776247262955","0.020302776247262955","0.020302776247262955","0.020384706556797028","0.020384706556797028","0.020384706556797028","0.020526137202978134","0.020526137202978134","0.020526137202978134","0.3461446762084961","0.3461446762084961","0.3461446762084961","0.04341573268175125","0.04341573268175125","0.04341573268175125","0.025998534634709358","0.025998534634709358","0.025998534634709358","0.020815685391426086","0.020815685391426086","0.020815685391426086"
"6","0.015432780608534813","0.015432780608534813","0.015432780608534813","0.015591459348797798","0.015591459348797798","0.015591459348797798","0.01597745344042778","0.01597745344042778","0.01597745344042778","0.20793667435646057","0.20793667435646057","0.20793667435646057","0.30640751123428345","0.30640751123428345","0.30640751123428345","0.025072705000638962","0.025072705000638962","0.025072705000638962","0.016881629824638367","0.016881629824638367","0.016881629824638367"
"8","0.01215159147977829","0.01215159147977829","0.01215159147977829","0.012630299665033817","0.012630299665033817","0.012630299665033817","0.01392974890768528","0.01392974890768528","0.01392974890768528","0.3662791848182678","0.3662791848182678","0.3662791848182678","0.43057841062545776","0.43057841062545776","0.43057841062545776","0.061467912048101425","0.061467912048101425","0.061467912048101425","0.01851540431380272","0.01851540431380272","0.01851540431380272"
"10","0.010795130394399166","0.010795130394399166","0.010795130394399166","0.012324582785367966","0.012324582785367966","0.012324582785367966","0.018062874674797058","0.018062874674797058","0.018062874674797058","0.45412641763687134","0.45412641763687134","0.45412641763687134","0.4277115762233734","0.4277115762233734","0.4277115762233734","0.2991366386413574","0.2991366386413574","0.2991366386413574","0.03585007041692734","0.03585007041692734","0.03585007041692734"
"12","0.010203739628195763","0.010203739628195763","0.010203739628195763","0.015075961127877235","0.015075961127877235","0.015075961127877235","0.02857167273759842","0.02857167273759842","0.02857167273759842","0.4703775644302368","0.4703775644302368","0.4703775644302368","0.4343045651912689","0.4343045651912689","0.4343045651912689","0.3928949534893036","0.3928949534893036","0.3928949534893036","0.05781307443976402","0.05781307443976402","0.05781307443976402"
"14","0.012376151978969574","0.012376151978969574","0.012376151978969574","0.022256650030612946","0.022256650030612946","0.022256650030612946","0.042073458433151245","0.042073458433151245","0.042073458433151245","0.5010467767715454","0.5010467767715454","0.5010467767715454","0.44534605741500854","0.44534605741500854","0.44534605741500854","0.42384910583496094","0.42384910583496094","0.42384910583496094","0.09040206670761108","0.09040206670761108","0.09040206670761108"
"16","0.01568765752017498","0.01568765752017498","0.01568765752017498","0.02841465175151825","0.02841465175151825","0.02841465175151825","0.05394574627280235","0.05394574627280235","0.05394574627280235","0.4471365213394165","0.4471365213394165","0.4471365213394165","0.39650699496269226","0.39650699496269226","0.39650699496269226","0.3674588203430176","0.3674588203430176","0.3674588203430176","0.1205863431096077","0.1205863431096077","0.1205863431096077"
"18","0.01868978701531887","0.01868978701531887","0.01868978701531887","0.03497430682182312","0.03497430682182312","0.03497430682182312","0.06864428520202637","0.06864428520202637","0.06864428520202637","0.477448433637619","0.477448433637619","0.477448433637619","0.4560789465904236","0.4560789465904236","0.4560789465904236","0.42320168018341064","0.42320168018341064","0.42320168018341064","0.16546648740768433","0.16546648740768433","0.16546648740768433"
