"Step","VOWELS_FILTER_b40_DUAL_bs16 - divergence_negative_z","VOWELS_FILTER_b40_DUAL_bs16 - divergence_negative_z__MIN","VOWELS_FILTER_b40_DUAL_bs16 - divergence_negative_z__MAX","VOWELS_FILTER_b20_DUAL_bs16 - divergence_negative_z","VOWELS_FILTER_b20_DUAL_bs16 - divergence_negative_z__MIN","VOWELS_FILTER_b20_DUAL_bs16 - divergence_negative_z__MAX","VOWELS_FILTER_b10_DUAL_bs16 - divergence_negative_z","VOWELS_FILTER_b10_DUAL_bs16 - divergence_negative_z__MIN","VOWELS_FILTER_b10_DUAL_bs16 - divergence_negative_z__MAX","VOWELS_FILTER_b0_DUAL_bs16 - divergence_negative_z","VOWELS_FILTER_b0_DUAL_bs16 - divergence_negative_z__MIN","VOWELS_FILTER_b0_DUAL_bs16 - divergence_negative_z__MAX","VOWELS_FILTER_b0.1_DUAL_bs16 - divergence_negative_z","VOWELS_FILTER_b0.1_DUAL_bs16 - divergence_negative_z__MIN","VOWELS_FILTER_b0.1_DUAL_bs16 - divergence_negative_z__MAX","VOWELS_FILTER_b1_DUAL_bs16 - divergence_negative_z","VOWELS_FILTER_b1_DUAL_bs16 - divergence_negative_z__MIN","VOWELS_FILTER_b1_DUAL_bs16 - divergence_negative_z__MAX","VOWELS_FILTER_B5_DEFAULTS_DUAL_bs16 - divergence_negative_z","VOWELS_FILTER_B5_DEFAULTS_DUAL_bs16 - divergence_negative_z__MIN","VOWELS_FILTER_B5_DEFAULTS_DUAL_bs16 - divergence_negative_z__MAX"
"26","0.03423897922039032","0.03423897922039032","0.03423897922039032","0.06910684704780579","0.06910684704780579","0.06910684704780579","0.17746596038341522","0.17746596038341522","0.17746596038341522","0.8509935736656189","0.8509935736656189","0.8509935736656189","0.8246025443077087","0.8246025443077087","0.8246025443077087","0.7795619368553162","0.7795619368553162","0.7795619368553162","0.43616852164268494","0.43616852164268494","0.43616852164268494"
"28","0.036503370851278305","0.036503370851278305","0.036503370851278305","0.07302602380514145","0.07302602380514145","0.07302602380514145","0.18111209571361542","0.18111209571361542","0.18111209571361542","0.8856456279754639","0.8856456279754639","0.8856456279754639","0.815363347530365","0.815363347530365","0.815363347530365","0.7945687770843506","0.7945687770843506","0.7945687770843506","0.45125484466552734","0.45125484466552734","0.45125484466552734"
"30","0.03345007076859474","0.03345007076859474","0.03345007076859474","0.06549350172281265","0.06549350172281265","0.06549350172281265","0.17905686795711517","0.17905686795711517","0.17905686795711517","0.8585677146911621","0.8585677146911621","0.8585677146911621","0.8037382960319519","0.8037382960319519","0.8037382960319519","0.7498619556427002","0.7498619556427002","0.7498619556427002","0.4246804118156433","0.4246804118156433","0.4246804118156433"
"32","0.03514843434095383","0.03514843434095383","0.03514843434095383","0.08306784182786942","0.08306784182786942","0.08306784182786942","0.1849941909313202","0.1849941909313202","0.1849941909313202","0.8683081865310669","0.8683081865310669","0.8683081865310669","0.7895144820213318","0.7895144820213318","0.7895144820213318","0.7416437864303589","0.7416437864303589","0.7416437864303589","0.42911896109580994","0.42911896109580994","0.42911896109580994"
"34","0.03924857825040817","0.03924857825040817","0.03924857825040817","0.07400798797607422","0.07400798797607422","0.07400798797607422","0.23032145202159882","0.23032145202159882","0.23032145202159882","0.9020888209342957","0.9020888209342957","0.9020888209342957","0.8782389163970947","0.8782389163970947","0.8782389163970947","0.7954617738723755","0.7954617738723755","0.7954617738723755","0.5304869413375854","0.5304869413375854","0.5304869413375854"
"36","0.03849580138921738","0.03849580138921738","0.03849580138921738","0.08712367713451385","0.08712367713451385","0.08712367713451385","0.17618463933467865","0.17618463933467865","0.17618463933467865","0.9053401947021484","0.9053401947021484","0.9053401947021484","0.8174645900726318","0.8174645900726318","0.8174645900726318","0.7086629867553711","0.7086629867553711","0.7086629867553711","0.3762546479701996","0.3762546479701996","0.3762546479701996"
"38","0.04281841218471527","0.04281841218471527","0.04281841218471527","0.10402175039052963","0.10402175039052963","0.10402175039052963","0.24576377868652344","0.24576377868652344","0.24576377868652344","0.8896422386169434","0.8896422386169434","0.8896422386169434","0.8708243370056152","0.8708243370056152","0.8708243370056152","0.7858235239982605","0.7858235239982605","0.7858235239982605","0.4888807237148285","0.4888807237148285","0.4888807237148285"
"40","0.044079169631004333","0.044079169631004333","0.044079169631004333","0.09880304336547852","0.09880304336547852","0.09880304336547852","0.24507848918437958","0.24507848918437958","0.24507848918437958","0.8834118843078613","0.8834118843078613","0.8834118843078613","0.8268582820892334","0.8268582820892334","0.8268582820892334","0.7181956171989441","0.7181956171989441","0.7181956171989441","0.5751344561576843","0.5751344561576843","0.5751344561576843"
"42","0.04414775222539902","0.04414775222539902","0.04414775222539902","0.10305728763341904","0.10305728763341904","0.10305728763341904","0.27545875310897827","0.27545875310897827","0.27545875310897827","0.8259758353233337","0.8259758353233337","0.8259758353233337","0.7819474935531616","0.7819474935531616","0.7819474935531616","0.6949238181114197","0.6949238181114197","0.6949238181114197","0.6169451475143433","0.6169451475143433","0.6169451475143433"
"44","0.05227307975292206","0.05227307975292206","0.05227307975292206","0.11824242770671844","0.11824242770671844","0.11824242770671844","0.3037879467010498","0.3037879467010498","0.3037879467010498","0.8839680552482605","0.8839680552482605","0.8839680552482605","0.8543298244476318","0.8543298244476318","0.8543298244476318","0.6966085433959961","0.6966085433959961","0.6966085433959961","0.6197539567947388","0.6197539567947388","0.6197539567947388"
"46","0.06109429523348808","0.06109429523348808","0.06109429523348808","0.145461767911911","0.145461767911911","0.145461767911911","0.36973875761032104","0.36973875761032104","0.36973875761032104","0.9017392992973328","0.9017392992973328","0.9017392992973328","0.8861335515975952","0.8861335515975952","0.8861335515975952","0.823289155960083","0.823289155960083","0.823289155960083","0.6731345653533936","0.6731345653533936","0.6731345653533936"
"48","0.05787215754389763","0.05787215754389763","0.05787215754389763","0.15343832969665527","0.15343832969665527","0.15343832969665527","0.40764594078063965","0.40764594078063965","0.40764594078063965","0.929160475730896","0.929160475730896","0.929160475730896","0.9025976657867432","0.9025976657867432","0.9025976657867432","0.7318416833877563","0.7318416833877563","0.7318416833877563","0.6172993183135986","0.6172993183135986","0.6172993183135986"
"50","0.0618867389857769","0.0618867389857769","0.0618867389857769","0.1728793829679489","0.1728793829679489","0.1728793829679489","0.44540390372276306","0.44540390372276306","0.44540390372276306","0.9239718317985535","0.9239718317985535","0.9239718317985535","0.8947691321372986","0.8947691321372986","0.8947691321372986","0.7477034330368042","0.7477034330368042","0.7477034330368042","0.6430238485336304","0.6430238485336304","0.6430238485336304"
"52","0.07982254028320312","0.07982254028320312","0.07982254028320312","0.21194931864738464","0.21194931864738464","0.21194931864738464","0.4888983964920044","0.4888983964920044","0.4888983964920044","0.877464771270752","0.877464771270752","0.877464771270752","0.8710572719573975","0.8710572719573975","0.8710572719573975","0.831108570098877","0.831108570098877","0.831108570098877","0.767939567565918","0.767939567565918","0.767939567565918"
"54","0.0746932253241539","0.0746932253241539","0.0746932253241539","0.16109047830104828","0.16109047830104828","0.16109047830104828","0.4406495988368988","0.4406495988368988","0.4406495988368988","0.9085356593132019","0.9085356593132019","0.9085356593132019","0.8804186582565308","0.8804186582565308","0.8804186582565308","0.7870603799819946","0.7870603799819946","0.7870603799819946","0.6933349370956421","0.6933349370956421","0.6933349370956421"
"56","0.08441722393035889","0.08441722393035889","0.08441722393035889","0.1454765796661377","0.1454765796661377","0.1454765796661377","0.488330602645874","0.488330602645874","0.488330602645874","0.9596583843231201","0.9596583843231201","0.9596583843231201","0.9424043893814087","0.9424043893814087","0.9424043893814087","0.7709041833877563","0.7709041833877563","0.7709041833877563","0.5937458276748657","0.5937458276748657","0.5937458276748657"
"58","0.09700237959623337","0.09700237959623337","0.09700237959623337","0.24205271899700165","0.24205271899700165","0.24205271899700165","0.5921677350997925","0.5921677350997925","0.5921677350997925","0.8884471654891968","0.8884471654891968","0.8884471654891968","0.8662562370300293","0.8662562370300293","0.8662562370300293","0.7824450731277466","0.7824450731277466","0.7824450731277466","0.38535770773887634","0.38535770773887634","0.38535770773887634"
"60","0.09925898909568787","0.09925898909568787","0.09925898909568787","0.3003349304199219","0.3003349304199219","0.3003349304199219","0.636152982711792","0.636152982711792","0.636152982711792","0.8801776766777039","0.8801776766777039","0.8801776766777039","0.8344518542289734","0.8344518542289734","0.8344518542289734","0.7459928393363953","0.7459928393363953","0.7459928393363953","0.5377534627914429","0.5377534627914429","0.5377534627914429"
"62","0.07822395861148834","0.07822395861148834","0.07822395861148834","0.22597943246364594","0.22597943246364594","0.22597943246364594","0.5842633247375488","0.5842633247375488","0.5842633247375488","0.9501441717147827","0.9501441717147827","0.9501441717147827","0.8770370483398438","0.8770370483398438","0.8770370483398438","0.7528802752494812","0.7528802752494812","0.7528802752494812","0.4408249258995056","0.4408249258995056","0.4408249258995056"
"64","0.12928132712841034","0.12928132712841034","0.12928132712841034","0.2709745168685913","0.2709745168685913","0.2709745168685913","0.6334964036941528","0.6334964036941528","0.6334964036941528","0.9432623386383057","0.9432623386383057","0.9432623386383057","0.8890530467033386","0.8890530467033386","0.8890530467033386","0.7574992179870605","0.7574992179870605","0.7574992179870605","0.6557303667068481","0.6557303667068481","0.6557303667068481"
"66","0.12093254923820496","0.12093254923820496","0.12093254923820496","0.35441315174102783","0.35441315174102783","0.35441315174102783","0.6241433620452881","0.6241433620452881","0.6241433620452881","0.9293400645256042","0.9293400645256042","0.9293400645256042","0.8781867027282715","0.8781867027282715","0.8781867027282715","0.7577166557312012","0.7577166557312012","0.7577166557312012","0.6745824813842773","0.6745824813842773","0.6745824813842773"
"68","0.14407502114772797","0.14407502114772797","0.14407502114772797","0.4342721700668335","0.4342721700668335","0.4342721700668335","0.6132931709289551","0.6132931709289551","0.6132931709289551","0.976645827293396","0.976645827293396","0.976645827293396","0.9565970301628113","0.9565970301628113","0.9565970301628113","0.7884504199028015","0.7884504199028015","0.7884504199028015","0.7005528807640076","0.7005528807640076","0.7005528807640076"
"70","0.08624076843261719","0.08624076843261719","0.08624076843261719","0.35176873207092285","0.35176873207092285","0.35176873207092285","0.5887157320976257","0.5887157320976257","0.5887157320976257","0.9479586482048035","0.9479586482048035","0.9479586482048035","0.9110561609268188","0.9110561609268188","0.9110561609268188","0.8420230746269226","0.8420230746269226","0.8420230746269226","0.7156373858451843","0.7156373858451843","0.7156373858451843"
"72","0.07460658252239227","0.07460658252239227","0.07460658252239227","0.3729190528392792","0.3729190528392792","0.3729190528392792","0.6821925044059753","0.6821925044059753","0.6821925044059753","0.9671362638473511","0.9671362638473511","0.9671362638473511","0.9224730730056763","0.9224730730056763","0.9224730730056763","0.7771279811859131","0.7771279811859131","0.7771279811859131","0.6565754413604736","0.6565754413604736","0.6565754413604736"
"74","0.15881910920143127","0.15881910920143127","0.15881910920143127","0.35087713599205017","0.35087713599205017","0.35087713599205017","0.6589856147766113","0.6589856147766113","0.6589856147766113","0.9278075098991394","0.9278075098991394","0.9278075098991394","0.8921036124229431","0.8921036124229431","0.8921036124229431","0.7381865382194519","0.7381865382194519","0.7381865382194519","0.648838460445404","0.648838460445404","0.648838460445404"
"76","0.10139044374227524","0.10139044374227524","0.10139044374227524","0.5011956691741943","0.5011956691741943","0.5011956691741943","0.6164226531982422","0.6164226531982422","0.6164226531982422","0.9861814379692078","0.9861814379692078","0.9861814379692078","0.9466298818588257","0.9466298818588257","0.9466298818588257","0.4488765001296997","0.4488765001296997","0.4488765001296997","0.6549350619316101","0.6549350619316101","0.6549350619316101"
"78","0.15348775684833527","0.15348775684833527","0.15348775684833527","0.33336830139160156","0.33336830139160156","0.33336830139160156","0.694205641746521","0.694205641746521","0.694205641746521","0.8177469968795776","0.8177469968795776","0.8177469968795776","0.8077279925346375","0.8077279925346375","0.8077279925346375","0.7579018473625183","0.7579018473625183","0.7579018473625183","0.6043797135353088","0.6043797135353088","0.6043797135353088"
"80","0.2310813069343567","0.2310813069343567","0.2310813069343567","0.2703501880168915","0.2703501880168915","0.2703501880168915","0.6079509854316711","0.6079509854316711","0.6079509854316711","0.9507464170455933","0.9507464170455933","0.9507464170455933","0.9286567568778992","0.9286567568778992","0.9286567568778992","0.7600271105766296","0.7600271105766296","0.7600271105766296","0.773699939250946","0.773699939250946","0.773699939250946"
"82","0.19319812953472137","0.19319812953472137","0.19319812953472137","0.5797271728515625","0.5797271728515625","0.5797271728515625","0.703875720500946","0.703875720500946","0.703875720500946","0.7158629298210144","0.7158629298210144","0.7158629298210144","0.7261583209037781","0.7261583209037781","0.7261583209037781","0.7577173113822937","0.7577173113822937","0.7577173113822937","0.7229546308517456","0.7229546308517456","0.7229546308517456"
"84","0.11430124938488007","0.11430124938488007","0.11430124938488007","0.5602149367332458","0.5602149367332458","0.5602149367332458","0.6796755790710449","0.6796755790710449","0.6796755790710449","0.8677783012390137","0.8677783012390137","0.8677783012390137","0.8474199175834656","0.8474199175834656","0.8474199175834656","0.746901273727417","0.746901273727417","0.746901273727417","0.7023735046386719","0.7023735046386719","0.7023735046386719"
"86","0.13975217938423157","0.13975217938423157","0.13975217938423157","0.3499720096588135","0.3499720096588135","0.3499720096588135","0.6649783849716187","0.6649783849716187","0.6649783849716187","0.9498084783554077","0.9498084783554077","0.9498084783554077","0.8854670524597168","0.8854670524597168","0.8854670524597168","0.7826709747314453","0.7826709747314453","0.7826709747314453","0.7023755311965942","0.7023755311965942","0.7023755311965942"
"88","0.231989324092865","0.231989324092865","0.231989324092865","0.3834846615791321","0.3834846615791321","0.3834846615791321","0.5710515975952148","0.5710515975952148","0.5710515975952148","0.7977215647697449","0.7977215647697449","0.7977215647697449","0.7971104979515076","0.7971104979515076","0.7971104979515076","0.7078700065612793","0.7078700065612793","0.7078700065612793","0.6592576503753662","0.6592576503753662","0.6592576503753662"
"90","0.2707051932811737","0.2707051932811737","0.2707051932811737","0.5350359678268433","0.5350359678268433","0.5350359678268433","0.623521089553833","0.623521089553833","0.623521089553833","0.9344186186790466","0.9344186186790466","0.9344186186790466","0.9228732585906982","0.9228732585906982","0.9228732585906982","0.7693667411804199","0.7693667411804199","0.7693667411804199","0.7193292379379272","0.7193292379379272","0.7193292379379272"
"92","0.2826675772666931","0.2826675772666931","0.2826675772666931","0.5264430642127991","0.5264430642127991","0.5264430642127991","0.5976871848106384","0.5976871848106384","0.5976871848106384","0.9188050627708435","0.9188050627708435","0.9188050627708435","0.919620156288147","0.919620156288147","0.919620156288147","0.77266925573349","0.77266925573349","0.77266925573349","0.7236554026603699","0.7236554026603699","0.7236554026603699"
"94","0.24482983350753784","0.24482983350753784","0.24482983350753784","0.5067883729934692","0.5067883729934692","0.5067883729934692","0.7052673697471619","0.7052673697471619","0.7052673697471619","0.9780389070510864","0.9780389070510864","0.9780389070510864","0.9568338394165039","0.9568338394165039","0.9568338394165039","0.7711042761802673","0.7711042761802673","0.7711042761802673","0.7502301931381226","0.7502301931381226","0.7502301931381226"
"96","0.2831897735595703","0.2831897735595703","0.2831897735595703","0.5356755256652832","0.5356755256652832","0.5356755256652832","0.6454187631607056","0.6454187631607056","0.6454187631607056","0.8410203456878662","0.8410203456878662","0.8410203456878662","0.8494248390197754","0.8494248390197754","0.8494248390197754","0.7694858312606812","0.7694858312606812","0.7694858312606812","0.7354222536087036","0.7354222536087036","0.7354222536087036"
"98","0.38798126578330994","0.38798126578330994","0.38798126578330994","0.6543236970901489","0.6543236970901489","0.6543236970901489","0.6913840174674988","0.6913840174674988","0.6913840174674988","0.9119439125061035","0.9119439125061035","0.9119439125061035","0.8790737986564636","0.8790737986564636","0.8790737986564636","0.8017404079437256","0.8017404079437256","0.8017404079437256","0.7590295076370239","0.7590295076370239","0.7590295076370239"
"100","0.38936638832092285","0.38936638832092285","0.38936638832092285","0.5901014804840088","0.5901014804840088","0.5901014804840088","0.6898071765899658","0.6898071765899658","0.6898071765899658","0.9062673449516296","0.9062673449516296","0.9062673449516296","0.893752932548523","0.893752932548523","0.893752932548523","0.8011845350265503","0.8011845350265503","0.8011845350265503","0.658501148223877","0.658501148223877","0.658501148223877"
"102","0.3125489056110382","0.3125489056110382","0.3125489056110382","0.6200762987136841","0.6200762987136841","0.6200762987136841","0.6390262842178345","0.6390262842178345","0.6390262842178345","0.8940266966819763","0.8940266966819763","0.8940266966819763","0.8873103857040405","0.8873103857040405","0.8873103857040405","0.8077609539031982","0.8077609539031982","0.8077609539031982","0.7278423309326172","0.7278423309326172","0.7278423309326172"
"104","0.342883825302124","0.342883825302124","0.342883825302124","0.44329187273979187","0.44329187273979187","0.44329187273979187","0.6830357909202576","0.6830357909202576","0.6830357909202576","0.866387128829956","0.866387128829956","0.866387128829956","0.8550834655761719","0.8550834655761719","0.8550834655761719","0.7760138511657715","0.7760138511657715","0.7760138511657715","0.7343475818634033","0.7343475818634033","0.7343475818634033"
"106","0.37039417028427124","0.37039417028427124","0.37039417028427124","0.5279476642608643","0.5279476642608643","0.5279476642608643","0.6203564405441284","0.6203564405441284","0.6203564405441284","0.9474540948867798","0.9474540948867798","0.9474540948867798","0.8959993720054626","0.8959993720054626","0.8959993720054626","0.8838633894920349","0.8838633894920349","0.8838633894920349","0.7720000147819519","0.7720000147819519","0.7720000147819519"
"108","0.41996893286705017","0.41996893286705017","0.41996893286705017","0.5155514478683472","0.5155514478683472","0.5155514478683472","0.6337244510650635","0.6337244510650635","0.6337244510650635","0.8987284898757935","0.8987284898757935","0.8987284898757935","0.8684281706809998","0.8684281706809998","0.8684281706809998","0.7732855677604675","0.7732855677604675","0.7732855677604675","0.7710639238357544","0.7710639238357544","0.7710639238357544"
"110","0.38238510489463806","0.38238510489463806","0.38238510489463806","0.6178364753723145","0.6178364753723145","0.6178364753723145","0.6465376615524292","0.6465376615524292","0.6465376615524292","0.9958745837211609","0.9958745837211609","0.9958745837211609","0.9812474250793457","0.9812474250793457","0.9812474250793457","0.8303775191307068","0.8303775191307068","0.8303775191307068","0.7911356687545776","0.7911356687545776","0.7911356687545776"
"112","0.3373189866542816","0.3373189866542816","0.3373189866542816","0.6778414249420166","0.6778414249420166","0.6778414249420166","0.6307519674301147","0.6307519674301147","0.6307519674301147","0.9115220308303833","0.9115220308303833","0.9115220308303833","0.9208791255950928","0.9208791255950928","0.9208791255950928","0.8601670265197754","0.8601670265197754","0.8601670265197754","0.7424274682998657","0.7424274682998657","0.7424274682998657"
"114","0.45040163397789","0.45040163397789","0.45040163397789","0.5607908368110657","0.5607908368110657","0.5607908368110657","0.6523829102516174","0.6523829102516174","0.6523829102516174","0.9164137244224548","0.9164137244224548","0.9164137244224548","0.8417489528656006","0.8417489528656006","0.8417489528656006","0.7934025526046753","0.7934025526046753","0.7934025526046753","0.6805059909820557","0.6805059909820557","0.6805059909820557"
"116","0.4166888892650604","0.4166888892650604","0.4166888892650604","0.5438210368156433","0.5438210368156433","0.5438210368156433","0.6082488894462585","0.6082488894462585","0.6082488894462585","0.933330774307251","0.933330774307251","0.933330774307251","0.8631893396377563","0.8631893396377563","0.8631893396377563","0.8181917071342468","0.8181917071342468","0.8181917071342468","0.770681619644165","0.770681619644165","0.770681619644165"
"118","0.3883701264858246","0.3883701264858246","0.3883701264858246","0.593937873840332","0.593937873840332","0.593937873840332","0.5842480659484863","0.5842480659484863","0.5842480659484863","0.8914913535118103","0.8914913535118103","0.8914913535118103","0.8558246493339539","0.8558246493339539","0.8558246493339539","0.8061822652816772","0.8061822652816772","0.8061822652816772","0.7152096629142761","0.7152096629142761","0.7152096629142761"
"120","0.48380202054977417","0.48380202054977417","0.48380202054977417","0.6143722534179688","0.6143722534179688","0.6143722534179688","0.6740724444389343","0.6740724444389343","0.6740724444389343","0.9528538584709167","0.9528538584709167","0.9528538584709167","0.9576653838157654","0.9576653838157654","0.9576653838157654","0.8106760382652283","0.8106760382652283","0.8106760382652283","0.7385059595108032","0.7385059595108032","0.7385059595108032"
"122","0.4322969317436218","0.4322969317436218","0.4322969317436218","0.6191188097000122","0.6191188097000122","0.6191188097000122","0.6530938148498535","0.6530938148498535","0.6530938148498535","0.8452584147453308","0.8452584147453308","0.8452584147453308","0.8475226163864136","0.8475226163864136","0.8475226163864136","0.7882494926452637","0.7882494926452637","0.7882494926452637","0.761748731136322","0.761748731136322","0.761748731136322"
"124","0.4515990912914276","0.4515990912914276","0.4515990912914276","0.5970282554626465","0.5970282554626465","0.5970282554626465","0.647040605545044","0.647040605545044","0.647040605545044","0.9773011207580566","0.9773011207580566","0.9773011207580566","0.917120635509491","0.917120635509491","0.917120635509491","0.8401901125907898","0.8401901125907898","0.8401901125907898","0.7527584433555603","0.7527584433555603","0.7527584433555603"
"126","0.41614842414855957","0.41614842414855957","0.41614842414855957","0.6305822134017944","0.6305822134017944","0.6305822134017944","0.6574565172195435","0.6574565172195435","0.6574565172195435","0.999498724937439","0.999498724937439","0.999498724937439","0.9819080829620361","0.9819080829620361","0.9819080829620361","0.8672444224357605","0.8672444224357605","0.8672444224357605","0.7692837715148926","0.7692837715148926","0.7692837715148926"
