"Step","VOWELS_FILTER_b40_DUAL_bs16 - divergence_negative_z","VOWELS_FILTER_b40_DUAL_bs16 - divergence_negative_z__MIN","VOWELS_FILTER_b40_DUAL_bs16 - divergence_negative_z__MAX","VOWELS_FILTER_b20_DUAL_bs16 - divergence_negative_z","VOWELS_FILTER_b20_DUAL_bs16 - divergence_negative_z__MIN","VOWELS_FILTER_b20_DUAL_bs16 - divergence_negative_z__MAX","VOWELS_FILTER_b10_DUAL_bs16 - divergence_negative_z","VOWELS_FILTER_b10_DUAL_bs16 - divergence_negative_z__MIN","VOWELS_FILTER_b10_DUAL_bs16 - divergence_negative_z__MAX","VOWELS_FILTER_b0_DUAL_bs16 - divergence_negative_z","VOWELS_FILTER_b0_DUAL_bs16 - divergence_negative_z__MIN","VOWELS_FILTER_b0_DUAL_bs16 - divergence_negative_z__MAX","VOWELS_FILTER_b0.1_DUAL_bs16 - divergence_negative_z","VOWELS_FILTER_b0.1_DUAL_bs16 - divergence_negative_z__MIN","VOWELS_FILTER_b0.1_DUAL_bs16 - divergence_negative_z__MAX","VOWELS_FILTER_b1_DUAL_bs16 - divergence_negative_z","VOWELS_FILTER_b1_DUAL_bs16 - divergence_negative_z__MIN","VOWELS_FILTER_b1_DUAL_bs16 - divergence_negative_z__MAX","VOWELS_FILTER_B5_DEFAULTS_DUAL_bs16 - divergence_negative_z","VOWELS_FILTER_B5_DEFAULTS_DUAL_bs16 - divergence_negative_z__MIN","VOWELS_FILTER_B5_DEFAULTS_DUAL_bs16 - divergence_negative_z__MAX"
"128","0.5187382698059082","0.5187382698059082","0.5187382698059082","0.657456636428833","0.657456636428833","0.657456636428833","0.7288179397583008","0.7288179397583008","0.7288179397583008","0.9523228406906128","0.9523228406906128","0.9523228406906128","0.8732132911682129","0.8732132911682129","0.8732132911682129","0.8222082853317261","0.8222082853317261","0.8222082853317261","0.7882003784179688","0.7882003784179688","0.7882003784179688"
"130","0.33903416991233826","0.33903416991233826","0.33903416991233826","0.6368136405944824","0.6368136405944824","0.6368136405944824","0.6499980092048645","0.6499980092048645","0.6499980092048645","0.992010772228241","0.992010772228241","0.992010772228241","0.9702317118644714","0.9702317118644714","0.9702317118644714","0.8846043348312378","0.8846043348312378","0.8846043348312378","0.8149980306625366","0.8149980306625366","0.8149980306625366"
"132","0.5154111385345459","0.5154111385345459","0.5154111385345459","0.6860021948814392","0.6860021948814392","0.6860021948814392","0.679074764251709","0.679074764251709","0.679074764251709","0.9488157033920288","0.9488157033920288","0.9488157033920288","0.9482244849205017","0.9482244849205017","0.9482244849205017","0.8330782651901245","0.8330782651901245","0.8330782651901245","0.7794525623321533","0.7794525623321533","0.7794525623321533"
"134","0.3834924101829529","0.3834924101829529","0.3834924101829529","0.7117225527763367","0.7117225527763367","0.7117225527763367","0.7420968413352966","0.7420968413352966","0.7420968413352966","0.9598619937896729","0.9598619937896729","0.9598619937896729","0.9397567510604858","0.9397567510604858","0.9397567510604858","0.8881438970565796","0.8881438970565796","0.8881438970565796","0.7779797315597534","0.7779797315597534","0.7779797315597534"
"136","0.4577358663082123","0.4577358663082123","0.4577358663082123","0.6724667549133301","0.6724667549133301","0.6724667549133301","0.7069408297538757","0.7069408297538757","0.7069408297538757","0.9342635869979858","0.9342635869979858","0.9342635869979858","0.9292291402816772","0.9292291402816772","0.9292291402816772","0.873222291469574","0.873222291469574","0.873222291469574","0.7969175577163696","0.7969175577163696","0.7969175577163696"
"138","0.3875774145126343","0.3875774145126343","0.3875774145126343","0.6134738922119141","0.6134738922119141","0.6134738922119141","0.2590704560279846","0.2590704560279846","0.2590704560279846","0.9561118483543396","0.9561118483543396","0.9561118483543396","0.9519332647323608","0.9519332647323608","0.9519332647323608","0.8502117991447449","0.8502117991447449","0.8502117991447449","0.7776551246643066","0.7776551246643066","0.7776551246643066"
"140","0.4860321879386902","0.4860321879386902","0.4860321879386902","0.6665661931037903","0.6665661931037903","0.6665661931037903","0.6460497379302979","0.6460497379302979","0.6460497379302979","0.9522775411605835","0.9522775411605835","0.9522775411605835","0.9583061933517456","0.9583061933517456","0.9583061933517456","0.8764349818229675","0.8764349818229675","0.8764349818229675","0.7648267149925232","0.7648267149925232","0.7648267149925232"
"142","0.5100612640380859","0.5100612640380859","0.5100612640380859","0.3060764968395233","0.3060764968395233","0.3060764968395233","0.6333227157592773","0.6333227157592773","0.6333227157592773","0.9447342157363892","0.9447342157363892","0.9447342157363892","0.8939504027366638","0.8939504027366638","0.8939504027366638","0.8284215927124023","0.8284215927124023","0.8284215927124023","0.8445262908935547","0.8445262908935547","0.8445262908935547"
"144","0.5018060803413391","0.5018060803413391","0.5018060803413391","0.38622936606407166","0.38622936606407166","0.38622936606407166","0.7321593165397644","0.7321593165397644","0.7321593165397644","0.9705778360366821","0.9705778360366821","0.9705778360366821","0.9769756197929382","0.9769756197929382","0.9769756197929382","0.8699082136154175","0.8699082136154175","0.8699082136154175","0.7355830073356628","0.7355830073356628","0.7355830073356628"
"146","0.5534368753433228","0.5534368753433228","0.5534368753433228","0.45873451232910156","0.45873451232910156","0.45873451232910156","0.7419392466545105","0.7419392466545105","0.7419392466545105","0.9874817728996277","0.9874817728996277","0.9874817728996277","0.9902130961418152","0.9902130961418152","0.9902130961418152","0.8675333261489868","0.8675333261489868","0.8675333261489868","0.7993910312652588","0.7993910312652588","0.7993910312652588"
"148","0.5561589598655701","0.5561589598655701","0.5561589598655701","0.4815756678581238","0.4815756678581238","0.4815756678581238","0.7088629603385925","0.7088629603385925","0.7088629603385925","0.9530724883079529","0.9530724883079529","0.9530724883079529","0.9174849390983582","0.9174849390983582","0.9174849390983582","0.8694785833358765","0.8694785833358765","0.8694785833358765","0.8313507437705994","0.8313507437705994","0.8313507437705994"
"150","0.5321008563041687","0.5321008563041687","0.5321008563041687","0.5430004596710205","0.5430004596710205","0.5430004596710205","0.6947051286697388","0.6947051286697388","0.6947051286697388","0.9706191420555115","0.9706191420555115","0.9706191420555115","0.9714983701705933","0.9714983701705933","0.9714983701705933","0.8466612100601196","0.8466612100601196","0.8466612100601196","0.7918004393577576","0.7918004393577576","0.7918004393577576"
"152","0.5624246597290039","0.5624246597290039","0.5624246597290039","0.5603855848312378","0.5603855848312378","0.5603855848312378","0.7233614921569824","0.7233614921569824","0.7233614921569824","0.902963399887085","0.902963399887085","0.902963399887085","0.8025388717651367","0.8025388717651367","0.8025388717651367","0.8267714977264404","0.8267714977264404","0.8267714977264404","0.7265681624412537","0.7265681624412537","0.7265681624412537"
"154","0.585995078086853","0.585995078086853","0.585995078086853","0.576235294342041","0.576235294342041","0.576235294342041","0.709902286529541","0.709902286529541","0.709902286529541","0.9083654284477234","0.9083654284477234","0.9083654284477234","0.8700620532035828","0.8700620532035828","0.8700620532035828","0.8041755557060242","0.8041755557060242","0.8041755557060242","0.7853816747665405","0.7853816747665405","0.7853816747665405"
"156","0.5571279525756836","0.5571279525756836","0.5571279525756836","0.5586631298065186","0.5586631298065186","0.5586631298065186","0.7289975881576538","0.7289975881576538","0.7289975881576538","0.9165489077568054","0.9165489077568054","0.9165489077568054","0.8707540035247803","0.8707540035247803","0.8707540035247803","0.866599440574646","0.866599440574646","0.866599440574646","0.7615083456039429","0.7615083456039429","0.7615083456039429"
"158","0.501514196395874","0.501514196395874","0.501514196395874","0.6440263986587524","0.6440263986587524","0.6440263986587524","0.6929974555969238","0.6929974555969238","0.6929974555969238","0.9007827639579773","0.9007827639579773","0.9007827639579773","0.8398102521896362","0.8398102521896362","0.8398102521896362","0.7945655584335327","0.7945655584335327","0.7945655584335327","0.8027933835983276","0.8027933835983276","0.8027933835983276"
"160","0.6460247039794922","0.6460247039794922","0.6460247039794922","0.5224871635437012","0.5224871635437012","0.5224871635437012","0.7208415269851685","0.7208415269851685","0.7208415269851685","0.9193935394287109","0.9193935394287109","0.9193935394287109","0.9032634496688843","0.9032634496688843","0.9032634496688843","0.8439716100692749","0.8439716100692749","0.8439716100692749","0.7776791453361511","0.7776791453361511","0.7776791453361511"
"162","0.5797944068908691","0.5797944068908691","0.5797944068908691","0.5303821563720703","0.5303821563720703","0.5303821563720703","0.6700603365898132","0.6700603365898132","0.6700603365898132","0.9169497489929199","0.9169497489929199","0.9169497489929199","0.8933116793632507","0.8933116793632507","0.8933116793632507","0.7950387001037598","0.7950387001037598","0.7950387001037598","0.7834574580192566","0.7834574580192566","0.7834574580192566"
"164","0.5606379508972168","0.5606379508972168","0.5606379508972168","0.5288846492767334","0.5288846492767334","0.5288846492767334","0.7254198789596558","0.7254198789596558","0.7254198789596558","0.8932940363883972","0.8932940363883972","0.8932940363883972","0.8372041583061218","0.8372041583061218","0.8372041583061218","0.7833434343338013","0.7833434343338013","0.7833434343338013","0.6616145968437195","0.6616145968437195","0.6616145968437195"
"166","0.5008443593978882","0.5008443593978882","0.5008443593978882","0.4390178620815277","0.4390178620815277","0.4390178620815277","0.6901696920394897","0.6901696920394897","0.6901696920394897","0.9617123603820801","0.9617123603820801","0.9617123603820801","0.9144441485404968","0.9144441485404968","0.9144441485404968","0.8187915086746216","0.8187915086746216","0.8187915086746216","0.78363436460495","0.78363436460495","0.78363436460495"
"168","0.5844243168830872","0.5844243168830872","0.5844243168830872","0.5875182151794434","0.5875182151794434","0.5875182151794434","0.7128790616989136","0.7128790616989136","0.7128790616989136","0.9884363412857056","0.9884363412857056","0.9884363412857056","0.9917402267456055","0.9917402267456055","0.9917402267456055","0.9462389349937439","0.9462389349937439","0.9462389349937439","0.8520051836967468","0.8520051836967468","0.8520051836967468"
"170","0.5891963243484497","0.5891963243484497","0.5891963243484497","0.6511274576187134","0.6511274576187134","0.6511274576187134","0.5993546843528748","0.5993546843528748","0.5993546843528748","0.986890435218811","0.986890435218811","0.986890435218811","0.9258089065551758","0.9258089065551758","0.9258089065551758","0.8378052711486816","0.8378052711486816","0.8378052711486816","0.8767521381378174","0.8767521381378174","0.8767521381378174"
"172","0.5837085247039795","0.5837085247039795","0.5837085247039795","0.5925811529159546","0.5925811529159546","0.5925811529159546","0.7220810651779175","0.7220810651779175","0.7220810651779175","0.9462229609489441","0.9462229609489441","0.9462229609489441","0.8891887664794922","0.8891887664794922","0.8891887664794922","0.8762754797935486","0.8762754797935486","0.8762754797935486","0.7708133459091187","0.7708133459091187","0.7708133459091187"
"174","0.6729404330253601","0.6729404330253601","0.6729404330253601","0.6356019973754883","0.6356019973754883","0.6356019973754883","0.8267471194267273","0.8267471194267273","0.8267471194267273","0.9406630992889404","0.9406630992889404","0.9406630992889404","0.9506571292877197","0.9506571292877197","0.9506571292877197","0.8586430549621582","0.8586430549621582","0.8586430549621582","0.8204537630081177","0.8204537630081177","0.8204537630081177"
"176","0.19274035096168518","0.19274035096168518","0.19274035096168518","0.6183589696884155","0.6183589696884155","0.6183589696884155","0.7651242017745972","0.7651242017745972","0.7651242017745972","0.9461774230003357","0.9461774230003357","0.9461774230003357","0.9550603628158569","0.9550603628158569","0.9550603628158569","0.8781956434249878","0.8781956434249878","0.8781956434249878","0.8796863555908203","0.8796863555908203","0.8796863555908203"
"178","0.3156898617744446","0.3156898617744446","0.3156898617744446","0.575287401676178","0.575287401676178","0.575287401676178","0.7541179060935974","0.7541179060935974","0.7541179060935974","0.9710831046104431","0.9710831046104431","0.9710831046104431","0.9353797435760498","0.9353797435760498","0.9353797435760498","0.9182319045066833","0.9182319045066833","0.9182319045066833","0.8882188200950623","0.8882188200950623","0.8882188200950623"
"180","0.3475535809993744","0.3475535809993744","0.3475535809993744","0.6891940832138062","0.6891940832138062","0.6891940832138062","0.7373099327087402","0.7373099327087402","0.7373099327087402","0.9428150653839111","0.9428150653839111","0.9428150653839111","0.9003453254699707","0.9003453254699707","0.9003453254699707","0.8647782802581787","0.8647782802581787","0.8647782802581787","0.7983934283256531","0.7983934283256531","0.7983934283256531"
"182","0.3765406012535095","0.3765406012535095","0.3765406012535095","0.6190940141677856","0.6190940141677856","0.6190940141677856","0.7602109909057617","0.7602109909057617","0.7602109909057617","0.9567708373069763","0.9567708373069763","0.9567708373069763","0.9569720029830933","0.9569720029830933","0.9569720029830933","0.8972923159599304","0.8972923159599304","0.8972923159599304","0.8265889883041382","0.8265889883041382","0.8265889883041382"
"184","0.39461907744407654","0.39461907744407654","0.39461907744407654","0.6354051828384399","0.6354051828384399","0.6354051828384399","0.710494875907898","0.710494875907898","0.710494875907898","0.9299668073654175","0.9299668073654175","0.9299668073654175","0.9228739738464355","0.9228739738464355","0.9228739738464355","0.8077346682548523","0.8077346682548523","0.8077346682548523","0.8365035057067871","0.8365035057067871","0.8365035057067871"
"186","0.42747148871421814","0.42747148871421814","0.42747148871421814","0.6009805202484131","0.6009805202484131","0.6009805202484131","0.8038468360900879","0.8038468360900879","0.8038468360900879","0.957009494304657","0.957009494304657","0.957009494304657","0.9163458347320557","0.9163458347320557","0.9163458347320557","0.8943753242492676","0.8943753242492676","0.8943753242492676","0.8491414785385132","0.8491414785385132","0.8491414785385132"
"188","0.38376376032829285","0.38376376032829285","0.38376376032829285","0.7342915534973145","0.7342915534973145","0.7342915534973145","0.8115792274475098","0.8115792274475098","0.8115792274475098","0.923923671245575","0.923923671245575","0.923923671245575","0.8831827044487","0.8831827044487","0.8831827044487","0.886497437953949","0.886497437953949","0.886497437953949","0.8355259299278259","0.8355259299278259","0.8355259299278259"
"190","0.5072623491287231","0.5072623491287231","0.5072623491287231","0.6507750749588013","0.6507750749588013","0.6507750749588013","0.7515925765037537","0.7515925765037537","0.7515925765037537","0.9542179107666016","0.9542179107666016","0.9542179107666016","0.9196507334709167","0.9196507334709167","0.9196507334709167","0.8325095176696777","0.8325095176696777","0.8325095176696777","0.7812950015068054","0.7812950015068054","0.7812950015068054"
"192","0.49845489859580994","0.49845489859580994","0.49845489859580994","0.608472466468811","0.608472466468811","0.608472466468811","0.7612618207931519","0.7612618207931519","0.7612618207931519","0.9260958433151245","0.9260958433151245","0.9260958433151245","0.9045089483261108","0.9045089483261108","0.9045089483261108","0.8268194198608398","0.8268194198608398","0.8268194198608398","0.8080090284347534","0.8080090284347534","0.8080090284347534"
"194","0.4615509510040283","0.4615509510040283","0.4615509510040283","0.6182301044464111","0.6182301044464111","0.6182301044464111","0.7616333365440369","0.7616333365440369","0.7616333365440369","0.9666492342948914","0.9666492342948914","0.9666492342948914","0.9420375227928162","0.9420375227928162","0.9420375227928162","0.931272029876709","0.931272029876709","0.931272029876709","0.8346652984619141","0.8346652984619141","0.8346652984619141"
"196","0.4578849673271179","0.4578849673271179","0.4578849673271179","0.6364029049873352","0.6364029049873352","0.6364029049873352","0.7941455841064453","0.7941455841064453","0.7941455841064453","0.8004714846611023","0.8004714846611023","0.8004714846611023","0.8074300289154053","0.8074300289154053","0.8074300289154053","0.7489217519760132","0.7489217519760132","0.7489217519760132","0.8339051008224487","0.8339051008224487","0.8339051008224487"
"198","0.44872307777404785","0.44872307777404785","0.44872307777404785","0.6018674373626709","0.6018674373626709","0.6018674373626709","0.7222491502761841","0.7222491502761841","0.7222491502761841","0.9959537982940674","0.9959537982940674","0.9959537982940674","0.9493275880813599","0.9493275880813599","0.9493275880813599","0.8812750577926636","0.8812750577926636","0.8812750577926636","0.8511193990707397","0.8511193990707397","0.8511193990707397"
"200","0.5223463773727417","0.5223463773727417","0.5223463773727417","0.599822998046875","0.599822998046875","0.599822998046875","0.6873055696487427","0.6873055696487427","0.6873055696487427","0.9745221138000488","0.9745221138000488","0.9745221138000488","0.9618613123893738","0.9618613123893738","0.9618613123893738","0.8123083114624023","0.8123083114624023","0.8123083114624023","0.8597579002380371","0.8597579002380371","0.8597579002380371"
"202","0.5344929099082947","0.5344929099082947","0.5344929099082947","0.6391144394874573","0.6391144394874573","0.6391144394874573","0.8509806990623474","0.8509806990623474","0.8509806990623474","0.9717655181884766","0.9717655181884766","0.9717655181884766","0.9354619383811951","0.9354619383811951","0.9354619383811951","0.8452844619750977","0.8452844619750977","0.8452844619750977","0.7564732432365417","0.7564732432365417","0.7564732432365417"
"204","0.51206374168396","0.51206374168396","0.51206374168396","0.7169389724731445","0.7169389724731445","0.7169389724731445","0.6899063587188721","0.6899063587188721","0.6899063587188721","0.9387621879577637","0.9387621879577637","0.9387621879577637","0.9517247676849365","0.9517247676849365","0.9517247676849365","0.7468657493591309","0.7468657493591309","0.7468657493591309","0.80291748046875","0.80291748046875","0.80291748046875"
"206","0.4146617352962494","0.4146617352962494","0.4146617352962494","0.5674761533737183","0.5674761533737183","0.5674761533737183","0.8369247317314148","0.8369247317314148","0.8369247317314148","0.963943362236023","0.963943362236023","0.963943362236023","0.9334295988082886","0.9334295988082886","0.9334295988082886","0.8746275901794434","0.8746275901794434","0.8746275901794434","0.8512313365936279","0.8512313365936279","0.8512313365936279"
"208","0.6023226976394653","0.6023226976394653","0.6023226976394653","0.6894359588623047","0.6894359588623047","0.6894359588623047","0.7330077886581421","0.7330077886581421","0.7330077886581421","0.9599494934082031","0.9599494934082031","0.9599494934082031","0.9445003271102905","0.9445003271102905","0.9445003271102905","0.8889484405517578","0.8889484405517578","0.8889484405517578","0.8915514349937439","0.8915514349937439","0.8915514349937439"
"210","0.47721073031425476","0.47721073031425476","0.47721073031425476","0.7099536657333374","0.7099536657333374","0.7099536657333374","0.7196303606033325","0.7196303606033325","0.7196303606033325","0.9794861078262329","0.9794861078262329","0.9794861078262329","0.9696556925773621","0.9696556925773621","0.9696556925773621","0.8496999144554138","0.8496999144554138","0.8496999144554138","0.8801018595695496","0.8801018595695496","0.8801018595695496"
"212","0.38281840085983276","0.38281840085983276","0.38281840085983276","0.7091838121414185","0.7091838121414185","0.7091838121414185","0.7452186346054077","0.7452186346054077","0.7452186346054077","0.9365535974502563","0.9365535974502563","0.9365535974502563","0.8956782817840576","0.8956782817840576","0.8956782817840576","0.8478658199310303","0.8478658199310303","0.8478658199310303","0.7504242658615112","0.7504242658615112","0.7504242658615112"
"214","0.4107910096645355","0.4107910096645355","0.4107910096645355","0.7115215063095093","0.7115215063095093","0.7115215063095093","0.7593817710876465","0.7593817710876465","0.7593817710876465","0.950356125831604","0.950356125831604","0.950356125831604","0.9586812257766724","0.9586812257766724","0.9586812257766724","0.8355004787445068","0.8355004787445068","0.8355004787445068","0.8444662094116211","0.8444662094116211","0.8444662094116211"
"216","0.5074522495269775","0.5074522495269775","0.5074522495269775","0.8095226287841797","0.8095226287841797","0.8095226287841797","0.6810721755027771","0.6810721755027771","0.6810721755027771","0.9869449138641357","0.9869449138641357","0.9869449138641357","0.9582743048667908","0.9582743048667908","0.9582743048667908","0.8709723353385925","0.8709723353385925","0.8709723353385925","0.7474650740623474","0.7474650740623474","0.7474650740623474"
"218","0.5793544054031372","0.5793544054031372","0.5793544054031372","0.6552466750144958","0.6552466750144958","0.6552466750144958","0.6970994472503662","0.6970994472503662","0.6970994472503662","0.9358325004577637","0.9358325004577637","0.9358325004577637","0.8687700033187866","0.8687700033187866","0.8687700033187866","0.8954035043716431","0.8954035043716431","0.8954035043716431","0.8355731964111328","0.8355731964111328","0.8355731964111328"
"220","0.5738426446914673","0.5738426446914673","0.5738426446914673","0.6797401309013367","0.6797401309013367","0.6797401309013367","0.8087859153747559","0.8087859153747559","0.8087859153747559","0.9295980334281921","0.9295980334281921","0.9295980334281921","0.9087302088737488","0.9087302088737488","0.9087302088737488","0.8800653219223022","0.8800653219223022","0.8800653219223022","0.8699290156364441","0.8699290156364441","0.8699290156364441"
"222","0.6159704923629761","0.6159704923629761","0.6159704923629761","0.6360167860984802","0.6360167860984802","0.6360167860984802","0.829984188079834","0.829984188079834","0.829984188079834","0.9619694948196411","0.9619694948196411","0.9619694948196411","0.9065505266189575","0.9065505266189575","0.9065505266189575","0.8988900184631348","0.8988900184631348","0.8988900184631348","0.7826446294784546","0.7826446294784546","0.7826446294784546"
"224","0.6412533521652222","0.6412533521652222","0.6412533521652222","0.6839545965194702","0.6839545965194702","0.6839545965194702","0.7722153067588806","0.7722153067588806","0.7722153067588806","0.9704468250274658","0.9704468250274658","0.9704468250274658","0.9656037092208862","0.9656037092208862","0.9656037092208862","0.8549247980117798","0.8549247980117798","0.8549247980117798","0.8240670561790466","0.8240670561790466","0.8240670561790466"
"226","0.5679160356521606","0.5679160356521606","0.5679160356521606","0.6277856826782227","0.6277856826782227","0.6277856826782227","0.6784356832504272","0.6784356832504272","0.6784356832504272","0.873182475566864","0.873182475566864","0.873182475566864","0.8798012137413025","0.8798012137413025","0.8798012137413025","0.8387885093688965","0.8387885093688965","0.8387885093688965","0.838381290435791","0.838381290435791","0.838381290435791"
"228","0.6542637348175049","0.6542637348175049","0.6542637348175049","0.7268450260162354","0.7268450260162354","0.7268450260162354","0.7713068723678589","0.7713068723678589","0.7713068723678589","0.9405019283294678","0.9405019283294678","0.9405019283294678","0.9334722757339478","0.9334722757339478","0.9334722757339478","0.9218614101409912","0.9218614101409912","0.9218614101409912","0.8470292091369629","0.8470292091369629","0.8470292091369629"
"230","0.5782784819602966","0.5782784819602966","0.5782784819602966","0.7431870698928833","0.7431870698928833","0.7431870698928833","0.760701060295105","0.760701060295105","0.760701060295105","0.9792448282241821","0.9792448282241821","0.9792448282241821","0.9653713703155518","0.9653713703155518","0.9653713703155518","0.8330169916152954","0.8330169916152954","0.8330169916152954","0.8639059066772461","0.8639059066772461","0.8639059066772461"
