"Step","VOWELS_FILTER_b40_DUAL_bs16 - divergence_positive_s","VOWELS_FILTER_b40_DUAL_bs16 - divergence_positive_s__MIN","VOWELS_FILTER_b40_DUAL_bs16 - divergence_positive_s__MAX","VOWELS_FILTER_b20_DUAL_bs16 - divergence_positive_s","VOWELS_FILTER_b20_DUAL_bs16 - divergence_positive_s__MIN","VOWELS_FILTER_b20_DUAL_bs16 - divergence_positive_s__MAX","VOWELS_FILTER_b10_DUAL_bs16 - divergence_positive_s","VOWELS_FILTER_b10_DUAL_bs16 - divergence_positive_s__MIN","VOWELS_FILTER_b10_DUAL_bs16 - divergence_positive_s__MAX","VOWELS_FILTER_b0_DUAL_bs16 - divergence_positive_s","VOWELS_FILTER_b0_DUAL_bs16 - divergence_positive_s__MIN","VOWELS_FILTER_b0_DUAL_bs16 - divergence_positive_s__MAX","VOWELS_FILTER_b0.1_DUAL_bs16 - divergence_positive_s","VOWELS_FILTER_b0.1_DUAL_bs16 - divergence_positive_s__MIN","VOWELS_FILTER_b0.1_DUAL_bs16 - divergence_positive_s__MAX","VOWELS_FILTER_b1_DUAL_bs16 - divergence_positive_s","VOWELS_FILTER_b1_DUAL_bs16 - divergence_positive_s__MIN","VOWELS_FILTER_b1_DUAL_bs16 - divergence_positive_s__MAX","VOWELS_FILTER_B5_DEFAULTS_DUAL_bs16 - divergence_positive_s","VOWELS_FILTER_B5_DEFAULTS_DUAL_bs16 - divergence_positive_s__MIN","VOWELS_FILTER_B5_DEFAULTS_DUAL_bs16 - divergence_positive_s__MAX"
"126","0.02869379334151745","0.02869379334151745","0.02869379334151745","0.08538510650396347","0.08538510650396347","0.08538510650396347","0.11631374061107635","0.11631374061107635","0.11631374061107635","0.3196793794631958","0.3196793794631958","0.3196793794631958","0.31491175293922424","0.31491175293922424","0.31491175293922424","0.2591480016708374","0.2591480016708374","0.2591480016708374","0.13499990105628967","0.13499990105628967","0.13499990105628967"
"128","0.03794009983539581","0.03794009983539581","0.03794009983539581","0.09747623652219772","0.09747623652219772","0.09747623652219772","0.12445174157619476","0.12445174157619476","0.12445174157619476","0.3157423734664917","0.3157423734664917","0.3157423734664917","0.31398263573646545","0.31398263573646545","0.31398263573646545","0.2596922516822815","0.2596922516822815","0.2596922516822815","0.14800915122032166","0.14800915122032166","0.14800915122032166"
"130","0.03972836583852768","0.03972836583852768","0.03972836583852768","0.10178069770336151","0.10178069770336151","0.10178069770336151","0.1295659989118576","0.1295659989118576","0.1295659989118576","0.32497847080230713","0.32497847080230713","0.32497847080230713","0.3174366056919098","0.3174366056919098","0.3174366056919098","0.26587527990341187","0.26587527990341187","0.26587527990341187","0.15277723968029022","0.15277723968029022","0.15277723968029022"
"132","0.04041885957121849","0.04041885957121849","0.04041885957121849","0.09949004650115967","0.09949004650115967","0.09949004650115967","0.1249207854270935","0.1249207854270935","0.1249207854270935","0.3220471143722534","0.3220471143722534","0.3220471143722534","0.31780481338500977","0.31780481338500977","0.31780481338500977","0.2602140009403229","0.2602140009403229","0.2602140009403229","0.1443740874528885","0.1443740874528885","0.1443740874528885"
"134","0.044629402458667755","0.044629402458667755","0.044629402458667755","0.10179346054792404","0.10179346054792404","0.10179346054792404","0.12359274923801422","0.12359274923801422","0.12359274923801422","0.3202788233757019","0.3202788233757019","0.3202788233757019","0.3183366656303406","0.3183366656303406","0.3183366656303406","0.2662210166454315","0.2662210166454315","0.2662210166454315","0.1498742401599884","0.1498742401599884","0.1498742401599884"
"136","0.04757676273584366","0.04757676273584366","0.04757676273584366","0.10880931466817856","0.10880931466817856","0.10880931466817856","0.13244003057479858","0.13244003057479858","0.13244003057479858","0.3210184872150421","0.3210184872150421","0.3210184872150421","0.3141430616378784","0.3141430616378784","0.3141430616378784","0.267864465713501","0.267864465713501","0.267864465713501","0.1603209376335144","0.1603209376335144","0.1603209376335144"
"138","0.04699087142944336","0.04699087142944336","0.04699087142944336","0.10274185240268707","0.10274185240268707","0.10274185240268707","0.13012778759002686","0.13012778759002686","0.13012778759002686","0.3218068480491638","0.3218068480491638","0.3218068480491638","0.3192804455757141","0.3192804455757141","0.3192804455757141","0.2683413028717041","0.2683413028717041","0.2683413028717041","0.15253418684005737","0.15253418684005737","0.15253418684005737"
"140","0.05238712579011917","0.05238712579011917","0.05238712579011917","0.11189745366573334","0.11189745366573334","0.11189745366573334","0.13866658508777618","0.13866658508777618","0.13866658508777618","0.32054603099823","0.32054603099823","0.32054603099823","0.31687992811203003","0.31687992811203003","0.31687992811203003","0.2662753462791443","0.2662753462791443","0.2662753462791443","0.16108545660972595","0.16108545660972595","0.16108545660972595"
"142","0.04973108693957329","0.04973108693957329","0.04973108693957329","0.1083570346236229","0.1083570346236229","0.1083570346236229","0.13193807005882263","0.13193807005882263","0.13193807005882263","0.3238131105899811","0.3238131105899811","0.3238131105899811","0.3181760311126709","0.3181760311126709","0.3181760311126709","0.26961642503738403","0.26961642503738403","0.26961642503738403","0.1501089632511139","0.1501089632511139","0.1501089632511139"
"144","0.05401621013879776","0.05401621013879776","0.05401621013879776","0.10304879397153854","0.10304879397153854","0.10304879397153854","0.132777139544487","0.132777139544487","0.132777139544487","0.32313740253448486","0.32313740253448486","0.32313740253448486","0.31743571162223816","0.31743571162223816","0.31743571162223816","0.27474772930145264","0.27474772930145264","0.27474772930145264","0.15362605452537537","0.15362605452537537","0.15362605452537537"
"146","0.05837308615446091","0.05837308615446091","0.05837308615446091","0.11556309461593628","0.11556309461593628","0.11556309461593628","0.1374203860759735","0.1374203860759735","0.1374203860759735","0.32806599140167236","0.32806599140167236","0.32806599140167236","0.32512885332107544","0.32512885332107544","0.32512885332107544","0.27775734663009644","0.27775734663009644","0.27775734663009644","0.15849900245666504","0.15849900245666504","0.15849900245666504"
"148","0.054401248693466187","0.054401248693466187","0.054401248693466187","0.1062588319182396","0.1062588319182396","0.1062588319182396","0.13351735472679138","0.13351735472679138","0.13351735472679138","0.3206132650375366","0.3206132650375366","0.3206132650375366","0.31480154395103455","0.31480154395103455","0.31480154395103455","0.2684118151664734","0.2684118151664734","0.2684118151664734","0.15227991342544556","0.15227991342544556","0.15227991342544556"
"150","0.06406926363706589","0.06406926363706589","0.06406926363706589","0.11221615970134735","0.11221615970134735","0.11221615970134735","0.13505125045776367","0.13505125045776367","0.13505125045776367","0.3296841084957123","0.3296841084957123","0.3296841084957123","0.3232007622718811","0.3232007622718811","0.3232007622718811","0.2765997648239136","0.2765997648239136","0.2765997648239136","0.1594904065132141","0.1594904065132141","0.1594904065132141"
"152","0.06812569499015808","0.06812569499015808","0.06812569499015808","0.11634071171283722","0.11634071171283722","0.11634071171283722","0.14110751450061798","0.14110751450061798","0.14110751450061798","0.3212476968765259","0.3212476968765259","0.3212476968765259","0.3190334141254425","0.3190334141254425","0.3190334141254425","0.2808547616004944","0.2808547616004944","0.2808547616004944","0.1623767465353012","0.1623767465353012","0.1623767465353012"
"154","0.06768203526735306","0.06768203526735306","0.06768203526735306","0.11838509887456894","0.11838509887456894","0.11838509887456894","0.13960249722003937","0.13960249722003937","0.13960249722003937","0.31984421610832214","0.31984421610832214","0.31984421610832214","0.3130858242511749","0.3130858242511749","0.3130858242511749","0.2648650109767914","0.2648650109767914","0.2648650109767914","0.11706344783306122","0.11706344783306122","0.11706344783306122"
"156","0.07447643578052521","0.07447643578052521","0.07447643578052521","0.11596610397100449","0.11596610397100449","0.11596610397100449","0.13375332951545715","0.13375332951545715","0.13375332951545715","0.3252367675304413","0.3252367675304413","0.3252367675304413","0.3210643231868744","0.3210643231868744","0.3210643231868744","0.2731574773788452","0.2731574773788452","0.2731574773788452","0.16047541797161102","0.16047541797161102","0.16047541797161102"
"158","0.07261112332344055","0.07261112332344055","0.07261112332344055","0.11721605062484741","0.11721605062484741","0.11721605062484741","0.13669222593307495","0.13669222593307495","0.13669222593307495","0.3195289671421051","0.3195289671421051","0.3195289671421051","0.31518983840942383","0.31518983840942383","0.31518983840942383","0.2744715213775635","0.2744715213775635","0.2744715213775635","0.16011792421340942","0.16011792421340942","0.16011792421340942"
"160","0.08051981776952744","0.08051981776952744","0.08051981776952744","0.11984489858150482","0.11984489858150482","0.11984489858150482","0.13847361505031586","0.13847361505031586","0.13847361505031586","0.31929004192352295","0.31929004192352295","0.31929004192352295","0.31700706481933594","0.31700706481933594","0.31700706481933594","0.2813534736633301","0.2813534736633301","0.2813534736633301","0.1625368297100067","0.1625368297100067","0.1625368297100067"
"162","0.081119105219841","0.081119105219841","0.081119105219841","0.11923142522573471","0.11923142522573471","0.11923142522573471","0.14139613509178162","0.14139613509178162","0.14139613509178162","0.3233621120452881","0.3233621120452881","0.3233621120452881","0.3245520293712616","0.3245520293712616","0.3245520293712616","0.28718602657318115","0.28718602657318115","0.28718602657318115","0.1665159910917282","0.1665159910917282","0.1665159910917282"
"164","0.09012451022863388","0.09012451022863388","0.09012451022863388","0.12654876708984375","0.12654876708984375","0.12654876708984375","0.14246851205825806","0.14246851205825806","0.14246851205825806","0.3201506733894348","0.3201506733894348","0.3201506733894348","0.31981992721557617","0.31981992721557617","0.31981992721557617","0.2823775112628937","0.2823775112628937","0.2823775112628937","0.1723211258649826","0.1723211258649826","0.1723211258649826"
"166","0.08947553485631943","0.08947553485631943","0.08947553485631943","0.1270398497581482","0.1270398497581482","0.1270398497581482","0.14715354144573212","0.14715354144573212","0.14715354144573212","0.32198697328567505","0.32198697328567505","0.32198697328567505","0.3196401000022888","0.3196401000022888","0.3196401000022888","0.2838518023490906","0.2838518023490906","0.2838518023490906","0.17976254224777222","0.17976254224777222","0.17976254224777222"
"168","0.0886160358786583","0.0886160358786583","0.0886160358786583","0.12154503166675568","0.12154503166675568","0.12154503166675568","0.14316336810588837","0.14316336810588837","0.14316336810588837","0.3226301670074463","0.3226301670074463","0.3226301670074463","0.32280588150024414","0.32280588150024414","0.32280588150024414","0.2875247895717621","0.2875247895717621","0.2875247895717621","0.17054663598537445","0.17054663598537445","0.17054663598537445"
"170","0.09896685183048248","0.09896685183048248","0.09896685183048248","0.1277294158935547","0.1277294158935547","0.1277294158935547","0.14650103449821472","0.14650103449821472","0.14650103449821472","0.3182717561721802","0.3182717561721802","0.3182717561721802","0.3183690905570984","0.3183690905570984","0.3183690905570984","0.29033413529396057","0.29033413529396057","0.29033413529396057","0.17823639512062073","0.17823639512062073","0.17823639512062073"
"172","0.10121473670005798","0.10121473670005798","0.10121473670005798","0.13364797830581665","0.13364797830581665","0.13364797830581665","0.1517394334077835","0.1517394334077835","0.1517394334077835","0.3202565014362335","0.3202565014362335","0.3202565014362335","0.3185240626335144","0.3185240626335144","0.3185240626335144","0.28626298904418945","0.28626298904418945","0.28626298904418945","0.18951955437660217","0.18951955437660217","0.18951955437660217"
"174","0.10289798676967621","0.10289798676967621","0.10289798676967621","0.13191786408424377","0.13191786408424377","0.13191786408424377","0.14781540632247925","0.14781540632247925","0.14781540632247925","0.3192516267299652","0.3192516267299652","0.3192516267299652","0.31798431277275085","0.31798431277275085","0.31798431277275085","0.28917598724365234","0.28917598724365234","0.28917598724365234","0.18039417266845703","0.18039417266845703","0.18039417266845703"
"176","0.09997396171092987","0.09997396171092987","0.09997396171092987","0.13233301043510437","0.13233301043510437","0.13233301043510437","0.15225563943386078","0.15225563943386078","0.15225563943386078","0.32425805926322937","0.32425805926322937","0.32425805926322937","0.32037776708602905","0.32037776708602905","0.32037776708602905","0.2766616940498352","0.2766616940498352","0.2766616940498352","0.18832866847515106","0.18832866847515106","0.18832866847515106"
"178","0.10727732628583908","0.10727732628583908","0.10727732628583908","0.13380298018455505","0.13380298018455505","0.13380298018455505","0.15469159185886383","0.15469159185886383","0.15469159185886383","0.32515889406204224","0.32515889406204224","0.32515889406204224","0.32243335247039795","0.32243335247039795","0.32243335247039795","0.2844116687774658","0.2844116687774658","0.2844116687774658","0.18681156635284424","0.18681156635284424","0.18681156635284424"
"180","0.11304396390914917","0.11304396390914917","0.11304396390914917","0.13638518750667572","0.13638518750667572","0.13638518750667572","0.15129128098487854","0.15129128098487854","0.15129128098487854","0.3235868513584137","0.3235868513584137","0.3235868513584137","0.32069656252861023","0.32069656252861023","0.32069656252861023","0.285280704498291","0.285280704498291","0.285280704498291","0.18828114867210388","0.18828114867210388","0.18828114867210388"
"182","0.11282968521118164","0.11282968521118164","0.11282968521118164","0.13641715049743652","0.13641715049743652","0.13641715049743652","0.1526009887456894","0.1526009887456894","0.1526009887456894","0.3222866654396057","0.3222866654396057","0.3222866654396057","0.3191417157649994","0.3191417157649994","0.3191417157649994","0.2863331139087677","0.2863331139087677","0.2863331139087677","0.19148235023021698","0.19148235023021698","0.19148235023021698"
"184","0.11631464213132858","0.11631464213132858","0.11631464213132858","0.13696029782295227","0.13696029782295227","0.13696029782295227","0.14997515082359314","0.14997515082359314","0.14997515082359314","0.3236674964427948","0.3236674964427948","0.3236674964427948","0.3173287510871887","0.3173287510871887","0.3173287510871887","0.2819424867630005","0.2819424867630005","0.2819424867630005","0.19055597484111786","0.19055597484111786","0.19055597484111786"
"186","0.11721357703208923","0.11721357703208923","0.11721357703208923","0.13808713853359222","0.13808713853359222","0.13808713853359222","0.15268230438232422","0.15268230438232422","0.15268230438232422","0.3207945227622986","0.3207945227622986","0.3207945227622986","0.31604623794555664","0.31604623794555664","0.31604623794555664","0.28283625841140747","0.28283625841140747","0.28283625841140747","0.1967325657606125","0.1967325657606125","0.1967325657606125"
"188","0.12306173145771027","0.12306173145771027","0.12306173145771027","0.13996434211730957","0.13996434211730957","0.13996434211730957","0.15217718482017517","0.15217718482017517","0.15217718482017517","0.32493460178375244","0.32493460178375244","0.32493460178375244","0.32049262523651123","0.32049262523651123","0.32049262523651123","0.2901279926300049","0.2901279926300049","0.2901279926300049","0.2026468813419342","0.2026468813419342","0.2026468813419342"
"190","0.12786982953548431","0.12786982953548431","0.12786982953548431","0.1498492956161499","0.1498492956161499","0.1498492956161499","0.16352516412734985","0.16352516412734985","0.16352516412734985","0.3225735127925873","0.3225735127925873","0.3225735127925873","0.3190675377845764","0.3190675377845764","0.3190675377845764","0.28323543071746826","0.28323543071746826","0.28323543071746826","0.21384261548519135","0.21384261548519135","0.21384261548519135"
"192","0.11983659863471985","0.11983659863471985","0.11983659863471985","0.13265499472618103","0.13265499472618103","0.13265499472618103","0.1502399891614914","0.1502399891614914","0.1502399891614914","0.331198126077652","0.331198126077652","0.331198126077652","0.32731926441192627","0.32731926441192627","0.32731926441192627","0.2787306606769562","0.2787306606769562","0.2787306606769562","0.18732747435569763","0.18732747435569763","0.18732747435569763"
"194","0.13435906171798706","0.13435906171798706","0.13435906171798706","0.1477946788072586","0.1477946788072586","0.1477946788072586","0.1606646478176117","0.1606646478176117","0.1606646478176117","0.3243734836578369","0.3243734836578369","0.3243734836578369","0.32385382056236267","0.32385382056236267","0.32385382056236267","0.29633408784866333","0.29633408784866333","0.29633408784866333","0.2144443690776825","0.2144443690776825","0.2144443690776825"
"196","0.12337729334831238","0.12337729334831238","0.12337729334831238","0.140908345580101","0.140908345580101","0.140908345580101","0.15139850974082947","0.15139850974082947","0.15139850974082947","0.32168495655059814","0.32168495655059814","0.32168495655059814","0.3209826350212097","0.3209826350212097","0.3209826350212097","0.2813257575035095","0.2813257575035095","0.2813257575035095","0.1992788165807724","0.1992788165807724","0.1992788165807724"
"198","0.12088735401630402","0.12088735401630402","0.12088735401630402","0.13062722980976105","0.13062722980976105","0.13062722980976105","0.15522867441177368","0.15522867441177368","0.15522867441177368","0.33140018582344055","0.33140018582344055","0.33140018582344055","0.3315901756286621","0.3315901756286621","0.3315901756286621","0.2738606929779053","0.2738606929779053","0.2738606929779053","0.19439440965652466","0.19439440965652466","0.19439440965652466"
"200","0.14319321513175964","0.14319321513175964","0.14319321513175964","0.1538541615009308","0.1538541615009308","0.1538541615009308","0.16802972555160522","0.16802972555160522","0.16802972555160522","0.31913700699806213","0.31913700699806213","0.31913700699806213","0.3187072277069092","0.3187072277069092","0.3187072277069092","0.291454553604126","0.291454553604126","0.291454553604126","0.2286776602268219","0.2286776602268219","0.2286776602268219"
"202","0.14730532467365265","0.14730532467365265","0.14730532467365265","0.15538108348846436","0.15538108348846436","0.15538108348846436","0.1669527292251587","0.1669527292251587","0.1669527292251587","0.32085320353507996","0.32085320353507996","0.32085320353507996","0.32102352380752563","0.32102352380752563","0.32102352380752563","0.29380473494529724","0.29380473494529724","0.29380473494529724","0.22961418330669403","0.22961418330669403","0.22961418330669403"
"204","0.1408883035182953","0.1408883035182953","0.1408883035182953","0.15040750801563263","0.15040750801563263","0.15040750801563263","0.16115039587020874","0.16115039587020874","0.16115039587020874","0.3226088881492615","0.3226088881492615","0.3226088881492615","0.32242894172668457","0.32242894172668457","0.32242894172668457","0.284925639629364","0.284925639629364","0.284925639629364","0.21374526619911194","0.21374526619911194","0.21374526619911194"
"206","0.13729582726955414","0.13729582726955414","0.13729582726955414","0.1427881121635437","0.1427881121635437","0.1427881121635437","0.156799778342247","0.156799778342247","0.156799778342247","0.3222781717777252","0.3222781717777252","0.3222781717777252","0.3224945664405823","0.3224945664405823","0.3224945664405823","0.2922593057155609","0.2922593057155609","0.2922593057155609","0.20471487939357758","0.20471487939357758","0.20471487939357758"
"208","0.1419135332107544","0.1419135332107544","0.1419135332107544","0.14778916537761688","0.14778916537761688","0.14778916537761688","0.15790000557899475","0.15790000557899475","0.15790000557899475","0.3322184383869171","0.3322184383869171","0.3322184383869171","0.3283824920654297","0.3283824920654297","0.3283824920654297","0.2934778928756714","0.2934778928756714","0.2934778928756714","0.2113504260778427","0.2113504260778427","0.2113504260778427"
"210","0.15097582340240479","0.15097582340240479","0.15097582340240479","0.156557098031044","0.156557098031044","0.156557098031044","0.16803398728370667","0.16803398728370667","0.16803398728370667","0.32470375299453735","0.32470375299453735","0.32470375299453735","0.32235607504844666","0.32235607504844666","0.32235607504844666","0.300304114818573","0.300304114818573","0.300304114818573","0.22518935799598694","0.22518935799598694","0.22518935799598694"
"212","0.15612207353115082","0.15612207353115082","0.15612207353115082","0.16331738233566284","0.16331738233566284","0.16331738233566284","0.177459716796875","0.177459716796875","0.177459716796875","0.3235969543457031","0.3235969543457031","0.3235969543457031","0.3178110718727112","0.3178110718727112","0.3178110718727112","0.29187366366386414","0.29187366366386414","0.29187366366386414","0.22410935163497925","0.22410935163497925","0.22410935163497925"
"214","0.14659951627254486","0.14659951627254486","0.14659951627254486","0.14927460253238678","0.14927460253238678","0.14927460253238678","0.15991567075252533","0.15991567075252533","0.15991567075252533","0.32190197706222534","0.32190197706222534","0.32190197706222534","0.31996482610702515","0.31996482610702515","0.31996482610702515","0.2943493127822876","0.2943493127822876","0.2943493127822876","0.21206462383270264","0.21206462383270264","0.21206462383270264"
"216","0.14203360676765442","0.14203360676765442","0.14203360676765442","0.14388851821422577","0.14388851821422577","0.14388851821422577","0.16548851132392883","0.16548851132392883","0.16548851132392883","0.3269879221916199","0.3269879221916199","0.3269879221916199","0.3265670835971832","0.3265670835971832","0.3265670835971832","0.2861430048942566","0.2861430048942566","0.2861430048942566","0.1983514428138733","0.1983514428138733","0.1983514428138733"
"218","0.16011464595794678","0.16011464595794678","0.16011464595794678","0.16107307374477386","0.16107307374477386","0.16107307374477386","0.17359352111816406","0.17359352111816406","0.17359352111816406","0.32313939929008484","0.32313939929008484","0.32313939929008484","0.31989985704421997","0.31989985704421997","0.31989985704421997","0.296524316072464","0.296524316072464","0.296524316072464","0.21684449911117554","0.21684449911117554","0.21684449911117554"
"220","0.15942445397377014","0.15942445397377014","0.15942445397377014","0.15934255719184875","0.15934255719184875","0.15934255719184875","0.1717897653579712","0.1717897653579712","0.1717897653579712","0.3209187686443329","0.3209187686443329","0.3209187686443329","0.31816256046295166","0.31816256046295166","0.31816256046295166","0.30051302909851074","0.30051302909851074","0.30051302909851074","0.2189820408821106","0.2189820408821106","0.2189820408821106"
"222","0.15121489763259888","0.15121489763259888","0.15121489763259888","0.14823663234710693","0.14823663234710693","0.14823663234710693","0.16347405314445496","0.16347405314445496","0.16347405314445496","0.32225409150123596","0.32225409150123596","0.32225409150123596","0.32406431436538696","0.32406431436538696","0.32406431436538696","0.29213643074035645","0.29213643074035645","0.29213643074035645","0.22762435674667358","0.22762435674667358","0.22762435674667358"
"224","0.16231957077980042","0.16231957077980042","0.16231957077980042","0.16062939167022705","0.16062939167022705","0.16062939167022705","0.17347364127635956","0.17347364127635956","0.17347364127635956","0.31768447160720825","0.31768447160720825","0.31768447160720825","0.31944021582603455","0.31944021582603455","0.31944021582603455","0.29956120252609253","0.29956120252609253","0.29956120252609253","0.22303709387779236","0.22303709387779236","0.22303709387779236"
"226","0.16175851225852966","0.16175851225852966","0.16175851225852966","0.1641237437725067","0.1641237437725067","0.1641237437725067","0.1776357740163803","0.1776357740163803","0.1776357740163803","0.32450759410858154","0.32450759410858154","0.32450759410858154","0.31914231181144714","0.31914231181144714","0.31914231181144714","0.29330265522003174","0.29330265522003174","0.29330265522003174","0.22067664563655853","0.22067664563655853","0.22067664563655853"
"228","0.15813522040843964","0.15813522040843964","0.15813522040843964","0.15804870426654816","0.15804870426654816","0.15804870426654816","0.1731921136379242","0.1731921136379242","0.1731921136379242","0.3211222290992737","0.3211222290992737","0.3211222290992737","0.3157520294189453","0.3157520294189453","0.3157520294189453","0.2950638234615326","0.2950638234615326","0.2950638234615326","0.2212916612625122","0.2212916612625122","0.2212916612625122"
"230","0.1729121059179306","0.1729121059179306","0.1729121059179306","0.16428111493587494","0.16428111493587494","0.16428111493587494","0.18129679560661316","0.18129679560661316","0.18129679560661316","0.3259128928184509","0.3259128928184509","0.3259128928184509","0.3248937129974365","0.3248937129974365","0.3248937129974365","0.29001885652542114","0.29001885652542114","0.29001885652542114","0.2213895320892334","0.2213895320892334","0.2213895320892334"
