"Step","VOWELS_FILTER_b40_DUAL_bs16 - divergence_positive_s","VOWELS_FILTER_b40_DUAL_bs16 - divergence_positive_s__MIN","VOWELS_FILTER_b40_DUAL_bs16 - divergence_positive_s__MAX","VOWELS_FILTER_b20_DUAL_bs16 - divergence_positive_s","VOWELS_FILTER_b20_DUAL_bs16 - divergence_positive_s__MIN","VOWELS_FILTER_b20_DUAL_bs16 - divergence_positive_s__MAX","VOWELS_FILTER_b10_DUAL_bs16 - divergence_positive_s","VOWELS_FILTER_b10_DUAL_bs16 - divergence_positive_s__MIN","VOWELS_FILTER_b10_DUAL_bs16 - divergence_positive_s__MAX","VOWELS_FILTER_b0_DUAL_bs16 - divergence_positive_s","VOWELS_FILTER_b0_DUAL_bs16 - divergence_positive_s__MIN","VOWELS_FILTER_b0_DUAL_bs16 - divergence_positive_s__MAX","VOWELS_FILTER_b0.1_DUAL_bs16 - divergence_positive_s","VOWELS_FILTER_b0.1_DUAL_bs16 - divergence_positive_s__MIN","VOWELS_FILTER_b0.1_DUAL_bs16 - divergence_positive_s__MAX","VOWELS_FILTER_b1_DUAL_bs16 - divergence_positive_s","VOWELS_FILTER_b1_DUAL_bs16 - divergence_positive_s__MIN","VOWELS_FILTER_b1_DUAL_bs16 - divergence_positive_s__MAX","VOWELS_FILTER_B5_DEFAULTS_DUAL_bs16 - divergence_positive_s","VOWELS_FILTER_B5_DEFAULTS_DUAL_bs16 - divergence_positive_s__MIN","VOWELS_FILTER_B5_DEFAULTS_DUAL_bs16 - divergence_positive_s__MAX"
"20","0.000016678452084306628","0.000016678452084306628","0.000016678452084306628","0.000026926245482172817","0.000026926245482172817","0.000026926245482172817","0.00007827661465853453","0.00007827661465853453","0.00007827661465853453","0.32338109612464905","0.32338109612464905","0.32338109612464905","0.1713092029094696","0.1713092029094696","0.1713092029094696","0.05773336812853813","0.05773336812853813","0.05773336812853813","0.00043218553764745593","0.00043218553764745593","0.00043218553764745593"
"22","0.000012075186532456428","0.000012075186532456428","0.000012075186532456428","0.00002476170993759297","0.00002476170993759297","0.00002476170993759297","0.00010015524458140135","0.00010015524458140135","0.00010015524458140135","0.31844058632850647","0.31844058632850647","0.31844058632850647","0.1765541285276413","0.1765541285276413","0.1765541285276413","0.07790075242519379","0.07790075242519379","0.07790075242519379","0.0007943000528030097","0.0007943000528030097","0.0007943000528030097"
"24","0.000011026119864254724","0.000011026119864254724","0.000011026119864254724","0.00003054098488064483","0.00003054098488064483","0.00003054098488064483","0.0001656348176766187","0.0001656348176766187","0.0001656348176766187","0.3151111602783203","0.3151111602783203","0.3151111602783203","0.21362507343292236","0.21362507343292236","0.21362507343292236","0.10619315505027771","0.10619315505027771","0.10619315505027771","0.0017979716649278998","0.0017979716649278998","0.0017979716649278998"
"26","0.000013526492693927139","0.000013526492693927139","0.000013526492693927139","0.00004368795998743735","0.00004368795998743735","0.00004368795998743735","0.0002909329778049141","0.0002909329778049141","0.0002909329778049141","0.31382426619529724","0.31382426619529724","0.31382426619529724","0.23092292249202728","0.23092292249202728","0.23092292249202728","0.11686176061630249","0.11686176061630249","0.11686176061630249","0.004778202157467604","0.004778202157467604","0.004778202157467604"
"28","0.00001109333970816806","0.00001109333970816806","0.00001109333970816806","0.000046721117541892454","0.000046721117541892454","0.000046721117541892454","0.00040074822027236223","0.00040074822027236223","0.00040074822027236223","0.3223345875740051","0.3223345875740051","0.3223345875740051","0.22744643688201904","0.22744643688201904","0.22744643688201904","0.10959304869174957","0.10959304869174957","0.10959304869174957","0.007265129126608372","0.007265129126608372","0.007265129126608372"
"30","0.000012851992323703598","0.000012851992323703598","0.000012851992323703598","0.0000679017830407247","0.0000679017830407247","0.0000679017830407247","0.0007804540800862014","0.0007804540800862014","0.0007804540800862014","0.31621500849723816","0.31621500849723816","0.31621500849723816","0.24257266521453857","0.24257266521453857","0.24257266521453857","0.12205448746681213","0.12205448746681213","0.12205448746681213","0.013242851942777634","0.013242851942777634","0.013242851942777634"
"32","0.00001513308052381035","0.00001513308052381035","0.00001513308052381035","0.00010653773642843589","0.00010653773642843589","0.00010653773642843589","0.0015046063344925642","0.0015046063344925642","0.0015046063344925642","0.32280057668685913","0.32280057668685913","0.32280057668685913","0.24752163887023926","0.24752163887023926","0.24752163887023926","0.13103395700454712","0.13103395700454712","0.13103395700454712","0.02218969538807869","0.02218969538807869","0.02218969538807869"
"34","0.000023008338757790625","0.000023008338757790625","0.000023008338757790625","0.00021505383483599871","0.00021505383483599871","0.00021505383483599871","0.0036846576258540154","0.0036846576258540154","0.0036846576258540154","0.32159411907196045","0.32159411907196045","0.32159411907196045","0.25356870889663696","0.25356870889663696","0.25356870889663696","0.1343594342470169","0.1343594342470169","0.1343594342470169","0.03585018217563629","0.03585018217563629","0.03585018217563629"
"36","0.0000279914602288045","0.0000279914602288045","0.0000279914602288045","0.0003217569028493017","0.0003217569028493017","0.0003217569028493017","0.004504906013607979","0.004504906013607979","0.004504906013607979","0.3150842785835266","0.3150842785835266","0.3150842785835266","0.24678358435630798","0.24678358435630798","0.24678358435630798","0.12651173770427704","0.12651173770427704","0.12651173770427704","0.0383542999625206","0.0383542999625206","0.0383542999625206"
"38","0.0000397483236156404","0.0000397483236156404","0.0000397483236156404","0.0004717566189356148","0.0004717566189356148","0.0004717566189356148","0.0056382897309958935","0.0056382897309958935","0.0056382897309958935","0.3278736472129822","0.3278736472129822","0.3278736472129822","0.25403571128845215","0.25403571128845215","0.25403571128845215","0.13084937632083893","0.13084937632083893","0.13084937632083893","0.04284707456827164","0.04284707456827164","0.04284707456827164"
"40","0.00005645567944156937","0.00005645567944156937","0.00005645567944156937","0.0007257609977386892","0.0007257609977386892","0.0007257609977386892","0.008020920678973198","0.008020920678973198","0.008020920678973198","0.3175460994243622","0.3175460994243622","0.3175460994243622","0.2526852488517761","0.2526852488517761","0.2526852488517761","0.13237936794757843","0.13237936794757843","0.13237936794757843","0.05376184731721878","0.05376184731721878","0.05376184731721878"
"42","0.00009288660658057779","0.00009288660658057779","0.00009288660658057779","0.001164857647381723","0.001164857647381723","0.001164857647381723","0.015028176829218864","0.015028176829218864","0.015028176829218864","0.3176437318325043","0.3176437318325043","0.3176437318325043","0.25685662031173706","0.25685662031173706","0.25685662031173706","0.13859301805496216","0.13859301805496216","0.13859301805496216","0.06156013160943985","0.06156013160943985","0.06156013160943985"
"44","0.00015645253006368876","0.00015645253006368876","0.00015645253006368876","0.0017745704390108585","0.0017745704390108585","0.0017745704390108585","0.02012728713452816","0.02012728713452816","0.02012728713452816","0.3149256110191345","0.3149256110191345","0.3149256110191345","0.27006995677948","0.27006995677948","0.27006995677948","0.13774827122688293","0.13774827122688293","0.13774827122688293","0.06809835135936737","0.06809835135936737","0.06809835135936737"
"46","0.00022328272461891174","0.00022328272461891174","0.00022328272461891174","0.002216169610619545","0.002216169610619545","0.002216169610619545","0.02496371418237686","0.02496371418237686","0.02496371418237686","0.3174254298210144","0.3174254298210144","0.3174254298210144","0.2763151228427887","0.2763151228427887","0.2763151228427887","0.14767885208129883","0.14767885208129883","0.14767885208129883","0.07379810512065887","0.07379810512065887","0.07379810512065887"
"48","0.0003229104040656239","0.0003229104040656239","0.0003229104040656239","0.00287421140819788","0.00287421140819788","0.00287421140819788","0.028669103980064392","0.028669103980064392","0.028669103980064392","0.3129138946533203","0.3129138946533203","0.3129138946533203","0.2763758897781372","0.2763758897781372","0.2763758897781372","0.14781631529331207","0.14781631529331207","0.14781631529331207","0.07687783241271973","0.07687783241271973","0.07687783241271973"
"50","0.00041603980935178697","0.00041603980935178697","0.00041603980935178697","0.0033250791020691395","0.0033250791020691395","0.0033250791020691395","0.031940627843141556","0.031940627843141556","0.031940627843141556","0.32035064697265625","0.32035064697265625","0.32035064697265625","0.2669414281845093","0.2669414281845093","0.2669414281845093","0.15100254118442535","0.15100254118442535","0.15100254118442535","0.0821610614657402","0.0821610614657402","0.0821610614657402"
"52","0.0006417777622118592","0.0006417777622118592","0.0006417777622118592","0.005527043715119362","0.005527043715119362","0.005527043715119362","0.04322008043527603","0.04322008043527603","0.04322008043527603","0.32083186507225037","0.32083186507225037","0.32083186507225037","0.28802812099456787","0.28802812099456787","0.28802812099456787","0.15766490995883942","0.15766490995883942","0.15766490995883942","0.09460087865591049","0.09460087865591049","0.09460087865591049"
"54","0.0007774687837809324","0.0007774687837809324","0.0007774687837809324","0.005858208052814007","0.005858208052814007","0.005858208052814007","0.04783474653959274","0.04783474653959274","0.04783474653959274","0.32228654623031616","0.32228654623031616","0.32228654623031616","0.2831699848175049","0.2831699848175049","0.2831699848175049","0.15918342769145966","0.15918342769145966","0.15918342769145966","0.09652943909168243","0.09652943909168243","0.09652943909168243"
"56","0.0008187192725017667","0.0008187192725017667","0.0008187192725017667","0.005642371252179146","0.005642371252179146","0.005642371252179146","0.04506919905543327","0.04506919905543327","0.04506919905543327","0.32522743940353394","0.32522743940353394","0.32522743940353394","0.2949141263961792","0.2949141263961792","0.2949141263961792","0.11090098321437836","0.11090098321437836","0.11090098321437836","0.08568216860294342","0.08568216860294342","0.08568216860294342"
"58","0.0010825854260474443","0.0010825854260474443","0.0010825854260474443","0.007830820977687836","0.007830820977687836","0.007830820977687836","0.05078145116567612","0.05078145116567612","0.05078145116567612","0.32401901483535767","0.32401901483535767","0.32401901483535767","0.2938227355480194","0.2938227355480194","0.2938227355480194","0.14400675892829895","0.14400675892829895","0.14400675892829895","0.0951545387506485","0.0951545387506485","0.0951545387506485"
"60","0.0013354497496038675","0.0013354497496038675","0.0013354497496038675","0.00949031114578247","0.00949031114578247","0.00949031114578247","0.057351257652044296","0.057351257652044296","0.057351257652044296","0.3276363015174866","0.3276363015174866","0.3276363015174866","0.29294294118881226","0.29294294118881226","0.29294294118881226","0.13597559928894043","0.13597559928894043","0.13597559928894043","0.09378894418478012","0.09378894418478012","0.09378894418478012"
"62","0.001531217130832374","0.001531217130832374","0.001531217130832374","0.011429762467741966","0.011429762467741966","0.011429762467741966","0.06431150436401367","0.06431150436401367","0.06431150436401367","0.3193458318710327","0.3193458318710327","0.3193458318710327","0.2897852063179016","0.2897852063179016","0.2897852063179016","0.158218115568161","0.158218115568161","0.158218115568161","0.10339367389678955","0.10339367389678955","0.10339367389678955"
"64","0.0018081746529787779","0.0018081746529787779","0.0018081746529787779","0.0124606192111969","0.0124606192111969","0.0124606192111969","0.06636594980955124","0.06636594980955124","0.06636594980955124","0.3241172134876251","0.3241172134876251","0.3241172134876251","0.2919197976589203","0.2919197976589203","0.2919197976589203","0.16206017136573792","0.16206017136573792","0.16206017136573792","0.10706185549497604","0.10706185549497604","0.10706185549497604"
"66","0.002036649500951171","0.002036649500951171","0.002036649500951171","0.014271823689341545","0.014271823689341545","0.014271823689341545","0.072178915143013","0.072178915143013","0.072178915143013","0.3185673654079437","0.3185673654079437","0.3185673654079437","0.2952601909637451","0.2952601909637451","0.2952601909637451","0.16865381598472595","0.16865381598472595","0.16865381598472595","0.11254005879163742","0.11254005879163742","0.11254005879163742"
"68","0.0022667618468403816","0.0022667618468403816","0.0022667618468403816","0.015411957167088985","0.015411957167088985","0.015411957167088985","0.06942018121480942","0.06942018121480942","0.06942018121480942","0.32696637511253357","0.32696637511253357","0.32696637511253357","0.28845086693763733","0.28845086693763733","0.28845086693763733","0.16579407453536987","0.16579407453536987","0.16579407453536987","0.10727129876613617","0.10727129876613617","0.10727129876613617"
"70","0.0026665721088647842","0.0026665721088647842","0.0026665721088647842","0.019774068146944046","0.019774068146944046","0.019774068146944046","0.07145127654075623","0.07145127654075623","0.07145127654075623","0.31478753685951233","0.31478753685951233","0.31478753685951233","0.29579398036003113","0.29579398036003113","0.29579398036003113","0.16573229432106018","0.16573229432106018","0.16573229432106018","0.10845836251974106","0.10845836251974106","0.10845836251974106"
"72","0.003058933187276125","0.003058933187276125","0.003058933187276125","0.020434238016605377","0.020434238016605377","0.020434238016605377","0.07857456803321838","0.07857456803321838","0.07857456803321838","0.3249351382255554","0.3249351382255554","0.3249351382255554","0.2879714071750641","0.2879714071750641","0.2879714071750641","0.18266473710536957","0.18266473710536957","0.18266473710536957","0.11193858832120895","0.11193858832120895","0.11193858832120895"
"74","0.003413981292396784","0.003413981292396784","0.003413981292396784","0.022505179047584534","0.022505179047584534","0.022505179047584534","0.08004540205001831","0.08004540205001831","0.08004540205001831","0.3252803087234497","0.3252803087234497","0.3252803087234497","0.28987210988998413","0.28987210988998413","0.28987210988998413","0.17952528595924377","0.17952528595924377","0.17952528595924377","0.11614616215229034","0.11614616215229034","0.11614616215229034"
"76","0.004561877343803644","0.004561877343803644","0.004561877343803644","0.029906000941991806","0.029906000941991806","0.029906000941991806","0.08319021761417389","0.08319021761417389","0.08319021761417389","0.3181227147579193","0.3181227147579193","0.3181227147579193","0.3053893744945526","0.3053893744945526","0.3053893744945526","0.1906510591506958","0.1906510591506958","0.1906510591506958","0.11823873221874237","0.11823873221874237","0.11823873221874237"
"78","0.004174024797976017","0.004174024797976017","0.004174024797976017","0.02956680953502655","0.02956680953502655","0.02956680953502655","0.09188979864120483","0.09188979864120483","0.09188979864120483","0.320665180683136","0.320665180683136","0.320665180683136","0.30241501331329346","0.30241501331329346","0.30241501331329346","0.20815646648406982","0.20815646648406982","0.20815646648406982","0.12487824261188507","0.12487824261188507","0.12487824261188507"
"80","0.005265700630843639","0.005265700630843639","0.005265700630843639","0.03230777755379677","0.03230777755379677","0.03230777755379677","0.08720982074737549","0.08720982074737549","0.08720982074737549","0.3193766474723816","0.3193766474723816","0.3193766474723816","0.29381927847862244","0.29381927847862244","0.29381927847862244","0.21597985923290253","0.21597985923290253","0.21597985923290253","0.12258023023605347","0.12258023023605347","0.12258023023605347"
"82","0.0054167285561561584","0.0054167285561561584","0.0054167285561561584","0.03632969781756401","0.03632969781756401","0.03632969781756401","0.08150681853294373","0.08150681853294373","0.08150681853294373","0.31991490721702576","0.31991490721702576","0.31991490721702576","0.304624080657959","0.304624080657959","0.304624080657959","0.21264749765396118","0.21264749765396118","0.21264749765396118","0.1158289909362793","0.1158289909362793","0.1158289909362793"
"84","0.0064408257603645325","0.0064408257603645325","0.0064408257603645325","0.039480552077293396","0.039480552077293396","0.039480552077293396","0.08742233365774155","0.08742233365774155","0.08742233365774155","0.3232576847076416","0.3232576847076416","0.3232576847076416","0.3019220530986786","0.3019220530986786","0.3019220530986786","0.2160794734954834","0.2160794734954834","0.2160794734954834","0.11980017274618149","0.11980017274618149","0.11980017274618149"
"86","0.007807484827935696","0.007807484827935696","0.007807484827935696","0.043913017958402634","0.043913017958402634","0.043913017958402634","0.09468787908554077","0.09468787908554077","0.09468787908554077","0.3178711533546448","0.3178711533546448","0.3178711533546448","0.3064296841621399","0.3064296841621399","0.3064296841621399","0.2150416374206543","0.2150416374206543","0.2150416374206543","0.12456425279378891","0.12456425279378891","0.12456425279378891"
"88","0.0066861859522759914","0.0066861859522759914","0.0066861859522759914","0.040533386170864105","0.040533386170864105","0.040533386170864105","0.0820065513253212","0.0820065513253212","0.0820065513253212","0.3393792510032654","0.3393792510032654","0.3393792510032654","0.2924242317676544","0.2924242317676544","0.2924242317676544","0.21260395646095276","0.21260395646095276","0.21260395646095276","0.10870649665594101","0.10870649665594101","0.10870649665594101"
"90","0.008747103624045849","0.008747103624045849","0.008747103624045849","0.050389718264341354","0.050389718264341354","0.050389718264341354","0.09882452338933945","0.09882452338933945","0.09882452338933945","0.3217868208885193","0.3217868208885193","0.3217868208885193","0.30878502130508423","0.30878502130508423","0.30878502130508423","0.23829275369644165","0.23829275369644165","0.23829275369644165","0.12640663981437683","0.12640663981437683","0.12640663981437683"
"92","0.00959839392453432","0.00959839392453432","0.00959839392453432","0.05388247221708298","0.05388247221708298","0.05388247221708298","0.09770175814628601","0.09770175814628601","0.09770175814628601","0.3286300301551819","0.3286300301551819","0.3286300301551819","0.2932508885860443","0.2932508885860443","0.2932508885860443","0.2413260042667389","0.2413260042667389","0.2413260042667389","0.1265784204006195","0.1265784204006195","0.1265784204006195"
"94","0.010161252692341805","0.010161252692341805","0.010161252692341805","0.052881620824337006","0.052881620824337006","0.052881620824337006","0.09369784593582153","0.09369784593582153","0.09369784593582153","0.3200165629386902","0.3200165629386902","0.3200165629386902","0.3048083782196045","0.3048083782196045","0.3048083782196045","0.2433028221130371","0.2433028221130371","0.2433028221130371","0.12536591291427612","0.12536591291427612","0.12536591291427612"
"96","0.012177519500255585","0.012177519500255585","0.012177519500255585","0.06348241865634918","0.06348241865634918","0.06348241865634918","0.09979879856109619","0.09979879856109619","0.09979879856109619","0.31871047616004944","0.31871047616004944","0.31871047616004944","0.3043767213821411","0.3043767213821411","0.3043767213821411","0.23912744224071503","0.23912744224071503","0.23912744224071503","0.1281975358724594","0.1281975358724594","0.1281975358724594"
"98","0.015214520506560802","0.015214520506560802","0.015214520506560802","0.07260580360889435","0.07260580360889435","0.07260580360889435","0.1142367348074913","0.1142367348074913","0.1142367348074913","0.3252023160457611","0.3252023160457611","0.3252023160457611","0.30398744344711304","0.30398744344711304","0.30398744344711304","0.2425994873046875","0.2425994873046875","0.2425994873046875","0.13436880707740784","0.13436880707740784","0.13436880707740784"
"100","0.01369183138012886","0.01369183138012886","0.01369183138012886","0.06397600471973419","0.06397600471973419","0.06397600471973419","0.10398662090301514","0.10398662090301514","0.10398662090301514","0.3202872574329376","0.3202872574329376","0.3202872574329376","0.30885547399520874","0.30885547399520874","0.30885547399520874","0.23318225145339966","0.23318225145339966","0.23318225145339966","0.13060936331748962","0.13060936331748962","0.13060936331748962"
"102","0.01436457596719265","0.01436457596719265","0.01436457596719265","0.06507608294487","0.06507608294487","0.06507608294487","0.10659530013799667","0.10659530013799667","0.10659530013799667","0.32606035470962524","0.32606035470962524","0.32606035470962524","0.3058810830116272","0.3058810830116272","0.3058810830116272","0.23850977420806885","0.23850977420806885","0.23850977420806885","0.13340051472187042","0.13340051472187042","0.13340051472187042"
"104","0.014963947236537933","0.014963947236537933","0.014963947236537933","0.06644240766763687","0.06644240766763687","0.06644240766763687","0.10500751435756683","0.10500751435756683","0.10500751435756683","0.32483136653900146","0.32483136653900146","0.32483136653900146","0.3084307312965393","0.3084307312965393","0.3084307312965393","0.2263340801000595","0.2263340801000595","0.2263340801000595","0.12977305054664612","0.12977305054664612","0.12977305054664612"
"106","0.017609890550374985","0.017609890550374985","0.017609890550374985","0.07416614145040512","0.07416614145040512","0.07416614145040512","0.11546780914068222","0.11546780914068222","0.11546780914068222","0.3266507387161255","0.3266507387161255","0.3266507387161255","0.30875569581985474","0.30875569581985474","0.30875569581985474","0.2284211963415146","0.2284211963415146","0.2284211963415146","0.14222250878810883","0.14222250878810883","0.14222250878810883"
"108","0.01769564300775528","0.01769564300775528","0.01769564300775528","0.07161913812160492","0.07161913812160492","0.07161913812160492","0.10859379172325134","0.10859379172325134","0.10859379172325134","0.3168805241584778","0.3168805241584778","0.3168805241584778","0.30570459365844727","0.30570459365844727","0.30570459365844727","0.22576968371868134","0.22576968371868134","0.22576968371868134","0.1324114203453064","0.1324114203453064","0.1324114203453064"
"110","0.018589869141578674","0.018589869141578674","0.018589869141578674","0.07433682680130005","0.07433682680130005","0.07433682680130005","0.11197175830602646","0.11197175830602646","0.11197175830602646","0.32299500703811646","0.32299500703811646","0.32299500703811646","0.3120590150356293","0.3120590150356293","0.3120590150356293","0.2482919692993164","0.2482919692993164","0.2482919692993164","0.135703906416893","0.135703906416893","0.135703906416893"
"112","0.01966197043657303","0.01966197043657303","0.01966197043657303","0.07466942816972733","0.07466942816972733","0.07466942816972733","0.10569238662719727","0.10569238662719727","0.10569238662719727","0.32834190130233765","0.32834190130233765","0.32834190130233765","0.3097415566444397","0.3097415566444397","0.3097415566444397","0.23660755157470703","0.23660755157470703","0.23660755157470703","0.12834987044334412","0.12834987044334412","0.12834987044334412"
"114","0.02243758738040924","0.02243758738040924","0.02243758738040924","0.08241115510463715","0.08241115510463715","0.08241115510463715","0.11755909025669098","0.11755909025669098","0.11755909025669098","0.3161427080631256","0.3161427080631256","0.3161427080631256","0.3050267696380615","0.3050267696380615","0.3050267696380615","0.24013745784759521","0.24013745784759521","0.24013745784759521","0.144352525472641","0.144352525472641","0.144352525472641"
"116","0.025335125625133514","0.025335125625133514","0.025335125625133514","0.0829479992389679","0.0829479992389679","0.0829479992389679","0.11903518438339233","0.11903518438339233","0.11903518438339233","0.32672587037086487","0.32672587037086487","0.32672587037086487","0.31512242555618286","0.31512242555618286","0.31512242555618286","0.2342953383922577","0.2342953383922577","0.2342953383922577","0.13997069001197815","0.13997069001197815","0.13997069001197815"
"118","0.027267588302493095","0.027267588302493095","0.027267588302493095","0.08641594648361206","0.08641594648361206","0.08641594648361206","0.12123977392911911","0.12123977392911911","0.12123977392911911","0.32148873805999756","0.32148873805999756","0.32148873805999756","0.31838107109069824","0.31838107109069824","0.31838107109069824","0.266060471534729","0.266060471534729","0.266060471534729","0.14298096299171448","0.14298096299171448","0.14298096299171448"
"120","0.030270619317889214","0.030270619317889214","0.030270619317889214","0.09565891325473785","0.09565891325473785","0.09565891325473785","0.12854991853237152","0.12854991853237152","0.12854991853237152","0.3232007920742035","0.3232007920742035","0.3232007920742035","0.319766640663147","0.319766640663147","0.319766640663147","0.2622329890727997","0.2622329890727997","0.2622329890727997","0.15005174279212952","0.15005174279212952","0.15005174279212952"
"122","0.02497129701077938","0.02497129701077938","0.02497129701077938","0.07684797048568726","0.07684797048568726","0.07684797048568726","0.10516586154699326","0.10516586154699326","0.10516586154699326","0.32409000396728516","0.32409000396728516","0.32409000396728516","0.3006666302680969","0.3006666302680969","0.3006666302680969","0.2349650114774704","0.2349650114774704","0.2349650114774704","0.13143685460090637","0.13143685460090637","0.13143685460090637"
"124","0.03387405350804329","0.03387405350804329","0.03387405350804329","0.09534039348363876","0.09534039348363876","0.09534039348363876","0.1262129843235016","0.1262129843235016","0.1262129843235016","0.32139694690704346","0.32139694690704346","0.32139694690704346","0.31748902797698975","0.31748902797698975","0.31748902797698975","0.260987251996994","0.260987251996994","0.260987251996994","0.15100988745689392","0.15100988745689392","0.15100988745689392"
