"Step","VOWELS_FILTER_b40_DUAL_bs16 - div_0_1_s","VOWELS_FILTER_b40_DUAL_bs16 - div_0_1_s__MIN","VOWELS_FILTER_b40_DUAL_bs16 - div_0_1_s__MAX","VOWELS_FILTER_b20_DUAL_bs16 - div_0_1_s","VOWELS_FILTER_b20_DUAL_bs16 - div_0_1_s__MIN","VOWELS_FILTER_b20_DUAL_bs16 - div_0_1_s__MAX","VOWELS_FILTER_b10_DUAL_bs16 - div_0_1_s","VOWELS_FILTER_b10_DUAL_bs16 - div_0_1_s__MIN","VOWELS_FILTER_b10_DUAL_bs16 - div_0_1_s__MAX","VOWELS_FILTER_b0_DUAL_bs16 - div_0_1_s","VOWELS_FILTER_b0_DUAL_bs16 - div_0_1_s__MIN","VOWELS_FILTER_b0_DUAL_bs16 - div_0_1_s__MAX","VOWELS_FILTER_b0.1_DUAL_bs16 - div_0_1_s","VOWELS_FILTER_b0.1_DUAL_bs16 - div_0_1_s__MIN","VOWELS_FILTER_b0.1_DUAL_bs16 - div_0_1_s__MAX","VOWELS_FILTER_b1_DUAL_bs16 - div_0_1_s","VOWELS_FILTER_b1_DUAL_bs16 - div_0_1_s__MIN","VOWELS_FILTER_b1_DUAL_bs16 - div_0_1_s__MAX","VOWELS_FILTER_B5_DEFAULTS_DUAL_bs16 - div_0_1_s","VOWELS_FILTER_B5_DEFAULTS_DUAL_bs16 - div_0_1_s__MIN","VOWELS_FILTER_B5_DEFAULTS_DUAL_bs16 - div_0_1_s__MAX"
"0","0.003141618799418211","0.003141618799418211","0.003141618799418211","0.003144271671772003","0.003144271671772003","0.003144271671772003","0.0031493098940700293","0.0031493098940700293","0.0031493098940700293","0.10391125082969666","0.10391125082969666","0.10391125082969666","0.006317869294434786","0.006317869294434786","0.006317869294434786","0.00369980838149786","0.00369980838149786","0.00369980838149786","0.0031594440806657076","0.0031594440806657076","0.0031594440806657076"
"2","0.0009899057913571596","0.0009899057913571596","0.0009899057913571596","0.0009956646244972944","0.0009956646244972944","0.0009956646244972944","0.001006568782031536","0.001006568782031536","0.001006568782031536","0.15801002085208893","0.15801002085208893","0.15801002085208893","0.004519341513514519","0.004519341513514519","0.004519341513514519","0.0015780769754201174","0.0015780769754201174","0.0015780769754201174","0.0010290889767929912","0.0010290889767929912","0.0010290889767929912"
"4","0.0004313837271183729","0.0004313837271183729","0.0004313837271183729","0.0004385915817692876","0.0004385915817692876","0.0004385915817692876","0.0004531112499535084","0.0004531112499535084","0.0004531112499535084","0.29303425550460815","0.29303425550460815","0.29303425550460815","0.005747501272708178","0.005747501272708178","0.005747501272708178","0.0009606010280549526","0.0009606010280549526","0.0009606010280549526","0.0004842109337914735","0.0004842109337914735","0.0004842109337914735"
"6","0.0002660109894350171","0.0002660109894350171","0.0002660109894350171","0.00027216202579438686","0.00027216202579438686","0.00027216202579438686","0.00029155498486943543","0.00029155498486943543","0.00029155498486943543","0.2551298141479492","0.2551298141479492","0.2551298141479492","0.027201969176530838","0.027201969176530838","0.027201969176530838","0.000993648893199861","0.000993648893199861","0.000993648893199861","0.00033630646066740155","0.00033630646066740155","0.00033630646066740155"
"8","0.00014416000340133905","0.00014416000340133905","0.00014416000340133905","0.00015200048801489174","0.00015200048801489174","0.00015200048801489174","0.00016892264829948545","0.00016892264829948545","0.00016892264829948545","0.32142090797424316","0.32142090797424316","0.32142090797424316","0.07190247625112534","0.07190247625112534","0.07190247625112534","0.0012489315122365952","0.0012489315122365952","0.0012489315122365952","0.0002205928321927786","0.0002205928321927786","0.0002205928321927786"
"10","0.00008094422082649544","0.00008094422082649544","0.00008094422082649544","0.00008851153688738123","0.00008851153688738123","0.00008851153688738123","0.000107339903479442","0.000107339903479442","0.000107339903479442","0.35807090997695923","0.35807090997695923","0.35807090997695923","0.12641367316246033","0.12641367316246033","0.12641367316246033","0.002657341305166483","0.002657341305166483","0.002657341305166483","0.00016719299310352653","0.00016719299310352653","0.00016719299310352653"
"12","0.0000572289754927624","0.0000572289754927624","0.0000572289754927624","0.00006581151683349162","0.00006581151683349162","0.00006581151683349162","0.00009189278353005648","0.00009189278353005648","0.00009189278353005648","0.19516858458518982","0.19516858458518982","0.19516858458518982","0.1763179749250412","0.1763179749250412","0.1763179749250412","0.007231120951473713","0.007231120951473713","0.007231120951473713","0.00018502242164686322","0.00018502242164686322","0.00018502242164686322"
"14","0.00003709297379828058","0.00003709297379828058","0.00003709297379828058","0.00004670463385991752","0.00004670463385991752","0.00004670463385991752","0.00007625497528351843","0.00007625497528351843","0.00007625497528351843","0.35660192370414734","0.35660192370414734","0.35660192370414734","0.19845053553581238","0.19845053553581238","0.19845053553581238","0.01415308192372322","0.01415308192372322","0.01415308192372322","0.0002030174946412444","0.0002030174946412444","0.0002030174946412444"
"16","0.00002660888640093617","0.00002660888640093617","0.00002660888640093617","0.00003707647920236923","0.00003707647920236923","0.00003707647920236923","0.00007525907130911946","0.00007525907130911946","0.00007525907130911946","0.2694281339645386","0.2694281339645386","0.2694281339645386","0.18818530440330505","0.18818530440330505","0.18818530440330505","0.02488774061203003","0.02488774061203003","0.02488774061203003","0.0002610754163470119","0.0002610754163470119","0.0002610754163470119"
"18","0.000020529503672150895","0.000020529503672150895","0.000020529503672150895","0.00003498280784697272","0.00003498280784697272","0.00003498280784697272","0.00010033693979494274","0.00010033693979494274","0.00010033693979494274","0.27957725524902344","0.27957725524902344","0.27957725524902344","0.20913472771644592","0.20913472771644592","0.20913472771644592","0.05198349058628082","0.05198349058628082","0.05198349058628082","0.0004754610999953002","0.0004754610999953002","0.0004754610999953002"
"20","0.00001824940954975318","0.00001824940954975318","0.00001824940954975318","0.0000355569864041172","0.0000355569864041172","0.0000355569864041172","0.00012548617087304592","0.00012548617087304592","0.00012548617087304592","0.33908748626708984","0.33908748626708984","0.33908748626708984","0.21952658891677856","0.21952658891677856","0.21952658891677856","0.08503696322441101","0.08503696322441101","0.08503696322441101","0.0007253432995639741","0.0007253432995639741","0.0007253432995639741"
"22","0.000016140176740009338","0.000016140176740009338","0.000016140176740009338","0.00003979644679930061","0.00003979644679930061","0.00003979644679930061","0.0001784752676030621","0.0001784752676030621","0.0001784752676030621","0.3127155005931854","0.3127155005931854","0.3127155005931854","0.2626073658466339","0.2626073658466339","0.2626073658466339","0.12227502465248108","0.12227502465248108","0.12227502465248108","0.0013654700014740229","0.0013654700014740229","0.0013654700014740229"
"24","0.000015162358977249824","0.000015162358977249824","0.000015162358977249824","0.000048661251639714465","0.000048661251639714465","0.000048661251639714465","0.000271583441644907","0.000271583441644907","0.000271583441644907","0.3459187150001526","0.3459187150001526","0.3459187150001526","0.2880184054374695","0.2880184054374695","0.2880184054374695","0.153439462184906","0.153439462184906","0.153439462184906","0.0026590346824377775","0.0026590346824377775","0.0026590346824377775"
"26","0.000016311556464643218","0.000016311556464643218","0.000016311556464643218","0.00006645109533565119","0.00006645109533565119","0.00006645109533565119","0.0004257001855876297","0.0004257001855876297","0.0004257001855876297","0.3528571128845215","0.3528571128845215","0.3528571128845215","0.31965920329093933","0.31965920329093933","0.31965920329093933","0.14668981730937958","0.14668981730937958","0.14668981730937958","0.005351407453417778","0.005351407453417778","0.005351407453417778"
