"Step","VOWELS_FILTER_b40_DUAL_bs16 - div_3_1_s","VOWELS_FILTER_b40_DUAL_bs16 - div_3_1_s__MIN","VOWELS_FILTER_b40_DUAL_bs16 - div_3_1_s__MAX","VOWELS_FILTER_b20_DUAL_bs16 - div_3_1_s","VOWELS_FILTER_b20_DUAL_bs16 - div_3_1_s__MIN","VOWELS_FILTER_b20_DUAL_bs16 - div_3_1_s__MAX","VOWELS_FILTER_b10_DUAL_bs16 - div_3_1_s","VOWELS_FILTER_b10_DUAL_bs16 - div_3_1_s__MIN","VOWELS_FILTER_b10_DUAL_bs16 - div_3_1_s__MAX","VOWELS_FILTER_b0_DUAL_bs16 - div_3_1_s","VOWELS_FILTER_b0_DUAL_bs16 - div_3_1_s__MIN","VOWELS_FILTER_b0_DUAL_bs16 - div_3_1_s__MAX","VOWELS_FILTER_b0.1_DUAL_bs16 - div_3_1_s","VOWELS_FILTER_b0.1_DUAL_bs16 - div_3_1_s__MIN","VOWELS_FILTER_b0.1_DUAL_bs16 - div_3_1_s__MAX","VOWELS_FILTER_b1_DUAL_bs16 - div_3_1_s","VOWELS_FILTER_b1_DUAL_bs16 - div_3_1_s__MIN","VOWELS_FILTER_b1_DUAL_bs16 - div_3_1_s__MAX","VOWELS_FILTER_B5_DEFAULTS_DUAL_bs16 - div_3_1_s","VOWELS_FILTER_B5_DEFAULTS_DUAL_bs16 - div_3_1_s__MIN","VOWELS_FILTER_B5_DEFAULTS_DUAL_bs16 - div_3_1_s__MAX"
"22","0.000018819029719452374","0.000018819029719452374","0.000018819029719452374","0.00007397982699330896","0.00007397982699330896","0.00007397982699330896","0.00044082390377298","0.00044082390377298","0.00044082390377298","0.6816883087158203","0.6816883087158203","0.6816883087158203","0.6082034111022949","0.6082034111022949","0.6082034111022949","0.3557939827442169","0.3557939827442169","0.3557939827442169","0.00397839630022645","0.00397839630022645","0.00397839630022645"
"24","0.000022173648176249117","0.000022173648176249117","0.000022173648176249117","0.00010815751738846302","0.00010815751738846302","0.00010815751738846302","0.0007546839187853038","0.0007546839187853038","0.0007546839187853038","0.6832293272018433","0.6832293272018433","0.6832293272018433","0.6283180713653564","0.6283180713653564","0.6283180713653564","0.43904000520706177","0.43904000520706177","0.43904000520706177","0.008795713074505329","0.008795713074505329","0.008795713074505329"
"26","0.00002573569872765802","0.00002573569872765802","0.00002573569872765802","0.00014519455726258457","0.00014519455726258457","0.00014519455726258457","0.0011453621555119753","0.0011453621555119753","0.0011453621555119753","0.6850950717926025","0.6850950717926025","0.6850950717926025","0.591492772102356","0.591492772102356","0.591492772102356","0.4380896985530853","0.4380896985530853","0.4380896985530853","0.017447762191295624","0.017447762191295624","0.017447762191295624"
"28","0.000034089905966538936","0.000034089905966538936","0.000034089905966538936","0.00021864376321900636","0.00021864376321900636","0.00021864376321900636","0.002157707931473851","0.002157707931473851","0.002157707931473851","0.6745316982269287","0.6745316982269287","0.6745316982269287","0.6000831127166748","0.6000831127166748","0.6000831127166748","0.4809263348579407","0.4809263348579407","0.4809263348579407","0.03918009251356125","0.03918009251356125","0.03918009251356125"
"30","0.00004517279376159422","0.00004517279376159422","0.00004517279376159422","0.0003384523733984679","0.0003384523733984679","0.0003384523733984679","0.004259579349309206","0.004259579349309206","0.004259579349309206","0.6850680112838745","0.6850680112838745","0.6850680112838745","0.6403029561042786","0.6403029561042786","0.6403029561042786","0.5286237001419067","0.5286237001419067","0.5286237001419067","0.07084096968173981","0.07084096968173981","0.07084096968173981"
"32","0.00005982007860438898","0.00005982007860438898","0.00005982007860438898","0.0005494339857250452","0.0005494339857250452","0.0005494339857250452","0.008182774297893047","0.008182774297893047","0.008182774297893047","0.68538898229599","0.68538898229599","0.68538898229599","0.6492252945899963","0.6492252945899963","0.6492252945899963","0.551016092300415","0.551016092300415","0.551016092300415","0.1158173456788063","0.1158173456788063","0.1158173456788063"
"34","0.00008573351078666747","0.00008573351078666747","0.00008573351078666747","0.0008834365871734917","0.0008834365871734917","0.0008834365871734917","0.013464187271893024","0.013464187271893024","0.013464187271893024","0.6767715215682983","0.6767715215682983","0.6767715215682983","0.6168428659439087","0.6168428659439087","0.6168428659439087","0.5069254636764526","0.5069254636764526","0.5069254636764526","0.14728058874607086","0.14728058874607086","0.14728058874607086"
"36","0.00012542650802060962","0.00012542650802060962","0.00012542650802060962","0.0015783925773575902","0.0015783925773575902","0.0015783925773575902","0.02120678313076496","0.02120678313076496","0.02120678313076496","0.6872938871383667","0.6872938871383667","0.6872938871383667","0.6487579345703125","0.6487579345703125","0.6487579345703125","0.5433061122894287","0.5433061122894287","0.5433061122894287","0.18632197380065918","0.18632197380065918","0.18632197380065918"
"38","0.00019426344078965485","0.00019426344078965485","0.00019426344078965485","0.002542211441323161","0.002542211441323161","0.002542211441323161","0.029722442850470543","0.029722442850470543","0.029722442850470543","0.6872034668922424","0.6872034668922424","0.6872034668922424","0.653661847114563","0.653661847114563","0.653661847114563","0.5449573993682861","0.5449573993682861","0.5449573993682861","0.21213603019714355","0.21213603019714355","0.21213603019714355"
"40","0.00027579133166000247","0.00027579133166000247","0.00027579133166000247","0.003660308662801981","0.003660308662801981","0.003660308662801981","0.039679717272520065","0.039679717272520065","0.039679717272520065","0.6732511520385742","0.6732511520385742","0.6732511520385742","0.636789083480835","0.636789083480835","0.636789083480835","0.5488439798355103","0.5488439798355103","0.5488439798355103","0.25019609928131104","0.25019609928131104","0.25019609928131104"
"42","0.0005144120077602565","0.0005144120077602565","0.0005144120077602565","0.00663739163428545","0.00663739163428545","0.00663739163428545","0.0810970664024353","0.0810970664024353","0.0810970664024353","0.6856852769851685","0.6856852769851685","0.6856852769851685","0.6640897393226624","0.6640897393226624","0.6640897393226624","0.6103752851486206","0.6103752851486206","0.6103752851486206","0.31446951627731323","0.31446951627731323","0.31446951627731323"
"44","0.0007530810544267297","0.0007530810544267297","0.0007530810544267297","0.008496719412505627","0.008496719412505627","0.008496719412505627","0.09481438249349594","0.09481438249349594","0.09481438249349594","0.6845868825912476","0.6845868825912476","0.6845868825912476","0.6672124862670898","0.6672124862670898","0.6672124862670898","0.5840552449226379","0.5840552449226379","0.5840552449226379","0.31807997822761536","0.31807997822761536","0.31807997822761536"
"46","0.001227360568009317","0.001227360568009317","0.001227360568009317","0.012033108621835709","0.012033108621835709","0.012033108621835709","0.12638063728809357","0.12638063728809357","0.12638063728809357","0.687736451625824","0.687736451625824","0.687736451625824","0.6791670322418213","0.6791670322418213","0.6791670322418213","0.6207148432731628","0.6207148432731628","0.6207148432731628","0.3571408987045288","0.3571408987045288","0.3571408987045288"
"48","0.0018368002492934465","0.0018368002492934465","0.0018368002492934465","0.016092538833618164","0.016092538833618164","0.016092538833618164","0.14717276394367218","0.14717276394367218","0.14717276394367218","0.6891947388648987","0.6891947388648987","0.6891947388648987","0.6820876598358154","0.6820876598358154","0.6820876598358154","0.6270254254341125","0.6270254254341125","0.6270254254341125","0.3809877634048462","0.3809877634048462","0.3809877634048462"
"50","0.002207261510193348","0.002207261510193348","0.002207261510193348","0.017363017424941063","0.017363017424941063","0.017363017424941063","0.15566684305667877","0.15566684305667877","0.15566684305667877","0.6898126602172852","0.6898126602172852","0.6898126602172852","0.6781231164932251","0.6781231164932251","0.6781231164932251","0.6171581149101257","0.6171581149101257","0.6171581149101257","0.3762573003768921","0.3762573003768921","0.3762573003768921"
"52","0.0035828605759888887","0.0035828605759888887","0.0035828605759888887","0.029857657849788666","0.029857657849788666","0.029857657849788666","0.22424161434173584","0.22424161434173584","0.22424161434173584","0.6874414086341858","0.6874414086341858","0.6874414086341858","0.6858803629875183","0.6858803629875183","0.6858803629875183","0.6471388936042786","0.6471388936042786","0.6471388936042786","0.45503562688827515","0.45503562688827515","0.45503562688827515"
"54","0.004299577325582504","0.004299577325582504","0.004299577325582504","0.031190980225801468","0.031190980225801468","0.031190980225801468","0.23752668499946594","0.23752668499946594","0.23752668499946594","0.6898012757301331","0.6898012757301331","0.6898012757301331","0.6845672130584717","0.6845672130584717","0.6845672130584717","0.6423616409301758","0.6423616409301758","0.6423616409301758","0.45050692558288574","0.45050692558288574","0.45050692558288574"
"56","0.004164466168731451","0.004164466168731451","0.004164466168731451","0.028425801545381546","0.028425801545381546","0.028425801545381546","0.2159031331539154","0.2159031331539154","0.2159031331539154","0.6898087859153748","0.6898087859153748","0.6898087859153748","0.6840522289276123","0.6840522289276123","0.6840522289276123","0.4591912031173706","0.4591912031173706","0.4591912031173706","0.38950324058532715","0.38950324058532715","0.38950324058532715"
"58","0.005593196488916874","0.005593196488916874","0.005593196488916874","0.039624251425266266","0.039624251425266266","0.039624251425266266","0.24407513439655304","0.24407513439655304","0.24407513439655304","0.6882842779159546","0.6882842779159546","0.6882842779159546","0.6864855885505676","0.6864855885505676","0.6864855885505676","0.5816051363945007","0.5816051363945007","0.5816051363945007","0.4384525716304779","0.4384525716304779","0.4384525716304779"
"60","0.006634424440562725","0.006634424440562725","0.006634424440562725","0.046726472675800323","0.046726472675800323","0.046726472675800323","0.27131393551826477","0.27131393551826477","0.27131393551826477","0.6906923055648804","0.6906923055648804","0.6906923055648804","0.6805067658424377","0.6805067658424377","0.6805067658424377","0.5738841891288757","0.5738841891288757","0.5738841891288757","0.42493775486946106","0.42493775486946106","0.42493775486946106"
"62","0.00818505510687828","0.00818505510687828","0.00818505510687828","0.05826173722743988","0.05826173722743988","0.05826173722743988","0.30711978673934937","0.30711978673934937","0.30711978673934937","0.6909757256507874","0.6909757256507874","0.6909757256507874","0.68407142162323","0.68407142162323","0.68407142162323","0.620922863483429","0.620922863483429","0.620922863483429","0.46508947014808655","0.46508947014808655","0.46508947014808655"
"64","0.009826336987316608","0.009826336987316608","0.009826336987316608","0.06416717171669006","0.06416717171669006","0.06416717171669006","0.3200297951698303","0.3200297951698303","0.3200297951698303","0.6904578804969788","0.6904578804969788","0.6904578804969788","0.6877925395965576","0.6877925395965576","0.6877925395965576","0.6414897441864014","0.6414897441864014","0.6414897441864014","0.489953875541687","0.489953875541687","0.489953875541687"
"66","0.011052759364247322","0.011052759364247322","0.011052759364247322","0.07257695496082306","0.07257695496082306","0.07257695496082306","0.34537795186042786","0.34537795186042786","0.34537795186042786","0.6901122331619263","0.6901122331619263","0.6901122331619263","0.6890988945960999","0.6890988945960999","0.6890988945960999","0.6482884883880615","0.6482884883880615","0.6482884883880615","0.5091708898544312","0.5091708898544312","0.5091708898544312"
"68","0.011845935136079788","0.011845935136079788","0.011845935136079788","0.07514236122369766","0.07514236122369766","0.07514236122369766","0.3217485547065735","0.3217485547065735","0.3217485547065735","0.683601438999176","0.683601438999176","0.683601438999176","0.6685978174209595","0.6685978174209595","0.6685978174209595","0.6092981696128845","0.6092981696128845","0.6092981696128845","0.4734777808189392","0.4734777808189392","0.4734777808189392"
"70","0.013342938385903835","0.013342938385903835","0.013342938385903835","0.09140447527170181","0.09140447527170181","0.09140447527170181","0.34053295850753784","0.34053295850753784","0.34053295850753784","0.6908590793609619","0.6908590793609619","0.6908590793609619","0.6880746483802795","0.6880746483802795","0.6880746483802795","0.6177676916122437","0.6177676916122437","0.6177676916122437","0.4908101558685303","0.4908101558685303","0.4908101558685303"
"72","0.01579011231660843","0.01579011231660843","0.01579011231660843","0.09941986203193665","0.09941986203193665","0.09941986203193665","0.3557348847389221","0.3557348847389221","0.3557348847389221","0.6907185912132263","0.6907185912132263","0.6907185912132263","0.6866916418075562","0.6866916418075562","0.6866916418075562","0.6211591958999634","0.6211591958999634","0.6211591958999634","0.485954612493515","0.485954612493515","0.485954612493515"
"74","0.017032671719789505","0.017032671719789505","0.017032671719789505","0.10726615786552429","0.10726615786552429","0.10726615786552429","0.35843729972839355","0.35843729972839355","0.35843729972839355","0.6889835596084595","0.6889835596084595","0.6889835596084595","0.6879446506500244","0.6879446506500244","0.6879446506500244","0.6321245431900024","0.6321245431900024","0.6321245431900024","0.5032347440719604","0.5032347440719604","0.5032347440719604"
"76","0.024320416152477264","0.024320416152477264","0.024320416152477264","0.151561439037323","0.151561439037323","0.151561439037323","0.4053169786930084","0.4053169786930084","0.4053169786930084","0.6910561323165894","0.6910561323165894","0.6910561323165894","0.689364492893219","0.689364492893219","0.689364492893219","0.6611939668655396","0.6611939668655396","0.6611939668655396","0.5426697731018066","0.5426697731018066","0.5426697731018066"
"78","0.02001907303929329","0.02001907303929329","0.02001907303929329","0.13055744767189026","0.13055744767189026","0.13055744767189026","0.3930695056915283","0.3930695056915283","0.3930695056915283","0.691070556640625","0.691070556640625","0.691070556640625","0.6878143548965454","0.6878143548965454","0.6878143548965454","0.6261688470840454","0.6261688470840454","0.6261688470840454","0.5225963592529297","0.5225963592529297","0.5225963592529297"
"80","0.026917368173599243","0.026917368173599243","0.026917368173599243","0.15475313365459442","0.15475313365459442","0.15475313365459442","0.3985322415828705","0.3985322415828705","0.3985322415828705","0.6905511021614075","0.6905511021614075","0.6905511021614075","0.6895486116409302","0.6895486116409302","0.6895486116409302","0.6378791928291321","0.6378791928291321","0.6378791928291321","0.5367552042007446","0.5367552042007446","0.5367552042007446"
"82","0.02789130061864853","0.02789130061864853","0.02789130061864853","0.17694854736328125","0.17694854736328125","0.17694854736328125","0.39409804344177246","0.39409804344177246","0.39409804344177246","0.6899473667144775","0.6899473667144775","0.6899473667144775","0.6909974813461304","0.6909974813461304","0.6909974813461304","0.6531668901443481","0.6531668901443481","0.6531668901443481","0.5339788198471069","0.5339788198471069","0.5339788198471069"
"84","0.032281383872032166","0.032281383872032166","0.032281383872032166","0.18946391344070435","0.18946391344070435","0.18946391344070435","0.4045966863632202","0.4045966863632202","0.4045966863632202","0.6910214424133301","0.6910214424133301","0.6910214424133301","0.6898069381713867","0.6898069381713867","0.6898069381713867","0.6322286128997803","0.6322286128997803","0.6322286128997803","0.5306804776191711","0.5306804776191711","0.5306804776191711"
"86","0.03655506297945976","0.03655506297945976","0.03655506297945976","0.20361119508743286","0.20361119508743286","0.20361119508743286","0.424127459526062","0.424127459526062","0.424127459526062","0.690544068813324","0.690544068813324","0.690544068813324","0.689727783203125","0.689727783203125","0.689727783203125","0.6397004127502441","0.6397004127502441","0.6397004127502441","0.5442972183227539","0.5442972183227539","0.5442972183227539"
"88","0.031401537358760834","0.031401537358760834","0.031401537358760834","0.17949636280536652","0.17949636280536652","0.17949636280536652","0.35349130630493164","0.35349130630493164","0.35349130630493164","0.6875079274177551","0.6875079274177551","0.6875079274177551","0.6755905151367188","0.6755905151367188","0.6755905151367188","0.5953664779663086","0.5953664779663086","0.5953664779663086","0.4549757242202759","0.4549757242202759","0.4549757242202759"
"90","0.04547712951898575","0.04547712951898575","0.04547712951898575","0.25341761112213135","0.25341761112213135","0.25341761112213135","0.4675399661064148","0.4675399661064148","0.4675399661064148","0.6915948390960693","0.6915948390960693","0.6915948390960693","0.6904493570327759","0.6904493570327759","0.6904493570327759","0.6600948572158813","0.6600948572158813","0.6600948572158813","0.5787979364395142","0.5787979364395142","0.5787979364395142"
"92","0.04829572141170502","0.04829572141170502","0.04829572141170502","0.2546640634536743","0.2546640634536743","0.2546640634536743","0.4366677701473236","0.4366677701473236","0.4366677701473236","0.6858493685722351","0.6858493685722351","0.6858493685722351","0.6700661182403564","0.6700661182403564","0.6700661182403564","0.6562405824661255","0.6562405824661255","0.6562405824661255","0.5565009713172913","0.5565009713172913","0.5565009713172913"
"94","0.05379068851470947","0.05379068851470947","0.05379068851470947","0.2614927291870117","0.2614927291870117","0.2614927291870117","0.43958526849746704","0.43958526849746704","0.43958526849746704","0.6913940906524658","0.6913940906524658","0.6913940906524658","0.6916368007659912","0.6916368007659912","0.6916368007659912","0.6609129905700684","0.6609129905700684","0.6609129905700684","0.5575950145721436","0.5575950145721436","0.5575950145721436"
"96","0.05550310015678406","0.05550310015678406","0.05550310015678406","0.27863723039627075","0.27863723039627075","0.27863723039627075","0.45192205905914307","0.45192205905914307","0.45192205905914307","0.6910176277160645","0.6910176277160645","0.6910176277160645","0.690811276435852","0.690811276435852","0.690811276435852","0.6448520421981812","0.6448520421981812","0.6448520421981812","0.557928204536438","0.557928204536438","0.557928204536438"
"98","0.06662766635417938","0.06662766635417938","0.06662766635417938","0.3056716322898865","0.3056716322898865","0.3056716322898865","0.48293036222457886","0.48293036222457886","0.48293036222457886","0.6917572021484375","0.6917572021484375","0.6917572021484375","0.6905354857444763","0.6905354857444763","0.6905354857444763","0.6371603012084961","0.6371603012084961","0.6371603012084961","0.5613304972648621","0.5613304972648621","0.5613304972648621"
"100","0.07078149169683456","0.07078149169683456","0.07078149169683456","0.30808812379837036","0.30808812379837036","0.30808812379837036","0.4889322519302368","0.4889322519302368","0.4889322519302368","0.6907004117965698","0.6907004117965698","0.6907004117965698","0.6905003786087036","0.6905003786087036","0.6905003786087036","0.6585569977760315","0.6585569977760315","0.6585569977760315","0.5884130597114563","0.5884130597114563","0.5884130597114563"
"102","0.07403139770030975","0.07403139770030975","0.07403139770030975","0.31965944170951843","0.31965944170951843","0.31965944170951843","0.4992179274559021","0.4992179274559021","0.4992179274559021","0.6908947229385376","0.6908947229385376","0.6908947229385376","0.691226601600647","0.691226601600647","0.691226601600647","0.6531224250793457","0.6531224250793457","0.6531224250793457","0.587158739566803","0.587158739566803","0.587158739566803"
"104","0.07213987410068512","0.07213987410068512","0.07213987410068512","0.3002714514732361","0.3002714514732361","0.3002714514732361","0.4653577208518982","0.4653577208518982","0.4653577208518982","0.6861429810523987","0.6861429810523987","0.6861429810523987","0.6867684125900269","0.6867684125900269","0.6867684125900269","0.6642763614654541","0.6642763614654541","0.6642763614654541","0.5534313917160034","0.5534313917160034","0.5534313917160034"
"106","0.0883365049958229","0.0883365049958229","0.0883365049958229","0.347123920917511","0.347123920917511","0.347123920917511","0.5162526369094849","0.5162526369094849","0.5162526369094849","0.6910432577133179","0.6910432577133179","0.6910432577133179","0.6895750164985657","0.6895750164985657","0.6895750164985657","0.66652911901474","0.66652911901474","0.66652911901474","0.610514760017395","0.610514760017395","0.610514760017395"
"108","0.09204642474651337","0.09204642474651337","0.09204642474651337","0.34911292791366577","0.34911292791366577","0.34911292791366577","0.5046741962432861","0.5046741962432861","0.5046741962432861","0.6913516521453857","0.6913516521453857","0.6913516521453857","0.6906561255455017","0.6906561255455017","0.6906561255455017","0.6699466705322266","0.6699466705322266","0.6699466705322266","0.5904849767684937","0.5904849767684937","0.5904849767684937"
"110","0.0904332846403122","0.0904332846403122","0.0904332846403122","0.3432444930076599","0.3432444930076599","0.3432444930076599","0.5199494361877441","0.5199494361877441","0.5199494361877441","0.6857192516326904","0.6857192516326904","0.6857192516326904","0.6864500045776367","0.6864500045776367","0.6864500045776367","0.6724478006362915","0.6724478006362915","0.6724478006362915","0.5773641467094421","0.5773641467094421","0.5773641467094421"
"112","0.09659776091575623","0.09659776091575623","0.09659776091575623","0.33426517248153687","0.33426517248153687","0.33426517248153687","0.4699522852897644","0.4699522852897644","0.4699522852897644","0.6829183101654053","0.6829183101654053","0.6829183101654053","0.6800549626350403","0.6800549626350403","0.6800549626350403","0.6600567102432251","0.6600567102432251","0.6600567102432251","0.5425562858581543","0.5425562858581543","0.5425562858581543"
"114","0.09724368155002594","0.09724368155002594","0.09724368155002594","0.34552890062332153","0.34552890062332153","0.34552890062332153","0.49402010440826416","0.49402010440826416","0.49402010440826416","0.691064715385437","0.691064715385437","0.691064715385437","0.6908779144287109","0.6908779144287109","0.6908779144287109","0.663189709186554","0.663189709186554","0.663189709186554","0.5806596875190735","0.5806596875190735","0.5806596875190735"
"116","0.10914933681488037","0.10914933681488037","0.10914933681488037","0.35198795795440674","0.35198795795440674","0.35198795795440674","0.48500606417655945","0.48500606417655945","0.48500606417655945","0.6862411499023438","0.6862411499023438","0.6862411499023438","0.6545549035072327","0.6545549035072327","0.6545549035072327","0.6650170087814331","0.6650170087814331","0.6650170087814331","0.5551162362098694","0.5551162362098694","0.5551162362098694"
"118","0.13088421523571014","0.13088421523571014","0.13088421523571014","0.39577627182006836","0.39577627182006836","0.39577627182006836","0.5325114727020264","0.5325114727020264","0.5325114727020264","0.6918745636940002","0.6918745636940002","0.6918745636940002","0.6913081407546997","0.6913081407546997","0.6913081407546997","0.6705888509750366","0.6705888509750366","0.6705888509750366","0.6008989810943604","0.6008989810943604","0.6008989810943604"
"120","0.12149939686059952","0.12149939686059952","0.12149939686059952","0.38387155532836914","0.38387155532836914","0.38387155532836914","0.5091132521629333","0.5091132521629333","0.5091132521629333","0.6887038946151733","0.6887038946151733","0.6887038946151733","0.6869382858276367","0.6869382858276367","0.6869382858276367","0.6684008836746216","0.6684008836746216","0.6684008836746216","0.5693210363388062","0.5693210363388062","0.5693210363388062"
"122","0.1273735761642456","0.1273735761642456","0.1273735761642456","0.3776472806930542","0.3776472806930542","0.3776472806930542","0.4907488226890564","0.4907488226890564","0.4907488226890564","0.6861844062805176","0.6861844062805176","0.6861844062805176","0.6868163347244263","0.6868163347244263","0.6868163347244263","0.6587518453598022","0.6587518453598022","0.6587518453598022","0.5757901668548584","0.5757901668548584","0.5757901668548584"
"124","0.16712135076522827","0.16712135076522827","0.16712135076522827","0.4455109238624573","0.4455109238624573","0.4455109238624573","0.5732555389404297","0.5732555389404297","0.5732555389404297","0.6917303800582886","0.6917303800582886","0.6917303800582886","0.6918646097183228","0.6918646097183228","0.6918646097183228","0.6832207441329956","0.6832207441329956","0.6832207441329956","0.64170902967453","0.64170902967453","0.64170902967453"
"126","0.14286059141159058","0.14286059141159058","0.14286059141159058","0.4048546552658081","0.4048546552658081","0.4048546552658081","0.5171637535095215","0.5171637535095215","0.5171637535095215","0.6903224587440491","0.6903224587440491","0.6903224587440491","0.690049409866333","0.690049409866333","0.690049409866333","0.6680433750152588","0.6680433750152588","0.6680433750152588","0.5835422277450562","0.5835422277450562","0.5835422277450562"
