"Step","VOWELS_FILTER_b40_DUAL_bs16 - div_0_2_s","VOWELS_FILTER_b40_DUAL_bs16 - div_0_2_s__MIN","VOWELS_FILTER_b40_DUAL_bs16 - div_0_2_s__MAX","VOWELS_FILTER_b20_DUAL_bs16 - div_0_2_s","VOWELS_FILTER_b20_DUAL_bs16 - div_0_2_s__MIN","VOWELS_FILTER_b20_DUAL_bs16 - div_0_2_s__MAX","VOWELS_FILTER_b10_DUAL_bs16 - div_0_2_s","VOWELS_FILTER_b10_DUAL_bs16 - div_0_2_s__MIN","VOWELS_FILTER_b10_DUAL_bs16 - div_0_2_s__MAX","VOWELS_FILTER_b0_DUAL_bs16 - div_0_2_s","VOWELS_FILTER_b0_DUAL_bs16 - div_0_2_s__MIN","VOWELS_FILTER_b0_DUAL_bs16 - div_0_2_s__MAX","VOWELS_FILTER_b0.1_DUAL_bs16 - div_0_2_s","VOWELS_FILTER_b0.1_DUAL_bs16 - div_0_2_s__MIN","VOWELS_FILTER_b0.1_DUAL_bs16 - div_0_2_s__MAX","VOWELS_FILTER_b1_DUAL_bs16 - div_0_2_s","VOWELS_FILTER_b1_DUAL_bs16 - div_0_2_s__MIN","VOWELS_FILTER_b1_DUAL_bs16 - div_0_2_s__MAX","VOWELS_FILTER_B5_DEFAULTS_DUAL_bs16 - div_0_2_s","VOWELS_FILTER_B5_DEFAULTS_DUAL_bs16 - div_0_2_s__MIN","VOWELS_FILTER_B5_DEFAULTS_DUAL_bs16 - div_0_2_s__MAX"
"0","0.004973565228283405","0.004973565228283405","0.004973565228283405","0.004976440221071243","0.004976440221071243","0.004976440221071243","0.004981728736311197","0.004981728736311197","0.004981728736311197","0.021839817985892296","0.021839817985892296","0.021839817985892296","0.009421754628419876","0.009421754628419876","0.009421754628419876","0.005737691652029753","0.005737691652029753","0.005737691652029753","0.004991901107132435","0.004991901107132435","0.004991901107132435"
"2","0.0009561052429489791","0.0009561052429489791","0.0009561052429489791","0.0009597132448107004","0.0009597132448107004","0.0009597132448107004","0.0009661015355959535","0.0009661015355959535","0.0009661015355959535","0.042162470519542694","0.042162470519542694","0.042162470519542694","0.003941715229302645","0.003941715229302645","0.003941715229302645","0.001454352866858244","0.001454352866858244","0.001454352866858244","0.0009793152566999197","0.0009793152566999197","0.0009793152566999197"
"4","0.0004225555749144405","0.0004225555749144405","0.0004225555749144405","0.0004259478591848165","0.0004259478591848165","0.0004259478591848165","0.00043277902295812964","0.00043277902295812964","0.00043277902295812964","0.22052642703056335","0.22052642703056335","0.22052642703056335","0.002568351337686181","0.002568351337686181","0.002568351337686181","0.0007254534866660833","0.0007254534866660833","0.0007254534866660833","0.0004457683826331049","0.0004457683826331049","0.0004457683826331049"
"6","0.0002996368275489658","0.0002996368275489658","0.0002996368275489658","0.0003020537260454148","0.0003020537260454148","0.0003020537260454148","0.00031439587473869324","0.00031439587473869324","0.00031439587473869324","0.20578289031982422","0.20578289031982422","0.20578289031982422","0.006465223617851734","0.006465223617851734","0.006465223617851734","0.0006611618446186185","0.0006611618446186185","0.0006611618446186185","0.0003371958155184984","0.0003371958155184984","0.0003371958155184984"
"8","0.00013055632007308304","0.00013055632007308304","0.00013055632007308304","0.00013467136886902153","0.00013467136886902153","0.00013467136886902153","0.00013938761549070477","0.00013938761549070477","0.00013938761549070477","0.25755757093429565","0.25755757093429565","0.25755757093429565","0.0072201513685286045","0.0072201513685286045","0.0072201513685286045","0.0003788864123634994","0.0003788864123634994","0.0003788864123634994","0.00015655549941584468","0.00015655549941584468","0.00015655549941584468"
"10","0.00007910757267381996","0.00007910757267381996","0.00007910757267381996","0.00008183046884369105","0.00008183046884369105","0.00008183046884369105","0.00008733145659789443","0.00008733145659789443","0.00008733145659789443","0.2625037133693695","0.2625037133693695","0.2625037133693695","0.012920929118990898","0.012920929118990898","0.012920929118990898","0.0003619281924329698","0.0003619281924329698","0.0003619281924329698","0.00010176289652008563","0.00010176289652008563","0.00010176289652008563"
"12","0.00008005993731785566","0.00008005993731785566","0.00008005993731785566","0.00008535708184354007","0.00008535708184354007","0.00008535708184354007","0.00010030441626440734","0.00010030441626440734","0.00010030441626440734","0.3402830958366394","0.3402830958366394","0.3402830958366394","0.03491484746336937","0.03491484746336937","0.03491484746336937","0.0012745581334456801","0.0012745581334456801","0.0012745581334456801","0.0001345068885711953","0.0001345068885711953","0.0001345068885711953"
"14","0.00003674082472571172","0.00003674082472571172","0.00003674082472571172","0.00004045994865009561","0.00004045994865009561","0.00004045994865009561","0.000047977922804420814","0.000047977922804420814","0.000047977922804420814","0.16073927283287048","0.16073927283287048","0.16073927283287048","0.037218693643808365","0.037218693643808365","0.037218693643808365","0.0015072221867740154","0.0015072221867740154","0.0015072221867740154","0.00007123959949240088","0.00007123959949240088","0.00007123959949240088"
"16","0.000022728625481249765","0.000022728625481249765","0.000022728625481249765","0.000025984416424762458","0.000025984416424762458","0.000025984416424762458","0.00003322566772112623","0.00003322566772112623","0.00003322566772112623","0.3732045292854309","0.3732045292854309","0.3732045292854309","0.03072698414325714","0.03072698414325714","0.03072698414325714","0.002332753501832485","0.002332753501832485","0.002332753501832485","0.00006002238660585135","0.00006002238660585135","0.00006002238660585135"
"18","0.000021808315068483353","0.000021808315068483353","0.000021808315068483353","0.000025381013983860612","0.000025381013983860612","0.000025381013983860612","0.0000360705416824203","0.0000360705416824203","0.0000360705416824203","0.2883719801902771","0.2883719801902771","0.2883719801902771","0.046508900821208954","0.046508900821208954","0.046508900821208954","0.008226319216191769","0.008226319216191769","0.008226319216191769","0.00008591229561716318","0.00008591229561716318","0.00008591229561716318"
