"Step","VOWELS_FILTER_b40_DUAL_bs16 - cross_entropy_negative_s","VOWELS_FILTER_b40_DUAL_bs16 - cross_entropy_negative_s__MIN","VOWELS_FILTER_b40_DUAL_bs16 - cross_entropy_negative_s__MAX","VOWELS_FILTER_b20_DUAL_bs16 - cross_entropy_negative_s","VOWELS_FILTER_b20_DUAL_bs16 - cross_entropy_negative_s__MIN","VOWELS_FILTER_b20_DUAL_bs16 - cross_entropy_negative_s__MAX","VOWELS_FILTER_b10_DUAL_bs16 - cross_entropy_negative_s","VOWELS_FILTER_b10_DUAL_bs16 - cross_entropy_negative_s__MIN","VOWELS_FILTER_b10_DUAL_bs16 - cross_entropy_negative_s__MAX","VOWELS_FILTER_b0_DUAL_bs16 - cross_entropy_negative_s","VOWELS_FILTER_b0_DUAL_bs16 - cross_entropy_negative_s__MIN","VOWELS_FILTER_b0_DUAL_bs16 - cross_entropy_negative_s__MAX","VOWELS_FILTER_b0.1_DUAL_bs16 - cross_entropy_negative_s","VOWELS_FILTER_b0.1_DUAL_bs16 - cross_entropy_negative_s__MIN","VOWELS_FILTER_b0.1_DUAL_bs16 - cross_entropy_negative_s__MAX","VOWELS_FILTER_b1_DUAL_bs16 - cross_entropy_negative_s","VOWELS_FILTER_b1_DUAL_bs16 - cross_entropy_negative_s__MIN","VOWELS_FILTER_b1_DUAL_bs16 - cross_entropy_negative_s__MAX","VOWELS_FILTER_B5_DEFAULTS_DUAL_bs16 - cross_entropy_negative_s","VOWELS_FILTER_B5_DEFAULTS_DUAL_bs16 - cross_entropy_negative_s__MIN","VOWELS_FILTER_B5_DEFAULTS_DUAL_bs16 - cross_entropy_negative_s__MAX"
"42","25.721559524536133","25.721559524536133","25.721559524536133","18.013229370117188","18.013229370117188","18.013229370117188","10.391284942626953","10.391284942626953","10.391284942626953","1.1405656337738037","1.1405656337738037","1.1405656337738037","1.7669918537139893","1.7669918537139893","1.7669918537139893","4.134926795959473","4.134926795959473","4.134926795959473","6.292173385620117","6.292173385620117","6.292173385620117"
"44","24.262733459472656","24.262733459472656","24.262733459472656","16.972572326660156","16.972572326660156","16.972572326660156","9.657142639160156","9.657142639160156","9.657142639160156","1.1645430326461792","1.1645430326461792","1.1645430326461792","1.6827895641326904","1.6827895641326904","1.6827895641326904","3.9220898151397705","3.9220898151397705","3.9220898151397705","5.9469146728515625","5.9469146728515625","5.9469146728515625"
"46","23.054840087890625","23.054840087890625","23.054840087890625","16.18265151977539","16.18265151977539","16.18265151977539","8.996795654296875","8.996795654296875","8.996795654296875","1.12721586227417","1.12721586227417","1.12721586227417","1.5168699026107788","1.5168699026107788","1.5168699026107788","3.945627212524414","3.945627212524414","3.945627212524414","5.834214687347412","5.834214687347412","5.834214687347412"
"48","21.899789810180664","21.899789810180664","21.899789810180664","15.350358009338379","15.350358009338379","15.350358009338379","8.54962158203125","8.54962158203125","8.54962158203125","1.1827776432037354","1.1827776432037354","1.1827776432037354","1.6574246883392334","1.6574246883392334","1.6574246883392334","4.049655437469482","4.049655437469482","4.049655437469482","5.681605815887451","5.681605815887451","5.681605815887451"
"50","21.462657928466797","21.462657928466797","21.462657928466797","15.204256057739258","15.204256057739258","15.204256057739258","8.491159439086914","8.491159439086914","8.491159439086914","1.1613713502883911","1.1613713502883911","1.1613713502883911","1.749995231628418","1.749995231628418","1.749995231628418","4.2107367515563965","4.2107367515563965","4.2107367515563965","5.7586588859558105","5.7586588859558105","5.7586588859558105"
"52","19.922351837158203","19.922351837158203","19.922351837158203","13.477468490600586","13.477468490600586","13.477468490600586","7.285261154174805","7.285261154174805","7.285261154174805","1.1222532987594604","1.1222532987594604","1.1222532987594604","1.4467365741729736","1.4467365741729736","1.4467365741729736","3.839726209640503","3.839726209640503","3.839726209640503","5.117916107177734","5.117916107177734","5.117916107177734"
"54","19.401931762695312","19.401931762695312","19.401931762695312","13.390265464782715","13.390265464782715","13.390265464782715","7.145471096038818","7.145471096038818","7.145471096038818","1.140087604522705","1.140087604522705","1.140087604522705","1.5691347122192383","1.5691347122192383","1.5691347122192383","3.9248604774475098","3.9248604774475098","3.9248604774475098","5.187883377075195","5.187883377075195","5.187883377075195"
"56","19.436874389648438","19.436874389648438","19.436874389648438","13.646474838256836","13.646474838256836","13.646474838256836","7.469196319580078","7.469196319580078","7.469196319580078","1.1562625169754028","1.1562625169754028","1.1562625169754028","1.7642266750335693","1.7642266750335693","1.7642266750335693","5.09990930557251","5.09990930557251","5.09990930557251","5.680791854858398","5.680791854858398","5.680791854858398"
"58","18.38201904296875","18.38201904296875","18.38201904296875","12.504657745361328","12.504657745361328","12.504657745361328","6.961719036102295","6.961719036102295","6.961719036102295","1.1885179281234741","1.1885179281234741","1.1885179281234741","1.4260532855987549","1.4260532855987549","1.4260532855987549","4.040761947631836","4.040761947631836","4.040761947631836","5.1519880294799805","5.1519880294799805","5.1519880294799805"
"60","17.81230926513672","17.81230926513672","17.81230926513672","12.067005157470703","12.067005157470703","12.067005157470703","6.723349094390869","6.723349094390869","6.723349094390869","1.1683478355407715","1.1683478355407715","1.1683478355407715","1.6497228145599365","1.6497228145599365","1.6497228145599365","4.171047210693359","4.171047210693359","4.171047210693359","5.359169960021973","5.359169960021973","5.359169960021973"
"62","17.699487686157227","17.699487686157227","17.699487686157227","11.651901245117188","11.651901245117188","11.651901245117188","6.4671831130981445","6.4671831130981445","6.4671831130981445","1.20780348777771","1.20780348777771","1.20780348777771","1.8442431688308716","1.8442431688308716","1.8442431688308716","4.115180969238281","4.115180969238281","4.115180969238281","5.167771816253662","5.167771816253662","5.167771816253662"
"64","16.924583435058594","16.924583435058594","16.924583435058594","11.1974515914917","11.1974515914917","11.1974515914917","6.206149101257324","6.206149101257324","6.206149101257324","1.1554933786392212","1.1554933786392212","1.1554933786392212","1.5017294883728027","1.5017294883728027","1.5017294883728027","3.7653729915618896","3.7653729915618896","3.7653729915618896","4.874812126159668","4.874812126159668","4.874812126159668"
"66","16.553253173828125","16.553253173828125","16.553253173828125","10.794233322143555","10.794233322143555","10.794233322143555","5.991964340209961","5.991964340209961","5.991964340209961","1.1190476417541504","1.1190476417541504","1.1190476417541504","1.3439159393310547","1.3439159393310547","1.3439159393310547","3.7344970703125","3.7344970703125","3.7344970703125","4.800216197967529","4.800216197967529","4.800216197967529"
"68","16.24759864807129","16.24759864807129","16.24759864807129","10.617044448852539","10.617044448852539","10.617044448852539","6.110098838806152","6.110098838806152","6.110098838806152","1.1606682538986206","1.1606682538986206","1.1606682538986206","1.556757926940918","1.556757926940918","1.556757926940918","3.7973427772521973","3.7973427772521973","3.7973427772521973","4.895102024078369","4.895102024078369","4.895102024078369"
"70","15.589091300964355","15.589091300964355","15.589091300964355","9.676980972290039","9.676980972290039","9.676980972290039","5.748892784118652","5.748892784118652","5.748892784118652","1.1507272720336914","1.1507272720336914","1.1507272720336914","1.4057235717773438","1.4057235717773438","1.4057235717773438","3.374035358428955","3.374035358428955","3.374035358428955","4.5743560791015625","4.5743560791015625","4.5743560791015625"
"72","15.596046447753906","15.596046447753906","15.596046447753906","9.963668823242188","9.963668823242188","9.963668823242188","5.954308032989502","5.954308032989502","5.954308032989502","1.1799815893173218","1.1799815893173218","1.1799815893173218","1.6141688823699951","1.6141688823699951","1.6141688823699951","3.403276205062866","3.403276205062866","3.403276205062866","4.974023818969727","4.974023818969727","4.974023818969727"
"74","15.16684627532959","15.16684627532959","15.16684627532959","9.577505111694336","9.577505111694336","9.577505111694336","5.805960655212402","5.805960655212402","5.805960655212402","1.1609487533569336","1.1609487533569336","1.1609487533569336","1.4660707712173462","1.4660707712173462","1.4660707712173462","3.3447587490081787","3.3447587490081787","3.3447587490081787","4.753218650817871","4.753218650817871","4.753218650817871"
"76","14.03154182434082","14.03154182434082","14.03154182434082","8.387922286987305","8.387922286987305","8.387922286987305","5.347389221191406","5.347389221191406","5.347389221191406","1.115838646888733","1.115838646888733","1.115838646888733","1.227283000946045","1.227283000946045","1.227283000946045","3.088223695755005","3.088223695755005","3.088223695755005","4.430271625518799","4.430271625518799","4.430271625518799"
"78","14.601421356201172","14.601421356201172","14.601421356201172","8.796798706054688","8.796798706054688","8.796798706054688","5.384463787078857","5.384463787078857","5.384463787078857","1.1408498287200928","1.1408498287200928","1.1408498287200928","1.2929824590682983","1.2929824590682983","1.2929824590682983","3.003955602645874","3.003955602645874","3.003955602645874","4.48150634765625","4.48150634765625","4.48150634765625"
"80","13.868451118469238","13.868451118469238","13.868451118469238","8.49441146850586","8.49441146850586","8.49441146850586","5.588599681854248","5.588599681854248","5.588599681854248","1.241558313369751","1.241558313369751","1.241558313369751","1.71461820602417","1.71461820602417","1.71461820602417","3.3144354820251465","3.3144354820251465","3.3144354820251465","4.650596618652344","4.650596618652344","4.650596618652344"
"82","13.598335266113281","13.598335266113281","13.598335266113281","7.869801044464111","7.869801044464111","7.869801044464111","5.383522987365723","5.383522987365723","5.383522987365723","1.1222920417785645","1.1222920417785645","1.1222920417785645","1.2456560134887695","1.2456560134887695","1.2456560134887695","2.75530743598938","2.75530743598938","2.75530743598938","4.368386268615723","4.368386268615723","4.368386268615723"
"84","13.111719131469727","13.111719131469727","13.111719131469727","7.668591022491455","7.668591022491455","7.668591022491455","5.3956122398376465","5.3956122398376465","5.3956122398376465","1.1222676038742065","1.1222676038742065","1.1222676038742065","1.3517944812774658","1.3517944812774658","1.3517944812774658","2.7161731719970703","2.7161731719970703","2.7161731719970703","4.579164505004883","4.579164505004883","4.579164505004883"
"86","12.521889686584473","12.521889686584473","12.521889686584473","7.2633562088012695","7.2633562088012695","7.2633562088012695","5.072305202484131","5.072305202484131","5.072305202484131","1.132856845855713","1.132856845855713","1.132856845855713","1.2625393867492676","1.2625393867492676","1.2625393867492676","2.804478645324707","2.804478645324707","2.804478645324707","4.418123245239258","4.418123245239258","4.418123245239258"
"88","13.320548057556152","13.320548057556152","13.320548057556152","7.97507905960083","7.97507905960083","7.97507905960083","5.802280426025391","5.802280426025391","5.802280426025391","1.157716989517212","1.157716989517212","1.157716989517212","1.7955632209777832","1.7955632209777832","1.7955632209777832","3.2336459159851074","3.2336459159851074","3.2336459159851074","4.954988479614258","4.954988479614258","4.954988479614258"
"90","12.08723258972168","12.08723258972168","12.08723258972168","6.750617980957031","6.750617980957031","6.750617980957031","4.8368635177612305","4.8368635177612305","4.8368635177612305","1.1060446500778198","1.1060446500778198","1.1060446500778198","1.19000244140625","1.19000244140625","1.19000244140625","2.463392734527588","2.463392734527588","2.463392734527588","4.117986679077148","4.117986679077148","4.117986679077148"
"92","12.049528121948242","12.049528121948242","12.049528121948242","6.862685203552246","6.862685203552246","6.862685203552246","5.137286186218262","5.137286186218262","5.137286186218262","1.153043270111084","1.153043270111084","1.153043270111084","1.5298811197280884","1.5298811197280884","1.5298811197280884","2.6325364112854004","2.6325364112854004","2.6325364112854004","4.527278900146484","4.527278900146484","4.527278900146484"
"94","11.637176513671875","11.637176513671875","11.637176513671875","6.734291076660156","6.734291076660156","6.734291076660156","5.1193437576293945","5.1193437576293945","5.1193437576293945","1.1133146286010742","1.1133146286010742","1.1133146286010742","1.2340812683105469","1.2340812683105469","1.2340812683105469","2.48395037651062","2.48395037651062","2.48395037651062","4.319877624511719","4.319877624511719","4.319877624511719"
"96","11.356773376464844","11.356773376464844","11.356773376464844","6.362896919250488","6.362896919250488","6.362896919250488","4.912707328796387","4.912707328796387","4.912707328796387","1.1287059783935547","1.1287059783935547","1.1287059783935547","1.2422523498535156","1.2422523498535156","1.2422523498535156","2.4031853675842285","2.4031853675842285","2.4031853675842285","4.259981632232666","4.259981632232666","4.259981632232666"
"98","10.588356018066406","10.588356018066406","10.588356018066406","5.9163713455200195","5.9163713455200195","5.9163713455200195","4.5135416984558105","4.5135416984558105","4.5135416984558105","1.1585698127746582","1.1585698127746582","1.1585698127746582","1.2772825956344604","1.2772825956344604","1.2772825956344604","2.2659127712249756","2.2659127712249756","2.2659127712249756","4.010807991027832","4.010807991027832","4.010807991027832"
"100","10.815584182739258","10.815584182739258","10.815584182739258","6.228425979614258","6.228425979614258","6.228425979614258","4.788023948669434","4.788023948669434","4.788023948669434","1.1347898244857788","1.1347898244857788","1.1347898244857788","1.382680892944336","1.382680892944336","1.382680892944336","2.333167791366577","2.333167791366577","2.333167791366577","4.114975929260254","4.114975929260254","4.114975929260254"
"102","10.63424015045166","10.63424015045166","10.63424015045166","6.084251403808594","6.084251403808594","6.084251403808594","4.656862258911133","4.656862258911133","4.656862258911133","1.1290695667266846","1.1290695667266846","1.1290695667266846","1.2850772142410278","1.2850772142410278","1.2850772142410278","2.1583118438720703","2.1583118438720703","2.1583118438720703","4.231153964996338","4.231153964996338","4.231153964996338"
"104","10.810251235961914","10.810251235961914","10.810251235961914","6.384383201599121","6.384383201599121","6.384383201599121","4.957565784454346","4.957565784454346","4.957565784454346","1.1308287382125854","1.1308287382125854","1.1308287382125854","1.2995065450668335","1.2995065450668335","1.2995065450668335","2.1436948776245117","2.1436948776245117","2.1436948776245117","4.343008995056152","4.343008995056152","4.343008995056152"
"106","10.110018730163574","10.110018730163574","10.110018730163574","5.861019134521484","5.861019134521484","5.861019134521484","4.619880676269531","4.619880676269531","4.619880676269531","1.1318330764770508","1.1318330764770508","1.1318330764770508","1.2707412242889404","1.2707412242889404","1.2707412242889404","2.1503825187683105","2.1503825187683105","2.1503825187683105","4.031320571899414","4.031320571899414","4.031320571899414"
"108","9.966591835021973","9.966591835021973","9.966591835021973","5.835788726806641","5.835788726806641","5.835788726806641","4.673888206481934","4.673888206481934","4.673888206481934","1.1630803346633911","1.1630803346633911","1.1630803346633911","1.3475319147109985","1.3475319147109985","1.3475319147109985","2.160085678100586","2.160085678100586","2.160085678100586","4.138625144958496","4.138625144958496","4.138625144958496"
"110","9.959283828735352","9.959283828735352","9.959283828735352","5.8159379959106445","5.8159379959106445","5.8159379959106445","4.498554229736328","4.498554229736328","4.498554229736328","1.1807172298431396","1.1807172298431396","1.1807172298431396","1.2783303260803223","1.2783303260803223","1.2783303260803223","1.9848096370697021","1.9848096370697021","1.9848096370697021","4.105027198791504","4.105027198791504","4.105027198791504"
"112","9.858031272888184","9.858031272888184","9.858031272888184","5.934722423553467","5.934722423553467","5.934722423553467","4.758803367614746","4.758803367614746","4.758803367614746","1.1629996299743652","1.1629996299743652","1.1629996299743652","1.3476252555847168","1.3476252555847168","1.3476252555847168","2.0365195274353027","2.0365195274353027","2.0365195274353027","4.20557975769043","4.20557975769043","4.20557975769043"
"114","9.722799301147461","9.722799301147461","9.722799301147461","5.826967239379883","5.826967239379883","5.826967239379883","4.687901973724365","4.687901973724365","4.687901973724365","1.1940665245056152","1.1940665245056152","1.1940665245056152","1.412443995475769","1.412443995475769","1.412443995475769","2.2281322479248047","2.2281322479248047","2.2281322479248047","4.132946014404297","4.132946014404297","4.132946014404297"
"116","9.470972061157227","9.470972061157227","9.470972061157227","5.805482387542725","5.805482387542725","5.805482387542725","4.703197479248047","4.703197479248047","4.703197479248047","1.1421318054199219","1.1421318054199219","1.1421318054199219","1.3708311319351196","1.3708311319351196","1.3708311319351196","2.083615779876709","2.083615779876709","2.083615779876709","4.19679069519043","4.19679069519043","4.19679069519043"
"118","8.911517143249512","8.911517143249512","8.911517143249512","5.505147933959961","5.505147933959961","5.505147933959961","4.555834770202637","4.555834770202637","4.555834770202637","1.1323885917663574","1.1323885917663574","1.1323885917663574","1.1867974996566772","1.1867974996566772","1.1867974996566772","1.8129714727401733","1.8129714727401733","1.8129714727401733","4.088840484619141","4.088840484619141","4.088840484619141"
"120","8.526585578918457","8.526585578918457","8.526585578918457","5.03615140914917","5.03615140914917","5.03615140914917","4.228814125061035","4.228814125061035","4.228814125061035","1.1367677450180054","1.1367677450180054","1.1367677450180054","1.170541524887085","1.170541524887085","1.170541524887085","1.5830656290054321","1.5830656290054321","1.5830656290054321","3.8299455642700195","3.8299455642700195","3.8299455642700195"
"122","9.084939956665039","9.084939956665039","9.084939956665039","5.636940002441406","5.636940002441406","5.636940002441406","4.758699417114258","4.758699417114258","4.758699417114258","1.1789805889129639","1.1789805889129639","1.1789805889129639","1.477369785308838","1.477369785308838","1.477369785308838","2.227403163909912","2.227403163909912","2.227403163909912","4.1668548583984375","4.1668548583984375","4.1668548583984375"
"124","8.024571418762207","8.024571418762207","8.024571418762207","5.006589889526367","5.006589889526367","5.006589889526367","4.1513872146606445","4.1513872146606445","4.1513872146606445","1.1336002349853516","1.1336002349853516","1.1336002349853516","1.196890115737915","1.196890115737915","1.196890115737915","1.6825153827667236","1.6825153827667236","1.6825153827667236","3.7183847427368164","3.7183847427368164","3.7183847427368164"
"126","8.876480102539062","8.876480102539062","8.876480102539062","5.512707233428955","5.512707233428955","5.512707233428955","4.513089179992676","4.513089179992676","4.513089179992676","1.1706024408340454","1.1706024408340454","1.1706024408340454","1.5143499374389648","1.5143499374389648","1.5143499374389648","1.8324329853057861","1.8324329853057861","1.8324329853057861","4.261910438537598","4.261910438537598","4.261910438537598"
"128","7.826073169708252","7.826073169708252","7.826073169708252","4.927556991577148","4.927556991577148","4.927556991577148","4.132619857788086","4.132619857788086","4.132619857788086","1.12808358669281","1.12808358669281","1.12808358669281","1.1771321296691895","1.1771321296691895","1.1771321296691895","1.6329238414764404","1.6329238414764404","1.6329238414764404","3.691120147705078","3.691120147705078","3.691120147705078"
"130","7.642999649047852","7.642999649047852","7.642999649047852","4.8337321281433105","4.8337321281433105","4.8337321281433105","4.090383529663086","4.090383529663086","4.090383529663086","1.1163380146026611","1.1163380146026611","1.1163380146026611","1.2076611518859863","1.2076611518859863","1.2076611518859863","1.629009485244751","1.629009485244751","1.629009485244751","3.6769204139709473","3.6769204139709473","3.6769204139709473"
"132","7.944822788238525","7.944822788238525","7.944822788238525","5.19321870803833","5.19321870803833","5.19321870803833","4.459779739379883","4.459779739379883","4.459779739379883","1.2606141567230225","1.2606141567230225","1.2606141567230225","1.4457200765609741","1.4457200765609741","1.4457200765609741","1.8521997928619385","1.8521997928619385","1.8521997928619385","4.046497344970703","4.046497344970703","4.046497344970703"
"134","7.255917072296143","7.255917072296143","7.255917072296143","4.756376266479492","4.756376266479492","4.756376266479492","4.138082504272461","4.138082504272461","4.138082504272461","1.109968900680542","1.109968900680542","1.109968900680542","1.1586129665374756","1.1586129665374756","1.1586129665374756","1.585426926612854","1.585426926612854","1.585426926612854","3.6010074615478516","3.6010074615478516","3.6010074615478516"
