"Step","VOWELS_FILTER_b40_DUAL_bs16 - div_3_2_z","VOWELS_FILTER_b40_DUAL_bs16 - div_3_2_z__MIN","VOWELS_FILTER_b40_DUAL_bs16 - div_3_2_z__MAX","VOWELS_FILTER_b20_DUAL_bs16 - div_3_2_z","VOWELS_FILTER_b20_DUAL_bs16 - div_3_2_z__MIN","VOWELS_FILTER_b20_DUAL_bs16 - div_3_2_z__MAX","VOWELS_FILTER_b10_DUAL_bs16 - div_3_2_z","VOWELS_FILTER_b10_DUAL_bs16 - div_3_2_z__MIN","VOWELS_FILTER_b10_DUAL_bs16 - div_3_2_z__MAX","VOWELS_FILTER_b0_DUAL_bs16 - div_3_2_z","VOWELS_FILTER_b0_DUAL_bs16 - div_3_2_z__MIN","VOWELS_FILTER_b0_DUAL_bs16 - div_3_2_z__MAX","VOWELS_FILTER_b0.1_DUAL_bs16 - div_3_2_z","VOWELS_FILTER_b0.1_DUAL_bs16 - div_3_2_z__MIN","VOWELS_FILTER_b0.1_DUAL_bs16 - div_3_2_z__MAX","VOWELS_FILTER_b1_DUAL_bs16 - div_3_2_z","VOWELS_FILTER_b1_DUAL_bs16 - div_3_2_z__MIN","VOWELS_FILTER_b1_DUAL_bs16 - div_3_2_z__MAX","VOWELS_FILTER_B5_DEFAULTS_DUAL_bs16 - div_3_2_z","VOWELS_FILTER_B5_DEFAULTS_DUAL_bs16 - div_3_2_z__MIN","VOWELS_FILTER_B5_DEFAULTS_DUAL_bs16 - div_3_2_z__MAX"
"0","0.04059384763240814","0.04059384763240814","0.04059384763240814","0.04059861600399017","0.04059861600399017","0.04059861600399017","0.04060807079076767","0.04060807079076767","0.04060807079076767","0.06264275312423706","0.06264275312423706","0.06264275312423706","0.048232778906822205","0.048232778906822205","0.048232778906822205","0.04195743799209595","0.04195743799209595","0.04195743799209595","0.04062674194574356","0.04062674194574356","0.04062674194574356"
"2","0.02613256126642227","0.02613256126642227","0.02613256126642227","0.026164140552282333","0.026164140552282333","0.026164140552282333","0.026222743093967438","0.026222743093967438","0.026222743093967438","0.15183666348457336","0.15183666348457336","0.15183666348457336","0.04234064370393753","0.04234064370393753","0.04234064370393753","0.03083709627389908","0.03083709627389908","0.03083709627389908","0.026345152407884598","0.026345152407884598","0.026345152407884598"
"4","0.01621577888727188","0.01621577888727188","0.01621577888727188","0.016327444463968277","0.016327444463968277","0.016327444463968277","0.01652822270989418","0.01652822270989418","0.01652822270989418","0.5314204692840576","0.5314204692840576","0.5314204692840576","0.04581949859857559","0.04581949859857559","0.04581949859857559","0.02270209789276123","0.02270209789276123","0.02270209789276123","0.01694776676595211","0.01694776676595211","0.01694776676595211"
"6","0.011863808147609234","0.011863808147609234","0.011863808147609234","0.012113594450056553","0.012113594450056553","0.012113594450056553","0.012703781947493553","0.012703781947493553","0.012703781947493553","0.320736825466156","0.320736825466156","0.320736825466156","0.5091689825057983","0.5091689825057983","0.5091689825057983","0.025745486840605736","0.025745486840605736","0.025745486840605736","0.014147155918180943","0.014147155918180943","0.014147155918180943"
"8","0.008820319548249245","0.008820319548249245","0.008820319548249245","0.00957023911178112","0.00957023911178112","0.00957023911178112","0.011637721210718155","0.011637721210718155","0.011637721210718155","0.5314245820045471","0.5314245820045471","0.5314245820045471","0.6945306062698364","0.6945306062698364","0.6945306062698364","0.09064752608537674","0.09064752608537674","0.09064752608537674","0.019074253737926483","0.019074253737926483","0.019074253737926483"
"10","0.008084520697593689","0.008084520697593689","0.008084520697593689","0.010473026894032955","0.010473026894032955","0.010473026894032955","0.019622739404439926","0.019622739404439926","0.019622739404439926","0.6188724040985107","0.6188724040985107","0.6188724040985107","0.7636086940765381","0.7636086940765381","0.7636086940765381","0.49237409234046936","0.49237409234046936","0.49237409234046936","0.048276547342538834","0.048276547342538834","0.048276547342538834"
"12","0.008838696405291557","0.008838696405291557","0.008838696405291557","0.017112229019403458","0.017112229019403458","0.017112229019403458","0.04044962674379349","0.04044962674379349","0.04044962674379349","0.7076156139373779","0.7076156139373779","0.7076156139373779","0.7836506366729736","0.7836506366729736","0.7836506366729736","0.7195323705673218","0.7195323705673218","0.7195323705673218","0.09245479106903076","0.09245479106903076","0.09245479106903076"
"14","0.012975085526704788","0.012975085526704788","0.012975085526704788","0.02828516624867916","0.02828516624867916","0.02828516624867916","0.0592268630862236","0.0592268630862236","0.0592268630862236","0.7201938629150391","0.7201938629150391","0.7201938629150391","0.7849202752113342","0.7849202752113342","0.7849202752113342","0.7033214569091797","0.7033214569091797","0.7033214569091797","0.13393384218215942","0.13393384218215942","0.13393384218215942"
"16","0.017699353396892548","0.017699353396892548","0.017699353396892548","0.03673240542411804","0.03673240542411804","0.03673240542411804","0.0764818787574768","0.0764818787574768","0.0764818787574768","0.7179854512214661","0.7179854512214661","0.7179854512214661","0.76740562915802","0.76740562915802","0.76740562915802","0.7376975417137146","0.7376975417137146","0.7376975417137146","0.18554729223251343","0.18554729223251343","0.18554729223251343"
"18","0.02273138239979744","0.02273138239979744","0.02273138239979744","0.04692064970731735","0.04692064970731735","0.04692064970731735","0.09821310639381409","0.09821310639381409","0.09821310639381409","0.7828015685081482","0.7828015685081482","0.7828015685081482","0.8746457099914551","0.8746457099914551","0.8746457099914551","0.8319776058197021","0.8319776058197021","0.8319776058197021","0.2519737482070923","0.2519737482070923","0.2519737482070923"
