"Step","VOWELS_FILTER_b40_DUAL_bs16 - decomposition_loss_z","VOWELS_FILTER_b40_DUAL_bs16 - decomposition_loss_z__MIN","VOWELS_FILTER_b40_DUAL_bs16 - decomposition_loss_z__MAX","VOWELS_FILTER_b20_DUAL_bs16 - decomposition_loss_z","VOWELS_FILTER_b20_DUAL_bs16 - decomposition_loss_z__MIN","VOWELS_FILTER_b20_DUAL_bs16 - decomposition_loss_z__MAX","VOWELS_FILTER_b10_DUAL_bs16 - decomposition_loss_z","VOWELS_FILTER_b10_DUAL_bs16 - decomposition_loss_z__MIN","VOWELS_FILTER_b10_DUAL_bs16 - decomposition_loss_z__MAX","VOWELS_FILTER_b0_DUAL_bs16 - decomposition_loss_z","VOWELS_FILTER_b0_DUAL_bs16 - decomposition_loss_z__MIN","VOWELS_FILTER_b0_DUAL_bs16 - decomposition_loss_z__MAX","VOWELS_FILTER_b0.1_DUAL_bs16 - decomposition_loss_z","VOWELS_FILTER_b0.1_DUAL_bs16 - decomposition_loss_z__MIN","VOWELS_FILTER_b0.1_DUAL_bs16 - decomposition_loss_z__MAX","VOWELS_FILTER_b1_DUAL_bs16 - decomposition_loss_z","VOWELS_FILTER_b1_DUAL_bs16 - decomposition_loss_z__MIN","VOWELS_FILTER_b1_DUAL_bs16 - decomposition_loss_z__MAX","VOWELS_FILTER_B5_DEFAULTS_DUAL_bs16 - decomposition_loss_z","VOWELS_FILTER_B5_DEFAULTS_DUAL_bs16 - decomposition_loss_z__MIN","VOWELS_FILTER_B5_DEFAULTS_DUAL_bs16 - decomposition_loss_z__MAX"
"32","3.387120485305786","3.387120485305786","3.387120485305786","2.5626211166381836","2.5626211166381836","2.5626211166381836","1.8319718837738037","1.8319718837738037","1.8319718837738037","0.7058520913124084","0.7058520913124084","0.7058520913124084","0.8138769268989563","0.8138769268989563","0.8138769268989563","0.8359454870223999","0.8359454870223999","0.8359454870223999","1.1495909690856934","1.1495909690856934","1.1495909690856934"
"34","3.2763097286224365","3.2763097286224365","3.2763097286224365","2.6723315715789795","2.6723315715789795","2.6723315715789795","1.6529017686843872","1.6529017686843872","1.6529017686843872","0.6830700039863586","0.6830700039863586","0.6830700039863586","0.773994505405426","0.773994505405426","0.773994505405426","0.8398061990737915","0.8398061990737915","0.8398061990737915","1.0396617650985718","1.0396617650985718","1.0396617650985718"
"36","3.2953524589538574","3.2953524589538574","3.2953524589538574","2.5157675743103027","2.5157675743103027","2.5157675743103027","1.8771580457687378","1.8771580457687378","1.8771580457687378","0.6606342792510986","0.6606342792510986","0.6606342792510986","0.7280784845352173","0.7280784845352173","0.7280784845352173","0.8527594208717346","0.8527594208717346","0.8527594208717346","1.2516493797302246","1.2516493797302246","1.2516493797302246"
"38","3.19437837600708","3.19437837600708","3.19437837600708","2.3542659282684326","2.3542659282684326","2.3542659282684326","1.5996854305267334","1.5996854305267334","1.5996854305267334","0.6751955151557922","0.6751955151557922","0.6751955151557922","0.7005516290664673","0.7005516290664673","0.7005516290664673","0.8456413745880127","0.8456413745880127","0.8456413745880127","1.0713083744049072","1.0713083744049072","1.0713083744049072"
"40","3.1628530025482178","3.1628530025482178","3.1628530025482178","2.3958401679992676","2.3958401679992676","2.3958401679992676","1.5940865278244019","1.5940865278244019","1.5940865278244019","0.68411785364151","0.68411785364151","0.68411785364151","0.7183243036270142","0.7183243036270142","0.7183243036270142","0.8736855983734131","0.8736855983734131","0.8736855983734131","1.0073513984680176","1.0073513984680176","1.0073513984680176"
"42","3.1686010360717773","3.1686010360717773","3.1686010360717773","2.3664650917053223","2.3664650917053223","2.3664650917053223","1.5144613981246948","1.5144613981246948","1.5144613981246948","0.7073821425437927","0.7073821425437927","0.7073821425437927","0.7350566387176514","0.7350566387176514","0.7350566387176514","0.8639134764671326","0.8639134764671326","0.8639134764671326","0.9769929647445679","0.9769929647445679","0.9769929647445679"
"44","2.9986751079559326","2.9986751079559326","2.9986751079559326","2.228830337524414","2.228830337524414","2.228830337524414","1.4152663946151733","1.4152663946151733","1.4152663946151733","0.6332627534866333","0.6332627534866333","0.6332627534866333","0.6513487100601196","0.6513487100601196","0.6513487100601196","0.9013318419456482","0.9013318419456482","0.9013318419456482","0.9695703983306885","0.9695703983306885","0.9695703983306885"
"46","2.849008798599243","2.849008798599243","2.849008798599243","2.0401041507720947","2.0401041507720947","2.0401041507720947","1.2591166496276855","1.2591166496276855","1.2591166496276855","0.6528612375259399","0.6528612375259399","0.6528612375259399","0.6493610143661499","0.6493610143661499","0.6493610143661499","0.815281867980957","0.815281867980957","0.815281867980957","0.903351366519928","0.903351366519928","0.903351366519928"
"48","2.9041006565093994","2.9041006565093994","2.9041006565093994","1.9961705207824707","1.9961705207824707","1.9961705207824707","1.1987837553024292","1.1987837553024292","1.1987837553024292","0.6256643533706665","0.6256643533706665","0.6256643533706665","0.6378713846206665","0.6378713846206665","0.6378713846206665","0.894066572189331","0.894066572189331","0.894066572189331","0.9642489552497864","0.9642489552497864","0.9642489552497864"
"50","2.843292713165283","2.843292713165283","2.843292713165283","1.8906148672103882","1.8906148672103882","1.8906148672103882","1.1245977878570557","1.1245977878570557","1.1245977878570557","0.6256435513496399","0.6256435513496399","0.6256435513496399","0.625952422618866","0.625952422618866","0.625952422618866","0.8461483120918274","0.8461483120918274","0.8461483120918274","0.9242563247680664","0.9242563247680664","0.9242563247680664"
"52","2.5978455543518066","2.5978455543518066","2.5978455543518066","1.7054625749588013","1.7054625749588013","1.7054625749588013","1.0474331378936768","1.0474331378936768","1.0474331378936768","0.6701985001564026","0.6701985001564026","0.6701985001564026","0.6621295213699341","0.6621295213699341","0.6621295213699341","0.8345788717269897","0.8345788717269897","0.8345788717269897","0.8396555781364441","0.8396555781364441","0.8396555781364441"
"54","2.6630589962005615","2.6630589962005615","2.6630589962005615","1.942450761795044","1.942450761795044","1.942450761795044","1.120036244392395","1.120036244392395","1.120036244392395","0.6426857709884644","0.6426857709884644","0.6426857709884644","0.6607451438903809","0.6607451438903809","0.6607451438903809","0.8500627279281616","0.8500627279281616","0.8500627279281616","0.8921962976455688","0.8921962976455688","0.8921962976455688"
"56","2.5474531650543213","2.5474531650543213","2.5474531650543213","2.03354549407959","2.03354549407959","2.03354549407959","1.0564988851547241","1.0564988851547241","1.0564988851547241","0.5903804302215576","0.5903804302215576","0.5903804302215576","0.5977667570114136","0.5977667570114136","0.5977667570114136","0.8305158019065857","0.8305158019065857","0.8305158019065857","0.9620075225830078","0.9620075225830078","0.9620075225830078"
"58","2.41762375831604","2.41762375831604","2.41762375831604","1.5883032083511353","1.5883032083511353","1.5883032083511353","0.9509050846099854","0.9509050846099854","0.9509050846099854","0.6066127419471741","0.6066127419471741","0.6066127419471741","0.633364200592041","0.633364200592041","0.633364200592041","0.833280622959137","0.833280622959137","0.833280622959137","1.3108694553375244","1.3108694553375244","1.3108694553375244"
"60","2.3944201469421387","2.3944201469421387","2.3944201469421387","1.4127215147018433","1.4127215147018433","1.4127215147018433","0.9234492778778076","0.9234492778778076","0.9234492778778076","0.6149641871452332","0.6149641871452332","0.6149641871452332","0.6662089824676514","0.6662089824676514","0.6662089824676514","0.878031849861145","0.878031849861145","0.878031849861145","1.060662031173706","1.060662031173706","1.060662031173706"
"62","2.6158297061920166","2.6158297061920166","2.6158297061920166","1.6427589654922485","1.6427589654922485","1.6427589654922485","1.0084729194641113","1.0084729194641113","1.0084729194641113","0.6216272115707397","0.6216272115707397","0.6216272115707397","0.6860869526863098","0.6860869526863098","0.6860869526863098","0.9624449610710144","0.9624449610710144","0.9624449610710144","1.1762824058532715","1.1762824058532715","1.1762824058532715"
"64","2.1506094932556152","2.1506094932556152","2.1506094932556152","1.4877463579177856","1.4877463579177856","1.4877463579177856","0.913489818572998","0.913489818572998","0.913489818572998","0.5897324085235596","0.5897324085235596","0.5897324085235596","0.6203629970550537","0.6203629970550537","0.6203629970550537","0.8264260292053223","0.8264260292053223","0.8264260292053223","0.9149119257926941","0.9149119257926941","0.9149119257926941"
"66","2.2119948863983154","2.2119948863983154","2.2119948863983154","1.2821946144104004","1.2821946144104004","1.2821946144104004","0.9583759903907776","0.9583759903907776","0.9583759903907776","0.5513893365859985","0.5513893365859985","0.5513893365859985","0.5970007181167603","0.5970007181167603","0.5970007181167603","0.8678790330886841","0.8678790330886841","0.8678790330886841","0.8984930515289307","0.8984930515289307","0.8984930515289307"
"68","2.0483007431030273","2.0483007431030273","2.0483007431030273","1.1307305097579956","1.1307305097579956","1.1307305097579956","0.9315322637557983","0.9315322637557983","0.9315322637557983","0.5614679455757141","0.5614679455757141","0.5614679455757141","0.6096836924552917","0.6096836924552917","0.6096836924552917","0.8443424701690674","0.8443424701690674","0.8443424701690674","0.8598688244819641","0.8598688244819641","0.8598688244819641"
"70","2.5199944972991943","2.5199944972991943","2.5199944972991943","1.2809572219848633","1.2809572219848633","1.2809572219848633","0.9771199822425842","0.9771199822425842","0.9771199822425842","0.5780001282691956","0.5780001282691956","0.5780001282691956","0.637901782989502","0.637901782989502","0.637901782989502","0.8244380950927734","0.8244380950927734","0.8244380950927734","0.862491250038147","0.862491250038147","0.862491250038147"
"72","2.6596016883850098","2.6596016883850098","2.6596016883850098","1.2456527948379517","1.2456527948379517","1.2456527948379517","0.9374988079071045","0.9374988079071045","0.9374988079071045","0.5548509359359741","0.5548509359359741","0.5548509359359741","0.5928109884262085","0.5928109884262085","0.5928109884262085","0.8530477285385132","0.8530477285385132","0.8530477285385132","0.8893203735351562","0.8893203735351562","0.8893203735351562"
"74","1.961364507675171","1.961364507675171","1.961364507675171","1.3163069486618042","1.3163069486618042","1.3163069486618042","0.9906167984008789","0.9906167984008789","0.9906167984008789","0.5680637359619141","0.5680637359619141","0.5680637359619141","0.6049181222915649","0.6049181222915649","0.6049181222915649","0.9021571278572083","0.9021571278572083","0.9021571278572083","0.9132645726203918","0.9132645726203918","0.9132645726203918"
"76","2.3759264945983887","2.3759264945983887","2.3759264945983887","1.0437815189361572","1.0437815189361572","1.0437815189361572","0.9777817130088806","0.9777817130088806","0.9777817130088806","0.5603119134902954","0.5603119134902954","0.5603119134902954","0.6053471565246582","0.6053471565246582","0.6053471565246582","1.517330288887024","1.517330288887024","1.517330288887024","0.8949042558670044","0.8949042558670044","0.8949042558670044"
"78","1.993210792541504","1.993210792541504","1.993210792541504","1.3438332080841064","1.3438332080841064","1.3438332080841064","0.8765084743499756","0.8765084743499756","0.8765084743499756","0.6385745406150818","0.6385745406150818","0.6385745406150818","0.6826415061950684","0.6826415061950684","0.6826415061950684","0.9048532247543335","0.9048532247543335","0.9048532247543335","0.9231058359146118","0.9231058359146118","0.9231058359146118"
"80","1.640217661857605","1.640217661857605","1.640217661857605","1.513490915298462","1.513490915298462","1.513490915298462","0.9689120054244995","0.9689120054244995","0.9689120054244995","0.5618833899497986","0.5618833899497986","0.5618833899497986","0.5886110067367554","0.5886110067367554","0.5886110067367554","0.8688245415687561","0.8688245415687561","0.8688245415687561","0.8350381851196289","0.8350381851196289","0.8350381851196289"
"82","1.7908403873443604","1.7908403873443604","1.7908403873443604","0.9631422162055969","0.9631422162055969","0.9631422162055969","0.9072383046150208","0.9072383046150208","0.9072383046150208","0.7079542279243469","0.7079542279243469","0.7079542279243469","0.7359419465065002","0.7359419465065002","0.7359419465065002","0.9037556648254395","0.9037556648254395","0.9037556648254395","0.8774018883705139","0.8774018883705139","0.8774018883705139"
"84","2.2817375659942627","2.2817375659942627","2.2817375659942627","0.9766877293586731","0.9766877293586731","0.9766877293586731","0.8871644735336304","0.8871644735336304","0.8871644735336304","0.601770281791687","0.601770281791687","0.601770281791687","0.6277680397033691","0.6277680397033691","0.6277680397033691","0.8532190918922424","0.8532190918922424","0.8532190918922424","0.856992244720459","0.856992244720459","0.856992244720459"
"86","2.0715527534484863","2.0715527534484863","2.0715527534484863","1.3429282903671265","1.3429282903671265","1.3429282903671265","0.8982428312301636","0.8982428312301636","0.8982428312301636","0.5787506699562073","0.5787506699562073","0.5787506699562073","0.6156444549560547","0.6156444549560547","0.6156444549560547","0.8401271104812622","0.8401271104812622","0.8401271104812622","0.8481475710868835","0.8481475710868835","0.8481475710868835"
"88","1.677808165550232","1.677808165550232","1.677808165550232","1.2937911748886108","1.2937911748886108","1.2937911748886108","1.0695921182632446","1.0695921182632446","1.0695921182632446","0.6421288251876831","0.6421288251876831","0.6421288251876831","0.6705223917961121","0.6705223917961121","0.6705223917961121","0.9087885618209839","0.9087885618209839","0.9087885618209839","0.9176228046417236","0.9176228046417236","0.9176228046417236"
"90","1.5215572118759155","1.5215572118759155","1.5215572118759155","1.049731969833374","1.049731969833374","1.049731969833374","0.9874186515808105","0.9874186515808105","0.9874186515808105","0.5569947957992554","0.5569947957992554","0.5569947957992554","0.5883034467697144","0.5883034467697144","0.5883034467697144","0.8808208107948303","0.8808208107948303","0.8808208107948303","0.83174067735672","0.83174067735672","0.83174067735672"
"92","1.4864493608474731","1.4864493608474731","1.4864493608474731","1.0535564422607422","1.0535564422607422","1.0535564422607422","0.9760551452636719","0.9760551452636719","0.9760551452636719","0.5792161226272583","0.5792161226272583","0.5792161226272583","0.608975887298584","0.608975887298584","0.608975887298584","0.824907124042511","0.824907124042511","0.824907124042511","0.8218129873275757","0.8218129873275757","0.8218129873275757"
"94","1.6181377172470093","1.6181377172470093","1.6181377172470093","1.0665243864059448","1.0665243864059448","1.0665243864059448","0.9049780368804932","0.9049780368804932","0.9049780368804932","0.5487585067749023","0.5487585067749023","0.5487585067749023","0.5698273777961731","0.5698273777961731","0.5698273777961731","0.8243171572685242","0.8243171572685242","0.8243171572685242","0.8078500032424927","0.8078500032424927","0.8078500032424927"
"96","1.4956297874450684","1.4956297874450684","1.4956297874450684","1.027318000793457","1.027318000793457","1.027318000793457","0.9252095818519592","0.9252095818519592","0.9252095818519592","0.6209458112716675","0.6209458112716675","0.6209458112716675","0.6460092067718506","0.6460092067718506","0.6460092067718506","0.8227632641792297","0.8227632641792297","0.8227632641792297","0.8397290706634521","0.8397290706634521","0.8397290706634521"
"98","1.2217673063278198","1.2217673063278198","1.2217673063278198","0.9193853735923767","0.9193853735923767","0.9193853735923767","0.8993845582008362","0.8993845582008362","0.8993845582008362","0.5843909382820129","0.5843909382820129","0.5843909382820129","0.6344938278198242","0.6344938278198242","0.6344938278198242","0.8133899569511414","0.8133899569511414","0.8133899569511414","0.8386280536651611","0.8386280536651611","0.8386280536651611"
"100","1.2661786079406738","1.2661786079406738","1.2661786079406738","1.0055049657821655","1.0055049657821655","1.0055049657821655","0.9590839147567749","0.9590839147567749","0.9590839147567749","0.5746470093727112","0.5746470093727112","0.5746470093727112","0.610177218914032","0.610177218914032","0.610177218914032","0.8051201105117798","0.8051201105117798","0.8051201105117798","0.8689419627189636","0.8689419627189636","0.8689419627189636"
"102","1.4294947385787964","1.4294947385787964","1.4294947385787964","0.944234311580658","0.944234311580658","0.944234311580658","0.9227700233459473","0.9227700233459473","0.9227700233459473","0.5776408910751343","0.5776408910751343","0.5776408910751343","0.5896565914154053","0.5896565914154053","0.5896565914154053","0.7708727121353149","0.7708727121353149","0.7708727121353149","0.8377598524093628","0.8377598524093628","0.8377598524093628"
"104","1.3280309438705444","1.3280309438705444","1.3280309438705444","1.1368517875671387","1.1368517875671387","1.1368517875671387","0.9111678600311279","0.9111678600311279","0.9111678600311279","0.5834589004516602","0.5834589004516602","0.5834589004516602","0.6140256524085999","0.6140256524085999","0.6140256524085999","0.7883513569831848","0.7883513569831848","0.7883513569831848","0.8235887289047241","0.8235887289047241","0.8235887289047241"
"106","1.2736756801605225","1.2736756801605225","1.2736756801605225","1.0239588022232056","1.0239588022232056","1.0239588022232056","0.9254132509231567","0.9254132509231567","0.9254132509231567","0.5399879217147827","0.5399879217147827","0.5399879217147827","0.5866068601608276","0.5866068601608276","0.5866068601608276","0.7652015686035156","0.7652015686035156","0.7652015686035156","0.8196830153465271","0.8196830153465271","0.8196830153465271"
"108","1.1801754236221313","1.1801754236221313","1.1801754236221313","1.0542590618133545","1.0542590618133545","1.0542590618133545","0.9385894536972046","0.9385894536972046","0.9385894536972046","0.5934893488883972","0.5934893488883972","0.5934893488883972","0.6173533201217651","0.6173533201217651","0.6173533201217651","0.8537102341651917","0.8537102341651917","0.8537102341651917","0.7960322499275208","0.7960322499275208","0.7960322499275208"
"110","1.2913403511047363","1.2913403511047363","1.2913403511047363","0.9821839928627014","0.9821839928627014","0.9821839928627014","0.9439554810523987","0.9439554810523987","0.9439554810523987","0.5453829765319824","0.5453829765319824","0.5453829765319824","0.6109172105789185","0.6109172105789185","0.6109172105789185","0.7501547336578369","0.7501547336578369","0.7501547336578369","0.7850716710090637","0.7850716710090637","0.7850716710090637"
"112","1.3550828695297241","1.3550828695297241","1.3550828695297241","0.9111246466636658","0.9111246466636658","0.9111246466636658","0.9271485805511475","0.9271485805511475","0.9271485805511475","0.5731799602508545","0.5731799602508545","0.5731799602508545","0.5761001110076904","0.5761001110076904","0.5761001110076904","0.7672272324562073","0.7672272324562073","0.7672272324562073","0.818945050239563","0.818945050239563","0.818945050239563"
"114","1.1377304792404175","1.1377304792404175","1.1377304792404175","0.9959213137626648","0.9959213137626648","0.9959213137626648","0.9158262610435486","0.9158262610435486","0.9158262610435486","0.5799208879470825","0.5799208879470825","0.5799208879470825","0.6446483731269836","0.6446483731269836","0.6446483731269836","0.7875957489013672","0.7875957489013672","0.7875957489013672","0.8434544205665588","0.8434544205665588","0.8434544205665588"
"116","1.2337623834609985","1.2337623834609985","1.2337623834609985","1.0592396259307861","1.0592396259307861","1.0592396259307861","1.0590001344680786","1.0590001344680786","1.0590001344680786","0.5545430183410645","0.5545430183410645","0.5545430183410645","0.6110889315605164","0.6110889315605164","0.6110889315605164","0.7568972110748291","0.7568972110748291","0.7568972110748291","0.7941254377365112","0.7941254377365112","0.7941254377365112"
"118","1.2432934045791626","1.2432934045791626","1.2432934045791626","0.9727148413658142","0.9727148413658142","0.9727148413658142","0.9949005246162415","0.9949005246162415","0.9949005246162415","0.5789264440536499","0.5789264440536499","0.5789264440536499","0.6006959080696106","0.6006959080696106","0.6006959080696106","0.7981603741645813","0.7981603741645813","0.7981603741645813","0.8662984371185303","0.8662984371185303","0.8662984371185303"
"120","1.0781006813049316","1.0781006813049316","1.0781006813049316","0.9363585114479065","0.9363585114479065","0.9363585114479065","0.9406126141548157","0.9406126141548157","0.9406126141548157","0.5306245684623718","0.5306245684623718","0.5306245684623718","0.5394628643989563","0.5394628643989563","0.5394628643989563","0.7526522278785706","0.7526522278785706","0.7526522278785706","0.7828326225280762","0.7828326225280762","0.7828326225280762"
"122","1.144432544708252","1.144432544708252","1.144432544708252","0.9183809161186218","0.9183809161186218","0.9183809161186218","0.9071965217590332","0.9071965217590332","0.9071965217590332","0.6133191585540771","0.6133191585540771","0.6133191585540771","0.6284881234169006","0.6284881234169006","0.6284881234169006","0.8063876628875732","0.8063876628875732","0.8063876628875732","0.8426172733306885","0.8426172733306885","0.8426172733306885"
"124","1.2045413255691528","1.2045413255691528","1.2045413255691528","0.9974981546401978","0.9974981546401978","0.9974981546401978","0.9479387402534485","0.9479387402534485","0.9479387402534485","0.5364810228347778","0.5364810228347778","0.5364810228347778","0.5681605935096741","0.5681605935096741","0.5681605935096741","0.7252115607261658","0.7252115607261658","0.7252115607261658","0.7838156223297119","0.7838156223297119","0.7838156223297119"
"126","1.1856614351272583","1.1856614351272583","1.1856614351272583","0.9093016982078552","0.9093016982078552","0.9093016982078552","0.9137047529220581","0.9137047529220581","0.9137047529220581","0.5315425992012024","0.5315425992012024","0.5315425992012024","0.576348066329956","0.576348066329956","0.576348066329956","0.7302796244621277","0.7302796244621277","0.7302796244621277","0.7598714828491211","0.7598714828491211","0.7598714828491211"
"128","1.1189863681793213","1.1189863681793213","1.1189863681793213","0.9823119044303894","0.9823119044303894","0.9823119044303894","0.8936578035354614","0.8936578035354614","0.8936578035354614","0.5559892654418945","0.5559892654418945","0.5559892654418945","0.6245853304862976","0.6245853304862976","0.6245853304862976","0.764074444770813","0.764074444770813","0.764074444770813","0.7811803817749023","0.7811803817749023","0.7811803817749023"
