"Step","VOWELS_VMD_b10_DUAL_bs16 - cross_entropy_negative_z","VOWELS_VMD_b10_DUAL_bs16 - cross_entropy_negative_z__MIN","VOWELS_VMD_b10_DUAL_bs16 - cross_entropy_negative_z__MAX","VOWELS_EMD_b10_DUAL_bs16 - cross_entropy_negative_z","VOWELS_EMD_b10_DUAL_bs16 - cross_entropy_negative_z__MIN","VOWELS_EMD_b10_DUAL_bs16 - cross_entropy_negative_z__MAX","VOWELS_EMD_b0_DUAL_bs16 - cross_entropy_negative_z","VOWELS_EMD_b0_DUAL_bs16 - cross_entropy_negative_z__MIN","VOWELS_EMD_b0_DUAL_bs16 - cross_entropy_negative_z__MAX","VOWELS_VMD_b0_DUAL_bs16 - cross_entropy_negative_z","VOWELS_VMD_b0_DUAL_bs16 - cross_entropy_negative_z__MIN","VOWELS_VMD_b0_DUAL_bs16 - cross_entropy_negative_z__MAX","VOWELS_FILTER_b10_DUAL_bs16 - cross_entropy_negative_z","VOWELS_FILTER_b10_DUAL_bs16 - cross_entropy_negative_z__MIN","VOWELS_FILTER_b10_DUAL_bs16 - cross_entropy_negative_z__MAX","VOWELS_EWT_b10_DUAL_bs16 - cross_entropy_negative_z","VOWELS_EWT_b10_DUAL_bs16 - cross_entropy_negative_z__MIN","VOWELS_EWT_b10_DUAL_bs16 - cross_entropy_negative_z__MAX","VOWELS_EWT_b0_DUAL_bs16 - cross_entropy_negative_z","VOWELS_EWT_b0_DUAL_bs16 - cross_entropy_negative_z__MIN","VOWELS_EWT_b0_DUAL_bs16 - cross_entropy_negative_z__MAX","VOWELS_FILTER_b0_DUAL_bs16 - cross_entropy_negative_z","VOWELS_FILTER_b0_DUAL_bs16 - cross_entropy_negative_z__MIN","VOWELS_FILTER_b0_DUAL_bs16 - cross_entropy_negative_z__MAX","VOWELS_EWT_b1_DUAL_bs16 - cross_entropy_negative_z","VOWELS_EWT_b1_DUAL_bs16 - cross_entropy_negative_z__MIN","VOWELS_EWT_b1_DUAL_bs16 - cross_entropy_negative_z__MAX","VOWELS_EMD_b1_DUAL_bs16 - cross_entropy_negative_z","VOWELS_EMD_b1_DUAL_bs16 - cross_entropy_negative_z__MIN","VOWELS_EMD_b1_DUAL_bs16 - cross_entropy_negative_z__MAX","VOWELS_VMD_b1_DUAL_bs16 - cross_entropy_negative_z","VOWELS_VMD_b1_DUAL_bs16 - cross_entropy_negative_z__MIN","VOWELS_VMD_b1_DUAL_bs16 - cross_entropy_negative_z__MAX","VOWELS_FILTER_b1_DUAL_bs16 - cross_entropy_negative_z","VOWELS_FILTER_b1_DUAL_bs16 - cross_entropy_negative_z__MIN","VOWELS_FILTER_b1_DUAL_bs16 - cross_entropy_negative_z__MAX"
"20","5.554389953613281","5.554389953613281","5.554389953613281","6.006731986999512","6.006731986999512","6.006731986999512","0.5521233081817627","0.5521233081817627","0.5521233081817627","0.6353868842124939","0.6353868842124939","0.6353868842124939","6.61284875869751","6.61284875869751","6.61284875869751","6.2147111892700195","6.2147111892700195","6.2147111892700195","0.8312556147575378","0.8312556147575378","0.8312556147575378","0.7267690300941467","0.7267690300941467","0.7267690300941467","0.9558656215667725","0.9558656215667725","0.9558656215667725","1.0120933055877686","1.0120933055877686","1.0120933055877686","0.807214081287384","0.807214081287384","0.807214081287384","0.9324458241462708","0.9324458241462708","0.9324458241462708"
"22","5.129052639007568","5.129052639007568","5.129052639007568","5.501452445983887","5.501452445983887","5.501452445983887","0.5378844141960144","0.5378844141960144","0.5378844141960144","0.4303114414215088","0.4303114414215088","0.4303114414215088","5.925161361694336","5.925161361694336","5.925161361694336","5.623365879058838","5.623365879058838","5.623365879058838","0.6638469099998474","0.6638469099998474","0.6638469099998474","0.5268603563308716","0.5268603563308716","0.5268603563308716","0.8795253038406372","0.8795253038406372","0.8795253038406372","0.8535190224647522","0.8535190224647522","0.8535190224647522","0.8455862402915955","0.8455862402915955","0.8455862402915955","0.8474200963973999","0.8474200963973999","0.8474200963973999"
"24","4.459181785583496","4.459181785583496","4.459181785583496","5.193962097167969","5.193962097167969","5.193962097167969","0.4354262948036194","0.4354262948036194","0.4354262948036194","0.3852797746658325","0.3852797746658325","0.3852797746658325","5.644525527954102","5.644525527954102","5.644525527954102","5.486785888671875","5.486785888671875","5.486785888671875","0.5769871473312378","0.5769871473312378","0.5769871473312378","0.5500499606132507","0.5500499606132507","0.5500499606132507","0.8031511306762695","0.8031511306762695","0.8031511306762695","0.8906359672546387","0.8906359672546387","0.8906359672546387","0.5348837375640869","0.5348837375640869","0.5348837375640869","0.7740823030471802","0.7740823030471802","0.7740823030471802"
"26","4.209210395812988","4.209210395812988","4.209210395812988","4.846593856811523","4.846593856811523","4.846593856811523","0.5123032331466675","0.5123032331466675","0.5123032331466675","0.38905465602874756","0.38905465602874756","0.38905465602874756","5.207796573638916","5.207796573638916","5.207796573638916","5.088807106018066","5.088807106018066","5.088807106018066","0.6410835981369019","0.6410835981369019","0.6410835981369019","0.518781304359436","0.518781304359436","0.518781304359436","0.8233181834220886","0.8233181834220886","0.8233181834220886","0.8779044151306152","0.8779044151306152","0.8779044151306152","0.6983166933059692","0.6983166933059692","0.6983166933059692","0.7993878126144409","0.7993878126144409","0.7993878126144409"
"28","4.395071983337402","4.395071983337402","4.395071983337402","4.835608959197998","4.835608959197998","4.835608959197998","0.4660414159297943","0.4660414159297943","0.4660414159297943","0.4723108410835266","0.4723108410835266","0.4723108410835266","5.153433799743652","5.153433799743652","5.153433799743652","4.759641170501709","4.759641170501709","4.759641170501709","0.544309139251709","0.544309139251709","0.544309139251709","0.3823891282081604","0.3823891282081604","0.3823891282081604","0.7718496322631836","0.7718496322631836","0.7718496322631836","0.7524430751800537","0.7524430751800537","0.7524430751800537","0.8871534466743469","0.8871534466743469","0.8871534466743469","0.7597729563713074","0.7597729563713074","0.7597729563713074"
"30","4.208306312561035","4.208306312561035","4.208306312561035","4.623338222503662","4.623338222503662","4.623338222503662","0.48283088207244873","0.48283088207244873","0.48283088207244873","0.4977935552597046","0.4977935552597046","0.4977935552597046","5.199635982513428","5.199635982513428","5.199635982513428","4.7353835105896","4.7353835105896","4.7353835105896","0.4279451370239258","0.4279451370239258","0.4279451370239258","0.48749908804893494","0.48749908804893494","0.48749908804893494","0.7146333456039429","0.7146333456039429","0.7146333456039429","0.7615588903427124","0.7615588903427124","0.7615588903427124","0.7826541662216187","0.7826541662216187","0.7826541662216187","0.982274055480957","0.982274055480957","0.982274055480957"
"32","3.8457252979278564","3.8457252979278564","3.8457252979278564","4.707724571228027","4.707724571228027","4.707724571228027","0.47372835874557495","0.47372835874557495","0.47372835874557495","0.5993043184280396","0.5993043184280396","0.5993043184280396","5.091371536254883","5.091371536254883","5.091371536254883","4.448875427246094","4.448875427246094","4.448875427246094","0.4285815358161926","0.4285815358161926","0.4285815358161926","0.44922834634780884","0.44922834634780884","0.44922834634780884","0.8157507181167603","0.8157507181167603","0.8157507181167603","0.9156532883644104","0.9156532883644104","0.9156532883644104","0.9303042888641357","0.9303042888641357","0.9303042888641357","0.9571144580841064","0.9571144580841064","0.9571144580841064"
"34","3.915013313293457","3.915013313293457","3.915013313293457","4.281919479370117","4.281919479370117","4.281919479370117","0.387894868850708","0.387894868850708","0.387894868850708","0.4709259569644928","0.4709259569644928","0.4709259569644928","4.448053359985352","4.448053359985352","4.448053359985352","4.081634521484375","4.081634521484375","4.081634521484375","0.4595395624637604","0.4595395624637604","0.4595395624637604","0.32663780450820923","0.32663780450820923","0.32663780450820923","0.8665401935577393","0.8665401935577393","0.8665401935577393","0.684040904045105","0.684040904045105","0.684040904045105","0.8204156160354614","0.8204156160354614","0.8204156160354614","0.752483606338501","0.752483606338501","0.752483606338501"
"36","3.7280120849609375","3.7280120849609375","3.7280120849609375","4.058164596557617","4.058164596557617","4.058164596557617","0.3405570089817047","0.3405570089817047","0.3405570089817047","0.2931424081325531","0.2931424081325531","0.2931424081325531","5.230729579925537","5.230729579925537","5.230729579925537","3.896167278289795","3.896167278289795","3.896167278289795","0.3588244915008545","0.3588244915008545","0.3588244915008545","0.31502676010131836","0.31502676010131836","0.31502676010131836","0.6853759288787842","0.6853759288787842","0.6853759288787842","0.604372501373291","0.604372501373291","0.604372501373291","0.6807701587677002","0.6807701587677002","0.6807701587677002","1.1044292449951172","1.1044292449951172","1.1044292449951172"
"38","3.026857852935791","3.026857852935791","3.026857852935791","3.7150187492370605","3.7150187492370605","3.7150187492370605","0.3975611627101898","0.3975611627101898","0.3975611627101898","0.303219199180603","0.303219199180603","0.303219199180603","4.241257190704346","4.241257190704346","4.241257190704346","3.8213181495666504","3.8213181495666504","3.8213181495666504","0.4741477370262146","0.4741477370262146","0.4741477370262146","0.366354763507843","0.366354763507843","0.366354763507843","0.7335077524185181","0.7335077524185181","0.7335077524185181","0.6831089854240417","0.6831089854240417","0.6831089854240417","0.3601289391517639","0.3601289391517639","0.3601289391517639","0.7933931946754456","0.7933931946754456","0.7933931946754456"
"40","3.294735908508301","3.294735908508301","3.294735908508301","4.277826309204102","4.277826309204102","4.277826309204102","0.5311582088470459","0.5311582088470459","0.5311582088470459","0.2765401303768158","0.2765401303768158","0.2765401303768158","4.252464294433594","4.252464294433594","4.252464294433594","3.730581283569336","3.730581283569336","3.730581283569336","0.37459051609039307","0.37459051609039307","0.37459051609039307","0.4082845449447632","0.4082845449447632","0.4082845449447632","0.6588686108589172","0.6588686108589172","0.6588686108589172","0.7172846794128418","0.7172846794128418","0.7172846794128418","0.6731835603713989","0.6731835603713989","0.6731835603713989","1.0703271627426147","1.0703271627426147","1.0703271627426147"
"42","2.6031694412231445","2.6031694412231445","2.6031694412231445","3.4977102279663086","3.4977102279663086","3.4977102279663086","0.5894414186477661","0.5894414186477661","0.5894414186477661","0.47434163093566895","0.47434163093566895","0.47434163093566895","3.9036197662353516","3.9036197662353516","3.9036197662353516","3.1751441955566406","3.1751441955566406","3.1751441955566406","0.4443565011024475","0.4443565011024475","0.4443565011024475","0.6014355421066284","0.6014355421066284","0.6014355421066284","0.636719286441803","0.636719286441803","0.636719286441803","0.6625783443450928","0.6625783443450928","0.6625783443450928","0.6559672355651855","0.6559672355651855","0.6559672355651855","1.1455223560333252","1.1455223560333252","1.1455223560333252"
"44","2.7407970428466797","2.7407970428466797","2.7407970428466797","4.129250526428223","4.129250526428223","4.129250526428223","0.44527578353881836","0.44527578353881836","0.44527578353881836","0.294952392578125","0.294952392578125","0.294952392578125","3.619605302810669","3.619605302810669","3.619605302810669","2.643744468688965","2.643744468688965","2.643744468688965","0.4129055440425873","0.4129055440425873","0.4129055440425873","0.3839958906173706","0.3839958906173706","0.3839958906173706","0.5944836139678955","0.5944836139678955","0.5944836139678955","0.763772189617157","0.763772189617157","0.763772189617157","0.9632394313812256","0.9632394313812256","0.9632394313812256","1.2037732601165771","1.2037732601165771","1.2037732601165771"
"46","1.9144129753112793","1.9144129753112793","1.9144129753112793","4.607234954833984","4.607234954833984","4.607234954833984","0.3688085675239563","0.3688085675239563","0.3688085675239563","0.3476946949958801","0.3476946949958801","0.3476946949958801","3.044004201889038","3.044004201889038","3.044004201889038","2.2327401638031006","2.2327401638031006","2.2327401638031006","0.44059115648269653","0.44059115648269653","0.44059115648269653","0.33484476804733276","0.33484476804733276","0.33484476804733276","0.4944918751716614","0.4944918751716614","0.4944918751716614","0.640190839767456","0.640190839767456","0.640190839767456","0.48937657475471497","0.48937657475471497","0.48937657475471497","0.6480194926261902","0.6480194926261902","0.6480194926261902"
"48","1.7144311666488647","1.7144311666488647","1.7144311666488647","3.0620155334472656","3.0620155334472656","3.0620155334472656","0.2488546073436737","0.2488546073436737","0.2488546073436737","0.30817341804504395","0.30817341804504395","0.30817341804504395","2.7425808906555176","2.7425808906555176","2.7425808906555176","2.8326380252838135","2.8326380252838135","2.8326380252838135","0.10566560178995132","0.10566560178995132","0.10566560178995132","0.2355358749628067","0.2355358749628067","0.2355358749628067","0.5558933019638062","0.5558933019638062","0.5558933019638062","1.000887155532837","1.000887155532837","1.000887155532837","0.4553505778312683","0.4553505778312683","0.4553505778312683","1.0402166843414307","1.0402166843414307","1.0402166843414307"
"50","2.2166173458099365","2.2166173458099365","2.2166173458099365","4.017755031585693","4.017755031585693","4.017755031585693","0.3836183547973633","0.3836183547973633","0.3836183547973633","0.24598447978496552","0.24598447978496552","0.24598447978496552","2.469992160797119","2.469992160797119","2.469992160797119","2.2726404666900635","2.2726404666900635","2.2726404666900635","0.19442151486873627","0.19442151486873627","0.19442151486873627","0.2515045404434204","0.2515045404434204","0.2515045404434204","0.5842532515525818","0.5842532515525818","0.5842532515525818","0.9006397724151611","0.9006397724151611","0.9006397724151611","0.6636298894882202","0.6636298894882202","0.6636298894882202","0.9446558356285095","0.9446558356285095","0.9446558356285095"
"52","1.6322264671325684","1.6322264671325684","1.6322264671325684","5.358283519744873","5.358283519744873","5.358283519744873","0.33091211318969727","0.33091211318969727","0.33091211318969727","0.2988910675048828","0.2988910675048828","0.2988910675048828","2.186544418334961","2.186544418334961","2.186544418334961","2.543018341064453","2.543018341064453","2.543018341064453","0.23973144590854645","0.23973144590854645","0.23973144590854645","0.41414839029312134","0.41414839029312134","0.41414839029312134","0.5100759267807007","0.5100759267807007","0.5100759267807007","0.6829240322113037","0.6829240322113037","0.6829240322113037","0.6454300284385681","0.6454300284385681","0.6454300284385681","0.6074233055114746","0.6074233055114746","0.6074233055114746"
"54","1.9805400371551514","1.9805400371551514","1.9805400371551514","3.2022056579589844","3.2022056579589844","3.2022056579589844","0.2908724248409271","0.2908724248409271","0.2908724248409271","0.2810927629470825","0.2810927629470825","0.2810927629470825","2.51385498046875","2.51385498046875","2.51385498046875","2.242429733276367","2.242429733276367","2.242429733276367","0.19620352983474731","0.19620352983474731","0.19620352983474731","0.3101598918437958","0.3101598918437958","0.3101598918437958","0.30694064497947693","0.30694064497947693","0.30694064497947693","0.7704180479049683","0.7704180479049683","0.7704180479049683","0.6228477954864502","0.6228477954864502","0.6228477954864502","0.7963188290596008","0.7963188290596008","0.7963188290596008"
"56","1.2074832916259766","1.2074832916259766","1.2074832916259766","3.110924243927002","3.110924243927002","3.110924243927002","0.26157140731811523","0.26157140731811523","0.26157140731811523","0.2531994581222534","0.2531994581222534","0.2531994581222534","2.1999030113220215","2.1999030113220215","2.1999030113220215","1.9408974647521973","1.9408974647521973","1.9408974647521973","0.10398997366428375","0.10398997366428375","0.10398997366428375","0.13224384188652039","0.13224384188652039","0.13224384188652039","0.4585459530353546","0.4585459530353546","0.4585459530353546","0.6357637643814087","0.6357637643814087","0.6357637643814087","0.5613322257995605","0.5613322257995605","0.5613322257995605","0.8261097073554993","0.8261097073554993","0.8261097073554993"
"58","1.2109200954437256","1.2109200954437256","1.2109200954437256","2.6110711097717285","2.6110711097717285","2.6110711097717285","0.3696788549423218","0.3696788549423218","0.3696788549423218","0.25237298011779785","0.25237298011779785","0.25237298011779785","1.65541410446167","1.65541410446167","1.65541410446167","1.8315438032150269","1.8315438032150269","1.8315438032150269","0.38430550694465637","0.38430550694465637","0.38430550694465637","0.37397509813308716","0.37397509813308716","0.37397509813308716","0.6142804026603699","0.6142804026603699","0.6142804026603699","0.6700566411018372","0.6700566411018372","0.6700566411018372","0.5775766968727112","0.5775766968727112","0.5775766968727112","0.8056949377059937","0.8056949377059937","0.8056949377059937"
"60","1.2712843418121338","1.2712843418121338","1.2712843418121338","2.57472562789917","2.57472562789917","2.57472562789917","0.4135490655899048","0.4135490655899048","0.4135490655899048","0.20937907695770264","0.20937907695770264","0.20937907695770264","1.41422438621521","1.41422438621521","1.41422438621521","1.5704638957977295","1.5704638957977295","1.5704638957977295","0.20527556538581848","0.20527556538581848","0.20527556538581848","0.39627182483673096","0.39627182483673096","0.39627182483673096","0.5481085777282715","0.5481085777282715","0.5481085777282715","0.8001856207847595","0.8001856207847595","0.8001856207847595","0.8311294317245483","0.8311294317245483","0.8311294317245483","0.9370176792144775","0.9370176792144775","0.9370176792144775"
"62","1.2526617050170898","1.2526617050170898","1.2526617050170898","2.364387035369873","2.364387035369873","2.364387035369873","0.7124455571174622","0.7124455571174622","0.7124455571174622","0.3857068419456482","0.3857068419456482","0.3857068419456482","1.742101788520813","1.742101788520813","1.742101788520813","1.8963738679885864","1.8963738679885864","1.8963738679885864","0.29500097036361694","0.29500097036361694","0.29500097036361694","0.16312935948371887","0.16312935948371887","0.16312935948371887","0.5927866697311401","0.5927866697311401","0.5927866697311401","0.7171648144721985","0.7171648144721985","0.7171648144721985","0.6674207448959351","0.6674207448959351","0.6674207448959351","0.9734468460083008","0.9734468460083008","0.9734468460083008"
"64","1.0026013851165771","1.0026013851165771","1.0026013851165771","2.37522292137146","2.37522292137146","2.37522292137146","0.6026614308357239","0.6026614308357239","0.6026614308357239","0.3588259220123291","0.3588259220123291","0.3588259220123291","1.4361857175827026","1.4361857175827026","1.4361857175827026","1.5545673370361328","1.5545673370361328","1.5545673370361328","0.12091155350208282","0.12091155350208282","0.12091155350208282","0.18731380999088287","0.18731380999088287","0.18731380999088287","0.6191844940185547","0.6191844940185547","0.6191844940185547","0.7884913086891174","0.7884913086891174","0.7884913086891174","0.6769076585769653","0.6769076585769653","0.6769076585769653","0.8802341818809509","0.8802341818809509","0.8802341818809509"
"66","1.2507636547088623","1.2507636547088623","1.2507636547088623","2.2025437355041504","2.2025437355041504","2.2025437355041504","0.24926400184631348","0.24926400184631348","0.24926400184631348","0.3139929175376892","0.3139929175376892","0.3139929175376892","1.5191066265106201","1.5191066265106201","1.5191066265106201","1.6168118715286255","1.6168118715286255","1.6168118715286255","0.06776704639196396","0.06776704639196396","0.06776704639196396","0.22723104059696198","0.22723104059696198","0.22723104059696198","0.38090217113494873","0.38090217113494873","0.38090217113494873","0.5063748359680176","0.5063748359680176","0.5063748359680176","0.7492685317993164","0.7492685317993164","0.7492685317993164","0.9031095504760742","0.9031095504760742","0.9031095504760742"
"68","0.9369205236434937","0.9369205236434937","0.9369205236434937","2.0546586513519287","2.0546586513519287","2.0546586513519287","0.5037646293640137","0.5037646293640137","0.5037646293640137","0.18440751731395721","0.18440751731395721","0.18440751731395721","1.5181379318237305","1.5181379318237305","1.5181379318237305","1.364149570465088","1.364149570465088","1.364149570465088","0.10826985538005829","0.10826985538005829","0.10826985538005829","0.07832235842943192","0.07832235842943192","0.07832235842943192","0.5437780618667603","0.5437780618667603","0.5437780618667603","0.5666148662567139","0.5666148662567139","0.5666148662567139","0.44968876242637634","0.44968876242637634","0.44968876242637634","0.7586901187896729","0.7586901187896729","0.7586901187896729"
