"Step","VOWELS_VMD_b10_DUAL_bs16 - prior_loss_z","VOWELS_VMD_b10_DUAL_bs16 - prior_loss_z__MIN","VOWELS_VMD_b10_DUAL_bs16 - prior_loss_z__MAX","VOWELS_EMD_b10_DUAL_bs16 - prior_loss_z","VOWELS_EMD_b10_DUAL_bs16 - prior_loss_z__MIN","VOWELS_EMD_b10_DUAL_bs16 - prior_loss_z__MAX","VOWELS_EMD_b0_DUAL_bs16 - prior_loss_z","VOWELS_EMD_b0_DUAL_bs16 - prior_loss_z__MIN","VOWELS_EMD_b0_DUAL_bs16 - prior_loss_z__MAX","VOWELS_VMD_b0_DUAL_bs16 - prior_loss_z","VOWELS_VMD_b0_DUAL_bs16 - prior_loss_z__MIN","VOWELS_VMD_b0_DUAL_bs16 - prior_loss_z__MAX","VOWELS_FILTER_b10_DUAL_bs16 - prior_loss_z","VOWELS_FILTER_b10_DUAL_bs16 - prior_loss_z__MIN","VOWELS_FILTER_b10_DUAL_bs16 - prior_loss_z__MAX","VOWELS_EWT_b10_DUAL_bs16 - prior_loss_z","VOWELS_EWT_b10_DUAL_bs16 - prior_loss_z__MIN","VOWELS_EWT_b10_DUAL_bs16 - prior_loss_z__MAX","VOWELS_EWT_b0_DUAL_bs16 - prior_loss_z","VOWELS_EWT_b0_DUAL_bs16 - prior_loss_z__MIN","VOWELS_EWT_b0_DUAL_bs16 - prior_loss_z__MAX","VOWELS_FILTER_b0_DUAL_bs16 - prior_loss_z","VOWELS_FILTER_b0_DUAL_bs16 - prior_loss_z__MIN","VOWELS_FILTER_b0_DUAL_bs16 - prior_loss_z__MAX","VOWELS_EWT_b1_DUAL_bs16 - prior_loss_z","VOWELS_EWT_b1_DUAL_bs16 - prior_loss_z__MIN","VOWELS_EWT_b1_DUAL_bs16 - prior_loss_z__MAX","VOWELS_EMD_b1_DUAL_bs16 - prior_loss_z","VOWELS_EMD_b1_DUAL_bs16 - prior_loss_z__MIN","VOWELS_EMD_b1_DUAL_bs16 - prior_loss_z__MAX","VOWELS_VMD_b1_DUAL_bs16 - prior_loss_z","VOWELS_VMD_b1_DUAL_bs16 - prior_loss_z__MIN","VOWELS_VMD_b1_DUAL_bs16 - prior_loss_z__MAX","VOWELS_FILTER_b1_DUAL_bs16 - prior_loss_z","VOWELS_FILTER_b1_DUAL_bs16 - prior_loss_z__MIN","VOWELS_FILTER_b1_DUAL_bs16 - prior_loss_z__MAX"
"20","0.8855864405632019","0.8855864405632019","0.8855864405632019","0.8499391078948975","0.8499391078948975","0.8499391078948975","0","0","0","0","0","0","2.2797963619232178","2.2797963619232178","2.2797963619232178","3.127070426940918","3.127070426940918","3.127070426940918","0","0","0","0","0","0","0.4178416132926941","0.4178416132926941","0.4178416132926941","0.30211007595062256","0.30211007595062256","0.30211007595062256","0.2161550521850586","0.2161550521850586","0.2161550521850586","0.3218468427658081","0.3218468427658081","0.3218468427658081"
"22","1.24107825756073","1.24107825756073","1.24107825756073","4.386669158935547","4.386669158935547","4.386669158935547","0","0","0","0","0","0","1.3678147792816162","1.3678147792816162","1.3678147792816162","1.4104716777801514","1.4104716777801514","1.4104716777801514","0","0","0","0","0","0","0.41821762919425964","0.41821762919425964","0.41821762919425964","0.2372536063194275","0.2372536063194275","0.2372536063194275","0.19297190010547638","0.19297190010547638","0.19297190010547638","0.2653402090072632","0.2653402090072632","0.2653402090072632"
"24","1.0351002216339111","1.0351002216339111","1.0351002216339111","1.0740898847579956","1.0740898847579956","1.0740898847579956","0","0","0","0","0","0","1.2124515771865845","1.2124515771865845","1.2124515771865845","3.1509511470794678","3.1509511470794678","3.1509511470794678","0","0","0","0","0","0","0.21909520030021667","0.21909520030021667","0.21909520030021667","0.19274607300758362","0.19274607300758362","0.19274607300758362","0.19675716757774353","0.19675716757774353","0.19675716757774353","0.2097395807504654","0.2097395807504654","0.2097395807504654"
"26","0.6561719179153442","0.6561719179153442","0.6561719179153442","1.4506548643112183","1.4506548643112183","1.4506548643112183","0","0","0","0","0","0","1.8934756517410278","1.8934756517410278","1.8934756517410278","1.186978816986084","1.186978816986084","1.186978816986084","0","0","0","0","0","0","0.2738654613494873","0.2738654613494873","0.2738654613494873","0.24190813302993774","0.24190813302993774","0.24190813302993774","0.1433933526277542","0.1433933526277542","0.1433933526277542","0.25379276275634766","0.25379276275634766","0.25379276275634766"
"28","0.42323917150497437","0.42323917150497437","0.42323917150497437","5.001867771148682","5.001867771148682","5.001867771148682","0","0","0","0","0","0","0.9667463302612305","0.9667463302612305","0.9667463302612305","4.017441749572754","4.017441749572754","4.017441749572754","0","0","0","0","0","0","0.2992372214794159","0.2992372214794159","0.2992372214794159","0.14965303242206573","0.14965303242206573","0.14965303242206573","0.12047603726387024","0.12047603726387024","0.12047603726387024","0.21656230092048645","0.21656230092048645","0.21656230092048645"
"30","0.3769628703594208","0.3769628703594208","0.3769628703594208","0.3458388149738312","0.3458388149738312","0.3458388149738312","0","0","0","0","0","0","3.0275955200195312","3.0275955200195312","3.0275955200195312","1.0280430316925049","1.0280430316925049","1.0280430316925049","0","0","0","0","0","0","0.13044416904449463","0.13044416904449463","0.13044416904449463","0.2443750947713852","0.2443750947713852","0.2443750947713852","0.2080661803483963","0.2080661803483963","0.2080661803483963","0.297743022441864","0.297743022441864","0.297743022441864"
"32","0.5647368431091309","0.5647368431091309","0.5647368431091309","0.38610920310020447","0.38610920310020447","0.38610920310020447","0","0","0","0","0","0","0.9133510589599609","0.9133510589599609","0.9133510589599609","0.8528358936309814","0.8528358936309814","0.8528358936309814","0","0","0","0","0","0","0.3327510356903076","0.3327510356903076","0.3327510356903076","0.14753654599189758","0.14753654599189758","0.14753654599189758","0.16836605966091156","0.16836605966091156","0.16836605966091156","0.19421570003032684","0.19421570003032684","0.19421570003032684"
"34","0.6602272391319275","0.6602272391319275","0.6602272391319275","0.3185547888278961","0.3185547888278961","0.3185547888278961","0","0","0","0","0","0","0.7637076377868652","0.7637076377868652","0.7637076377868652","0.8952103853225708","0.8952103853225708","0.8952103853225708","0","0","0","0","0","0","0.2195894718170166","0.2195894718170166","0.2195894718170166","0.13472683727741241","0.13472683727741241","0.13472683727741241","0.11935532093048096","0.11935532093048096","0.11935532093048096","0.11658996343612671","0.11658996343612671","0.11658996343612671"
"36","0.42216405272483826","0.42216405272483826","0.42216405272483826","0.27610063552856445","0.27610063552856445","0.27610063552856445","0","0","0","0","0","0","1.8754161596298218","1.8754161596298218","1.8754161596298218","2.548910617828369","2.548910617828369","2.548910617828369","0","0","0","0","0","0","0.19220814108848572","0.19220814108848572","0.19220814108848572","0.22860676050186157","0.22860676050186157","0.22860676050186157","0.1834968477487564","0.1834968477487564","0.1834968477487564","0.24200424551963806","0.24200424551963806","0.24200424551963806"
"38","4.10927677154541","4.10927677154541","4.10927677154541","2.3405842781066895","2.3405842781066895","2.3405842781066895","0","0","0","0","0","0","0.6275713443756104","0.6275713443756104","0.6275713443756104","0.3913506865501404","0.3913506865501404","0.3913506865501404","0","0","0","0","0","0","0.2904236912727356","0.2904236912727356","0.2904236912727356","0.16223043203353882","0.16223043203353882","0.16223043203353882","0.07816098630428314","0.07816098630428314","0.07816098630428314","0.15941545367240906","0.15941545367240906","0.15941545367240906"
"40","0.28525590896606445","0.28525590896606445","0.28525590896606445","0.2941496670246124","0.2941496670246124","0.2941496670246124","0","0","0","0","0","0","0.35892948508262634","0.35892948508262634","0.35892948508262634","0.38542747497558594","0.38542747497558594","0.38542747497558594","0","0","0","0","0","0","0.22663824260234833","0.22663824260234833","0.22663824260234833","0.15731863677501678","0.15731863677501678","0.15731863677501678","0.18208853900432587","0.18208853900432587","0.18208853900432587","0.11922210454940796","0.11922210454940796","0.11922210454940796"
"42","0.26853159070014954","0.26853159070014954","0.26853159070014954","0.34076496958732605","0.34076496958732605","0.34076496958732605","0","0","0","0","0","0","3.3270254135131836","3.3270254135131836","3.3270254135131836","0.3539636731147766","0.3539636731147766","0.3539636731147766","0","0","0","0","0","0","0.1835433393716812","0.1835433393716812","0.1835433393716812","0.08614249527454376","0.08614249527454376","0.08614249527454376","0.05383327603340149","0.05383327603340149","0.05383327603340149","0.14174401760101318","0.14174401760101318","0.14174401760101318"
"44","3.858128070831299","3.858128070831299","3.858128070831299","0.5733028054237366","0.5733028054237366","0.5733028054237366","0","0","0","0","0","0","0.2979680895805359","0.2979680895805359","0.2979680895805359","2.119448661804199","2.119448661804199","2.119448661804199","0","0","0","0","0","0","0.1766090840101242","0.1766090840101242","0.1766090840101242","0.14600396156311035","0.14600396156311035","0.14600396156311035","0.06434321403503418","0.06434321403503418","0.06434321403503418","0.1861085742712021","0.1861085742712021","0.1861085742712021"
"46","0.6212539672851562","0.6212539672851562","0.6212539672851562","1.2492634057998657","1.2492634057998657","1.2492634057998657","0","0","0","0","0","0","1.1223875284194946","1.1223875284194946","1.1223875284194946","2.1293447017669678","2.1293447017669678","2.1293447017669678","0","0","0","0","0","0","0.15162192285060883","0.15162192285060883","0.15162192285060883","0.08458979427814484","0.08458979427814484","0.08458979427814484","0.03910630941390991","0.03910630941390991","0.03910630941390991","0.05796477198600769","0.05796477198600769","0.05796477198600769"
"48","0.30527785420417786","0.30527785420417786","0.30527785420417786","0.16896426677703857","0.16896426677703857","0.16896426677703857","0","0","0","0","0","0","2.2524192333221436","2.2524192333221436","2.2524192333221436","0.6458386778831482","0.6458386778831482","0.6458386778831482","0","0","0","0","0","0","0.18371373414993286","0.18371373414993286","0.18371373414993286","0.059444159269332886","0.059444159269332886","0.059444159269332886","0.06748422980308533","0.06748422980308533","0.06748422980308533","0.05730882287025452","0.05730882287025452","0.05730882287025452"
"50","0.19078999757766724","0.19078999757766724","0.19078999757766724","0.7620096206665039","0.7620096206665039","0.7620096206665039","0","0","0","0","0","0","0.8245661854743958","0.8245661854743958","0.8245661854743958","0.41934773325920105","0.41934773325920105","0.41934773325920105","0","0","0","0","0","0","0.11818185448646545","0.11818185448646545","0.11818185448646545","0.10014750063419342","0.10014750063419342","0.10014750063419342","0.0709158182144165","0.0709158182144165","0.0709158182144165","0.280284583568573","0.280284583568573","0.280284583568573"
"52","0.3027871251106262","0.3027871251106262","0.3027871251106262","0.9098589420318604","0.9098589420318604","0.9098589420318604","0","0","0","0","0","0","0.23924410343170166","0.23924410343170166","0.23924410343170166","0.7470026612281799","0.7470026612281799","0.7470026612281799","0","0","0","0","0","0","0.10023094713687897","0.10023094713687897","0.10023094713687897","0.05368776619434357","0.05368776619434357","0.05368776619434357","0.06229043006896973","0.06229043006896973","0.06229043006896973","0.10546691715717316","0.10546691715717316","0.10546691715717316"
"54","0.3026440739631653","0.3026440739631653","0.3026440739631653","0.24725645780563354","0.24725645780563354","0.24725645780563354","0","0","0","0","0","0","0.3523118793964386","0.3523118793964386","0.3523118793964386","0.3536529839038849","0.3536529839038849","0.3536529839038849","0","0","0","0","0","0","0.11323332786560059","0.11323332786560059","0.11323332786560059","0.047133564949035645","0.047133564949035645","0.047133564949035645","0.033700764179229736","0.033700764179229736","0.033700764179229736","0.05785539746284485","0.05785539746284485","0.05785539746284485"
"56","0.35045742988586426","0.35045742988586426","0.35045742988586426","0.2874813973903656","0.2874813973903656","0.2874813973903656","0","0","0","0","0","0","3.172546625137329","3.172546625137329","3.172546625137329","1.5644543170928955","1.5644543170928955","1.5644543170928955","0","0","0","0","0","0","0.08005984127521515","0.08005984127521515","0.08005984127521515","0.07069334387779236","0.07069334387779236","0.07069334387779236","0.05164511501789093","0.05164511501789093","0.05164511501789093","0.12062579393386841","0.12062579393386841","0.12062579393386841"
"58","0.3024972975254059","0.3024972975254059","0.3024972975254059","2.7642853260040283","2.7642853260040283","2.7642853260040283","0","0","0","0","0","0","0.2216041088104248","0.2216041088104248","0.2216041088104248","0.6202571392059326","0.6202571392059326","0.6202571392059326","0","0","0","0","0","0","0.07093645632266998","0.07093645632266998","0.07093645632266998","0.0611954927444458","0.0611954927444458","0.0611954927444458","0.047307759523391724","0.047307759523391724","0.047307759523391724","0.0696524977684021","0.0696524977684021","0.0696524977684021"
"60","0.7843777537345886","0.7843777537345886","0.7843777537345886","0.14580190181732178","0.14580190181732178","0.14580190181732178","0","0","0","0","0","0","0.46647563576698303","0.46647563576698303","0.46647563576698303","0.7817789912223816","0.7817789912223816","0.7817789912223816","0","0","0","0","0","0","0.15289008617401123","0.15289008617401123","0.15289008617401123","0.05210071802139282","0.05210071802139282","0.05210071802139282","0.021597743034362793","0.021597743034362793","0.021597743034362793","0.051537975668907166","0.051537975668907166","0.051537975668907166"
"62","1.566287875175476","1.566287875175476","1.566287875175476","0.11000558733940125","0.11000558733940125","0.11000558733940125","0","0","0","0","0","0","0.4213765263557434","0.4213765263557434","0.4213765263557434","0.3226645290851593","0.3226645290851593","0.3226645290851593","0","0","0","0","0","0","0.045180320739746094","0.045180320739746094","0.045180320739746094","0.1402958482503891","0.1402958482503891","0.1402958482503891","0.10379008948802948","0.10379008948802948","0.10379008948802948","0.05773082375526428","0.05773082375526428","0.05773082375526428"
"64","0.4086226224899292","0.4086226224899292","0.4086226224899292","0.1161523163318634","0.1161523163318634","0.1161523163318634","0","0","0","0","0","0","0.4053086042404175","0.4053086042404175","0.4053086042404175","0.21803975105285645","0.21803975105285645","0.21803975105285645","0","0","0","0","0","0","0.03357499837875366","0.03357499837875366","0.03357499837875366","0.04880771040916443","0.04880771040916443","0.04880771040916443","0.0224149227142334","0.0224149227142334","0.0224149227142334","0.04282064735889435","0.04282064735889435","0.04282064735889435"
"66","0.42003095149993896","0.42003095149993896","0.42003095149993896","0.1474030315876007","0.1474030315876007","0.1474030315876007","0","0","0","0","0","0","0.3127537667751312","0.3127537667751312","0.3127537667751312","0.6515629291534424","0.6515629291534424","0.6515629291534424","0","0","0","0","0","0","0.06053663790225983","0.06053663790225983","0.06053663790225983","0.2549833059310913","0.2549833059310913","0.2549833059310913","0.043402835726737976","0.043402835726737976","0.043402835726737976","0.05236797034740448","0.05236797034740448","0.05236797034740448"
"68","0.3871925175189972","0.3871925175189972","0.3871925175189972","0.16052722930908203","0.16052722930908203","0.16052722930908203","0","0","0","0","0","0","0.12810826301574707","0.12810826301574707","0.12810826301574707","0.4029795527458191","0.4029795527458191","0.4029795527458191","0","0","0","0","0","0","0.14120988547801971","0.14120988547801971","0.14120988547801971","0.10551095008850098","0.10551095008850098","0.10551095008850098","0.021681487560272217","0.021681487560272217","0.021681487560272217","0.03827087581157684","0.03827087581157684","0.03827087581157684"
"70","0.22029131650924683","0.22029131650924683","0.22029131650924683","0.8056879043579102","0.8056879043579102","0.8056879043579102","0","0","0","0","0","0","0.1814022660255432","0.1814022660255432","0.1814022660255432","0.2726130187511444","0.2726130187511444","0.2726130187511444","0","0","0","0","0","0","0.061205923557281494","0.061205923557281494","0.061205923557281494","0.09054221212863922","0.09054221212863922","0.09054221212863922","0.02607889473438263","0.02607889473438263","0.02607889473438263","0.1257583498954773","0.1257583498954773","0.1257583498954773"
"72","0.16062632203102112","0.16062632203102112","0.16062632203102112","0.27782097458839417","0.27782097458839417","0.27782097458839417","0","0","0","0","0","0","0.2450205385684967","0.2450205385684967","0.2450205385684967","0.9038090705871582","0.9038090705871582","0.9038090705871582","0","0","0","0","0","0","0.05000397562980652","0.05000397562980652","0.05000397562980652","0.04708290100097656","0.04708290100097656","0.04708290100097656","0.0423257052898407","0.0423257052898407","0.0423257052898407","0.11530615389347076","0.11530615389347076","0.11530615389347076"
"74","1.392925500869751","1.392925500869751","1.392925500869751","0.2201557159423828","0.2201557159423828","0.2201557159423828","0","0","0","0","0","0","0.16229376196861267","0.16229376196861267","0.16229376196861267","1.0169826745986938","1.0169826745986938","1.0169826745986938","0","0","0","0","0","0","0.08216597139835358","0.08216597139835358","0.08216597139835358","0.03960274159908295","0.03960274159908295","0.03960274159908295","0.07267571985721588","0.07267571985721588","0.07267571985721588","0.03585882484912872","0.03585882484912872","0.03585882484912872"
"76","1.179630994796753","1.179630994796753","1.179630994796753","0.14998838305473328","0.14998838305473328","0.14998838305473328","0","0","0","0","0","0","0.22292062640190125","0.22292062640190125","0.22292062640190125","0.322878360748291","0.322878360748291","0.322878360748291","0","0","0","0","0","0","0.043285712599754333","0.043285712599754333","0.043285712599754333","0.233655646443367","0.233655646443367","0.233655646443367","0.04414774477481842","0.04414774477481842","0.04414774477481842","0.2051861584186554","0.2051861584186554","0.2051861584186554"
"78","0.9693562984466553","0.9693562984466553","0.9693562984466553","0.28234124183654785","0.28234124183654785","0.28234124183654785","0","0","0","0","0","0","0.18664449453353882","0.18664449453353882","0.18664449453353882","0.9301155805587769","0.9301155805587769","0.9301155805587769","0","0","0","0","0","0","0.040385276079177856","0.040385276079177856","0.040385276079177856","0.327192485332489","0.327192485332489","0.327192485332489","0.05039609968662262","0.05039609968662262","0.05039609968662262","0.03626607358455658","0.03626607358455658","0.03626607358455658"
"80","0.1913025975227356","0.1913025975227356","0.1913025975227356","0.23617669939994812","0.23617669939994812","0.23617669939994812","0","0","0","0","0","0","1.2354605197906494","1.2354605197906494","1.2354605197906494","0.21474361419677734","0.21474361419677734","0.21474361419677734","0","0","0","0","0","0","0.06583526730537415","0.06583526730537415","0.06583526730537415","0.057656168937683105","0.057656168937683105","0.057656168937683105","0.03005377948284149","0.03005377948284149","0.03005377948284149","0.038613155484199524","0.038613155484199524","0.038613155484199524"
"82","0.25952011346817017","0.25952011346817017","0.25952011346817017","0.1330941915512085","0.1330941915512085","0.1330941915512085","0","0","0","0","0","0","0.37560462951660156","0.37560462951660156","0.37560462951660156","0.20407810807228088","0.20407810807228088","0.20407810807228088","0","0","0","0","0","0","0.043531954288482666","0.043531954288482666","0.043531954288482666","0.19393391907215118","0.19393391907215118","0.19393391907215118","0.0655624270439148","0.0655624270439148","0.0655624270439148","0.06704561412334442","0.06704561412334442","0.06704561412334442"
"84","0.12003108859062195","0.12003108859062195","0.12003108859062195","0.4942305386066437","0.4942305386066437","0.4942305386066437","0","0","0","0","0","0","0.28073564171791077","0.28073564171791077","0.28073564171791077","0.3761492669582367","0.3761492669582367","0.3761492669582367","0","0","0","0","0","0","0.040441304445266724","0.040441304445266724","0.040441304445266724","0.1540568470954895","0.1540568470954895","0.1540568470954895","0.04876434803009033","0.04876434803009033","0.04876434803009033","0.054031312465667725","0.054031312465667725","0.054031312465667725"
"86","0.2526476979255676","0.2526476979255676","0.2526476979255676","1.483476161956787","1.483476161956787","1.483476161956787","0","0","0","0","0","0","0.20128265023231506","0.20128265023231506","0.20128265023231506","0.44851154088974","0.44851154088974","0.44851154088974","0","0","0","0","0","0","0.10807298123836517","0.10807298123836517","0.10807298123836517","0.1402197778224945","0.1402197778224945","0.1402197778224945","0.0443558394908905","0.0443558394908905","0.0443558394908905","0.06649576127529144","0.06649576127529144","0.06649576127529144"
"88","1.4574646949768066","1.4574646949768066","1.4574646949768066","0.5881577730178833","0.5881577730178833","0.5881577730178833","0","0","0","0","0","0","0.14350488781929016","0.14350488781929016","0.14350488781929016","1.2415118217468262","1.2415118217468262","1.2415118217468262","0","0","0","0","0","0","0.04610598087310791","0.04610598087310791","0.04610598087310791","0.18470019102096558","0.18470019102096558","0.18470019102096558","0.0336243212223053","0.0336243212223053","0.0336243212223053","0.04256732761859894","0.04256732761859894","0.04256732761859894"
"90","0.12464895844459534","0.12464895844459534","0.12464895844459534","0.17510056495666504","0.17510056495666504","0.17510056495666504","0","0","0","0","0","0","0.5301520228385925","0.5301520228385925","0.5301520228385925","0.6533719301223755","0.6533719301223755","0.6533719301223755","0","0","0","0","0","0","0.058830007910728455","0.058830007910728455","0.058830007910728455","0.029691532254219055","0.029691532254219055","0.029691532254219055","0.018066391348838806","0.018066391348838806","0.018066391348838806","0.08604899048805237","0.08604899048805237","0.08604899048805237"
"92","0.09480267763137817","0.09480267763137817","0.09480267763137817","0.17806440591812134","0.17806440591812134","0.17806440591812134","0","0","0","0","0","0","0.30401572585105896","0.30401572585105896","0.30401572585105896","0.20003914833068848","0.20003914833068848","0.20003914833068848","0","0","0","0","0","0","0.031015127897262573","0.031015127897262573","0.031015127897262573","0.11099882423877716","0.11099882423877716","0.11099882423877716","0.05947895348072052","0.05947895348072052","0.05947895348072052","0.0532502681016922","0.0532502681016922","0.0532502681016922"
"94","0.17038360238075256","0.17038360238075256","0.17038360238075256","0.4859909415245056","0.4859909415245056","0.4859909415245056","0","0","0","0","0","0","0.47981739044189453","0.47981739044189453","0.47981739044189453","0.13956725597381592","0.13956725597381592","0.13956725597381592","0","0","0","0","0","0","0.04195511341094971","0.04195511341094971","0.04195511341094971","0.0691908597946167","0.0691908597946167","0.0691908597946167","0.02056598663330078","0.02056598663330078","0.02056598663330078","0.09281635284423828","0.09281635284423828","0.09281635284423828"
