"Step","VOWELS_VMD_b10_DUAL_bs16 - decomposition_loss_s","VOWELS_VMD_b10_DUAL_bs16 - decomposition_loss_s__MIN","VOWELS_VMD_b10_DUAL_bs16 - decomposition_loss_s__MAX","VOWELS_EMD_b10_DUAL_bs16 - decomposition_loss_s","VOWELS_EMD_b10_DUAL_bs16 - decomposition_loss_s__MIN","VOWELS_EMD_b10_DUAL_bs16 - decomposition_loss_s__MAX","VOWELS_EMD_b0_DUAL_bs16 - decomposition_loss_s","VOWELS_EMD_b0_DUAL_bs16 - decomposition_loss_s__MIN","VOWELS_EMD_b0_DUAL_bs16 - decomposition_loss_s__MAX","VOWELS_VMD_b0_DUAL_bs16 - decomposition_loss_s","VOWELS_VMD_b0_DUAL_bs16 - decomposition_loss_s__MIN","VOWELS_VMD_b0_DUAL_bs16 - decomposition_loss_s__MAX","VOWELS_FILTER_b10_DUAL_bs16 - decomposition_loss_s","VOWELS_FILTER_b10_DUAL_bs16 - decomposition_loss_s__MIN","VOWELS_FILTER_b10_DUAL_bs16 - decomposition_loss_s__MAX","VOWELS_EWT_b10_DUAL_bs16 - decomposition_loss_s","VOWELS_EWT_b10_DUAL_bs16 - decomposition_loss_s__MIN","VOWELS_EWT_b10_DUAL_bs16 - decomposition_loss_s__MAX","VOWELS_EWT_b0_DUAL_bs16 - decomposition_loss_s","VOWELS_EWT_b0_DUAL_bs16 - decomposition_loss_s__MIN","VOWELS_EWT_b0_DUAL_bs16 - decomposition_loss_s__MAX","VOWELS_FILTER_b0_DUAL_bs16 - decomposition_loss_s","VOWELS_FILTER_b0_DUAL_bs16 - decomposition_loss_s__MIN","VOWELS_FILTER_b0_DUAL_bs16 - decomposition_loss_s__MAX","VOWELS_EWT_b1_DUAL_bs16 - decomposition_loss_s","VOWELS_EWT_b1_DUAL_bs16 - decomposition_loss_s__MIN","VOWELS_EWT_b1_DUAL_bs16 - decomposition_loss_s__MAX","VOWELS_EMD_b1_DUAL_bs16 - decomposition_loss_s","VOWELS_EMD_b1_DUAL_bs16 - decomposition_loss_s__MIN","VOWELS_EMD_b1_DUAL_bs16 - decomposition_loss_s__MAX","VOWELS_VMD_b1_DUAL_bs16 - decomposition_loss_s","VOWELS_VMD_b1_DUAL_bs16 - decomposition_loss_s__MIN","VOWELS_VMD_b1_DUAL_bs16 - decomposition_loss_s__MAX","VOWELS_FILTER_b1_DUAL_bs16 - decomposition_loss_s","VOWELS_FILTER_b1_DUAL_bs16 - decomposition_loss_s__MIN","VOWELS_FILTER_b1_DUAL_bs16 - decomposition_loss_s__MAX"
"72","1.9616193771362305","1.9616193771362305","1.9616193771362305","1.6467065811157227","1.6467065811157227","1.6467065811157227","0.7503505945205688","0.7503505945205688","0.7503505945205688","0.7521748542785645","0.7521748542785645","0.7521748542785645","2.0683960914611816","2.0683960914611816","2.0683960914611816","2.3334457874298096","2.3334457874298096","2.3334457874298096","0.7578366994857788","0.7578366994857788","0.7578366994857788","0.7897413969039917","0.7897413969039917","0.7897413969039917","1.1712591648101807","1.1712591648101807","1.1712591648101807","1.392356514930725","1.392356514930725","1.392356514930725","1.1826133728027344","1.1826133728027344","1.1826133728027344","1.346403956413269","1.346403956413269","1.346403956413269"
"74","1.90834379196167","1.90834379196167","1.90834379196167","1.6236340999603271","1.6236340999603271","1.6236340999603271","0.7502349615097046","0.7502349615097046","0.7502349615097046","0.7573795318603516","0.7573795318603516","0.7573795318603516","2.020496129989624","2.020496129989624","2.020496129989624","2.1339101791381836","2.1339101791381836","2.1339101791381836","0.7541495561599731","0.7541495561599731","0.7541495561599731","0.7834194898605347","0.7834194898605347","0.7834194898605347","1.1945021152496338","1.1945021152496338","1.1945021152496338","1.3796216249465942","1.3796216249465942","1.3796216249465942","1.1514854431152344","1.1514854431152344","1.1514854431152344","1.3227263689041138","1.3227263689041138","1.3227263689041138"
"76","1.8407176733016968","1.8407176733016968","1.8407176733016968","1.5652586221694946","1.5652586221694946","1.5652586221694946","0.7502453923225403","0.7502453923225403","0.7502453923225403","0.7513967752456665","0.7513967752456665","0.7513967752456665","1.8712800741195679","1.8712800741195679","1.8712800741195679","2.0240557193756104","2.0240557193756104","2.0240557193756104","0.7639859914779663","0.7639859914779663","0.7639859914779663","0.7560296654701233","0.7560296654701233","0.7560296654701233","1.1230851411819458","1.1230851411819458","1.1230851411819458","1.348659634590149","1.348659634590149","1.348659634590149","1.1284645795822144","1.1284645795822144","1.1284645795822144","1.2523996829986572","1.2523996829986572","1.2523996829986572"
"78","1.8220988512039185","1.8220988512039185","1.8220988512039185","1.6122201681137085","1.6122201681137085","1.6122201681137085","0.7501042485237122","0.7501042485237122","0.7501042485237122","0.7518271803855896","0.7518271803855896","0.7518271803855896","1.893355369567871","1.893355369567871","1.893355369567871","2.0541343688964844","2.0541343688964844","2.0541343688964844","0.7623069882392883","0.7623069882392883","0.7623069882392883","0.7701283693313599","0.7701283693313599","0.7701283693313599","1.1223077774047852","1.1223077774047852","1.1223077774047852","1.413222074508667","1.413222074508667","1.413222074508667","1.1396123170852661","1.1396123170852661","1.1396123170852661","1.2460609674453735","1.2460609674453735","1.2460609674453735"
"80","1.7937688827514648","1.7937688827514648","1.7937688827514648","1.6403782367706299","1.6403782367706299","1.6403782367706299","0.7500346302986145","0.7500346302986145","0.7500346302986145","0.7520530223846436","0.7520530223846436","0.7520530223846436","1.95625901222229","1.95625901222229","1.95625901222229","1.9920647144317627","1.9920647144317627","1.9920647144317627","0.7590614557266235","0.7590614557266235","0.7590614557266235","0.8021377921104431","0.8021377921104431","0.8021377921104431","1.1142940521240234","1.1142940521240234","1.1142940521240234","1.4091157913208008","1.4091157913208008","1.4091157913208008","1.1228715181350708","1.1228715181350708","1.1228715181350708","1.3680392503738403","1.3680392503738403","1.3680392503738403"
"82","1.7670783996582031","1.7670783996582031","1.7670783996582031","1.5078336000442505","1.5078336000442505","1.5078336000442505","0.7502032518386841","0.7502032518386841","0.7502032518386841","0.7522954344749451","0.7522954344749451","0.7522954344749451","1.8814191818237305","1.8814191818237305","1.8814191818237305","1.9457675218582153","1.9457675218582153","1.9457675218582153","0.7625687718391418","0.7625687718391418","0.7625687718391418","0.7613967657089233","0.7613967657089233","0.7613967657089233","1.0762603282928467","1.0762603282928467","1.0762603282928467","1.4057326316833496","1.4057326316833496","1.4057326316833496","1.141258716583252","1.141258716583252","1.141258716583252","1.1731281280517578","1.1731281280517578","1.1731281280517578"
"84","1.8148237466812134","1.8148237466812134","1.8148237466812134","1.512380599975586","1.512380599975586","1.512380599975586","0.7502357959747314","0.7502357959747314","0.7502357959747314","0.7561644315719604","0.7561644315719604","0.7561644315719604","1.8922419548034668","1.8922419548034668","1.8922419548034668","1.8252322673797607","1.8252322673797607","1.8252322673797607","0.7547628879547119","0.7547628879547119","0.7547628879547119","0.7672170996665955","0.7672170996665955","0.7672170996665955","1.0388290882110596","1.0388290882110596","1.0388290882110596","1.3716293573379517","1.3716293573379517","1.3716293573379517","1.1600005626678467","1.1600005626678467","1.1600005626678467","1.1661710739135742","1.1661710739135742","1.1661710739135742"
"86","1.8189557790756226","1.8189557790756226","1.8189557790756226","1.5444276332855225","1.5444276332855225","1.5444276332855225","0.7503167986869812","0.7503167986869812","0.7503167986869812","0.7525399327278137","0.7525399327278137","0.7525399327278137","1.792754888534546","1.792754888534546","1.792754888534546","1.9524856805801392","1.9524856805801392","1.9524856805801392","0.7875205278396606","0.7875205278396606","0.7875205278396606","0.760563850402832","0.760563850402832","0.760563850402832","1.0266093015670776","1.0266093015670776","1.0266093015670776","1.3157261610031128","1.3157261610031128","1.3157261610031128","1.1966297626495361","1.1966297626495361","1.1966297626495361","1.1954880952835083","1.1954880952835083","1.1954880952835083"
"88","1.594887137413025","1.594887137413025","1.594887137413025","1.5388182401657104","1.5388182401657104","1.5388182401657104","0.7501955032348633","0.7501955032348633","0.7501955032348633","0.7515054941177368","0.7515054941177368","0.7515054941177368","2.0220823287963867","2.0220823287963867","2.0220823287963867","1.8750874996185303","1.8750874996185303","1.8750874996185303","0.7574375867843628","0.7574375867843628","0.7574375867843628","0.8119054436683655","0.8119054436683655","0.8119054436683655","0.989527702331543","0.989527702331543","0.989527702331543","1.3704848289489746","1.3704848289489746","1.3704848289489746","1.074349284172058","1.074349284172058","1.074349284172058","1.3360165357589722","1.3360165357589722","1.3360165357589722"
"90","1.6288940906524658","1.6288940906524658","1.6288940906524658","1.507240891456604","1.507240891456604","1.507240891456604","0.7501359581947327","0.7501359581947327","0.7501359581947327","0.7610785961151123","0.7610785961151123","0.7610785961151123","1.7191253900527954","1.7191253900527954","1.7191253900527954","1.8402985334396362","1.8402985334396362","1.8402985334396362","0.7532076835632324","0.7532076835632324","0.7532076835632324","0.7579069137573242","0.7579069137573242","0.7579069137573242","0.9745022058486938","0.9745022058486938","0.9745022058486938","1.2694646120071411","1.2694646120071411","1.2694646120071411","1.080857753753662","1.080857753753662","1.080857753753662","1.1137220859527588","1.1137220859527588","1.1137220859527588"
"92","1.621403694152832","1.621403694152832","1.621403694152832","1.4637678861618042","1.4637678861618042","1.4637678861618042","0.7501301169395447","0.7501301169395447","0.7501301169395447","0.7523033618927002","0.7523033618927002","0.7523033618927002","1.8176041841506958","1.8176041841506958","1.8176041841506958","1.7487152814865112","1.7487152814865112","1.7487152814865112","0.7745765447616577","0.7745765447616577","0.7745765447616577","0.7871158123016357","0.7871158123016357","0.7871158123016357","0.9327983856201172","0.9327983856201172","0.9327983856201172","1.206131935119629","1.206131935119629","1.206131935119629","1.0800753831863403","1.0800753831863403","1.0800753831863403","1.1763368844985962","1.1763368844985962","1.1763368844985962"
"94","1.730862021446228","1.730862021446228","1.730862021446228","1.4875528812408447","1.4875528812408447","1.4875528812408447","0.7501692771911621","0.7501692771911621","0.7501692771911621","0.7515312433242798","0.7515312433242798","0.7515312433242798","1.8077088594436646","1.8077088594436646","1.8077088594436646","1.7676196098327637","1.7676196098327637","1.7676196098327637","0.7730570435523987","0.7730570435523987","0.7730570435523987","0.758148193359375","0.758148193359375","0.758148193359375","0.9614328742027283","0.9614328742027283","0.9614328742027283","1.212775468826294","1.212775468826294","1.212775468826294","1.0868306159973145","1.0868306159973145","1.0868306159973145","1.127496600151062","1.127496600151062","1.127496600151062"
"96","1.5579392910003662","1.5579392910003662","1.5579392910003662","1.4579734802246094","1.4579734802246094","1.4579734802246094","0.7501922845840454","0.7501922845840454","0.7501922845840454","0.7540407180786133","0.7540407180786133","0.7540407180786133","1.7452341318130493","1.7452341318130493","1.7452341318130493","1.8022137880325317","1.8022137880325317","1.8022137880325317","0.7699278593063354","0.7699278593063354","0.7699278593063354","0.7614945769309998","0.7614945769309998","0.7614945769309998","0.9154940843582153","0.9154940843582153","0.9154940843582153","1.175472617149353","1.175472617149353","1.175472617149353","1.0477970838546753","1.0477970838546753","1.0477970838546753","1.0956484079360962","1.0956484079360962","1.0956484079360962"
"98","1.5422039031982422","1.5422039031982422","1.5422039031982422","1.5493968725204468","1.5493968725204468","1.5493968725204468","0.7499914765357971","0.7499914765357971","0.7499914765357971","0.7510525584220886","0.7510525584220886","0.7510525584220886","1.629103660583496","1.629103660583496","1.629103660583496","1.7387760877609253","1.7387760877609253","1.7387760877609253","0.7618455290794373","0.7618455290794373","0.7618455290794373","0.7812619209289551","0.7812619209289551","0.7812619209289551","0.9179786443710327","0.9179786443710327","0.9179786443710327","1.1225734949111938","1.1225734949111938","1.1225734949111938","1.031303882598877","1.031303882598877","1.031303882598877","1.062412142753601","1.062412142753601","1.062412142753601"
"100","1.5307544469833374","1.5307544469833374","1.5307544469833374","1.4211844205856323","1.4211844205856323","1.4211844205856323","0.7499932050704956","0.7499932050704956","0.7499932050704956","0.7509703636169434","0.7509703636169434","0.7509703636169434","1.708668828010559","1.708668828010559","1.708668828010559","1.6828962564468384","1.6828962564468384","1.6828962564468384","0.7526816129684448","0.7526816129684448","0.7526816129684448","0.7659316062927246","0.7659316062927246","0.7659316062927246","0.8627448678016663","0.8627448678016663","0.8627448678016663","1.1012566089630127","1.1012566089630127","1.1012566089630127","1.0229853391647339","1.0229853391647339","1.0229853391647339","1.0620704889297485","1.0620704889297485","1.0620704889297485"
"102","1.521704912185669","1.521704912185669","1.521704912185669","1.4430285692214966","1.4430285692214966","1.4430285692214966","0.7499781847000122","0.7499781847000122","0.7499781847000122","0.7509725093841553","0.7509725093841553","0.7509725093841553","1.668192982673645","1.668192982673645","1.668192982673645","1.6421922445297241","1.6421922445297241","1.6421922445297241","0.7521347999572754","0.7521347999572754","0.7521347999572754","0.7742351293563843","0.7742351293563843","0.7742351293563843","0.85234534740448","0.85234534740448","0.85234534740448","1.1402757167816162","1.1402757167816162","1.1402757167816162","0.9980624914169312","0.9980624914169312","0.9980624914169312","1.0146152973175049","1.0146152973175049","1.0146152973175049"
"104","1.6363976001739502","1.6363976001739502","1.6363976001739502","1.4241018295288086","1.4241018295288086","1.4241018295288086","0.7500191926956177","0.7500191926956177","0.7500191926956177","0.7553333640098572","0.7553333640098572","0.7553333640098572","1.7670611143112183","1.7670611143112183","1.7670611143112183","1.655497431755066","1.655497431755066","1.655497431755066","0.7602202892303467","0.7602202892303467","0.7602202892303467","0.7735217809677124","0.7735217809677124","0.7735217809677124","0.8553399443626404","0.8553399443626404","0.8553399443626404","1.1501911878585815","1.1501911878585815","1.1501911878585815","1.0369772911071777","1.0369772911071777","1.0369772911071777","0.9827227592468262","0.9827227592468262","0.9827227592468262"
"106","1.490695834159851","1.490695834159851","1.490695834159851","1.4229457378387451","1.4229457378387451","1.4229457378387451","0.750077486038208","0.750077486038208","0.750077486038208","0.7507858276367188","0.7507858276367188","0.7507858276367188","1.6669827699661255","1.6669827699661255","1.6669827699661255","1.6482901573181152","1.6482901573181152","1.6482901573181152","0.768215537071228","0.768215537071228","0.768215537071228","0.7743605375289917","0.7743605375289917","0.7743605375289917","0.8443288803100586","0.8443288803100586","0.8443288803100586","0.9956164360046387","0.9956164360046387","0.9956164360046387","1.0418628454208374","1.0418628454208374","1.0418628454208374","0.9862791895866394","0.9862791895866394","0.9862791895866394"
"108","1.6898874044418335","1.6898874044418335","1.6898874044418335","1.4073385000228882","1.4073385000228882","1.4073385000228882","0.7501248121261597","0.7501248121261597","0.7501248121261597","0.7512891292572021","0.7512891292572021","0.7512891292572021","1.6764326095581055","1.6764326095581055","1.6764326095581055","1.762367606163025","1.762367606163025","1.762367606163025","0.7596564888954163","0.7596564888954163","0.7596564888954163","0.7699885368347168","0.7699885368347168","0.7699885368347168","0.852990984916687","0.852990984916687","0.852990984916687","1.0004562139511108","1.0004562139511108","1.0004562139511108","1.0570546388626099","1.0570546388626099","1.0570546388626099","0.9866213798522949","0.9866213798522949","0.9866213798522949"
"110","1.5540142059326172","1.5540142059326172","1.5540142059326172","1.3981348276138306","1.3981348276138306","1.3981348276138306","0.7500686645507812","0.7500686645507812","0.7500686645507812","0.7514083981513977","0.7514083981513977","0.7514083981513977","1.6221189498901367","1.6221189498901367","1.6221189498901367","1.5318543910980225","1.5318543910980225","1.5318543910980225","0.7558514475822449","0.7558514475822449","0.7558514475822449","0.7871564626693726","0.7871564626693726","0.7871564626693726","0.82478928565979","0.82478928565979","0.82478928565979","0.9727437496185303","0.9727437496185303","0.9727437496185303","0.9766652584075928","0.9766652584075928","0.9766652584075928","0.9676291346549988","0.9676291346549988","0.9676291346549988"
"112","1.4723432064056396","1.4723432064056396","1.4723432064056396","1.406794786453247","1.406794786453247","1.406794786453247","0.7499755620956421","0.7499755620956421","0.7499755620956421","0.7513148784637451","0.7513148784637451","0.7513148784637451","1.701641321182251","1.701641321182251","1.701641321182251","1.5539486408233643","1.5539486408233643","1.5539486408233643","0.7545543313026428","0.7545543313026428","0.7545543313026428","0.7898180484771729","0.7898180484771729","0.7898180484771729","0.8316229581832886","0.8316229581832886","0.8316229581832886","0.9473216533660889","0.9473216533660889","0.9473216533660889","0.918637752532959","0.918637752532959","0.918637752532959","0.9598513245582581","0.9598513245582581","0.9598513245582581"
"114","1.4955055713653564","1.4955055713653564","1.4955055713653564","1.4007947444915771","1.4007947444915771","1.4007947444915771","0.7499726414680481","0.7499726414680481","0.7499726414680481","0.7535220384597778","0.7535220384597778","0.7535220384597778","1.6911290884017944","1.6911290884017944","1.6911290884017944","1.5223184823989868","1.5223184823989868","1.5223184823989868","0.7820694446563721","0.7820694446563721","0.7820694446563721","0.7802460193634033","0.7802460193634033","0.7802460193634033","0.8255441188812256","0.8255441188812256","0.8255441188812256","0.9261917471885681","0.9261917471885681","0.9261917471885681","0.9268282055854797","0.9268282055854797","0.9268282055854797","1.0264829397201538","1.0264829397201538","1.0264829397201538"
"116","1.6033592224121094","1.6033592224121094","1.6033592224121094","1.3846888542175293","1.3846888542175293","1.3846888542175293","0.749989926815033","0.749989926815033","0.749989926815033","0.7525990009307861","0.7525990009307861","0.7525990009307861","1.6995329856872559","1.6995329856872559","1.6995329856872559","1.5236132144927979","1.5236132144927979","1.5236132144927979","0.7566857933998108","0.7566857933998108","0.7566857933998108","0.7794594764709473","0.7794594764709473","0.7794594764709473","0.8200044631958008","0.8200044631958008","0.8200044631958008","0.9589121341705322","0.9589121341705322","0.9589121341705322","1.0618464946746826","1.0618464946746826","1.0618464946746826","0.9678541421890259","0.9678541421890259","0.9678541421890259"
"118","1.423565149307251","1.423565149307251","1.423565149307251","1.3686507940292358","1.3686507940292358","1.3686507940292358","0.749929666519165","0.749929666519165","0.749929666519165","0.7506250739097595","0.7506250739097595","0.7506250739097595","1.65142822265625","1.65142822265625","1.65142822265625","1.491675853729248","1.491675853729248","1.491675853729248","0.758040726184845","0.758040726184845","0.758040726184845","0.7677326202392578","0.7677326202392578","0.7677326202392578","0.8181961178779602","0.8181961178779602","0.8181961178779602","1.0672612190246582","1.0672612190246582","1.0672612190246582","0.8513967990875244","0.8513967990875244","0.8513967990875244","0.9297189712524414","0.9297189712524414","0.9297189712524414"
"120","1.365193486213684","1.365193486213684","1.365193486213684","1.3494020700454712","1.3494020700454712","1.3494020700454712","0.7499276399612427","0.7499276399612427","0.7499276399612427","0.750786542892456","0.750786542892456","0.750786542892456","1.5521035194396973","1.5521035194396973","1.5521035194396973","1.5151115655899048","1.5151115655899048","1.5151115655899048","0.7518651485443115","0.7518651485443115","0.7518651485443115","0.7718452215194702","0.7718452215194702","0.7718452215194702","0.8179758787155151","0.8179758787155151","0.8179758787155151","0.9558342099189758","0.9558342099189758","0.9558342099189758","0.843843936920166","0.843843936920166","0.843843936920166","0.8370505571365356","0.8370505571365356","0.8370505571365356"
"122","1.474381446838379","1.474381446838379","1.474381446838379","1.3908767700195312","1.3908767700195312","1.3908767700195312","0.7499649524688721","0.7499649524688721","0.7499649524688721","0.7511168718338013","0.7511168718338013","0.7511168718338013","1.7009491920471191","1.7009491920471191","1.7009491920471191","1.4729771614074707","1.4729771614074707","1.4729771614074707","0.7521179914474487","0.7521179914474487","0.7521179914474487","0.7860287427902222","0.7860287427902222","0.7860287427902222","0.8260660171508789","0.8260660171508789","0.8260660171508789","0.908973217010498","0.908973217010498","0.908973217010498","0.8665263056755066","0.8665263056755066","0.8665263056755066","1.014211893081665","1.014211893081665","1.014211893081665"
"124","1.4229457378387451","1.4229457378387451","1.4229457378387451","1.3495721817016602","1.3495721817016602","1.3495721817016602","0.7499285936355591","0.7499285936355591","0.7499285936355591","0.7645452618598938","0.7645452618598938","0.7645452618598938","1.5234392881393433","1.5234392881393433","1.5234392881393433","1.4312162399291992","1.4312162399291992","1.4312162399291992","0.7518715858459473","0.7518715858459473","0.7518715858459473","0.7668603658676147","0.7668603658676147","0.7668603658676147","0.8197739124298096","0.8197739124298096","0.8197739124298096","0.8769006729125977","0.8769006729125977","0.8769006729125977","0.8709306120872498","0.8709306120872498","0.8709306120872498","0.8664513826370239","0.8664513826370239","0.8664513826370239"
"126","1.4372574090957642","1.4372574090957642","1.4372574090957642","1.348515272140503","1.348515272140503","1.348515272140503","0.7499836087226868","0.7499836087226868","0.7499836087226868","0.7509915828704834","0.7509915828704834","0.7509915828704834","1.6323715448379517","1.6323715448379517","1.6323715448379517","1.4465041160583496","1.4465041160583496","1.4465041160583496","0.7772544026374817","0.7772544026374817","0.7772544026374817","0.7775615453720093","0.7775615453720093","0.7775615453720093","0.8132740259170532","0.8132740259170532","0.8132740259170532","1.0209075212478638","1.0209075212478638","1.0209075212478638","0.8589804768562317","0.8589804768562317","0.8589804768562317","0.9204610586166382","0.9204610586166382","0.9204610586166382"
"128","1.4605211019515991","1.4605211019515991","1.4605211019515991","1.4027493000030518","1.4027493000030518","1.4027493000030518","0.7499583959579468","0.7499583959579468","0.7499583959579468","0.7509983777999878","0.7509983777999878","0.7509983777999878","1.5150327682495117","1.5150327682495117","1.5150327682495117","1.4249767065048218","1.4249767065048218","1.4249767065048218","0.7512341737747192","0.7512341737747192","0.7512341737747192","0.756065309047699","0.756065309047699","0.756065309047699","0.7986631393432617","0.7986631393432617","0.7986631393432617","0.8779746294021606","0.8779746294021606","0.8779746294021606","0.8676100373268127","0.8676100373268127","0.8676100373268127","0.8507110476493835","0.8507110476493835","0.8507110476493835"
"130","1.3894122838974","1.3894122838974","1.3894122838974","1.3674986362457275","1.3674986362457275","1.3674986362457275","0.750048816204071","0.750048816204071","0.750048816204071","0.750995397567749","0.750995397567749","0.750995397567749","1.508470892906189","1.508470892906189","1.508470892906189","1.410133719444275","1.410133719444275","1.410133719444275","0.7613236904144287","0.7613236904144287","0.7613236904144287","0.7667343020439148","0.7667343020439148","0.7667343020439148","0.795857310295105","0.795857310295105","0.795857310295105","0.8593228459358215","0.8593228459358215","0.8593228459358215","0.8263649940490723","0.8263649940490723","0.8263649940490723","0.8548718690872192","0.8548718690872192","0.8548718690872192"
"132","1.3736066818237305","1.3736066818237305","1.3736066818237305","1.3545864820480347","1.3545864820480347","1.3545864820480347","0.7499598264694214","0.7499598264694214","0.7499598264694214","0.7509626746177673","0.7509626746177673","0.7509626746177673","1.6252790689468384","1.6252790689468384","1.6252790689468384","1.3968944549560547","1.3968944549560547","1.3968944549560547","0.7516117095947266","0.7516117095947266","0.7516117095947266","0.8117117285728455","0.8117117285728455","0.8117117285728455","0.8109931349754333","0.8109931349754333","0.8109931349754333","1.0052533149719238","1.0052533149719238","1.0052533149719238","0.8235148787498474","0.8235148787498474","0.8235148787498474","0.9233371615409851","0.9233371615409851","0.9233371615409851"
"134","1.3790473937988281","1.3790473937988281","1.3790473937988281","1.336387038230896","1.336387038230896","1.336387038230896","0.7499757409095764","0.7499757409095764","0.7499757409095764","0.7510896921157837","0.7510896921157837","0.7510896921157837","1.5156596899032593","1.5156596899032593","1.5156596899032593","1.3776146173477173","1.3776146173477173","1.3776146173477173","0.7519265413284302","0.7519265413284302","0.7519265413284302","0.7570593953132629","0.7570593953132629","0.7570593953132629","0.8031075596809387","0.8031075596809387","0.8031075596809387","0.9033406376838684","0.9033406376838684","0.9033406376838684","0.825641930103302","0.825641930103302","0.825641930103302","0.8427902460098267","0.8427902460098267","0.8427902460098267"
"136","1.3515117168426514","1.3515117168426514","1.3515117168426514","1.3346441984176636","1.3346441984176636","1.3346441984176636","0.7498962879180908","0.7498962879180908","0.7498962879180908","0.750739574432373","0.750739574432373","0.750739574432373","1.5076179504394531","1.5076179504394531","1.5076179504394531","1.3865629434585571","1.3865629434585571","1.3865629434585571","0.7596954703330994","0.7596954703330994","0.7596954703330994","0.758802056312561","0.758802056312561","0.758802056312561","0.8075345754623413","0.8075345754623413","0.8075345754623413","0.8195303082466125","0.8195303082466125","0.8195303082466125","0.8144000172615051","0.8144000172615051","0.8144000172615051","0.8524604439735413","0.8524604439735413","0.8524604439735413"
"138","1.3899871110916138","1.3899871110916138","1.3899871110916138","1.3276684284210205","1.3276684284210205","1.3276684284210205","0.7499710321426392","0.7499710321426392","0.7499710321426392","0.7509104609489441","0.7509104609489441","0.7509104609489441","1.5349053144454956","1.5349053144454956","1.5349053144454956","1.4713186025619507","1.4713186025619507","1.4713186025619507","0.7525009512901306","0.7525009512901306","0.7525009512901306","0.761062502861023","0.761062502861023","0.761062502861023","0.8052725791931152","0.8052725791931152","0.8052725791931152","0.9426807165145874","0.9426807165145874","0.9426807165145874","0.81964111328125","0.81964111328125","0.81964111328125","0.8480851054191589","0.8480851054191589","0.8480851054191589"
"140","1.3843252658843994","1.3843252658843994","1.3843252658843994","1.331173300743103","1.331173300743103","1.331173300743103","0.7498934268951416","0.7498934268951416","0.7498934268951416","0.7509310841560364","0.7509310841560364","0.7509310841560364","1.5741263628005981","1.5741263628005981","1.5741263628005981","1.362552523612976","1.362552523612976","1.362552523612976","0.7513530254364014","0.7513530254364014","0.7513530254364014","0.7636278867721558","0.7636278867721558","0.7636278867721558","0.7857890725135803","0.7857890725135803","0.7857890725135803","0.8884848952293396","0.8884848952293396","0.8884848952293396","0.8393577933311462","0.8393577933311462","0.8393577933311462","0.8413761854171753","0.8413761854171753","0.8413761854171753"
"142","1.3165122270584106","1.3165122270584106","1.3165122270584106","1.3202427625656128","1.3202427625656128","1.3202427625656128","0.7498976588249207","0.7498976588249207","0.7498976588249207","0.7505015730857849","0.7505015730857849","0.7505015730857849","1.5000896453857422","1.5000896453857422","1.5000896453857422","1.3678219318389893","1.3678219318389893","1.3678219318389893","0.7533594965934753","0.7533594965934753","0.7533594965934753","0.7726914286613464","0.7726914286613464","0.7726914286613464","0.7924187779426575","0.7924187779426575","0.7924187779426575","0.8705074191093445","0.8705074191093445","0.8705074191093445","0.8073139190673828","0.8073139190673828","0.8073139190673828","0.8605494499206543","0.8605494499206543","0.8605494499206543"
"144","1.2979344129562378","1.2979344129562378","1.2979344129562378","1.3152740001678467","1.3152740001678467","1.3152740001678467","0.7499656677246094","0.7499656677246094","0.7499656677246094","0.7505772113800049","0.7505772113800049","0.7505772113800049","1.4670825004577637","1.4670825004577637","1.4670825004577637","1.3369001150131226","1.3369001150131226","1.3369001150131226","0.7534981369972229","0.7534981369972229","0.7534981369972229","0.7656660079956055","0.7656660079956055","0.7656660079956055","0.7888634204864502","0.7888634204864502","0.7888634204864502","0.8796885013580322","0.8796885013580322","0.8796885013580322","0.8006976246833801","0.8006976246833801","0.8006976246833801","0.8111848831176758","0.8111848831176758","0.8111848831176758"
"146","1.2957805395126343","1.2957805395126343","1.2957805395126343","1.313720464706421","1.313720464706421","1.313720464706421","0.7498669624328613","0.7498669624328613","0.7498669624328613","0.7505444884300232","0.7505444884300232","0.7505444884300232","1.5348846912384033","1.5348846912384033","1.5348846912384033","1.3374943733215332","1.3374943733215332","1.3374943733215332","0.7511614561080933","0.7511614561080933","0.7511614561080933","0.7768034338951111","0.7768034338951111","0.7768034338951111","0.783107578754425","0.783107578754425","0.783107578754425","0.8257172107696533","0.8257172107696533","0.8257172107696533","0.8041259050369263","0.8041259050369263","0.8041259050369263","0.8099616169929504","0.8099616169929504","0.8099616169929504"
"148","1.290551781654358","1.290551781654358","1.290551781654358","1.2973198890686035","1.2973198890686035","1.2973198890686035","0.7499111294746399","0.7499111294746399","0.7499111294746399","0.751128613948822","0.751128613948822","0.751128613948822","1.5330063104629517","1.5330063104629517","1.5330063104629517","1.439889907836914","1.439889907836914","1.439889907836914","0.7604861259460449","0.7604861259460449","0.7604861259460449","0.7762812972068787","0.7762812972068787","0.7762812972068787","0.918138861656189","0.918138861656189","0.918138861656189","0.8320055603981018","0.8320055603981018","0.8320055603981018","0.8034154772758484","0.8034154772758484","0.8034154772758484","0.8704808354377747","0.8704808354377747","0.8704808354377747"
