"Step","VOWELS_VMD_b10_DUAL_bs16 - decomposition_loss_s","VOWELS_VMD_b10_DUAL_bs16 - decomposition_loss_s__MIN","VOWELS_VMD_b10_DUAL_bs16 - decomposition_loss_s__MAX","VOWELS_EMD_b10_DUAL_bs16 - decomposition_loss_s","VOWELS_EMD_b10_DUAL_bs16 - decomposition_loss_s__MIN","VOWELS_EMD_b10_DUAL_bs16 - decomposition_loss_s__MAX","VOWELS_EMD_b0_DUAL_bs16 - decomposition_loss_s","VOWELS_EMD_b0_DUAL_bs16 - decomposition_loss_s__MIN","VOWELS_EMD_b0_DUAL_bs16 - decomposition_loss_s__MAX","VOWELS_VMD_b0_DUAL_bs16 - decomposition_loss_s","VOWELS_VMD_b0_DUAL_bs16 - decomposition_loss_s__MIN","VOWELS_VMD_b0_DUAL_bs16 - decomposition_loss_s__MAX","VOWELS_FILTER_b10_DUAL_bs16 - decomposition_loss_s","VOWELS_FILTER_b10_DUAL_bs16 - decomposition_loss_s__MIN","VOWELS_FILTER_b10_DUAL_bs16 - decomposition_loss_s__MAX","VOWELS_EWT_b10_DUAL_bs16 - decomposition_loss_s","VOWELS_EWT_b10_DUAL_bs16 - decomposition_loss_s__MIN","VOWELS_EWT_b10_DUAL_bs16 - decomposition_loss_s__MAX","VOWELS_EWT_b0_DUAL_bs16 - decomposition_loss_s","VOWELS_EWT_b0_DUAL_bs16 - decomposition_loss_s__MIN","VOWELS_EWT_b0_DUAL_bs16 - decomposition_loss_s__MAX","VOWELS_FILTER_b0_DUAL_bs16 - decomposition_loss_s","VOWELS_FILTER_b0_DUAL_bs16 - decomposition_loss_s__MIN","VOWELS_FILTER_b0_DUAL_bs16 - decomposition_loss_s__MAX","VOWELS_EWT_b1_DUAL_bs16 - decomposition_loss_s","VOWELS_EWT_b1_DUAL_bs16 - decomposition_loss_s__MIN","VOWELS_EWT_b1_DUAL_bs16 - decomposition_loss_s__MAX","VOWELS_EMD_b1_DUAL_bs16 - decomposition_loss_s","VOWELS_EMD_b1_DUAL_bs16 - decomposition_loss_s__MIN","VOWELS_EMD_b1_DUAL_bs16 - decomposition_loss_s__MAX","VOWELS_VMD_b1_DUAL_bs16 - decomposition_loss_s","VOWELS_VMD_b1_DUAL_bs16 - decomposition_loss_s__MIN","VOWELS_VMD_b1_DUAL_bs16 - decomposition_loss_s__MAX","VOWELS_FILTER_b1_DUAL_bs16 - decomposition_loss_s","VOWELS_FILTER_b1_DUAL_bs16 - decomposition_loss_s__MIN","VOWELS_FILTER_b1_DUAL_bs16 - decomposition_loss_s__MAX"
"20","8.971803665161133","8.971803665161133","8.971803665161133","9.073953628540039","9.073953628540039","9.073953628540039","0.756687343120575","0.756687343120575","0.756687343120575","0.8102771043777466","0.8102771043777466","0.8102771043777466","9.15444278717041","9.15444278717041","9.15444278717041","8.464015007019043","8.464015007019043","8.464015007019043","0.8312163352966309","0.8312163352966309","0.8312163352966309","0.9042254090309143","0.9042254090309143","0.9042254090309143","3.008619785308838","3.008619785308838","3.008619785308838","2.0882532596588135","2.0882532596588135","2.0882532596588135","2.4358599185943604","2.4358599185943604","2.4358599185943604","2.6847853660583496","2.6847853660583496","2.6847853660583496"
"22","8.650838851928711","8.650838851928711","8.650838851928711","8.503447532653809","8.503447532653809","8.503447532653809","0.755826473236084","0.755826473236084","0.755826473236084","0.807510495185852","0.807510495185852","0.807510495185852","8.783927917480469","8.783927917480469","8.783927917480469","8.277491569519043","8.277491569519043","8.277491569519043","0.8019461631774902","0.8019461631774902","0.8019461631774902","0.8332654237747192","0.8332654237747192","0.8332654237747192","2.7545487880706787","2.7545487880706787","2.7545487880706787","1.8631502389907837","1.8631502389907837","1.8631502389907837","2.1327672004699707","2.1327672004699707","2.1327672004699707","2.1929190158843994","2.1929190158843994","2.1929190158843994"
"24","8.0584716796875","8.0584716796875","8.0584716796875","7.892446517944336","7.892446517944336","7.892446517944336","0.7546497583389282","0.7546497583389282","0.7546497583389282","0.7873280644416809","0.7873280644416809","0.7873280644416809","8.284533500671387","8.284533500671387","8.284533500671387","8.191620826721191","8.191620826721191","8.191620826721191","0.7828207015991211","0.7828207015991211","0.7828207015991211","0.7901807427406311","0.7901807427406311","0.7901807427406311","2.515695571899414","2.515695571899414","2.515695571899414","1.770399570465088","1.770399570465088","1.770399570465088","2.0635313987731934","2.0635313987731934","2.0635313987731934","1.9746479988098145","1.9746479988098145","1.9746479988098145"
"26","7.375091552734375","7.375091552734375","7.375091552734375","7.293367862701416","7.293367862701416","7.293367862701416","0.7540004253387451","0.7540004253387451","0.7540004253387451","0.7683752775192261","0.7683752775192261","0.7683752775192261","7.549644947052002","7.549644947052002","7.549644947052002","7.7691802978515625","7.7691802978515625","7.7691802978515625","0.7951799631118774","0.7951799631118774","0.7951799631118774","0.790328860282898","0.790328860282898","0.790328860282898","2.1689093112945557","2.1689093112945557","2.1689093112945557","1.7960160970687866","1.7960160970687866","1.7960160970687866","1.7283238172531128","1.7283238172531128","1.7283238172531128","1.7141939401626587","1.7141939401626587","1.7141939401626587"
"28","6.840669631958008","6.840669631958008","6.840669631958008","6.389779567718506","6.389779567718506","6.389779567718506","0.7526815533638","0.7526815533638","0.7526815533638","0.7718877792358398","0.7718877792358398","0.7718877792358398","7.155345916748047","7.155345916748047","7.155345916748047","7.394443988800049","7.394443988800049","7.394443988800049","0.7874314785003662","0.7874314785003662","0.7874314785003662","0.7859611511230469","0.7859611511230469","0.7859611511230469","2.258931875228882","2.258931875228882","2.258931875228882","1.6292667388916016","1.6292667388916016","1.6292667388916016","1.8942573070526123","1.8942573070526123","1.8942573070526123","1.7664655447006226","1.7664655447006226","1.7664655447006226"
"30","6.242579936981201","6.242579936981201","6.242579936981201","5.809589385986328","5.809589385986328","5.809589385986328","0.7532418370246887","0.7532418370246887","0.7532418370246887","0.7663004994392395","0.7663004994392395","0.7663004994392395","6.4524407386779785","6.4524407386779785","6.4524407386779785","7.138951301574707","7.138951301574707","7.138951301574707","0.7762343287467957","0.7762343287467957","0.7762343287467957","0.7660298347473145","0.7660298347473145","0.7660298347473145","1.9126553535461426","1.9126553535461426","1.9126553535461426","1.6400588750839233","1.6400588750839233","1.6400588750839233","1.6753416061401367","1.6753416061401367","1.6753416061401367","1.656984806060791","1.656984806060791","1.656984806060791"
"32","5.744749069213867","5.744749069213867","5.744749069213867","5.08535623550415","5.08535623550415","5.08535623550415","0.7530461549758911","0.7530461549758911","0.7530461549758911","0.7712732553482056","0.7712732553482056","0.7712732553482056","5.899049758911133","5.899049758911133","5.899049758911133","6.841311454772949","6.841311454772949","6.841311454772949","0.7915126085281372","0.7915126085281372","0.7915126085281372","0.7774606943130493","0.7774606943130493","0.7774606943130493","2.0104448795318604","2.0104448795318604","2.0104448795318604","1.5596033334732056","1.5596033334732056","1.5596033334732056","1.8582327365875244","1.8582327365875244","1.8582327365875244","1.7331225872039795","1.7331225872039795","1.7331225872039795"
"34","5.211080551147461","5.211080551147461","5.211080551147461","4.632229804992676","4.632229804992676","4.632229804992676","0.7516456842422485","0.7516456842422485","0.7516456842422485","0.7602664232254028","0.7602664232254028","0.7602664232254028","5.08320426940918","5.08320426940918","5.08320426940918","6.340142250061035","6.340142250061035","6.340142250061035","0.7685708403587341","0.7685708403587341","0.7685708403587341","0.7776206135749817","0.7776206135749817","0.7776206135749817","1.7931015491485596","1.7931015491485596","1.7931015491485596","1.6286734342575073","1.6286734342575073","1.6286734342575073","1.61722993850708","1.61722993850708","1.61722993850708","1.5907176733016968","1.5907176733016968","1.5907176733016968"
"36","4.801727294921875","4.801727294921875","4.801727294921875","4.1150736808776855","4.1150736808776855","4.1150736808776855","0.7514207363128662","0.7514207363128662","0.7514207363128662","0.767578661441803","0.767578661441803","0.767578661441803","4.757115364074707","4.757115364074707","4.757115364074707","6.0368428230285645","6.0368428230285645","6.0368428230285645","0.8136448860168457","0.8136448860168457","0.8136448860168457","0.7699810266494751","0.7699810266494751","0.7699810266494751","1.8329925537109375","1.8329925537109375","1.8329925537109375","1.5634410381317139","1.5634410381317139","1.5634410381317139","1.575915813446045","1.575915813446045","1.575915813446045","1.6118379831314087","1.6118379831314087","1.6118379831314087"
"38","4.497920036315918","4.497920036315918","4.497920036315918","3.806899070739746","3.806899070739746","3.806899070739746","0.7515594959259033","0.7515594959259033","0.7515594959259033","0.7573640942573547","0.7573640942573547","0.7573640942573547","4.68057107925415","4.68057107925415","4.68057107925415","5.718066692352295","5.718066692352295","5.718066692352295","0.7704592943191528","0.7704592943191528","0.7704592943191528","0.79440838098526","0.79440838098526","0.79440838098526","1.7198764085769653","1.7198764085769653","1.7198764085769653","1.5407896041870117","1.5407896041870117","1.5407896041870117","1.5144658088684082","1.5144658088684082","1.5144658088684082","1.75717031955719","1.75717031955719","1.75717031955719"
"40","4.208523750305176","4.208523750305176","4.208523750305176","3.380905866622925","3.380905866622925","3.380905866622925","0.7513834834098816","0.7513834834098816","0.7513834834098816","0.7685468196868896","0.7685468196868896","0.7685468196868896","4.247819423675537","4.247819423675537","4.247819423675537","5.3890461921691895","5.3890461921691895","5.3890461921691895","0.7941405773162842","0.7941405773162842","0.7941405773162842","0.797478437423706","0.797478437423706","0.797478437423706","1.7361446619033813","1.7361446619033813","1.7361446619033813","1.551717758178711","1.551717758178711","1.551717758178711","1.5060395002365112","1.5060395002365112","1.5060395002365112","1.6216177940368652","1.6216177940368652","1.6216177940368652"
"42","3.774608612060547","3.774608612060547","3.774608612060547","3.1052191257476807","3.1052191257476807","3.1052191257476807","0.7514582872390747","0.7514582872390747","0.7514582872390747","0.7706820964813232","0.7706820964813232","0.7706820964813232","3.4786317348480225","3.4786317348480225","3.4786317348480225","4.633448123931885","4.633448123931885","4.633448123931885","0.7726666331291199","0.7726666331291199","0.7726666331291199","0.7638452053070068","0.7638452053070068","0.7638452053070068","1.5946415662765503","1.5946415662765503","1.5946415662765503","1.6937822103500366","1.6937822103500366","1.6937822103500366","1.5442384481430054","1.5442384481430054","1.5442384481430054","1.5345574617385864","1.5345574617385864","1.5345574617385864"
"44","3.437814474105835","3.437814474105835","3.437814474105835","2.794645071029663","2.794645071029663","2.794645071029663","0.7514025568962097","0.7514025568962097","0.7514025568962097","0.809106707572937","0.809106707572937","0.809106707572937","3.2392587661743164","3.2392587661743164","3.2392587661743164","4.383514404296875","4.383514404296875","4.383514404296875","0.7621445059776306","0.7621445059776306","0.7621445059776306","0.7686934471130371","0.7686934471130371","0.7686934471130371","1.5449448823928833","1.5449448823928833","1.5449448823928833","1.5316635370254517","1.5316635370254517","1.5316635370254517","1.393528699874878","1.393528699874878","1.393528699874878","1.4638558626174927","1.4638558626174927","1.4638558626174927"
"46","3.266793966293335","3.266793966293335","3.266793966293335","2.6295955181121826","2.6295955181121826","2.6295955181121826","0.7509236335754395","0.7509236335754395","0.7509236335754395","0.7559167742729187","0.7559167742729187","0.7559167742729187","3.024116277694702","3.024116277694702","3.024116277694702","3.9110124111175537","3.9110124111175537","3.9110124111175537","0.7715883851051331","0.7715883851051331","0.7715883851051331","0.7586574554443359","0.7586574554443359","0.7586574554443359","1.4856011867523193","1.4856011867523193","1.4856011867523193","1.4982255697250366","1.4982255697250366","1.4982255697250366","1.3590465784072876","1.3590465784072876","1.3590465784072876","1.4818437099456787","1.4818437099456787","1.4818437099456787"
"48","2.947622060775757","2.947622060775757","2.947622060775757","2.440258026123047","2.440258026123047","2.440258026123047","0.7507190108299255","0.7507190108299255","0.7507190108299255","0.7580143213272095","0.7580143213272095","0.7580143213272095","2.878976345062256","2.878976345062256","2.878976345062256","3.6438798904418945","3.6438798904418945","3.6438798904418945","0.7650505304336548","0.7650505304336548","0.7650505304336548","0.7718352675437927","0.7718352675437927","0.7718352675437927","1.4501014947891235","1.4501014947891235","1.4501014947891235","1.5108931064605713","1.5108931064605713","1.5108931064605713","1.404482364654541","1.404482364654541","1.404482364654541","1.5160044431686401","1.5160044431686401","1.5160044431686401"
"50","2.947171211242676","2.947171211242676","2.947171211242676","2.3580591678619385","2.3580591678619385","2.3580591678619385","0.7511831521987915","0.7511831521987915","0.7511831521987915","0.7568656206130981","0.7568656206130981","0.7568656206130981","2.862889289855957","2.862889289855957","2.862889289855957","3.670025587081909","3.670025587081909","3.670025587081909","0.7727551460266113","0.7727551460266113","0.7727551460266113","0.7755352258682251","0.7755352258682251","0.7755352258682251","1.4234753847122192","1.4234753847122192","1.4234753847122192","1.4874759912490845","1.4874759912490845","1.4874759912490845","1.5421109199523926","1.5421109199523926","1.5421109199523926","1.5753579139709473","1.5753579139709473","1.5753579139709473"
"52","2.6179380416870117","2.6179380416870117","2.6179380416870117","2.255723237991333","2.255723237991333","2.255723237991333","0.7506741285324097","0.7506741285324097","0.7506741285324097","0.7547034621238708","0.7547034621238708","0.7547034621238708","2.4728424549102783","2.4728424549102783","2.4728424549102783","3.2029788494110107","3.2029788494110107","3.2029788494110107","0.7697389721870422","0.7697389721870422","0.7697389721870422","0.7627069354057312","0.7627069354057312","0.7627069354057312","1.3442704677581787","1.3442704677581787","1.3442704677581787","1.4552189111709595","1.4552189111709595","1.4552189111709595","1.2465486526489258","1.2465486526489258","1.2465486526489258","1.4586440324783325","1.4586440324783325","1.4586440324783325"
"54","2.49357008934021","2.49357008934021","2.49357008934021","2.1679446697235107","2.1679446697235107","2.1679446697235107","0.7507649660110474","0.7507649660110474","0.7507649660110474","0.7640801072120667","0.7640801072120667","0.7640801072120667","2.4313137531280518","2.4313137531280518","2.4313137531280518","2.995415210723877","2.995415210723877","2.995415210723877","0.7802255153656006","0.7802255153656006","0.7802255153656006","0.7706685066223145","0.7706685066223145","0.7706685066223145","1.3189700841903687","1.3189700841903687","1.3189700841903687","1.4147403240203857","1.4147403240203857","1.4147403240203857","1.2822686433792114","1.2822686433792114","1.2822686433792114","1.4888794422149658","1.4888794422149658","1.4888794422149658"
"56","2.688549280166626","2.688549280166626","2.688549280166626","2.0172574520111084","2.0172574520111084","2.0172574520111084","0.7509308457374573","0.7509308457374573","0.7509308457374573","0.7568048238754272","0.7568048238754272","0.7568048238754272","2.5362298488616943","2.5362298488616943","2.5362298488616943","3.2782819271087646","3.2782819271087646","3.2782819271087646","0.796853244304657","0.796853244304657","0.796853244304657","0.7822229862213135","0.7822229862213135","0.7822229862213135","1.4918785095214844","1.4918785095214844","1.4918785095214844","1.448914647102356","1.448914647102356","1.448914647102356","1.5349476337432861","1.5349476337432861","1.5349476337432861","1.8217921257019043","1.8217921257019043","1.8217921257019043"
"58","2.2680373191833496","2.2680373191833496","2.2680373191833496","1.9166985750198364","1.9166985750198364","1.9166985750198364","0.7505878210067749","0.7505878210067749","0.7505878210067749","0.7532126903533936","0.7532126903533936","0.7532126903533936","2.373356819152832","2.373356819152832","2.373356819152832","2.877074956893921","2.877074956893921","2.877074956893921","0.7783380746841431","0.7783380746841431","0.7783380746841431","0.796066164970398","0.796066164970398","0.796066164970398","1.359452724456787","1.359452724456787","1.359452724456787","2.0322725772857666","2.0322725772857666","2.0322725772857666","1.2195910215377808","1.2195910215377808","1.2195910215377808","1.5105960369110107","1.5105960369110107","1.5105960369110107"
"60","2.236926794052124","2.236926794052124","2.236926794052124","1.9372111558914185","1.9372111558914185","1.9372111558914185","0.75031578540802","0.75031578540802","0.75031578540802","0.7535507082939148","0.7535507082939148","0.7535507082939148","2.300971746444702","2.300971746444702","2.300971746444702","2.661259889602661","2.661259889602661","2.661259889602661","0.7672742009162903","0.7672742009162903","0.7672742009162903","0.7904349565505981","0.7904349565505981","0.7904349565505981","8.254477500915527","8.254477500915527","8.254477500915527","1.5051592588424683","1.5051592588424683","1.5051592588424683","1.2051301002502441","1.2051301002502441","1.2051301002502441","1.542710781097412","1.542710781097412","1.542710781097412"
"62","2.400075912475586","2.400075912475586","2.400075912475586","1.8202813863754272","1.8202813863754272","1.8202813863754272","0.750941812992096","0.750941812992096","0.750941812992096","0.7536658048629761","0.7536658048629761","0.7536658048629761","2.2232329845428467","2.2232329845428467","2.2232329845428467","2.6950976848602295","2.6950976848602295","2.6950976848602295","0.7572188973426819","0.7572188973426819","0.7572188973426819","0.7888453602790833","0.7888453602790833","0.7888453602790833","1.5620166063308716","1.5620166063308716","1.5620166063308716","1.4232842922210693","1.4232842922210693","1.4232842922210693","1.3036773204803467","1.3036773204803467","1.3036773204803467","1.5522487163543701","1.5522487163543701","1.5522487163543701"
"64","2.1263911724090576","2.1263911724090576","2.1263911724090576","1.7990632057189941","1.7990632057189941","1.7990632057189941","0.7504144906997681","0.7504144906997681","0.7504144906997681","0.7521700859069824","0.7521700859069824","0.7521700859069824","2.138437271118164","2.138437271118164","2.138437271118164","2.514423370361328","2.514423370361328","2.514423370361328","0.7568272948265076","0.7568272948265076","0.7568272948265076","0.783458948135376","0.783458948135376","0.783458948135376","1.4753564596176147","1.4753564596176147","1.4753564596176147","1.4288572072982788","1.4288572072982788","1.4288572072982788","1.2136626243591309","1.2136626243591309","1.2136626243591309","1.4396886825561523","1.4396886825561523","1.4396886825561523"
"66","2.165203809738159","2.165203809738159","2.165203809738159","1.6827948093414307","1.6827948093414307","1.6827948093414307","0.7504982948303223","0.7504982948303223","0.7504982948303223","0.7635844945907593","0.7635844945907593","0.7635844945907593","2.0735385417938232","2.0735385417938232","2.0735385417938232","2.376131296157837","2.376131296157837","2.376131296157837","0.7683672308921814","0.7683672308921814","0.7683672308921814","0.7585826516151428","0.7585826516151428","0.7585826516151428","1.3943289518356323","1.3943289518356323","1.3943289518356323","1.4444307088851929","1.4444307088851929","1.4444307088851929","1.2278809547424316","1.2278809547424316","1.2278809547424316","1.4370824098587036","1.4370824098587036","1.4370824098587036"
"68","1.971612572669983","1.971612572669983","1.971612572669983","1.711387276649475","1.711387276649475","1.711387276649475","0.7502322793006897","0.7502322793006897","0.7502322793006897","0.7517887353897095","0.7517887353897095","0.7517887353897095","2.1100642681121826","2.1100642681121826","2.1100642681121826","2.275287389755249","2.275287389755249","2.275287389755249","0.7630690932273865","0.7630690932273865","0.7630690932273865","0.7865849733352661","0.7865849733352661","0.7865849733352661","1.308307409286499","1.308307409286499","1.308307409286499","1.4193068742752075","1.4193068742752075","1.4193068742752075","1.15370512008667","1.15370512008667","1.15370512008667","1.4563236236572266","1.4563236236572266","1.4563236236572266"
"70","1.994426965713501","1.994426965713501","1.994426965713501","1.6964560747146606","1.6964560747146606","1.6964560747146606","0.7504141330718994","0.7504141330718994","0.7504141330718994","0.785774827003479","0.785774827003479","0.785774827003479","1.9918339252471924","1.9918339252471924","1.9918339252471924","2.3037729263305664","2.3037729263305664","2.3037729263305664","0.8744351267814636","0.8744351267814636","0.8744351267814636","0.7623522877693176","0.7623522877693176","0.7623522877693176","1.308679223060608","1.308679223060608","1.308679223060608","1.4017789363861084","1.4017789363861084","1.4017789363861084","1.3030152320861816","1.3030152320861816","1.3030152320861816","1.3150527477264404","1.3150527477264404","1.3150527477264404"
