"Step","VOWELS_VMD_b10_DUAL_bs16 - decomposition_loss_z","VOWELS_VMD_b10_DUAL_bs16 - decomposition_loss_z__MIN","VOWELS_VMD_b10_DUAL_bs16 - decomposition_loss_z__MAX","VOWELS_EMD_b10_DUAL_bs16 - decomposition_loss_z","VOWELS_EMD_b10_DUAL_bs16 - decomposition_loss_z__MIN","VOWELS_EMD_b10_DUAL_bs16 - decomposition_loss_z__MAX","VOWELS_EMD_b0_DUAL_bs16 - decomposition_loss_z","VOWELS_EMD_b0_DUAL_bs16 - decomposition_loss_z__MIN","VOWELS_EMD_b0_DUAL_bs16 - decomposition_loss_z__MAX","VOWELS_VMD_b0_DUAL_bs16 - decomposition_loss_z","VOWELS_VMD_b0_DUAL_bs16 - decomposition_loss_z__MIN","VOWELS_VMD_b0_DUAL_bs16 - decomposition_loss_z__MAX","VOWELS_FILTER_b10_DUAL_bs16 - decomposition_loss_z","VOWELS_FILTER_b10_DUAL_bs16 - decomposition_loss_z__MIN","VOWELS_FILTER_b10_DUAL_bs16 - decomposition_loss_z__MAX","VOWELS_EWT_b10_DUAL_bs16 - decomposition_loss_z","VOWELS_EWT_b10_DUAL_bs16 - decomposition_loss_z__MIN","VOWELS_EWT_b10_DUAL_bs16 - decomposition_loss_z__MAX","VOWELS_EWT_b0_DUAL_bs16 - decomposition_loss_z","VOWELS_EWT_b0_DUAL_bs16 - decomposition_loss_z__MIN","VOWELS_EWT_b0_DUAL_bs16 - decomposition_loss_z__MAX","VOWELS_FILTER_b0_DUAL_bs16 - decomposition_loss_z","VOWELS_FILTER_b0_DUAL_bs16 - decomposition_loss_z__MIN","VOWELS_FILTER_b0_DUAL_bs16 - decomposition_loss_z__MAX","VOWELS_EWT_b1_DUAL_bs16 - decomposition_loss_z","VOWELS_EWT_b1_DUAL_bs16 - decomposition_loss_z__MIN","VOWELS_EWT_b1_DUAL_bs16 - decomposition_loss_z__MAX","VOWELS_EMD_b1_DUAL_bs16 - decomposition_loss_z","VOWELS_EMD_b1_DUAL_bs16 - decomposition_loss_z__MIN","VOWELS_EMD_b1_DUAL_bs16 - decomposition_loss_z__MAX","VOWELS_VMD_b1_DUAL_bs16 - decomposition_loss_z","VOWELS_VMD_b1_DUAL_bs16 - decomposition_loss_z__MIN","VOWELS_VMD_b1_DUAL_bs16 - decomposition_loss_z__MAX","VOWELS_FILTER_b1_DUAL_bs16 - decomposition_loss_z","VOWELS_FILTER_b1_DUAL_bs16 - decomposition_loss_z__MIN","VOWELS_FILTER_b1_DUAL_bs16 - decomposition_loss_z__MAX"
"70","0.8591995239257812","0.8591995239257812","0.8591995239257812","0.9233654141426086","0.9233654141426086","0.9233654141426086","0.6554349660873413","0.6554349660873413","0.6554349660873413","0.6390807628631592","0.6390807628631592","0.6390807628631592","0.9771199822425842","0.9771199822425842","0.9771199822425842","0.9037595391273499","0.9037595391273499","0.9037595391273499","0.5474725961685181","0.5474725961685181","0.5474725961685181","0.5780001282691956","0.5780001282691956","0.5780001282691956","0.7397730350494385","0.7397730350494385","0.7397730350494385","0.8031623363494873","0.8031623363494873","0.8031623363494873","0.7911213636398315","0.7911213636398315","0.7911213636398315","0.8244380950927734","0.8244380950927734","0.8244380950927734"
"72","0.8679448366165161","0.8679448366165161","0.8679448366165161","0.9013116359710693","0.9013116359710693","0.9013116359710693","0.6068848371505737","0.6068848371505737","0.6068848371505737","0.6002964973449707","0.6002964973449707","0.6002964973449707","0.9374988079071045","0.9374988079071045","0.9374988079071045","0.9397808909416199","0.9397808909416199","0.9397808909416199","0.5135565996170044","0.5135565996170044","0.5135565996170044","0.5548509359359741","0.5548509359359741","0.5548509359359741","0.7249901294708252","0.7249901294708252","0.7249901294708252","0.8282350301742554","0.8282350301742554","0.8282350301742554","0.8054311871528625","0.8054311871528625","0.8054311871528625","0.8530477285385132","0.8530477285385132","0.8530477285385132"
"74","0.8535193204879761","0.8535193204879761","0.8535193204879761","1.0849816799163818","1.0849816799163818","1.0849816799163818","0.5933895707130432","0.5933895707130432","0.5933895707130432","0.592959463596344","0.592959463596344","0.592959463596344","0.9906167984008789","0.9906167984008789","0.9906167984008789","0.9059638381004333","0.9059638381004333","0.9059638381004333","0.5056354999542236","0.5056354999542236","0.5056354999542236","0.5680637359619141","0.5680637359619141","0.5680637359619141","0.723384439945221","0.723384439945221","0.723384439945221","0.7896116971969604","0.7896116971969604","0.7896116971969604","0.8131718635559082","0.8131718635559082","0.8131718635559082","0.9021571278572083","0.9021571278572083","0.9021571278572083"
"76","0.8543184399604797","0.8543184399604797","0.8543184399604797","0.8900062441825867","0.8900062441825867","0.8900062441825867","0.6038750410079956","0.6038750410079956","0.6038750410079956","0.6139629483222961","0.6139629483222961","0.6139629483222961","0.9777817130088806","0.9777817130088806","0.9777817130088806","0.8777993321418762","0.8777993321418762","0.8777993321418762","0.5258514881134033","0.5258514881134033","0.5258514881134033","0.5603119134902954","0.5603119134902954","0.5603119134902954","0.7510778307914734","0.7510778307914734","0.7510778307914734","0.7831089496612549","0.7831089496612549","0.7831089496612549","0.7877135276794434","0.7877135276794434","0.7877135276794434","1.517330288887024","1.517330288887024","1.517330288887024"
"78","0.8099102973937988","0.8099102973937988","0.8099102973937988","0.8978257775306702","0.8978257775306702","0.8978257775306702","0.5905243158340454","0.5905243158340454","0.5905243158340454","0.6027997136116028","0.6027997136116028","0.6027997136116028","0.8765084743499756","0.8765084743499756","0.8765084743499756","0.8742419481277466","0.8742419481277466","0.8742419481277466","0.5279883146286011","0.5279883146286011","0.5279883146286011","0.6385745406150818","0.6385745406150818","0.6385745406150818","0.7328408360481262","0.7328408360481262","0.7328408360481262","0.7691252827644348","0.7691252827644348","0.7691252827644348","0.7967811822891235","0.7967811822891235","0.7967811822891235","0.9048532247543335","0.9048532247543335","0.9048532247543335"
"80","0.8159907460212708","0.8159907460212708","0.8159907460212708","1.0125137567520142","1.0125137567520142","1.0125137567520142","0.6040385961532593","0.6040385961532593","0.6040385961532593","0.6055138111114502","0.6055138111114502","0.6055138111114502","0.9689120054244995","0.9689120054244995","0.9689120054244995","0.9342910647392273","0.9342910647392273","0.9342910647392273","0.5382784008979797","0.5382784008979797","0.5382784008979797","0.5618833899497986","0.5618833899497986","0.5618833899497986","0.7369232773780823","0.7369232773780823","0.7369232773780823","0.8022298812866211","0.8022298812866211","0.8022298812866211","0.76896733045578","0.76896733045578","0.76896733045578","0.8688245415687561","0.8688245415687561","0.8688245415687561"
"82","0.8212966322898865","0.8212966322898865","0.8212966322898865","0.9892632961273193","0.9892632961273193","0.9892632961273193","0.7095188498497009","0.7095188498497009","0.7095188498497009","0.6915268301963806","0.6915268301963806","0.6915268301963806","0.9072383046150208","0.9072383046150208","0.9072383046150208","0.917984127998352","0.917984127998352","0.917984127998352","0.6843170523643494","0.6843170523643494","0.6843170523643494","0.7079542279243469","0.7079542279243469","0.7079542279243469","0.7706384062767029","0.7706384062767029","0.7706384062767029","0.8466218113899231","0.8466218113899231","0.8466218113899231","0.7689576148986816","0.7689576148986816","0.7689576148986816","0.9037556648254395","0.9037556648254395","0.9037556648254395"
"84","0.8530884981155396","0.8530884981155396","0.8530884981155396","0.87456876039505","0.87456876039505","0.87456876039505","0.5734512209892273","0.5734512209892273","0.5734512209892273","0.5974264144897461","0.5974264144897461","0.5974264144897461","0.8871644735336304","0.8871644735336304","0.8871644735336304","0.9461042881011963","0.9461042881011963","0.9461042881011963","0.5293177366256714","0.5293177366256714","0.5293177366256714","0.601770281791687","0.601770281791687","0.601770281791687","0.724871039390564","0.724871039390564","0.724871039390564","0.772217333316803","0.772217333316803","0.772217333316803","0.8147647976875305","0.8147647976875305","0.8147647976875305","0.8532190918922424","0.8532190918922424","0.8532190918922424"
"86","0.8303437232971191","0.8303437232971191","0.8303437232971191","0.8936368227005005","0.8936368227005005","0.8936368227005005","0.6187448501586914","0.6187448501586914","0.6187448501586914","0.6145740151405334","0.6145740151405334","0.6145740151405334","0.8982428312301636","0.8982428312301636","0.8982428312301636","0.9068580865859985","0.9068580865859985","0.9068580865859985","0.5358328819274902","0.5358328819274902","0.5358328819274902","0.5787506699562073","0.5787506699562073","0.5787506699562073","0.7567485570907593","0.7567485570907593","0.7567485570907593","0.7667087912559509","0.7667087912559509","0.7667087912559509","0.7715566754341125","0.7715566754341125","0.7715566754341125","0.8401271104812622","0.8401271104812622","0.8401271104812622"
"88","0.853797435760498","0.853797435760498","0.853797435760498","0.886408805847168","0.886408805847168","0.886408805847168","0.6148194074630737","0.6148194074630737","0.6148194074630737","0.6049945950508118","0.6049945950508118","0.6049945950508118","1.0695921182632446","1.0695921182632446","1.0695921182632446","0.9050954580307007","0.9050954580307007","0.9050954580307007","0.5505833625793457","0.5505833625793457","0.5505833625793457","0.6421288251876831","0.6421288251876831","0.6421288251876831","0.7587873339653015","0.7587873339653015","0.7587873339653015","0.8011061549186707","0.8011061549186707","0.8011061549186707","0.7536746859550476","0.7536746859550476","0.7536746859550476","0.9087885618209839","0.9087885618209839","0.9087885618209839"
"90","0.8299939632415771","0.8299939632415771","0.8299939632415771","0.9431763291358948","0.9431763291358948","0.9431763291358948","0.5936980247497559","0.5936980247497559","0.5936980247497559","0.6288502812385559","0.6288502812385559","0.6288502812385559","0.9874186515808105","0.9874186515808105","0.9874186515808105","0.8810673952102661","0.8810673952102661","0.8810673952102661","0.5511245727539062","0.5511245727539062","0.5511245727539062","0.5569947957992554","0.5569947957992554","0.5569947957992554","0.7562946677207947","0.7562946677207947","0.7562946677207947","0.7672597169876099","0.7672597169876099","0.7672597169876099","0.8004089593887329","0.8004089593887329","0.8004089593887329","0.8808208107948303","0.8808208107948303","0.8808208107948303"
"92","0.8584541082382202","0.8584541082382202","0.8584541082382202","0.9655710458755493","0.9655710458755493","0.9655710458755493","0.595531165599823","0.595531165599823","0.595531165599823","0.6079152822494507","0.6079152822494507","0.6079152822494507","0.9760551452636719","0.9760551452636719","0.9760551452636719","0.8780906200408936","0.8780906200408936","0.8780906200408936","0.5451823472976685","0.5451823472976685","0.5451823472976685","0.5792161226272583","0.5792161226272583","0.5792161226272583","0.7518525123596191","0.7518525123596191","0.7518525123596191","0.7820461988449097","0.7820461988449097","0.7820461988449097","0.8053447008132935","0.8053447008132935","0.8053447008132935","0.824907124042511","0.824907124042511","0.824907124042511"
"94","0.8424198627471924","0.8424198627471924","0.8424198627471924","0.9223752021789551","0.9223752021789551","0.9223752021789551","0.5867835283279419","0.5867835283279419","0.5867835283279419","0.5816639065742493","0.5816639065742493","0.5816639065742493","0.9049780368804932","0.9049780368804932","0.9049780368804932","0.9082626700401306","0.9082626700401306","0.9082626700401306","0.5169385671615601","0.5169385671615601","0.5169385671615601","0.5487585067749023","0.5487585067749023","0.5487585067749023","0.7554522752761841","0.7554522752761841","0.7554522752761841","0.7566550374031067","0.7566550374031067","0.7566550374031067","0.7962650656700134","0.7962650656700134","0.7962650656700134","0.8243171572685242","0.8243171572685242","0.8243171572685242"
"96","0.8255384564399719","0.8255384564399719","0.8255384564399719","0.8764587044715881","0.8764587044715881","0.8764587044715881","0.609617292881012","0.609617292881012","0.609617292881012","0.6157968640327454","0.6157968640327454","0.6157968640327454","0.9252095818519592","0.9252095818519592","0.9252095818519592","0.9223929643630981","0.9223929643630981","0.9223929643630981","0.5647211074829102","0.5647211074829102","0.5647211074829102","0.6209458112716675","0.6209458112716675","0.6209458112716675","0.7528704404830933","0.7528704404830933","0.7528704404830933","0.7562761902809143","0.7562761902809143","0.7562761902809143","0.7750781774520874","0.7750781774520874","0.7750781774520874","0.8227632641792297","0.8227632641792297","0.8227632641792297"
"98","0.8317877054214478","0.8317877054214478","0.8317877054214478","0.9106624126434326","0.9106624126434326","0.9106624126434326","0.6287458539009094","0.6287458539009094","0.6287458539009094","0.605746865272522","0.605746865272522","0.605746865272522","0.8993845582008362","0.8993845582008362","0.8993845582008362","0.8996530175209045","0.8996530175209045","0.8996530175209045","0.5710060596466064","0.5710060596466064","0.5710060596466064","0.5843909382820129","0.5843909382820129","0.5843909382820129","0.7447354197502136","0.7447354197502136","0.7447354197502136","0.7870799899101257","0.7870799899101257","0.7870799899101257","0.7696131467819214","0.7696131467819214","0.7696131467819214","0.8133899569511414","0.8133899569511414","0.8133899569511414"
"100","0.9051094055175781","0.9051094055175781","0.9051094055175781","0.8929570913314819","0.8929570913314819","0.8929570913314819","0.6031649112701416","0.6031649112701416","0.6031649112701416","0.6043200492858887","0.6043200492858887","0.6043200492858887","0.9590839147567749","0.9590839147567749","0.9590839147567749","0.8827334642410278","0.8827334642410278","0.8827334642410278","0.5234995484352112","0.5234995484352112","0.5234995484352112","0.5746470093727112","0.5746470093727112","0.5746470093727112","0.7493292093276978","0.7493292093276978","0.7493292093276978","0.7399872541427612","0.7399872541427612","0.7399872541427612","0.7533298134803772","0.7533298134803772","0.7533298134803772","0.8051201105117798","0.8051201105117798","0.8051201105117798"
"102","0.8352944850921631","0.8352944850921631","0.8352944850921631","0.8996831178665161","0.8996831178665161","0.8996831178665161","0.6078022718429565","0.6078022718429565","0.6078022718429565","0.5898908376693726","0.5898908376693726","0.5898908376693726","0.9227700233459473","0.9227700233459473","0.9227700233459473","0.875133216381073","0.875133216381073","0.875133216381073","0.5692210793495178","0.5692210793495178","0.5692210793495178","0.5776408910751343","0.5776408910751343","0.5776408910751343","0.7492873072624207","0.7492873072624207","0.7492873072624207","0.7721371650695801","0.7721371650695801","0.7721371650695801","0.783378005027771","0.783378005027771","0.783378005027771","0.7708727121353149","0.7708727121353149","0.7708727121353149"
"104","0.8359867930412292","0.8359867930412292","0.8359867930412292","0.8982411623001099","0.8982411623001099","0.8982411623001099","0.5910478234291077","0.5910478234291077","0.5910478234291077","0.5786652565002441","0.5786652565002441","0.5786652565002441","0.9111678600311279","0.9111678600311279","0.9111678600311279","0.8299772143363953","0.8299772143363953","0.8299772143363953","0.5217666625976562","0.5217666625976562","0.5217666625976562","0.5834589004516602","0.5834589004516602","0.5834589004516602","0.7356863021850586","0.7356863021850586","0.7356863021850586","0.7443619966506958","0.7443619966506958","0.7443619966506958","0.7525179982185364","0.7525179982185364","0.7525179982185364","0.7883513569831848","0.7883513569831848","0.7883513569831848"
"106","0.8748704791069031","0.8748704791069031","0.8748704791069031","1.4973419904708862","1.4973419904708862","1.4973419904708862","0.6064586639404297","0.6064586639404297","0.6064586639404297","0.5796207785606384","0.5796207785606384","0.5796207785606384","0.9254132509231567","0.9254132509231567","0.9254132509231567","0.8428506851196289","0.8428506851196289","0.8428506851196289","0.5275468230247498","0.5275468230247498","0.5275468230247498","0.5399879217147827","0.5399879217147827","0.5399879217147827","0.7418084144592285","0.7418084144592285","0.7418084144592285","0.755386471748352","0.755386471748352","0.755386471748352","0.8002891540527344","0.8002891540527344","0.8002891540527344","0.7652015686035156","0.7652015686035156","0.7652015686035156"
"108","0.8981825709342957","0.8981825709342957","0.8981825709342957","1.4049484729766846","1.4049484729766846","1.4049484729766846","0.6494127511978149","0.6494127511978149","0.6494127511978149","0.6169317364692688","0.6169317364692688","0.6169317364692688","0.9385894536972046","0.9385894536972046","0.9385894536972046","0.9112025499343872","0.9112025499343872","0.9112025499343872","0.5953328609466553","0.5953328609466553","0.5953328609466553","0.5934893488883972","0.5934893488883972","0.5934893488883972","0.8536564111709595","0.8536564111709595","0.8536564111709595","0.8218953609466553","0.8218953609466553","0.8218953609466553","0.8111550807952881","0.8111550807952881","0.8111550807952881","0.8537102341651917","0.8537102341651917","0.8537102341651917"
"110","0.8527697324752808","0.8527697324752808","0.8527697324752808","1.445365309715271","1.445365309715271","1.445365309715271","0.5821399688720703","0.5821399688720703","0.5821399688720703","0.5798692107200623","0.5798692107200623","0.5798692107200623","0.9439554810523987","0.9439554810523987","0.9439554810523987","0.8850733041763306","0.8850733041763306","0.8850733041763306","0.5652911067008972","0.5652911067008972","0.5652911067008972","0.5453829765319824","0.5453829765319824","0.5453829765319824","0.745156466960907","0.745156466960907","0.745156466960907","0.7524306774139404","0.7524306774139404","0.7524306774139404","0.7813876271247864","0.7813876271247864","0.7813876271247864","0.7501547336578369","0.7501547336578369","0.7501547336578369"
"112","0.8172056674957275","0.8172056674957275","0.8172056674957275","1.474328875541687","1.474328875541687","1.474328875541687","0.6225904822349548","0.6225904822349548","0.6225904822349548","0.6051384210586548","0.6051384210586548","0.6051384210586548","0.9271485805511475","0.9271485805511475","0.9271485805511475","0.9023380875587463","0.9023380875587463","0.9023380875587463","0.5584748983383179","0.5584748983383179","0.5584748983383179","0.5731799602508545","0.5731799602508545","0.5731799602508545","0.7831438779830933","0.7831438779830933","0.7831438779830933","0.7703649401664734","0.7703649401664734","0.7703649401664734","0.7739945650100708","0.7739945650100708","0.7739945650100708","0.7672272324562073","0.7672272324562073","0.7672272324562073"
"114","0.8293730020523071","0.8293730020523071","0.8293730020523071","1.4497740268707275","1.4497740268707275","1.4497740268707275","0.6572405099868774","0.6572405099868774","0.6572405099868774","0.5977181196212769","0.5977181196212769","0.5977181196212769","0.9158262610435486","0.9158262610435486","0.9158262610435486","0.8518741726875305","0.8518741726875305","0.8518741726875305","0.5446413159370422","0.5446413159370422","0.5446413159370422","0.5799208879470825","0.5799208879470825","0.5799208879470825","0.7646901607513428","0.7646901607513428","0.7646901607513428","0.7775672674179077","0.7775672674179077","0.7775672674179077","0.7275833487510681","0.7275833487510681","0.7275833487510681","0.7875957489013672","0.7875957489013672","0.7875957489013672"
"116","0.8061016798019409","0.8061016798019409","0.8061016798019409","1.3996654748916626","1.3996654748916626","1.3996654748916626","0.6239628195762634","0.6239628195762634","0.6239628195762634","0.5902199149131775","0.5902199149131775","0.5902199149131775","1.0590001344680786","1.0590001344680786","1.0590001344680786","0.8727841377258301","0.8727841377258301","0.8727841377258301","0.5235079526901245","0.5235079526901245","0.5235079526901245","0.5545430183410645","0.5545430183410645","0.5545430183410645","0.7345625162124634","0.7345625162124634","0.7345625162124634","0.7474493980407715","0.7474493980407715","0.7474493980407715","0.7341503500938416","0.7341503500938416","0.7341503500938416","0.7568972110748291","0.7568972110748291","0.7568972110748291"
"118","0.7995508909225464","0.7995508909225464","0.7995508909225464","1.4507713317871094","1.4507713317871094","1.4507713317871094","0.6512318253517151","0.6512318253517151","0.6512318253517151","0.5443744659423828","0.5443744659423828","0.5443744659423828","0.9949005246162415","0.9949005246162415","0.9949005246162415","0.8572103381156921","0.8572103381156921","0.8572103381156921","0.5219670534133911","0.5219670534133911","0.5219670534133911","0.5789264440536499","0.5789264440536499","0.5789264440536499","0.8365902900695801","0.8365902900695801","0.8365902900695801","0.7821616530418396","0.7821616530418396","0.7821616530418396","0.7830910682678223","0.7830910682678223","0.7830910682678223","0.7981603741645813","0.7981603741645813","0.7981603741645813"
"120","0.8290295600891113","0.8290295600891113","0.8290295600891113","1.3793905973434448","1.3793905973434448","1.3793905973434448","0.6342402696609497","0.6342402696609497","0.6342402696609497","0.5775058269500732","0.5775058269500732","0.5775058269500732","0.9406126141548157","0.9406126141548157","0.9406126141548157","0.8574514985084534","0.8574514985084534","0.8574514985084534","0.5489665865898132","0.5489665865898132","0.5489665865898132","0.5306245684623718","0.5306245684623718","0.5306245684623718","0.7643070220947266","0.7643070220947266","0.7643070220947266","0.7722171545028687","0.7722171545028687","0.7722171545028687","0.7371853590011597","0.7371853590011597","0.7371853590011597","0.7526522278785706","0.7526522278785706","0.7526522278785706"
"122","0.8355371952056885","0.8355371952056885","0.8355371952056885","1.3349568843841553","1.3349568843841553","1.3349568843841553","0.6764999032020569","0.6764999032020569","0.6764999032020569","0.6060811281204224","0.6060811281204224","0.6060811281204224","0.9071965217590332","0.9071965217590332","0.9071965217590332","0.8993062973022461","0.8993062973022461","0.8993062973022461","0.6154637336730957","0.6154637336730957","0.6154637336730957","0.6133191585540771","0.6133191585540771","0.6133191585540771","0.8059778213500977","0.8059778213500977","0.8059778213500977","0.7849681377410889","0.7849681377410889","0.7849681377410889","0.7560185790061951","0.7560185790061951","0.7560185790061951","0.8063876628875732","0.8063876628875732","0.8063876628875732"
"124","0.7958965301513672","0.7958965301513672","0.7958965301513672","1.3000450134277344","1.3000450134277344","1.3000450134277344","0.625647246837616","0.625647246837616","0.625647246837616","0.5442681908607483","0.5442681908607483","0.5442681908607483","0.9479387402534485","0.9479387402534485","0.9479387402534485","0.9197292923927307","0.9197292923927307","0.9197292923927307","0.5138943791389465","0.5138943791389465","0.5138943791389465","0.5364810228347778","0.5364810228347778","0.5364810228347778","0.6882518529891968","0.6882518529891968","0.6882518529891968","0.7380498647689819","0.7380498647689819","0.7380498647689819","0.7344847917556763","0.7344847917556763","0.7344847917556763","0.7252115607261658","0.7252115607261658","0.7252115607261658"
"126","0.7771362066268921","0.7771362066268921","0.7771362066268921","1.3326306343078613","1.3326306343078613","1.3326306343078613","0.6093546152114868","0.6093546152114868","0.6093546152114868","0.5477899312973022","0.5477899312973022","0.5477899312973022","0.9137047529220581","0.9137047529220581","0.9137047529220581","0.8573391437530518","0.8573391437530518","0.8573391437530518","0.5077495574951172","0.5077495574951172","0.5077495574951172","0.5315425992012024","0.5315425992012024","0.5315425992012024","0.7166833877563477","0.7166833877563477","0.7166833877563477","0.7210682034492493","0.7210682034492493","0.7210682034492493","0.7358473539352417","0.7358473539352417","0.7358473539352417","0.7302796244621277","0.7302796244621277","0.7302796244621277"
"128","0.7967725396156311","0.7967725396156311","0.7967725396156311","1.1835366487503052","1.1835366487503052","1.1835366487503052","0.6072313189506531","0.6072313189506531","0.6072313189506531","0.5540519952774048","0.5540519952774048","0.5540519952774048","0.8936578035354614","0.8936578035354614","0.8936578035354614","0.8632821440696716","0.8632821440696716","0.8632821440696716","0.5192776918411255","0.5192776918411255","0.5192776918411255","0.5559892654418945","0.5559892654418945","0.5559892654418945","0.6926978230476379","0.6926978230476379","0.6926978230476379","0.7151824235916138","0.7151824235916138","0.7151824235916138","0.7212402820587158","0.7212402820587158","0.7212402820587158","0.764074444770813","0.764074444770813","0.764074444770813"
"130","0.8388420939445496","0.8388420939445496","0.8388420939445496","1.1035808324813843","1.1035808324813843","1.1035808324813843","0.6054834127426147","0.6054834127426147","0.6054834127426147","0.532990574836731","0.532990574836731","0.532990574836731","0.9553351402282715","0.9553351402282715","0.9553351402282715","0.8807777762413025","0.8807777762413025","0.8807777762413025","0.5124632120132446","0.5124632120132446","0.5124632120132446","0.5247251391410828","0.5247251391410828","0.5247251391410828","0.6613134145736694","0.6613134145736694","0.6613134145736694","0.7109043598175049","0.7109043598175049","0.7109043598175049","0.737028956413269","0.737028956413269","0.737028956413269","0.7161462306976318","0.7161462306976318","0.7161462306976318"
"132","0.8297243118286133","0.8297243118286133","0.8297243118286133","1.1153517961502075","1.1153517961502075","1.1153517961502075","0.6006350517272949","0.6006350517272949","0.6006350517272949","0.5266520380973816","0.5266520380973816","0.5266520380973816","0.9130204319953918","0.9130204319953918","0.9130204319953918","0.8746506571769714","0.8746506571769714","0.8746506571769714","0.5264068245887756","0.5264068245887756","0.5264068245887756","0.5305555462837219","0.5305555462837219","0.5305555462837219","0.6511439085006714","0.6511439085006714","0.6511439085006714","0.6940464377403259","0.6940464377403259","0.6940464377403259","0.724526584148407","0.724526584148407","0.724526584148407","0.7408863306045532","0.7408863306045532","0.7408863306045532"
"134","0.8107858896255493","0.8107858896255493","0.8107858896255493","1.154646635055542","1.154646635055542","1.154646635055542","0.6106746792793274","0.6106746792793274","0.6106746792793274","0.5464900732040405","0.5464900732040405","0.5464900732040405","0.8745583891868591","0.8745583891868591","0.8745583891868591","0.8379327058792114","0.8379327058792114","0.8379327058792114","0.5019531846046448","0.5019531846046448","0.5019531846046448","0.5292071104049683","0.5292071104049683","0.5292071104049683","0.637495756149292","0.637495756149292","0.637495756149292","0.685914158821106","0.685914158821106","0.685914158821106","0.7437838315963745","0.7437838315963745","0.7437838315963745","0.6980355978012085","0.6980355978012085","0.6980355978012085"
"136","0.8093022108078003","0.8093022108078003","0.8093022108078003","1.0427463054656982","1.0427463054656982","1.0427463054656982","0.6378265023231506","0.6378265023231506","0.6378265023231506","0.5699578523635864","0.5699578523635864","0.5699578523635864","0.8953976631164551","0.8953976631164551","0.8953976631164551","0.8531513810157776","0.8531513810157776","0.8531513810157776","0.5622414350509644","0.5622414350509644","0.5622414350509644","0.539484977722168","0.539484977722168","0.539484977722168","0.7119710445404053","0.7119710445404053","0.7119710445404053","0.7514312863349915","0.7514312863349915","0.7514312863349915","0.7242729663848877","0.7242729663848877","0.7242729663848877","0.7410339713096619","0.7410339713096619","0.7410339713096619"
"138","0.8033871650695801","0.8033871650695801","0.8033871650695801","1.0170056819915771","1.0170056819915771","1.0170056819915771","0.6137392520904541","0.6137392520904541","0.6137392520904541","0.537640392780304","0.537640392780304","0.537640392780304","1.5819597244262695","1.5819597244262695","1.5819597244262695","0.85837721824646","0.85837721824646","0.85837721824646","0.5049382448196411","0.5049382448196411","0.5049382448196411","0.5272325277328491","0.5272325277328491","0.5272325277328491","0.6353211402893066","0.6353211402893066","0.6353211402893066","0.6945540904998779","0.6945540904998779","0.6945540904998779","0.7859326601028442","0.7859326601028442","0.7859326601028442","0.7151454091072083","0.7151454091072083","0.7151454091072083"
"140","0.7953702807426453","0.7953702807426453","0.7953702807426453","1.0616657733917236","1.0616657733917236","1.0616657733917236","0.5965800285339355","0.5965800285339355","0.5965800285339355","0.5473470091819763","0.5473470091819763","0.5473470091819763","0.9691413044929504","0.9691413044929504","0.9691413044929504","0.890509843826294","0.890509843826294","0.890509843826294","0.5313802361488342","0.5313802361488342","0.5313802361488342","0.56630539894104","0.56630539894104","0.56630539894104","0.6948879361152649","0.6948879361152649","0.6948879361152649","0.7112439870834351","0.7112439870834351","0.7112439870834351","0.7454270720481873","0.7454270720481873","0.7454270720481873","0.75776207447052","0.75776207447052","0.75776207447052"
"142","0.8758242130279541","0.8758242130279541","0.8758242130279541","0.9668830633163452","0.9668830633163452","0.9668830633163452","0.5734529495239258","0.5734529495239258","0.5734529495239258","0.5464152693748474","0.5464152693748474","0.5464152693748474","0.9439293742179871","0.9439293742179871","0.9439293742179871","0.8981890678405762","0.8981890678405762","0.8981890678405762","0.5211923718452454","0.5211923718452454","0.5211923718452454","0.5337533950805664","0.5337533950805664","0.5337533950805664","0.6883200407028198","0.6883200407028198","0.6883200407028198","0.7321598529815674","0.7321598529815674","0.7321598529815674","0.807728111743927","0.807728111743927","0.807728111743927","0.7335858345031738","0.7335858345031738","0.7335858345031738"
"144","0.7899230718612671","0.7899230718612671","0.7899230718612671","0.9877433776855469","0.9877433776855469","0.9877433776855469","0.6023382544517517","0.6023382544517517","0.6023382544517517","0.5220947265625","0.5220947265625","0.5220947265625","0.8928407430648804","0.8928407430648804","0.8928407430648804","0.8535491228103638","0.8535491228103638","0.8535491228103638","0.4992837905883789","0.4992837905883789","0.4992837905883789","0.506753146648407","0.506753146648407","0.506753146648407","0.6620913743972778","0.6620913743972778","0.6620913743972778","0.7296512722969055","0.7296512722969055","0.7296512722969055","0.7461495399475098","0.7461495399475098","0.7461495399475098","0.6628285050392151","0.6628285050392151","0.6628285050392151"
"146","0.8009675741195679","0.8009675741195679","0.8009675741195679","0.954910159111023","0.954910159111023","0.954910159111023","0.581832766532898","0.581832766532898","0.581832766532898","0.5267784595489502","0.5267784595489502","0.5267784595489502","0.9059560298919678","0.9059560298919678","0.9059560298919678","0.8631888031959534","0.8631888031959534","0.8631888031959534","0.5228012800216675","0.5228012800216675","0.5228012800216675","0.5232294797897339","0.5232294797897339","0.5232294797897339","0.694013237953186","0.694013237953186","0.694013237953186","0.6827653050422668","0.6827653050422668","0.6827653050422668","0.7846783399581909","0.7846783399581909","0.7846783399581909","0.6982501745223999","0.6982501745223999","0.6982501745223999"
