"Step","VOWELS_VMD_b10_DUAL_bs16 - decomposition_loss_z","VOWELS_VMD_b10_DUAL_bs16 - decomposition_loss_z__MIN","VOWELS_VMD_b10_DUAL_bs16 - decomposition_loss_z__MAX","VOWELS_EMD_b10_DUAL_bs16 - decomposition_loss_z","VOWELS_EMD_b10_DUAL_bs16 - decomposition_loss_z__MIN","VOWELS_EMD_b10_DUAL_bs16 - decomposition_loss_z__MAX","VOWELS_EMD_b0_DUAL_bs16 - decomposition_loss_z","VOWELS_EMD_b0_DUAL_bs16 - decomposition_loss_z__MIN","VOWELS_EMD_b0_DUAL_bs16 - decomposition_loss_z__MAX","VOWELS_VMD_b0_DUAL_bs16 - decomposition_loss_z","VOWELS_VMD_b0_DUAL_bs16 - decomposition_loss_z__MIN","VOWELS_VMD_b0_DUAL_bs16 - decomposition_loss_z__MAX","VOWELS_FILTER_b10_DUAL_bs16 - decomposition_loss_z","VOWELS_FILTER_b10_DUAL_bs16 - decomposition_loss_z__MIN","VOWELS_FILTER_b10_DUAL_bs16 - decomposition_loss_z__MAX","VOWELS_EWT_b10_DUAL_bs16 - decomposition_loss_z","VOWELS_EWT_b10_DUAL_bs16 - decomposition_loss_z__MIN","VOWELS_EWT_b10_DUAL_bs16 - decomposition_loss_z__MAX","VOWELS_EWT_b0_DUAL_bs16 - decomposition_loss_z","VOWELS_EWT_b0_DUAL_bs16 - decomposition_loss_z__MIN","VOWELS_EWT_b0_DUAL_bs16 - decomposition_loss_z__MAX","VOWELS_FILTER_b0_DUAL_bs16 - decomposition_loss_z","VOWELS_FILTER_b0_DUAL_bs16 - decomposition_loss_z__MIN","VOWELS_FILTER_b0_DUAL_bs16 - decomposition_loss_z__MAX","VOWELS_EWT_b1_DUAL_bs16 - decomposition_loss_z","VOWELS_EWT_b1_DUAL_bs16 - decomposition_loss_z__MIN","VOWELS_EWT_b1_DUAL_bs16 - decomposition_loss_z__MAX","VOWELS_EMD_b1_DUAL_bs16 - decomposition_loss_z","VOWELS_EMD_b1_DUAL_bs16 - decomposition_loss_z__MIN","VOWELS_EMD_b1_DUAL_bs16 - decomposition_loss_z__MAX","VOWELS_VMD_b1_DUAL_bs16 - decomposition_loss_z","VOWELS_VMD_b1_DUAL_bs16 - decomposition_loss_z__MIN","VOWELS_VMD_b1_DUAL_bs16 - decomposition_loss_z__MAX","VOWELS_FILTER_b1_DUAL_bs16 - decomposition_loss_z","VOWELS_FILTER_b1_DUAL_bs16 - decomposition_loss_z__MIN","VOWELS_FILTER_b1_DUAL_bs16 - decomposition_loss_z__MAX"
"20","1.9741722345352173","1.9741722345352173","1.9741722345352173","2.119044303894043","2.119044303894043","2.119044303894043","0.8331360816955566","0.8331360816955566","0.8331360816955566","0.84146648645401","0.84146648645401","0.84146648645401","2.285464286804199","2.285464286804199","2.285464286804199","2.1787023544311523","2.1787023544311523","2.1787023544311523","0.8806813955307007","0.8806813955307007","0.8806813955307007","0.8369684219360352","0.8369684219360352","0.8369684219360352","0.8943032622337341","0.8943032622337341","0.8943032622337341","0.922778844833374","0.922778844833374","0.922778844833374","0.8324552178382874","0.8324552178382874","0.8324552178382874","0.8414292335510254","0.8414292335510254","0.8414292335510254"
"22","1.8435020446777344","1.8435020446777344","1.8435020446777344","1.966177225112915","1.966177225112915","1.966177225112915","0.8296895027160645","0.8296895027160645","0.8296895027160645","0.8241127133369446","0.8241127133369446","0.8241127133369446","2.074833631515503","2.074833631515503","2.074833631515503","2.000309705734253","2.000309705734253","2.000309705734253","0.8473698496818542","0.8473698496818542","0.8473698496818542","0.7888422012329102","0.7888422012329102","0.7888422012329102","0.8593452572822571","0.8593452572822571","0.8593452572822571","0.8720472455024719","0.8720472455024719","0.8720472455024719","0.82149338722229","0.82149338722229","0.82149338722229","0.8329883813858032","0.8329883813858032","0.8329883813858032"
"24","1.652518391609192","1.652518391609192","1.652518391609192","1.8840404748916626","1.8840404748916626","1.8840404748916626","0.795940637588501","0.795940637588501","0.795940637588501","0.7956204414367676","0.7956204414367676","0.7956204414367676","1.991218090057373","1.991218090057373","1.991218090057373","1.9670557975769043","1.9670557975769043","1.9670557975769043","0.7694021463394165","0.7694021463394165","0.7694021463394165","0.7667860984802246","0.7667860984802246","0.7667860984802246","0.8547420501708984","0.8547420501708984","0.8547420501708984","0.8629286289215088","0.8629286289215088","0.8629286289215088","0.7814211845397949","0.7814211845397949","0.7814211845397949","0.830670952796936","0.830670952796936","0.830670952796936"
"26","1.5824742317199707","1.5824742317199707","1.5824742317199707","1.7864428758621216","1.7864428758621216","1.7864428758621216","0.8103575110435486","0.8103575110435486","0.8103575110435486","0.8038042187690735","0.8038042187690735","0.8038042187690735","1.866037130355835","1.866037130355835","1.866037130355835","1.8439719676971436","1.8439719676971436","1.8439719676971436","0.7597949504852295","0.7597949504852295","0.7597949504852295","0.7732129693031311","0.7732129693031311","0.7732129693031311","0.8160409927368164","0.8160409927368164","0.8160409927368164","0.8460805416107178","0.8460805416107178","0.8460805416107178","0.8349536657333374","0.8349536657333374","0.8349536657333374","0.8252079486846924","0.8252079486846924","0.8252079486846924"
"28","1.6371910572052002","1.6371910572052002","1.6371910572052002","1.7761613130569458","1.7761613130569458","1.7761613130569458","0.7726517915725708","0.7726517915725708","0.7726517915725708","0.7863542437553406","0.7863542437553406","0.7863542437553406","1.8480513095855713","1.8480513095855713","1.8480513095855713","1.7448170185089111","1.7448170185089111","1.7448170185089111","0.7237532138824463","0.7237532138824463","0.7237532138824463","0.7336973547935486","0.7336973547935486","0.7336973547935486","0.8135361671447754","0.8135361671447754","0.8135361671447754","0.8076097965240479","0.8076097965240479","0.8076097965240479","0.8011456727981567","0.8011456727981567","0.8011456727981567","0.8524750471115112","0.8524750471115112","0.8524750471115112"
"30","1.5817042589187622","1.5817042589187622","1.5817042589187622","1.721535325050354","1.721535325050354","1.721535325050354","0.7770091891288757","0.7770091891288757","0.7770091891288757","0.7807173728942871","0.7807173728942871","0.7807173728942871","1.8674572706222534","1.8674572706222534","1.8674572706222534","1.749097228050232","1.749097228050232","1.749097228050232","0.65864098072052","0.65864098072052","0.65864098072052","0.7256151437759399","0.7256151437759399","0.7256151437759399","0.8016315698623657","0.8016315698623657","0.8016315698623657","0.8153777718544006","0.8153777718544006","0.8153777718544006","0.8327654600143433","0.8327654600143433","0.8327654600143433","0.8668938875198364","0.8668938875198364","0.8668938875198364"
"32","1.479945421218872","1.479945421218872","1.479945421218872","1.7434065341949463","1.7434065341949463","1.7434065341949463","0.757440984249115","0.757440984249115","0.757440984249115","0.800664484500885","0.800664484500885","0.800664484500885","1.8319718837738037","1.8319718837738037","1.8319718837738037","1.6633509397506714","1.6633509397506714","1.6633509397506714","0.6781929731369019","0.6781929731369019","0.6781929731369019","0.7058520913124084","0.7058520913124084","0.7058520913124084","0.8080381155014038","0.8080381155014038","0.8080381155014038","0.8427329063415527","0.8427329063415527","0.8427329063415527","0.8436885476112366","0.8436885476112366","0.8436885476112366","0.8359454870223999","0.8359454870223999","0.8359454870223999"
"34","1.503454327583313","1.503454327583313","1.503454327583313","1.6237558126449585","1.6237558126449585","1.6237558126449585","0.7586026787757874","0.7586026787757874","0.7586026787757874","0.7750458717346191","0.7750458717346191","0.7750458717346191","1.6529017686843872","1.6529017686843872","1.6529017686843872","1.5578218698501587","1.5578218698501587","1.5578218698501587","0.6684077978134155","0.6684077978134155","0.6684077978134155","0.6830700039863586","0.6830700039863586","0.6830700039863586","0.8351454734802246","0.8351454734802246","0.8351454734802246","0.8111428022384644","0.8111428022384644","0.8111428022384644","0.8381159901618958","0.8381159901618958","0.8381159901618958","0.8398061990737915","0.8398061990737915","0.8398061990737915"
"36","1.4413518905639648","1.4413518905639648","1.4413518905639648","1.5565842390060425","1.5565842390060425","1.5565842390060425","0.7296274900436401","0.7296274900436401","0.7296274900436401","0.7317826747894287","0.7317826747894287","0.7317826747894287","1.8771580457687378","1.8771580457687378","1.8771580457687378","1.504714012145996","1.504714012145996","1.504714012145996","0.644882321357727","0.644882321357727","0.644882321357727","0.6606342792510986","0.6606342792510986","0.6606342792510986","0.7918626070022583","0.7918626070022583","0.7918626070022583","0.8183202147483826","0.8183202147483826","0.8183202147483826","0.7972060441970825","0.7972060441970825","0.7972060441970825","0.8527594208717346","0.8527594208717346","0.8527594208717346"
"38","1.2771587371826172","1.2771587371826172","1.2771587371826172","1.4676110744476318","1.4676110744476318","1.4676110744476318","0.735204815864563","0.735204815864563","0.735204815864563","0.733626663684845","0.733626663684845","0.733626663684845","1.5996854305267334","1.5996854305267334","1.5996854305267334","1.4875789880752563","1.4875789880752563","1.4875789880752563","0.6664426326751709","0.6664426326751709","0.6664426326751709","0.6751955151557922","0.6751955151557922","0.6751955151557922","0.8105643391609192","0.8105643391609192","0.8105643391609192","0.8146818280220032","0.8146818280220032","0.8146818280220032","0.8079500198364258","0.8079500198364258","0.8079500198364258","0.8456413745880127","0.8456413745880127","0.8456413745880127"
"40","1.3337041139602661","1.3337041139602661","1.3337041139602661","1.6015512943267822","1.6015512943267822","1.6015512943267822","0.7279534339904785","0.7279534339904785","0.7279534339904785","0.715802013874054","0.715802013874054","0.715802013874054","1.5940865278244019","1.5940865278244019","1.5940865278244019","1.4492405652999878","1.4492405652999878","1.4492405652999878","0.6213513612747192","0.6213513612747192","0.6213513612747192","0.68411785364151","0.68411785364151","0.68411785364151","0.7796168327331543","0.7796168327331543","0.7796168327331543","0.8576064705848694","0.8576064705848694","0.8576064705848694","0.8077356815338135","0.8077356815338135","0.8077356815338135","0.8736855983734131","0.8736855983734131","0.8736855983734131"
"42","1.1752562522888184","1.1752562522888184","1.1752562522888184","1.3993797302246094","1.3993797302246094","1.3993797302246094","0.7641562223434448","0.7641562223434448","0.7641562223434448","0.7383445501327515","0.7383445501327515","0.7383445501327515","1.5144613981246948","1.5144613981246948","1.5144613981246948","1.3223581314086914","1.3223581314086914","1.3223581314086914","0.6472073793411255","0.6472073793411255","0.6472073793411255","0.7073821425437927","0.7073821425437927","0.7073821425437927","0.7816113233566284","0.7816113233566284","0.7816113233566284","0.8302556872367859","0.8302556872367859","0.8302556872367859","0.8456227779388428","0.8456227779388428","0.8456227779388428","0.8639134764671326","0.8639134764671326","0.8639134764671326"
"44","1.200873613357544","1.200873613357544","1.200873613357544","1.5517665147781372","1.5517665147781372","1.5517665147781372","0.7157838940620422","0.7157838940620422","0.7157838940620422","0.6853914260864258","0.6853914260864258","0.6853914260864258","1.4152663946151733","1.4152663946151733","1.4152663946151733","1.1951745748519897","1.1951745748519897","1.1951745748519897","0.6067507863044739","0.6067507863044739","0.6067507863044739","0.6332627534866333","0.6332627534866333","0.6332627534866333","0.7810602188110352","0.7810602188110352","0.7810602188110352","0.8176575303077698","0.8176575303077698","0.8176575303077698","0.8225547671318054","0.8225547671318054","0.8225547671318054","0.9013318419456482","0.9013318419456482","0.9013318419456482"
"46","1.0245354175567627","1.0245354175567627","1.0245354175567627","1.6768239736557007","1.6768239736557007","1.6768239736557007","0.7116836309432983","0.7116836309432983","0.7116836309432983","0.7085586786270142","0.7085586786270142","0.7085586786270142","1.2591166496276855","1.2591166496276855","1.2591166496276855","1.0978097915649414","1.0978097915649414","1.0978097915649414","0.616622805595398","0.616622805595398","0.616622805595398","0.6528612375259399","0.6528612375259399","0.6528612375259399","0.7513304352760315","0.7513304352760315","0.7513304352760315","0.8291393518447876","0.8291393518447876","0.8291393518447876","0.7853844165802002","0.7853844165802002","0.7853844165802002","0.815281867980957","0.815281867980957","0.815281867980957"
"48","0.987664520740509","0.987664520740509","0.987664520740509","1.2743875980377197","1.2743875980377197","1.2743875980377197","0.6824796199798584","0.6824796199798584","0.6824796199798584","0.688701868057251","0.688701868057251","0.688701868057251","1.1987837553024292","1.1987837553024292","1.1987837553024292","1.2125190496444702","1.2125190496444702","1.2125190496444702","0.5826805830001831","0.5826805830001831","0.5826805830001831","0.6256643533706665","0.6256643533706665","0.6256643533706665","0.7526296377182007","0.7526296377182007","0.7526296377182007","0.8525509238243103","0.8525509238243103","0.8525509238243103","0.8494857549667358","0.8494857549667358","0.8494857549667358","0.894066572189331","0.894066572189331","0.894066572189331"
"50","1.0601799488067627","1.0601799488067627","1.0601799488067627","1.512385368347168","1.512385368347168","1.512385368347168","0.6685736179351807","0.6685736179351807","0.6685736179351807","0.6704392433166504","0.6704392433166504","0.6704392433166504","1.1245977878570557","1.1245977878570557","1.1245977878570557","1.090924620628357","1.090924620628357","1.090924620628357","0.5607191920280457","0.5607191920280457","0.5607191920280457","0.6256435513496399","0.6256435513496399","0.6256435513496399","0.7526701092720032","0.7526701092720032","0.7526701092720032","0.8430947065353394","0.8430947065353394","0.8430947065353394","0.8242200016975403","0.8242200016975403","0.8242200016975403","0.8461483120918274","0.8461483120918274","0.8461483120918274"
"52","0.9502794742584229","0.9502794742584229","0.9502794742584229","1.8840152025222778","1.8840152025222778","1.8840152025222778","0.6785454750061035","0.6785454750061035","0.6785454750061035","0.6860297918319702","0.6860297918319702","0.6860297918319702","1.0474331378936768","1.0474331378936768","1.0474331378936768","1.1642893552780151","1.1642893552780151","1.1642893552780151","0.5605725049972534","0.5605725049972534","0.5605725049972534","0.6701985001564026","0.6701985001564026","0.6701985001564026","0.7644825577735901","0.7644825577735901","0.7644825577735901","0.8046247363090515","0.8046247363090515","0.8046247363090515","0.7796483635902405","0.7796483635902405","0.7796483635902405","0.8345788717269897","0.8345788717269897","0.8345788717269897"
"54","0.998960554599762","0.998960554599762","0.998960554599762","1.2881267070770264","1.2881267070770264","1.2881267070770264","0.6675518751144409","0.6675518751144409","0.6675518751144409","0.6754660606384277","0.6754660606384277","0.6754660606384277","1.120036244392395","1.120036244392395","1.120036244392395","1.1010662317276","1.1010662317276","1.1010662317276","0.571589469909668","0.571589469909668","0.571589469909668","0.6426857709884644","0.6426857709884644","0.6426857709884644","0.7564988732337952","0.7564988732337952","0.7564988732337952","0.8211697340011597","0.8211697340011597","0.8211697340011597","0.8011264801025391","0.8011264801025391","0.8011264801025391","0.8500627279281616","0.8500627279281616","0.8500627279281616"
"56","0.8740760087966919","0.8740760087966919","0.8740760087966919","1.2599300146102905","1.2599300146102905","1.2599300146102905","0.6430482268333435","0.6430482268333435","0.6430482268333435","0.632196307182312","0.632196307182312","0.632196307182312","1.0564988851547241","1.0564988851547241","1.0564988851547241","1.033345103263855","1.033345103263855","1.033345103263855","0.5241401195526123","0.5241401195526123","0.5241401195526123","0.5903804302215576","0.5903804302215576","0.5903804302215576","0.7577483057975769","0.7577483057975769","0.7577483057975769","0.8051713109016418","0.8051713109016418","0.8051713109016418","0.8037012815475464","0.8037012815475464","0.8037012815475464","0.8305158019065857","0.8305158019065857","0.8305158019065857"
"58","0.8846988081932068","0.8846988081932068","0.8846988081932068","1.180495023727417","1.180495023727417","1.180495023727417","0.6634393334388733","0.6634393334388733","0.6634393334388733","0.6687195301055908","0.6687195301055908","0.6687195301055908","0.9509050846099854","0.9509050846099854","0.9509050846099854","1.0179359912872314","1.0179359912872314","1.0179359912872314","0.5766634345054626","0.5766634345054626","0.5766634345054626","0.6066127419471741","0.6066127419471741","0.6066127419471741","0.7561434507369995","0.7561434507369995","0.7561434507369995","0.8220498561859131","0.8220498561859131","0.8220498561859131","0.8025342226028442","0.8025342226028442","0.8025342226028442","0.833280622959137","0.833280622959137","0.833280622959137"
"60","0.896791398525238","0.896791398525238","0.896791398525238","1.230026125907898","1.230026125907898","1.230026125907898","0.6674255728721619","0.6674255728721619","0.6674255728721619","0.6584937572479248","0.6584937572479248","0.6584937572479248","0.9234492778778076","0.9234492778778076","0.9234492778778076","0.9696488380432129","0.9696488380432129","0.9696488380432129","0.5415887236595154","0.5415887236595154","0.5415887236595154","0.6149641871452332","0.6149641871452332","0.6149641871452332","0.7554413080215454","0.7554413080215454","0.7554413080215454","0.8468583822250366","0.8468583822250366","0.8468583822250366","0.8470301032066345","0.8470301032066345","0.8470301032066345","0.878031849861145","0.878031849861145","0.878031849861145"
"62","0.8720124363899231","0.8720124363899231","0.8720124363899231","1.1502258777618408","1.1502258777618408","1.1502258777618408","0.7266165614128113","0.7266165614128113","0.7266165614128113","0.6812000274658203","0.6812000274658203","0.6812000274658203","1.0084729194641113","1.0084729194641113","1.0084729194641113","1.0261558294296265","1.0261558294296265","1.0261558294296265","0.5827308297157288","0.5827308297157288","0.5827308297157288","0.6216272115707397","0.6216272115707397","0.6216272115707397","0.747285008430481","0.747285008430481","0.747285008430481","0.8156939744949341","0.8156939744949341","0.8156939744949341","0.8097211122512817","0.8097211122512817","0.8097211122512817","0.9624449610710144","0.9624449610710144","0.9624449610710144"
"64","0.8732077479362488","0.8732077479362488","0.8732077479362488","1.1298409700393677","1.1298409700393677","1.1298409700393677","0.6910088062286377","0.6910088062286377","0.6910088062286377","0.6564457416534424","0.6564457416534424","0.6564457416534424","0.913489818572998","0.913489818572998","0.913489818572998","0.9632300138473511","0.9632300138473511","0.9632300138473511","0.5407479405403137","0.5407479405403137","0.5407479405403137","0.5897324085235596","0.5897324085235596","0.5897324085235596","0.7672622203826904","0.7672622203826904","0.7672622203826904","0.8498895764350891","0.8498895764350891","0.8498895764350891","0.7980707883834839","0.7980707883834839","0.7980707883834839","0.8264260292053223","0.8264260292053223","0.8264260292053223"
"66","0.8915861248970032","0.8915861248970032","0.8915861248970032","1.0830169916152954","1.0830169916152954","1.0830169916152954","0.6311487555503845","0.6311487555503845","0.6311487555503845","0.6343482732772827","0.6343482732772827","0.6343482732772827","0.9583759903907776","0.9583759903907776","0.9583759903907776","0.9390456676483154","0.9390456676483154","0.9390456676483154","0.5230603218078613","0.5230603218078613","0.5230603218078613","0.5513893365859985","0.5513893365859985","0.5513893365859985","0.7328229546546936","0.7328229546546936","0.7328229546546936","0.7770801186561584","0.7770801186561584","0.7770801186561584","0.8429031372070312","0.8429031372070312","0.8429031372070312","0.8678790330886841","0.8678790330886841","0.8678790330886841"
"68","0.8734709024429321","0.8734709024429321","0.8734709024429321","1.032132863998413","1.032132863998413","1.032132863998413","0.680165708065033","0.680165708065033","0.680165708065033","0.6680486798286438","0.6680486798286438","0.6680486798286438","0.9315322637557983","0.9315322637557983","0.9315322637557983","0.9270921945571899","0.9270921945571899","0.9270921945571899","0.5309929847717285","0.5309929847717285","0.5309929847717285","0.5614679455757141","0.5614679455757141","0.5614679455757141","0.7545033097267151","0.7545033097267151","0.7545033097267151","0.7889037132263184","0.7889037132263184","0.7889037132263184","0.8099926710128784","0.8099926710128784","0.8099926710128784","0.8443424701690674","0.8443424701690674","0.8443424701690674"
