"Step","VOWELS_VMD_b10_DUAL_bs16 - loss","VOWELS_VMD_b10_DUAL_bs16 - loss__MIN","VOWELS_VMD_b10_DUAL_bs16 - loss__MAX","VOWELS_EMD_b10_DUAL_bs16 - loss","VOWELS_EMD_b10_DUAL_bs16 - loss__MIN","VOWELS_EMD_b10_DUAL_bs16 - loss__MAX","VOWELS_EMD_b0_DUAL_bs16 - loss","VOWELS_EMD_b0_DUAL_bs16 - loss__MIN","VOWELS_EMD_b0_DUAL_bs16 - loss__MAX","VOWELS_VMD_b0_DUAL_bs16 - loss","VOWELS_VMD_b0_DUAL_bs16 - loss__MIN","VOWELS_VMD_b0_DUAL_bs16 - loss__MAX","VOWELS_FILTER_b10_DUAL_bs16 - loss","VOWELS_FILTER_b10_DUAL_bs16 - loss__MIN","VOWELS_FILTER_b10_DUAL_bs16 - loss__MAX","VOWELS_EWT_b10_DUAL_bs16 - loss","VOWELS_EWT_b10_DUAL_bs16 - loss__MIN","VOWELS_EWT_b10_DUAL_bs16 - loss__MAX","VOWELS_EWT_b0_DUAL_bs16 - loss","VOWELS_EWT_b0_DUAL_bs16 - loss__MIN","VOWELS_EWT_b0_DUAL_bs16 - loss__MAX","VOWELS_FILTER_b0_DUAL_bs16 - loss","VOWELS_FILTER_b0_DUAL_bs16 - loss__MIN","VOWELS_FILTER_b0_DUAL_bs16 - loss__MAX","VOWELS_EWT_b1_DUAL_bs16 - loss","VOWELS_EWT_b1_DUAL_bs16 - loss__MIN","VOWELS_EWT_b1_DUAL_bs16 - loss__MAX","VOWELS_EMD_b1_DUAL_bs16 - loss","VOWELS_EMD_b1_DUAL_bs16 - loss__MIN","VOWELS_EMD_b1_DUAL_bs16 - loss__MAX","VOWELS_VMD_b1_DUAL_bs16 - loss","VOWELS_VMD_b1_DUAL_bs16 - loss__MIN","VOWELS_VMD_b1_DUAL_bs16 - loss__MAX","VOWELS_FILTER_b1_DUAL_bs16 - loss","VOWELS_FILTER_b1_DUAL_bs16 - loss__MIN","VOWELS_FILTER_b1_DUAL_bs16 - loss__MAX"
"20","24.518529891967773","24.518529891967773","24.518529891967773","52.35501480102539","52.35501480102539","52.35501480102539","1.5898234844207764","1.5898234844207764","1.5898234844207764","1.6517436504364014","1.6517436504364014","1.6517436504364014","55.26580810546875","55.26580810546875","55.26580810546875","58.31043243408203","58.31043243408203","58.31043243408203","1.7118977308273315","1.7118977308273315","1.7118977308273315","1.7411937713623047","1.7411937713623047","1.7411937713623047","6.963503360748291","6.963503360748291","6.963503360748291","7.1420135498046875","7.1420135498046875","7.1420135498046875","4.9099626541137695","4.9099626541137695","4.9099626541137695","6.606335163116455","6.606335163116455","6.606335163116455"
"22","25.403091430664062","25.403091430664062","25.403091430664062","54.453895568847656","54.453895568847656","54.453895568847656","1.5855159759521484","1.5855159759521484","1.5855159759521484","1.6316232681274414","1.6316232681274414","1.6316232681274414","46.36174011230469","46.36174011230469","46.36174011230469","47.43925857543945","47.43925857543945","47.43925857543945","1.6493160724639893","1.6493160724639893","1.6493160724639893","1.6221076250076294","1.6221076250076294","1.6221076250076294","7.6868181228637695","7.6868181228637695","7.6868181228637695","4.956793785095215","4.956793785095215","4.956793785095215","6.202366828918457","6.202366828918457","6.202366828918457","5.905051231384277","5.905051231384277","5.905051231384277"
"24","25.448619842529297","25.448619842529297","25.448619842529297","43.80348205566406","43.80348205566406","43.80348205566406","1.5505903959274292","1.5505903959274292","1.5505903959274292","1.5829484462738037","1.5829484462738037","1.5829484462738037","47.533695220947266","47.533695220947266","47.533695220947266","47.12086868286133","47.12086868286133","47.12086868286133","1.5522228479385376","1.5522228479385376","1.5522228479385376","1.556966781616211","1.556966781616211","1.556966781616211","4.376347064971924","4.376347064971924","4.376347064971924","3.836757183074951","3.836757183074951","3.836757183074951","5.180440902709961","5.180440902709961","5.180440902709961","6.20442533493042","6.20442533493042","6.20442533493042"
"26","24.914011001586914","24.914011001586914","24.914011001586914","39.88479995727539","39.88479995727539","39.88479995727539","1.5643579959869385","1.5643579959869385","1.5643579959869385","1.5721795558929443","1.5721795558929443","1.5721795558929443","43.05980682373047","43.05980682373047","43.05980682373047","42.29051971435547","42.29051971435547","42.29051971435547","1.554974913597107","1.554974913597107","1.554974913597107","1.5635418891906738","1.5635418891906738","1.5635418891906738","4.962581634521484","4.962581634521484","4.962581634521484","4.386181831359863","4.386181831359863","4.386181831359863","6.401341915130615","6.401341915130615","6.401341915130615","5.481051445007324","5.481051445007324","5.481051445007324"
"28","24.953554153442383","24.953554153442383","24.953554153442383","39.141876220703125","39.141876220703125","39.141876220703125","1.5253334045410156","1.5253334045410156","1.5253334045410156","1.5582420825958252","1.5582420825958252","1.5582420825958252","37.93849182128906","37.93849182128906","37.93849182128906","43.1234130859375","43.1234130859375","43.1234130859375","1.5111846923828125","1.5111846923828125","1.5111846923828125","1.5196585655212402","1.5196585655212402","1.5196585655212402","4.821901321411133","4.821901321411133","4.821901321411133","4.251063823699951","4.251063823699951","4.251063823699951","6.673542499542236","6.673542499542236","6.673542499542236","6.208518028259277","6.208518028259277","6.208518028259277"
"30","25.774932861328125","25.774932861328125","25.774932861328125","30.25281524658203","30.25281524658203","30.25281524658203","1.5302510261535645","1.5302510261535645","1.5302510261535645","1.5470178127288818","1.5470178127288818","1.5470178127288818","41.727088928222656","41.727088928222656","41.727088928222656","39.19601058959961","39.19601058959961","39.19601058959961","1.434875249862671","1.434875249862671","1.434875249862671","1.4916449785232544","1.4916449785232544","1.4916449785232544","4.995427131652832","4.995427131652832","4.995427131652832","3.455026626586914","3.455026626586914","3.455026626586914","6.648980140686035","6.648980140686035","6.648980140686035","5.970850944519043","5.970850944519043","5.970850944519043"
"32","26.227174758911133","26.227174758911133","26.227174758911133","30.019577026367188","30.019577026367188","30.019577026367188","1.5104870796203613","1.5104870796203613","1.5104870796203613","1.5719377994537354","1.5719377994537354","1.5719377994537354","34.86210250854492","34.86210250854492","34.86210250854492","38.3325080871582","38.3325080871582","38.3325080871582","1.469705581665039","1.469705581665039","1.469705581665039","1.4833128452301025","1.4833128452301025","1.4833128452301025","6.873317718505859","6.873317718505859","6.873317718505859","5.218178749084473","5.218178749084473","5.218178749084473","5.878623008728027","5.878623008728027","5.878623008728027","5.538606643676758","5.538606643676758","5.538606643676758"
"34","26.8907527923584","26.8907527923584","26.8907527923584","27.216163635253906","27.216163635253906","27.216163635253906","1.5102484226226807","1.5102484226226807","1.5102484226226807","1.535312294960022","1.535312294960022","1.535312294960022","34.51302719116211","34.51302719116211","34.51302719116211","34.69014358520508","34.69014358520508","34.69014358520508","1.4369785785675049","1.4369785785675049","1.4369785785675049","1.4606906175613403","1.4606906175613403","1.4606906175613403","4.430792808532715","4.430792808532715","4.430792808532715","3.8967201709747314","3.8967201709747314","3.8967201709747314","5.137906551361084","5.137906551361084","5.137906551361084","4.579134464263916","4.579134464263916","4.579134464263916"
"36","30.29204750061035","30.29204750061035","30.29204750061035","30.052682876586914","30.052682876586914","30.052682876586914","1.4810482263565063","1.4810482263565063","1.4810482263565063","1.499361276626587","1.499361276626587","1.499361276626587","28.042369842529297","28.042369842529297","28.042369842529297","35.15863037109375","35.15863037109375","35.15863037109375","1.4585272073745728","1.4585272073745728","1.4585272073745728","1.4306153059005737","1.4306153059005737","1.4306153059005737","5.977075099945068","5.977075099945068","5.977075099945068","7.471529483795166","7.471529483795166","7.471529483795166","6.592327117919922","6.592327117919922","6.592327117919922","4.9721293449401855","4.9721293449401855","4.9721293449401855"
"38","31.459598541259766","31.459598541259766","31.459598541259766","28.458005905151367","28.458005905151367","28.458005905151367","1.4867643117904663","1.4867643117904663","1.4867643117904663","1.4909907579421997","1.4909907579421997","1.4909907579421997","27.707971572875977","27.707971572875977","27.707971572875977","28.023508071899414","28.023508071899414","28.023508071899414","1.4369019269943237","1.4369019269943237","1.4369019269943237","1.4696038961410522","1.4696038961410522","1.4696038961410522","5.307173728942871","5.307173728942871","5.307173728942871","5.270715713500977","5.270715713500977","5.270715713500977","5.89902400970459","5.89902400970459","5.89902400970459","4.440652370452881","4.440652370452881","4.440652370452881"
"40","13.671246528625488","13.671246528625488","13.671246528625488","10.074094772338867","10.074094772338867","10.074094772338867","1.4793369770050049","1.4793369770050049","1.4793369770050049","1.4843487739562988","1.4843487739562988","1.4843487739562988","22.65648651123047","22.65648651123047","22.65648651123047","26.837902069091797","26.837902069091797","26.837902069091797","1.4154919385910034","1.4154919385910034","1.4154919385910034","1.4815962314605713","1.4815962314605713","1.4815962314605713","3.552313804626465","3.552313804626465","3.552313804626465","2.6551647186279297","2.6551647186279297","2.6551647186279297","2.9617812633514404","2.9617812633514404","2.9617812633514404","4.5839433670043945","4.5839433670043945","4.5839433670043945"
"42","14.686355590820312","14.686355590820312","14.686355590820312","13.37556266784668","13.37556266784668","13.37556266784668","1.5156145095825195","1.5156145095825195","1.5156145095825195","1.5090266466140747","1.5090266466140747","1.5090266466140747","18.624897003173828","18.624897003173828","18.624897003173828","15.86713695526123","15.86713695526123","15.86713695526123","1.4198739528656006","1.4198739528656006","1.4198739528656006","1.4712274074554443","1.4712274074554443","1.4712274074554443","3.496951103210449","3.496951103210449","3.496951103210449","5.420458793640137","5.420458793640137","5.420458793640137","3.94183349609375","3.94183349609375","3.94183349609375","4.3059186935424805","4.3059186935424805","4.3059186935424805"
"44","19.517745971679688","19.517745971679688","19.517745971679688","6.191826820373535","6.191826820373535","6.191826820373535","1.467186450958252","1.467186450958252","1.467186450958252","1.4944981336593628","1.4944981336593628","1.4944981336593628","20.528438568115234","20.528438568115234","20.528438568115234","26.2481746673584","26.2481746673584","26.2481746673584","1.3688952922821045","1.3688952922821045","1.3688952922821045","1.4019562005996704","1.4019562005996704","1.4019562005996704","4.72126579284668","4.72126579284668","4.72126579284668","2.982119083404541","2.982119083404541","2.982119083404541","3.85705304145813","3.85705304145813","3.85705304145813","4.335301876068115","4.335301876068115","4.335301876068115"
"46","10.605989456176758","10.605989456176758","10.605989456176758","21.300128936767578","21.300128936767578","21.300128936767578","1.4626072645187378","1.4626072645187378","1.4626072645187378","1.464475393295288","1.464475393295288","1.464475393295288","20.07792854309082","20.07792854309082","20.07792854309082","12.269978523254395","12.269978523254395","12.269978523254395","1.3882112503051758","1.3882112503051758","1.3882112503051758","1.4115186929702759","1.4115186929702759","1.4115186929702759","4.239870548248291","4.239870548248291","4.239870548248291","4.096757411956787","4.096757411956787","4.096757411956787","3.8236277103424072","3.8236277103424072","3.8236277103424072","3.8740997314453125","3.8740997314453125","3.8740997314453125"
"48","10.960391998291016","10.960391998291016","10.960391998291016","28.05454444885254","28.05454444885254","28.05454444885254","1.4331986904144287","1.4331986904144287","1.4331986904144287","1.4467161893844604","1.4467161893844604","1.4467161893844604","11.367576599121094","11.367576599121094","11.367576599121094","14.047516822814941","14.047516822814941","14.047516822814941","1.347731113433838","1.347731113433838","1.347731113433838","1.3974995613098145","1.3974995613098145","1.3974995613098145","3.377774477005005","3.377774477005005","3.377774477005005","3.209317684173584","3.209317684173584","3.209317684173584","3.9759671688079834","3.9759671688079834","3.9759671688079834","2.7783491611480713","2.7783491611480713","2.7783491611480713"
"50","19.684829711914062","19.684829711914062","19.684829711914062","7.718365669250488","7.718365669250488","7.718365669250488","1.4197567701339722","1.4197567701339722","1.4197567701339722","1.4273048639297485","1.4273048639297485","1.4273048639297485","23.400476455688477","23.400476455688477","23.400476455688477","10.164527893066406","10.164527893066406","10.164527893066406","1.3334743976593018","1.3334743976593018","1.3334743976593018","1.4011788368225098","1.4011788368225098","1.4011788368225098","3.0844972133636475","3.0844972133636475","3.0844972133636475","2.540590286254883","2.540590286254883","2.540590286254883","3.0508499145507812","3.0508499145507812","3.0508499145507812","5.264698028564453","5.264698028564453","5.264698028564453"
"52","15.65487289428711","15.65487289428711","15.65487289428711","12.585830688476562","12.585830688476562","12.585830688476562","1.4292196035385132","1.4292196035385132","1.4292196035385132","1.4407331943511963","1.4407331943511963","1.4407331943511963","10.982559204101562","10.982559204101562","10.982559204101562","15.537663459777832","15.537663459777832","15.537663459777832","1.3303115367889404","1.3303115367889404","1.3303115367889404","1.4329054355621338","1.4329054355621338","1.4329054355621338","3.1292974948883057","3.1292974948883057","3.1292974948883057","3.1726160049438477","3.1726160049438477","3.1726160049438477","4.50080680847168","4.50080680847168","4.50080680847168","2.7772061824798584","2.7772061824798584","2.7772061824798584"
"54","8.981732368469238","8.981732368469238","8.981732368469238","19.164682388305664","19.164682388305664","19.164682388305664","1.4183168411254883","1.4183168411254883","1.4183168411254883","1.4395461082458496","1.4395461082458496","1.4395461082458496","14.537040710449219","14.537040710449219","14.537040710449219","14.323793411254883","14.323793411254883","14.323793411254883","1.3518149852752686","1.3518149852752686","1.3518149852752686","1.4133542776107788","1.4133542776107788","1.4133542776107788","3.024427890777588","3.024427890777588","3.024427890777588","5.111227035522461","5.111227035522461","5.111227035522461","2.96673321723938","2.96673321723938","2.96673321723938","4.350149154663086","4.350149154663086","4.350149154663086"
"56","10.551430702209473","10.551430702209473","10.551430702209473","6.995124816894531","6.995124816894531","6.995124816894531","1.3939790725708008","1.3939790725708008","1.3939790725708008","1.3890011310577393","1.3890011310577393","1.3890011310577393","13.79281234741211","13.79281234741211","13.79281234741211","19.429729461669922","19.429729461669922","19.429729461669922","1.320993423461914","1.320993423461914","1.320993423461914","1.372603416442871","1.372603416442871","1.372603416442871","3.7381443977355957","3.7381443977355957","3.7381443977355957","2.736879825592041","2.736879825592041","2.736879825592041","2.9063332080841064","2.9063332080841064","2.9063332080841064","2.894303798675537","2.894303798675537","2.894303798675537"
"58","12.995314598083496","12.995314598083496","12.995314598083496","17.705188751220703","17.705188751220703","17.705188751220703","1.414027214050293","1.414027214050293","1.414027214050293","1.4219322204589844","1.4219322204589844","1.4219322204589844","23.966625213623047","23.966625213623047","23.966625213623047","14.236696243286133","14.236696243286133","14.236696243286133","1.355001449584961","1.355001449584961","1.355001449584961","1.4026789665222168","1.4026789665222168","1.4026789665222168","4.434164047241211","4.434164047241211","4.434164047241211","4.751972675323486","4.751972675323486","4.751972675323486","3.629852771759033","3.629852771759033","3.629852771759033","2.58040714263916","2.58040714263916","2.58040714263916"
"60","11.810585975646973","11.810585975646973","11.810585975646973","13.3719482421875","13.3719482421875","13.3719482421875","1.417741298675537","1.417741298675537","1.417741298675537","1.4120445251464844","1.4120445251464844","1.4120445251464844","8.939949989318848","8.939949989318848","8.939949989318848","16.294933319091797","16.294933319091797","16.294933319091797","1.3088629245758057","1.3088629245758057","1.3088629245758057","1.4053990840911865","1.4053990840911865","1.4053990840911865","9.181343078613281","9.181343078613281","9.181343078613281","2.428475856781006","2.428475856781006","2.428475856781006","3.179084300994873","3.179084300994873","3.179084300994873","2.671088933944702","2.671088933944702","2.671088933944702"
"62","15.443085670471191","15.443085670471191","15.443085670471191","6.192471504211426","6.192471504211426","6.192471504211426","1.4775583744049072","1.4775583744049072","1.4775583744049072","1.4348658323287964","1.4348658323287964","1.4348658323287964","10.84676742553711","10.84676742553711","10.84676742553711","20.129243850708008","20.129243850708008","20.129243850708008","1.3399497270584106","1.3399497270584106","1.3399497270584106","1.4104726314544678","1.4104726314544678","1.4104726314544678","2.5530905723571777","2.5530905723571777","2.5530905723571777","2.4578776359558105","2.4578776359558105","2.4578776359558105","3.790357828140259","3.790357828140259","3.790357828140259","2.9035849571228027","2.9035849571228027","2.9035849571228027"
"64","12.615381240844727","12.615381240844727","12.615381240844727","15.668604850769043","15.668604850769043","15.668604850769043","1.4414232969284058","1.4414232969284058","1.4414232969284058","1.4086158275604248","1.4086158275604248","1.4086158275604248","10.094599723815918","10.094599723815918","10.094599723815918","8.278515815734863","8.278515815734863","8.278515815734863","1.2975752353668213","1.2975752353668213","1.2975752353668213","1.3731913566589355","1.3731913566589355","1.3731913566589355","2.4667913913726807","2.4667913913726807","2.4667913913726807","3.915419101715088","3.915419101715088","3.915419101715088","2.7547357082366943","2.7547357082366943","2.7547357082366943","2.664822816848755","2.664822816848755","2.664822816848755"
"66","14.592371940612793","14.592371940612793","14.592371940612793","6.842233657836914","6.842233657836914","6.842233657836914","1.3816471099853516","1.3816471099853516","1.3816471099853516","1.397932767868042","1.397932767868042","1.397932767868042","12.825263977050781","12.825263977050781","12.825263977050781","11.729052543640137","11.729052543640137","11.729052543640137","1.2914276123046875","1.2914276123046875","1.2914276123046875","1.3099720478057861","1.3099720478057861","1.3099720478057861","2.96244740486145","2.96244740486145","2.96244740486145","3.1307625770568848","3.1307625770568848","3.1307625770568848","2.523876428604126","2.523876428604126","2.523876428604126","2.883385181427002","2.883385181427002","2.883385181427002"
"68","9.16550064086914","9.16550064086914","9.16550064086914","19.025047302246094","19.025047302246094","19.025047302246094","1.4303979873657227","1.4303979873657227","1.4303979873657227","1.419837474822998","1.419837474822998","1.419837474822998","7.049758434295654","7.049758434295654","7.049758434295654","12.161635398864746","12.161635398864746","12.161635398864746","1.2940621376037598","1.2940621376037598","1.2940621376037598","1.348052978515625","1.348052978515625","1.348052978515625","4.066498756408691","4.066498756408691","4.066498756408691","2.7223711013793945","2.7223711013793945","2.7223711013793945","2.4541430473327637","2.4541430473327637","2.4541430473327637","2.9778034687042236","2.9778034687042236","2.9778034687042236"
"70","8.387909889221191","8.387909889221191","8.387909889221191","28.141082763671875","28.141082763671875","28.141082763671875","1.4058490991592407","1.4058490991592407","1.4058490991592407","1.4248555898666382","1.4248555898666382","1.4248555898666382","21.10437774658203","21.10437774658203","21.10437774658203","11.257658004760742","11.257658004760742","11.257658004760742","1.421907663345337","1.421907663345337","1.421907663345337","1.3403524160385132","1.3403524160385132","1.3403524160385132","3.3960485458374023","3.3960485458374023","3.3960485458374023","4.424853324890137","4.424853324890137","4.424853324890137","2.655688762664795","2.655688762664795","2.655688762664795","3.184856653213501","3.184856653213501","3.184856653213501"
"72","10.31485652923584","10.31485652923584","10.31485652923584","3.6810765266418457","3.6810765266418457","3.6810765266418457","1.3572354316711426","1.3572354316711426","1.3572354316711426","1.3524713516235352","1.3524713516235352","1.3524713516235352","12.446093559265137","12.446093559265137","12.446093559265137","17.224939346313477","17.224939346313477","17.224939346313477","1.2713932991027832","1.2713932991027832","1.2713932991027832","1.3445923328399658","1.3445923328399658","1.3445923328399658","3.1986660957336426","3.1986660957336426","3.1986660957336426","2.3284921646118164","2.3284921646118164","2.3284921646118164","2.869579792022705","2.869579792022705","2.869579792022705","3.674759864807129","3.674759864807129","3.674759864807129"
"74","15.319482803344727","15.319482803344727","15.319482803344727","22.5540771484375","22.5540771484375","22.5540771484375","1.3436245918273926","1.3436245918273926","1.3436245918273926","1.3503389358520508","1.3503389358520508","1.3503389358520508","15.53919506072998","15.53919506072998","15.53919506072998","14.782861709594727","14.782861709594727","14.782861709594727","1.2597850561141968","1.2597850561141968","1.2597850561141968","1.3514832258224487","1.3514832258224487","1.3514832258224487","2.6615538597106934","2.6615538597106934","2.6615538597106934","3.884528160095215","3.884528160095215","3.884528160095215","2.9261603355407715","2.9261603355407715","2.9261603355407715","3.3729143142700195","3.3729143142700195","3.3729143142700195"
"76","11.546976089477539","11.546976089477539","11.546976089477539","3.492856025695801","3.492856025695801","3.492856025695801","1.3541204929351807","1.3541204929351807","1.3541204929351807","1.3653597831726074","1.3653597831726074","1.3653597831726074","8.061993598937988","8.061993598937988","8.061993598937988","6.81343936920166","6.81343936920166","6.81343936920166","1.2898374795913696","1.2898374795913696","1.2898374795913696","1.3163416385650635","1.3163416385650635","1.3163416385650635","2.483579635620117","2.483579635620117","2.483579635620117","4.913302421569824","4.913302421569824","4.913302421569824","2.3131823539733887","2.3131823539733887","2.3131823539733887","3.924713134765625","3.924713134765625","3.924713134765625"
