"Step","VOWELS_VMD_b10_DUAL_bs16 - loss","VOWELS_VMD_b10_DUAL_bs16 - loss__MIN","VOWELS_VMD_b10_DUAL_bs16 - loss__MAX","VOWELS_EMD_b10_DUAL_bs16 - loss","VOWELS_EMD_b10_DUAL_bs16 - loss__MIN","VOWELS_EMD_b10_DUAL_bs16 - loss__MAX","VOWELS_EMD_b0_DUAL_bs16 - loss","VOWELS_EMD_b0_DUAL_bs16 - loss__MIN","VOWELS_EMD_b0_DUAL_bs16 - loss__MAX","VOWELS_VMD_b0_DUAL_bs16 - loss","VOWELS_VMD_b0_DUAL_bs16 - loss__MIN","VOWELS_VMD_b0_DUAL_bs16 - loss__MAX","VOWELS_FILTER_b10_DUAL_bs16 - loss","VOWELS_FILTER_b10_DUAL_bs16 - loss__MIN","VOWELS_FILTER_b10_DUAL_bs16 - loss__MAX","VOWELS_EWT_b10_DUAL_bs16 - loss","VOWELS_EWT_b10_DUAL_bs16 - loss__MIN","VOWELS_EWT_b10_DUAL_bs16 - loss__MAX","VOWELS_EWT_b0_DUAL_bs16 - loss","VOWELS_EWT_b0_DUAL_bs16 - loss__MIN","VOWELS_EWT_b0_DUAL_bs16 - loss__MAX","VOWELS_FILTER_b0_DUAL_bs16 - loss","VOWELS_FILTER_b0_DUAL_bs16 - loss__MIN","VOWELS_FILTER_b0_DUAL_bs16 - loss__MAX","VOWELS_EWT_b1_DUAL_bs16 - loss","VOWELS_EWT_b1_DUAL_bs16 - loss__MIN","VOWELS_EWT_b1_DUAL_bs16 - loss__MAX","VOWELS_EMD_b1_DUAL_bs16 - loss","VOWELS_EMD_b1_DUAL_bs16 - loss__MIN","VOWELS_EMD_b1_DUAL_bs16 - loss__MAX","VOWELS_VMD_b1_DUAL_bs16 - loss","VOWELS_VMD_b1_DUAL_bs16 - loss__MIN","VOWELS_VMD_b1_DUAL_bs16 - loss__MAX","VOWELS_FILTER_b1_DUAL_bs16 - loss","VOWELS_FILTER_b1_DUAL_bs16 - loss__MIN","VOWELS_FILTER_b1_DUAL_bs16 - loss__MAX"
"78","7.830493927001953","7.830493927001953","7.830493927001953","3.3624460697174072","3.3624460697174072","3.3624460697174072","1.3406286239624023","1.3406286239624023","1.3406286239624023","1.3546268939971924","1.3546268939971924","1.3546268939971924","6.4614105224609375","6.4614105224609375","6.4614105224609375","17.595901489257812","17.595901489257812","17.595901489257812","1.2902953624725342","1.2902953624725342","1.2902953624725342","1.4087028503417969","1.4087028503417969","1.4087028503417969","2.474768877029419","2.474768877029419","2.474768877029419","2.637073040008545","2.637073040008545","2.637073040008545","3.1482994556427","3.1482994556427","3.1482994556427","2.9991297721862793","2.9991297721862793","2.9991297721862793"
"80","5.741984844207764","5.741984844207764","5.741984844207764","36.92573547363281","36.92573547363281","36.92573547363281","1.3540732860565186","1.3540732860565186","1.3540732860565186","1.3575668334960938","1.3575668334960938","1.3575668334960938","11.61609935760498","11.61609935760498","11.61609935760498","5.931490898132324","5.931490898132324","5.931490898132324","1.297339916229248","1.297339916229248","1.297339916229248","1.3640211820602417","1.3640211820602417","1.3640211820602417","2.638012409210205","2.638012409210205","2.638012409210205","4.469217777252197","4.469217777252197","4.469217777252197","2.421513557434082","2.421513557434082","2.421513557434082","3.9639601707458496","3.9639601707458496","3.9639601707458496"
"82","9.570106506347656","9.570106506347656","9.570106506347656","7.651941776275635","7.651941776275635","7.651941776275635","1.4597220420837402","1.4597220420837402","1.4597220420837402","1.4438222646713257","1.4438222646713257","1.4438222646713257","8.978933334350586","8.978933334350586","8.978933334350586","6.61686897277832","6.61686897277832","6.61686897277832","1.4468858242034912","1.4468858242034912","1.4468858242034912","1.469351053237915","1.469351053237915","1.469351053237915","2.97068452835083","2.97068452835083","2.97068452835083","2.7241175174713135","2.7241175174713135","2.7241175174713135","2.3413608074188232","2.3413608074188232","2.3413608074188232","2.531296968460083","2.531296968460083","2.531296968460083"
"84","8.043821334838867","8.043821334838867","8.043821334838867","3.224472999572754","3.224472999572754","3.224472999572754","1.3236870765686035","1.3236870765686035","1.3236870765686035","1.3535908460617065","1.3535908460617065","1.3535908460617065","13.93110466003418","13.93110466003418","13.93110466003418","9.671542167663574","9.671542167663574","9.671542167663574","1.2840806245803833","1.2840806245803833","1.2840806245803833","1.3689873218536377","1.3689873218536377","1.3689873218536377","2.350024700164795","2.350024700164795","2.350024700164795","2.378572463989258","2.378572463989258","2.378572463989258","2.9894707202911377","2.9894707202911377","2.9894707202911377","2.2420520782470703","2.2420520782470703","2.2420520782470703"
"86","8.574610710144043","8.574610710144043","8.574610710144043","5.981417655944824","5.981417655944824","5.981417655944824","1.3690617084503174","1.3690617084503174","1.3690617084503174","1.3671139478683472","1.3671139478683472","1.3671139478683472","10.305339813232422","10.305339813232422","10.305339813232422","9.540862083435059","9.540862083435059","9.540862083435059","1.3233534097671509","1.3233534097671509","1.3233534097671509","1.3393144607543945","1.3393144607543945","1.3393144607543945","2.5481696128845215","2.5481696128845215","2.5481696128845215","2.2624049186706543","2.2624049186706543","2.2624049186706543","2.0502243041992188","2.0502243041992188","2.0502243041992188","3.4074437618255615","3.4074437618255615","3.4074437618255615"
"88","8.845705032348633","8.845705032348633","8.845705032348633","6.618869781494141","6.618869781494141","6.618869781494141","1.365014910697937","1.365014910697937","1.365014910697937","1.3565001487731934","1.3565001487731934","1.3565001487731934","8.74306583404541","8.74306583404541","8.74306583404541","10.671725273132324","10.671725273132324","10.671725273132324","1.3080209493637085","1.3080209493637085","1.3080209493637085","1.4540343284606934","1.4540343284606934","1.4540343284606934","2.249314785003662","2.249314785003662","2.249314785003662","3.0343356132507324","3.0343356132507324","3.0343356132507324","2.42012882232666","2.42012882232666","2.42012882232666","4.144882678985596","4.144882678985596","4.144882678985596"
"90","8.554044723510742","8.554044723510742","8.554044723510742","18.657943725585938","18.657943725585938","18.657943725585938","1.3438339233398438","1.3438339233398438","1.3438339233398438","1.3899288177490234","1.3899288177490234","1.3899288177490234","7.34393310546875","7.34393310546875","7.34393310546875","11.0224609375","11.0224609375","11.0224609375","1.3043322563171387","1.3043322563171387","1.3043322563171387","1.3149017095565796","1.3149017095565796","1.3149017095565796","3.188044309616089","3.188044309616089","3.188044309616089","2.8798792362213135","2.8798792362213135","2.8798792362213135","2.2036147117614746","2.2036147117614746","2.2036147117614746","2.5806450843811035","2.5806450843811035","2.5806450843811035"
"92","8.819170951843262","8.819170951843262","8.819170951843262","2.9615445137023926","2.9615445137023926","2.9615445137023926","1.3456612825393677","1.3456612825393677","1.3456612825393677","1.3602186441421509","1.3602186441421509","1.3602186441421509","7.937929630279541","7.937929630279541","7.937929630279541","6.356959819793701","6.356959819793701","6.356959819793701","1.3197588920593262","1.3197588920593262","1.3197588920593262","1.366331934928894","1.366331934928894","1.366331934928894","2.23453950881958","2.23453950881958","2.23453950881958","2.2016522884368896","2.2016522884368896","2.2016522884368896","2.1234805583953857","2.1234805583953857","2.1234805583953857","3.010746479034424","3.010746479034424","3.010746479034424"
"94","5.6527299880981445","5.6527299880981445","5.6527299880981445","4.371640682220459","4.371640682220459","4.371640682220459","1.336952805519104","1.336952805519104","1.336952805519104","1.3331952095031738","1.3331952095031738","1.3331952095031738","7.711996078491211","7.711996078491211","7.711996078491211","9.165757179260254","9.165757179260254","9.165757179260254","1.2899956703186035","1.2899956703186035","1.2899956703186035","1.3069067001342773","1.3069067001342773","1.3069067001342773","2.468630313873291","2.468630313873291","2.468630313873291","2.2335433959960938","2.2335433959960938","2.2335433959960938","2.6042754650115967","2.6042754650115967","2.6042754650115967","2.6276051998138428","2.6276051998138428","2.6276051998138428"
"96","7.011075019836426","7.011075019836426","7.011075019836426","5.408634185791016","5.408634185791016","5.408634185791016","1.3598096370697021","1.3598096370697021","1.3598096370697021","1.3698375225067139","1.3698375225067139","1.3698375225067139","9.77265453338623","9.77265453338623","9.77265453338623","9.211261749267578","9.211261749267578","9.211261749267578","1.3346489667892456","1.3346489667892456","1.3346489667892456","1.3824403285980225","1.3824403285980225","1.3824403285980225","2.9534387588500977","2.9534387588500977","2.9534387588500977","2.3800554275512695","2.3800554275512695","2.3800554275512695","2.720106601715088","2.720106601715088","2.720106601715088","2.9015135765075684","2.9015135765075684","2.9015135765075684"
"98","4.340853691101074","4.340853691101074","4.340853691101074","30.376014709472656","30.376014709472656","30.376014709472656","1.3787373304367065","1.3787373304367065","1.3787373304367065","1.3567993640899658","1.3567993640899658","1.3567993640899658","6.460818290710449","6.460818290710449","6.460818290710449","6.871087074279785","6.871087074279785","6.871087074279785","1.3328516483306885","1.3328516483306885","1.3328516483306885","1.3656527996063232","1.3656527996063232","1.3656527996063232","2.4427061080932617","2.4427061080932617","2.4427061080932617","3.0007262229919434","3.0007262229919434","3.0007262229919434","2.391530990600586","2.391530990600586","2.391530990600586","2.6818771362304688","2.6818771362304688","2.6818771362304688"
"100","4.621445655822754","4.621445655822754","4.621445655822754","3.7556371688842773","3.7556371688842773","3.7556371688842773","1.3531581163406372","1.3531581163406372","1.3531581163406372","1.355290412902832","1.355290412902832","1.355290412902832","7.356988906860352","7.356988906860352","7.356988906860352","11.738661766052246","11.738661766052246","11.738661766052246","1.2761812210083008","1.2761812210083008","1.2761812210083008","1.340578556060791","1.340578556060791","1.340578556060791","2.489043951034546","2.489043951034546","2.489043951034546","2.024291515350342","2.024291515350342","2.024291515350342","1.9759447574615479","1.9759447574615479","1.9759447574615479","2.178689479827881","2.178689479827881","2.178689479827881"
"102","6.288876533508301","6.288876533508301","6.288876533508301","3.2463464736938477","3.2463464736938477","3.2463464736938477","1.3577804565429688","1.3577804565429688","1.3577804565429688","1.3408633470535278","1.3408633470535278","1.3408633470535278","5.711147785186768","5.711147785186768","5.711147785186768","8.876225471496582","8.876225471496582","8.876225471496582","1.3213558197021484","1.3213558197021484","1.3213558197021484","1.3518760204315186","1.3518760204315186","1.3518760204315186","2.4798834323883057","2.4798834323883057","2.4798834323883057","2.2534618377685547","2.2534618377685547","2.2534618377685547","1.9529385566711426","1.9529385566711426","1.9529385566711426","2.322786331176758","2.322786331176758","2.322786331176758"
"104","4.960892677307129","4.960892677307129","4.960892677307129","10.938798904418945","10.938798904418945","10.938798904418945","1.3410670757293701","1.3410670757293701","1.3410670757293701","1.333998680114746","1.333998680114746","1.333998680114746","11.100467681884766","11.100467681884766","11.100467681884766","8.595897674560547","8.595897674560547","8.595897674560547","1.281986951828003","1.281986951828003","1.281986951828003","1.3569806814193726","1.3569806814193726","1.3569806814193726","2.261275291442871","2.261275291442871","2.261275291442871","4.8282060623168945","4.8282060623168945","4.8282060623168945","2.14265513420105","2.14265513420105","2.14265513420105","2.0496912002563477","2.0496912002563477","2.0496912002563477"
"106","4.979583263397217","4.979583263397217","4.979583263397217","3.8269577026367188","3.8269577026367188","3.8269577026367188","1.3565361499786377","1.3565361499786377","1.3565361499786377","1.330406665802002","1.330406665802002","1.330406665802002","7.763730525970459","7.763730525970459","7.763730525970459","9.039424896240234","9.039424896240234","9.039424896240234","1.295762300491333","1.295762300491333","1.295762300491333","1.3143484592437744","1.3143484592437744","1.3143484592437744","2.0359044075012207","2.0359044075012207","2.0359044075012207","2.3500072956085205","2.3500072956085205","2.3500072956085205","1.897710919380188","1.897710919380188","1.897710919380188","2.232675552368164","2.232675552368164","2.232675552368164"
"108","6.89128303527832","6.89128303527832","6.89128303527832","7.966109275817871","7.966109275817871","7.966109275817871","1.3995375633239746","1.3995375633239746","1.3995375633239746","1.3682208061218262","1.3682208061218262","1.3682208061218262","11.698153495788574","11.698153495788574","11.698153495788574","7.030200958251953","7.030200958251953","7.030200958251953","1.3549892902374268","1.3549892902374268","1.3549892902374268","1.3634779453277588","1.3634779453277588","1.3634779453277588","2.283834934234619","2.283834934234619","2.283834934234619","5.171511650085449","5.171511650085449","5.171511650085449","1.9426707029342651","1.9426707029342651","1.9426707029342651","2.061321258544922","2.061321258544922","2.061321258544922"
"110","6.7749223709106445","6.7749223709106445","6.7749223709106445","4.412543296813965","4.412543296813965","4.412543296813965","1.3322086334228516","1.3322086334228516","1.3322086334228516","1.33127760887146","1.33127760887146","1.33127760887146","8.041744232177734","8.041744232177734","8.041744232177734","9.421709060668945","9.421709060668945","9.421709060668945","1.321142554283142","1.321142554283142","1.321142554283142","1.332539439201355","1.332539439201355","1.332539439201355","2.2655458450317383","2.2655458450317383","2.2655458450317383","1.8901567459106445","1.8901567459106445","1.8901567459106445","1.9104819297790527","1.9104819297790527","1.9104819297790527","2.216768264770508","2.216768264770508","2.216768264770508"
"112","8.564961433410645","8.564961433410645","8.564961433410645","4.426843643188477","4.426843643188477","4.426843643188477","1.3725659847259521","1.3725659847259521","1.3725659847259521","1.3564532995224","1.3564532995224","1.3564532995224","4.627738952636719","4.627738952636719","4.627738952636719","5.79123067855835","5.79123067855835","5.79123067855835","1.3130292892456055","1.3130292892456055","1.3130292892456055","1.3629980087280273","1.3629980087280273","1.3629980087280273","2.3248424530029297","2.3248424530029297","2.3248424530029297","1.9714164733886719","1.9714164733886719","1.9714164733886719","2.5751430988311768","2.5751430988311768","2.5751430988311768","1.9323605298995972","1.9323605298995972","1.9323605298995972"
"114","7.231419086456299","7.231419086456299","7.231419086456299","6.164867401123047","6.164867401123047","6.164867401123047","1.4072132110595703","1.4072132110595703","1.4072132110595703","1.3512401580810547","1.3512401580810547","1.3512401580810547","8.876266479492188","8.876266479492188","8.876266479492188","7.515187740325928","7.515187740325928","7.515187740325928","1.3267107009887695","1.3267107009887695","1.3267107009887695","1.3601669073104858","1.3601669073104858","1.3601669073104858","2.228757858276367","2.228757858276367","2.228757858276367","1.8759839534759521","1.8759839534759521","1.8759839534759521","2.146660804748535","2.146660804748535","2.146660804748535","2.924844264984131","2.924844264984131","2.924844264984131"
"116","5.074404716491699","5.074404716491699","5.074404716491699","3.2757105827331543","3.2757105827331543","3.2757105827331543","1.3739527463912964","1.3739527463912964","1.3739527463912964","1.3428189754486084","1.3428189754486084","1.3428189754486084","8.173503875732422","8.173503875732422","8.173503875732422","5.039393901824951","5.039393901824951","5.039393901824951","1.28019380569458","1.28019380569458","1.28019380569458","1.3340024948120117","1.3340024948120117","1.3340024948120117","1.8166683912277222","1.8166683912277222","1.8166683912277222","1.830284595489502","1.830284595489502","1.830284595489502","2.166747570037842","2.166747570037842","2.166747570037842","2.4856998920440674","2.4856998920440674","2.4856998920440674"
"118","3.674689531326294","3.674689531326294","3.674689531326294","8.039117813110352","8.039117813110352","8.039117813110352","1.4011614322662354","1.4011614322662354","1.4011614322662354","1.294999599456787","1.294999599456787","1.294999599456787","5.586153030395508","5.586153030395508","5.586153030395508","8.493856430053711","8.493856430053711","8.493856430053711","1.2800078392028809","1.2800078392028809","1.2800078392028809","1.3466590642929077","1.3466590642929077","1.3466590642929077","2.579113245010376","2.579113245010376","2.579113245010376","2.180248737335205","2.180248737335205","2.180248737335205","1.8380944728851318","1.8380944728851318","1.8380944728851318","2.6034884452819824","2.6034884452819824","2.6034884452819824"
"120","5.453649520874023","5.453649520874023","5.453649520874023","8.25686264038086","8.25686264038086","8.25686264038086","1.3841679096221924","1.3841679096221924","1.3841679096221924","1.3282923698425293","1.3282923698425293","1.3282923698425293","5.189023017883301","5.189023017883301","5.189023017883301","5.031007766723633","5.031007766723633","5.031007766723633","1.3008317947387695","1.3008317947387695","1.3008317947387695","1.3024697303771973","1.3024697303771973","1.3024697303771973","1.958166241645813","1.958166241645813","1.958166241645813","3.8775877952575684","3.8775877952575684","3.8775877952575684","1.822470784187317","1.822470784187317","1.822470784187317","2.2773356437683105","2.2773356437683105","2.2773356437683105"
"122","9.605212211608887","9.605212211608887","9.605212211608887","19.10171127319336","19.10171127319336","19.10171127319336","1.4264647960662842","1.4264647960662842","1.4264647960662842","1.3571979999542236","1.3571979999542236","1.3571979999542236","6.759307861328125","6.759307861328125","6.759307861328125","6.305844783782959","6.305844783782959","6.305844783782959","1.3675817251205444","1.3675817251205444","1.3675817251205444","1.3993479013442993","1.3993479013442993","1.3993479013442993","2.221294403076172","2.221294403076172","2.221294403076172","2.730609893798828","2.730609893798828","2.730609893798828","2.2512335777282715","2.2512335777282715","2.2512335777282715","1.9301929473876953","1.9301929473876953","1.9301929473876953"
"124","6.312155246734619","6.312155246734619","6.312155246734619","3.0990421772003174","3.0990421772003174","3.0990421772003174","1.3755757808685303","1.3755757808685303","1.3755757808685303","1.308813452720642","1.308813452720642","1.308813452720642","5.602486610412598","5.602486610412598","5.602486610412598","5.094985485076904","5.094985485076904","5.094985485076904","1.265765905380249","1.265765905380249","1.265765905380249","1.3033413887023926","1.3033413887023926","1.3033413887023926","2.075847864151001","2.075847864151001","2.075847864151001","1.9299800395965576","1.9299800395965576","1.9299800395965576","2.1688590049743652","2.1688590049743652","2.1688590049743652","2.279677629470825","2.279677629470825","2.279677629470825"
"126","5.708030700683594","5.708030700683594","5.708030700683594","3.699981451034546","3.699981451034546","3.699981451034546","1.3593382835388184","1.3593382835388184","1.3593382835388184","1.2987815141677856","1.2987815141677856","1.2987815141677856","6.233687400817871","6.233687400817871","6.233687400817871","6.771703720092773","6.771703720092773","6.771703720092773","1.285003900527954","1.285003900527954","1.285003900527954","1.3091042041778564","1.3091042041778564","1.3091042041778564","1.932328224182129","1.932328224182129","1.932328224182129","1.8489203453063965","1.8489203453063965","1.8489203453063965","2.2322096824645996","2.2322096824645996","2.2322096824645996","2.3321118354797363","2.3321118354797363","2.3321118354797363"
"128","3.669588565826416","3.669588565826416","3.669588565826416","6.590605735778809","6.590605735778809","6.590605735778809","1.357189655303955","1.357189655303955","1.357189655303955","1.3050503730773926","1.3050503730773926","1.3050503730773926","3.889211893081665","3.889211893081665","3.889211893081665","7.558497428894043","7.558497428894043","7.558497428894043","1.2705118656158447","1.2705118656158447","1.2705118656158447","1.3120546340942383","1.3120546340942383","1.3120546340942383","1.811549425125122","1.811549425125122","1.811549425125122","2.0148539543151855","2.0148539543151855","2.0148539543151855","2.1498639583587646","2.1498639583587646","2.1498639583587646","1.7795095443725586","1.7795095443725586","1.7795095443725586"
"130","5.312554359436035","5.312554359436035","5.312554359436035","4.828554153442383","4.828554153442383","4.828554153442383","1.355532169342041","1.355532169342041","1.355532169342041","1.28398597240448","1.28398597240448","1.28398597240448","6.25508975982666","6.25508975982666","6.25508975982666","6.42570686340332","6.42570686340332","6.42570686340332","1.2737869024276733","1.2737869024276733","1.2737869024276733","1.2914594411849976","1.2914594411849976","1.2914594411849976","1.9685603380203247","1.9685603380203247","1.9685603380203247","1.7369368076324463","1.7369368076324463","1.7369368076324463","2.318631649017334","2.318631649017334","2.318631649017334","1.8483165502548218","1.8483165502548218","1.8483165502548218"
"132","3.8718669414520264","3.8718669414520264","3.8718669414520264","4.3141350746154785","4.3141350746154785","4.3141350746154785","1.3505948781967163","1.3505948781967163","1.3505948781967163","1.277614712715149","1.277614712715149","1.277614712715149","6.490048408508301","6.490048408508301","6.490048408508301","5.222911834716797","5.222911834716797","5.222911834716797","1.2780184745788574","1.2780184745788574","1.2780184745788574","1.3422672748565674","1.3422672748565674","1.3422672748565674","1.9269309043884277","1.9269309043884277","1.9269309043884277","2.1043500900268555","2.1043500900268555","2.1043500900268555","1.7966595888137817","1.7966595888137817","1.7966595888137817","2.2073607444763184","2.2073607444763184","2.2073607444763184"
"134","4.88496208190918","4.88496208190918","4.88496208190918","2.871915578842163","2.871915578842163","2.871915578842163","1.3606504201889038","1.3606504201889038","1.3606504201889038","1.2975797653198242","1.2975797653198242","1.2975797653198242","8.879419326782227","8.879419326782227","8.879419326782227","4.372040271759033","4.372040271759033","4.372040271759033","1.2538797855377197","1.2538797855377197","1.2538797855377197","1.286266565322876","1.286266565322876","1.286266565322876","1.7654266357421875","1.7654266357421875","1.7654266357421875","1.8811681270599365","1.8811681270599365","1.8811681270599365","1.792672038078308","1.792672038078308","1.792672038078308","2.2293941974639893","2.2293941974639893","2.2293941974639893"
"136","4.173189640045166","4.173189640045166","4.173189640045166","3.990603446960449","3.990603446960449","3.990603446960449","1.3877227306365967","1.3877227306365967","1.3877227306365967","1.3206974267959595","1.3206974267959595","1.3206974267959595","4.29929256439209","4.29929256439209","4.29929256439209","6.761235237121582","6.761235237121582","6.761235237121582","1.321936845779419","1.321936845779419","1.321936845779419","1.298287034034729","1.298287034034729","1.298287034034729","1.9794180393218994","1.9794180393218994","1.9794180393218994","1.7491689920425415","1.7491689920425415","1.7491689920425415","1.652339220046997","1.652339220046997","1.652339220046997","1.7896926403045654","1.7896926403045654","1.7896926403045654"
"138","4.350587844848633","4.350587844848633","4.350587844848633","5.2442402839660645","5.2442402839660645","5.2442402839660645","1.3637102842330933","1.3637102842330933","1.3637102842330933","1.288550853729248","1.288550853729248","1.288550853729248","5.759281158447266","5.759281158447266","5.759281158447266","3.685037136077881","3.685037136077881","3.685037136077881","1.257439136505127","1.257439136505127","1.257439136505127","1.288295030593872","1.288295030593872","1.288295030593872","1.6461422443389893","1.6461422443389893","1.6461422443389893","1.9323230981826782","1.9323230981826782","1.9323230981826782","1.7779570817947388","1.7779570817947388","1.7779570817947388","1.6787199974060059","1.6787199974060059","1.6787199974060059"
"140","4.002926349639893","4.002926349639893","4.002926349639893","3.3891940116882324","3.3891940116882324","3.3891940116882324","1.3464734554290771","1.3464734554290771","1.3464734554290771","1.2982780933380127","1.2982780933380127","1.2982780933380127","3.888092041015625","3.888092041015625","3.888092041015625","5.615673065185547","5.615673065185547","5.615673065185547","1.2827332019805908","1.2827332019805908","1.2827332019805908","1.3299332857131958","1.3299332857131958","1.3299332857131958","1.7256985902786255","1.7256985902786255","1.7256985902786255","1.8221200704574585","1.8221200704574585","1.8221200704574585","1.676605224609375","1.676605224609375","1.676605224609375","1.7726795673370361","1.7726795673370361","1.7726795673370361"
"142","4.153159141540527","4.153159141540527","4.153159141540527","3.4677276611328125","3.4677276611328125","3.4677276611328125","1.3233506679534912","1.3233506679534912","1.3233506679534912","1.2969168424606323","1.2969168424606323","1.2969168424606323","5.454251766204834","5.454251766204834","5.454251766204834","4.808954238891602","4.808954238891602","4.808954238891602","1.2745518684387207","1.2745518684387207","1.2745518684387207","1.3064448833465576","1.3064448833465576","1.3064448833465576","1.8047239780426025","1.8047239780426025","1.8047239780426025","2.061037540435791","2.061037540435791","2.061037540435791","1.7592097520828247","1.7592097520828247","1.7592097520828247","1.7159156799316406","1.7159156799316406","1.7159156799316406"
"144","5.534922122955322","5.534922122955322","5.534922122955322","4.030714511871338","4.030714511871338","4.030714511871338","1.3523039817810059","1.3523039817810059","1.3523039817810059","1.2726719379425049","1.2726719379425049","1.2726719379425049","4.201048851013184","4.201048851013184","4.201048851013184","4.191500663757324","4.191500663757324","4.191500663757324","1.252781867980957","1.252781867980957","1.252781867980957","1.2724192142486572","1.2724192142486572","1.2724192142486572","1.8040800094604492","1.8040800094604492","1.8040800094604492","2.173271656036377","2.173271656036377","2.173271656036377","1.8549301624298096","1.8549301624298096","1.8549301624298096","1.831954002380371","1.831954002380371","1.831954002380371"
"146","5.453266620635986","5.453266620635986","5.453266620635986","2.6766371726989746","2.6766371726989746","2.6766371726989746","1.3316997289657593","1.3316997289657593","1.3316997289657593","1.2773230075836182","1.2773230075836182","1.2773230075836182","5.375864028930664","5.375864028930664","5.375864028930664","4.147943019866943","4.147943019866943","4.147943019866943","1.2739627361297607","1.2739627361297607","1.2739627361297607","1.3000328540802002","1.3000328540802002","1.3000328540802002","1.905836582183838","1.905836582183838","1.905836582183838","1.6932318210601807","1.6932318210601807","1.6932318210601807","1.8136425018310547","1.8136425018310547","1.8136425018310547","1.797454595565796","1.797454595565796","1.797454595565796"
"148","4.906124114990234","4.906124114990234","4.906124114990234","3.9276180267333984","3.9276180267333984","3.9276180267333984","1.3340026140213013","1.3340026140213013","1.3340026140213013","1.2836263179779053","1.2836263179779053","1.2836263179779053","3.955770969390869","3.955770969390869","3.955770969390869","6.141392707824707","6.141392707824707","6.141392707824707","1.2658464908599854","1.2658464908599854","1.2658464908599854","1.3303990364074707","1.3303990364074707","1.3303990364074707","1.9046889543533325","1.9046889543533325","1.9046889543533325","1.741532325744629","1.741532325744629","1.741532325744629","2.0380330085754395","2.0380330085754395","2.0380330085754395","1.719290018081665","1.719290018081665","1.719290018081665"
"150","3.5311248302459717","3.5311248302459717","3.5311248302459717","10.338692665100098","10.338692665100098","10.338692665100098","1.3384077548980713","1.3384077548980713","1.3384077548980713","1.2670620679855347","1.2670620679855347","1.2670620679855347","3.7760086059570312","3.7760086059570312","3.7760086059570312","5.497903823852539","5.497903823852539","5.497903823852539","1.2620021104812622","1.2620021104812622","1.2620021104812622","1.2876925468444824","1.2876925468444824","1.2876925468444824","1.851797342300415","1.851797342300415","1.851797342300415","2.719778060913086","2.719778060913086","2.719778060913086","1.7369863986968994","1.7369863986968994","1.7369863986968994","1.6584515571594238","1.6584515571594238","1.6584515571594238"
"152","3.44160795211792","3.44160795211792","3.44160795211792","2.4794602394104004","2.4794602394104004","2.4794602394104004","1.3385248184204102","1.3385248184204102","1.3385248184204102","1.2758359909057617","1.2758359909057617","1.2758359909057617","4.4804463386535645","4.4804463386535645","4.4804463386535645","3.778486967086792","3.778486967086792","3.778486967086792","1.2930901050567627","1.2930901050567627","1.2930901050567627","1.3431594371795654","1.3431594371795654","1.3431594371795654","1.7525790929794312","1.7525790929794312","1.7525790929794312","1.6878504753112793","1.6878504753112793","1.6878504753112793","1.655674695968628","1.655674695968628","1.655674695968628","1.8744781017303467","1.8744781017303467","1.8744781017303467"
"154","4.973938941955566","4.973938941955566","4.973938941955566","2.327378273010254","2.327378273010254","2.327378273010254","1.3275022506713867","1.3275022506713867","1.3275022506713867","1.2741851806640625","1.2741851806640625","1.2741851806640625","2.981788396835327","2.981788396835327","2.981788396835327","5.158308982849121","5.158308982849121","5.158308982849121","1.2792370319366455","1.2792370319366455","1.2792370319366455","1.3254575729370117","1.3254575729370117","1.3254575729370117","1.6913400888442993","1.6913400888442993","1.6913400888442993","1.648453950881958","1.648453950881958","1.648453950881958","2.0705666542053223","2.0705666542053223","2.0705666542053223","1.7744505405426025","1.7744505405426025","1.7744505405426025"
"156","4.20298957824707","4.20298957824707","4.20298957824707","2.7345337867736816","2.7345337867736816","2.7345337867736816","1.334876537322998","1.334876537322998","1.334876537322998","1.2481675148010254","1.2481675148010254","1.2481675148010254","3.450526475906372","3.450526475906372","3.450526475906372","4.135373115539551","4.135373115539551","4.135373115539551","1.2860422134399414","1.2860422134399414","1.2860422134399414","1.3436310291290283","1.3436310291290283","1.3436310291290283","1.7112524509429932","1.7112524509429932","1.7112524509429932","1.7165887355804443","1.7165887355804443","1.7165887355804443","1.7583038806915283","1.7583038806915283","1.7583038806915283","1.7571368217468262","1.7571368217468262","1.7571368217468262"
"158","4.54184627532959","4.54184627532959","4.54184627532959","11.268997192382812","11.268997192382812","11.268997192382812","1.3570833206176758","1.3570833206176758","1.3570833206176758","1.284959316253662","1.284959316253662","1.284959316253662","3.755758047103882","3.755758047103882","3.755758047103882","4.356426239013672","4.356426239013672","4.356426239013672","1.3256340026855469","1.3256340026855469","1.3256340026855469","1.3411469459533691","1.3411469459533691","1.3411469459533691","1.734779953956604","1.734779953956604","1.734779953956604","1.905454397201538","1.905454397201538","1.905454397201538","1.9116780757904053","1.9116780757904053","1.9116780757904053","1.9103541374206543","1.9103541374206543","1.9103541374206543"
