"Step","VOWELS_VMD_b10_DUAL_bs16 - divergence_negative_s","VOWELS_VMD_b10_DUAL_bs16 - divergence_negative_s__MIN","VOWELS_VMD_b10_DUAL_bs16 - divergence_negative_s__MAX","VOWELS_EMD_b10_DUAL_bs16 - divergence_negative_s","VOWELS_EMD_b10_DUAL_bs16 - divergence_negative_s__MIN","VOWELS_EMD_b10_DUAL_bs16 - divergence_negative_s__MAX","VOWELS_EMD_b0_DUAL_bs16 - divergence_negative_s","VOWELS_EMD_b0_DUAL_bs16 - divergence_negative_s__MIN","VOWELS_EMD_b0_DUAL_bs16 - divergence_negative_s__MAX","VOWELS_VMD_b0_DUAL_bs16 - divergence_negative_s","VOWELS_VMD_b0_DUAL_bs16 - divergence_negative_s__MIN","VOWELS_VMD_b0_DUAL_bs16 - divergence_negative_s__MAX","VOWELS_FILTER_b10_DUAL_bs16 - divergence_negative_s","VOWELS_FILTER_b10_DUAL_bs16 - divergence_negative_s__MIN","VOWELS_FILTER_b10_DUAL_bs16 - divergence_negative_s__MAX","VOWELS_EWT_b10_DUAL_bs16 - divergence_negative_s","VOWELS_EWT_b10_DUAL_bs16 - divergence_negative_s__MIN","VOWELS_EWT_b10_DUAL_bs16 - divergence_negative_s__MAX","VOWELS_EWT_b0_DUAL_bs16 - divergence_negative_s","VOWELS_EWT_b0_DUAL_bs16 - divergence_negative_s__MIN","VOWELS_EWT_b0_DUAL_bs16 - divergence_negative_s__MAX","VOWELS_FILTER_b0_DUAL_bs16 - divergence_negative_s","VOWELS_FILTER_b0_DUAL_bs16 - divergence_negative_s__MIN","VOWELS_FILTER_b0_DUAL_bs16 - divergence_negative_s__MAX","VOWELS_EWT_b1_DUAL_bs16 - divergence_negative_s","VOWELS_EWT_b1_DUAL_bs16 - divergence_negative_s__MIN","VOWELS_EWT_b1_DUAL_bs16 - divergence_negative_s__MAX","VOWELS_EMD_b1_DUAL_bs16 - divergence_negative_s","VOWELS_EMD_b1_DUAL_bs16 - divergence_negative_s__MIN","VOWELS_EMD_b1_DUAL_bs16 - divergence_negative_s__MAX","VOWELS_VMD_b1_DUAL_bs16 - divergence_negative_s","VOWELS_VMD_b1_DUAL_bs16 - divergence_negative_s__MIN","VOWELS_VMD_b1_DUAL_bs16 - divergence_negative_s__MAX","VOWELS_FILTER_b1_DUAL_bs16 - divergence_negative_s","VOWELS_FILTER_b1_DUAL_bs16 - divergence_negative_s__MIN","VOWELS_FILTER_b1_DUAL_bs16 - divergence_negative_s__MAX"
"68","0.19244208931922913","0.19244208931922913","0.19244208931922913","0.24608640372753143","0.24608640372753143","0.24608640372753143","0.6918244361877441","0.6918244361877441","0.6918244361877441","0.6916801929473877","0.6916801929473877","0.6916801929473877","0.17395107448101044","0.17395107448101044","0.17395107448101044","0.1570005714893341","0.1570005714893341","0.1570005714893341","0.6832403540611267","0.6832403540611267","0.6832403540611267","0.6809496283531189","0.6809496283531189","0.6809496283531189","0.4222419261932373","0.4222419261932373","0.4222419261932373","0.35938820242881775","0.35938820242881775","0.35938820242881775","0.4525415897369385","0.4525415897369385","0.4525415897369385","0.3623603582382202","0.3623603582382202","0.3623603582382202"
"70","0.19867198169231415","0.19867198169231415","0.19867198169231415","0.2519853711128235","0.2519853711128235","0.2519853711128235","0.6917227506637573","0.6917227506637573","0.6917227506637573","0.674435019493103","0.674435019493103","0.674435019493103","0.1893971860408783","0.1893971860408783","0.1893971860408783","0.157950758934021","0.157950758934021","0.157950758934021","0.6617392897605896","0.6617392897605896","0.6617392897605896","0.6829611659049988","0.6829611659049988","0.6829611659049988","0.4273781180381775","0.4273781180381775","0.4273781180381775","0.36407560110092163","0.36407560110092163","0.36407560110092163","0.4347766637802124","0.4347766637802124","0.4347766637802124","0.3784725069999695","0.3784725069999695","0.3784725069999695"
"72","0.19615525007247925","0.19615525007247925","0.19615525007247925","0.26602962613105774","0.26602962613105774","0.26602962613105774","0.6918961405754089","0.6918961405754089","0.6918961405754089","0.6901530623435974","0.6901530623435974","0.6901530623435974","0.19151870906352997","0.19151870906352997","0.19151870906352997","0.14183726906776428","0.14183726906776428","0.14183726906776428","0.6868826746940613","0.6868826746940613","0.6868826746940613","0.6762906908988953","0.6762906908988953","0.6762906908988953","0.4361283779144287","0.4361283779144287","0.4361283779144287","0.36378908157348633","0.36378908157348633","0.36378908157348633","0.4473704695701599","0.4473704695701599","0.4473704695701599","0.39444106817245483","0.39444106817245483","0.39444106817245483"
"74","0.20235610008239746","0.20235610008239746","0.20235610008239746","0.27435609698295593","0.27435609698295593","0.27435609698295593","0.6919095516204834","0.6919095516204834","0.6919095516204834","0.6914618015289307","0.6914618015289307","0.6914618015289307","0.19503095746040344","0.19503095746040344","0.19503095746040344","0.17895708978176117","0.17895708978176117","0.17895708978176117","0.6883620619773865","0.6883620619773865","0.6883620619773865","0.6800767779350281","0.6800767779350281","0.6800767779350281","0.4447426199913025","0.4447426199913025","0.4447426199913025","0.3780815601348877","0.3780815601348877","0.3780815601348877","0.45659440755844116","0.45659440755844116","0.45659440755844116","0.388244092464447","0.388244092464447","0.388244092464447"
"76","0.21507981419563293","0.21507981419563293","0.21507981419563293","0.2913667857646942","0.2913667857646942","0.2913667857646942","0.6918882131576538","0.6918882131576538","0.6918882131576538","0.691258430480957","0.691258430480957","0.691258430480957","0.2163950651884079","0.2163950651884079","0.2163950651884079","0.19364607334136963","0.19364607334136963","0.19364607334136963","0.6882566213607788","0.6882566213607788","0.6882566213607788","0.6894850730895996","0.6894850730895996","0.6894850730895996","0.4593437910079956","0.4593437910079956","0.4593437910079956","0.3639828860759735","0.3639828860759735","0.3639828860759735","0.4612863063812256","0.4612863063812256","0.4612863063812256","0.4082593321800232","0.4082593321800232","0.4082593321800232"
"78","0.23295524716377258","0.23295524716377258","0.23295524716377258","0.2788223326206207","0.2788223326206207","0.2788223326206207","0.6920485496520996","0.6920485496520996","0.6920485496520996","0.690536379814148","0.690536379814148","0.690536379814148","0.22458867728710175","0.22458867728710175","0.22458867728710175","0.17761239409446716","0.17761239409446716","0.17761239409446716","0.6885765790939331","0.6885765790939331","0.6885765790939331","0.6840134859085083","0.6840134859085083","0.6840134859085083","0.4616428315639496","0.4616428315639496","0.4616428315639496","0.3632192611694336","0.3632192611694336","0.3632192611694336","0.47108644247055054","0.47108644247055054","0.47108644247055054","0.42796754837036133","0.42796754837036133","0.42796754837036133"
"80","0.22525326907634735","0.22525326907634735","0.22525326907634735","0.2613365352153778","0.2613365352153778","0.2613365352153778","0.6920655965805054","0.6920655965805054","0.6920655965805054","0.6909593939781189","0.6909593939781189","0.6909593939781189","0.21648156642913818","0.21648156642913818","0.21648156642913818","0.20300790667533875","0.20300790667533875","0.20300790667533875","0.688224196434021","0.688224196434021","0.688224196434021","0.6714920401573181","0.6714920401573181","0.6714920401573181","0.47167056798934937","0.47167056798934937","0.47167056798934937","0.36456331610679626","0.36456331610679626","0.36456331610679626","0.467200368642807","0.467200368642807","0.467200368642807","0.42304033041000366","0.42304033041000366","0.42304033041000366"
"82","0.2449990212917328","0.2449990212917328","0.2449990212917328","0.3026249408721924","0.3026249408721924","0.3026249408721924","0.6917487978935242","0.6917487978935242","0.6917487978935242","0.691426157951355","0.691426157951355","0.691426157951355","0.20938920974731445","0.20938920974731445","0.20938920974731445","0.20813851058483124","0.20813851058483124","0.20813851058483124","0.6862720251083374","0.6862720251083374","0.6862720251083374","0.6879662275314331","0.6879662275314331","0.6879662275314331","0.4868868291378021","0.4868868291378021","0.4868868291378021","0.3423689007759094","0.3423689007759094","0.3423689007759094","0.4737894535064697","0.4737894535064697","0.4737894535064697","0.43323612213134766","0.43323612213134766","0.43323612213134766"
"84","0.2414710521697998","0.2414710521697998","0.2414710521697998","0.3054773211479187","0.3054773211479187","0.3054773211479187","0.6920091509819031","0.6920091509819031","0.6920091509819031","0.6861139535903931","0.6861139535903931","0.6861139535903931","0.22032561898231506","0.22032561898231506","0.22032561898231506","0.2287595272064209","0.2287595272064209","0.2287595272064209","0.6912345886230469","0.6912345886230469","0.6912345886230469","0.6881000399589539","0.6881000399589539","0.6881000399589539","0.5064650774002075","0.5064650774002075","0.5064650774002075","0.35530468821525574","0.35530468821525574","0.35530468821525574","0.46742528676986694","0.46742528676986694","0.46742528676986694","0.44042444229125977","0.44042444229125977","0.44042444229125977"
"86","0.23613736033439636","0.23613736033439636","0.23613736033439636","0.2896938920021057","0.2896938920021057","0.2896938920021057","0.6920374631881714","0.6920374631881714","0.6920374631881714","0.6901006698608398","0.6901006698608398","0.6901006698608398","0.2408125102519989","0.2408125102519989","0.2408125102519989","0.22214727103710175","0.22214727103710175","0.22214727103710175","0.6746561527252197","0.6746561527252197","0.6746561527252197","0.6858394145965576","0.6858394145965576","0.6858394145965576","0.501450777053833","0.501450777053833","0.501450777053833","0.39560776948928833","0.39560776948928833","0.39560776948928833","0.467768132686615","0.467768132686615","0.467768132686615","0.4377043843269348","0.4377043843269348","0.4377043843269348"
"88","0.2740357220172882","0.2740357220172882","0.2740357220172882","0.2913282811641693","0.2913282811641693","0.2913282811641693","0.691877007484436","0.691877007484436","0.691877007484436","0.6916664838790894","0.6916664838790894","0.6916664838790894","0.19822946190834045","0.19822946190834045","0.19822946190834045","0.21218697726726532","0.21218697726726532","0.21218697726726532","0.6906618475914001","0.6906618475914001","0.6906618475914001","0.6805012226104736","0.6805012226104736","0.6805012226104736","0.5174118280410767","0.5174118280410767","0.5174118280410767","0.3695231080055237","0.3695231080055237","0.3695231080055237","0.5015991926193237","0.5015991926193237","0.5015991926193237","0.3958364725112915","0.3958364725112915","0.3958364725112915"
"90","0.27119261026382446","0.27119261026382446","0.27119261026382446","0.30094775557518005","0.30094775557518005","0.30094775557518005","0.6919434070587158","0.6919434070587158","0.6919434070587158","0.6817461848258972","0.6817461848258972","0.6817461848258972","0.25191131234169006","0.25191131234169006","0.25191131234169006","0.22878806293010712","0.22878806293010712","0.22878806293010712","0.6890098452568054","0.6890098452568054","0.6890098452568054","0.6916466951370239","0.6916466951370239","0.6916466951370239","0.5193967819213867","0.5193967819213867","0.5193967819213867","0.414559006690979","0.414559006690979","0.414559006690979","0.5008307099342346","0.5008307099342346","0.5008307099342346","0.46735167503356934","0.46735167503356934","0.46735167503356934"
"92","0.2685316205024719","0.2685316205024719","0.2685316205024719","0.31560444831848145","0.31560444831848145","0.31560444831848145","0.6921494007110596","0.6921494007110596","0.6921494007110596","0.6904648542404175","0.6904648542404175","0.6904648542404175","0.24556967616081238","0.24556967616081238","0.24556967616081238","0.24531343579292297","0.24531343579292297","0.24531343579292297","0.6859407424926758","0.6859407424926758","0.6859407424926758","0.6813651323318481","0.6813651323318481","0.6813651323318481","0.5359532237052917","0.5359532237052917","0.5359532237052917","0.4326729476451874","0.4326729476451874","0.4326729476451874","0.5014376640319824","0.5014376640319824","0.5014376640319824","0.4598270058631897","0.4598270058631897","0.4598270058631897"
"94","0.256580114364624","0.256580114364624","0.256580114364624","0.30791181325912476","0.30791181325912476","0.30791181325912476","0.6917942762374878","0.6917942762374878","0.6917942762374878","0.6917795538902283","0.6917795538902283","0.6917795538902283","0.23711517453193665","0.23711517453193665","0.23711517453193665","0.23252242803573608","0.23252242803573608","0.23252242803573608","0.6845065951347351","0.6845065951347351","0.6845065951347351","0.689998984336853","0.689998984336853","0.689998984336853","0.5416080951690674","0.5416080951690674","0.5416080951690674","0.43872737884521484","0.43872737884521484","0.43872737884521484","0.48976242542266846","0.48976242542266846","0.48976242542266846","0.47606992721557617","0.47606992721557617","0.47606992721557617"
"96","0.28951001167297363","0.28951001167297363","0.28951001167297363","0.314055860042572","0.314055860042572","0.314055860042572","0.6922645568847656","0.6922645568847656","0.6922645568847656","0.6918017268180847","0.6918017268180847","0.6918017268180847","0.2582872807979584","0.2582872807979584","0.2582872807979584","0.24696943163871765","0.24696943163871765","0.24696943163871765","0.679021954536438","0.679021954536438","0.679021954536438","0.6866061687469482","0.6866061687469482","0.6866061687469482","0.5496054887771606","0.5496054887771606","0.5496054887771606","0.4674283266067505","0.4674283266067505","0.4674283266067505","0.5149260759353638","0.5149260759353638","0.5149260759353638","0.4775717854499817","0.4775717854499817","0.4775717854499817"
"98","0.2902944087982178","0.2902944087982178","0.2902944087982178","0.28388717770576477","0.28388717770576477","0.28388717770576477","0.6922768354415894","0.6922768354415894","0.6922768354415894","0.6913625597953796","0.6913625597953796","0.6913625597953796","0.2885594964027405","0.2885594964027405","0.2885594964027405","0.25609472393989563","0.25609472393989563","0.25609472393989563","0.6887284517288208","0.6887284517288208","0.6887284517288208","0.6807443499565125","0.6807443499565125","0.6807443499565125","0.5563597083091736","0.5563597083091736","0.5563597083091736","0.4934149980545044","0.4934149980545044","0.4934149980545044","0.5234266519546509","0.5234266519546509","0.5234266519546509","0.5037007331848145","0.5037007331848145","0.5037007331848145"
"100","0.29533955454826355","0.29533955454826355","0.29533955454826355","0.3262261748313904","0.3262261748313904","0.3262261748313904","0.692320704460144","0.692320704460144","0.692320704460144","0.6921820044517517","0.6921820044517517","0.6921820044517517","0.26730021834373474","0.26730021834373474","0.26730021834373474","0.2566494941711426","0.2566494941711426","0.2566494941711426","0.6906276941299438","0.6906276941299438","0.6906276941299438","0.6854982376098633","0.6854982376098633","0.6854982376098633","0.574833333492279","0.574833333492279","0.574833333492279","0.4865495562553406","0.4865495562553406","0.4865495562553406","0.5236320495605469","0.5236320495605469","0.5236320495605469","0.4908944070339203","0.4908944070339203","0.4908944070339203"
"102","0.29441434144973755","0.29441434144973755","0.29441434144973755","0.3183439373970032","0.3183439373970032","0.3183439373970032","0.6923316717147827","0.6923316717147827","0.6923316717147827","0.6915521025657654","0.6915521025657654","0.6915521025657654","0.27159184217453003","0.27159184217453003","0.27159184217453003","0.2775484323501587","0.2775484323501587","0.2775484323501587","0.6910276412963867","0.6910276412963867","0.6910276412963867","0.6866453886032104","0.6866453886032104","0.6866453886032104","0.5840686559677124","0.5840686559677124","0.5840686559677124","0.49204450845718384","0.49204450845718384","0.49204450845718384","0.534521222114563","0.534521222114563","0.534521222114563","0.5091094374656677","0.5091094374656677","0.5091094374656677"
"104","0.2868758738040924","0.2868758738040924","0.2868758738040924","0.325218141078949","0.325218141078949","0.325218141078949","0.6923009753227234","0.6923009753227234","0.6923009753227234","0.6871505975723267","0.6871505975723267","0.6871505975723267","0.25595158338546753","0.25595158338546753","0.25595158338546753","0.27135881781578064","0.27135881781578064","0.27135881781578064","0.6844629049301147","0.6844629049301147","0.6844629049301147","0.6861476302146912","0.6861476302146912","0.6861476302146912","0.58421391248703","0.58421391248703","0.58421391248703","0.48601430654525757","0.48601430654525757","0.48601430654525757","0.5181275010108948","0.5181275010108948","0.5181275010108948","0.5123350620269775","0.5123350620269775","0.5123350620269775"
"106","0.31353577971458435","0.31353577971458435","0.31353577971458435","0.3258890211582184","0.3258890211582184","0.3258890211582184","0.6923248767852783","0.6923248767852783","0.6923248767852783","0.6921798586845398","0.6921798586845398","0.6921798586845398","0.284285306930542","0.284285306930542","0.284285306930542","0.28047704696655273","0.28047704696655273","0.28047704696655273","0.6817170977592468","0.6817170977592468","0.6817170977592468","0.685966968536377","0.685966968536377","0.685966968536377","0.5904064178466797","0.5904064178466797","0.5904064178466797","0.5355485677719116","0.5355485677719116","0.5355485677719116","0.5093599557876587","0.5093599557876587","0.5093599557876587","0.5154832005500793","0.5154832005500793","0.5154832005500793"
"108","0.2722873091697693","0.2722873091697693","0.2722873091697693","0.33280545473098755","0.33280545473098755","0.33280545473098755","0.6923013925552368","0.6923013925552368","0.6923013925552368","0.6909065246582031","0.6909065246582031","0.6909065246582031","0.27719470858573914","0.27719470858573914","0.27719470858573914","0.25764960050582886","0.25764960050582886","0.25764960050582886","0.6876226663589478","0.6876226663589478","0.6876226663589478","0.6797935366630554","0.6797935366630554","0.6797935366630554","0.5923376679420471","0.5923376679420471","0.5923376679420471","0.5338193774223328","0.5338193774223328","0.5338193774223328","0.5076711177825928","0.5076711177825928","0.5076711177825928","0.5168254375457764","0.5168254375457764","0.5168254375457764"
"110","0.3081769049167633","0.3081769049167633","0.3081769049167633","0.33362099528312683","0.33362099528312683","0.33362099528312683","0.6922971606254578","0.6922971606254578","0.6922971606254578","0.6919468641281128","0.6919468641281128","0.6919468641281128","0.28398486971855164","0.28398486971855164","0.28398486971855164","0.2921975255012512","0.2921975255012512","0.2921975255012512","0.6911615133285522","0.6911615133285522","0.6911615133285522","0.6795464754104614","0.6795464754104614","0.6795464754104614","0.6024352312088013","0.6024352312088013","0.6024352312088013","0.5478366017341614","0.5478366017341614","0.5478366017341614","0.5451220273971558","0.5451220273971558","0.5451220273971558","0.5372983813285828","0.5372983813285828","0.5372983813285828"
"112","0.3120342791080475","0.3120342791080475","0.3120342791080475","0.32945340871810913","0.32945340871810913","0.32945340871810913","0.692406415939331","0.692406415939331","0.692406415939331","0.6915931701660156","0.6915931701660156","0.6915931701660156","0.2647235095500946","0.2647235095500946","0.2647235095500946","0.2929784655570984","0.2929784655570984","0.2929784655570984","0.6879348754882812","0.6879348754882812","0.6879348754882812","0.6794644594192505","0.6794644594192505","0.6794644594192505","0.6014240980148315","0.6014240980148315","0.6014240980148315","0.5672476887702942","0.5672476887702942","0.5672476887702942","0.5601507425308228","0.5601507425308228","0.5601507425308228","0.5341379046440125","0.5341379046440125","0.5341379046440125"
"114","0.3156435787677765","0.3156435787677765","0.3156435787677765","0.3318997025489807","0.3318997025489807","0.3318997025489807","0.6923786997795105","0.6923786997795105","0.6923786997795105","0.6889671683311462","0.6889671683311462","0.6889671683311462","0.2870551347732544","0.2870551347732544","0.2870551347732544","0.3011253774166107","0.3011253774166107","0.3011253774166107","0.6803685426712036","0.6803685426712036","0.6803685426712036","0.6742815971374512","0.6742815971374512","0.6742815971374512","0.6082488894462585","0.6082488894462585","0.6082488894462585","0.5801319479942322","0.5801319479942322","0.5801319479942322","0.5614197254180908","0.5614197254180908","0.5614197254180908","0.5224098563194275","0.5224098563194275","0.5224098563194275"
"116","0.3027031421661377","0.3027031421661377","0.3027031421661377","0.3386453092098236","0.3386453092098236","0.3386453092098236","0.6923556327819824","0.6923556327819824","0.6923556327819824","0.6885718107223511","0.6885718107223511","0.6885718107223511","0.294802725315094","0.294802725315094","0.294802725315094","0.30156075954437256","0.30156075954437256","0.30156075954437256","0.6900879144668579","0.6900879144668579","0.6900879144668579","0.6836885213851929","0.6836885213851929","0.6836885213851929","0.6073476076126099","0.6073476076126099","0.6073476076126099","0.5799433588981628","0.5799433588981628","0.5799433588981628","0.5373603105545044","0.5373603105545044","0.5373603105545044","0.5360105633735657","0.5360105633735657","0.5360105633735657"
"118","0.32583796977996826","0.32583796977996826","0.32583796977996826","0.34407365322113037","0.34407365322113037","0.34407365322113037","0.6923657655715942","0.6923657655715942","0.6923657655715942","0.6922032237052917","0.6922032237052917","0.6922032237052917","0.2963327169418335","0.2963327169418335","0.2963327169418335","0.31045758724212646","0.31045758724212646","0.31045758724212646","0.6867837905883789","0.6867837905883789","0.6867837905883789","0.685926616191864","0.685926616191864","0.685926616191864","0.6096813678741455","0.6096813678741455","0.6096813678741455","0.5394865274429321","0.5394865274429321","0.5394865274429321","0.5789111256599426","0.5789111256599426","0.5789111256599426","0.565862238407135","0.565862238407135","0.565862238407135"
"120","0.34684380888938904","0.34684380888938904","0.34684380888938904","0.3510206937789917","0.3510206937789917","0.3510206937789917","0.6923848390579224","0.6923848390579224","0.6923848390579224","0.6917996406555176","0.6917996406555176","0.6917996406555176","0.3104194104671478","0.3104194104671478","0.3104194104671478","0.3036526143550873","0.3036526143550873","0.3036526143550873","0.6915232539176941","0.6915232539176941","0.6915232539176941","0.6850624084472656","0.6850624084472656","0.6850624084472656","0.6115138530731201","0.6115138530731201","0.6115138530731201","0.563205361366272","0.563205361366272","0.563205361366272","0.5933194160461426","0.5933194160461426","0.5933194160461426","0.5937802791595459","0.5937802791595459","0.5937802791595459"
"122","0.3193376064300537","0.3193376064300537","0.3193376064300537","0.3370843529701233","0.3370843529701233","0.3370843529701233","0.6924153566360474","0.6924153566360474","0.6924153566360474","0.6918184161186218","0.6918184161186218","0.6918184161186218","0.26679515838623047","0.26679515838623047","0.26679515838623047","0.30826348066329956","0.30826348066329956","0.30826348066329956","0.6913236379623413","0.6913236379623413","0.6913236379623413","0.6780080795288086","0.6780080795288086","0.6780080795288086","0.6061607599258423","0.6061607599258423","0.6061607599258423","0.5952247977256775","0.5952247977256775","0.5952247977256775","0.575562059879303","0.575562059879303","0.575562059879303","0.5201549530029297","0.5201549530029297","0.5201549530029297"
"124","0.34345483779907227","0.34345483779907227","0.34345483779907227","0.3498484492301941","0.3498484492301941","0.3498484492301941","0.6924265623092651","0.6924265623092651","0.6924265623092651","0.6919764876365662","0.6919764876365662","0.6919764876365662","0.3165552020072937","0.3165552020072937","0.3165552020072937","0.3192579448223114","0.3192579448223114","0.3192579448223114","0.6920541524887085","0.6920541524887085","0.6920541524887085","0.6861304044723511","0.6861304044723511","0.6861304044723511","0.6188523769378662","0.6188523769378662","0.6188523769378662","0.6007950305938721","0.6007950305938721","0.6007950305938721","0.5815236568450928","0.5815236568450928","0.5815236568450928","0.5896947979927063","0.5896947979927063","0.5896947979927063"
"126","0.3395673632621765","0.3395673632621765","0.3395673632621765","0.35152241587638855","0.35152241587638855","0.35152241587638855","0.692381739616394","0.692381739616394","0.692381739616394","0.6919270753860474","0.6919270753860474","0.6919270753860474","0.2952183485031128","0.2952183485031128","0.2952183485031128","0.31937962770462036","0.31937962770462036","0.31937962770462036","0.6797177791595459","0.6797177791595459","0.6797177791595459","0.679217517375946","0.679217517375946","0.679217517375946","0.6187711954116821","0.6187711954116821","0.6187711954116821","0.5722808241844177","0.5722808241844177","0.5722808241844177","0.587535560131073","0.587535560131073","0.587535560131073","0.5727711915969849","0.5727711915969849","0.5727711915969849"
"128","0.33897489309310913","0.33897489309310913","0.33897489309310913","0.33388036489486694","0.33388036489486694","0.33388036489486694","0.6924397945404053","0.6924397945404053","0.6924397945404053","0.6917244791984558","0.6917244791984558","0.6917244791984558","0.3130316436290741","0.3130316436290741","0.3130316436290741","0.3289526700973511","0.3289526700973511","0.3289526700973511","0.6919376254081726","0.6919376254081726","0.6919376254081726","0.6868013143539429","0.6868013143539429","0.6868013143539429","0.6270437240600586","0.6270437240600586","0.6270437240600586","0.6035908460617065","0.6035908460617065","0.6035908460617065","0.5799441337585449","0.5799441337585449","0.5799441337585449","0.588448166847229","0.588448166847229","0.588448166847229"
"130","0.36035972833633423","0.36035972833633423","0.36035972833633423","0.3451921343803406","0.3451921343803406","0.3451921343803406","0.6923956274986267","0.6923956274986267","0.6923956274986267","0.6919767260551453","0.6919767260551453","0.6919767260551453","0.31396687030792236","0.31396687030792236","0.31396687030792236","0.3310753405094147","0.3310753405094147","0.3310753405094147","0.6905220746994019","0.6905220746994019","0.6905220746994019","0.6893439292907715","0.6893439292907715","0.6893439292907715","0.6298860907554626","0.6298860907554626","0.6298860907554626","0.6092314720153809","0.6092314720153809","0.6092314720153809","0.605536699295044","0.605536699295044","0.605536699295044","0.5953056216239929","0.5953056216239929","0.5953056216239929"
"132","0.3454577922821045","0.3454577922821045","0.3454577922821045","0.3486533761024475","0.3486533761024475","0.3486533761024475","0.6924898028373718","0.6924898028373718","0.6924898028373718","0.6918460130691528","0.6918460130691528","0.6918460130691528","0.3009553551673889","0.3009553551673889","0.3009553551673889","0.33524030447006226","0.33524030447006226","0.33524030447006226","0.69184410572052","0.69184410572052","0.69184410572052","0.6714884638786316","0.6714884638786316","0.6714884638786316","0.6252970695495605","0.6252970695495605","0.6252970695495605","0.576701283454895","0.576701283454895","0.576701283454895","0.6072958707809448","0.6072958707809448","0.6072958707809448","0.5744046568870544","0.5744046568870544","0.5744046568870544"
"134","0.35999399423599243","0.35999399423599243","0.35999399423599243","0.3560904264450073","0.3560904264450073","0.3560904264450073","0.6924186944961548","0.6924186944961548","0.6924186944961548","0.6916942596435547","0.6916942596435547","0.6916942596435547","0.312896192073822","0.312896192073822","0.312896192073822","0.3416461646556854","0.3416461646556854","0.3416461646556854","0.6913204193115234","0.6913204193115234","0.6913204193115234","0.6907628774642944","0.6907628774642944","0.6907628774642944","0.6278455257415771","0.6278455257415771","0.6278455257415771","0.6104224324226379","0.6104224324226379","0.6104224324226379","0.6068639159202576","0.6068639159202576","0.6068639159202576","0.600361704826355","0.600361704826355","0.600361704826355"
"136","0.36439380049705505","0.36439380049705505","0.36439380049705505","0.3556254804134369","0.3556254804134369","0.3556254804134369","0.6925360560417175","0.6925360560417175","0.6925360560417175","0.6922022700309753","0.6922022700309753","0.6922022700309753","0.3298896551132202","0.3298896551132202","0.3298896551132202","0.34255585074424744","0.34255585074424744","0.34255585074424744","0.6895418167114258","0.6895418167114258","0.6895418167114258","0.6903078556060791","0.6903078556060791","0.6903078556060791","0.6310218572616577","0.6310218572616577","0.6310218572616577","0.6272351741790771","0.6272351741790771","0.6272351741790771","0.6139179468154907","0.6139179468154907","0.6139179468154907","0.5993970632553101","0.5993970632553101","0.5993970632553101"
"138","0.3666014075279236","0.3666014075279236","0.3666014075279236","0.35814642906188965","0.35814642906188965","0.35814642906188965","0.6924335360527039","0.6924335360527039","0.6924335360527039","0.6914843916893005","0.6914843916893005","0.6914843916893005","0.3251960277557373","0.3251960277557373","0.3251960277557373","0.3473496437072754","0.3473496437072754","0.3473496437072754","0.6887531280517578","0.6887531280517578","0.6887531280517578","0.6895458102226257","0.6895458102226257","0.6895458102226257","0.626067042350769","0.626067042350769","0.626067042350769","0.5982656478881836","0.5982656478881836","0.5982656478881836","0.6079639792442322","0.6079639792442322","0.6079639792442322","0.6026049256324768","0.6026049256324768","0.6026049256324768"
"140","0.35695362091064453","0.35695362091064453","0.35695362091064453","0.3563845157623291","0.3563845157623291","0.3563845157623291","0.6925588846206665","0.6925588846206665","0.6925588846206665","0.6916874647140503","0.6916874647140503","0.6916874647140503","0.3342403769493103","0.3342403769493103","0.3342403769493103","0.34573131799697876","0.34573131799697876","0.34573131799697876","0.6919333934783936","0.6919333934783936","0.6919333934783936","0.6870826482772827","0.6870826482772827","0.6870826482772827","0.6413278579711914","0.6413278579711914","0.6413278579711914","0.618527889251709","0.618527889251709","0.618527889251709","0.6044993996620178","0.6044993996620178","0.6044993996620178","0.6002520322799683","0.6002520322799683","0.6002520322799683"
"142","0.37368065118789673","0.37368065118789673","0.37368065118789673","0.36082595586776733","0.36082595586776733","0.36082595586776733","0.69244784116745","0.69244784116745","0.69244784116745","0.6922103762626648","0.6922103762626648","0.6922103762626648","0.32774901390075684","0.32774901390075684","0.32774901390075684","0.3457678556442261","0.3457678556442261","0.3457678556442261","0.6888521909713745","0.6888521909713745","0.6888521909713745","0.6842416524887085","0.6842416524887085","0.6842416524887085","0.6375264525413513","0.6375264525413513","0.6375264525413513","0.6233446598052979","0.6233446598052979","0.6233446598052979","0.6222733855247498","0.6222733855247498","0.6222733855247498","0.597380518913269","0.597380518913269","0.597380518913269"
"144","0.37446433305740356","0.37446433305740356","0.37446433305740356","0.36197638511657715","0.36197638511657715","0.36197638511657715","0.6924775838851929","0.6924775838851929","0.6924775838851929","0.6923226714134216","0.6923226714134216","0.6923226714134216","0.33384788036346436","0.33384788036346436","0.33384788036346436","0.35455188155174255","0.35455188155174255","0.35455188155174255","0.6917853355407715","0.6917853355407715","0.6917853355407715","0.6889204978942871","0.6889204978942871","0.6889204978942871","0.6379992365837097","0.6379992365837097","0.6379992365837097","0.6133276224136353","0.6133276224136353","0.6133276224136353","0.6247051954269409","0.6247051954269409","0.6247051954269409","0.6193209886550903","0.6193209886550903","0.6193209886550903"
