"Step","VOWELS_VMD_b10_DUAL_bs16 - divergence_negative_s","VOWELS_VMD_b10_DUAL_bs16 - divergence_negative_s__MIN","VOWELS_VMD_b10_DUAL_bs16 - divergence_negative_s__MAX","VOWELS_EMD_b10_DUAL_bs16 - divergence_negative_s","VOWELS_EMD_b10_DUAL_bs16 - divergence_negative_s__MIN","VOWELS_EMD_b10_DUAL_bs16 - divergence_negative_s__MAX","VOWELS_EMD_b0_DUAL_bs16 - divergence_negative_s","VOWELS_EMD_b0_DUAL_bs16 - divergence_negative_s__MIN","VOWELS_EMD_b0_DUAL_bs16 - divergence_negative_s__MAX","VOWELS_VMD_b0_DUAL_bs16 - divergence_negative_s","VOWELS_VMD_b0_DUAL_bs16 - divergence_negative_s__MIN","VOWELS_VMD_b0_DUAL_bs16 - divergence_negative_s__MAX","VOWELS_FILTER_b10_DUAL_bs16 - divergence_negative_s","VOWELS_FILTER_b10_DUAL_bs16 - divergence_negative_s__MIN","VOWELS_FILTER_b10_DUAL_bs16 - divergence_negative_s__MAX","VOWELS_EWT_b10_DUAL_bs16 - divergence_negative_s","VOWELS_EWT_b10_DUAL_bs16 - divergence_negative_s__MIN","VOWELS_EWT_b10_DUAL_bs16 - divergence_negative_s__MAX","VOWELS_EWT_b0_DUAL_bs16 - divergence_negative_s","VOWELS_EWT_b0_DUAL_bs16 - divergence_negative_s__MIN","VOWELS_EWT_b0_DUAL_bs16 - divergence_negative_s__MAX","VOWELS_FILTER_b0_DUAL_bs16 - divergence_negative_s","VOWELS_FILTER_b0_DUAL_bs16 - divergence_negative_s__MIN","VOWELS_FILTER_b0_DUAL_bs16 - divergence_negative_s__MAX","VOWELS_EWT_b1_DUAL_bs16 - divergence_negative_s","VOWELS_EWT_b1_DUAL_bs16 - divergence_negative_s__MIN","VOWELS_EWT_b1_DUAL_bs16 - divergence_negative_s__MAX","VOWELS_EMD_b1_DUAL_bs16 - divergence_negative_s","VOWELS_EMD_b1_DUAL_bs16 - divergence_negative_s__MIN","VOWELS_EMD_b1_DUAL_bs16 - divergence_negative_s__MAX","VOWELS_VMD_b1_DUAL_bs16 - divergence_negative_s","VOWELS_VMD_b1_DUAL_bs16 - divergence_negative_s__MIN","VOWELS_VMD_b1_DUAL_bs16 - divergence_negative_s__MAX","VOWELS_FILTER_b1_DUAL_bs16 - divergence_negative_s","VOWELS_FILTER_b1_DUAL_bs16 - divergence_negative_s__MIN","VOWELS_FILTER_b1_DUAL_bs16 - divergence_negative_s__MAX"
"20","0.00018572778208181262","0.00018572778208181262","0.00018572778208181262","0.00012736502685584128","0.00012736502685584128","0.00012736502685584128","0.6844159364700317","0.6844159364700317","0.6844159364700317","0.6439366340637207","0.6439366340637207","0.6439366340637207","0.00014586902398150414","0.00014586902398150414","0.00014586902398150414","0.0007667906465940177","0.0007667906465940177","0.0007667906465940177","0.6553857326507568","0.6553857326507568","0.6553857326507568","0.6260160803794861","0.6260160803794861","0.6260160803794861","0.16264444589614868","0.16264444589614868","0.16264444589614868","0.18407820165157318","0.18407820165157318","0.18407820165157318","0.14208510518074036","0.14208510518074036","0.14208510518074036","0.12625543773174286","0.12625543773174286","0.12625543773174286"
"22","0.0002571535296738148","0.0002571535296738148","0.0002571535296738148","0.00023327331291511655","0.00023327331291511655","0.00023327331291511655","0.6858224868774414","0.6858224868774414","0.6858224868774414","0.6563107371330261","0.6563107371330261","0.6563107371330261","0.00023875752231106162","0.00023875752231106162","0.00023875752231106162","0.0010197940282523632","0.0010197940282523632","0.0010197940282523632","0.6610220670700073","0.6610220670700073","0.6610220670700073","0.6547180414199829","0.6547180414199829","0.6547180414199829","0.1915576457977295","0.1915576457977295","0.1915576457977295","0.23604470491409302","0.23604470491409302","0.23604470491409302","0.18533635139465332","0.18533635139465332","0.18533635139465332","0.1944369524717331","0.1944369524717331","0.1944369524717331"
"24","0.000489158381242305","0.000489158381242305","0.000489158381242305","0.00045887602027505636","0.00045887602027505636","0.00045887602027505636","0.6873832941055298","0.6873832941055298","0.6873832941055298","0.6707993745803833","0.6707993745803833","0.6707993745803833","0.00040708156302571297","0.00040708156302571297","0.00040708156302571297","0.0013202042318880558","0.0013202042318880558","0.0013202042318880558","0.6794623732566833","0.6794623732566833","0.6794623732566833","0.6655916571617126","0.6655916571617126","0.6655916571617126","0.2085990011692047","0.2085990011692047","0.2085990011692047","0.2643129527568817","0.2643129527568817","0.2643129527568817","0.24314260482788086","0.24314260482788086","0.24314260482788086","0.2454145848751068","0.2454145848751068","0.2454145848751068"
"26","0.0008759003831073642","0.0008759003831073642","0.0008759003831073642","0.0009319981327280402","0.0009319981327280402","0.0009319981327280402","0.6880866289138794","0.6880866289138794","0.6880866289138794","0.6838177442550659","0.6838177442550659","0.6838177442550659","0.0007925210520625114","0.0007925210520625114","0.0007925210520625114","0.0018599819159135222","0.0018599819159135222","0.0018599819159135222","0.6738313436508179","0.6738313436508179","0.6738313436508179","0.665289044380188","0.665289044380188","0.665289044380188","0.23724481463432312","0.23724481463432312","0.23724481463432312","0.26296234130859375","0.26296234130859375","0.26296234130859375","0.26648998260498047","0.26648998260498047","0.26648998260498047","0.2850915789604187","0.2850915789604187","0.2850915789604187"
"28","0.0015766627620905638","0.0015766627620905638","0.0015766627620905638","0.0023902044631540775","0.0023902044631540775","0.0023902044631540775","0.6888207197189331","0.6888207197189331","0.6888207197189331","0.6748019456863403","0.6748019456863403","0.6748019456863403","0.0011178378481417894","0.0011178378481417894","0.0011178378481417894","0.0025581750087440014","0.0025581750087440014","0.0025581750087440014","0.6653344631195068","0.6653344631195068","0.6653344631195068","0.6753033399581909","0.6753033399581909","0.6753033399581909","0.2469298541545868","0.2469298541545868","0.2469298541545868","0.30540671944618225","0.30540671944618225","0.30540671944618225","0.27405697107315063","0.27405697107315063","0.27405697107315063","0.26945167779922485","0.26945167779922485","0.26945167779922485"
"30","0.002827660646289587","0.002827660646289587","0.002827660646289587","0.004613038152456284","0.004613038152456284","0.004613038152456284","0.6888796091079712","0.6888796091079712","0.6888796091079712","0.6824626326560974","0.6824626326560974","0.6824626326560974","0.0021813407074660063","0.0021813407074660063","0.0021813407074660063","0.0031899239402264357","0.0031899239402264357","0.0031899239402264357","0.678359866142273","0.678359866142273","0.678359866142273","0.6810455322265625","0.6810455322265625","0.6810455322265625","0.27084800601005554","0.27084800601005554","0.27084800601005554","0.29782959818840027","0.29782959818840027","0.29782959818840027","0.2963084876537323","0.2963084876537323","0.2963084876537323","0.29053956270217896","0.29053956270217896","0.29053956270217896"
"32","0.004827221389859915","0.004827221389859915","0.004827221389859915","0.009120374917984009","0.009120374917984009","0.009120374917984009","0.6897228956222534","0.6897228956222534","0.6897228956222534","0.6719624400138855","0.6719624400138855","0.6719624400138855","0.004299834370613098","0.004299834370613098","0.004299834370613098","0.004659736528992653","0.004659736528992653","0.004659736528992653","0.6671297550201416","0.6671297550201416","0.6671297550201416","0.6803227663040161","0.6803227663040161","0.6803227663040161","0.2637570798397064","0.2637570798397064","0.2637570798397064","0.31717655062675476","0.31717655062675476","0.31717655062675476","0.2821412682533264","0.2821412682533264","0.2821412682533264","0.3118368983268738","0.3118368983268738","0.3118368983268738"
"34","0.008247647434473038","0.008247647434473038","0.008247647434473038","0.013944006524980068","0.013944006524980068","0.013944006524980068","0.6899842619895935","0.6899842619895935","0.6899842619895935","0.6875736117362976","0.6875736117362976","0.6875736117362976","0.010026901960372925","0.010026901960372925","0.010026901960372925","0.00590450270101428","0.00590450270101428","0.00590450270101428","0.6835634112358093","0.6835634112358093","0.6835634112358093","0.680478572845459","0.680478572845459","0.680478572845459","0.29280170798301697","0.29280170798301697","0.29280170798301697","0.3061138987541199","0.3061138987541199","0.3061138987541199","0.3256915211677551","0.3256915211677551","0.3256915211677551","0.3169102072715759","0.3169102072715759","0.3169102072715759"
"36","0.011809200048446655","0.011809200048446655","0.011809200048446655","0.022729884833097458","0.022729884833097458","0.022729884833097458","0.6903344988822937","0.6903344988822937","0.6903344988822937","0.6816302537918091","0.6816302537918091","0.6816302537918091","0.012530247680842876","0.012530247680842876","0.012530247680842876","0.007750312797725201","0.007750312797725201","0.007750312797725201","0.6510962843894958","0.6510962843894958","0.6510962843894958","0.6781023740768433","0.6781023740768433","0.6781023740768433","0.2966269552707672","0.2966269552707672","0.2966269552707672","0.3343505859375","0.3343505859375","0.3343505859375","0.3214794397354126","0.3214794397354126","0.3214794397354126","0.3141609728336334","0.3141609728336334","0.3141609728336334"
"38","0.017157550901174545","0.017157550901174545","0.017157550901174545","0.029862074181437492","0.029862074181437492","0.029862074181437492","0.6905287504196167","0.6905287504196167","0.6905287504196167","0.6890341639518738","0.6890341639518738","0.6890341639518738","0.01541737001389265","0.01541737001389265","0.01541737001389265","0.009753699414432049","0.009753699414432049","0.009753699414432049","0.6783453822135925","0.6783453822135925","0.6783453822135925","0.6765395998954773","0.6765395998954773","0.6765395998954773","0.332079142332077","0.332079142332077","0.332079142332077","0.3403316140174866","0.3403316140174866","0.3403316140174866","0.3455294966697693","0.3455294966697693","0.3455294966697693","0.30831649899482727","0.30831649899482727","0.30831649899482727"
"40","0.021204635500907898","0.021204635500907898","0.021204635500907898","0.046171288937330246","0.046171288937330246","0.046171288937330246","0.6906388998031616","0.6906388998031616","0.6906388998031616","0.6847517490386963","0.6847517490386963","0.6847517490386963","0.020923592150211334","0.020923592150211334","0.020923592150211334","0.01368697639554739","0.01368697639554739","0.01368697639554739","0.6743800044059753","0.6743800044059753","0.6743800044059753","0.666343629360199","0.666343629360199","0.666343629360199","0.31789252161979675","0.31789252161979675","0.31789252161979675","0.3325669765472412","0.3325669765472412","0.3325669765472412","0.34105384349823","0.34105384349823","0.34105384349823","0.3094230890274048","0.3094230890274048","0.3094230890274048"
"42","0.032965004444122314","0.032965004444122314","0.032965004444122314","0.06189222261309624","0.06189222261309624","0.06189222261309624","0.6908644437789917","0.6908644437789917","0.6908644437789917","0.676207959651947","0.676207959651947","0.676207959651947","0.04157530516386032","0.04157530516386032","0.04157530516386032","0.019571898505091667","0.019571898505091667","0.019571898505091667","0.675010621547699","0.675010621547699","0.675010621547699","0.6838580369949341","0.6838580369949341","0.6838580369949341","0.3415558338165283","0.3415558338165283","0.3415558338165283","0.36969709396362305","0.36969709396362305","0.36969709396362305","0.34197676181793213","0.34197676181793213","0.34197676181793213","0.3428874611854553","0.3428874611854553","0.3428874611854553"
"44","0.04707134887576103","0.04707134887576103","0.04707134887576103","0.08160895109176636","0.08160895109176636","0.08160895109176636","0.6906894445419312","0.6906894445419312","0.6906894445419312","0.6718043684959412","0.6718043684959412","0.6718043684959412","0.054002683609724045","0.054002683609724045","0.054002683609724045","0.029039662331342697","0.029039662331342697","0.029039662331342697","0.6821002960205078","0.6821002960205078","0.6821002960205078","0.6790332794189453","0.6790332794189453","0.6790332794189453","0.3515179753303528","0.3515179753303528","0.3515179753303528","0.3314834535121918","0.3314834535121918","0.3314834535121918","0.36188793182373047","0.36188793182373047","0.36188793182373047","0.3359266519546509","0.3359266519546509","0.3359266519546509"
"46","0.05590706691145897","0.05590706691145897","0.05590706691145897","0.09656298160552979","0.09656298160552979","0.09656298160552979","0.6911618709564209","0.6911618709564209","0.6911618709564209","0.6859216690063477","0.6859216690063477","0.6859216690063477","0.0655323714017868","0.0655323714017868","0.0655323714017868","0.03681720793247223","0.03681720793247223","0.03681720793247223","0.67890465259552","0.67890465259552","0.67890465259552","0.6868211627006531","0.6868211627006531","0.6868211627006531","0.35241958498954773","0.35241958498954773","0.35241958498954773","0.3591011166572571","0.3591011166572571","0.3591011166572571","0.3725801408290863","0.3725801408290863","0.3725801408290863","0.34663981199264526","0.34663981199264526","0.34663981199264526"
"48","0.07751387357711792","0.07751387357711792","0.07751387357711792","0.11684392392635345","0.11684392392635345","0.11684392392635345","0.6911373138427734","0.6911373138427734","0.6911373138427734","0.6853994131088257","0.6853994131088257","0.6853994131088257","0.07688726484775543","0.07688726484775543","0.07688726484775543","0.0451149046421051","0.0451149046421051","0.0451149046421051","0.6839151382446289","0.6839151382446289","0.6839151382446289","0.6778297424316406","0.6778297424316406","0.6778297424316406","0.3703712821006775","0.3703712821006775","0.3703712821006775","0.33436959981918335","0.33436959981918335","0.33436959981918335","0.3788261115550995","0.3788261115550995","0.3788261115550995","0.3560219407081604","0.3560219407081604","0.3560219407081604"
"50","0.08361947536468506","0.08361947536468506","0.08361947536468506","0.12850627303123474","0.12850627303123474","0.12850627303123474","0.6908528208732605","0.6908528208732605","0.6908528208732605","0.6842378377914429","0.6842378377914429","0.6842378377914429","0.08208289742469788","0.08208289742469788","0.08208289742469788","0.051951467990875244","0.051951467990875244","0.051951467990875244","0.6851010322570801","0.6851010322570801","0.6851010322570801","0.6797431707382202","0.6797431707382202","0.6797431707382202","0.37936124205589294","0.37936124205589294","0.37936124205589294","0.35491716861724854","0.35491716861724854","0.35491716861724854","0.3636890649795532","0.3636890649795532","0.3636890649795532","0.35338926315307617","0.35338926315307617","0.35338926315307617"
"52","0.09839479625225067","0.09839479625225067","0.09839479625225067","0.1378781646490097","0.1378781646490097","0.1378781646490097","0.6914421319961548","0.6914421319961548","0.6914421319961548","0.6894599795341492","0.6894599795341492","0.6894599795341492","0.11806055903434753","0.11806055903434753","0.11806055903434753","0.05719566345214844","0.05719566345214844","0.05719566345214844","0.6794518232345581","0.6794518232345581","0.6794518232345581","0.6879527568817139","0.6879527568817139","0.6879527568817139","0.38898465037345886","0.38898465037345886","0.38898465037345886","0.3569418787956238","0.3569418787956238","0.3569418787956238","0.40157243609428406","0.40157243609428406","0.40157243609428406","0.3688139319419861","0.3688139319419861","0.3688139319419861"
"54","0.11601196229457855","0.11601196229457855","0.11601196229457855","0.15448808670043945","0.15448808670043945","0.15448808670043945","0.6915964484214783","0.6915964484214783","0.6915964484214783","0.6899167895317078","0.6899167895317078","0.6899167895317078","0.1257202923297882","0.1257202923297882","0.1257202923297882","0.0756949782371521","0.0756949782371521","0.0756949782371521","0.6838721036911011","0.6838721036911011","0.6838721036911011","0.6842219829559326","0.6842219829559326","0.6842219829559326","0.3952805995941162","0.3952805995941162","0.3952805995941162","0.3588528633117676","0.3588528633117676","0.3588528633117676","0.40683338046073914","0.40683338046073914","0.40683338046073914","0.36658644676208496","0.36658644676208496","0.36658644676208496"
"56","0.1099432110786438","0.1099432110786438","0.1099432110786438","0.18586169183254242","0.18586169183254242","0.18586169183254242","0.6912684440612793","0.6912684440612793","0.6912684440612793","0.6832112073898315","0.6832112073898315","0.6832112073898315","0.11510355770587921","0.11510355770587921","0.11510355770587921","0.06864607334136963","0.06864607334136963","0.06864607334136963","0.6664284467697144","0.6664284467697144","0.6664284467697144","0.6806692481040955","0.6806692481040955","0.6806692481040955","0.3828393816947937","0.3828393816947937","0.3828393816947937","0.34771794080734253","0.34771794080734253","0.34771794080734253","0.3756663203239441","0.3756663203239441","0.3756663203239441","0.2520580291748047","0.2520580291748047","0.2520580291748047"
"58","0.144479900598526","0.144479900598526","0.144479900598526","0.19998055696487427","0.19998055696487427","0.19998055696487427","0.6916689276695251","0.6916689276695251","0.6916689276695251","0.6898486018180847","0.6898486018180847","0.6898486018180847","0.12925216555595398","0.12925216555595398","0.12925216555595398","0.1019885390996933","0.1019885390996933","0.1019885390996933","0.6712402701377869","0.6712402701377869","0.6712402701377869","0.6738278269767761","0.6738278269767761","0.6738278269767761","0.3950344920158386","0.3950344920158386","0.3950344920158386","0.20789805054664612","0.20789805054664612","0.20789805054664612","0.4181522727012634","0.4181522727012634","0.4181522727012634","0.32809120416641235","0.32809120416641235","0.32809120416641235"
"60","0.1481950879096985","0.1481950879096985","0.1481950879096985","0.195025235414505","0.195025235414505","0.195025235414505","0.6917778253555298","0.6917778253555298","0.6917778253555298","0.6904494762420654","0.6904494762420654","0.6904494762420654","0.14513222873210907","0.14513222873210907","0.14513222873210907","0.10141631215810776","0.10141631215810776","0.10141631215810776","0.6803466081619263","0.6803466081619263","0.6803466081619263","0.6783811450004578","0.6783811450004578","0.6783811450004578","0.0009117263834923506","0.0009117263834923506","0.0009117263834923506","0.3298906087875366","0.3298906087875366","0.3298906087875366","0.4237435758113861","0.4237435758113861","0.4237435758113861","0.32196930050849915","0.32196930050849915","0.32196930050849915"
"62","0.14073368906974792","0.14073368906974792","0.14073368906974792","0.22921237349510193","0.22921237349510193","0.22921237349510193","0.6908198595046997","0.6908198595046997","0.6908198595046997","0.6875821948051453","0.6875821948051453","0.6875821948051453","0.1639249175786972","0.1639249175786972","0.1639249175786972","0.10751472413539886","0.10751472413539886","0.10751472413539886","0.6862050294876099","0.6862050294876099","0.6862050294876099","0.6770786643028259","0.6770786643028259","0.6770786643028259","0.3566259741783142","0.3566259741783142","0.3566259741783142","0.35608094930648804","0.35608094930648804","0.35608094930648804","0.4098692834377289","0.4098692834377289","0.4098692834377289","0.3596869111061096","0.3596869111061096","0.3596869111061096"
"64","0.1661137193441391","0.1661137193441391","0.1661137193441391","0.23364877700805664","0.23364877700805664","0.23364877700805664","0.6915921568870544","0.6915921568870544","0.6915921568870544","0.6904045343399048","0.6904045343399048","0.6904045343399048","0.17107629776000977","0.17107629776000977","0.17107629776000977","0.11708447337150574","0.11708447337150574","0.11708447337150574","0.6894484758377075","0.6894484758377075","0.6894484758377075","0.6814476251602173","0.6814476251602173","0.6814476251602173","0.39157217741012573","0.39157217741012573","0.39157217741012573","0.3457260727882385","0.3457260727882385","0.3457260727882385","0.42550402879714966","0.42550402879714966","0.42550402879714966","0.3765990436077118","0.3765990436077118","0.3765990436077118"
"66","0.16580680012702942","0.16580680012702942","0.16580680012702942","0.25800561904907227","0.25800561904907227","0.25800561904907227","0.691726565361023","0.691726565361023","0.691726565361023","0.6863319277763367","0.6863319277763367","0.6863319277763367","0.18663251399993896","0.18663251399993896","0.18663251399993896","0.1401699036359787","0.1401699036359787","0.1401699036359787","0.6889373660087585","0.6889373660087585","0.6889373660087585","0.6886762380599976","0.6886762380599976","0.6886762380599976","0.40392929315567017","0.40392929315567017","0.40392929315567017","0.3548559844493866","0.3548559844493866","0.3548559844493866","0.41878050565719604","0.41878050565719604","0.41878050565719604","0.38420170545578003","0.38420170545578003","0.38420170545578003"
