"Step","VOWELS_VMD_b10_DUAL_bs16 - divergence_positive_s","VOWELS_VMD_b10_DUAL_bs16 - divergence_positive_s__MIN","VOWELS_VMD_b10_DUAL_bs16 - divergence_positive_s__MAX","VOWELS_EMD_b10_DUAL_bs16 - divergence_positive_s","VOWELS_EMD_b10_DUAL_bs16 - divergence_positive_s__MIN","VOWELS_EMD_b10_DUAL_bs16 - divergence_positive_s__MAX","VOWELS_EMD_b0_DUAL_bs16 - divergence_positive_s","VOWELS_EMD_b0_DUAL_bs16 - divergence_positive_s__MIN","VOWELS_EMD_b0_DUAL_bs16 - divergence_positive_s__MAX","VOWELS_VMD_b0_DUAL_bs16 - divergence_positive_s","VOWELS_VMD_b0_DUAL_bs16 - divergence_positive_s__MIN","VOWELS_VMD_b0_DUAL_bs16 - divergence_positive_s__MAX","VOWELS_FILTER_b10_DUAL_bs16 - divergence_positive_s","VOWELS_FILTER_b10_DUAL_bs16 - divergence_positive_s__MIN","VOWELS_FILTER_b10_DUAL_bs16 - divergence_positive_s__MAX","VOWELS_EWT_b10_DUAL_bs16 - divergence_positive_s","VOWELS_EWT_b10_DUAL_bs16 - divergence_positive_s__MIN","VOWELS_EWT_b10_DUAL_bs16 - divergence_positive_s__MAX","VOWELS_EWT_b0_DUAL_bs16 - divergence_positive_s","VOWELS_EWT_b0_DUAL_bs16 - divergence_positive_s__MIN","VOWELS_EWT_b0_DUAL_bs16 - divergence_positive_s__MAX","VOWELS_FILTER_b0_DUAL_bs16 - divergence_positive_s","VOWELS_FILTER_b0_DUAL_bs16 - divergence_positive_s__MIN","VOWELS_FILTER_b0_DUAL_bs16 - divergence_positive_s__MAX","VOWELS_EWT_b1_DUAL_bs16 - divergence_positive_s","VOWELS_EWT_b1_DUAL_bs16 - divergence_positive_s__MIN","VOWELS_EWT_b1_DUAL_bs16 - divergence_positive_s__MAX","VOWELS_EMD_b1_DUAL_bs16 - divergence_positive_s","VOWELS_EMD_b1_DUAL_bs16 - divergence_positive_s__MIN","VOWELS_EMD_b1_DUAL_bs16 - divergence_positive_s__MAX","VOWELS_VMD_b1_DUAL_bs16 - divergence_positive_s","VOWELS_VMD_b1_DUAL_bs16 - divergence_positive_s__MIN","VOWELS_VMD_b1_DUAL_bs16 - divergence_positive_s__MAX","VOWELS_FILTER_b1_DUAL_bs16 - divergence_positive_s","VOWELS_FILTER_b1_DUAL_bs16 - divergence_positive_s__MIN","VOWELS_FILTER_b1_DUAL_bs16 - divergence_positive_s__MAX"
"20","0.00011271461698925123","0.00011271461698925123","0.00011271461698925123","0.00010206895967712626","0.00010206895967712626","0.00010206895967712626","0.3136567771434784","0.3136567771434784","0.3136567771434784","0.2954429090023041","0.2954429090023041","0.2954429090023041","0.00007827661465853453","0.00007827661465853453","0.00007827661465853453","0.0005619081202894449","0.0005619081202894449","0.0005619081202894449","0.31720733642578125","0.31720733642578125","0.31720733642578125","0.32338109612464905","0.32338109612464905","0.32338109612464905","0.1327497959136963","0.1327497959136963","0.1327497959136963","0.07974155992269516","0.07974155992269516","0.07974155992269516","0.08134425431489944","0.08134425431489944","0.08134425431489944","0.05773336812853813","0.05773336812853813","0.05773336812853813"
"22","0.00016841954493429512","0.00016841954493429512","0.00016841954493429512","0.00013535949983634055","0.00013535949983634055","0.00013535949983634055","0.3144432008266449","0.3144432008266449","0.3144432008266449","0.3123149275779724","0.3123149275779724","0.3123149275779724","0.00010015524458140135","0.00010015524458140135","0.00010015524458140135","0.0007474739104509354","0.0007474739104509354","0.0007474739104509354","0.3135417699813843","0.3135417699813843","0.3135417699813843","0.31844058632850647","0.31844058632850647","0.31844058632850647","0.15978386998176575","0.15978386998176575","0.15978386998176575","0.10307756066322327","0.10307756066322327","0.10307756066322327","0.12048283219337463","0.12048283219337463","0.12048283219337463","0.07790075242519379","0.07790075242519379","0.07790075242519379"
"24","0.00027922220760956407","0.00027922220760956407","0.00027922220760956407","0.00021230103448033333","0.00021230103448033333","0.00021230103448033333","0.31532546877861023","0.31532546877861023","0.31532546877861023","0.3138401508331299","0.3138401508331299","0.3138401508331299","0.0001656348176766187","0.0001656348176766187","0.0001656348176766187","0.0009500272572040558","0.0009500272572040558","0.0009500272572040558","0.32186615467071533","0.32186615467071533","0.32186615467071533","0.3151111602783203","0.3151111602783203","0.3151111602783203","0.17750462889671326","0.17750462889671326","0.17750462889671326","0.11638247221708298","0.11638247221708298","0.11638247221708298","0.13611257076263428","0.13611257076263428","0.13611257076263428","0.10619315505027771","0.10619315505027771","0.10619315505027771"
"26","0.00048130296636372805","0.00048130296636372805","0.00048130296636372805","0.00038907205453142524","0.00038907205453142524","0.00038907205453142524","0.31562185287475586","0.31562185287475586","0.31562185287475586","0.31844285130500793","0.31844285130500793","0.31844285130500793","0.0002909329778049141","0.0002909329778049141","0.0002909329778049141","0.0012972326949238777","0.0012972326949238777","0.0012972326949238777","0.3246287703514099","0.3246287703514099","0.3246287703514099","0.31382426619529724","0.31382426619529724","0.31382426619529724","0.1995912492275238","0.1995912492275238","0.1995912492275238","0.1213160902261734","0.1213160902261734","0.1213160902261734","0.1370222568511963","0.1370222568511963","0.1370222568511963","0.11686176061630249","0.11686176061630249","0.11686176061630249"
"28","0.0008228635415434837","0.0008228635415434837","0.0008228635415434837","0.000895486562512815","0.000895486562512815","0.000895486562512815","0.3157402276992798","0.3157402276992798","0.3157402276992798","0.3110552430152893","0.3110552430152893","0.3110552430152893","0.00040074822027236223","0.00040074822027236223","0.00040074822027236223","0.001810619025491178","0.001810619025491178","0.001810619025491178","0.30960774421691895","0.30960774421691895","0.30960774421691895","0.3223345875740051","0.3223345875740051","0.3223345875740051","0.20979097485542297","0.20979097485542297","0.20979097485542297","0.14573010802268982","0.14573010802268982","0.14573010802268982","0.12882421910762787","0.12882421910762787","0.12882421910762787","0.10959304869174957","0.10959304869174957","0.10959304869174957"
"30","0.0014791665598750114","0.0014791665598750114","0.0014791665598750114","0.001697797211818397","0.001697797211818397","0.001697797211818397","0.31601279973983765","0.31601279973983765","0.31601279973983765","0.31628304719924927","0.31628304719924927","0.31628304719924927","0.0007804540800862014","0.0007804540800862014","0.0007804540800862014","0.002155760768800974","0.002155760768800974","0.002155760768800974","0.3169010281562805","0.3169010281562805","0.3169010281562805","0.31621500849723816","0.31621500849723816","0.31621500849723816","0.212844118475914","0.212844118475914","0.212844118475914","0.14508795738220215","0.14508795738220215","0.14508795738220215","0.13479754328727722","0.13479754328727722","0.13479754328727722","0.12205448746681213","0.12205448746681213","0.12205448746681213"
"32","0.002431028289720416","0.002431028289720416","0.002431028289720416","0.003420848399400711","0.003420848399400711","0.003420848399400711","0.31668949127197266","0.31668949127197266","0.31668949127197266","0.30781111121177673","0.30781111121177673","0.30781111121177673","0.0015046063344925642","0.0015046063344925642","0.0015046063344925642","0.0032368688844144344","0.0032368688844144344","0.0032368688844144344","0.3145715594291687","0.3145715594291687","0.3145715594291687","0.32280057668685913","0.32280057668685913","0.32280057668685913","0.21519331634044647","0.21519331634044647","0.21519331634044647","0.15015344321727753","0.15015344321727753","0.15015344321727753","0.11728604137897491","0.11728604137897491","0.11728604137897491","0.13103395700454712","0.13103395700454712","0.13103395700454712"
"34","0.00454420130699873","0.00454420130699873","0.00454420130699873","0.005010814405977726","0.005010814405977726","0.005010814405977726","0.31632280349731445","0.31632280349731445","0.31632280349731445","0.3189842998981476","0.3189842998981476","0.3189842998981476","0.0036846576258540154","0.0036846576258540154","0.0036846576258540154","0.0037244949489831924","0.0037244949489831924","0.0037244949489831924","0.3191904127597809","0.3191904127597809","0.3191904127597809","0.32159411907196045","0.32159411907196045","0.32159411907196045","0.2136496752500534","0.2136496752500534","0.2136496752500534","0.14230459928512573","0.14230459928512573","0.14230459928512573","0.14515948295593262","0.14515948295593262","0.14515948295593262","0.1343594342470169","0.1343594342470169","0.1343594342470169"
"36","0.0063187419436872005","0.0063187419436872005","0.0063187419436872005","0.008838862180709839","0.008838862180709839","0.008838862180709839","0.31654056906700134","0.31654056906700134","0.31654056906700134","0.31632429361343384","0.31632429361343384","0.31632429361343384","0.004504906013607979","0.004504906013607979","0.004504906013607979","0.0052046747878193855","0.0052046747878193855","0.0052046747878193855","0.3035261034965515","0.3035261034965515","0.3035261034965515","0.3150842785835266","0.3150842785835266","0.3150842785835266","0.21771547198295593","0.21771547198295593","0.21771547198295593","0.15552115440368652","0.15552115440368652","0.15552115440368652","0.1409032940864563","0.1409032940864563","0.1409032940864563","0.12651173770427704","0.12651173770427704","0.12651173770427704"
"38","0.009803722612559795","0.009803722612559795","0.009803722612559795","0.011932989582419395","0.011932989582419395","0.011932989582419395","0.31677210330963135","0.31677210330963135","0.31677210330963135","0.31813982129096985","0.31813982129096985","0.31813982129096985","0.0056382897309958935","0.0056382897309958935","0.0056382897309958935","0.006277748849242926","0.006277748849242926","0.006277748849242926","0.3159416913986206","0.3159416913986206","0.3159416913986206","0.3278736472129822","0.3278736472129822","0.3278736472129822","0.2383231371641159","0.2383231371641159","0.2383231371641159","0.1592261791229248","0.1592261791229248","0.1592261791229248","0.15604645013809204","0.15604645013809204","0.15604645013809204","0.13084937632083893","0.13084937632083893","0.13084937632083893"
"40","0.012234299443662167","0.012234299443662167","0.012234299443662167","0.0198749341070652","0.0198749341070652","0.0198749341070652","0.31679296493530273","0.31679296493530273","0.31679296493530273","0.3198769688606262","0.3198769688606262","0.3198769688606262","0.008020920678973198","0.008020920678973198","0.008020920678973198","0.008832691237330437","0.008832691237330437","0.008832691237330437","0.32528162002563477","0.32528162002563477","0.32528162002563477","0.3175460994243622","0.3175460994243622","0.3175460994243622","0.21471747756004333","0.21471747756004333","0.21471747756004333","0.16226476430892944","0.16226476430892944","0.16226476430892944","0.15545281767845154","0.15545281767845154","0.15545281767845154","0.13237936794757843","0.13237936794757843","0.13237936794757843"
"42","0.01869974285364151","0.01869974285364151","0.01869974285364151","0.028894778341054916","0.028894778341054916","0.028894778341054916","0.31702515482902527","0.31702515482902527","0.31702515482902527","0.31335753202438354","0.31335753202438354","0.31335753202438354","0.015028176829218864","0.015028176829218864","0.015028176829218864","0.013026280328631401","0.013026280328631401","0.013026280328631401","0.31324824690818787","0.31324824690818787","0.31324824690818787","0.3176437318325043","0.3176437318325043","0.3176437318325043","0.19330118596553802","0.19330118596553802","0.19330118596553802","0.18133726716041565","0.18133726716041565","0.18133726716041565","0.15181964635849","0.15181964635849","0.15181964635849","0.13859301805496216","0.13859301805496216","0.13859301805496216"
"44","0.02656875178217888","0.02656875178217888","0.02656875178217888","0.03686366230249405","0.03686366230249405","0.03686366230249405","0.3168446123600006","0.3168446123600006","0.3168446123600006","0.3342576026916504","0.3342576026916504","0.3342576026916504","0.02012728713452816","0.02012728713452816","0.02012728713452816","0.018553853034973145","0.018553853034973145","0.018553853034973145","0.3146331310272217","0.3146331310272217","0.3146331310272217","0.3149256110191345","0.3149256110191345","0.3149256110191345","0.1982765644788742","0.1982765644788742","0.1982765644788742","0.1585022658109665","0.1585022658109665","0.1585022658109665","0.16389100253582","0.16389100253582","0.16389100253582","0.13774827122688293","0.13774827122688293","0.13774827122688293"
"46","0.028895117342472076","0.028895117342472076","0.028895117342472076","0.042748939245939255","0.042748939245939255","0.042748939245939255","0.31707337498664856","0.31707337498664856","0.31707337498664856","0.31478002667427063","0.31478002667427063","0.31478002667427063","0.02496371418237686","0.02496371418237686","0.02496371418237686","0.02340535819530487","0.02340535819530487","0.02340535819530487","0.3145371675491333","0.3145371675491333","0.3145371675491333","0.3174254298210144","0.3174254298210144","0.3174254298210144","0.191461443901062","0.191461443901062","0.191461443901062","0.1573600172996521","0.1573600172996521","0.1573600172996521","0.17143309116363525","0.17143309116363525","0.17143309116363525","0.14767885208129883","0.14767885208129883","0.14767885208129883"
"48","0.039490021765232086","0.039490021765232086","0.039490021765232086","0.05322563648223877","0.05322563648223877","0.05322563648223877","0.3169555068016052","0.3169555068016052","0.3169555068016052","0.3148106038570404","0.3148106038570404","0.3148106038570404","0.028669103980064392","0.028669103980064392","0.028669103980064392","0.028697354719042778","0.028697354719042778","0.028697354719042778","0.317437082529068","0.317437082529068","0.317437082529068","0.3129138946533203","0.3129138946533203","0.3129138946533203","0.19279174506664276","0.19279174506664276","0.19279174506664276","0.14869065582752228","0.14869065582752228","0.14869065582752228","0.1912720799446106","0.1912720799446106","0.1912720799446106","0.14781631529331207","0.14781631529331207","0.14781631529331207"
"50","0.03869764879345894","0.03869764879345894","0.03869764879345894","0.06268236041069031","0.06268236041069031","0.06268236041069031","0.31690165400505066","0.31690165400505066","0.31690165400505066","0.31330564618110657","0.31330564618110657","0.31330564618110657","0.031940627843141556","0.031940627843141556","0.031940627843141556","0.034843601286411285","0.034843601286411285","0.034843601286411285","0.3230902850627899","0.3230902850627899","0.3230902850627899","0.32035064697265625","0.32035064697265625","0.32035064697265625","0.21309605240821838","0.21309605240821838","0.21309605240821838","0.1622091829776764","0.1622091829776764","0.1622091829776764","0.18796412646770477","0.18796412646770477","0.18796412646770477","0.15100254118442535","0.15100254118442535","0.15100254118442535"
"52","0.05062858760356903","0.05062858760356903","0.05062858760356903","0.06698876619338989","0.06698876619338989","0.06698876619338989","0.31720423698425293","0.31720423698425293","0.31720423698425293","0.3172353506088257","0.3172353506088257","0.3172353506088257","0.04322008043527603","0.04322008043527603","0.04322008043527603","0.035669926553964615","0.035669926553964615","0.035669926553964615","0.3144391179084778","0.3144391179084778","0.3144391179084778","0.32083186507225037","0.32083186507225037","0.32083186507225037","0.19500736892223358","0.19500736892223358","0.19500736892223358","0.1450379341840744","0.1450379341840744","0.1450379341840744","0.19658276438713074","0.19658276438713074","0.19658276438713074","0.15766490995883942","0.15766490995883942","0.15766490995883942"
"54","0.05584607645869255","0.05584607645869255","0.05584607645869255","0.06859809160232544","0.06859809160232544","0.06859809160232544","0.31739184260368347","0.31739184260368347","0.31739184260368347","0.32189977169036865","0.32189977169036865","0.32189977169036865","0.04783474653959274","0.04783474653959274","0.04783474653959274","0.04876785725355148","0.04876785725355148","0.04876785725355148","0.3241106867790222","0.3241106867790222","0.3241106867790222","0.32228654623031616","0.32228654623031616","0.32228654623031616","0.19587838649749756","0.19587838649749756","0.19587838649749756","0.14571323990821838","0.14571323990821838","0.14571323990821838","0.19474035501480103","0.19474035501480103","0.19474035501480103","0.15918342769145966","0.15918342769145966","0.15918342769145966"
"56","0.05479821190237999","0.05479821190237999","0.05479821190237999","0.09437694400548935","0.09437694400548935","0.09437694400548935","0.3171572685241699","0.3171572685241699","0.3171572685241699","0.3125295639038086","0.3125295639038086","0.3125295639038086","0.04506919905543327","0.04506919905543327","0.04506919905543327","0.04600830376148224","0.04600830376148224","0.04600830376148224","0.3097395598888397","0.3097395598888397","0.3097395598888397","0.32522743940353394","0.32522743940353394","0.32522743940353394","0.19344589114189148","0.19344589114189148","0.19344589114189148","0.1504555344581604","0.1504555344581604","0.1504555344581604","0.20158551633358002","0.20158551633358002","0.20158551633358002","0.11090098321437836","0.11090098321437836","0.11090098321437836"
"58","0.06223607063293457","0.06223607063293457","0.06223607063293457","0.09248446673154831","0.09248446673154831","0.09248446673154831","0.31737637519836426","0.31737637519836426","0.31737637519836426","0.3169845938682556","0.3169845938682556","0.3169845938682556","0.05078145116567612","0.05078145116567612","0.05078145116567612","0.06732451915740967","0.06732451915740967","0.06732451915740967","0.30978500843048096","0.30978500843048096","0.30978500843048096","0.32401901483535767","0.32401901483535767","0.32401901483535767","0.19881793856620789","0.19881793856620789","0.19881793856620789","0.09773578494787216","0.09773578494787216","0.09773578494787216","0.21021100878715515","0.21021100878715515","0.21021100878715515","0.14400675892829895","0.14400675892829895","0.14400675892829895"
"60","0.06948401778936386","0.06948401778936386","0.06948401778936386","0.08914618194103241","0.08914618194103241","0.08914618194103241","0.31735673546791077","0.31735673546791077","0.31735673546791077","0.31773844361305237","0.31773844361305237","0.31773844361305237","0.057351257652044296","0.057351257652044296","0.057351257652044296","0.06381957978010178","0.06381957978010178","0.06381957978010178","0.3145126402378082","0.3145126402378082","0.3145126402378082","0.3276363015174866","0.3276363015174866","0.3276363015174866","0.0007120654918253422","0.0007120654918253422","0.0007120654918253422","0.1376526802778244","0.1376526802778244","0.1376526802778244","0.211345836520195","0.211345836520195","0.211345836520195","0.13597559928894043","0.13597559928894043","0.13597559928894043"
"62","0.0652584657073021","0.0652584657073021","0.0652584657073021","0.11884520947933197","0.11884520947933197","0.11884520947933197","0.31676289439201355","0.31676289439201355","0.31676289439201355","0.3150794208049774","0.3150794208049774","0.3150794208049774","0.06431150436401367","0.06431150436401367","0.06431150436401367","0.06567530333995819","0.06567530333995819","0.06567530333995819","0.315694659948349","0.315694659948349","0.315694659948349","0.3193458318710327","0.3193458318710327","0.3193458318710327","0.22732791304588318","0.22732791304588318","0.22732791304588318","0.15970730781555176","0.15970730781555176","0.15970730781555176","0.21296554803848267","0.21296554803848267","0.21296554803848267","0.158218115568161","0.158218115568161","0.158218115568161"
"64","0.0773908719420433","0.0773908719420433","0.0773908719420433","0.116265669465065","0.116265669465065","0.116265669465065","0.3172406554222107","0.3172406554222107","0.3172406554222107","0.31696799397468567","0.31696799397468567","0.31696799397468567","0.06636594980955124","0.06636594980955124","0.06636594980955124","0.0728735476732254","0.0728735476732254","0.0728735476732254","0.3191682696342468","0.3191682696342468","0.3191682696342468","0.3241172134876251","0.3241172134876251","0.3241172134876251","0.24188530445098877","0.24188530445098877","0.24188530445098877","0.15178903937339783","0.15178903937339783","0.15178903937339783","0.21728157997131348","0.21728157997131348","0.21728157997131348","0.16206017136573792","0.16206017136573792","0.16206017136573792"
"66","0.07173170149326324","0.07173170149326324","0.07173170149326324","0.12620946764945984","0.12620946764945984","0.12620946764945984","0.3173903524875641","0.3173903524875641","0.3173903524875641","0.31858938932418823","0.31858938932418823","0.31858938932418823","0.072178915143013","0.072178915143013","0.072178915143013","0.08896007388830185","0.08896007388830185","0.08896007388830185","0.32470741868019104","0.32470741868019104","0.32470741868019104","0.3185673654079437","0.3185673654079437","0.3185673654079437","0.2356589287519455","0.2356589287519455","0.2356589287519455","0.15242677927017212","0.15242677927017212","0.15242677927017212","0.21409057080745697","0.21409057080745697","0.21409057080745697","0.16865381598472595","0.16865381598472595","0.16865381598472595"
