"Step","VOWELS_VMD_b10_DUAL_bs16 - cross_entropy_positive_s","VOWELS_VMD_b10_DUAL_bs16 - cross_entropy_positive_s__MIN","VOWELS_VMD_b10_DUAL_bs16 - cross_entropy_positive_s__MAX","VOWELS_EMD_b10_DUAL_bs16 - cross_entropy_positive_s","VOWELS_EMD_b10_DUAL_bs16 - cross_entropy_positive_s__MIN","VOWELS_EMD_b10_DUAL_bs16 - cross_entropy_positive_s__MAX","VOWELS_EMD_b0_DUAL_bs16 - cross_entropy_positive_s","VOWELS_EMD_b0_DUAL_bs16 - cross_entropy_positive_s__MIN","VOWELS_EMD_b0_DUAL_bs16 - cross_entropy_positive_s__MAX","VOWELS_VMD_b0_DUAL_bs16 - cross_entropy_positive_s","VOWELS_VMD_b0_DUAL_bs16 - cross_entropy_positive_s__MIN","VOWELS_VMD_b0_DUAL_bs16 - cross_entropy_positive_s__MAX","VOWELS_FILTER_b10_DUAL_bs16 - cross_entropy_positive_s","VOWELS_FILTER_b10_DUAL_bs16 - cross_entropy_positive_s__MIN","VOWELS_FILTER_b10_DUAL_bs16 - cross_entropy_positive_s__MAX","VOWELS_EWT_b10_DUAL_bs16 - cross_entropy_positive_s","VOWELS_EWT_b10_DUAL_bs16 - cross_entropy_positive_s__MIN","VOWELS_EWT_b10_DUAL_bs16 - cross_entropy_positive_s__MAX","VOWELS_EWT_b0_DUAL_bs16 - cross_entropy_positive_s","VOWELS_EWT_b0_DUAL_bs16 - cross_entropy_positive_s__MIN","VOWELS_EWT_b0_DUAL_bs16 - cross_entropy_positive_s__MAX","VOWELS_FILTER_b0_DUAL_bs16 - cross_entropy_positive_s","VOWELS_FILTER_b0_DUAL_bs16 - cross_entropy_positive_s__MIN","VOWELS_FILTER_b0_DUAL_bs16 - cross_entropy_positive_s__MAX","VOWELS_EWT_b1_DUAL_bs16 - cross_entropy_positive_s","VOWELS_EWT_b1_DUAL_bs16 - cross_entropy_positive_s__MIN","VOWELS_EWT_b1_DUAL_bs16 - cross_entropy_positive_s__MAX","VOWELS_EMD_b1_DUAL_bs16 - cross_entropy_positive_s","VOWELS_EMD_b1_DUAL_bs16 - cross_entropy_positive_s__MIN","VOWELS_EMD_b1_DUAL_bs16 - cross_entropy_positive_s__MAX","VOWELS_VMD_b1_DUAL_bs16 - cross_entropy_positive_s","VOWELS_VMD_b1_DUAL_bs16 - cross_entropy_positive_s__MIN","VOWELS_VMD_b1_DUAL_bs16 - cross_entropy_positive_s__MAX","VOWELS_FILTER_b1_DUAL_bs16 - cross_entropy_positive_s","VOWELS_FILTER_b1_DUAL_bs16 - cross_entropy_positive_s__MIN","VOWELS_FILTER_b1_DUAL_bs16 - cross_entropy_positive_s__MAX"
"68","0.2703842520713806","0.2703842520713806","0.2703842520713806","0.39449620246887207","0.39449620246887207","0.39449620246887207","1.1456505060195923","1.1456505060195923","1.1456505060195923","1.1496931314468384","1.1496931314468384","1.1496931314468384","0.2207273691892624","0.2207273691892624","0.2207273691892624","0.32226210832595825","0.32226210832595825","0.32226210832595825","1.1404345035552979","1.1404345035552979","1.1404345035552979","1.1993228197097778","1.1993228197097778","1.1993228197097778","0.9468099474906921","0.9468099474906921","0.9468099474906921","0.5317233800888062","0.5317233800888062","0.5317233800888062","0.8937376737594604","0.8937376737594604","0.8937376737594604","0.5720654726028442","0.5720654726028442","0.5720654726028442"
"70","0.2673357129096985","0.2673357129096985","0.2673357129096985","0.42242231965065","0.42242231965065","0.42242231965065","1.145754098892212","1.145754098892212","1.145754098892212","1.1334106922149658","1.1334106922149658","1.1334106922149658","0.22720661759376526","0.22720661759376526","0.22720661759376526","0.34119170904159546","0.34119170904159546","0.34119170904159546","1.2889180183410645","1.2889180183410645","1.2889180183410645","1.1365584135055542","1.1365584135055542","1.1365584135055542","0.9068230390548706","0.9068230390548706","0.9068230390548706","0.5503984689712524","0.5503984689712524","0.5503984689712524","0.851526141166687","0.851526141166687","0.851526141166687","0.5715177059173584","0.5715177059173584","0.5715177059173584"
"72","0.27510181069374084","0.27510181069374084","0.27510181069374084","0.42549338936805725","0.42549338936805725","0.42549338936805725","1.1463162899017334","1.1463162899017334","1.1463162899017334","1.1440598964691162","1.1440598964691162","1.1440598964691162","0.25150132179260254","0.25150132179260254","0.25150132179260254","0.2607625126838684","0.2607625126838684","0.2607625126838684","1.1447452306747437","1.1447452306747437","1.1447452306747437","1.1894795894622803","1.1894795894622803","1.1894795894622803","0.8298341631889343","0.8298341631889343","0.8298341631889343","0.5369333624839783","0.5369333624839783","0.5369333624839783","0.8685810565948486","0.8685810565948486","0.8685810565948486","0.6363397836685181","0.6363397836685181","0.6363397836685181"
"74","0.28038206696510315","0.28038206696510315","0.28038206696510315","0.44290465116500854","0.44290465116500854","0.44290465116500854","1.1460275650024414","1.1460275650024414","1.1460275650024414","1.1655093431472778","1.1655093431472778","1.1655093431472778","0.2561340928077698","0.2561340928077698","0.2561340928077698","0.38518598675727844","0.38518598675727844","0.38518598675727844","1.1421082019805908","1.1421082019805908","1.1421082019805908","1.1895447969436646","1.1895447969436646","1.1895447969436646","0.8741869926452637","0.8741869926452637","0.8741869926452637","0.5610239505767822","0.5610239505767822","0.5610239505767822","0.9117950797080994","0.9117950797080994","0.9117950797080994","0.6238172054290771","0.6238172054290771","0.6238172054290771"
"76","0.27927669882774353","0.27927669882774353","0.27927669882774353","0.46222999691963196","0.46222999691963196","0.46222999691963196","1.1459660530090332","1.1459660530090332","1.1459660530090332","1.1466375589370728","1.1466375589370728","1.1466375589370728","0.26701250672340393","0.26701250672340393","0.26701250672340393","0.4308597147464752","0.4308597147464752","0.4308597147464752","1.1707110404968262","1.1707110404968262","1.1707110404968262","1.1524772644042969","1.1524772644042969","1.1524772644042969","0.8614488840103149","0.8614488840103149","0.8614488840103149","0.5454138517379761","0.5454138517379761","0.5454138517379761","0.9068189263343811","0.9068189263343811","0.9068189263343811","0.6693514585494995","0.6693514585494995","0.6693514585494995"
"78","0.3139752149581909","0.3139752149581909","0.3139752149581909","0.48084568977355957","0.48084568977355957","0.48084568977355957","1.1462390422821045","1.1462390422821045","1.1462390422821045","1.1447519063949585","1.1447519063949585","1.1447519063949585","0.29617035388946533","0.29617035388946533","0.29617035388946533","0.32958856225013733","0.32958856225013733","0.32958856225013733","1.1671123504638672","1.1671123504638672","1.1671123504638672","1.1697664260864258","1.1697664260864258","1.1697664260864258","0.850448489189148","0.850448489189148","0.850448489189148","0.5354427099227905","0.5354427099227905","0.5354427099227905","0.966361403465271","0.966361403465271","0.966361403465271","0.7346011996269226","0.7346011996269226","0.7346011996269226"
"80","0.29952678084373474","0.29952678084373474","0.29952678084373474","0.37803271412849426","0.37803271412849426","0.37803271412849426","1.1461037397384644","1.1461037397384644","1.1461037397384644","1.1472599506378174","1.1472599506378174","1.1472599506378174","0.28076472878456116","0.28076472878456116","0.28076472878456116","0.4246007800102234","0.4246007800102234","0.4246007800102234","1.1562848091125488","1.1562848091125488","1.1562848091125488","1.1650958061218262","1.1650958061218262","1.1650958061218262","0.8865114450454712","0.8865114450454712","0.8865114450454712","0.5655473470687866","0.5655473470687866","0.5655473470687866","0.9282166361808777","0.9282166361808777","0.9282166361808777","0.7900930643081665","0.7900930643081665","0.7900930643081665"
"82","0.34246835112571716","0.34246835112571716","0.34246835112571716","0.46905702352523804","0.46905702352523804","0.46905702352523804","1.1452300548553467","1.1452300548553467","1.1452300548553467","1.1501002311706543","1.1501002311706543","1.1501002311706543","0.2612990438938141","0.2612990438938141","0.2612990438938141","0.36932969093322754","0.36932969093322754","0.36932969093322754","1.1568471193313599","1.1568471193313599","1.1568471193313599","1.1621267795562744","1.1621267795562744","1.1621267795562744","0.9524945616722107","0.9524945616722107","0.9524945616722107","0.5157299041748047","0.5157299041748047","0.5157299041748047","0.9969132542610168","0.9969132542610168","0.9969132542610168","0.764428973197937","0.764428973197937","0.764428973197937"
"84","0.34397274255752563","0.34397274255752563","0.34397274255752563","0.47825220227241516","0.47825220227241516","0.47825220227241516","1.146462082862854","1.146462082862854","1.146462082862854","1.136344075202942","1.136344075202942","1.136344075202942","0.28168126940727234","0.28168126940727234","0.28168126940727234","0.44900262355804443","0.44900262355804443","0.44900262355804443","1.156626582145691","1.156626582145691","1.156626582145691","1.1796139478683472","1.1796139478683472","1.1796139478683472","0.9548877477645874","0.9548877477645874","0.9548877477645874","0.5659213662147522","0.5659213662147522","0.5659213662147522","0.9800292253494263","0.9800292253494263","0.9800292253494263","0.7826897501945496","0.7826897501945496","0.7826897501945496"
"86","0.33643510937690735","0.33643510937690735","0.33643510937690735","0.40626227855682373","0.40626227855682373","0.40626227855682373","1.146826982498169","1.146826982498169","1.146826982498169","1.1448991298675537","1.1448991298675537","1.1448991298675537","0.30649739503860474","0.30649739503860474","0.30649739503860474","0.46332916617393494","0.46332916617393494","0.46332916617393494","1.1543971300125122","1.1543971300125122","1.1543971300125122","1.149062991142273","1.149062991142273","1.149062991142273","0.862640380859375","0.862640380859375","0.862640380859375","0.632106602191925","0.632106602191925","0.632106602191925","0.9478185176849365","0.9478185176849365","0.9478185176849365","0.782344400882721","0.782344400882721","0.782344400882721"
"88","0.3694742023944855","0.3694742023944855","0.3694742023944855","0.4203609824180603","0.4203609824180603","0.4203609824180603","1.1457667350769043","1.1457667350769043","1.1457667350769043","1.148771047592163","1.148771047592163","1.148771047592163","0.2645736634731293","0.2645736634731293","0.2645736634731293","0.36430999636650085","0.36430999636650085","0.36430999636650085","1.1621487140655518","1.1621487140655518","1.1621487140655518","1.278243064880371","1.278243064880371","1.278243064880371","0.9131611585617065","0.9131611585617065","0.9131611585617065","0.6343100070953369","0.6343100070953369","0.6343100070953369","1.0518440008163452","1.0518440008163452","1.0518440008163452","0.7748046517372131","0.7748046517372131","0.7748046517372131"
"90","0.3819137513637543","0.3819137513637543","0.3819137513637543","0.43202534317970276","0.43202534317970276","0.43202534317970276","1.1458725929260254","1.1458725929260254","1.1458725929260254","1.132242202758789","1.132242202758789","1.132242202758789","0.3210284411907196","0.3210284411907196","0.3210284411907196","0.39350903034210205","0.39350903034210205","0.39350903034210205","1.142033338546753","1.142033338546753","1.142033338546753","1.1679035425186157","1.1679035425186157","1.1679035425186157","0.8754169940948486","0.8754169940948486","0.8754169940948486","0.7100932598114014","0.7100932598114014","0.7100932598114014","1.055964708328247","1.055964708328247","1.055964708328247","0.8781079053878784","0.8781079053878784","0.8781079053878784"
"92","0.3660869896411896","0.3660869896411896","0.3660869896411896","0.4530870020389557","0.4530870020389557","0.4530870020389557","1.1467517614364624","1.1467517614364624","1.1467517614364624","1.1459133625030518","1.1459133625030518","1.1459133625030518","0.31607142090797424","0.31607142090797424","0.31607142090797424","0.4455314576625824","0.4455314576625824","0.4455314576625824","1.1923567056655884","1.1923567056655884","1.1923567056655884","1.208540439605713","1.208540439605713","1.208540439605713","0.8542196154594421","0.8542196154594421","0.8542196154594421","0.7487282156944275","0.7487282156944275","0.7487282156944275","1.0494011640548706","1.0494011640548706","1.0494011640548706","0.8968271017074585","0.8968271017074585","0.8968271017074585"
"94","0.361244797706604","0.361244797706604","0.361244797706604","0.4383043944835663","0.4383043944835663","0.4383043944835663","1.1453202962875366","1.1453202962875366","1.1453202962875366","1.1493502855300903","1.1493502855300903","1.1493502855300903","0.3043254613876343","0.3043254613876343","0.3043254613876343","0.36162444949150085","0.36162444949150085","0.36162444949150085","1.1783503293991089","1.1783503293991089","1.1783503293991089","1.1613574028015137","1.1613574028015137","1.1613574028015137","0.9869073629379272","0.9869073629379272","0.9869073629379272","0.7980667948722839","0.7980667948722839","0.7980667948722839","0.9941663146018982","0.9941663146018982","0.9941663146018982","0.8988777995109558","0.8988777995109558","0.8988777995109558"
"96","0.40481677651405334","0.40481677651405334","0.40481677651405334","0.43388888239860535","0.43388888239860535","0.43388888239860535","1.14743971824646","1.14743971824646","1.14743971824646","1.156977653503418","1.156977653503418","1.156977653503418","0.3235189914703369","0.3235189914703369","0.3235189914703369","0.4224117398262024","0.4224117398262024","0.4224117398262024","1.1398851871490479","1.1398851871490479","1.1398851871490479","1.1560063362121582","1.1560063362121582","1.1560063362121582","0.9074856638908386","0.9074856638908386","0.9074856638908386","0.9175352454185486","0.9175352454185486","0.9175352454185486","1.0714330673217773","1.0714330673217773","1.0714330673217773","0.8840886354446411","0.8840886354446411","0.8840886354446411"
"98","0.4134324789047241","0.4134324789047241","0.4134324789047241","0.36834174394607544","0.36834174394607544","0.36834174394607544","1.1468902826309204","1.1468902826309204","1.1468902826309204","1.1460700035095215","1.1460700035095215","1.1460700035095215","0.37425804138183594","0.37425804138183594","0.37425804138183594","0.43825313448905945","0.43825313448905945","0.43825313448905945","1.1660140752792358","1.1660140752792358","1.1660140752792358","1.1854504346847534","1.1854504346847534","1.1854504346847534","0.9466888904571533","0.9466888904571533","0.9466888904571533","1.010644555091858","1.010644555091858","1.010644555091858","1.0814722776412964","1.0814722776412964","1.0814722776412964","0.9216423630714417","0.9216423630714417","0.9216423630714417"
"100","0.414975106716156","0.414975106716156","0.414975106716156","0.4571206271648407","0.4571206271648407","0.4571206271648407","1.1470856666564941","1.1470856666564941","1.1470856666564941","1.149415373802185","1.149415373802185","1.149415373802185","0.3384956121444702","0.3384956121444702","0.3384956121444702","0.42419639229774475","0.42419639229774475","0.42419639229774475","1.147716999053955","1.147716999053955","1.147716999053955","1.1632349491119385","1.1632349491119385","1.1632349491119385","0.8999267816543579","0.8999267816543579","0.8999267816543579","0.9525437355041504","0.9525437355041504","0.9525437355041504","1.0546075105667114","1.0546075105667114","1.0546075105667114","0.8533623814582825","0.8533623814582825","0.8533623814582825"
"102","0.427645206451416","0.427645206451416","0.427645206451416","0.4323301613330841","0.4323301613330841","0.4323301613330841","1.1470880508422852","1.1470880508422852","1.1470880508422852","1.1466684341430664","1.1466684341430664","1.1466684341430664","0.3482173979282379","0.3482173979282379","0.3482173979282379","0.42246708273887634","0.42246708273887634","0.42246708273887634","1.1478745937347412","1.1478745937347412","1.1478745937347412","1.1938680410385132","1.1938680410385132","1.1938680410385132","0.9225208759307861","0.9225208759307861","0.9225208759307861","1.0178512334823608","1.0178512334823608","1.0178512334823608","1.0619158744812012","1.0619158744812012","1.0619158744812012","0.885838508605957","0.885838508605957","0.885838508605957"
"104","0.41338926553726196","0.41338926553726196","0.41338926553726196","0.44387489557266235","0.44387489557266235","0.44387489557266235","1.147078514099121","1.147078514099121","1.147078514099121","1.1373891830444336","1.1373891830444336","1.1373891830444336","0.3441481292247772","0.3441481292247772","0.3441481292247772","0.4195277988910675","0.4195277988910675","0.4195277988910675","1.1377923488616943","1.1377923488616943","1.1377923488616943","1.1899685859680176","1.1899685859680176","1.1899685859680176","0.923240065574646","0.923240065574646","0.923240065574646","1.0310513973236084","1.0310513973236084","1.0310513973236084","0.9822589159011841","0.9822589159011841","0.9822589159011841","0.8047682046890259","0.8047682046890259","0.8047682046890259"
"106","0.4516502916812897","0.4516502916812897","0.4516502916812897","0.4522073566913605","0.4522073566913605","0.4522073566913605","1.1473567485809326","1.1473567485809326","1.1473567485809326","1.1488524675369263","1.1488524675369263","1.1488524675369263","0.38156771659851074","0.38156771659851074","0.38156771659851074","0.4267231523990631","0.4267231523990631","0.4267231523990631","1.138014316558838","1.138014316558838","1.138014316558838","1.1914808750152588","1.1914808750152588","1.1914808750152588","0.9346500039100647","0.9346500039100647","0.9346500039100647","1.0469903945922852","1.0469903945922852","1.0469903945922852","1.0146369934082031","1.0146369934082031","1.0146369934082031","0.8087509870529175","0.8087509870529175","0.8087509870529175"
"108","0.38939642906188965","0.38939642906188965","0.38939642906188965","0.47422558069229126","0.47422558069229126","0.47422558069229126","1.1473970413208008","1.1473970413208008","1.1473970413208008","1.1447961330413818","1.1447961330413818","1.1447961330413818","0.3559126853942871","0.3559126853942871","0.3559126853942871","0.37001219391822815","0.37001219391822815","0.37001219391822815","1.1534042358398438","1.1534042358398438","1.1534042358398438","1.1471165418624878","1.1471165418624878","1.1471165418624878","0.9717415571212769","0.9717415571212769","0.9717415571212769","1.0624605417251587","1.0624605417251587","1.0624605417251587","0.9820010662078857","0.9820010662078857","0.9820010662078857","0.800074577331543","0.800074577331543","0.800074577331543"
"110","0.4598039984703064","0.4598039984703064","0.4598039984703064","0.46199333667755127","0.46199333667755127","0.46199333667755127","1.1472097635269165","1.1472097635269165","1.1472097635269165","1.1497021913528442","1.1497021913528442","1.1497021913528442","0.3682892918586731","0.3682892918586731","0.3682892918586731","0.4088817238807678","0.4088817238807678","0.4088817238807678","1.1595062017440796","1.1595062017440796","1.1595062017440796","1.1809883117675781","1.1809883117675781","1.1809883117675781","0.940346360206604","0.940346360206604","0.940346360206604","1.0360819101333618","1.0360819101333618","1.0360819101333618","1.037065029144287","1.037065029144287","1.037065029144287","0.9183679819107056","0.9183679819107056","0.9183679819107056"
"112","0.4544544816017151","0.4544544816017151","0.4544544816017151","0.44960829615592957","0.44960829615592957","0.44960829615592957","1.147404432296753","1.147404432296753","1.147404432296753","1.1478842496871948","1.1478842496871948","1.1478842496871948","0.34663107991218567","0.34663107991218567","0.34663107991218567","0.40275755524635315","0.40275755524635315","0.40275755524635315","1.140267252922058","1.140267252922058","1.140267252922058","1.2066915035247803","1.2066915035247803","1.2066915035247803","0.9530178308486938","0.9530178308486938","0.9530178308486938","1.0713297128677368","1.0713297128677368","1.0713297128677368","0.9716297388076782","0.9716297388076782","0.9716297388076782","0.8433223962783813","0.8433223962783813","0.8433223962783813"
"114","0.46583089232444763","0.46583089232444763","0.46583089232444763","0.455387681722641","0.455387681722641","0.455387681722641","1.1472752094268799","1.1472752094268799","1.1472752094268799","1.1416351795196533","1.1416351795196533","1.1416351795196533","0.3859928846359253","0.3859928846359253","0.3859928846359253","0.4501510262489319","0.4501510262489319","0.4501510262489319","1.1612101793289185","1.1612101793289185","1.1612101793289185","1.1469056606292725","1.1469056606292725","1.1469056606292725","0.9719650745391846","0.9719650745391846","0.9719650745391846","1.0635788440704346","1.0635788440704346","1.0635788440704346","0.958299458026886","0.958299458026886","0.958299458026886","0.8516244888305664","0.8516244888305664","0.8516244888305664"
"116","0.43694832921028137","0.43694832921028137","0.43694832921028137","0.46948879957199097","0.46948879957199097","0.46948879957199097","1.147227168083191","1.147227168083191","1.147227168083191","1.1382176876068115","1.1382176876068115","1.1382176876068115","0.39591124653816223","0.39591124653816223","0.39591124653816223","0.44099363684654236","0.44099363684654236","0.44099363684654236","1.157378911972046","1.157378911972046","1.157378911972046","1.196480631828308","1.196480631828308","1.196480631828308","0.9500077962875366","0.9500077962875366","0.9500077962875366","1.085228443145752","1.085228443145752","1.085228443145752","0.8646476864814758","0.8646476864814758","0.8646476864814758","0.8202369213104248","0.8202369213104248","0.8202369213104248"
"118","0.479369580745697","0.479369580745697","0.479369580745697","0.48028823733329773","0.48028823733329773","0.48028823733329773","1.147089958190918","1.147089958190918","1.147089958190918","1.1484711170196533","1.1484711170196533","1.1484711170196533","0.39894527196884155","0.39894527196884155","0.39894527196884155","0.4450909197330475","0.4450909197330475","0.4450909197330475","1.1450188159942627","1.1450188159942627","1.1450188159942627","1.1710398197174072","1.1710398197174072","1.1710398197174072","0.9576375484466553","0.9576375484466553","0.9576375484466553","1.0108050107955933","1.0108050107955933","1.0108050107955933","0.8861711621284485","0.8861711621284485","0.8861711621284485","0.9764645099639893","0.9764645099639893","0.9764645099639893"
"120","0.5037222504615784","0.5037222504615784","0.5037222504615784","0.4945679306983948","0.4945679306983948","0.4945679306983948","1.1471667289733887","1.1471667289733887","1.1471667289733887","1.1471927165985107","1.1471927165985107","1.1471927165985107","0.42796188592910767","0.42796188592910767","0.42796188592910767","0.43130671977996826","0.43130671977996826","0.43130671977996826","1.149233102798462","1.149233102798462","1.149233102798462","1.178999423980713","1.178999423980713","1.178999423980713","0.9647720456123352","0.9647720456123352","0.9647720456123352","1.0285935401916504","1.0285935401916504","1.0285935401916504","0.945116400718689","0.945116400718689","0.945116400718689","0.9283370971679688","0.9283370971679688","0.9283370971679688"
"122","0.47251707315444946","0.47251707315444946","0.47251707315444946","0.46736273169517517","0.46736273169517517","0.46736273169517517","1.1474111080169678","1.1474111080169678","1.1474111080169678","1.1482744216918945","1.1482744216918945","1.1482744216918945","0.34465885162353516","0.34465885162353516","0.34465885162353516","0.4503198266029358","0.4503198266029358","0.4503198266029358","1.149085283279419","1.149085283279419","1.149085283279419","1.1793413162231445","1.1793413162231445","1.1793413162231445","0.957735538482666","0.957735538482666","0.957735538482666","1.0674177408218384","1.0674177408218384","1.0674177408218384","0.8926742672920227","0.8926742672920227","0.8926742672920227","0.8155369758605957","0.8155369758605957","0.8155369758605957"
"124","0.5191940665245056","0.5191940665245056","0.5191940665245056","0.4894428551197052","0.4894428551197052","0.4894428551197052","1.1473501920700073","1.1473501920700073","1.1473501920700073","1.1892504692077637","1.1892504692077637","1.1892504692077637","0.4193877577781677","0.4193877577781677","0.4193877577781677","0.4587284028530121","0.4587284028530121","0.4587284028530121","1.1515616178512573","1.1515616178512573","1.1515616178512573","1.1672110557556152","1.1672110557556152","1.1672110557556152","1.010563611984253","1.010563611984253","1.010563611984253","1.070436716079712","1.070436716079712","1.070436716079712","0.9198406934738159","0.9198406934738159","0.9198406934738159","0.9170985817909241","0.9170985817909241","0.9170985817909241"
"126","0.5213320851325989","0.5213320851325989","0.5213320851325989","0.495144784450531","0.495144784450531","0.495144784450531","1.1473209857940674","1.1473209857940674","1.1473209857940674","1.148362636566162","1.148362636566162","1.148362636566162","0.38451507687568665","0.38451507687568665","0.38451507687568665","0.46282508969306946","0.46282508969306946","0.46282508969306946","1.1303284168243408","1.1303284168243408","1.1303284168243408","1.1623157262802124","1.1623157262802124","1.1623157262802124","0.9877187609672546","0.9877187609672546","0.9877187609672546","1.0274680852890015","1.0274680852890015","1.0274680852890015","0.9246110916137695","0.9246110916137695","0.9246110916137695","0.9292263388633728","0.9292263388633728","0.9292263388633728"
"128","0.5457862019538879","0.5457862019538879","0.5457862019538879","0.4588729739189148","0.4588729739189148","0.4588729739189148","1.1474976539611816","1.1474976539611816","1.1474976539611816","1.1475101709365845","1.1475101709365845","1.1475101709365845","0.4129328727722168","0.4129328727722168","0.4129328727722168","0.477019339799881","0.477019339799881","0.477019339799881","1.1491457223892212","1.1491457223892212","1.1491457223892212","1.1403391361236572","1.1403391361236572","1.1403391361236572","0.9878283739089966","0.9878283739089966","0.9878283739089966","1.0671570301055908","1.0671570301055908","1.0671570301055908","0.8966095447540283","0.8966095447540283","0.8966095447540283","0.9194645285606384","0.9194645285606384","0.9194645285606384"
"130","0.5740050673484802","0.5740050673484802","0.5740050673484802","0.48127803206443787","0.48127803206443787","0.48127803206443787","1.1475768089294434","1.1475768089294434","1.1475768089294434","1.1485917568206787","1.1485917568206787","1.1485917568206787","0.43548184633255005","0.43548184633255005","0.43548184633255005","0.4843977689743042","0.4843977689743042","0.4843977689743042","1.1730256080627441","1.1730256080627441","1.1730256080627441","1.184094786643982","1.184094786643982","1.184094786643982","0.9946837425231934","0.9946837425231934","0.9946837425231934","1.036480188369751","1.036480188369751","1.036480188369751","0.9596084356307983","0.9596084356307983","0.9596084356307983","0.9358627796173096","0.9358627796173096","0.9358627796173096"
"132","0.5209784507751465","0.5209784507751465","0.5209784507751465","0.4911625385284424","0.4911625385284424","0.4911625385284424","1.1477186679840088","1.1477186679840088","1.1477186679840088","1.147925615310669","1.147925615310669","1.147925615310669","0.41654518246650696","0.41654518246650696","0.41654518246650696","0.511603593826294","0.511603593826294","0.511603593826294","1.1498634815216064","1.1498634815216064","1.1498634815216064","1.1747645139694214","1.1747645139694214","1.1747645139694214","1.015798807144165","1.015798807144165","1.015798807144165","0.9980019330978394","0.9980019330978394","0.9980019330978394","0.9588829278945923","0.9588829278945923","0.9588829278945923","0.9180888533592224","0.9180888533592224","0.9180888533592224"
"134","0.5499383807182312","0.5499383807182312","0.5499383807182312","0.508945882320404","0.508945882320404","0.508945882320404","1.1474575996398926","1.1474575996398926","1.1474575996398926","1.147641658782959","1.147641658782959","1.147641658782959","0.40935152769088745","0.40935152769088745","0.40935152769088745","0.5166506171226501","0.5166506171226501","0.5166506171226501","1.1485183238983154","1.1485183238983154","1.1485183238983154","1.1614365577697754","1.1614365577697754","1.1614365577697754","1.0024878978729248","1.0024878978729248","1.0024878978729248","1.034437894821167","1.034437894821167","1.034437894821167","0.9534159898757935","0.9534159898757935","0.9534159898757935","0.9431968927383423","0.9431968927383423","0.9431968927383423"
"136","0.5851942896842957","0.5851942896842957","0.5851942896842957","0.5057042241096497","0.5057042241096497","0.5057042241096497","1.147728443145752","1.147728443145752","1.147728443145752","1.1488101482391357","1.1488101482391357","1.1488101482391357","0.4402274489402771","0.4402274489402771","0.4402274489402771","0.5017277598381042","0.5017277598381042","0.5017277598381042","1.163368582725525","1.163368582725525","1.163368582725525","1.1644880771636963","1.1644880771636963","1.1644880771636963","1.0279266834259033","1.0279266834259033","1.0279266834259033","1.0331642627716064","1.0331642627716064","1.0331642627716064","0.9662238359451294","0.9662238359451294","0.9662238359451294","0.9502896666526794","0.9502896666526794","0.9502896666526794"
"138","0.6002593040466309","0.6002593040466309","0.6002593040466309","0.5119959115982056","0.5119959115982056","0.5119959115982056","1.1475080251693726","1.1475080251693726","1.1475080251693726","1.1461596488952637","1.1461596488952637","1.1461596488952637","0.4345926344394684","0.4345926344394684","0.4345926344394684","0.5320096015930176","0.5320096015930176","0.5320096015930176","1.1387872695922852","1.1387872695922852","1.1387872695922852","1.1678268909454346","1.1678268909454346","1.1678268909454346","0.9997881650924683","0.9997881650924683","0.9997881650924683","1.0275307893753052","1.0275307893753052","1.0275307893753052","0.9461758732795715","0.9461758732795715","0.9461758732795715","0.945987343788147","0.945987343788147","0.945987343788147"
"140","0.5632802248001099","0.5632802248001099","0.5632802248001099","0.5044320225715637","0.5044320225715637","0.5044320225715637","1.1478188037872314","1.1478188037872314","1.1478188037872314","1.1471247673034668","1.1471247673034668","1.1471247673034668","0.46168094873428345","0.46168094873428345","0.46168094873428345","0.505561113357544","0.505561113357544","0.505561113357544","1.1494733095169067","1.1494733095169067","1.1494733095169067","1.1645512580871582","1.1645512580871582","1.1645512580871582","1.0207592248916626","1.0207592248916626","1.0207592248916626","1.045820951461792","1.045820951461792","1.045820951461792","0.9790712594985962","0.9790712594985962","0.9790712594985962","0.9350025653839111","0.9350025653839111","0.9350025653839111"
"142","0.5897518396377563","0.5897518396377563","0.5897518396377563","0.5160860419273376","0.5160860419273376","0.5160860419273376","1.1473498344421387","1.1473498344421387","1.1473498344421387","1.1481304168701172","1.1481304168701172","1.1481304168701172","0.43937164545059204","0.43937164545059204","0.43937164545059204","0.5109472870826721","0.5109472870826721","0.5109472870826721","1.1411548852920532","1.1411548852920532","1.1411548852920532","1.1776325702667236","1.1776325702667236","1.1776325702667236","1.0214216709136963","1.0214216709136963","1.0214216709136963","1.03678560256958","1.03678560256958","1.03678560256958","0.9888744950294495","0.9888744950294495","0.9888744950294495","0.9681419134140015","0.9681419134140015","0.9681419134140015"
"144","0.5763900876045227","0.5763900876045227","0.5763900876045227","0.5160402655601501","0.5160402655601501","0.5160402655601501","1.147682785987854","1.147682785987854","1.147682785987854","1.1488449573516846","1.1488449573516846","1.1488449573516846","0.4444761872291565","0.4444761872291565","0.4444761872291565","0.5298230648040771","0.5298230648040771","0.5298230648040771","1.1552376747131348","1.1552376747131348","1.1552376747131348","1.1785354614257812","1.1785354614257812","1.1785354614257812","1.0129015445709229","1.0129015445709229","1.0129015445709229","1.0221260786056519","1.0221260786056519","1.0221260786056519","0.9777677059173584","0.9777677059173584","0.9777677059173584","0.9712441563606262","0.9712441563606262","0.9712441563606262"
