"Step","VOWELS_VMD_b10_DUAL_bs16 - cross_entropy_positive_s","VOWELS_VMD_b10_DUAL_bs16 - cross_entropy_positive_s__MIN","VOWELS_VMD_b10_DUAL_bs16 - cross_entropy_positive_s__MAX","VOWELS_EMD_b10_DUAL_bs16 - cross_entropy_positive_s","VOWELS_EMD_b10_DUAL_bs16 - cross_entropy_positive_s__MIN","VOWELS_EMD_b10_DUAL_bs16 - cross_entropy_positive_s__MAX","VOWELS_EMD_b0_DUAL_bs16 - cross_entropy_positive_s","VOWELS_EMD_b0_DUAL_bs16 - cross_entropy_positive_s__MIN","VOWELS_EMD_b0_DUAL_bs16 - cross_entropy_positive_s__MAX","VOWELS_VMD_b0_DUAL_bs16 - cross_entropy_positive_s","VOWELS_VMD_b0_DUAL_bs16 - cross_entropy_positive_s__MIN","VOWELS_VMD_b0_DUAL_bs16 - cross_entropy_positive_s__MAX","VOWELS_FILTER_b10_DUAL_bs16 - cross_entropy_positive_s","VOWELS_FILTER_b10_DUAL_bs16 - cross_entropy_positive_s__MIN","VOWELS_FILTER_b10_DUAL_bs16 - cross_entropy_positive_s__MAX","VOWELS_EWT_b10_DUAL_bs16 - cross_entropy_positive_s","VOWELS_EWT_b10_DUAL_bs16 - cross_entropy_positive_s__MIN","VOWELS_EWT_b10_DUAL_bs16 - cross_entropy_positive_s__MAX","VOWELS_EWT_b0_DUAL_bs16 - cross_entropy_positive_s","VOWELS_EWT_b0_DUAL_bs16 - cross_entropy_positive_s__MIN","VOWELS_EWT_b0_DUAL_bs16 - cross_entropy_positive_s__MAX","VOWELS_FILTER_b0_DUAL_bs16 - cross_entropy_positive_s","VOWELS_FILTER_b0_DUAL_bs16 - cross_entropy_positive_s__MIN","VOWELS_FILTER_b0_DUAL_bs16 - cross_entropy_positive_s__MAX","VOWELS_EWT_b1_DUAL_bs16 - cross_entropy_positive_s","VOWELS_EWT_b1_DUAL_bs16 - cross_entropy_positive_s__MIN","VOWELS_EWT_b1_DUAL_bs16 - cross_entropy_positive_s__MAX","VOWELS_EMD_b1_DUAL_bs16 - cross_entropy_positive_s","VOWELS_EMD_b1_DUAL_bs16 - cross_entropy_positive_s__MIN","VOWELS_EMD_b1_DUAL_bs16 - cross_entropy_positive_s__MAX","VOWELS_VMD_b1_DUAL_bs16 - cross_entropy_positive_s","VOWELS_VMD_b1_DUAL_bs16 - cross_entropy_positive_s__MIN","VOWELS_VMD_b1_DUAL_bs16 - cross_entropy_positive_s__MAX","VOWELS_FILTER_b1_DUAL_bs16 - cross_entropy_positive_s","VOWELS_FILTER_b1_DUAL_bs16 - cross_entropy_positive_s__MIN","VOWELS_FILTER_b1_DUAL_bs16 - cross_entropy_positive_s__MAX"
"20","0.00033817411167547107","0.00033817411167547107","0.00033817411167547107","0.0003062248579226434","0.0003062248579226434","0.0003062248579226434","1.1325969696044922","1.1325969696044922","1.1325969696044922","1.069239854812622","1.069239854812622","1.069239854812622","0.00023484299890697002","0.00023484299890697002","0.00023484299890697002","0.0016864166827872396","0.0016864166827872396","0.0016864166827872396","1.1677263975143433","1.1677263975143433","1.1677263975143433","1.1829617023468018","1.1829617023468018","1.1829617023468018","0.4438978433609009","0.4438978433609009","0.4438978433609009","0.26124370098114014","0.26124370098114014","0.26124370098114014","0.26506203413009644","0.26506203413009644","0.26506203413009644","0.18122337758541107","0.18122337758541107","0.18122337758541107"
"22","0.0005053294007666409","0.0005053294007666409","0.0005053294007666409","0.0004061092040501535","0.0004061092040501535","0.0004061092040501535","1.1361610889434814","1.1361610889434814","1.1361610889434814","1.1534221172332764","1.1534221172332764","1.1534221172332764","0.0003004879108630121","0.0003004879108630121","0.0003004879108630121","0.0022436468861997128","0.0022436468861997128","0.0022436468861997128","1.1532593965530396","1.1532593965530396","1.1532593965530396","1.163611650466919","1.163611650466919","1.163611650466919","0.5490391254425049","0.5490391254425049","0.5490391254425049","0.3426723778247833","0.3426723778247833","0.3426723778247833","0.40966618061065674","0.40966618061065674","0.40966618061065674","0.2482590228319168","0.2482590228319168","0.2482590228319168"
"24","0.0008378735510632396","0.0008378735510632396","0.0008378735510632396","0.0006369833135977387","0.0006369833135977387","0.0006369833135977387","1.1395338773727417","1.1395338773727417","1.1395338773727417","1.1566441059112549","1.1566441059112549","1.1566441059112549","0.0004969626897946","0.0004969626897946","0.0004969626897946","0.0028520640917122364","0.0028520640917122364","0.0028520640917122364","1.1882100105285645","1.1882100105285645","1.1882100105285645","1.1426023244857788","1.1426023244857788","1.1426023244857788","0.6229749321937561","0.6229749321937561","0.6229749321937561","0.3931487202644348","0.3931487202644348","0.3931487202644348","0.4718402624130249","0.4718402624130249","0.4718402624130249","0.344735324382782","0.344735324382782","0.344735324382782"
"26","0.0014445142587646842","0.0014445142587646842","0.0014445142587646842","0.0011675604619085789","0.0011675604619085789","0.0011675604619085789","1.140676498413086","1.140676498413086","1.140676498413086","1.16481351852417","1.16481351852417","1.16481351852417","0.0008730108384042978","0.0008730108384042978","0.0008730108384042978","0.003895364934578538","0.003895364934578538","0.003895364934578538","1.198275089263916","1.198275089263916","1.198275089263916","1.13767671585083","1.13767671585083","1.13767671585083","0.724352240562439","0.724352240562439","0.724352240562439","0.4208125174045563","0.4208125174045563","0.4208125174045563","0.4766845107078552","0.4766845107078552","0.4766845107078552","0.3857741355895996","0.3857741355895996","0.3857741355895996"
"28","0.002470436505973339","0.002470436505973339","0.002470436505973339","0.0026883818209171295","0.0026883818209171295","0.0026883818209171295","1.1399221420288086","1.1399221420288086","1.1399221420288086","1.1289308071136475","1.1289308071136475","1.1289308071136475","0.0012026275508105755","0.0012026275508105755","0.0012026275508105755","0.0054389722645282745","0.0054389722645282745","0.0054389722645282745","1.1283433437347412","1.1283433437347412","1.1283433437347412","1.177767038345337","1.177767038345337","1.177767038345337","0.7819135189056396","0.7819135189056396","0.7819135189056396","0.5115535855293274","0.5115535855293274","0.5115535855293274","0.4455256462097168","0.4455256462097168","0.4455256462097168","0.36062729358673096","0.36062729358673096","0.36062729358673096"
"30","0.004443053621798754","0.004443053621798754","0.004443053621798754","0.005100875161588192","0.005100875161588192","0.005100875161588192","1.1418507099151611","1.1418507099151611","1.1418507099151611","1.1496005058288574","1.1496005058288574","1.1496005058288574","0.002342750085517764","0.002342750085517764","0.002342750085517764","0.006477386225014925","0.006477386225014925","0.006477386225014925","1.156042218208313","1.156042218208313","1.156042218208313","1.144707202911377","1.144707202911377","1.144707202911377","0.8062320351600647","0.8062320351600647","0.8062320351600647","0.5158833861351013","0.5158833861351013","0.5158833861351013","0.45883533358573914","0.45883533358573914","0.45883533358573914","0.4061136543750763","0.4061136543750763","0.4061136543750763"
"32","0.0073093632236123085","0.0073093632236123085","0.0073093632236123085","0.010289693251252174","0.010289693251252174","0.010289693251252174","1.1449518203735352","1.1449518203735352","1.1449518203735352","1.1124584674835205","1.1124584674835205","1.1124584674835205","0.00451896945014596","0.00451896945014596","0.00451896945014596","0.009733431972563267","0.009733431972563267","0.009733431972563267","1.152193307876587","1.152193307876587","1.152193307876587","1.1758792400360107","1.1758792400360107","1.1758792400360107","0.8219220638275146","0.8219220638275146","0.8219220638275146","0.5416020750999451","0.5416020750999451","0.5416020750999451","0.39909589290618896","0.39909589290618896","0.39909589290618896","0.4404281973838806","0.4404281973838806","0.4404281973838806"
"34","0.013688239268958569","0.013688239268958569","0.013688239268958569","0.015095574781298637","0.015095574781298637","0.015095574781298637","1.1418898105621338","1.1418898105621338","1.1418898105621338","1.1571381092071533","1.1571381092071533","1.1571381092071533","0.0111162681132555","0.0111162681132555","0.0111162681132555","0.011203207075595856","0.011203207075595856","0.011203207075595856","1.1637321710586548","1.1637321710586548","1.1637321710586548","1.1758694648742676","1.1758694648742676","1.1758694648742676","0.8277381062507629","0.8277381062507629","0.8277381062507629","0.4934530556201935","0.4934530556201935","0.4934530556201935","0.5006451606750488","0.5006451606750488","0.5006451606750488","0.452740341424942","0.452740341424942","0.452740341424942"
"36","0.019063301384449005","0.019063301384449005","0.019063301384449005","0.02670959010720253","0.02670959010720253","0.02670959010720253","1.1427421569824219","1.1427421569824219","1.1427421569824219","1.145177960395813","1.145177960395813","1.145177960395813","0.013583878986537457","0.013583878986537457","0.013583878986537457","0.015672583132982254","0.015672583132982254","0.015672583132982254","1.093860387802124","1.093860387802124","1.093860387802124","1.1407957077026367","1.1407957077026367","1.1407957077026367","0.8474955558776855","0.8474955558776855","0.8474955558776855","0.5524638295173645","0.5524638295173645","0.5524638295173645","0.4823582172393799","0.4823582172393799","0.4823582172393799","0.42131495475769043","0.42131495475769043","0.42131495475769043"
"38","0.029669512063264847","0.029669512063264847","0.029669512063264847","0.03616422414779663","0.03616422414779663","0.03616422414779663","1.1440033912658691","1.1440033912658691","1.1440033912658691","1.1548608541488647","1.1548608541488647","1.1548608541488647","0.016993515193462372","0.016993515193462372","0.016993515193462372","0.018919484689831734","0.018919484689831734","0.018919484689831734","1.1452946662902832","1.1452946662902832","1.1452946662902832","1.2074182033538818","1.2074182033538818","1.2074182033538818","0.9331960678100586","0.9331960678100586","0.9331960678100586","0.5599579215049744","0.5599579215049744","0.5599579215049744","0.5396898984909058","0.5396898984909058","0.5396898984909058","0.43825796246528625","0.43825796246528625","0.43825796246528625"
"40","0.037121329456567764","0.037121329456567764","0.037121329456567764","0.06067729741334915","0.06067729741334915","0.06067729741334915","1.143951416015625","1.143951416015625","1.143951416015625","1.168947696685791","1.168947696685791","1.168947696685791","0.024231577292084694","0.024231577292084694","0.024231577292084694","0.026670273393392563","0.026670273393392563","0.026670273393392563","1.1982909440994263","1.1982909440994263","1.1982909440994263","1.153785228729248","1.153785228729248","1.153785228729248","0.8321754932403564","0.8321754932403564","0.8321754932403564","0.5837098360061646","0.5837098360061646","0.5837098360061646","0.5392743349075317","0.5392743349075317","0.5392743349075317","0.4448642134666443","0.4448642134666443","0.4448642134666443"
"42","0.05711304023861885","0.05711304023861885","0.05711304023861885","0.0889057070016861","0.0889057070016861","0.0889057070016861","1.1451560258865356","1.1451560258865356","1.1451560258865356","1.1308220624923706","1.1308220624923706","1.1308220624923706","0.04565437510609627","0.04565437510609627","0.04565437510609627","0.039488233625888824","0.039488233625888824","0.039488233625888824","1.1331558227539062","1.1331558227539062","1.1331558227539062","1.151199221611023","1.151199221611023","1.151199221611023","0.7628207206726074","0.7628207206726074","0.7628207206726074","0.7420930862426758","0.7420930862426758","0.7420930862426758","0.525240957736969","0.525240957736969","0.525240957736969","0.46920645236968994","0.46920645236968994","0.46920645236968994"
"44","0.08165451884269714","0.08165451884269714","0.08165451884269714","0.1144740879535675","0.1144740879535675","0.1144740879535675","1.1442276239395142","1.1442276239395142","1.1442276239395142","1.2253739833831787","1.2253739833831787","1.2253739833831787","0.0616060346364975","0.0616060346364975","0.0616060346364975","0.056489553302526474","0.056489553302526474","0.056489553302526474","1.1381968259811401","1.1381968259811401","1.1381968259811401","1.141767978668213","1.141767978668213","1.141767978668213","0.7490023970603943","0.7490023970603943","0.7490023970603943","0.5689512491226196","0.5689512491226196","0.5689512491226196","0.5725061297416687","0.5725061297416687","0.5725061297416687","0.46991705894470215","0.46991705894470215","0.46991705894470215"
"46","0.08908494561910629","0.08908494561910629","0.08908494561910629","0.133256733417511","0.133256733417511","0.133256733417511","1.1448462009429932","1.1448462009429932","1.1448462009429932","1.1364648342132568","1.1364648342132568","1.1364648342132568","0.07646112889051437","0.07646112889051437","0.07646112889051437","0.07157135009765625","0.07157135009765625","0.07157135009765625","1.142462968826294","1.142462968826294","1.142462968826294","1.1489841938018799","1.1489841938018799","1.1489841938018799","0.7193461656570435","0.7193461656570435","0.7193461656570435","0.5477670431137085","0.5477670431137085","0.5477670431137085","0.6032686829566956","0.6032686829566956","0.6032686829566956","0.5003485083580017","0.5003485083580017","0.5003485083580017"
"48","0.12295284867286682","0.12295284867286682","0.12295284867286682","0.1677074432373047","0.1677074432373047","0.1677074432373047","1.1441261768341064","1.1441261768341064","1.1441261768341064","1.1378459930419922","1.1378459930419922","1.1378459930419922","0.08817158639431","0.08817158639431","0.08817158639431","0.08831393718719482","0.08831393718719482","0.08831393718719482","1.1549568176269531","1.1549568176269531","1.1549568176269531","1.1329598426818848","1.1329598426818848","1.1329598426818848","0.7304607033729553","0.7304607033729553","0.7304607033729553","0.5189172029495239","0.5189172029495239","0.5189172029495239","0.6882750988006592","0.6882750988006592","0.6882750988006592","0.49881237745285034","0.49881237745285034","0.49881237745285034"
"50","0.12043263763189316","0.12043263763189316","0.12043263763189316","0.19940483570098877","0.19940483570098877","0.19940483570098877","1.1442716121673584","1.1442716121673584","1.1442716121673584","1.1304712295532227","1.1304712295532227","1.1304712295532227","0.09836684912443161","0.09836684912443161","0.09836684912443161","0.10777777433395386","0.10777777433395386","0.10777777433395386","1.1822009086608887","1.1822009086608887","1.1822009086608887","1.1654671430587769","1.1654671430587769","1.1654671430587769","0.803123414516449","0.803123414516449","0.803123414516449","0.5638829469680786","0.5638829469680786","0.5638829469680786","0.6809828281402588","0.6809828281402588","0.6809828281402588","0.5158094167709351","0.5158094167709351","0.5158094167709351"
"52","0.15934818983078003","0.15934818983078003","0.15934818983078003","0.2151188999414444","0.2151188999414444","0.2151188999414444","1.1453155279159546","1.1453155279159546","1.1453155279159546","1.148310899734497","1.148310899734497","1.148310899734497","0.1340075582265854","0.1340075582265854","0.1340075582265854","0.11079007387161255","0.11079007387161255","0.11079007387161255","1.1380093097686768","1.1380093097686768","1.1380093097686768","1.1660963296890259","1.1660963296890259","1.1660963296890259","0.7225868105888367","0.7225868105888367","0.7225868105888367","0.49185845255851746","0.49185845255851746","0.49185845255851746","0.7078797221183777","0.7078797221183777","0.7078797221183777","0.5366436839103699","0.5366436839103699","0.5366436839103699"
"54","0.17695090174674988","0.17695090174674988","0.17695090174674988","0.21878981590270996","0.21878981590270996","0.21878981590270996","1.1462591886520386","1.1462591886520386","1.1462591886520386","1.178792119026184","1.178792119026184","1.178792119026184","0.1492006480693817","0.1492006480693817","0.1492006480693817","0.15328261256217957","0.15328261256217957","0.15328261256217957","1.19894540309906","1.19894540309906","1.19894540309906","1.1721489429473877","1.1721489429473877","1.1721489429473877","0.7213460206985474","0.7213460206985474","0.7213460206985474","0.49703338742256165","0.49703338742256165","0.49703338742256165","0.6993494033813477","0.6993494033813477","0.6993494033813477","0.5422248840332031","0.5422248840332031","0.5422248840332031"
"56","0.17334361374378204","0.17334361374378204","0.17334361374378204","0.31017637252807617","0.31017637252807617","0.31017637252807617","1.1453312635421753","1.1453312635421753","1.1453312635421753","1.1261789798736572","1.1261789798736572","1.1261789798736572","0.14025425910949707","0.14025425910949707","0.14025425910949707","0.14461499452590942","0.14461499452590942","0.14461499452590942","1.118472695350647","1.118472695350647","1.118472695350647","1.190641164779663","1.190641164779663","1.190641164779663","0.7010765671730042","0.7010765671730042","0.7010765671730042","0.5241025686264038","0.5241025686264038","0.5241025686264038","0.7450639009475708","0.7450639009475708","0.7450639009475708","0.3660139739513397","0.3660139739513397","0.3660139739513397"
"58","0.1976742446422577","0.1976742446422577","0.1976742446422577","0.3029249906539917","0.3029249906539917","0.3029249906539917","1.1460418701171875","1.1460418701171875","1.1460418701171875","1.145845651626587","1.145845651626587","1.145845651626587","0.15906396508216858","0.15906396508216858","0.15906396508216858","0.2158922702074051","0.2158922702074051","0.2158922702074051","1.1189053058624268","1.1189053058624268","1.1189053058624268","1.1999194622039795","1.1999194622039795","1.1999194622039795","0.7163200974464417","0.7163200974464417","0.7163200974464417","0.31897783279418945","0.31897783279418945","0.31897783279418945","0.7717450261116028","0.7717450261116028","0.7717450261116028","0.49147942662239075","0.49147942662239075","0.49147942662239075"
"60","0.22232769429683685","0.22232769429683685","0.22232769429683685","0.29080379009246826","0.29080379009246826","0.29080379009246826","1.1456987857818604","1.1456987857818604","1.1456987857818604","1.1495834589004517","1.1495834589004517","1.1495834589004517","0.1802566945552826","0.1802566945552826","0.1802566945552826","0.2049727737903595","0.2049727737903595","0.2049727737903595","1.1379179954528809","1.1379179954528809","1.1379179954528809","1.203194260597229","1.203194260597229","1.203194260597229","0.0021373543422669172","0.0021373543422669172","0.0021373543422669172","0.46518534421920776","0.46518534421920776","0.46518534421920776","0.7678669095039368","0.7678669095039368","0.7678669095039368","0.45754802227020264","0.45754802227020264","0.45754802227020264"
"62","0.20970502495765686","0.20970502495765686","0.20970502495765686","0.40099409222602844","0.40099409222602844","0.40099409222602844","1.1433225870132446","1.1433225870132446","1.1433225870132446","1.1366370916366577","1.1366370916366577","1.1366370916366577","0.2031833678483963","0.2031833678483963","0.2031833678483963","0.21192269027233124","0.21192269027233124","0.21192269027233124","1.1417348384857178","1.1417348384857178","1.1417348384857178","1.1589694023132324","1.1589694023132324","1.1589694023132324","0.9217252731323242","0.9217252731323242","0.9217252731323242","0.5562881827354431","0.5562881827354431","0.5562881827354431","0.7779785394668579","0.7779785394668579","0.7779785394668579","0.5420309901237488","0.5420309901237488","0.5420309901237488"
"64","0.2504464387893677","0.2504464387893677","0.2504464387893677","0.3907289206981659","0.3907289206981659","0.3907289206981659","1.1451886892318726","1.1451886892318726","1.1451886892318726","1.1452741622924805","1.1452741622924805","1.1452741622924805","0.2098037153482437","0.2098037153482437","0.2098037153482437","0.2367037832736969","0.2367037832736969","0.2367037832736969","1.155044674873352","1.155044674873352","1.155044674873352","1.1951185464859009","1.1951185464859009","1.1951185464859009","0.9932705163955688","0.9932705163955688","0.9932705163955688","0.5310033559799194","0.5310033559799194","0.5310033559799194","0.8038573265075684","0.8038573265075684","0.8038573265075684","0.5541251301765442","0.5541251301765442","0.5541251301765442"
"66","0.22909873723983765","0.22909873723983765","0.22909873723983765","0.43067336082458496","0.43067336082458496","0.43067336082458496","1.1460227966308594","1.1460227966308594","1.1460227966308594","1.1608703136444092","1.1608703136444092","1.1608703136444092","0.22927385568618774","0.22927385568618774","0.22927385568618774","0.29434168338775635","0.29434168338775635","0.29434168338775635","1.1873245239257812","1.1873245239257812","1.1873245239257812","1.1569280624389648","1.1569280624389648","1.1569280624389648","0.9388369917869568","0.9388369917869568","0.9388369917869568","0.534942626953125","0.534942626953125","0.534942626953125","0.7811469435691833","0.7811469435691833","0.7811469435691833","0.5771815776824951","0.5771815776824951","0.5771815776824951"
