"Step","VOWELS_VMD_b10_DUAL_bs16 - divergence_negative_z","VOWELS_VMD_b10_DUAL_bs16 - divergence_negative_z__MIN","VOWELS_VMD_b10_DUAL_bs16 - divergence_negative_z__MAX","VOWELS_EMD_b10_DUAL_bs16 - divergence_negative_z","VOWELS_EMD_b10_DUAL_bs16 - divergence_negative_z__MIN","VOWELS_EMD_b10_DUAL_bs16 - divergence_negative_z__MAX","VOWELS_EMD_b0_DUAL_bs16 - divergence_negative_z","VOWELS_EMD_b0_DUAL_bs16 - divergence_negative_z__MIN","VOWELS_EMD_b0_DUAL_bs16 - divergence_negative_z__MAX","VOWELS_VMD_b0_DUAL_bs16 - divergence_negative_z","VOWELS_VMD_b0_DUAL_bs16 - divergence_negative_z__MIN","VOWELS_VMD_b0_DUAL_bs16 - divergence_negative_z__MAX","VOWELS_FILTER_b10_DUAL_bs16 - divergence_negative_z","VOWELS_FILTER_b10_DUAL_bs16 - divergence_negative_z__MIN","VOWELS_FILTER_b10_DUAL_bs16 - divergence_negative_z__MAX","VOWELS_EWT_b10_DUAL_bs16 - divergence_negative_z","VOWELS_EWT_b10_DUAL_bs16 - divergence_negative_z__MIN","VOWELS_EWT_b10_DUAL_bs16 - divergence_negative_z__MAX","VOWELS_EWT_b0_DUAL_bs16 - divergence_negative_z","VOWELS_EWT_b0_DUAL_bs16 - divergence_negative_z__MIN","VOWELS_EWT_b0_DUAL_bs16 - divergence_negative_z__MAX","VOWELS_FILTER_b0_DUAL_bs16 - divergence_negative_z","VOWELS_FILTER_b0_DUAL_bs16 - divergence_negative_z__MIN","VOWELS_FILTER_b0_DUAL_bs16 - divergence_negative_z__MAX","VOWELS_EWT_b1_DUAL_bs16 - divergence_negative_z","VOWELS_EWT_b1_DUAL_bs16 - divergence_negative_z__MIN","VOWELS_EWT_b1_DUAL_bs16 - divergence_negative_z__MAX","VOWELS_EMD_b1_DUAL_bs16 - divergence_negative_z","VOWELS_EMD_b1_DUAL_bs16 - divergence_negative_z__MIN","VOWELS_EMD_b1_DUAL_bs16 - divergence_negative_z__MAX","VOWELS_VMD_b1_DUAL_bs16 - divergence_negative_z","VOWELS_VMD_b1_DUAL_bs16 - divergence_negative_z__MIN","VOWELS_VMD_b1_DUAL_bs16 - divergence_negative_z__MAX","VOWELS_FILTER_b1_DUAL_bs16 - divergence_negative_z","VOWELS_FILTER_b1_DUAL_bs16 - divergence_negative_z__MIN","VOWELS_FILTER_b1_DUAL_bs16 - divergence_negative_z__MAX"
"20","0.15932194888591766","0.15932194888591766","0.15932194888591766","0.13673663139343262","0.13673663139343262","0.13673663139343262","0.837155818939209","0.837155818939209","0.837155818939209","0.8165833353996277","0.8165833353996277","0.8165833353996277","0.11150822043418884","0.11150822043418884","0.11150822043418884","0.12689700722694397","0.12689700722694397","0.12689700722694397","0.7718865275382996","0.7718865275382996","0.7718865275382996","0.7971329092979431","0.7971329092979431","0.7971329092979431","0.7352501153945923","0.7352501153945923","0.7352501153945923","0.721184492111206","0.721184492111206","0.721184492111206","0.7805848121643066","0.7805848121643066","0.7805848121643066","0.7500583529472351","0.7500583529472351","0.7500583529472351"
"22","0.18469595909118652","0.18469595909118652","0.18469595909118652","0.16269084811210632","0.16269084811210632","0.16269084811210632","0.8407268524169922","0.8407268524169922","0.8407268524169922","0.8724996447563171","0.8724996447563171","0.8724996447563171","0.1402844786643982","0.1402844786643982","0.1402844786643982","0.15436126291751862","0.15436126291751862","0.15436126291751862","0.8173707723617554","0.8173707723617554","0.8173707723617554","0.8443279266357422","0.8443279266357422","0.8443279266357422","0.7529640197753906","0.7529640197753906","0.7529640197753906","0.7633895874023438","0.7633895874023438","0.7633895874023438","0.7676420211791992","0.7676420211791992","0.7676420211791992","0.7698273658752441","0.7698273658752441","0.7698273658752441"
"24","0.22905394434928894","0.22905394434928894","0.22905394434928894","0.17948558926582336","0.17948558926582336","0.17948558926582336","0.870637059211731","0.870637059211731","0.870637059211731","0.8832184672355652","0.8832184672355652","0.8832184672355652","0.1537209153175354","0.1537209153175354","0.1537209153175354","0.16171565651893616","0.16171565651893616","0.16171565651893616","0.8332058191299438","0.8332058191299438","0.8332058191299438","0.8390278816223145","0.8390278816223145","0.8390278816223145","0.7719744443893433","0.7719744443893433","0.7719744443893433","0.7530152797698975","0.7530152797698975","0.7530152797698975","0.8455911874771118","0.8455911874771118","0.8455911874771118","0.7876520156860352","0.7876520156860352","0.7876520156860352"
"26","0.2517305910587311","0.2517305910587311","0.2517305910587311","0.20125320553779602","0.20125320553779602","0.20125320553779602","0.8479163646697998","0.8479163646697998","0.8479163646697998","0.8835158348083496","0.8835158348083496","0.8835158348083496","0.17746596038341522","0.17746596038341522","0.17746596038341522","0.1843775510787964","0.1843775510787964","0.1843775510787964","0.8190892934799194","0.8190892934799194","0.8190892934799194","0.8509935736656189","0.8509935736656189","0.8509935736656189","0.7674278020858765","0.7674278020858765","0.7674278020858765","0.754908561706543","0.754908561706543","0.754908561706543","0.8207669258117676","0.8207669258117676","0.8207669258117676","0.7795619368553162","0.7795619368553162","0.7795619368553162"
"28","0.2380814552307129","0.2380814552307129","0.2380814552307129","0.20169275999069214","0.20169275999069214","0.20169275999069214","0.8604094386100769","0.8604094386100769","0.8604094386100769","0.8605977892875671","0.8605977892875671","0.8605977892875671","0.18111209571361542","0.18111209571361542","0.18111209571361542","0.2060910314321518","0.2060910314321518","0.2060910314321518","0.8437513709068298","0.8437513709068298","0.8437513709068298","0.8856456279754639","0.8856456279754639","0.8856456279754639","0.7806582450866699","0.7806582450866699","0.7806582450866699","0.7907605171203613","0.7907605171203613","0.7907605171203613","0.7583882212638855","0.7583882212638855","0.7583882212638855","0.7945687770843506","0.7945687770843506","0.7945687770843506"
"30","0.25105583667755127","0.25105583667755127","0.25105583667755127","0.2173376977443695","0.2173376977443695","0.2173376977443695","0.8579922914505005","0.8579922914505005","0.8579922914505005","0.8535962104797363","0.8535962104797363","0.8535962104797363","0.17905686795711517","0.17905686795711517","0.17905686795711517","0.20760050415992737","0.20760050415992737","0.20760050415992737","0.8751773238182068","0.8751773238182068","0.8751773238182068","0.8585677146911621","0.8585677146911621","0.8585677146911621","0.7939626574516296","0.7939626574516296","0.7939626574516296","0.786111056804657","0.786111056804657","0.786111056804657","0.7853450775146484","0.7853450775146484","0.7853450775146484","0.7498619556427002","0.7498619556427002","0.7498619556427002"
"32","0.2865057587623596","0.2865057587623596","0.2865057587623596","0.21108603477478027","0.21108603477478027","0.21108603477478027","0.8594317436218262","0.8594317436218262","0.8594317436218262","0.831529974937439","0.831529974937439","0.831529974937439","0.1849941909313202","0.1849941909313202","0.1849941909313202","0.22868597507476807","0.22868597507476807","0.22868597507476807","0.8748791217803955","0.8748791217803955","0.8748791217803955","0.8683081865310669","0.8683081865310669","0.8683081865310669","0.7711183428764343","0.7711183428764343","0.7711183428764343","0.7459306716918945","0.7459306716918945","0.7459306716918945","0.7596335411071777","0.7596335411071777","0.7596335411071777","0.7416437864303589","0.7416437864303589","0.7416437864303589"
"34","0.2779492735862732","0.2779492735862732","0.2779492735862732","0.24279114603996277","0.24279114603996277","0.24279114603996277","0.8841462135314941","0.8841462135314941","0.8841462135314941","0.859623908996582","0.859623908996582","0.859623908996582","0.23032145202159882","0.23032145202159882","0.23032145202159882","0.2588525712490082","0.2588525712490082","0.2588525712490082","0.8704870939254761","0.8704870939254761","0.8704870939254761","0.9020888209342957","0.9020888209342957","0.9020888209342957","0.7557947039604187","0.7557947039604187","0.7557947039604187","0.8047118186950684","0.8047118186950684","0.8047118186950684","0.7826141119003296","0.7826141119003296","0.7826141119003296","0.7954617738723755","0.7954617738723755","0.7954617738723755"
"36","0.2938590347766876","0.2938590347766876","0.2938590347766876","0.26083317399024963","0.26083317399024963","0.26083317399024963","0.8972992897033691","0.8972992897033691","0.8972992897033691","0.9106561541557312","0.9106561541557312","0.9106561541557312","0.17618463933467865","0.17618463933467865","0.17618463933467865","0.27570390701293945","0.27570390701293945","0.27570390701293945","0.8943548202514648","0.8943548202514648","0.8943548202514648","0.9053401947021484","0.9053401947021484","0.9053401947021484","0.8025654554367065","0.8025654554367065","0.8025654554367065","0.8289803862571716","0.8289803862571716","0.8289803862571716","0.8107888102531433","0.8107888102531433","0.8107888102531433","0.7086629867553711","0.7086629867553711","0.7086629867553711"
"38","0.374093621969223","0.374093621969223","0.374093621969223","0.2920413613319397","0.2920413613319397","0.2920413613319397","0.8806800246238708","0.8806800246238708","0.8806800246238708","0.9065066576004028","0.9065066576004028","0.9065066576004028","0.24576377868652344","0.24576377868652344","0.24576377868652344","0.2813675105571747","0.2813675105571747","0.2813675105571747","0.8618497252464294","0.8618497252464294","0.8618497252464294","0.8896422386169434","0.8896422386169434","0.8896422386169434","0.7897013425827026","0.7897013425827026","0.7897013425827026","0.8046810030937195","0.8046810030937195","0.8046810030937195","0.8988964557647705","0.8988964557647705","0.8988964557647705","0.7858235239982605","0.7858235239982605","0.7858235239982605"
"40","0.34168848395347595","0.34168848395347595","0.34168848395347595","0.24337708950042725","0.24337708950042725","0.24337708950042725","0.8437342047691345","0.8437342047691345","0.8437342047691345","0.9151493906974792","0.9151493906974792","0.9151493906974792","0.24507848918437958","0.24507848918437958","0.24507848918437958","0.290405809879303","0.290405809879303","0.290405809879303","0.8912535905838013","0.8912535905838013","0.8912535905838013","0.8834118843078613","0.8834118843078613","0.8834118843078613","0.8100406527519226","0.8100406527519226","0.8100406527519226","0.7997907400131226","0.7997907400131226","0.7997907400131226","0.8138458132743835","0.8138458132743835","0.8138458132743835","0.7181956171989441","0.7181956171989441","0.7181956171989441"
"42","0.43894094228744507","0.43894094228744507","0.43894094228744507","0.31520557403564453","0.31520557403564453","0.31520557403564453","0.8283151984214783","0.8283151984214783","0.8283151984214783","0.8620138168334961","0.8620138168334961","0.8620138168334961","0.27545875310897827","0.27545875310897827","0.27545875310897827","0.3506191670894623","0.3506191670894623","0.3506191670894623","0.8699950575828552","0.8699950575828552","0.8699950575828552","0.8259758353233337","0.8259758353233337","0.8259758353233337","0.8151154518127441","0.8151154518127441","0.8151154518127441","0.8114601969718933","0.8114601969718933","0.8114601969718933","0.8238136172294617","0.8238136172294617","0.8238136172294617","0.6949238181114197","0.6949238181114197","0.6949238181114197"
"44","0.4172690808773041","0.4172690808773041","0.4172690808773041","0.2555370032787323","0.2555370032787323","0.2555370032787323","0.8684110641479492","0.8684110641479492","0.8684110641479492","0.9095577597618103","0.9095577597618103","0.9095577597618103","0.3037879467010498","0.3037879467010498","0.3037879467010498","0.4196739196777344","0.4196739196777344","0.4196739196777344","0.8765184879302979","0.8765184879302979","0.8765184879302979","0.8839680552482605","0.8839680552482605","0.8839680552482605","0.8255705237388611","0.8255705237388611","0.8255705237388611","0.7852060198783875","0.7852060198783875","0.7852060198783875","0.7496193647384644","0.7496193647384644","0.7496193647384644","0.6966085433959961","0.6966085433959961","0.6966085433959961"
"46","0.5526804327964783","0.5526804327964783","0.5526804327964783","0.2179602086544037","0.2179602086544037","0.2179602086544037","0.8901839256286621","0.8901839256286621","0.8901839256286621","0.8944878578186035","0.8944878578186035","0.8944878578186035","0.36973875761032104","0.36973875761032104","0.36973875761032104","0.4825168550014496","0.4825168550014496","0.4825168550014496","0.8713569641113281","0.8713569641113281","0.8713569641113281","0.9017392992973328","0.9017392992973328","0.9017392992973328","0.8538066744804382","0.8538066744804382","0.8538066744804382","0.813430666923523","0.813430666923523","0.813430666923523","0.8620030283927917","0.8620030283927917","0.8620030283927917","0.823289155960083","0.823289155960083","0.823289155960083"
"48","0.593368649482727","0.593368649482727","0.593368649482727","0.3630993366241455","0.3630993366241455","0.3630993366241455","0.923597514629364","0.923597514629364","0.923597514629364","0.9052445292472839","0.9052445292472839","0.9052445292472839","0.40764594078063965","0.40764594078063965","0.40764594078063965","0.4004851281642914","0.4004851281642914","0.4004851281642914","0.9670509099960327","0.9670509099960327","0.9670509099960327","0.929160475730896","0.929160475730896","0.929160475730896","0.8355409502983093","0.8355409502983093","0.8355409502983093","0.7234296798706055","0.7234296798706055","0.7234296798706055","0.8760613799095154","0.8760613799095154","0.8760613799095154","0.7318416833877563","0.7318416833877563","0.7318416833877563"
"50","0.5024480819702148","0.5024480819702148","0.5024480819702148","0.2653341591358185","0.2653341591358185","0.2653341591358185","0.8852381110191345","0.8852381110191345","0.8852381110191345","0.9238928556442261","0.9238928556442261","0.9238928556442261","0.44540390372276306","0.44540390372276306","0.44540390372276306","0.49519604444503784","0.49519604444503784","0.49519604444503784","0.9421135783195496","0.9421135783195496","0.9421135783195496","0.9239718317985535","0.9239718317985535","0.9239718317985535","0.8312511444091797","0.8312511444091797","0.8312511444091797","0.7494038343429565","0.7494038343429565","0.7494038343429565","0.830108642578125","0.830108642578125","0.830108642578125","0.7477034330368042","0.7477034330368042","0.7477034330368042"
"52","0.5979179739952087","0.5979179739952087","0.5979179739952087","0.16906724870204926","0.16906724870204926","0.16906724870204926","0.9008046388626099","0.9008046388626099","0.9008046388626099","0.90812748670578","0.90812748670578","0.90812748670578","0.4888983964920044","0.4888983964920044","0.4888983964920044","0.4489830732345581","0.4489830732345581","0.4489830732345581","0.9252704381942749","0.9252704381942749","0.9252704381942749","0.877464771270752","0.877464771270752","0.877464771270752","0.8509390354156494","0.8509390354156494","0.8509390354156494","0.8037081956863403","0.8037081956863403","0.8037081956863403","0.8165087699890137","0.8165087699890137","0.8165087699890137","0.831108570098877","0.831108570098877","0.831108570098877"
"54","0.5336513519287109","0.5336513519287109","0.5336513519287109","0.34820637106895447","0.34820637106895447","0.34820637106895447","0.914549708366394","0.914549708366394","0.914549708366394","0.9132059812545776","0.9132059812545776","0.9132059812545776","0.4406495988368988","0.4406495988368988","0.4406495988368988","0.4975137710571289","0.4975137710571289","0.4975137710571289","0.9401650428771973","0.9401650428771973","0.9401650428771973","0.9085356593132019","0.9085356593132019","0.9085356593132019","0.9072549343109131","0.9072549343109131","0.9072549343109131","0.7815345525741577","0.7815345525741577","0.7815345525741577","0.8273401260375977","0.8273401260375977","0.8273401260375977","0.7870603799819946","0.7870603799819946","0.7870603799819946"
"56","0.6863002181053162","0.6863002181053162","0.6863002181053162","0.3578508794307709","0.3578508794307709","0.3578508794307709","0.9233205318450928","0.9233205318450928","0.9233205318450928","0.9211306571960449","0.9211306571960449","0.9211306571960449","0.488330602645874","0.488330602645874","0.488330602645874","0.5529326796531677","0.5529326796531677","0.5529326796531677","0.9671837091445923","0.9671837091445923","0.9671837091445923","0.9596583843231201","0.9596583843231201","0.9596583843231201","0.8652047514915466","0.8652047514915466","0.8652047514915466","0.8153916597366333","0.8153916597366333","0.8153916597366333","0.846892237663269","0.846892237663269","0.846892237663269","0.7709041833877563","0.7709041833877563","0.7709041833877563"
"58","0.6910807490348816","0.6910807490348816","0.6910807490348816","0.4232861399650574","0.4232861399650574","0.4232861399650574","0.8894135355949402","0.8894135355949402","0.8894135355949402","0.9222118854522705","0.9222118854522705","0.9222118854522705","0.5921677350997925","0.5921677350997925","0.5921677350997925","0.5684098601341248","0.5684098601341248","0.5684098601341248","0.8830949068069458","0.8830949068069458","0.8830949068069458","0.8884471654891968","0.8884471654891968","0.8884471654891968","0.8194388747215271","0.8194388747215271","0.8194388747215271","0.8077781200408936","0.8077781200408936","0.8077781200408936","0.845807671546936","0.845807671546936","0.845807671546936","0.7824450731277466","0.7824450731277466","0.7824450731277466"
"60","0.6835278272628784","0.6835278272628784","0.6835278272628784","0.4270758628845215","0.4270758628845215","0.4270758628845215","0.8783275485038757","0.8783275485038757","0.8783275485038757","0.9347278475761414","0.9347278475761414","0.9347278475761414","0.636152982711792","0.636152982711792","0.636152982711792","0.6165256500244141","0.6165256500244141","0.6165256500244141","0.9364030361175537","0.9364030361175537","0.9364030361175537","0.8801776766777039","0.8801776766777039","0.8801776766777039","0.83879154920578","0.83879154920578","0.83879154920578","0.7755060195922852","0.7755060195922852","0.7755060195922852","0.7864469885826111","0.7864469885826111","0.7864469885826111","0.7459928393363953","0.7459928393363953","0.7459928393363953"
"62","0.6815306544303894","0.6815306544303894","0.6815306544303894","0.45991700887680054","0.45991700887680054","0.45991700887680054","0.8055099248886108","0.8055099248886108","0.8055099248886108","0.8852888941764832","0.8852888941764832","0.8852888941764832","0.5842633247375488","0.5842633247375488","0.5842633247375488","0.5614107847213745","0.5614107847213745","0.5614107847213745","0.9103986620903015","0.9103986620903015","0.9103986620903015","0.9501441717147827","0.9501441717147827","0.9501441717147827","0.8267878293991089","0.8267878293991089","0.8267878293991089","0.7944316267967224","0.7944316267967224","0.7944316267967224","0.8146471977233887","0.8146471977233887","0.8146471977233887","0.7528802752494812","0.7528802752494812","0.7528802752494812"
"64","0.7459880709648132","0.7459880709648132","0.7459880709648132","0.4584425389766693","0.4584425389766693","0.4584425389766693","0.8310483694076538","0.8310483694076538","0.8310483694076538","0.8926684260368347","0.8926684260368347","0.8926684260368347","0.6334964036941528","0.6334964036941528","0.6334964036941528","0.6243007183074951","0.6243007183074951","0.6243007183074951","0.9621381163597107","0.9621381163597107","0.9621381163597107","0.9432623386383057","0.9432623386383057","0.9432623386383057","0.8220862150192261","0.8220862150192261","0.8220862150192261","0.7790160179138184","0.7790160179138184","0.7790160179138184","0.8151971697807312","0.8151971697807312","0.8151971697807312","0.7574992179870605","0.7574992179870605","0.7574992179870605"
"66","0.6904897689819336","0.6904897689819336","0.6904897689819336","0.484422504901886","0.484422504901886","0.484422504901886","0.9249410629272461","0.9249410629272461","0.9249410629272461","0.9036221504211426","0.9036221504211426","0.9036221504211426","0.6241433620452881","0.6241433620452881","0.6241433620452881","0.6005001664161682","0.6005001664161682","0.6005001664161682","0.9783868193626404","0.9783868193626404","0.9783868193626404","0.9293400645256042","0.9293400645256042","0.9293400645256042","0.8860604166984558","0.8860604166984558","0.8860604166984558","0.8499351739883423","0.8499351739883423","0.8499351739883423","0.8122320175170898","0.8122320175170898","0.8122320175170898","0.7577166557312012","0.7577166557312012","0.7577166557312012"
"68","0.7560169696807861","0.7560169696807861","0.7560169696807861","0.5066752433776855","0.5066752433776855","0.5066752433776855","0.8556545972824097","0.8556545972824097","0.8556545972824097","0.942555844783783","0.942555844783783","0.942555844783783","0.6132931709289551","0.6132931709289551","0.6132931709289551","0.6585149168968201","0.6585149168968201","0.6585149168968201","0.9657747149467468","0.9657747149467468","0.9657747149467468","0.976645827293396","0.976645827293396","0.976645827293396","0.841402530670166","0.841402530670166","0.841402530670166","0.8338188529014587","0.8338188529014587","0.8338188529014587","0.8695502281188965","0.8695502281188965","0.8695502281188965","0.7884504199028015","0.7884504199028015","0.7884504199028015"
