"Step","VOWELS_VMD_b10_DUAL_bs16 - divergence_negative_z","VOWELS_VMD_b10_DUAL_bs16 - divergence_negative_z__MIN","VOWELS_VMD_b10_DUAL_bs16 - divergence_negative_z__MAX","VOWELS_EMD_b10_DUAL_bs16 - divergence_negative_z","VOWELS_EMD_b10_DUAL_bs16 - divergence_negative_z__MIN","VOWELS_EMD_b10_DUAL_bs16 - divergence_negative_z__MAX","VOWELS_EMD_b0_DUAL_bs16 - divergence_negative_z","VOWELS_EMD_b0_DUAL_bs16 - divergence_negative_z__MIN","VOWELS_EMD_b0_DUAL_bs16 - divergence_negative_z__MAX","VOWELS_VMD_b0_DUAL_bs16 - divergence_negative_z","VOWELS_VMD_b0_DUAL_bs16 - divergence_negative_z__MIN","VOWELS_VMD_b0_DUAL_bs16 - divergence_negative_z__MAX","VOWELS_FILTER_b10_DUAL_bs16 - divergence_negative_z","VOWELS_FILTER_b10_DUAL_bs16 - divergence_negative_z__MIN","VOWELS_FILTER_b10_DUAL_bs16 - divergence_negative_z__MAX","VOWELS_EWT_b10_DUAL_bs16 - divergence_negative_z","VOWELS_EWT_b10_DUAL_bs16 - divergence_negative_z__MIN","VOWELS_EWT_b10_DUAL_bs16 - divergence_negative_z__MAX","VOWELS_EWT_b0_DUAL_bs16 - divergence_negative_z","VOWELS_EWT_b0_DUAL_bs16 - divergence_negative_z__MIN","VOWELS_EWT_b0_DUAL_bs16 - divergence_negative_z__MAX","VOWELS_FILTER_b0_DUAL_bs16 - divergence_negative_z","VOWELS_FILTER_b0_DUAL_bs16 - divergence_negative_z__MIN","VOWELS_FILTER_b0_DUAL_bs16 - divergence_negative_z__MAX","VOWELS_EWT_b1_DUAL_bs16 - divergence_negative_z","VOWELS_EWT_b1_DUAL_bs16 - divergence_negative_z__MIN","VOWELS_EWT_b1_DUAL_bs16 - divergence_negative_z__MAX","VOWELS_EMD_b1_DUAL_bs16 - divergence_negative_z","VOWELS_EMD_b1_DUAL_bs16 - divergence_negative_z__MIN","VOWELS_EMD_b1_DUAL_bs16 - divergence_negative_z__MAX","VOWELS_VMD_b1_DUAL_bs16 - divergence_negative_z","VOWELS_VMD_b1_DUAL_bs16 - divergence_negative_z__MIN","VOWELS_VMD_b1_DUAL_bs16 - divergence_negative_z__MAX","VOWELS_FILTER_b1_DUAL_bs16 - divergence_negative_z","VOWELS_FILTER_b1_DUAL_bs16 - divergence_negative_z__MIN","VOWELS_FILTER_b1_DUAL_bs16 - divergence_negative_z__MAX"
"70","0.7103702425956726","0.7103702425956726","0.7103702425956726","0.6451624631881714","0.6451624631881714","0.6451624631881714","0.8650685548782349","0.8650685548782349","0.8650685548782349","0.9453312754631042","0.9453312754631042","0.9453312754631042","0.5887157320976257","0.5887157320976257","0.5887157320976257","0.6604163646697998","0.6604163646697998","0.6604163646697998","0.9227854609489441","0.9227854609489441","0.9227854609489441","0.9479586482048035","0.9479586482048035","0.9479586482048035","0.8636879324913025","0.8636879324913025","0.8636879324913025","0.8426003456115723","0.8426003456115723","0.8426003456115723","0.7963951826095581","0.7963951826095581","0.7963951826095581","0.8420230746269226","0.8420230746269226","0.8420230746269226"
"72","0.6697292327880859","0.6697292327880859","0.6697292327880859","0.6593366861343384","0.6593366861343384","0.6593366861343384","0.9369128942489624","0.9369128942489624","0.9369128942489624","0.9305691123008728","0.9305691123008728","0.9305691123008728","0.6821925044059753","0.6821925044059753","0.6821925044059753","0.6309164762496948","0.6309164762496948","0.6309164762496948","0.9780761003494263","0.9780761003494263","0.9780761003494263","0.9671362638473511","0.9671362638473511","0.9671362638473511","0.8628754615783691","0.8628754615783691","0.8628754615783691","0.7208897471427917","0.7208897471427917","0.7208897471427917","0.8129107356071472","0.8129107356071472","0.8129107356071472","0.7771279811859131","0.7771279811859131","0.7771279811859131"
"74","0.7015759348869324","0.7015759348869324","0.7015759348869324","0.46133631467819214","0.46133631467819214","0.46133631467819214","0.9254366755485535","0.9254366755485535","0.9254366755485535","0.9460465312004089","0.9460465312004089","0.9460465312004089","0.6589856147766113","0.6589856147766113","0.6589856147766113","0.6711792945861816","0.6711792945861816","0.6711792945861816","0.9900457859039307","0.9900457859039307","0.9900457859039307","0.9278075098991394","0.9278075098991394","0.9278075098991394","0.8497470617294312","0.8497470617294312","0.8497470617294312","0.7962160110473633","0.7962160110473633","0.7962160110473633","0.8113173842430115","0.8113173842430115","0.8113173842430115","0.7381865382194519","0.7381865382194519","0.7381865382194519"
"76","0.6971222162246704","0.6971222162246704","0.6971222162246704","0.6575456857681274","0.6575456857681274","0.6575456857681274","0.9112586975097656","0.9112586975097656","0.9112586975097656","0.9156646132469177","0.9156646132469177","0.9156646132469177","0.6164226531982422","0.6164226531982422","0.6164226531982422","0.6942213773727417","0.6942213773727417","0.6942213773727417","0.9569015502929688","0.9569015502929688","0.9569015502929688","0.9861814379692078","0.9861814379692078","0.9861814379692078","0.814879298210144","0.814879298210144","0.814879298210144","0.7755395174026489","0.7755395174026489","0.7755395174026489","0.7851395606994629","0.7851395606994629","0.7851395606994629","0.4488765001296997","0.4488765001296997","0.4488765001296997"
"78","0.778716504573822","0.778716504573822","0.778716504573822","0.6727637052536011","0.6727637052536011","0.6727637052536011","0.9172554016113281","0.9172554016113281","0.9172554016113281","0.9182780981063843","0.9182780981063843","0.9182780981063843","0.694205641746521","0.694205641746521","0.694205641746521","0.6790614128112793","0.6790614128112793","0.6790614128112793","0.9462177753448486","0.9462177753448486","0.9462177753448486","0.8177469968795776","0.8177469968795776","0.8177469968795776","0.840872049331665","0.840872049331665","0.840872049331665","0.8499903678894043","0.8499903678894043","0.8499903678894043","0.7975451350212097","0.7975451350212097","0.7975451350212097","0.7579018473625183","0.7579018473625183","0.7579018473625183"
"80","0.7441844940185547","0.7441844940185547","0.7441844940185547","0.6199918985366821","0.6199918985366821","0.6199918985366821","0.9049540758132935","0.9049540758132935","0.9049540758132935","0.9476336240768433","0.9476336240768433","0.9476336240768433","0.6079509854316711","0.6079509854316711","0.6079509854316711","0.6108787655830383","0.6108787655830383","0.6108787655830383","0.9604961276054382","0.9604961276054382","0.9604961276054382","0.9507464170455933","0.9507464170455933","0.9507464170455933","0.8842717409133911","0.8842717409133911","0.8842717409133911","0.8266239166259766","0.8266239166259766","0.8266239166259766","0.8396730422973633","0.8396730422973633","0.8396730422973633","0.7600271105766296","0.7600271105766296","0.7600271105766296"
"82","0.7142109870910645","0.7142109870910645","0.7142109870910645","0.5665748119354248","0.5665748119354248","0.5665748119354248","0.7820253372192383","0.7820253372192383","0.7820253372192383","0.969567060470581","0.969567060470581","0.969567060470581","0.703875720500946","0.703875720500946","0.703875720500946","0.665656566619873","0.665656566619873","0.665656566619873","0.7996476888656616","0.7996476888656616","0.7996476888656616","0.7158629298210144","0.7158629298210144","0.7158629298210144","0.8541378974914551","0.8541378974914551","0.8541378974914551","0.8128702640533447","0.8128702640533447","0.8128702640533447","0.7975181341171265","0.7975181341171265","0.7975181341171265","0.7577173113822937","0.7577173113822937","0.7577173113822937"
"84","0.7398791313171387","0.7398791313171387","0.7398791313171387","0.7143688201904297","0.7143688201904297","0.7143688201904297","0.9148313403129578","0.9148313403129578","0.9148313403129578","0.93483567237854","0.93483567237854","0.93483567237854","0.6796755790710449","0.6796755790710449","0.6796755790710449","0.6851357221603394","0.6851357221603394","0.6851357221603394","0.9675440788269043","0.9675440788269043","0.9675440788269043","0.8677783012390137","0.8677783012390137","0.8677783012390137","0.8666591644287109","0.8666591644287109","0.8666591644287109","0.8568722009658813","0.8568722009658813","0.8568722009658813","0.801211953163147","0.801211953163147","0.801211953163147","0.746901273727417","0.746901273727417","0.746901273727417"
"86","0.7814247608184814","0.7814247608184814","0.7814247608184814","0.6734042167663574","0.6734042167663574","0.6734042167663574","0.9153158664703369","0.9153158664703369","0.9153158664703369","0.9529287219047546","0.9529287219047546","0.9529287219047546","0.6649783849716187","0.6649783849716187","0.6649783849716187","0.7122248411178589","0.7122248411178589","0.7122248411178589","0.9644341468811035","0.9644341468811035","0.9644341468811035","0.9498084783554077","0.9498084783554077","0.9498084783554077","0.7859513759613037","0.7859513759613037","0.7859513759613037","0.8271707892417908","0.8271707892417908","0.8271707892417908","0.8578798770904541","0.8578798770904541","0.8578798770904541","0.7826709747314453","0.7826709747314453","0.7826709747314453"
"88","0.6667121648788452","0.6667121648788452","0.6667121648788452","0.7013797760009766","0.7013797760009766","0.7013797760009766","0.8581911325454712","0.8581911325454712","0.8581911325454712","0.9448059797286987","0.9448059797286987","0.9448059797286987","0.5710515975952148","0.5710515975952148","0.5710515975952148","0.6671746969223022","0.6671746969223022","0.6671746969223022","0.9213731288909912","0.9213731288909912","0.9213731288909912","0.7977215647697449","0.7977215647697449","0.7977215647697449","0.8127390742301941","0.8127390742301941","0.8127390742301941","0.7951590418815613","0.7951590418815613","0.7951590418815613","0.8787206411361694","0.8787206411361694","0.8787206411361694","0.7078700065612793","0.7078700065612793","0.7078700065612793"
"90","0.7518770694732666","0.7518770694732666","0.7518770694732666","0.5987111330032349","0.5987111330032349","0.5987111330032349","0.9289209842681885","0.9289209842681885","0.9289209842681885","0.9506207704544067","0.9506207704544067","0.9506207704544067","0.623521089553833","0.623521089553833","0.623521089553833","0.6782757639884949","0.6782757639884949","0.6782757639884949","0.9402971267700195","0.9402971267700195","0.9402971267700195","0.9344186186790466","0.9344186186790466","0.9344186186790466","0.8008201122283936","0.8008201122283936","0.8008201122283936","0.8600229024887085","0.8600229024887085","0.8600229024887085","0.8062100410461426","0.8062100410461426","0.8062100410461426","0.7693667411804199","0.7693667411804199","0.7693667411804199"
"92","0.6983661651611328","0.6983661651611328","0.6983661651611328","0.5774765014648438","0.5774765014648438","0.5774765014648438","0.9021577835083008","0.9021577835083008","0.9021577835083008","0.9475910067558289","0.9475910067558289","0.9475910067558289","0.5976871848106384","0.5976871848106384","0.5976871848106384","0.7101399302482605","0.7101399302482605","0.7101399302482605","0.9495919942855835","0.9495919942855835","0.9495919942855835","0.9188050627708435","0.9188050627708435","0.9188050627708435","0.8495797514915466","0.8495797514915466","0.8495797514915466","0.8017122745513916","0.8017122745513916","0.8017122745513916","0.7884653806686401","0.7884653806686401","0.7884653806686401","0.77266925573349","0.77266925573349","0.77266925573349"
"94","0.7617787718772888","0.7617787718772888","0.7617787718772888","0.6494367122650146","0.6494367122650146","0.6494367122650146","0.964573085308075","0.964573085308075","0.964573085308075","0.9579468965530396","0.9579468965530396","0.9579468965530396","0.7052673697471619","0.7052673697471619","0.7052673697471619","0.7109953761100769","0.7109953761100769","0.7109953761100769","0.9822752475738525","0.9822752475738525","0.9822752475738525","0.9780389070510864","0.9780389070510864","0.9780389070510864","0.8251564502716064","0.8251564502716064","0.8251564502716064","0.8320006132125854","0.8320006132125854","0.8320006132125854","0.8040584325790405","0.8040584325790405","0.8040584325790405","0.7711042761802673","0.7711042761802673","0.7711042761802673"
"96","0.7387210726737976","0.7387210726737976","0.7387210726737976","0.7222074270248413","0.7222074270248413","0.7222074270248413","0.9130816459655762","0.9130816459655762","0.9130816459655762","0.9067432284355164","0.9067432284355164","0.9067432284355164","0.6454187631607056","0.6454187631607056","0.6454187631607056","0.7483570575714111","0.7483570575714111","0.7483570575714111","0.9065288305282593","0.9065288305282593","0.9065288305282593","0.8410203456878662","0.8410203456878662","0.8410203456878662","0.8582409620285034","0.8582409620285034","0.8582409620285034","0.8296451568603516","0.8296451568603516","0.8296451568603516","0.8273571729660034","0.8273571729660034","0.8273571729660034","0.7694858312606812","0.7694858312606812","0.7694858312606812"
"98","0.7566523551940918","0.7566523551940918","0.7566523551940918","0.6962854862213135","0.6962854862213135","0.6962854862213135","0.9326278567314148","0.9326278567314148","0.9326278567314148","0.9665681719779968","0.9665681719779968","0.9665681719779968","0.6913840174674988","0.6913840174674988","0.6913840174674988","0.6748835444450378","0.6748835444450378","0.6748835444450378","0.9437936544418335","0.9437936544418335","0.9437936544418335","0.9119439125061035","0.9119439125061035","0.9119439125061035","0.8413445949554443","0.8413445949554443","0.8413445949554443","0.8065752983093262","0.8065752983093262","0.8065752983093262","0.8769655227661133","0.8769655227661133","0.8769655227661133","0.8017404079437256","0.8017404079437256","0.8017404079437256"
"100","0.6889845132827759","0.6889845132827759","0.6889845132827759","0.6920478343963623","0.6920478343963623","0.6920478343963623","0.8980466723442078","0.8980466723442078","0.8980466723442078","0.9529678225517273","0.9529678225517273","0.9529678225517273","0.6898071765899658","0.6898071765899658","0.6898071765899658","0.702079176902771","0.702079176902771","0.702079176902771","0.9778342247009277","0.9778342247009277","0.9778342247009277","0.9062673449516296","0.9062673449516296","0.9062673449516296","0.8138613700866699","0.8138613700866699","0.8138613700866699","0.8675109148025513","0.8675109148025513","0.8675109148025513","0.8294028043746948","0.8294028043746948","0.8294028043746948","0.8011845350265503","0.8011845350265503","0.8011845350265503"
"102","0.7413851618766785","0.7413851618766785","0.7413851618766785","0.6328607797622681","0.6328607797622681","0.6328607797622681","0.8760516047477722","0.8760516047477722","0.8760516047477722","0.9142758250236511","0.9142758250236511","0.9142758250236511","0.6390262842178345","0.6390262842178345","0.6390262842178345","0.7026563882827759","0.7026563882827759","0.7026563882827759","0.8821207880973816","0.8821207880973816","0.8821207880973816","0.8940266966819763","0.8940266966819763","0.8940266966819763","0.855771005153656","0.855771005153656","0.855771005153656","0.8541810512542725","0.8541810512542725","0.8541810512542725","0.8306715488433838","0.8306715488433838","0.8306715488433838","0.8077609539031982","0.8077609539031982","0.8077609539031982"
"104","0.7096607089042664","0.7096607089042664","0.7096607089042664","0.7261884212493896","0.7261884212493896","0.7261884212493896","0.9475867748260498","0.9475867748260498","0.9475867748260498","0.9438154101371765","0.9438154101371765","0.9438154101371765","0.6830357909202576","0.6830357909202576","0.6830357909202576","0.7505905032157898","0.7505905032157898","0.7505905032157898","0.9583470821380615","0.9583470821380615","0.9583470821380615","0.866387128829956","0.866387128829956","0.866387128829956","0.8579061031341553","0.8579061031341553","0.8579061031341553","0.8568583726882935","0.8568583726882935","0.8568583726882935","0.8655617237091064","0.8655617237091064","0.8655617237091064","0.7760138511657715","0.7760138511657715","0.7760138511657715"
"106","0.6902469992637634","0.6902469992637634","0.6902469992637634","0.3723011016845703","0.3723011016845703","0.3723011016845703","0.9084235429763794","0.9084235429763794","0.9084235429763794","0.931657075881958","0.931657075881958","0.931657075881958","0.6203564405441284","0.6203564405441284","0.6203564405441284","0.7645539045333862","0.7645539045333862","0.7645539045333862","0.9758638143539429","0.9758638143539429","0.9758638143539429","0.9474540948867798","0.9474540948867798","0.9474540948867798","0.8648812174797058","0.8648812174797058","0.8648812174797058","0.8074190020561218","0.8074190020561218","0.8074190020561218","0.8090921640396118","0.8090921640396118","0.8090921640396118","0.8838633894920349","0.8838633894920349","0.8838633894920349"
"108","0.6609076261520386","0.6609076261520386","0.6609076261520386","0.42083293199539185","0.42083293199539185","0.42083293199539185","0.8836655616760254","0.8836655616760254","0.8836655616760254","0.906651496887207","0.906651496887207","0.906651496887207","0.6337244510650635","0.6337244510650635","0.6337244510650635","0.7011284232139587","0.7011284232139587","0.7011284232139587","0.8851174116134644","0.8851174116134644","0.8851174116134644","0.8987284898757935","0.8987284898757935","0.8987284898757935","0.769164502620697","0.769164502620697","0.769164502620697","0.7699235677719116","0.7699235677719116","0.7699235677719116","0.7664278745651245","0.7664278745651245","0.7664278745651245","0.7732855677604675","0.7732855677604675","0.7732855677604675"
"110","0.715709924697876","0.715709924697876","0.715709924697876","0.39515194296836853","0.39515194296836853","0.39515194296836853","0.9655923843383789","0.9655923843383789","0.9655923843383789","0.9395329356193542","0.9395329356193542","0.9395329356193542","0.6465376615524292","0.6465376615524292","0.6465376615524292","0.6923698782920837","0.6923698782920837","0.6923698782920837","0.9963250160217285","0.9963250160217285","0.9963250160217285","0.9958745837211609","0.9958745837211609","0.9958745837211609","0.8105090856552124","0.8105090856552124","0.8105090856552124","0.8553314208984375","0.8553314208984375","0.8553314208984375","0.7721889019012451","0.7721889019012451","0.7721889019012451","0.8303775191307068","0.8303775191307068","0.8303775191307068"
"112","0.7795292139053345","0.7795292139053345","0.7795292139053345","0.4086915850639343","0.4086915850639343","0.4086915850639343","0.8810809850692749","0.8810809850692749","0.8810809850692749","0.9383652210235596","0.9383652210235596","0.9383652210235596","0.6307519674301147","0.6307519674301147","0.6307519674301147","0.7090174555778503","0.7090174555778503","0.7090174555778503","0.9073359370231628","0.9073359370231628","0.9073359370231628","0.9115220308303833","0.9115220308303833","0.9115220308303833","0.8548367023468018","0.8548367023468018","0.8548367023468018","0.7981138229370117","0.7981138229370117","0.7981138229370117","0.7969004511833191","0.7969004511833191","0.7969004511833191","0.8601670265197754","0.8601670265197754","0.8601670265197754"
"114","0.8063526153564453","0.8063526153564453","0.8063526153564453","0.44030341506004333","0.44030341506004333","0.44030341506004333","0.8409389853477478","0.8409389853477478","0.8409389853477478","0.9354931712150574","0.9354931712150574","0.9354931712150574","0.6523829102516174","0.6523829102516174","0.6523829102516174","0.7739230990409851","0.7739230990409851","0.7739230990409851","0.9455548524856567","0.9455548524856567","0.9455548524856567","0.9164137244224548","0.9164137244224548","0.9164137244224548","0.8402227163314819","0.8402227163314819","0.8402227163314819","0.810396671295166","0.810396671295166","0.810396671295166","0.8713833093643188","0.8713833093643188","0.8713833093643188","0.7934025526046753","0.7934025526046753","0.7934025526046753"
"116","0.7700807452201843","0.7700807452201843","0.7700807452201843","0.4334592819213867","0.4334592819213867","0.4334592819213867","0.8644533157348633","0.8644533157348633","0.8644533157348633","0.9018096923828125","0.9018096923828125","0.9018096923828125","0.6082488894462585","0.6082488894462585","0.6082488894462585","0.6968490481376648","0.6968490481376648","0.6968490481376648","0.9266715049743652","0.9266715049743652","0.9266715049743652","0.933330774307251","0.933330774307251","0.933330774307251","0.8060094714164734","0.8060094714164734","0.8060094714164734","0.8259891867637634","0.8259891867637634","0.8259891867637634","0.896873414516449","0.896873414516449","0.896873414516449","0.8181917071342468","0.8181917071342468","0.8181917071342468"
"118","0.7435678243637085","0.7435678243637085","0.7435678243637085","0.38514694571495056","0.38514694571495056","0.38514694571495056","0.8839874267578125","0.8839874267578125","0.8839874267578125","0.9357189536094666","0.9357189536094666","0.9357189536094666","0.5842480659484863","0.5842480659484863","0.5842480659484863","0.7237449884414673","0.7237449884414673","0.7237449884414673","0.9647600650787354","0.9647600650787354","0.9647600650787354","0.8914913535118103","0.8914913535118103","0.8914913535118103","0.7998988032341003","0.7998988032341003","0.7998988032341003","0.8318495750427246","0.8318495750427246","0.8318495750427246","0.7389387488365173","0.7389387488365173","0.7389387488365173","0.8061822652816772","0.8061822652816772","0.8061822652816772"
"120","0.740198016166687","0.740198016166687","0.740198016166687","0.46584293246269226","0.46584293246269226","0.46584293246269226","0.8916618227958679","0.8916618227958679","0.8916618227958679","0.9203251600265503","0.9203251600265503","0.9203251600265503","0.6740724444389343","0.6740724444389343","0.6740724444389343","0.7530338168144226","0.7530338168144226","0.7530338168144226","0.9242709875106812","0.9242709875106812","0.9242709875106812","0.9528538584709167","0.9528538584709167","0.9528538584709167","0.8404799699783325","0.8404799699783325","0.8404799699783325","0.8287574648857117","0.8287574648857117","0.8287574648857117","0.856707751750946","0.856707751750946","0.856707751750946","0.8106760382652283","0.8106760382652283","0.8106760382652283"
"122","0.747546374797821","0.747546374797821","0.747546374797821","0.4784817099571228","0.4784817099571228","0.4784817099571228","0.8182365298271179","0.8182365298271179","0.8182365298271179","0.9334640502929688","0.9334640502929688","0.9334640502929688","0.6530938148498535","0.6530938148498535","0.6530938148498535","0.7506738901138306","0.7506738901138306","0.7506738901138306","0.8354625701904297","0.8354625701904297","0.8354625701904297","0.8452584147453308","0.8452584147453308","0.8452584147453308","0.8252309560775757","0.8252309560775757","0.8252309560775757","0.7771143317222595","0.7771143317222595","0.7771143317222595","0.8443593382835388","0.8443593382835388","0.8443593382835388","0.7882494926452637","0.7882494926452637","0.7882494926452637"
"124","0.7797066569328308","0.7797066569328308","0.7797066569328308","0.5006821155548096","0.5006821155548096","0.5006821155548096","0.8784116506576538","0.8784116506576538","0.8784116506576538","0.9756689071655273","0.9756689071655273","0.9756689071655273","0.647040605545044","0.647040605545044","0.647040605545044","0.6590405702590942","0.6590405702590942","0.6590405702590942","0.9693155288696289","0.9693155288696289","0.9693155288696289","0.9773011207580566","0.9773011207580566","0.9773011207580566","0.8766726851463318","0.8766726851463318","0.8766726851463318","0.811051070690155","0.811051070690155","0.811051070690155","0.8174468874931335","0.8174468874931335","0.8174468874931335","0.8401901125907898","0.8401901125907898","0.8401901125907898"
"126","0.8205548524856567","0.8205548524856567","0.8205548524856567","0.3866539001464844","0.3866539001464844","0.3866539001464844","0.9673911929130554","0.9673911929130554","0.9673911929130554","0.9860039949417114","0.9860039949417114","0.9860039949417114","0.6574565172195435","0.6574565172195435","0.6574565172195435","0.69954514503479","0.69954514503479","0.69954514503479","0.9902967214584351","0.9902967214584351","0.9902967214584351","0.999498724937439","0.999498724937439","0.999498724937439","0.8572152853012085","0.8572152853012085","0.8572152853012085","0.8634604811668396","0.8634604811668396","0.8634604811668396","0.7932550311088562","0.7932550311088562","0.7932550311088562","0.8672444224357605","0.8672444224357605","0.8672444224357605"
"128","0.797036349773407","0.797036349773407","0.797036349773407","0.5147475004196167","0.5147475004196167","0.5147475004196167","0.9295096397399902","0.9295096397399902","0.9295096397399902","0.9734301567077637","0.9734301567077637","0.9734301567077637","0.7288179397583008","0.7288179397583008","0.7288179397583008","0.7299604415893555","0.7299604415893555","0.7299604415893555","0.9664580225944519","0.9664580225944519","0.9664580225944519","0.9523228406906128","0.9523228406906128","0.9523228406906128","0.8452084064483643","0.8452084064483643","0.8452084064483643","0.8534601926803589","0.8534601926803589","0.8534601926803589","0.8436941504478455","0.8436941504478455","0.8436941504478455","0.8222082853317261","0.8222082853317261","0.8222082853317261"
"130","0.6762304306030273","0.6762304306030273","0.6762304306030273","0.5520798563957214","0.5520798563957214","0.5520798563957214","0.943848729133606","0.943848729133606","0.943848729133606","0.970409631729126","0.970409631729126","0.970409631729126","0.6499980092048645","0.6499980092048645","0.6499980092048645","0.7267588376998901","0.7267588376998901","0.7267588376998901","0.9952553510665894","0.9952553510665894","0.9952553510665894","0.992010772228241","0.992010772228241","0.992010772228241","0.8864209651947021","0.8864209651947021","0.8864209651947021","0.8411968946456909","0.8411968946456909","0.8411968946456909","0.8014561533927917","0.8014561533927917","0.8014561533927917","0.8846043348312378","0.8846043348312378","0.8846043348312378"
"132","0.7614142894744873","0.7614142894744873","0.7614142894744873","0.5612035393714905","0.5612035393714905","0.5612035393714905","0.9614142179489136","0.9614142179489136","0.9614142179489136","0.9568805694580078","0.9568805694580078","0.9568805694580078","0.679074764251709","0.679074764251709","0.679074764251709","0.7478174567222595","0.7478174567222595","0.7478174567222595","0.958834171295166","0.958834171295166","0.958834171295166","0.9488157033920288","0.9488157033920288","0.9488157033920288","0.8685035109519958","0.8685035109519958","0.8685035109519958","0.8884913325309753","0.8884913325309753","0.8884913325309753","0.893203616142273","0.893203616142273","0.893203616142273","0.8330782651901245","0.8330782651901245","0.8330782651901245"
"134","0.8106303215026855","0.8106303215026855","0.8106303215026855","0.47059187293052673","0.47059187293052673","0.47059187293052673","0.9150540232658386","0.9150540232658386","0.9150540232658386","0.9922845363616943","0.9922845363616943","0.9922845363616943","0.7420968413352966","0.7420968413352966","0.7420968413352966","0.7819727659225464","0.7819727659225464","0.7819727659225464","0.9818994998931885","0.9818994998931885","0.9818994998931885","0.9598619937896729","0.9598619937896729","0.9598619937896729","0.9069602489471436","0.9069602489471436","0.9069602489471436","0.8718504905700684","0.8718504905700684","0.8718504905700684","0.7697202563285828","0.7697202563285828","0.7697202563285828","0.8881438970565796","0.8881438970565796","0.8881438970565796"
"136","0.7279264330863953","0.7279264330863953","0.7279264330863953","0.596921443939209","0.596921443939209","0.596921443939209","0.8843363523483276","0.8843363523483276","0.8843363523483276","0.9452539682388306","0.9452539682388306","0.9452539682388306","0.7069408297538757","0.7069408297538757","0.7069408297538757","0.742574155330658","0.742574155330658","0.742574155330658","0.8800191879272461","0.8800191879272461","0.8800191879272461","0.9342635869979858","0.9342635869979858","0.9342635869979858","0.801123321056366","0.801123321056366","0.801123321056366","0.8082341551780701","0.8082341551780701","0.8082341551780701","0.8430706858634949","0.8430706858634949","0.8430706858634949","0.873222291469574","0.873222291469574","0.873222291469574"
"138","0.7828146815299988","0.7828146815299988","0.7828146815299988","0.6457893252372742","0.6457893252372742","0.6457893252372742","0.9109267592430115","0.9109267592430115","0.9109267592430115","0.96946120262146","0.96946120262146","0.96946120262146","0.2590704560279846","0.2590704560279846","0.2590704560279846","0.7427642345428467","0.7427642345428467","0.7427642345428467","0.9804949164390564","0.9804949164390564","0.9804949164390564","0.9561118483543396","0.9561118483543396","0.9561118483543396","0.8756629824638367","0.8756629824638367","0.8756629824638367","0.8703151941299438","0.8703151941299438","0.8703151941299438","0.7079175710678101","0.7079175710678101","0.7079175710678101","0.8502117991447449","0.8502117991447449","0.8502117991447449"
"140","0.7846516966819763","0.7846516966819763","0.7846516966819763","0.5457653403282166","0.5457653403282166","0.5457653403282166","0.9148839712142944","0.9148839712142944","0.9148839712142944","0.9315807223320007","0.9315807223320007","0.9315807223320007","0.6460497379302979","0.6460497379302979","0.6460497379302979","0.7139497995376587","0.7139497995376587","0.7139497995376587","0.961552083492279","0.961552083492279","0.961552083492279","0.9522775411605835","0.9522775411605835","0.9522775411605835","0.8303725123405457","0.8303725123405457","0.8303725123405457","0.8442808985710144","0.8442808985710144","0.8442808985710144","0.9093868732452393","0.9093868732452393","0.9093868732452393","0.8764349818229675","0.8764349818229675","0.8764349818229675"
"142","0.7186098098754883","0.7186098098754883","0.7186098098754883","0.6294481754302979","0.6294481754302979","0.6294481754302979","0.9240075945854187","0.9240075945854187","0.9240075945854187","0.9667887687683105","0.9667887687683105","0.9667887687683105","0.6333227157592773","0.6333227157592773","0.6333227157592773","0.6994768977165222","0.6994768977165222","0.6994768977165222","0.9557875990867615","0.9557875990867615","0.9557875990867615","0.9447342157363892","0.9447342157363892","0.9447342157363892","0.8552347421646118","0.8552347421646118","0.8552347421646118","0.8212414979934692","0.8212414979934692","0.8212414979934692","0.7933347225189209","0.7933347225189209","0.7933347225189209","0.8284215927124023","0.8284215927124023","0.8284215927124023"
"144","0.8081313371658325","0.8081313371658325","0.8081313371658325","0.6380375623703003","0.6380375623703003","0.6380375623703003","0.9107181429862976","0.9107181429862976","0.9107181429862976","0.947501540184021","0.947501540184021","0.947501540184021","0.7321593165397644","0.7321593165397644","0.7321593165397644","0.7402935028076172","0.7402935028076172","0.7402935028076172","0.9759780764579773","0.9759780764579773","0.9759780764579773","0.9705778360366821","0.9705778360366821","0.9705778360366821","0.8737775683403015","0.8737775683403015","0.8737775683403015","0.8268207311630249","0.8268207311630249","0.8268207311630249","0.7891983985900879","0.7891983985900879","0.7891983985900879","0.8699082136154175","0.8699082136154175","0.8699082136154175"
"146","0.790492057800293","0.790492057800293","0.790492057800293","0.666470468044281","0.666470468044281","0.666470468044281","0.9238607883453369","0.9238607883453369","0.9238607883453369","0.970478892326355","0.970478892326355","0.970478892326355","0.7419392466545105","0.7419392466545105","0.7419392466545105","0.6981784701347351","0.6981784701347351","0.6981784701347351","0.9909937381744385","0.9909937381744385","0.9909937381744385","0.9874817728996277","0.9874817728996277","0.9874817728996277","0.8631903529167175","0.8631903529167175","0.8631903529167175","0.881134033203125","0.881134033203125","0.881134033203125","0.7066229581832886","0.7066229581832886","0.7066229581832886","0.8675333261489868","0.8675333261489868","0.8675333261489868"
