"Step","VOWELS_VMD_b10_DUAL_bs16 - cross_entropy_negative_s","VOWELS_VMD_b10_DUAL_bs16 - cross_entropy_negative_s__MIN","VOWELS_VMD_b10_DUAL_bs16 - cross_entropy_negative_s__MAX","VOWELS_EMD_b10_DUAL_bs16 - cross_entropy_negative_s","VOWELS_EMD_b10_DUAL_bs16 - cross_entropy_negative_s__MIN","VOWELS_EMD_b10_DUAL_bs16 - cross_entropy_negative_s__MAX","VOWELS_EMD_b0_DUAL_bs16 - cross_entropy_negative_s","VOWELS_EMD_b0_DUAL_bs16 - cross_entropy_negative_s__MIN","VOWELS_EMD_b0_DUAL_bs16 - cross_entropy_negative_s__MAX","VOWELS_VMD_b0_DUAL_bs16 - cross_entropy_negative_s","VOWELS_VMD_b0_DUAL_bs16 - cross_entropy_negative_s__MIN","VOWELS_VMD_b0_DUAL_bs16 - cross_entropy_negative_s__MAX","VOWELS_FILTER_b10_DUAL_bs16 - cross_entropy_negative_s","VOWELS_FILTER_b10_DUAL_bs16 - cross_entropy_negative_s__MIN","VOWELS_FILTER_b10_DUAL_bs16 - cross_entropy_negative_s__MAX","VOWELS_EWT_b10_DUAL_bs16 - cross_entropy_negative_s","VOWELS_EWT_b10_DUAL_bs16 - cross_entropy_negative_s__MIN","VOWELS_EWT_b10_DUAL_bs16 - cross_entropy_negative_s__MAX","VOWELS_EWT_b0_DUAL_bs16 - cross_entropy_negative_s","VOWELS_EWT_b0_DUAL_bs16 - cross_entropy_negative_s__MIN","VOWELS_EWT_b0_DUAL_bs16 - cross_entropy_negative_s__MAX","VOWELS_FILTER_b0_DUAL_bs16 - cross_entropy_negative_s","VOWELS_FILTER_b0_DUAL_bs16 - cross_entropy_negative_s__MIN","VOWELS_FILTER_b0_DUAL_bs16 - cross_entropy_negative_s__MAX","VOWELS_EWT_b1_DUAL_bs16 - cross_entropy_negative_s","VOWELS_EWT_b1_DUAL_bs16 - cross_entropy_negative_s__MIN","VOWELS_EWT_b1_DUAL_bs16 - cross_entropy_negative_s__MAX","VOWELS_EMD_b1_DUAL_bs16 - cross_entropy_negative_s","VOWELS_EMD_b1_DUAL_bs16 - cross_entropy_negative_s__MIN","VOWELS_EMD_b1_DUAL_bs16 - cross_entropy_negative_s__MAX","VOWELS_VMD_b1_DUAL_bs16 - cross_entropy_negative_s","VOWELS_VMD_b1_DUAL_bs16 - cross_entropy_negative_s__MIN","VOWELS_VMD_b1_DUAL_bs16 - cross_entropy_negative_s__MAX","VOWELS_FILTER_b1_DUAL_bs16 - cross_entropy_negative_s","VOWELS_FILTER_b1_DUAL_bs16 - cross_entropy_negative_s__MIN","VOWELS_FILTER_b1_DUAL_bs16 - cross_entropy_negative_s__MAX"
"20","26.91776466369629","26.91776466369629","26.91776466369629","27.22427749633789","27.22427749633789","27.22427749633789","1.1376922130584717","1.1376922130584717","1.1376922130584717","1.3618346452713013","1.3618346452713013","1.3618346452713013","27.465837478637695","27.465837478637695","27.465837478637695","25.392898559570312","25.392898559570312","25.392898559570312","1.326171875","1.326171875","1.326171875","1.529986023902893","1.529986023902893","1.529986023902893","8.582864761352539","8.582864761352539","8.582864761352539","6.004143238067627","6.004143238067627","6.004143238067627","7.043249130249023","7.043249130249023","7.043249130249023","7.873938083648682","7.873938083648682","7.873938083648682"
"22","25.954608917236328","25.954608917236328","25.954608917236328","25.51249122619629","25.51249122619629","25.51249122619629","1.131545066833496","1.131545066833496","1.131545066833496","1.2693517208099365","1.2693517208099365","1.2693517208099365","26.3541202545166","26.3541202545166","26.3541202545166","24.83271598815918","24.83271598815918","24.83271598815918","1.2528198957443237","1.2528198957443237","1.2528198957443237","1.3364346027374268","1.3364346027374268","1.3364346027374268","7.7154340744018555","7.7154340744018555","7.7154340744018555","5.247337341308594","5.247337341308594","5.247337341308594","5.989274978637695","5.989274978637695","5.989274978637695","6.3311567306518555","6.3311567306518555","6.3311567306518555"
"24","24.176998138427734","24.176998138427734","24.176998138427734","23.67906951904297","23.67906951904297","23.67906951904297","1.1246418952941895","1.1246418952941895","1.1246418952941895","1.2055761814117432","1.2055761814117432","1.2055761814117432","24.855588912963867","24.855588912963867","24.855588912963867","24.5744686126709","24.5744686126709","24.5744686126709","1.1604870557785034","1.1604870557785034","1.1604870557785034","1.2281770706176758","1.2281770706176758","1.2281770706176758","6.924866676330566","6.924866676330566","6.924866676330566","4.918581008911133","4.918581008911133","4.918581008911133","5.719372749328613","5.719372749328613","5.719372749328613","5.579801082611084","5.579801082611084","5.579801082611084"
"26","22.12604331970215","22.12604331970215","22.12604331970215","21.88112449645996","21.88112449645996","21.88112449645996","1.1215507984161377","1.1215507984161377","1.1215507984161377","1.1405428647994995","1.1405428647994995","1.1405428647994995","22.650325775146484","22.650325775146484","22.650325775146484","23.30597686767578","23.30597686767578","23.30597686767578","1.187503457069397","1.187503457069397","1.187503457069397","1.2335469722747803","1.2335469722747803","1.2335469722747803","5.783026695251465","5.783026695251465","5.783026695251465","4.967774868011475","4.967774868011475","4.967774868011475","4.708805561065674","4.708805561065674","4.708805561065674","4.757321834564209","4.757321834564209","4.757321834564209"
"28","20.521591186523438","20.521591186523438","20.521591186523438","19.168567657470703","19.168567657470703","19.168567657470703","1.1183483600616455","1.1183483600616455","1.1183483600616455","1.1869642734527588","1.1869642734527588","1.1869642734527588","21.466983795166016","21.466983795166016","21.466983795166016","22.180110931396484","22.180110931396484","22.180110931396484","1.2341874837875366","1.2341874837875366","1.2341874837875366","1.1803522109985352","1.1803522109985352","1.1803522109985352","5.995559215545654","5.995559215545654","5.995559215545654","4.376735687255859","4.376735687255859","4.376735687255859","5.237814903259277","5.237814903259277","5.237814903259277","4.939299583435059","4.939299583435059","4.939299583435059"
"30","18.725170135498047","18.725170135498047","18.725170135498047","17.425411224365234","17.425411224365234","17.425411224365234","1.118100881576538","1.118100881576538","1.118100881576538","1.1495311260223389","1.1495311260223389","1.1495311260223389","19.356914520263672","19.356914520263672","19.356914520263672","21.412517547607422","21.412517547607422","21.412517547607422","1.172893762588501","1.172893762588501","1.172893762588501","1.1536121368408203","1.1536121368408203","1.1536121368408203","4.932307720184326","4.932307720184326","4.932307720184326","4.40478515625","4.40478515625","4.40478515625","4.567692756652832","4.567692756652832","4.567692756652832","4.565338134765625","4.565338134765625","4.565338134765625"
"32","17.228660583496094","17.228660583496094","17.228660583496094","15.247304916381836","15.247304916381836","15.247304916381836","1.114412784576416","1.114412784576416","1.114412784576416","1.2015928030014038","1.2015928030014038","1.2015928030014038","17.694400787353516","17.694400787353516","17.694400787353516","20.516252517700195","20.516252517700195","20.516252517700195","1.2225821018218994","1.2225821018218994","1.2225821018218994","1.156736135482788","1.156736135482788","1.156736135482788","5.210015773773193","5.210015773773193","5.210015773773193","4.137675762176514","4.137675762176514","4.137675762176514","5.176159858703613","5.176159858703613","5.176159858703613","4.759459495544434","4.759459495544434","4.759459495544434"
"34","15.621116638183594","15.621116638183594","15.621116638183594","13.882983207702637","13.882983207702637","13.882983207702637","1.1132726669311523","1.1132726669311523","1.1132726669311523","1.1238895654678345","1.1238895654678345","1.1238895654678345","15.240022659301758","15.240022659301758","15.240022659301758","19.011125564575195","19.011125564575195","19.011125564575195","1.1422110795974731","1.1422110795974731","1.1422110795974731","1.1572256088256836","1.1572256088256836","1.1572256088256836","4.552104949951172","4.552104949951172","4.552104949951172","4.3930559158325195","4.3930559158325195","4.3930559158325195","4.351530075073242","4.351530075073242","4.351530075073242","4.319890022277832","4.319890022277832","4.319890022277832"
"36","14.387557983398438","14.387557983398438","14.387557983398438","12.319746017456055","12.319746017456055","12.319746017456055","1.1117453575134277","1.1117453575134277","1.1117453575134277","1.1577882766723633","1.1577882766723633","1.1577882766723633","14.259191513061523","14.259191513061523","14.259191513061523","18.096668243408203","18.096668243408203","18.096668243408203","1.347318410873413","1.347318410873413","1.347318410873413","1.169378638267517","1.169378638267517","1.169378638267517","4.652031898498535","4.652031898498535","4.652031898498535","4.138328552246094","4.138328552246094","4.138328552246094","4.245862007141113","4.245862007141113","4.245862007141113","4.414682388305664","4.414682388305664","4.414682388305664"
"38","13.46544075012207","13.46544075012207","13.46544075012207","11.385675430297852","11.385675430297852","11.385675430297852","1.110900640487671","1.110900640487671","1.110900640487671","1.117458701133728","1.117458701133728","1.117458701133728","14.026124000549316","14.026124000549316","14.026124000549316","17.13699722290039","17.13699722290039","17.13699722290039","1.1663143634796143","1.1663143634796143","1.1663143634796143","1.1760451793670654","1.1760451793670654","1.1760451793670654","4.226949214935303","4.226949214935303","4.226949214935303","4.062873363494873","4.062873363494873","4.062873363494873","4.004161834716797","4.004161834716797","4.004161834716797","4.833780288696289","4.833780288696289","4.833780288696289"
"40","12.589712142944336","12.589712142944336","12.589712142944336","10.08305549621582","10.08305549621582","10.08305549621582","1.1104246377944946","1.1104246377944946","1.1104246377944946","1.1369234323501587","1.1369234323501587","1.1369234323501587","12.720500946044922","12.720500946044922","12.720500946044922","16.142086029052734","16.142086029052734","16.142086029052734","1.1843692064285278","1.1843692064285278","1.1843692064285278","1.2388893365859985","1.2388893365859985","1.2388893365859985","4.376779556274414","4.376779556274414","4.376779556274414","4.071908950805664","4.071908950805664","4.071908950805664","3.9792959690093994","3.9792959690093994","3.9792959690093994","4.420475959777832","4.420475959777832","4.420475959777832"
"42","11.267845153808594","11.267845153808594","11.267845153808594","9.227684020996094","9.227684020996094","9.227684020996094","1.1094443798065186","1.1094443798065186","1.1094443798065186","1.1814554929733276","1.1814554929733276","1.1814554929733276","10.391284942626953","10.391284942626953","10.391284942626953","13.8622465133667","13.8622465133667","13.8622465133667","1.1850758790969849","1.1850758790969849","1.1850758790969849","1.1405656337738037","1.1405656337738037","1.1405656337738037","4.02158260345459","4.02158260345459","4.02158260345459","4.339761734008789","4.339761734008789","4.339761734008789","4.107937812805176","4.107937812805176","4.107937812805176","4.134926795959473","4.134926795959473","4.134926795959473"
"44","10.232820510864258","10.232820510864258","10.232820510864258","8.270298957824707","8.270298957824707","8.270298957824707","1.1102054119110107","1.1102054119110107","1.1102054119110107","1.2021889686584473","1.2021889686584473","1.2021889686584473","9.657142639160156","9.657142639160156","9.657142639160156","13.095370292663574","13.095370292663574","13.095370292663574","1.1484653949737549","1.1484653949737549","1.1484653949737549","1.1645430326461792","1.1645430326461792","1.1645430326461792","3.886295795440674","3.886295795440674","3.886295795440674","4.026499271392822","4.026499271392822","4.026499271392822","3.6084980964660645","3.6084980964660645","3.6084980964660645","3.9220898151397705","3.9220898151397705","3.9220898151397705"
"46","9.71227741241455","9.71227741241455","9.71227741241455","7.75631856918335","7.75631856918335","7.75631856918335","1.1081501245498657","1.1081501245498657","1.1081501245498657","1.13151216506958","1.13151216506958","1.13151216506958","8.996795654296875","8.996795654296875","8.996795654296875","11.662639617919922","11.662639617919922","11.662639617919922","1.1725338697433472","1.1725338697433472","1.1725338697433472","1.12721586227417","1.12721586227417","1.12721586227417","3.737903118133545","3.737903118133545","3.737903118133545","3.947359323501587","3.947359323501587","3.947359323501587","3.4742789268493652","3.4742789268493652","3.4742789268493652","3.945627212524414","3.945627212524414","3.945627212524414"
"48","8.720797538757324","8.720797538757324","8.720797538757324","7.153798580169678","7.153798580169678","7.153798580169678","1.108256220817566","1.108256220817566","1.108256220817566","1.1364245414733887","1.1364245414733887","1.1364245414733887","8.54962158203125","8.54962158203125","8.54962158203125","10.844419479370117","10.844419479370117","10.844419479370117","1.1404242515563965","1.1404242515563965","1.1404242515563965","1.1827776432037354","1.1827776432037354","1.1827776432037354","3.620278835296631","3.620278835296631","3.620278835296631","4.014215469360352","4.014215469360352","4.014215469360352","3.5255935192108154","3.5255935192108154","3.5255935192108154","4.049655437469482","4.049655437469482","4.049655437469482"
"50","8.721965789794922","8.721965789794922","8.721965789794922","6.875479698181152","6.875479698181152","6.875479698181152","1.1095032691955566","1.1095032691955566","1.1095032691955566","1.1403529644012451","1.1403529644012451","1.1403529644012451","8.491159439086914","8.491159439086914","8.491159439086914","10.903399467468262","10.903399467468262","10.903399467468262","1.136296272277832","1.136296272277832","1.136296272277832","1.1613713502883911","1.1613713502883911","1.1613713502883911","3.4677300453186035","3.4677300453186035","3.4677300453186035","3.898991823196411","3.898991823196411","3.898991823196411","3.945812463760376","3.945812463760376","3.945812463760376","4.2107367515563965","4.2107367515563965","4.2107367515563965"
"52","7.695250988006592","7.695250988006592","7.695250988006592","6.552727699279785","6.552727699279785","6.552727699279785","1.1069321632385254","1.1069321632385254","1.1069321632385254","1.1160259246826172","1.1160259246826172","1.1160259246826172","7.285261154174805","7.285261154174805","7.285261154174805","9.499107360839844","9.499107360839844","9.499107360839844","1.171438455581665","1.171438455581665","1.171438455581665","1.1222532987594604","1.1222532987594604","1.1222532987594604","3.3106279373168945","3.3106279373168945","3.3106279373168945","3.874234676361084","3.874234676361084","3.874234676361084","3.0321402549743652","3.0321402549743652","3.0321402549743652","3.839726209640503","3.839726209640503","3.839726209640503"
"54","7.304507255554199","7.304507255554199","7.304507255554199","6.2856950759887695","6.2856950759887695","6.2856950759887695","1.1062610149383545","1.1062610149383545","1.1062610149383545","1.1136775016784668","1.1136775016784668","1.1136775016784668","7.145471096038818","7.145471096038818","7.145471096038818","8.8338623046875","8.8338623046875","8.8338623046875","1.1419652700424194","1.1419652700424194","1.1419652700424194","1.140087604522705","1.140087604522705","1.140087604522705","3.2359604835510254","3.2359604835510254","3.2359604835510254","3.747612476348877","3.747612476348877","3.747612476348877","3.147841453552246","3.147841453552246","3.147841453552246","3.9248604774475098","3.9248604774475098","3.9248604774475098"
"56","7.893111705780029","7.893111705780029","7.893111705780029","5.742201805114746","5.742201805114746","5.742201805114746","1.1076866388320923","1.1076866388320923","1.1076866388320923","1.1444625854492188","1.1444625854492188","1.1444625854492188","7.469196319580078","7.469196319580078","7.469196319580078","9.691213607788086","9.691213607788086","9.691213607788086","1.2723262310028076","1.2723262310028076","1.2723262310028076","1.1562625169754028","1.1562625169754028","1.1562625169754028","3.7750067710876465","3.7750067710876465","3.7750067710876465","3.8230762481689453","3.8230762481689453","3.8230762481689453","3.860239267349243","3.860239267349243","3.860239267349243","5.09990930557251","5.09990930557251","5.09990930557251"
"58","6.607118129730225","6.607118129730225","6.607118129730225","5.447746276855469","5.447746276855469","5.447746276855469","1.1059467792510986","1.1059467792510986","1.1059467792510986","1.114018440246582","1.114018440246582","1.114018440246582","6.961719036102295","6.961719036102295","6.961719036102295","8.4161958694458","8.4161958694458","8.4161958694458","1.2163423299789429","1.2163423299789429","1.2163423299789429","1.1885179281234741","1.1885179281234741","1.1885179281234741","3.3624460697174072","3.3624460697174072","3.3624460697174072","5.778449535369873","5.778449535369873","5.778449535369873","2.8873939514160156","2.8873939514160156","2.8873939514160156","4.040761947631836","4.040761947631836","4.040761947631836"
"60","6.489124298095703","6.489124298095703","6.489124298095703","5.521410942077637","5.521410942077637","5.521410942077637","1.1054737567901611","1.1054737567901611","1.1054737567901611","1.1112946271896362","1.1112946271896362","1.1112946271896362","6.723349094390869","6.723349094390869","6.723349094390869","7.779606342315674","7.779606342315674","7.779606342315674","1.1641348600387573","1.1641348600387573","1.1641348600387573","1.1683478355407715","1.1683478355407715","1.1683478355407715","24.763771057128906","24.763771057128906","24.763771057128906","4.05074405670166","4.05074405670166","4.05074405670166","2.8478851318359375","2.8478851318359375","2.8478851318359375","4.171047210693359","4.171047210693359","4.171047210693359"
"62","6.9912428855896","6.9912428855896","6.9912428855896","5.060396194458008","5.060396194458008","5.060396194458008","1.109728217124939","1.109728217124939","1.109728217124939","1.124586582183838","1.124586582183838","1.124586582183838","6.4671831130981445","6.4671831130981445","6.4671831130981445","7.874178886413574","7.874178886413574","7.874178886413574","1.130149006843567","1.130149006843567","1.130149006843567","1.20780348777771","1.20780348777771","1.20780348777771","3.7647933959960938","3.7647933959960938","3.7647933959960938","3.713991641998291","3.713991641998291","3.713991641998291","3.1334445476531982","3.1334445476531982","3.1334445476531982","4.115180969238281","4.115180969238281","4.115180969238281"
"64","6.129364967346191","6.129364967346191","6.129364967346191","5.00700044631958","5.00700044631958","5.00700044631958","1.1062798500061035","1.1062798500061035","1.1062798500061035","1.1114619970321655","1.1114619970321655","1.1114619970321655","6.206149101257324","6.206149101257324","6.206149101257324","7.307320594787598","7.307320594787598","7.307320594787598","1.1156643629074097","1.1156643629074097","1.1156643629074097","1.1554933786392212","1.1554933786392212","1.1554933786392212","3.433241605758667","3.433241605758667","3.433241605758667","3.7559967041015625","3.7559967041015625","3.7559967041015625","2.8374946117401123","2.8374946117401123","2.8374946117401123","3.7653729915618896","3.7653729915618896","3.7653729915618896"
"66","6.267162799835205","6.267162799835205","6.267162799835205","4.618216037750244","4.618216037750244","4.618216037750244","1.1056973934173584","1.1056973934173584","1.1056973934173584","1.1301122903823853","1.1301122903823853","1.1301122903823853","5.991964340209961","5.991964340209961","5.991964340209961","6.834765434265137","6.834765434265137","6.834765434265137","1.1180078983306885","1.1180078983306885","1.1180078983306885","1.1190476417541504","1.1190476417541504","1.1190476417541504","3.244568347930908","3.244568347930908","3.244568347930908","3.7987828254699707","3.7987828254699707","3.7987828254699707","2.902864456176758","2.902864456176758","2.902864456176758","3.7344970703125","3.7344970703125","3.7344970703125"
"68","5.645044803619385","5.645044803619385","5.645044803619385","4.740179061889648","4.740179061889648","4.740179061889648","1.105271339416504","1.105271339416504","1.105271339416504","1.1058987379074097","1.1058987379074097","1.1058987379074097","6.110098838806152","6.110098838806152","6.110098838806152","6.5042829513549805","6.5042829513549805","6.5042829513549805","1.1490018367767334","1.1490018367767334","1.1490018367767334","1.1606682538986206","1.1606682538986206","1.1606682538986206","2.9785048961639404","2.9785048961639404","2.9785048961639404","3.72662353515625","3.72662353515625","3.72662353515625","2.5677242279052734","2.5677242279052734","2.5677242279052734","3.7973427772521973","3.7973427772521973","3.7973427772521973"
"70","5.716543197631836","5.716543197631836","5.716543197631836","4.667454719543457","4.667454719543457","4.667454719543457","1.1057136058807373","1.1057136058807373","1.1057136058807373","1.224149465560913","1.224149465560913","1.224149465560913","5.748892784118652","5.748892784118652","5.748892784118652","6.570817470550537","6.570817470550537","6.570817470550537","1.3346498012542725","1.3346498012542725","1.3346498012542725","1.1507272720336914","1.1507272720336914","1.1507272720336914","3.0196075439453125","3.0196075439453125","3.0196075439453125","3.6553587913513184","3.6553587913513184","3.6553587913513184","3.057910680770874","3.057910680770874","3.057910680770874","3.374035358428955","3.374035358428955","3.374035358428955"
"72","5.610344886779785","5.610344886779785","5.610344886779785","4.515120506286621","4.515120506286621","4.515120506286621","1.1049606800079346","1.1049606800079346","1.1049606800079346","1.1126904487609863","1.1126904487609863","1.1126904487609863","5.954308032989502","5.954308032989502","5.954308032989502","6.740274429321289","6.740274429321289","6.740274429321289","1.1289924383163452","1.1289924383163452","1.1289924383163452","1.1799815893173218","1.1799815893173218","1.1799815893173218","2.6842947006225586","2.6842947006225586","2.6842947006225586","3.6405537128448486","3.6405537128448486","3.6405537128448486","2.6796140670776367","2.6796140670776367","2.6796140670776367","3.403276205062866","3.403276205062866","3.403276205062866"
