"Step","VOWELS_VMD_b10_DUAL_bs16 - divergence_positive_z","VOWELS_VMD_b10_DUAL_bs16 - divergence_positive_z__MIN","VOWELS_VMD_b10_DUAL_bs16 - divergence_positive_z__MAX","VOWELS_EMD_b10_DUAL_bs16 - divergence_positive_z","VOWELS_EMD_b10_DUAL_bs16 - divergence_positive_z__MIN","VOWELS_EMD_b10_DUAL_bs16 - divergence_positive_z__MAX","VOWELS_EMD_b0_DUAL_bs16 - divergence_positive_z","VOWELS_EMD_b0_DUAL_bs16 - divergence_positive_z__MIN","VOWELS_EMD_b0_DUAL_bs16 - divergence_positive_z__MAX","VOWELS_VMD_b0_DUAL_bs16 - divergence_positive_z","VOWELS_VMD_b0_DUAL_bs16 - divergence_positive_z__MIN","VOWELS_VMD_b0_DUAL_bs16 - divergence_positive_z__MAX","VOWELS_FILTER_b10_DUAL_bs16 - divergence_positive_z","VOWELS_FILTER_b10_DUAL_bs16 - divergence_positive_z__MIN","VOWELS_FILTER_b10_DUAL_bs16 - divergence_positive_z__MAX","VOWELS_EWT_b10_DUAL_bs16 - divergence_positive_z","VOWELS_EWT_b10_DUAL_bs16 - divergence_positive_z__MIN","VOWELS_EWT_b10_DUAL_bs16 - divergence_positive_z__MAX","VOWELS_EWT_b0_DUAL_bs16 - divergence_positive_z","VOWELS_EWT_b0_DUAL_bs16 - divergence_positive_z__MIN","VOWELS_EWT_b0_DUAL_bs16 - divergence_positive_z__MAX","VOWELS_FILTER_b0_DUAL_bs16 - divergence_positive_z","VOWELS_FILTER_b0_DUAL_bs16 - divergence_positive_z__MIN","VOWELS_FILTER_b0_DUAL_bs16 - divergence_positive_z__MAX","VOWELS_EWT_b1_DUAL_bs16 - divergence_positive_z","VOWELS_EWT_b1_DUAL_bs16 - divergence_positive_z__MIN","VOWELS_EWT_b1_DUAL_bs16 - divergence_positive_z__MAX","VOWELS_EMD_b1_DUAL_bs16 - divergence_positive_z","VOWELS_EMD_b1_DUAL_bs16 - divergence_positive_z__MIN","VOWELS_EMD_b1_DUAL_bs16 - divergence_positive_z__MAX","VOWELS_VMD_b1_DUAL_bs16 - divergence_positive_z","VOWELS_VMD_b1_DUAL_bs16 - divergence_positive_z__MIN","VOWELS_VMD_b1_DUAL_bs16 - divergence_positive_z__MAX","VOWELS_FILTER_b1_DUAL_bs16 - divergence_positive_z","VOWELS_FILTER_b1_DUAL_bs16 - divergence_positive_z__MIN","VOWELS_FILTER_b1_DUAL_bs16 - divergence_positive_z__MAX"
"20","0.11548735201358795","0.11548735201358795","0.11548735201358795","0.11030273884534836","0.11030273884534836","0.11030273884534836","0.4689832627773285","0.4689832627773285","0.4689832627773285","0.4601097106933594","0.4601097106933594","0.4601097106933594","0.07811608165502548","0.07811608165502548","0.07811608165502548","0.10171326994895935","0.10171326994895935","0.10171326994895935","0.4328542947769165","0.4328542947769165","0.4328542947769165","0.4405485987663269","0.4405485987663269","0.4405485987663269","0.4341382682323456","0.4341382682323456","0.4341382682323456","0.4373980760574341","0.4373980760574341","0.4373980760574341","0.4129904508590698","0.4129904508590698","0.4129904508590698","0.39951223134994507","0.39951223134994507","0.39951223134994507"
"22","0.1251366138458252","0.1251366138458252","0.1251366138458252","0.12397249788045883","0.12397249788045883","0.12397249788045883","0.4713086783885956","0.4713086783885956","0.4713086783885956","0.4864337146282196","0.4864337146282196","0.4864337146282196","0.09505914896726608","0.09505914896726608","0.09505914896726608","0.11832409352064133","0.11832409352064133","0.11832409352064133","0.44855719804763794","0.44855719804763794","0.44855719804763794","0.4535721242427826","0.4535721242427826","0.4535721242427826","0.42961975932121277","0.42961975932121277","0.42961975932121277","0.43670403957366943","0.43670403957366943","0.43670403957366943","0.4043934941291809","0.4043934941291809","0.4043934941291809","0.4132673740386963","0.4132673740386963","0.4132673740386963"
"24","0.1529432237148285","0.1529432237148285","0.1529432237148285","0.1415586769580841","0.1415586769580841","0.1415586769580841","0.4753933846950531","0.4753933846950531","0.4753933846950531","0.4832521677017212","0.4832521677017212","0.4832521677017212","0.10400648415088654","0.10400648415088654","0.10400648415088654","0.12902754545211792","0.12902754545211792","0.12902754545211792","0.43184447288513184","0.43184447288513184","0.43184447288513184","0.438016414642334","0.438016414642334","0.438016414642334","0.4396389424800873","0.4396389424800873","0.4396389424800873","0.4255448281764984","0.4255448281764984","0.4255448281764984","0.4401203393936157","0.4401203393936157","0.4401203393936157","0.42403754591941833","0.42403754591941833","0.42403754591941833"
"26","0.16389979422092438","0.16389979422092438","0.16389979422092438","0.15690813958644867","0.15690813958644867","0.15690813958644867","0.46819764375686646","0.46819764375686646","0.46819764375686646","0.48434361815452576","0.48434361815452576","0.48434361815452576","0.12193731963634491","0.12193731963634491","0.12193731963634491","0.1371343731880188","0.1371343731880188","0.1371343731880188","0.41450363397598267","0.41450363397598267","0.41450363397598267","0.4456149935722351","0.4456149935722351","0.4456149935722351","0.4145848751068115","0.4145848751068115","0.4145848751068115","0.4179609417915344","0.4179609417915344","0.4179609417915344","0.43634283542633057","0.43634283542633057","0.43634283542633057","0.418040931224823","0.418040931224823","0.418040931224823"
"28","0.1577179729938507","0.1577179729938507","0.1577179729938507","0.15144294500350952","0.15144294500350952","0.15144294500350952","0.45774194598197937","0.45774194598197937","0.45774194598197937","0.4631769359111786","0.4631769359111786","0.4631769359111786","0.12215070426464081","0.12215070426464081","0.12215070426464081","0.14638900756835938","0.14638900756835938","0.14638900756835938","0.4128025472164154","0.4128025472164154","0.4128025472164154","0.4516023099422455","0.4516023099422455","0.4516023099422455","0.421941339969635","0.421941339969635","0.421941339969635","0.41837793588638306","0.41837793588638306","0.41837793588638306","0.3892652988433838","0.3892652988433838","0.3892652988433838","0.42582210898399353","0.42582210898399353","0.42582210898399353"
"30","0.16334116458892822","0.16334116458892822","0.16334116458892822","0.16494138538837433","0.16494138538837433","0.16494138538837433","0.4572526216506958","0.4572526216506958","0.4572526216506958","0.45301565527915955","0.45301565527915955","0.45301565527915955","0.1255134642124176","0.1255134642124176","0.1255134642124176","0.15681248903274536","0.15681248903274536","0.15681248903274536","0.40098628401756287","0.40098628401756287","0.40098628401756287","0.4269119203090668","0.4269119203090668","0.4269119203090668","0.4268434941768646","0.4268434941768646","0.4268434941768646","0.42514678835868835","0.42514678835868835","0.42514678835868835","0.41194790601730347","0.41194790601730347","0.41194790601730347","0.4002619981765747","0.4002619981765747","0.4002619981765747"
"32","0.17894312739372253","0.17894312739372253","0.17894312739372253","0.15974390506744385","0.15974390506744385","0.15974390506744385","0.44777655601501465","0.44777655601501465","0.44777655601501465","0.444002628326416","0.444002628326416","0.444002628326416","0.12618546187877655","0.12618546187877655","0.12618546187877655","0.16497419774532318","0.16497419774532318","0.16497419774532318","0.410390704870224","0.410390704870224","0.410390704870224","0.4237440526485443","0.4237440526485443","0.4237440526485443","0.41198015213012695","0.41198015213012695","0.41198015213012695","0.409247487783432","0.409247487783432","0.409247487783432","0.39869260787963867","0.39869260787963867","0.39869260787963867","0.3903108239173889","0.3903108239173889","0.3903108239173889"
"34","0.17925870418548584","0.17925870418548584","0.17925870418548584","0.17817215621471405","0.17817215621471405","0.17817215621471405","0.4638174772262573","0.4638174772262573","0.4638174772262573","0.45698294043540955","0.45698294043540955","0.45698294043540955","0.15634573996067047","0.15634573996067047","0.15634573996067047","0.17870180308818817","0.17870180308818817","0.17870180308818817","0.39960408210754395","0.39960408210754395","0.39960408210754395","0.4355475902557373","0.4355475902557373","0.4355475902557373","0.4174985885620117","0.4174985885620117","0.4174985885620117","0.4345906972885132","0.4345906972885132","0.4345906972885132","0.41602763533592224","0.41602763533592224","0.41602763533592224","0.4261123538017273","0.4261123538017273","0.4261123538017273"
"36","0.17955267429351807","0.17955267429351807","0.17955267429351807","0.184222012758255","0.184222012758255","0.184222012758255","0.45818325877189636","0.45818325877189636","0.45818325877189636","0.46675965189933777","0.46675965189933777","0.46675965189933777","0.12506741285324097","0.12506741285324097","0.12506741285324097","0.18578720092773438","0.18578720092773438","0.18578720092773438","0.40436479449272156","0.40436479449272156","0.40436479449272156","0.42447930574417114","0.42447930574417114","0.42447930574417114","0.4264693260192871","0.4264693260192871","0.4264693260192871","0.44587740302085876","0.44587740302085876","0.44587740302085876","0.4218164384365082","0.4218164384365082","0.4218164384365082","0.37409621477127075","0.37409621477127075","0.37409621477127075"
"38","0.23317429423332214","0.23317429423332214","0.23317429423332214","0.2047549933195114","0.2047549933195114","0.2047549933195114","0.4487287402153015","0.4487287402153015","0.4487287402153015","0.46577948331832886","0.46577948331832886","0.46577948331832886","0.1695067584514618","0.1695067584514618","0.1695067584514618","0.19208769500255585","0.19208769500255585","0.19208769500255585","0.39158710837364197","0.39158710837364197","0.39158710837364197","0.42275628447532654","0.42275628447532654","0.42275628447532654","0.4282475709915161","0.4282475709915161","0.4282475709915161","0.4364597201347351","0.4364597201347351","0.4364597201347351","0.47801321744918823","0.47801321744918823","0.47801321744918823","0.42353710532188416","0.42353710532188416","0.42353710532188416"
"40","0.20814603567123413","0.20814603567123413","0.20814603567123413","0.16095583140850067","0.16095583140850067","0.16095583140850067","0.4220312833786011","0.4220312833786011","0.4220312833786011","0.461999773979187","0.461999773979187","0.461999773979187","0.16164109110832214","0.16164109110832214","0.16164109110832214","0.18549995124340057","0.18549995124340057","0.18549995124340057","0.3900992274284363","0.3900992274284363","0.3900992274284363","0.4183090627193451","0.4183090627193451","0.4183090627193451","0.4256582260131836","0.4256582260131836","0.4256582260131836","0.4496939182281494","0.4496939182281494","0.4496939182281494","0.4256114661693573","0.4256114661693573","0.4256114661693573","0.38902950286865234","0.38902950286865234","0.38902950286865234"
"42","0.26091670989990234","0.26091670989990234","0.26091670989990234","0.20796644687652588","0.20796644687652588","0.20796644687652588","0.4305295944213867","0.4305295944213867","0.4305295944213867","0.43654483556747437","0.43654483556747437","0.43654483556747437","0.19166946411132812","0.19166946411132812","0.19166946411132812","0.2313697338104248","0.2313697338104248","0.2313697338104248","0.3914078176021576","0.3914078176021576","0.3914078176021576","0.3954315781593323","0.3954315781593323","0.3954315781593323","0.42928004264831543","0.42928004264831543","0.42928004264831543","0.4445641040802002","0.4445641040802002","0.4445641040802002","0.447783887386322","0.447783887386322","0.447783887386322","0.3750803470611572","0.3750803470611572","0.3750803470611572"
"44","0.2462601661682129","0.2462601661682129","0.2462601661682129","0.16066476702690125","0.16066476702690125","0.16066476702690125","0.4303044080734253","0.4303044080734253","0.4303044080734253","0.4425610899925232","0.4425610899925232","0.4425610899925232","0.18789789080619812","0.18789789080619812","0.18789789080619812","0.26785188913345337","0.26785188913345337","0.26785188913345337","0.3714671730995178","0.3714671730995178","0.3714671730995178","0.3944169878959656","0.3944169878959656","0.3944169878959656","0.4372708797454834","0.4372708797454834","0.4372708797454834","0.4229496717453003","0.4229496717453003","0.4229496717453003","0.3829105496406555","0.3829105496406555","0.3829105496406555","0.37906432151794434","0.37906432151794434","0.37906432151794434"
"46","0.30914294719696045","0.30914294719696045","0.30914294719696045","0.13155856728553772","0.13155856728553772","0.13155856728553772","0.4428104758262634","0.4428104758262634","0.4428104758262634","0.4444633722305298","0.4444633722305298","0.4444633722305298","0.21595215797424316","0.21595215797424316","0.21595215797424316","0.2942100763320923","0.2942100763320923","0.2942100763320923","0.3736531138420105","0.3736531138420105","0.3736531138420105","0.41631239652633667","0.41631239652633667","0.41631239652633667","0.4399300217628479","0.4399300217628479","0.4399300217628479","0.45493602752685547","0.45493602752685547","0.45493602752685547","0.4484715461730957","0.4484715461730957","0.4484715461730957","0.43565210700035095","0.43565210700035095","0.43565210700035095"
"48","0.32679852843284607","0.32679852843284607","0.32679852843284607","0.22355493903160095","0.22355493903160095","0.22355493903160095","0.44855961203575134","0.44855961203575134","0.44855961203575134","0.4413343369960785","0.4413343369960785","0.4413343369960785","0.24579600989818573","0.24579600989818573","0.24579600989818573","0.2328563928604126","0.2328563928604126","0.2328563928604126","0.4193083643913269","0.4193083643913269","0.4193083643913269","0.41962307691574097","0.41962307691574097","0.41962307691574097","0.4293003976345062","0.4293003976345062","0.4293003976345062","0.4001922011375427","0.4001922011375427","0.4001922011375427","0.47171807289123535","0.47171807289123535","0.47171807289123535","0.39993947744369507","0.39993947744369507","0.39993947744369507"
"50","0.2693064212799072","0.2693064212799072","0.2693064212799072","0.15875744819641113","0.15875744819641113","0.15875744819641113","0.41599076986312866","0.41599076986312866","0.41599076986312866","0.44275712966918945","0.44275712966918945","0.44275712966918945","0.25878721475601196","0.25878721475601196","0.25878721475601196","0.2759338319301605","0.2759338319301605","0.2759338319301605","0.3899337649345398","0.3899337649345398","0.3899337649345398","0.416561484336853","0.416561484336853","0.416561484336853","0.42304620146751404","0.42304620146751404","0.42304620146751404","0.4146859049797058","0.4146859049797058","0.4146859049797058","0.43241679668426514","0.43241679668426514","0.43241679668426514","0.39654964208602905","0.39654964208602905","0.39654964208602905"
"52","0.3257576525211334","0.3257576525211334","0.3257576525211334","0.0933600664138794","0.0933600664138794","0.0933600664138794","0.43181943893432617","0.43181943893432617","0.43181943893432617","0.4422743022441864","0.4422743022441864","0.4422743022441864","0.2714391350746155","0.2714391350746155","0.2714391350746155","0.26524293422698975","0.26524293422698975","0.26524293422698975","0.3811134696006775","0.3811134696006775","0.3811134696006775","0.4101336896419525","0.4101336896419525","0.4101336896419525","0.44145211577415466","0.44145211577415466","0.44145211577415466","0.43296775221824646","0.43296775221824646","0.43296775221824646","0.41934657096862793","0.41934657096862793","0.41934657096862793","0.45496246218681335","0.45496246218681335","0.45496246218681335"
"54","0.2811712622642517","0.2811712622642517","0.2811712622642517","0.19753432273864746","0.19753432273864746","0.19753432273864746","0.432339072227478","0.432339072227478","0.432339072227478","0.4395400881767273","0.4395400881767273","0.4395400881767273","0.2440384477376938","0.2440384477376938","0.2440384477376938","0.28797197341918945","0.28797197341918945","0.28797197341918945","0.39682650566101074","0.39682650566101074","0.39682650566101074","0.4149286150932312","0.4149286150932312","0.4149286150932312","0.47337743639945984","0.47337743639945984","0.47337743639945984","0.4271704852581024","0.4271704852581024","0.4271704852581024","0.43130481243133545","0.43130481243133545","0.43130481243133545","0.42725276947021484","0.42725276947021484","0.42725276947021484"
"56","0.36373603343963623","0.36373603343963623","0.36373603343963623","0.1994887888431549","0.1994887888431549","0.1994887888431549","0.4242604374885559","0.4242604374885559","0.4242604374885559","0.42080116271972656","0.42080116271972656","0.42080116271972656","0.27388274669647217","0.27388274669647217","0.27388274669647217","0.30997729301452637","0.30997729301452637","0.30997729301452637","0.38611602783203125","0.38611602783203125","0.38611602783203125","0.4201774001121521","0.4201774001121521","0.4201774001121521","0.44790202379226685","0.44790202379226685","0.44790202379226685","0.4422176778316498","0.4422176778316498","0.4422176778316498","0.44337600469589233","0.44337600469589233","0.44337600469589233","0.41639015078544617","0.41639015078544617","0.41639015078544617"
"58","0.3685220181941986","0.3685220181941986","0.3685220181941986","0.26550066471099854","0.26550066471099854","0.26550066471099854","0.41533157229423523","0.41533157229423523","0.41533157229423523","0.44085443019866943","0.44085443019866943","0.44085443019866943","0.322378933429718","0.322378933429718","0.322378933429718","0.3212299942970276","0.3212299942970276","0.3212299942970276","0.36028164625167847","0.36028164625167847","0.36028164625167847","0.38067150115966797","0.38067150115966797","0.38067150115966797","0.42039650678634644","0.42039650678634644","0.42039650678634644","0.44495710730552673","0.44495710730552673","0.44495710730552673","0.4399119019508362","0.4399119019508362","0.4399119019508362","0.41930025815963745","0.41930025815963745","0.41930025815963745"
"60","0.3605830669403076","0.3605830669403076","0.3605830669403076","0.3093995451927185","0.3093995451927185","0.3093995451927185","0.4096415042877197","0.4096415042877197","0.4096415042877197","0.44285234808921814","0.44285234808921814","0.44285234808921814","0.3573411703109741","0.3573411703109741","0.3573411703109741","0.345193088054657","0.345193088054657","0.345193088054657","0.3764874339103699","0.3764874339103699","0.3764874339103699","0.3817896544933319","0.3817896544933319","0.3817896544933319","0.42983192205429077","0.42983192205429077","0.42983192205429077","0.43506067991256714","0.43506067991256714","0.43506067991256714","0.4138142466545105","0.4138142466545105","0.4138142466545105","0.4195532202720642","0.4195532202720642","0.4195532202720642"
"62","0.35455822944641113","0.35455822944641113","0.35455822944641113","0.30247583985328674","0.30247583985328674","0.30247583985328674","0.3821895122528076","0.3821895122528076","0.3821895122528076","0.4218822419643402","0.4218822419643402","0.4218822419643402","0.33140239119529724","0.33140239119529724","0.33140239119529724","0.31192120909690857","0.31192120909690857","0.31192120909690857","0.3829044699668884","0.3829044699668884","0.3829044699668884","0.4308381676673889","0.4308381676673889","0.4308381676673889","0.4182816445827484","0.4182816445827484","0.4182816445827484","0.4331705570220947","0.4331705570220947","0.4331705570220947","0.4297977089881897","0.4297977089881897","0.4297977089881897","0.42485183477401733","0.42485183477401733","0.42485183477401733"
"64","0.3957279920578003","0.3957279920578003","0.3957279920578003","0.28517162799835205","0.28517162799835205","0.28517162799835205","0.3837401270866394","0.3837401270866394","0.3837401270866394","0.4140782356262207","0.4140782356262207","0.4140782356262207","0.3431116044521332","0.3431116044521332","0.3431116044521332","0.344952791929245","0.344952791929245","0.344952791929245","0.3926900327205658","0.3926900327205658","0.3926900327205658","0.40865933895111084","0.40865933895111084","0.40865933895111084","0.4213857650756836","0.4213857650756836","0.4213857650756836","0.4377325177192688","0.4377325177192688","0.4377325177192688","0.42100661993026733","0.42100661993026733","0.42100661993026733","0.40614616870880127","0.40614616870880127","0.40614616870880127"
"66","0.3615432679653168","0.3615432679653168","0.3615432679653168","0.2926933467388153","0.2926933467388153","0.2926933467388153","0.4194701313972473","0.4194701313972473","0.4194701313972473","0.41014349460601807","0.41014349460601807","0.41014349460601807","0.34963998198509216","0.34963998198509216","0.34963998198509216","0.321185439825058","0.321185439825058","0.321185439825058","0.3922935724258423","0.3922935724258423","0.3922935724258423","0.37723618745803833","0.37723618745803833","0.37723618745803833","0.449232280254364","0.449232280254364","0.449232280254364","0.45244845747947693","0.45244845747947693","0.45244845747947693","0.42147761583328247","0.42147761583328247","0.42147761583328247","0.41449689865112305","0.41449689865112305","0.41449689865112305"
"68","0.40344545245170593","0.40344545245170593","0.40344545245170593","0.29186537861824036","0.29186537861824036","0.29186537861824036","0.39737650752067566","0.39737650752067566","0.39737650752067566","0.4510752558708191","0.4510752558708191","0.4510752558708191","0.3383263051509857","0.3383263051509857","0.3383263051509857","0.36112266778945923","0.36112266778945923","0.36112266778945923","0.3883792757987976","0.3883792757987976","0.3883792757987976","0.41311895847320557","0.41311895847320557","0.41311895847320557","0.4288654327392578","0.4288654327392578","0.4288654327392578","0.4462534785270691","0.4462534785270691","0.4462534785270691","0.4582366943359375","0.4582366943359375","0.4582366943359375","0.4304583966732025","0.4304583966732025","0.4304583966732025"
