"Step","VOWELS_VMD_b10_DUAL_bs16 - prior_loss_s","VOWELS_VMD_b10_DUAL_bs16 - prior_loss_s__MIN","VOWELS_VMD_b10_DUAL_bs16 - prior_loss_s__MAX","VOWELS_EMD_b10_DUAL_bs16 - prior_loss_s","VOWELS_EMD_b10_DUAL_bs16 - prior_loss_s__MIN","VOWELS_EMD_b10_DUAL_bs16 - prior_loss_s__MAX","VOWELS_EMD_b0_DUAL_bs16 - prior_loss_s","VOWELS_EMD_b0_DUAL_bs16 - prior_loss_s__MIN","VOWELS_EMD_b0_DUAL_bs16 - prior_loss_s__MAX","VOWELS_VMD_b0_DUAL_bs16 - prior_loss_s","VOWELS_VMD_b0_DUAL_bs16 - prior_loss_s__MIN","VOWELS_VMD_b0_DUAL_bs16 - prior_loss_s__MAX","VOWELS_FILTER_b10_DUAL_bs16 - prior_loss_s","VOWELS_FILTER_b10_DUAL_bs16 - prior_loss_s__MIN","VOWELS_FILTER_b10_DUAL_bs16 - prior_loss_s__MAX","VOWELS_EWT_b10_DUAL_bs16 - prior_loss_s","VOWELS_EWT_b10_DUAL_bs16 - prior_loss_s__MIN","VOWELS_EWT_b10_DUAL_bs16 - prior_loss_s__MAX","VOWELS_EWT_b0_DUAL_bs16 - prior_loss_s","VOWELS_EWT_b0_DUAL_bs16 - prior_loss_s__MIN","VOWELS_EWT_b0_DUAL_bs16 - prior_loss_s__MAX","VOWELS_FILTER_b0_DUAL_bs16 - prior_loss_s","VOWELS_FILTER_b0_DUAL_bs16 - prior_loss_s__MIN","VOWELS_FILTER_b0_DUAL_bs16 - prior_loss_s__MAX","VOWELS_EWT_b1_DUAL_bs16 - prior_loss_s","VOWELS_EWT_b1_DUAL_bs16 - prior_loss_s__MIN","VOWELS_EWT_b1_DUAL_bs16 - prior_loss_s__MAX","VOWELS_EMD_b1_DUAL_bs16 - prior_loss_s","VOWELS_EMD_b1_DUAL_bs16 - prior_loss_s__MIN","VOWELS_EMD_b1_DUAL_bs16 - prior_loss_s__MAX","VOWELS_VMD_b1_DUAL_bs16 - prior_loss_s","VOWELS_VMD_b1_DUAL_bs16 - prior_loss_s__MIN","VOWELS_VMD_b1_DUAL_bs16 - prior_loss_s__MAX","VOWELS_FILTER_b1_DUAL_bs16 - prior_loss_s","VOWELS_FILTER_b1_DUAL_bs16 - prior_loss_s__MIN","VOWELS_FILTER_b1_DUAL_bs16 - prior_loss_s__MAX"
"62","10.60470962524414","10.60470962524414","10.60470962524414","3.1119585037231445","3.1119585037231445","3.1119585037231445","0","0","0","0","0","0","7.1936845779418945","7.1936845779418945","7.1936845779418945","16.0853271484375","16.0853271484375","16.0853271484375","0","0","0","0","0","0","0.1986086368560791","0.1986086368560791","0.1986086368560791","0.07860362529754639","0.07860362529754639","0.07860362529754639","1.573169231414795","1.573169231414795","1.573169231414795","0.33116042613983154","0.33116042613983154","0.33116042613983154"
"64","9.207159042358398","9.207159042358398","9.207159042358398","12.62354850769043","12.62354850769043","12.62354850769043","0","0","0","0","0","0","6.637364387512207","6.637364387512207","6.637364387512207","4.582822322845459","4.582822322845459","4.582822322845459","0","0","0","0","0","0","0.1905977725982666","0.1905977725982666","0.1905977725982666","1.5878647565841675","1.5878647565841675","1.5878647565841675","0.7205873727798462","0.7205873727798462","0.7205873727798462","0.35588741302490234","0.35588741302490234","0.35588741302490234"
"66","11.115550994873047","11.115550994873047","11.115550994873047","3.929018974304199","3.929018974304199","3.929018974304199","0","0","0","0","0","0","9.480595588684082","9.480595588684082","9.480595588684082","7.762312889099121","7.762312889099121","7.762312889099121","0","0","0","0","0","0","0.77475905418396","0.77475905418396","0.77475905418396","0.6542682647705078","0.6542682647705078","0.6542682647705078","0.4096895456314087","0.4096895456314087","0.4096895456314087","0.5260556936264038","0.5260556936264038","0.5260556936264038"
"68","5.933225154876709","5.933225154876709","5.933225154876709","16.121000289916992","16.121000289916992","16.121000289916992","0","0","0","0","0","0","3.880053758621216","3.880053758621216","3.880053758621216","8.556276321411133","8.556276321411133","8.556276321411133","0","0","0","0","0","0","1.862478256225586","1.862478256225586","1.862478256225586","0.4086494445800781","0.4086494445800781","0.4086494445800781","0.46876370906829834","0.46876370906829834","0.46876370906829834","0.6388664245605469","0.6388664245605469","0.6388664245605469"
"70","5.313992500305176","5.313992500305176","5.313992500305176","24.715572357177734","24.715572357177734","24.715572357177734","0","0","0","0","0","0","17.954021453857422","17.954021453857422","17.954021453857422","7.777512073516846","7.777512073516846","7.777512073516846","0","0","0","0","0","0","1.2863904237747192","1.2863904237747192","1.2863904237747192","2.1293699741363525","2.1293699741363525","2.1293699741363525","0.5354732275009155","0.5354732275009155","0.5354732275009155","0.9196072816848755","0.9196072816848755","0.9196072816848755"
"72","7.3246660232543945","7.3246660232543945","7.3246660232543945","0.8552372455596924","0.8552372455596924","0.8552372455596924","0","0","0","0","0","0","9.195178985595703","9.195178985595703","9.195178985595703","13.047904014587402","13.047904014587402","13.047904014587402","0","0","0","0","0","0","1.2524127960205078","1.2524127960205078","1.2524127960205078","0.060817599296569824","0.060817599296569824","0.060817599296569824","0.8392095565795898","0.8392095565795898","0.8392095565795898","1.3600021600723267","1.3600021600723267","1.3600021600723267"
"74","11.164694786071777","11.164694786071777","11.164694786071777","19.62530517578125","19.62530517578125","19.62530517578125","0","0","0","0","0","0","12.365788459777832","12.365788459777832","12.365788459777832","10.726004600524902","10.726004600524902","10.726004600524902","0","0","0","0","0","0","0.6615012884140015","0.6615012884140015","0.6615012884140015","1.6756922006607056","1.6756922006607056","1.6756922006607056","0.8888274431228638","0.8888274431228638","0.8888274431228638","1.11217200756073","1.11217200756073","1.11217200756073"
"76","7.672309875488281","7.672309875488281","7.672309875488281","0.8876025676727295","0.8876025676727295","0.8876025676727295","0","0","0","0","0","0","4.990011215209961","4.990011215209961","4.990011215209961","3.5887062549591064","3.5887062549591064","3.5887062549591064","0","0","0","0","0","0","0.5661308765411377","0.5661308765411377","0.5661308765411377","2.5478780269622803","2.5478780269622803","2.5478780269622803","0.35285651683807373","0.35285651683807373","0.35285651683807373","0.9497970342636108","0.9497970342636108","0.9497970342636108"
"78","4.229128360748291","4.229128360748291","4.229128360748291","0.5700588226318359","0.5700588226318359","0.5700588226318359","0","0","0","0","0","0","3.5049021244049072","3.5049021244049072","3.5049021244049072","13.737410545349121","13.737410545349121","13.737410545349121","0","0","0","0","0","0","0.5792349576950073","0.5792349576950073","0.5792349576950073","0.12753307819366455","0.12753307819366455","0.12753307819366455","1.1615097522735596","1.1615097522735596","1.1615097522735596","0.8119493722915649","0.8119493722915649","0.8119493722915649"
"80","2.940922975540161","2.940922975540161","2.940922975540161","34.03666687011719","34.03666687011719","34.03666687011719","0","0","0","0","0","0","7.45546817779541","7.45546817779541","7.45546817779541","2.790391445159912","2.790391445159912","2.790391445159912","0","0","0","0","0","0","0.7209599018096924","0.7209599018096924","0.7209599018096924","2.200216054916382","2.200216054916382","2.200216054916382","0.49962103366851807","0.49962103366851807","0.49962103366851807","1.6884833574295044","1.6884833574295044","1.6884833574295044"
"82","6.722211837768555","6.722211837768555","6.722211837768555","5.0217509269714355","5.0217509269714355","5.0217509269714355","0","0","0","0","0","0","5.814671516418457","5.814671516418457","5.814671516418457","3.549039363861084","3.549039363861084","3.549039363861084","0","0","0","0","0","0","1.0802537202835083","1.0802537202835083","1.0802537202835083","0.2778291702270508","0.2778291702270508","0.2778291702270508","0.36558210849761963","0.36558210849761963","0.36558210849761963","0.3873676061630249","0.3873676061630249","0.3873676061630249"
"84","5.25587797164917","5.25587797164917","5.25587797164917","0.3432929515838623","0.3432929515838623","0.3432929515838623","0","0","0","0","0","0","10.870963096618652","10.870963096618652","10.870963096618652","6.524056434631348","6.524056434631348","6.524056434631348","0","0","0","0","0","0","0.5458831787109375","0.5458831787109375","0.5458831787109375","0.08066892623901367","0.08066892623901367","0.08066892623901367","0.9659409523010254","0.9659409523010254","0.9659409523010254","0.1686304807662964","0.1686304807662964","0.1686304807662964"
"86","5.672663688659668","5.672663688659668","5.672663688659668","2.0598769187927246","2.0598769187927246","2.0598769187927246","0","0","0","0","0","0","7.413059234619141","7.413059234619141","7.413059234619141","6.233006477355957","6.233006477355957","6.233006477355957","0","0","0","0","0","0","0.6567388772964478","0.6567388772964478","0.6567388772964478","0.03975033760070801","0.03975033760070801","0.03975033760070801","0.03768205642700195","0.03768205642700195","0.03768205642700195","1.3053327798843384","1.3053327798843384","1.3053327798843384"
"88","4.939556121826172","4.939556121826172","4.939556121826172","3.605484962463379","3.605484962463379","3.605484962463379","0","0","0","0","0","0","5.5078864097595215","5.5078864097595215","5.5078864097595215","6.650030612945557","6.650030612945557","6.650030612945557","0","0","0","0","0","0","0.45489370822906494","0.45489370822906494","0.45489370822906494","0.6780445575714111","0.6780445575714111","0.6780445575714111","0.5584806203842163","0.5584806203842163","0.5584806203842163","1.8575102090835571","1.8575102090835571","1.8575102090835571"
"90","5.970507621765137","5.970507621765137","5.970507621765137","16.032426834106445","16.032426834106445","16.032426834106445","0","0","0","0","0","0","4.107236862182617","4.107236862182617","4.107236862182617","7.647723197937012","7.647723197937012","7.647723197937012","0","0","0","0","0","0","1.398417353630066","1.398417353630066","1.398417353630066","0.8134633302688599","0.8134633302688599","0.8134633302688599","0.30428171157836914","0.30428171157836914","0.30428171157836914","0.5000531673431396","0.5000531673431396","0.5000531673431396"
"92","6.244510650634766","6.244510650634766","6.244510650634766","0.3541409969329834","0.3541409969329834","0.3541409969329834","0","0","0","0","0","0","4.840254783630371","4.840254783630371","4.840254783630371","3.5301148891448975","3.5301148891448975","3.5301148891448975","0","0","0","0","0","0","0.5188733339309692","0.5188733339309692","0.5188733339309692","0.10247528553009033","0.10247528553009033","0.10247528553009033","0.17858147621154785","0.17858147621154785","0.17858147621154785","0.9562522172927856","0.9562522172927856","0.9562522172927856"
"94","2.909064292907715","2.909064292907715","2.909064292907715","1.4757215976715088","1.4757215976715088","1.4757215976715088","0","0","0","0","0","0","4.519492149353027","4.519492149353027","4.519492149353027","6.350308418273926","6.350308418273926","6.350308418273926","0","0","0","0","0","0","0.7097899913787842","0.7097899913787842","0.7097899913787842","0.1949220895767212","0.1949220895767212","0.1949220895767212","0.7006138563156128","0.7006138563156128","0.7006138563156128","0.5829751491546631","0.5829751491546631","0.5829751491546631"
"96","4.006952285766602","4.006952285766602","4.006952285766602","2.974390983581543","2.974390983581543","2.974390983581543","0","0","0","0","0","0","6.993979454040527","6.993979454040527","6.993979454040527","6.110340118408203","6.110340118408203","6.110340118408203","0","0","0","0","0","0","1.2066662311553955","1.2066662311553955","1.2066662311553955","0.3518730401992798","0.3518730401992798","0.3518730401992798","0.8627802133560181","0.8627802133560181","0.8627802133560181","0.8315175771713257","0.8315175771713257","0.8315175771713257"
"98","1.5482902526855469","1.5482902526855469","1.5482902526855469","27.74122428894043","27.74122428894043","27.74122428894043","0","0","0","0","0","0","3.742039203643799","3.742039203643799","3.742039203643799","3.9775967597961426","3.9775967597961426","3.9775967597961426","0","0","0","0","0","0","0.735175609588623","0.735175609588623","0.735175609588623","1.005426049232483","1.005426049232483","1.005426049232483","0.5577355623245239","0.5577355623245239","0.5577355623245239","0.7587134838104248","0.7587134838104248","0.7587134838104248"
"100","2.025693655014038","2.025693655014038","2.025693655014038","0.7165968418121338","0.7165968418121338","0.7165968418121338","0","0","0","0","0","0","4.535704612731934","4.535704612731934","4.535704612731934","8.832513809204102","8.832513809204102","8.832513809204102","0","0","0","0","0","0","0.8313655853271484","0.8313655853271484","0.8313655853271484","0.11979639530181885","0.11979639530181885","0.11979639530181885","0.17413794994354248","0.17413794994354248","0.17413794994354248","0.27827024459838867","0.27827024459838867","0.27827024459838867"
"102","3.7432312965393066","3.7432312965393066","3.7432312965393066","0.7200539112091064","0.7200539112091064","0.7200539112091064","0","0","0","0","0","0","2.790302038192749","2.790302038192749","2.790302038192749","5.989253520965576","5.989253520965576","5.989253520965576","0","0","0","0","0","0","0.822824239730835","0.822824239730835","0.822824239730835","0.2638131380081177","0.2638131380081177","0.2638131380081177","0.14013051986694336","0.14013051986694336","0.14013051986694336","0.4775881767272949","0.4775881767272949","0.4775881767272949"
"104","2.212733030319214","2.212733030319214","2.212733030319214","7.90587043762207","7.90587043762207","7.90587043762207","0","0","0","0","0","0","7.755965232849121","7.755965232849121","7.755965232849121","5.784153938293457","5.784153938293457","5.784153938293457","0","0","0","0","0","0","0.6448149681091309","0.6448149681091309","0.6448149681091309","2.797821044921875","2.797821044921875","2.797821044921875","0.32634437084198","0.32634437084198","0.32634437084198","0.2522319555282593","0.2522319555282593","0.2522319555282593"
"106","2.4414658546447754","2.4414658546447754","2.4414658546447754","0.5052089691162109","0.5052089691162109","0.5052089691162109","0","0","0","0","0","0","4.9800872802734375","4.9800872802734375","4.9800872802734375","6.177872657775879","6.177872657775879","6.177872657775879","0","0","0","0","0","0","0.42425990104675293","0.42425990104675293","0.42425990104675293","0.4210352897644043","0.4210352897644043","0.4210352897644043","0.01963973045349121","0.01963973045349121","0.01963973045349121","0.41234493255615234","0.41234493255615234","0.41234493255615234"
"108","4.167914390563965","4.167914390563965","4.167914390563965","4.788517951965332","4.788517951965332","4.788517951965332","0","0","0","0","0","0","8.795022964477539","8.795022964477539","8.795022964477539","4.149317741394043","4.149317741394043","4.149317741394043","0","0","0","0","0","0","0.5423009395599365","0.5423009395599365","0.5423009395599365","3.318533420562744","3.318533420562744","3.318533420562744","0.04997551441192627","0.04997551441192627","0.04997551441192627","0.16309022903442383","0.16309022903442383","0.16309022903442383"
"110","3.816366195678711","3.816366195678711","3.816366195678711","1.3925731182098389","1.3925731182098389","1.3925731182098389","0","0","0","0","0","0","5.272954940795898","5.272954940795898","5.272954940795898","6.5041184425354","6.5041184425354","6.5041184425354","0","0","0","0","0","0","0.6204694509506226","0.6204694509506226","0.6204694509506226","0.09732842445373535","0.09732842445373535","0.09732842445373535","0.10390877723693848","0.10390877723693848","0.10390877723693848","0.4402637481689453","0.4402637481689453","0.4402637481689453"
"112","6.086379051208496","6.086379051208496","6.086379051208496","1.2733042240142822","1.2733042240142822","1.2733042240142822","0","0","0","0","0","0","1.7717480659484863","1.7717480659484863","1.7717480659484863","3.1602680683135986","3.1602680683135986","3.1602680683135986","0","0","0","0","0","0","0.6743669509887695","0.6743669509887695","0.6743669509887695","0.170937180519104","0.170937180519104","0.170937180519104","0.8628249168395996","0.8628249168395996","0.8628249168395996","0.055018067359924316","0.055018067359924316","0.055018067359924316"
"114","4.537522792816162","4.537522792816162","4.537522792816162","3.0580759048461914","3.0580759048461914","3.0580759048461914","0","0","0","0","0","0","6.123453140258789","6.123453140258789","6.123453140258789","4.929065704345703","4.929065704345703","4.929065704345703","0","0","0","0","0","0","0.46806633472442627","0.46806633472442627","0.46806633472442627","0.12809932231903076","0.12809932231903076","0.12809932231903076","0.4419654607772827","0.4419654607772827","0.4419654607772827","0.9628444910049438","0.9628444910049438","0.9628444910049438"
"116","2.5327205657958984","2.5327205657958984","2.5327205657958984","0.1359879970550537","0.1359879970550537","0.1359879970550537","0","0","0","0","0","0","5.225032806396484","5.225032806396484","5.225032806396484","2.4473369121551514","2.4473369121551514","2.4473369121551514","0","0","0","0","0","0","0.2248823642730713","0.2248823642730713","0.2248823642730713","0.06431937217712402","0.06431937217712402","0.06431937217712402","0.32864511013031006","0.32864511013031006","0.32864511013031006","0.6875395774841309","0.6875395774841309","0.6875395774841309"
"118","1.318216323852539","1.318216323852539","1.318216323852539","5.116164684295654","5.116164684295654","5.116164684295654","0","0","0","0","0","0","2.525538206100464","2.525538206100464","2.525538206100464","5.796551704406738","5.796551704406738","5.796551704406738","0","0","0","0","0","0","0.869789719581604","0.869789719581604","0.869789719581604","0.2868145704269409","0.2868145704269409","0.2868145704269409","0.12057721614837646","0.12057721614837646","0.12057721614837646","0.8119970560073853","0.8119970560073853","0.8119970560073853"
"120","3.1758546829223633","3.1758546829223633","3.1758546829223633","4.014402389526367","4.014402389526367","4.014402389526367","0","0","0","0","0","0","2.434074878692627","2.434074878692627","2.434074878692627","2.3984313011169434","2.3984313011169434","2.3984313011169434","0","0","0","0","0","0","0.3536611795425415","0.3536611795425415","0.3536611795425415","2.10888671875","2.10888671875","2.10888671875","0.21985173225402832","0.21985173225402832","0.21985173225402832","0.5409389734268188","0.5409389734268188","0.5409389734268188"
"122","6.89464807510376","6.89464807510376","6.89464807510376","16.2135066986084","16.2135066986084","16.2135066986084","0","0","0","0","0","0","3.0845701694488525","3.0845701694488525","3.0845701694488525","3.769487142562866","3.769487142562866","3.769487142562866","0","0","0","0","0","0","0.5523860454559326","0.5523860454559326","0.5523860454559326","0.9782284498214722","0.9782284498214722","0.9782284498214722","0.6037354469299316","0.6037354469299316","0.6037354469299316","0.05961954593658447","0.05961954593658447","0.05961954593658447"
"124","3.767549991607666","3.767549991607666","3.767549991607666","0.15860795974731445","0.15860795974731445","0.15860795974731445","0","0","0","0","0","0","2.7340054512023926","2.7340054512023926","2.7340054512023926","2.40132212638855","2.40132212638855","2.40132212638855","0","0","0","0","0","0","0.4518955945968628","0.4518955945968628","0.4518955945968628","0.05955100059509277","0.05955100059509277","0.05955100059509277","0.5441009998321533","0.5441009998321533","0.5441009998321533","0.654718279838562","0.654718279838562","0.654718279838562"
"126","3.312617540359497","3.312617540359497","3.312617540359497","0.9304583072662354","0.9304583072662354","0.9304583072662354","0","0","0","0","0","0","3.253459930419922","3.253459930419922","3.253459930419922","4.155099391937256","4.155099391937256","4.155099391937256","0","0","0","0","0","0","0.36026835441589355","0.36026835441589355","0.36026835441589355","0.05493462085723877","0.05493462085723877","0.05493462085723877","0.5961030721664429","0.5961030721664429","0.5961030721664429","0.6213337182998657","0.6213337182998657","0.6213337182998657"
"128","1.153409481048584","1.153409481048584","1.153409481048584","3.8118958473205566","3.8118958473205566","3.8118958473205566","0","0","0","0","0","0","1.1331140995025635","1.1331140995025635","1.1331140995025635","4.820614814758301","4.820614814758301","4.820614814758301","0","0","0","0","0","0","0.27326345443725586","0.27326345443725586","0.27326345443725586","0.31025707721710205","0.31025707721710205","0.31025707721710205","0.5320638418197632","0.5320638418197632","0.5320638418197632","0.07558166980743408","0.07558166980743408","0.07558166980743408"
"130","2.8190016746520996","2.8190016746520996","2.8190016746520996","2.1824538707733154","2.1824538707733154","2.1824538707733154","0","0","0","0","0","0","3.5647153854370117","3.5647153854370117","3.5647153854370117","3.782510757446289","3.782510757446289","3.782510757446289","0","0","0","0","0","0","0.4844188690185547","0.4844188690185547","0.4844188690185547","0.08029043674468994","0.08029043674468994","0.08029043674468994","0.729641318321228","0.729641318321228","0.729641318321228","0.19467473030090332","0.19467473030090332","0.19467473030090332"
"132","1.2754201889038086","1.2754201889038086","1.2754201889038086","1.48695707321167","1.48695707321167","1.48695707321167","0","0","0","0","0","0","3.768742084503174","3.768742084503174","3.768742084503174","2.785027027130127","2.785027027130127","2.785027027130127","0","0","0","0","0","0","0.30534565448760986","0.30534565448760986","0.30534565448760986","0.21866559982299805","0.21866559982299805","0.21866559982299805","0.23015737533569336","0.23015737533569336","0.23015737533569336","0.5169212818145752","0.5169212818145752","0.5169212818145752"
"134","2.603590488433838","2.603590488433838","2.603590488433838","0.28011202812194824","0.28011202812194824","0.28011202812194824","0","0","0","0","0","0","6.306081771850586","6.306081771850586","6.306081771850586","1.9505620002746582","1.9505620002746582","1.9505620002746582","0","0","0","0","0","0","0.24700462818145752","0.24700462818145752","0.24700462818145752","0.1586705446243286","0.1586705446243286","0.1586705446243286","0.20836591720581055","0.20836591720581055","0.20836591720581055","0.6253480911254883","0.6253480911254883","0.6253480911254883"
"136","1.897752285003662","1.897752285003662","1.897752285003662","0.7225573062896729","0.7225573062896729","0.7225573062896729","0","0","0","0","0","0","1.5366077423095703","1.5366077423095703","1.5366077423095703","4.167318344116211","4.167318344116211","4.167318344116211","0","0","0","0","0","0","0.31908750534057617","0.31908750534057617","0.31908750534057617","0.11698901653289795","0.11698901653289795","0.11698901653289795","0.10006427764892578","0.10006427764892578","0.10006427764892578","0.1709073781967163","0.1709073781967163","0.1709073781967163"
"138","2.0893514156341553","2.0893514156341553","2.0893514156341553","2.5739967823028564","2.5739967823028564","2.5739967823028564","0","0","0","0","0","0","1.7021894454956055","1.7021894454956055","1.7021894454956055","1.1986494064331055","1.1986494064331055","1.1986494064331055","0","0","0","0","0","0","0.18630027770996094","0.18630027770996094","0.18630027770996094","0.2755701541900635","0.2755701541900635","0.2755701541900635","0.15952885150909424","0.15952885150909424","0.15952885150909424","0.06637275218963623","0.06637275218963623","0.06637275218963623"
"140","1.7424821853637695","1.7424821853637695","1.7424821853637695","0.5196034908294678","0.5196034908294678","0.5196034908294678","0","0","0","0","0","0","0.9243488311767578","0.9243488311767578","0.9243488311767578","2.916783094406128","2.916783094406128","2.916783094406128","0","0","0","0","0","0","0.2081364393234253","0.2081364393234253","0.2081364393234253","0.14735758304595947","0.14735758304595947","0.14735758304595947","0.060555338859558105","0.060555338859558105","0.060555338859558105","0.12715458869934082","0.12715458869934082","0.12715458869934082"
"142","1.3811588287353516","1.3811588287353516","1.3811588287353516","0.978618860244751","0.978618860244751","0.978618860244751","0","0","0","0","0","0","2.4861395359039307","2.4861395359039307","2.4861395359039307","2.2939443588256836","2.2939443588256836","2.2939443588256836","0","0","0","0","0","0","0.2785623073577881","0.2785623073577881","0.2785623073577881","0.30360519886016846","0.30360519886016846","0.30360519886016846","0.12753605842590332","0.12753605842590332","0.12753605842590332","0.06977617740631104","0.06977617740631104","0.06977617740631104"
"144","3.3356845378875732","3.3356845378875732","3.3356845378875732","1.142740249633789","1.142740249633789","1.142740249633789","0","0","0","0","0","0","1.690000295639038","1.690000295639038","1.690000295639038","1.739501953125","1.739501953125","1.739501953125","0","0","0","0","0","0","0.2670586109161377","0.2670586109161377","0.2670586109161377","0.5237758159637451","0.5237758159637451","0.5237758159637451","0.29775500297546387","0.29775500297546387","0.29775500297546387","0.27084946632385254","0.27084946632385254","0.27084946632385254"
"146","3.227740526199341","3.227740526199341","3.227740526199341","0.20164251327514648","0.20164251327514648","0.20164251327514648","0","0","0","0","0","0","2.80645489692688","2.80645489692688","2.80645489692688","1.7612874507904053","1.7612874507904053","1.7612874507904053","0","0","0","0","0","0","0.39806365966796875","0.39806365966796875","0.39806365966796875","0.12342631816864014","0.12342631816864014","0.12342631816864014","0.2015233039855957","0.2015233039855957","0.2015233039855957","0.25680065155029297","0.25680065155029297","0.25680065155029297"
"148","2.623826265335083","2.623826265335083","2.623826265335083","0.9797811508178711","0.9797811508178711","0.9797811508178711","0","0","0","0","0","0","1.4114975929260254","1.4114975929260254","1.4114975929260254","2.7789175510406494","2.7789175510406494","2.7789175510406494","0","0","0","0","0","0","0.24487674236297607","0.24487674236297607","0.24487674236297607","0.11726319789886475","0.11726319789886475","0.11726319789886475","0.4430025815963745","0.4430025815963745","0.4430025815963745","0.11118948459625244","0.11118948459625244","0.11118948459625244"
"150","1.1163055896759033","1.1163055896759033","1.1163055896759033","7.75146484375","7.75146484375","7.75146484375","0","0","0","0","0","0","1.0714828968048096","1.0714828968048096","1.0714828968048096","2.3720264434814453","2.3720264434814453","2.3720264434814453","0","0","0","0","0","0","0.25135278701782227","0.25135278701782227","0.25135278701782227","1.0920733213424683","1.0920733213424683","1.0920733213424683","0.23048222064971924","0.23048222064971924","0.23048222064971924","0.13004541397094727","0.13004541397094727","0.13004541397094727"
"152","1.1604726314544678","1.1604726314544678","1.1604726314544678","0.11938810348510742","0.11938810348510742","0.11938810348510742","0","0","0","0","0","0","1.9078254699707031","1.9078254699707031","1.9078254699707031","0.7985234260559082","0.7985234260559082","0.7985234260559082","0","0","0","0","0","0","0.163307785987854","0.163307785987854","0.163307785987854","0.04496574401855469","0.04496574401855469","0.04496574401855469","0.08676648139953613","0.08676648139953613","0.08676648139953613","0.25074779987335205","0.25074779987335205","0.25074779987335205"
"154","2.5683045387268066","2.5683045387268066","2.5683045387268066","0.018715858459472656","0.018715858459472656","0.018715858459472656","0","0","0","0","0","0","0.2757906913757324","0.2757906913757324","0.2757906913757324","2.501189708709717","2.501189708709717","2.501189708709717","0","0","0","0","0","0","0.1765131950378418","0.1765131950378418","0.1765131950378418","0.015661120414733887","0.015661120414733887","0.015661120414733887","0.4427015781402588","0.4427015781402588","0.4427015781402588","0.05157887935638428","0.05157887935638428","0.05157887935638428"
"156","1.9698739051818848","1.9698739051818848","1.9698739051818848","0.17559528350830078","0.17559528350830078","0.17559528350830078","0","0","0","0","0","0","0.8987784385681152","0.8987784385681152","0.8987784385681152","1.0728836059570312","1.0728836059570312","1.0728836059570312","0","0","0","0","0","0","0.16441941261291504","0.16441941261291504","0.16441941261291504","0.12888014316558838","0.12888014316558838","0.12888014316558838","0.1466900110244751","0.1466900110244751","0.1466900110244751","0.09488165378570557","0.09488165378570557","0.09488165378570557"
"158","2.1195709705352783","2.1195709705352783","2.1195709705352783","8.832484245300293","8.832484245300293","8.832484245300293","0","0","0","0","0","0","0.9065568447113037","0.9065568447113037","0.9065568447113037","1.7980635166168213","1.7980635166168213","1.7980635166168213","0","0","0","0","0","0","0.21588504314422607","0.21588504314422607","0.21588504314422607","0.22774934768676758","0.22774934768676758","0.22774934768676758","0.3368586301803589","0.3368586301803589","0.3368586301803589","0.14629662036895752","0.14629662036895752","0.14629662036895752"
"160","1.7521083354949951","1.7521083354949951","1.7521083354949951","0.19478797912597656","0.19478797912597656","0.19478797912597656","0","0","0","0","0","0","1.3185739517211914","1.3185739517211914","1.3185739517211914","1.8872618675231934","1.8872618675231934","1.8872618675231934","0","0","0","0","0","0","0.2002120018005371","0.2002120018005371","0.2002120018005371","0.02613365650177002","0.02613365650177002","0.02613365650177002","0.1994013786315918","0.1994013786315918","0.1994013786315918","0.0315934419631958","0.0315934419631958","0.0315934419631958"
"162","3.5851597785949707","3.5851597785949707","3.5851597785949707","0.2975761890411377","0.2975761890411377","0.2975761890411377","0","0","0","0","0","0","3.177732229232788","3.177732229232788","3.177732229232788","2.175837755203247","2.175837755203247","2.175837755203247","0","0","0","0","0","0","0.20205974578857422","0.20205974578857422","0.20205974578857422","0.026035308837890625","0.026035308837890625","0.026035308837890625","0.3406941890716553","0.3406941890716553","0.3406941890716553","0.6282657384872437","0.6282657384872437","0.6282657384872437"
"164","3.538668155670166","3.538668155670166","3.538668155670166","0.06479024887084961","0.06479024887084961","0.06479024887084961","0","0","0","0","0","0","0.4425048828125","0.4425048828125","0.4425048828125","1.618891954421997","1.618891954421997","1.618891954421997","0","0","0","0","0","0","0.1726686954498291","0.1726686954498291","0.1726686954498291","0.017261505126953125","0.017261505126953125","0.017261505126953125","0.4627108573913574","0.4627108573913574","0.4627108573913574","0.04578828811645508","0.04578828811645508","0.04578828811645508"
"166","1.806497573852539","1.806497573852539","1.806497573852539","3.7824809551239014","3.7824809551239014","3.7824809551239014","0","0","0","0","0","0","2.689659595489502","2.689659595489502","2.689659595489502","1.596212387084961","1.596212387084961","1.596212387084961","0","0","0","0","0","0","0.2126067876815796","0.2126067876815796","0.2126067876815796","0.5502194166183472","0.5502194166183472","0.5502194166183472","0.10094940662384033","0.10094940662384033","0.10094940662384033","0.6194919347763062","0.6194919347763062","0.6194919347763062"
"168","0.8082985877990723","0.8082985877990723","0.8082985877990723","0.02682209014892578","0.02682209014892578","0.02682209014892578","0","0","0","0","0","0","0.5025267601013184","0.5025267601013184","0.5025267601013184","1.6124248504638672","1.6124248504638672","1.6124248504638672","0","0","0","0","0","0","0.1446247100830078","0.1446247100830078","0.1446247100830078","0.017642974853515625","0.017642974853515625","0.017642974853515625","0.07525384426116943","0.07525384426116943","0.07525384426116943","0.0437617301940918","0.0437617301940918","0.0437617301940918"
