"Step","VOWELS_VMD_b10_DUAL_bs16 - prior_loss_s","VOWELS_VMD_b10_DUAL_bs16 - prior_loss_s__MIN","VOWELS_VMD_b10_DUAL_bs16 - prior_loss_s__MAX","VOWELS_EMD_b10_DUAL_bs16 - prior_loss_s","VOWELS_EMD_b10_DUAL_bs16 - prior_loss_s__MIN","VOWELS_EMD_b10_DUAL_bs16 - prior_loss_s__MAX","VOWELS_EMD_b0_DUAL_bs16 - prior_loss_s","VOWELS_EMD_b0_DUAL_bs16 - prior_loss_s__MIN","VOWELS_EMD_b0_DUAL_bs16 - prior_loss_s__MAX","VOWELS_VMD_b0_DUAL_bs16 - prior_loss_s","VOWELS_VMD_b0_DUAL_bs16 - prior_loss_s__MIN","VOWELS_VMD_b0_DUAL_bs16 - prior_loss_s__MAX","VOWELS_FILTER_b10_DUAL_bs16 - prior_loss_s","VOWELS_FILTER_b10_DUAL_bs16 - prior_loss_s__MIN","VOWELS_FILTER_b10_DUAL_bs16 - prior_loss_s__MAX","VOWELS_EWT_b10_DUAL_bs16 - prior_loss_s","VOWELS_EWT_b10_DUAL_bs16 - prior_loss_s__MIN","VOWELS_EWT_b10_DUAL_bs16 - prior_loss_s__MAX","VOWELS_EWT_b0_DUAL_bs16 - prior_loss_s","VOWELS_EWT_b0_DUAL_bs16 - prior_loss_s__MIN","VOWELS_EWT_b0_DUAL_bs16 - prior_loss_s__MAX","VOWELS_FILTER_b0_DUAL_bs16 - prior_loss_s","VOWELS_FILTER_b0_DUAL_bs16 - prior_loss_s__MIN","VOWELS_FILTER_b0_DUAL_bs16 - prior_loss_s__MAX","VOWELS_EWT_b1_DUAL_bs16 - prior_loss_s","VOWELS_EWT_b1_DUAL_bs16 - prior_loss_s__MIN","VOWELS_EWT_b1_DUAL_bs16 - prior_loss_s__MAX","VOWELS_EMD_b1_DUAL_bs16 - prior_loss_s","VOWELS_EMD_b1_DUAL_bs16 - prior_loss_s__MIN","VOWELS_EMD_b1_DUAL_bs16 - prior_loss_s__MAX","VOWELS_VMD_b1_DUAL_bs16 - prior_loss_s","VOWELS_VMD_b1_DUAL_bs16 - prior_loss_s__MIN","VOWELS_VMD_b1_DUAL_bs16 - prior_loss_s__MAX","VOWELS_FILTER_b1_DUAL_bs16 - prior_loss_s","VOWELS_FILTER_b1_DUAL_bs16 - prior_loss_s__MIN","VOWELS_FILTER_b1_DUAL_bs16 - prior_loss_s__MAX"
"170","0.6427466869354248","0.6427466869354248","0.6427466869354248","1.130431890487671","1.130431890487671","1.130431890487671","0","0","0","0","0","0","0.9299516677856445","0.9299516677856445","0.9299516677856445","0.7588863372802734","0.7588863372802734","0.7588863372802734","0","0","0","0","0","0","0.1947849988937378","0.1947849988937378","0.1947849988937378","0.07336139678955078","0.07336139678955078","0.07336139678955078","0.06842613220214844","0.06842613220214844","0.06842613220214844","0.279313325881958","0.279313325881958","0.279313325881958"
"172","1.8262863159179688","1.8262863159179688","1.8262863159179688","6.587654113769531","6.587654113769531","6.587654113769531","0","0","0","0","0","0","0.9408891201019287","0.9408891201019287","0.9408891201019287","0.7644891738891602","0.7644891738891602","0.7644891738891602","0","0","0","0","0","0","0.07119476795196533","0.07119476795196533","0.07119476795196533","0.13628900051116943","0.13628900051116943","0.13628900051116943","0.23330450057983398","0.23330450057983398","0.23330450057983398","0.04798471927642822","0.04798471927642822","0.04798471927642822"
"174","2.598315477371216","2.598315477371216","2.598315477371216","0.9427070617675781","0.9427070617675781","0.9427070617675781","0","0","0","0","0","0","1.2663304805755615","1.2663304805755615","1.2663304805755615","1.1574029922485352","1.1574029922485352","1.1574029922485352","0","0","0","0","0","0","0.21207034587860107","0.21207034587860107","0.21207034587860107","0.031560659408569336","0.031560659408569336","0.031560659408569336","0.21074116230010986","0.21074116230010986","0.21074116230010986","0.15911459922790527","0.15911459922790527","0.15911459922790527"
"176","1.5556514263153076","1.5556514263153076","1.5556514263153076","0.06204843521118164","0.06204843521118164","0.06204843521118164","0","0","0","0","0","0","3.666788339614868","3.666788339614868","3.666788339614868","1.042485237121582","1.042485237121582","1.042485237121582","0","0","0","0","0","0","0.0754326581954956","0.0754326581954956","0.0754326581954956","0.025856494903564453","0.025856494903564453","0.025856494903564453","0.08779466152191162","0.08779466152191162","0.08779466152191162","0.8107006549835205","0.8107006549835205","0.8107006549835205"
"178","1.9210278987884521","1.9210278987884521","1.9210278987884521","0.14868378639221191","0.14868378639221191","0.14868378639221191","0","0","0","0","0","0","1.3810992240905762","1.3810992240905762","1.3810992240905762","1.7872750759124756","1.7872750759124756","1.7872750759124756","0","0","0","0","0","0","0.14190077781677246","0.14190077781677246","0.14190077781677246","0.036019086837768555","0.036019086837768555","0.036019086837768555","0.42008161544799805","0.42008161544799805","0.42008161544799805","0.09037256240844727","0.09037256240844727","0.09037256240844727"
"180","1.118481159210205","1.118481159210205","1.118481159210205","0.6451904773712158","0.6451904773712158","0.6451904773712158","0","0","0","0","0","0","2.05838680267334","2.05838680267334","2.05838680267334","0.9576082229614258","0.9576082229614258","0.9576082229614258","0","0","0","0","0","0","0.147208571434021","0.147208571434021","0.147208571434021","0.6421834230422974","0.6421834230422974","0.6421834230422974","0.09348094463348389","0.09348094463348389","0.09348094463348389","0.11733472347259521","0.11733472347259521","0.11733472347259521"
"182","1.161515712738037","1.161515712738037","1.161515712738037","0.27865171432495117","0.27865171432495117","0.27865171432495117","0","0","0","0","0","0","2.7824342250823975","2.7824342250823975","2.7824342250823975","1.1298060417175293","1.1298060417175293","1.1298060417175293","0","0","0","0","0","0","0.06957948207855225","0.06957948207855225","0.06957948207855225","0.02071857452392578","0.02071857452392578","0.02071857452392578","0.299873948097229","0.299873948097229","0.299873948097229","0.19715428352355957","0.19715428352355957","0.19715428352355957"
"184","0.9160637855529785","0.9160637855529785","0.9160637855529785","0.01749396324157715","0.01749396324157715","0.01749396324157715","0","0","0","0","0","0","1.5597045421600342","1.5597045421600342","1.5597045421600342","1.0552704334259033","1.0552704334259033","1.0552704334259033","0","0","0","0","0","0","0.12832283973693848","0.12832283973693848","0.12832283973693848","0.012683868408203125","0.012683868408203125","0.012683868408203125","0.07316470146179199","0.07316470146179199","0.07316470146179199","0.25725364685058594","0.25725364685058594","0.25725364685058594"
"186","2.0715296268463135","2.0715296268463135","2.0715296268463135","0.1780986785888672","0.1780986785888672","0.1780986785888672","0","0","0","0","0","0","0.7252097129821777","0.7252097129821777","0.7252097129821777","1.422107219696045","1.422107219696045","1.422107219696045","0","0","0","0","0","0","0.11855959892272949","0.11855959892272949","0.11855959892272949","0.2288609743118286","0.2288609743118286","0.2288609743118286","0.13938546180725098","0.13938546180725098","0.13938546180725098","0.1024395227432251","0.1024395227432251","0.1024395227432251"
"188","1.5583336353302002","1.5583336353302002","1.5583336353302002","0.4526674747467041","0.4526674747467041","0.4526674747467041","0","0","0","0","0","0","0.3336668014526367","0.3336668014526367","0.3336668014526367","0.8652806282043457","0.8652806282043457","0.8652806282043457","0","0","0","0","0","0","0.09472072124481201","0.09472072124481201","0.09472072124481201","0.09016096591949463","0.09016096591949463","0.09016096591949463","0.0775068998336792","0.0775068998336792","0.0775068998336792","0.03597736358642578","0.03597736358642578","0.03597736358642578"
"190","1.5184283256530762","1.5184283256530762","1.5184283256530762","0.043272972106933594","0.043272972106933594","0.043272972106933594","0","0","0","0","0","0","0.10177493095397949","0.10177493095397949","0.10177493095397949","0.7651746273040771","0.7651746273040771","0.7651746273040771","0","0","0","0","0","0","0.09752511978149414","0.09752511978149414","0.09752511978149414","0.015220046043395996","0.015220046043395996","0.015220046043395996","0.1586824655532837","0.1586824655532837","0.1586824655532837","0.03667175769805908","0.03667175769805908","0.03667175769805908"
"192","1.0726749897003174","1.0726749897003174","1.0726749897003174","0.17648935317993164","0.17648935317993164","0.17648935317993164","0","0","0","0","0","0","0.755608081817627","0.755608081817627","0.755608081817627","1.3413727283477783","1.3413727283477783","1.3413727283477783","0","0","0","0","0","0","0.10966062545776367","0.10966062545776367","0.10966062545776367","0.04748404026031494","0.04748404026031494","0.04748404026031494","0.06518065929412842","0.06518065929412842","0.06518065929412842","0.04894137382507324","0.04894137382507324","0.04894137382507324"
"194","0.18903613090515137","0.18903613090515137","0.18903613090515137","0.5256831645965576","0.5256831645965576","0.5256831645965576","0","0","0","0","0","0","0.5705058574676514","0.5705058574676514","0.5705058574676514","0.8648335933685303","0.8648335933685303","0.8648335933685303","0","0","0","0","0","0","0.048065185546875","0.048065185546875","0.048065185546875","0.05777180194854736","0.05777180194854736","0.05777180194854736","0.02689957618713379","0.02689957618713379","0.02689957618713379","0.11296570301055908","0.11296570301055908","0.11296570301055908"
"196","1.3353824615478516","1.3353824615478516","1.3353824615478516","0.17899274826049805","0.17899274826049805","0.17899274826049805","0","0","0","0","0","0","1.0764896869659424","1.0764896869659424","1.0764896869659424","1.4014244079589844","1.4014244079589844","1.4014244079589844","0","0","0","0","0","0","0.16030967235565186","0.16030967235565186","0.16030967235565186","0.029030442237854004","0.029030442237854004","0.029030442237854004","0.1620173454284668","0.1620173454284668","0.1620173454284668","0.17715990543365479","0.17715990543365479","0.17715990543365479"
"198","0.18849968910217285","0.18849968910217285","0.18849968910217285","0.672370195388794","0.672370195388794","0.672370195388794","0","0","0","0","0","0","1.3048052787780762","1.3048052787780762","1.3048052787780762","1.0737180709838867","1.0737180709838867","1.0737180709838867","0","0","0","0","0","0","0.0889211893081665","0.0889211893081665","0.0889211893081665","0.1118779182434082","0.1118779182434082","0.1118779182434082","0.044155120849609375","0.044155120849609375","0.044155120849609375","0.04069209098815918","0.04069209098815918","0.04069209098815918"
"200","1.0072588920593262","1.0072588920593262","1.0072588920593262","0.15076994895935059","0.15076994895935059","0.15076994895935059","0","0","0","0","0","0","0.9216666221618652","0.9216666221618652","0.9216666221618652","0.8191168308258057","0.8191168308258057","0.8191168308258057","0","0","0","0","0","0","0.07912218570709229","0.07912218570709229","0.07912218570709229","0.03180801868438721","0.03180801868438721","0.03180801868438721","0.0760793685913086","0.0760793685913086","0.0760793685913086","0.05423128604888916","0.05423128604888916","0.05423128604888916"
"202","0.4998147487640381","0.4998147487640381","0.4998147487640381","0.10088086128234863","0.10088086128234863","0.10088086128234863","0","0","0","0","0","0","0.4633963108062744","0.4633963108062744","0.4633963108062744","0.8193552494049072","0.8193552494049072","0.8193552494049072","0","0","0","0","0","0","0.08348524570465088","0.08348524570465088","0.08348524570465088","0.024333596229553223","0.024333596229553223","0.024333596229553223","0.05105733871459961","0.05105733871459961","0.05105733871459961","0.04457831382751465","0.04457831382751465","0.04457831382751465"
"204","0.3324151039123535","0.3324151039123535","0.3324151039123535","0.14257431030273438","0.14257431030273438","0.14257431030273438","0","0","0","0","0","0","0.32085180282592773","0.32085180282592773","0.32085180282592773","0.9323358535766602","0.9323358535766602","0.9323358535766602","0","0","0","0","0","0","0.08973181247711182","0.08973181247711182","0.08973181247711182","0.01685023307800293","0.01685023307800293","0.01685023307800293","0.047835707664489746","0.047835707664489746","0.047835707664489746","0.05472004413604736","0.05472004413604736","0.05472004413604736"
"206","0.23889541625976562","0.23889541625976562","0.23889541625976562","0.14096498489379883","0.14096498489379883","0.14096498489379883","0","0","0","0","0","0","0.2740025520324707","0.2740025520324707","0.2740025520324707","0.5991160869598389","0.5991160869598389","0.5991160869598389","0","0","0","0","0","0","0.09541511535644531","0.09541511535644531","0.09541511535644531","0.11832714080810547","0.11832714080810547","0.11832714080810547","0.02066493034362793","0.02066493034362793","0.02066493034362793","0.02995431423187256","0.02995431423187256","0.02995431423187256"
"208","0.773012638092041","0.773012638092041","0.773012638092041","0.7703006267547607","0.7703006267547607","0.7703006267547607","0","0","0","0","0","0","0.530242919921875","0.530242919921875","0.530242919921875","0.8668601512908936","0.8668601512908936","0.8668601512908936","0","0","0","0","0","0","0.11614859104156494","0.11614859104156494","0.11614859104156494","0.046384334564208984","0.046384334564208984","0.046384334564208984","0.057569146156311035","0.057569146156311035","0.057569146156311035","0.03674030303955078","0.03674030303955078","0.03674030303955078"
"210","0.7036924362182617","0.7036924362182617","0.7036924362182617","0.08702278137207031","0.08702278137207031","0.08702278137207031","0","0","0","0","0","0","0.5579888820648193","0.5579888820648193","0.5579888820648193","0.29987096786499023","0.29987096786499023","0.29987096786499023","0","0","0","0","0","0","0.07293224334716797","0.07293224334716797","0.07293224334716797","0.1569211483001709","0.1569211483001709","0.1569211483001709","0.09763538837432861","0.09763538837432861","0.09763538837432861","0.13822317123413086","0.13822317123413086","0.13822317123413086"
"212","0.6177127361297607","0.6177127361297607","0.6177127361297607","0.2626180648803711","0.2626180648803711","0.2626180648803711","0","0","0","0","0","0","1.6488134860992432","1.6488134860992432","1.6488134860992432","0.8925199508666992","0.8925199508666992","0.8925199508666992","0","0","0","0","0","0","0.10577142238616943","0.10577142238616943","0.10577142238616943","0.009641051292419434","0.009641051292419434","0.009641051292419434","0.017511844635009766","0.017511844635009766","0.017511844635009766","0.1796811819076538","0.1796811819076538","0.1796811819076538"
"214","0.42682886123657227","0.42682886123657227","0.42682886123657227","0.12370944023132324","0.12370944023132324","0.12370944023132324","0","0","0","0","0","0","0.164031982421875","0.164031982421875","0.164031982421875","0.8153021335601807","0.8153021335601807","0.8153021335601807","0","0","0","0","0","0","0.08714497089385986","0.08714497089385986","0.08714497089385986","0.0092238187789917","0.0092238187789917","0.0092238187789917","0.06360411643981934","0.06360411643981934","0.06360411643981934","0.03427565097808838","0.03427565097808838","0.03427565097808838"
"216","1.4622211456298828","1.4622211456298828","1.4622211456298828","0.1226961612701416","0.1226961612701416","0.1226961612701416","0","0","0","0","0","0","2.1923184394836426","2.1923184394836426","2.1923184394836426","0.48467516899108887","0.48467516899108887","0.48467516899108887","0","0","0","0","0","0","0.044798851013183594","0.044798851013183594","0.044798851013183594","0.037667155265808105","0.037667155265808105","0.037667155265808105","0.15121102333068848","0.15121102333068848","0.15121102333068848","0.10356903076171875","0.10356903076171875","0.10356903076171875"
"218","0.7162392139434814","0.7162392139434814","0.7162392139434814","0.08928775787353516","0.08928775787353516","0.08928775787353516","0","0","0","0","0","0","0.07739663124084473","0.07739663124084473","0.07739663124084473","0.39699673652648926","0.39699673652648926","0.39699673652648926","0","0","0","0","0","0","0.08720457553863525","0.08720457553863525","0.08720457553863525","0.03158152103424072","0.03158152103424072","0.03158152103424072","0.16652345657348633","0.16652345657348633","0.16652345657348633","0.018355250358581543","0.018355250358581543","0.018355250358581543"
"220","0.37023425102233887","0.37023425102233887","0.37023425102233887","0.037729740142822266","0.037729740142822266","0.037729740142822266","0","0","0","0","0","0","0.38233399391174316","0.38233399391174316","0.38233399391174316","0.512927770614624","0.512927770614624","0.512927770614624","0","0","0","0","0","0","0.03719031810760498","0.03719031810760498","0.03719031810760498","0.010499358177185059","0.010499358177185059","0.010499358177185059","0.028532743453979492","0.028532743453979492","0.028532743453979492","0.08411109447479248","0.08411109447479248","0.08411109447479248"
"222","0.2581775188446045","0.2581775188446045","0.2581775188446045","0.04404783248901367","0.04404783248901367","0.04404783248901367","0","0","0","0","0","0","0.1984238624572754","0.1984238624572754","0.1984238624572754","0.5496442317962646","0.5496442317962646","0.5496442317962646","0","0","0","0","0","0","0.08657574653625488","0.08657574653625488","0.08657574653625488","0.04918873310089111","0.04918873310089111","0.04918873310089111","0.027173757553100586","0.027173757553100586","0.027173757553100586","0.03623664379119873","0.03623664379119873","0.03623664379119873"
"224","0.445634126663208","0.445634126663208","0.445634126663208","0.1506805419921875","0.1506805419921875","0.1506805419921875","0","0","0","0","0","0","0.15217065811157227","0.15217065811157227","0.15217065811157227","0.2982616424560547","0.2982616424560547","0.2982616424560547","0","0","0","0","0","0","0.06124377250671387","0.06124377250671387","0.06124377250671387","0.036725401878356934","0.036725401878356934","0.036725401878356934","0.01423656940460205","0.01423656940460205","0.01423656940460205","0.14631152153015137","0.14631152153015137","0.14631152153015137"
"226","0.2250075340270996","0.2250075340270996","0.2250075340270996","0.1157522201538086","0.1157522201538086","0.1157522201538086","0","0","0","0","0","0","0.23868680000305176","0.23868680000305176","0.23868680000305176","0.5316734313964844","0.5316734313964844","0.5316734313964844","0","0","0","0","0","0","0.05119144916534424","0.05119144916534424","0.05119144916534424","0.010335445404052734","0.010335445404052734","0.010335445404052734","0.06254315376281738","0.06254315376281738","0.06254315376281738","0.020706653594970703","0.020706653594970703","0.020706653594970703"
"228","0.16820430755615234","0.16820430755615234","0.16820430755615234","0.04601478576660156","0.04601478576660156","0.04601478576660156","0","0","0","0","0","0","0.6764829158782959","0.6764829158782959","0.6764829158782959","0.5142390727996826","0.5142390727996826","0.5142390727996826","0","0","0","0","0","0","0.02887547016143799","0.02887547016143799","0.02887547016143799","0.010314583778381348","0.010314583778381348","0.010314583778381348","0.03382861614227295","0.03382861614227295","0.03382861614227295","0.04169344902038574","0.04169344902038574","0.04169344902038574"
"230","0.13321638107299805","0.13321638107299805","0.13321638107299805","0.11160969734191895","0.11160969734191895","0.11160969734191895","0","0","0","0","0","0","0.12227892875671387","0.12227892875671387","0.12227892875671387","0.20253658294677734","0.20253658294677734","0.20253658294677734","0","0","0","0","0","0","0.05187094211578369","0.05187094211578369","0.05187094211578369","0.03802478313446045","0.03802478313446045","0.03802478313446045","0.02872943878173828","0.02872943878173828","0.02872943878173828","0.0237196683883667","0.0237196683883667","0.0237196683883667"
