"Step","final_TIMIT_filter_dual_NoC5_b1_50% - IRS all phoneme speaker_frame","final_TIMIT_filter_dual_NoC5_b1_50% - IRS all phoneme speaker_frame__MIN","final_TIMIT_filter_dual_NoC5_b1_50% - IRS all phoneme speaker_frame__MAX","final_TIMIT_ewt_dual_NoC3_b1_50% - IRS all phoneme speaker_frame","final_TIMIT_ewt_dual_NoC3_b1_50% - IRS all phoneme speaker_frame__MIN","final_TIMIT_ewt_dual_NoC3_b1_50% - IRS all phoneme speaker_frame__MAX","final_TIMIT_filter_dual_NoC3_b1_50% - IRS all phoneme speaker_frame","final_TIMIT_filter_dual_NoC3_b1_50% - IRS all phoneme speaker_frame__MIN","final_TIMIT_filter_dual_NoC3_b1_50% - IRS all phoneme speaker_frame__MAX","final_TIMIT_filter_dual_NoC4_b1_50%_disent - IRS all phoneme speaker_frame","final_TIMIT_filter_dual_NoC4_b1_50%_disent - IRS all phoneme speaker_frame__MIN","final_TIMIT_filter_dual_NoC4_b1_50%_disent - IRS all phoneme speaker_frame__MAX","final_TIMIT_ewt_dual_NoC5_b1_50%_disent - IRS all phoneme speaker_frame","final_TIMIT_ewt_dual_NoC5_b1_50%_disent - IRS all phoneme speaker_frame__MIN","final_TIMIT_ewt_dual_NoC5_b1_50%_disent - IRS all phoneme speaker_frame__MAX","final_TIMIT_filter_dual_NoC4_b1_50%_classif - IRS all phoneme speaker_frame","final_TIMIT_filter_dual_NoC4_b1_50%_classif - IRS all phoneme speaker_frame__MIN","final_TIMIT_filter_dual_NoC4_b1_50%_classif - IRS all phoneme speaker_frame__MAX","final_TIMIT_ewt_dual_NoC4_b1_50% - IRS all phoneme speaker_frame","final_TIMIT_ewt_dual_NoC4_b1_50% - IRS all phoneme speaker_frame__MIN","final_TIMIT_ewt_dual_NoC4_b1_50% - IRS all phoneme speaker_frame__MAX"
"4","","","","","","","","","","0.7717279886696685","0.7717279886696685","0.7717279886696685","0.6807905611684424","0.6807905611684424","0.6807905611684424","","","","","",""
"9","0.6585076781867569","0.6585076781867569","0.6585076781867569","0.5981456846176868","0.5981456846176868","0.5981456846176868","0.6760004507899893","0.6760004507899893","0.6760004507899893","","","","","","","0.7717279886696685","0.7717279886696685","0.7717279886696685","0.703665876004422","0.703665876004422","0.703665876004422"
