"Step","final_TIMIT_filter_dual_NoC5_b1_50% - mutual_info_score all phoneme speaker_frame","final_TIMIT_filter_dual_NoC5_b1_50% - mutual_info_score all phoneme speaker_frame__MIN","final_TIMIT_filter_dual_NoC5_b1_50% - mutual_info_score all phoneme speaker_frame__MAX","final_TIMIT_ewt_dual_NoC3_b1_50% - mutual_info_score all phoneme speaker_frame","final_TIMIT_ewt_dual_NoC3_b1_50% - mutual_info_score all phoneme speaker_frame__MIN","final_TIMIT_ewt_dual_NoC3_b1_50% - mutual_info_score all phoneme speaker_frame__MAX","final_TIMIT_filter_dual_NoC3_b1_50% - mutual_info_score all phoneme speaker_frame","final_TIMIT_filter_dual_NoC3_b1_50% - mutual_info_score all phoneme speaker_frame__MIN","final_TIMIT_filter_dual_NoC3_b1_50% - mutual_info_score all phoneme speaker_frame__MAX","final_TIMIT_filter_dual_NoC4_b1_50%_disent - mutual_info_score all phoneme speaker_frame","final_TIMIT_filter_dual_NoC4_b1_50%_disent - mutual_info_score all phoneme speaker_frame__MIN","final_TIMIT_filter_dual_NoC4_b1_50%_disent - mutual_info_score all phoneme speaker_frame__MAX","final_TIMIT_ewt_dual_NoC5_b1_50%_disent - mutual_info_score all phoneme speaker_frame","final_TIMIT_ewt_dual_NoC5_b1_50%_disent - mutual_info_score all phoneme speaker_frame__MIN","final_TIMIT_ewt_dual_NoC5_b1_50%_disent - mutual_info_score all phoneme speaker_frame__MAX","final_TIMIT_filter_dual_NoC4_b1_50%_classif - mutual_info_score all phoneme speaker_frame","final_TIMIT_filter_dual_NoC4_b1_50%_classif - mutual_info_score all phoneme speaker_frame__MIN","final_TIMIT_filter_dual_NoC4_b1_50%_classif - mutual_info_score all phoneme speaker_frame__MAX","final_TIMIT_ewt_dual_NoC4_b1_50% - mutual_info_score all phoneme speaker_frame","final_TIMIT_ewt_dual_NoC4_b1_50% - mutual_info_score all phoneme speaker_frame__MIN","final_TIMIT_ewt_dual_NoC4_b1_50% - mutual_info_score all phoneme speaker_frame__MAX"
"10","","","","","","","","","","0.0607164371968669","0.0607164371968669","0.0607164371968669","0.027921129393715327","0.027921129393715327","0.027921129393715327","","","","","",""
"15","0.02641285475287549","0.02641285475287549","0.02641285475287549","0.06690596589332072","0.06690596589332072","0.06690596589332072","0.05266123100025908","0.05266123100025908","0.05266123100025908","","","","","","","0.0607164371968669","0.0607164371968669","0.0607164371968669","0.06544911665935715","0.06544911665935715","0.06544911665935715"
