"Step","vowels_ewt_b0.1_NoC3_S_bs16 - best test accuracy speaker_seq OCs_joint_emb","vowels_ewt_b0.1_NoC3_S_bs16 - best test accuracy speaker_seq OCs_joint_emb__MIN","vowels_ewt_b0.1_NoC3_S_bs16 - best test accuracy speaker_seq OCs_joint_emb__MAX","vowels_filter_b0.1_NoC3_S_bs16 - best test accuracy speaker_seq OCs_joint_emb","vowels_filter_b0.1_NoC3_S_bs16 - best test accuracy speaker_seq OCs_joint_emb__MIN","vowels_filter_b0.1_NoC3_S_bs16 - best test accuracy speaker_seq OCs_joint_emb__MAX","vowels_filter_b1_NoC3_S_bs16 - best test accuracy speaker_seq OCs_joint_emb","vowels_filter_b1_NoC3_S_bs16 - best test accuracy speaker_seq OCs_joint_emb__MIN","vowels_filter_b1_NoC3_S_bs16 - best test accuracy speaker_seq OCs_joint_emb__MAX","vowels_filter_b0_NoC3_S_bs16 - best test accuracy speaker_seq OCs_joint_emb","vowels_filter_b0_NoC3_S_bs16 - best test accuracy speaker_seq OCs_joint_emb__MIN","vowels_filter_b0_NoC3_S_bs16 - best test accuracy speaker_seq OCs_joint_emb__MAX","vowels_ewt_b1_NoC3_S_bs16 - best test accuracy speaker_seq OCs_joint_emb","vowels_ewt_b1_NoC3_S_bs16 - best test accuracy speaker_seq OCs_joint_emb__MIN","vowels_ewt_b1_NoC3_S_bs16 - best test accuracy speaker_seq OCs_joint_emb__MAX","vowels_ewt_b0_NoC3_S_bs16 - best test accuracy speaker_seq OCs_joint_emb","vowels_ewt_b0_NoC3_S_bs16 - best test accuracy speaker_seq OCs_joint_emb__MIN","vowels_ewt_b0_NoC3_S_bs16 - best test accuracy speaker_seq OCs_joint_emb__MAX"
"2","0.63125","0.63125","0.63125","0.64375","0.64375","0.64375","0.7125","0.7125","0.7125","0.66875","0.66875","0.66875","0.60625","0.60625","0.60625","0.675","0.675","0.675"
