"Step","vowels_ewt_b0.1_NoC3_S_bs16 - informativeness_test OCs_proj speaker_seq","vowels_ewt_b0.1_NoC3_S_bs16 - informativeness_test OCs_proj speaker_seq__MIN","vowels_ewt_b0.1_NoC3_S_bs16 - informativeness_test OCs_proj speaker_seq__MAX","vowels_filter_b0.1_NoC3_S_bs16 - informativeness_test OCs_proj speaker_seq","vowels_filter_b0.1_NoC3_S_bs16 - informativeness_test OCs_proj speaker_seq__MIN","vowels_filter_b0.1_NoC3_S_bs16 - informativeness_test OCs_proj speaker_seq__MAX","vowels_filter_b1_NoC3_S_bs16 - informativeness_test OCs_proj speaker_seq","vowels_filter_b1_NoC3_S_bs16 - informativeness_test OCs_proj speaker_seq__MIN","vowels_filter_b1_NoC3_S_bs16 - informativeness_test OCs_proj speaker_seq__MAX","vowels_filter_b0_NoC3_S_bs16 - informativeness_test OCs_proj speaker_seq","vowels_filter_b0_NoC3_S_bs16 - informativeness_test OCs_proj speaker_seq__MIN","vowels_filter_b0_NoC3_S_bs16 - informativeness_test OCs_proj speaker_seq__MAX","vowels_ewt_b1_NoC3_S_bs16 - informativeness_test OCs_proj speaker_seq","vowels_ewt_b1_NoC3_S_bs16 - informativeness_test OCs_proj speaker_seq__MIN","vowels_ewt_b1_NoC3_S_bs16 - informativeness_test OCs_proj speaker_seq__MAX","vowels_ewt_b0_NoC3_S_bs16 - informativeness_test OCs_proj speaker_seq","vowels_ewt_b0_NoC3_S_bs16 - informativeness_test OCs_proj speaker_seq__MIN","vowels_ewt_b0_NoC3_S_bs16 - informativeness_test OCs_proj speaker_seq__MAX"
"34","0.44375","0.44375","0.44375","0.5125","0.5125","0.5125","0.5625","0.5625","0.5625","0.5","0.5","0.5","0.36875","0.36875","0.36875","0.325","0.325","0.325"
